BAR_CODE,PRODUCT_NAME,MEASURE_UNIT,CURRENT_PRICE,ITEMS_SOLD,PREVIOUS_PRICE,COST,MARGIN,TOTAL_SOLD_$,TOTAL_MARGIN,stock,DAYS,ITEM_TYPE
77914217,SHOT CHOCOLATE  35 GRS,35,350,4,347.5,222.64,56.08,1390,890.56,-3,31,2
779802407949,GLOVES MAKE MED.,1,530,2,530.0,353.0,50.14,1060,706.0,-1,109,2
779156800071,MINI PAMELA COOKIES,180,460,9,420.0,276.0,52.17,3780,2484.0,-1,5,2
779811814025,DIPASCUALE TALLARINES CLASSICS FINES,500,690,4,540.0,357.0,51.26,2160,1428.0,-2,11,2
779089506379,COCA COLA COCA COLA LIGHT 2 LTS. RET,2000,1100,3,1000.0,34.17,500.0,3000,102.51,-1,4,2
779007031832,LUCCHETTI NOODLES TIRABUZON 500 GRS,500,990,2,760.0,493.77,53.92,1520,987.54,-1,5,2
779015069673,ALICANTE ROMERO 15 GR,,250,2,250.0,162.69,53.67,500,325.38,-1,38,2
779494000055,HILERET SWEETENER HILERET LIGHT 250GR,250,850,1,850.0,565.29,50.36,850,565.29,-1,53,2
779129001222,CIF DETERGENT CIF X300 ML,300,740,16,540.0,341.8,58.02,8640,5468.72,-1,6,2
779254026013,SUGAR LEDESMA 1 KGS,1,1500,15,1150.0,730.01,57.53,17250,10950.15,-1,6,2
779105800013,MANFREY DULCE DE LECHE MANFREY 250 GRS,200,840,6,740.0,493.96,49.81,4440,2963.76,-1,12,2
779448000001,BUTTER S Y S 100 GRS,100,460,3,430.0,287.98,49.32,1290,863.94,1,5,2
750100922272,BIC AFEITADORA 3 HOJAS,1,670,1,550.0,362.0,51.93,550,362.0,-1,4,2
779004033120,ARCOR ALFAJOR TATIN 33 GRS,33,210,33,180.0,108.9,65.29,5940,3593.7,-5,15,2
779058010343,ARCOR CHOCOLATE COFLER AIR ALMINDRAS 55.GRS,55,720,2,720.0,480.0,50.0,1440,960.0,-1,72,2
779107802274,GRANIX ARITOS CON MIEL 130 GRS,130,630,2,550.0,365.83,50.34,1100,731.66,-1,17,2
779389000115,LACTAL PAN PANCHO X 6,6,600,5,600.0,400.0,50.0,3000,2000.0,-1,33,2
779389000117,LACTAL PAN HAMBURGUESAS X 6,6,690,15,591.43,394.29,50.0,8880,5920.0,-1,9,2
779448000002,BUTTER S Y S 200GR,200,910,2,870.0,577.46,50.66,1740,1154.92,-1,5,2
779162000980,DANICA MARGARINA 200GR,200,690,1,580.0,382.7,51.55,580,382.7,-1,3,2
779218000164,OIL CANUELAS 900 CC SUNFLOWER,900,1650,2,1100.0,737.0,49.25,2200,1474.0,-1,9,2
779036000013,SWIFT SAUSAGES SWIFT X 6,1,620,2,530.0,353.32,50.01,1060,706.64,-6,2,2
779147603600,EGRAN CORN PISINGALLO 500GR,500,690,2,620.0,350.0,77.14,1240,700.0,-1,25,2
779112200015,VELEZ AIR FRESHENER DE VANILLA VELEZ,110,750,5,528.0,345.06,53.17,2640,1725.28,-2,11,2
779112200095,VELEZ AIR FRESHENER DE VANILLA VELEZ 28CM,28,430,1,320.0,204.0,56.86,320,204.0,-1,11,2
779089564002,POWERADE MOUNTAIN BLAST 500 CC,500,720,2,670.0,160.0,318.75,1340,320.0,-1,4,2
779008002678,SANCOR CREAM CHEESE THOLEM 190 GRS,190,1150,7,992.86,685.91,44.74,6950,4801.4,-1,3,2
779004500113,GRANIX COOKIES GRANAGUA SANDWICH 200 GRS,200,470,5,350.0,232.78,50.36,1750,1163.9,-1,11,2
779015043533,ALICANTE CANELA MOLIDA 25 GRS,25,490,4,490.0,308.55,58.81,1960,1234.2,-1,66,2
779039810011,LA PAULINA CHEESE RALLADO LA PAULINA 40 GRS,40,580,17,424.67,273.7,55.24,7230,4664.55,-2,3,2
761328729409,NESCAFE COFFEE DOLCA TRAD 50GR,50,1430,2,1125.0,744.0,51.3,2250,1488.0,-1,10,2
779186600119,MAYONNAISE NATURA 125 GRS,125,350,22,303.64,199.82,52.05,6680,4395.93,-6,13,2
779400096027,HELLMANNS KETCHUP 250 GRS,250,520,6,520.0,320.38,62.4,3120,1922.28,0,32,2
779004099191,ARCOR ALFAJOR B Y N,1,490,2,400.0,255.31,56.67,800,510.62,-1,11,2
779004037500,ARCOR ALFAJOR B Y N,1,490,3,400.0,255.31,56.67,1200,765.93,-3,11,2
779008003730,SANCOR CHOCOLATADA  SANCOR 1 LTS,1,1050,3,1050.0,684.03,53.5,3150,2052.09,-1,116,2
779015055633,ALICANTE PEPPER NEGRA IN GRANOS ALICANTE 25,25,270,3,270.0,166.98,61.7,810,500.94,-2,93,2
779747000632,MAROLIO CHAMPIGNONES INTEROS 400 GRS,400,2250,1,1800.0,865.0,108.09,1800,865.0,-1,17,2
779025009739,LADYSOFT NORMAL,1,460,3,280.0,177.3,57.92,840,531.9,-1,10,2
779129001048,VIVERE SUAVIZANTE CLASSIC 900 ML,900,920,4,820.0,545.0,50.46,3280,2180.0,-1,4,2
779050300032,DOS HERMANOS TOSTADITAS DE RICE SIN SAL 120,120,630,1,410.0,269.56,52.1,410,269.56,-1,4,2
779050300033,DOS HERMANOS TOSTADITAS DE RICE  120,120,630,2,410.0,269.56,52.1,820,539.12,-1,4,2
779050300028,DOS HERMANOS SNACKS  80 GRS,80,560,12,440.0,288.17,52.69,5280,3458.04,-2,19,2
779089500814,BONAQUA MINERAL WATER 2.5 LTS,2500,950,3,850.0,38.0,500.0,2550,114.0,-2,4,2
779129302583,AXE DEODORANT MUSK 150 ML,150,1160,2,870.0,563.86,54.29,1740,1127.72,-1,4,2
779003600157,BAGGIO BAGGIO FRESH GRAPEFRUIT 1.5 LTS,1500,750,9,620.0,413.53,49.93,5580,3721.77,-2,6,2
77922120,ARCOR CHOCOLATE COFLER BLOCK 110 GRS,110,1100,10,930.0,612.26,51.9,9300,6122.6,-2,9,2
779004500108,GRANIX COOKIES SIN SAL 185 GRS,185,470,6,350.0,232.78,50.36,2100,1396.68,-1,17,2
77940735,PHILIP MORRIS CAPS BOX 20,1,1150,17,1020.0,225.13,353.07,17340,3827.21,0,23,2
779038700084,TARAGUI MATE COCIDO TARAGUI 25 BAGS,25,450,1,450.0,281.93,59.61,450,281.93,-1,75,2
779169071319,PECADO MALBEC 750 ML,750,920,2,920.0,578.0,59.17,1840,1156.0,-1,93,2
41333666761,DURACEL BATTERY  AAA X2,1,1650,7,1363.33,897.42,51.96,9670,6370.65,-1,16,2
779007031806,MATARAZZO NOODLES TIRABUZON 3 VEG.MATARAZZO 50,500,1000,6,1000.0,674.09,48.35,6000,4044.54,-1,44,2
77958662,ARCOR MINTHOPLUS MINTA,1,250,5,210.0,90.0,133.33,1050,450.0,-1,3,2
779089564001,POWERADE APPLE 500 CC,500,720,12,646.67,160.0,304.17,7760,1920.0,-3,4,2
779162000985,DANICA MARGARINA SOFT  200 GRS,200,830,5,738.0,491.89,50.03,3690,2459.46,-1,3,2
779089500388,BONAQUA MINERAL WATER 2 LTS,2000,800,6,660.0,3.0,500.0,3960,18.0,-1,4,2
779089500387,BONAQUA MINERAL WATER 1.5 LTS,1500,700,6,610.0,76.0,500.0,3660,456.0,-1,4,2
779288200020,LA QUESERA CHEESE RALLADO LA 40 GRS,40,280,19,276.67,182.44,51.68,5260,3469.0,-5,37,2
779015055054,ALICANTE PEPPER BLANCA MOLIDA 25 GRS,25,420,2,420.0,256.52,63.73,840,513.04,-1,93,2
779304600801,DULCOR MARMALADE PEACH 500 GRS,500,670,2,670.0,333.75,37.92,1340,1335.0,-1,11,2
779304600807,DULCOR MARMALADE CIRUELA 500 GRS,500,670,2,670.0,445.0,50.56,1340,890.0,-1,39,2
779012700032,VANOLI GREEN OLIVES DESCAROZADAS 140 GRS,140,610,1,610.0,404.89,50.66,610,404.89,-1,39,2
77977151,ROTHMANS ROTHMANS KS CONV 20 UN,20,880,20,800.0,28.0,500.0,16000,560.0,-1,17,2
779004582344,GRANIX COOKIES CEREAL SEMILLA WHEAT PARTIDO,185,460,1,410.0,268.75,52.56,410,268.75,-2,17,2
779067005065,PATY HAMBURGUESAS CLASSIC X 4,4,2220,13,1790.0,1175.94,52.28,23350,15355.97,-3,3,2
779808274109,TIA MARUCA FAJITAS CLASSICS 150 GRS,150,560,9,533.33,352.33,51.63,4800,3170.94,-1,26,2
779012700104,VANOLI CHIMICHURRI HOT 190G,190,540,1,540.0,354.27,52.43,540,354.27,-1,102,2
779151970185,CONDOMSS PRIME WARMING,3,930,3,930.0,599.0,55.26,2790,1797.0,-1,74,2
779151900133,CONDOMSS PRIME TURBO,3,1240,1,1240.0,775.0,60.0,1240,775.0,-1,32,2
779058024040,ARXCOR TURRON DE PEANUTS  80 GRS,80,450,2,450.0,267.41,68.28,900,534.82,-2,37,2
779105800258,MANFREY DULCE MILK REPOSTERO 400 GRS,400,1450,2,1050.0,700.95,49.8,2100,1401.9,-1,12,2
779304600841,DULCOR MARMALADE DULCOR PEACH 454 GRS,454,720,1,720.0,17.8,500.0,720,17.8,-1,31,2
779304600843,DULCOR MARMALADE DULCOR ORANGE 454 GRS,454,720,1,720.0,480.0,50.0,720,480.0,-1,115,2
779058010348,ARCOR COFLER MILK 55 GRS,55,680,1,680.0,441.65,53.97,680,441.65,-1,72,2
779067005106,VIINISIMA SAUSAGES X 6,6,780,1,620.0,402.76,53.94,620,402.76,-1,10,2
779007041820,ALFAJOR CHOCORICE GALLO FLAVORES,1,350,11,200.0,129.0,55.03,2200,1419.0,-2,18,2
77917188,LA GOTITA LA GOTITA 2ML,20,1260,1,850.0,565.0,50.44,850,565.0,-1,6,2
779100400082,CELUSAL SAL GRUESA CELUSAL 500 G,1000,480,2,480.0,322.0,49.07,960,644.0,-1,34,2
761328729040,NESTLE COFFEE DOLCA SUAVE 170 GRS DOY PACK,170,2390,6,1990.0,1321.0,50.64,11940,7926.0,-1,10,2
779698900769,BIMBO HAMBURGUESA BIMBO X 4 W/SESAMO,4,990,3,836.67,561.67,48.98,2510,1685.0,-1,3,2
779698900762,BIMBO WHITE BREAD BIMBO LIVIANO 400 GRS,400,1590,9,1400.0,970.0,44.33,12600,8730.0,-2,9,2
779698900854,BIMBO PAN TIPO ARTESANO BIMBO 500 GRS,500,1290,6,1136.0,800.0,42.19,6830,4820.0,-2,9,2
779003602020,SI DIET 250 CC,250,1030,5,950.0,629.0,51.03,4750,3145.0,-1,25,2
779004033130,ARCOR ALFAJOR TATIN WHITE SIMPLE,1,210,25,180.0,108.9,65.29,4500,2722.5,-7,15,2
779015043434,ALICANTE FLAVOR IN POWDER FINAS HIERBAS,7,110,3,110.0,69.45,58.38,330,208.35,-1,66,2
779015043485,ALICANTE FLAVOR IN POWDER PANCETA Y HIERBAS,7,110,16,110.0,69.45,58.38,1760,1111.2,-5,66,2
779007700036,POZO MAGDALENAS 250 GRS,250,850,5,850.0,600.0,41.67,4250,3000.0,-1,12,2
779031406384,TORO WINE WHITE 1000 CC,1000,1400,6,1150.0,779.0,47.63,6900,4674.0,-1,11,2
762230086555,ROYAL JELLY ROYAL CEREZA 25GRS,40,350,15,354.0,223.6,58.51,5330,3375.65,-1,38,2
762230086558,ROYAL JELLY LIGHT STRAWBERRY 25 GRS,25,380,2,380.0,255.87,48.51,760,511.74,-1,38,2
779811814016,DIPASCUALE RAVIOLES 500 KGS BOLSA,500,740,17,660.0,441.65,49.44,11220,7508.05,-1,17,2
779172800011,SANTA JULIA CHININ DULCE NATURAL,1,2890,8,2727.5,1770.84,54.05,21820,14166.7,-1,9,2
779304600771,CORMILLOT MARMALADE LIGHT PEACH 3,390,1150,2,860.0,573.0,50.09,1720,1146.0,-1,4,2
779389000090,FARGO LACTEADO SLICES FINAS FARGO 400 GRS,400,1450,2,1300.0,870.0,49.43,2600,1740.0,-1,3,2
779698900874,BIMBO HAMBURGUESAS  ARTESANO X 4 POTATO,4,1290,9,1142.22,808.89,41.32,10280,7280.0,-2,9,2
779004065960,COFLER ALFAJOR BLOCK 60 GRS,60,490,2,400.0,255.31,56.67,800,510.62,-4,11,2
779004582609,GRANIX COOKIES BRAN SIN SAL 270 GR,270,590,9,530.0,352.95,50.17,4770,3176.55,-1,11,2
779095000019,GANCIA APERITIVO GANCIA 450 CC,450,1790,1,1320.0,850.63,55.18,1320,850.63,-1,3,2
779023600126,LA SALTEÑA TAPA DE PASCUALINA HOJALDRADA 400,400,720,5,620.0,373.7,65.91,3100,1868.5,-1,16,2
770201895112,GILLETTE SHAVING FOAM GILLETTE 150 GRS,150,970,1,970.0,641.72,51.16,970,641.72,-1,109,2
77940704,REXONA DEODORANT SPRAY ODORONO 60150 GRS,60,790,1,620.0,370.26,67.45,620,370.26,-2,19,2
779279801292,QUILMES LATA QUILMES 473 CC,473,800,1,650.0,205.0,217.07,650,205.0,-1,9,2
779279800588,BRAHMA LATA 473,473,800,8,690.0,221.55,211.45,5520,1772.4,-1,9,2
779089564122,AQUARIUS UVA 1.50 L,1500,1050,4,950.0,44.0,500.0,3800,176.0,-1,4,2
779007050737,MINERVA JUICE LEMON 250 CC,250,450,3,380.0,234.14,62.3,1140,702.42,-1,5,2
779191300021,SALDAN JUICE SALDAN LEMON 1 LTS,1000,780,2,705.0,284.0,148.24,1410,568.0,0,10,2
779304600802,DULCOR MARMALADE DE SQUASH 500 GRS,500,670,2,670.0,445.0,50.56,1340,890.0,-1,39,2
779336010301,LA CAMPAGNOLA KETCHUP 250 GRS,250,470,1,470.0,315.93,48.77,470,315.93,-1,72,2
779191300118,PRITTY 500 CC,500,470,3,400.0,164.0,143.9,1200,492.0,-1,10,2
779314711886,SCHNEIDER BEER LATA  473 CC,473,800,3,610.0,228.41,167.06,1830,685.23,-1,33,2
779314711882,BUDWEISER BEER LATA BUDWEISER 473 CC,473,840,14,636.67,37.0,500.0,8800,518.0,-2,9,2
779024001704,ALARIS MALBEC Y DULCE 750 ML,1,1850,2,1720.0,1150.09,49.56,3440,2300.17,-1,29,2
779304600869,DULCOR MARMALADE LIGHT STRAWBERRY 420 GR,420,970,1,900.0,600.0,50.0,900,600.0,-1,4,2
779304600861,DULCOR MARMALADE LIGHT PEACH 420 G,420,750,2,675.0,447.54,50.94,1350,895.07,-1,39,2
779279800239,PATAGONIA 24.7 IPA W/SAUCO 710 CC,710,1580,13,1405.0,555.35,152.99,18400,7219.55,-2,9,2
779007900103,PALADINI MINO MORTADELA PALADINI 300GR,1,2390,2,1860.0,1240.0,50.0,3720,2480.0,-1,2,2
779007900063,PALADINI LEBER WURST 250GR,1,1500,1,1120.0,749.99,49.33,1120,749.99,-1,2,2
779079012031,INALPA CORN IN GRANO AMARILLO,1,880,2,880.0,614.0,43.32,1760,1228.0,-1,32,2
77953483,CHESTERFIELD CHESTERFIELD 10,1,550,34,470.0,104.32,350.54,15980,3546.88,-1,23,2
779806763004,DON ARREGUI TERBA MATE  500KG,500,1070,7,1010.0,671.77,50.34,7070,4702.42,-2,32,2
779004582490,GRANIX BIZCOCHITOS INTEG/SUNFLOWER 180 GRS,180,520,9,460.0,305.83,50.41,4140,2752.47,-2,17,2
77943446,NESTLE BANANITA DOLCA 14 GRS,14,180,7,180.0,119.0,51.26,1260,833.0,-1,46,2
779217004224,GATORADE UVA 500 CC,500,750,1,630.0,215.43,192.44,630,215.43,-1,8,2
779217004202,GATORADE FRUITS TROPICALES 500 CC,500,750,3,630.0,215.43,192.44,1890,646.29,-2,8,2
779015024027,LA VIRGINNIA LEMON 20 BAGS,20,650,1,650.0,434.82,49.49,650,434.82,-1,38,2
779031400602,ESTANCIA DE MINDOZA WINE WHITE,750,1880,2,1880.0,1259.0,49.32,3760,2518.0,-1,29,2
779095013191,DR LEMON VODKA XL 1L,1,1250,2,1250.0,825.0,51.52,2500,1650.0,-2,61,2
779336010842,LA CAMPAGNOLA CORN LA CAMPAGNOLA 203,203,770,3,770.0,352.11,118.68,2310,1056.33,-5,39,2
779024004146,FOND DE CAVE MALBEC 750 CC,750,3750,3,3070.0,2047.17,49.96,9210,6141.51,-1,1,2
779304600867,DULCOR MARMALADE LIGHT CIRUELA 420GR,1,750,1,750.0,500.0,50.0,750,500.0,-1,18,2
77958655,ARCOR MINTHOPLUS MIEL,1,250,2,210.0,82.58,68.04,420,330.33,-1,3,2
779336081140,LA CAMPAGNOLA MARMALADE BC PEACH 390GR,390,1250,1,1250.0,836.11,49.5,1250,836.11,-1,51,2
779004582620,GRANIX COOKIES BRAN  270 GRS,270,560,10,490.0,324.01,51.23,4900,3240.1,-1,11,2
779067005095,PATY MILANESAS PATY X 2,2,1150,3,900.0,599.83,50.04,2700,1799.49,-1,3,2
779314700105,BUDWEISER BEER BUDWEISER 1000 CC,1000,1460,6,1214.0,403.52,200.85,7220,2421.12,-1,9,2
779314700089,HEINEKIN BEER 1000 CC,1000,1950,11,1700.0,646.0,163.16,18950,7106.0,-1,33,2
779400096011,HELLMANNS MAYONNAISE  LIGHT 250 CC,125,400,6,400.0,252.65,58.32,2400,1515.9,-2,32,2
77948496,ARCOR GUM TOP LINE SEVIN VIOLET,1,300,26,260.0,170.61,52.39,6760,4435.86,-1,23,2
779218000166,CANUELAS OIL CANUELAS 1.5 LTS,1500,1450,11,1410.0,936.37,50.58,15510,10300.04,-1,31,2
779370400091,PLAYADITO YERBA  500G,500,1800,17,1215.88,799.43,52.13,20670,13590.24,-2,10,2
779314700098,IMPERIAL IMPERIAL LAGER 1000 CC,1000,1550,5,1460.0,273.31,434.19,7390,1366.55,-1,33,2
70330909229,INCINDEDOR BIC MAXI,1,750,6,750.0,394.51,90.11,4500,2367.06,-2,39,2
779235000605,INALPA CREAM CORN INALPA 350 GRS,350,440,1,440.0,290.45,51.49,440,290.45,-1,32,2
779169070903,QUARA WINE MALBEC 750 CC,750,1090,9,1090.0,672.0,62.2,9810,6048.0,-1,75,2
77931528,AGUILA BARRITA AGUILA 14 GRS,14,190,1,190.0,123.42,53.95,190,123.42,-7,72,2
779074244800,LA SERENISIMA MILK WHOLE 3,1000,690,18,590.0,430.76,36.97,10620,7753.68,-5,5,2
779314700919,HEINEKIN 473 CC,473,1170,25,1034.29,324.3,218.93,25830,8107.5,-4,33,2
779007031745,LUCCHETTI CAPPELLETTIS 500G,500,1600,3,1150.0,759.15,51.49,3450,2277.45,-1,10,2
779814288002,CARILO TOASTSS DE RICE 150 G,150,850,7,690.0,467.0,47.75,4830,3269.0,0,11,2
779314700075,IMPERIAL LATA IMPERIAL LAGER 473 CC,473,920,11,920.0,137.71,500.0,10120,1514.81,-1,33,2
779074277010,LA SERENISIMA CREAM MILK LA SERENISIMA 200,200,860,1,750.0,519.09,44.48,750,519.09,-2,19,2
779067000007,FATY GRASA BOWINE 500 GRS,500,790,1,790.0,520.14,51.88,790,520.14,-1,44,2
779698901188,BIMBO RAPIDITAS BIMBO X 10,1,1150,12,1036.67,702.5,47.53,12440,8430.0,-1,9,2
779325300167,POET TABLETS POETT 25 GRS,25,400,5,400.0,265.27,50.79,2000,1326.35,-1,88,2
779333301800,ROYAL POWDER HORNEAR ROYAL 50 GRS,50,430,3,430.0,280.98,53.04,1290,842.94,-1,87,2
779147603911,EGRAN CORN PELADO WHITE 400 GRS,400,540,1,540.0,365.0,47.95,540,365.0,-2,117,2
779147601902,EGRAN ALMIDON DE CORN 200GR,1,410,1,370.0,247.0,49.8,370,247.0,-1,25,2
779820544013,VAN HAASIN TOBACCO NATIVO,1,1850,4,1660.0,1107.0,49.95,6640,4428.0,-1,17,2
779820544001,VAN HAASIN TOBACCO ORIG.BLIND,1,1850,3,1660.0,1107.0,49.95,4980,3321.0,-1,17,2
762230087155,ROYAL FLAN ROYAL VANILLA 60 GRS,60,340,1,340.0,229.9,47.89,340,229.9,-2,73,2
779025001505,HIGIENOL PAPEL MAX 80 MTS,4,2590,3,1590.0,861.53,38.11,4770,4307.64,-1,5,2
779809046052,KONY SWEETENER NATURAL KONY STEVIA 200 CC,200,1850,1,1650.0,1100.16,49.98,1650,1100.16,-1,3,2
779007700009,POZO MADALINAS POZO CHOCOL. 250 GRS,250,850,4,850.0,576.15,47.53,3400,2304.6,-1,40,2
779089500848,AQUARIUS AQUARIUS LEMONADA 500 ML,500,600,1,550.0,22.35,500.0,550,22.35,-1,4,2
779809296330,MAKE PAPEL BUTTER MAKE 5 MTS,5,1050,1,930.0,621.0,49.76,930,621.0,-1,30,2
779803115444,CICA NOODLES VARIOS 500 GRS,500,590,10,560.0,372.48,50.34,5600,3724.8,-1,18,2
779036096684,SWIFT HAMBURGUESAS SWIFT BURGUER X 4,4,1180,3,1010.0,678.81,48.79,3030,2036.43,-4,12,2
779007003315,MILANESAS GRANJA DE SOL X 4 TC,,1660,8,997.14,643.87,54.96,7960,5136.64,-1,3,2
779007003314,GRANJA DE SOL MILANESAS DE RICE GRANJA DE SO,1,900,2,900.0,590.61,52.38,1800,1181.22,-1,38,2
779015055539,ALICANTE PEPPER NEGRA MOLIDA,1,420,4,300.0,197.23,52.11,1200,788.92,-1,10,2
779023600208,LA SALTENA NOQUIS LASALTENA X 300 GRS,500,530,1,510.0,321.86,58.45,510,321.86,-1,24,2
779314700102,SCHNEIDER BEER SCHNEIDER 1000 CC,1000,1380,8,1247.14,246.64,405.65,10110,1973.12,-2,33,2
762230085509,CLIGHT JUICES IN POWDER VARIOS FLAVORES,1,130,54,130.0,83.08,56.48,7020,4486.32,-1,94,2
41333666730,DURACEL BATTERY AA/2,2,1650,1,1250.0,828.85,50.81,1250,828.85,-1,3,2
779089500981,CEPITA ORANGE DELICIOSO BOT 1 LITR,1,900,2,825.0,48.0,500.0,1650,96.0,-1,4,2
779279800129,STELLA LATA 473CC,473,1090,12,816.25,306.66,166.18,9680,3679.92,-2,9,2
779007041238,EXQUISITA BIZCOCHUELO EXQUISITA COCO 540 GRS,540,1570,1,850.0,530.31,60.28,850,530.31,-1,18,2
77929235,DOLCA BANANA DOLCA GDE,1,300,12,300.0,197.0,52.28,3600,2364.0,-1,46,2
779004037770,BAGLEY COOKIES CRIOLLITAS ORIG.X 1,1,190,9,190.0,122.62,54.95,1710,1103.58,0,95,2
779004582357,GRANIX OATS INSTANT 400GR,1,1210,4,1020.0,675.81,50.93,4080,2703.24,-1,11,2
779004582309,GRANIX FIBRA TOTAL OATS WHEAT RICE CORN,1,900,1,810.0,537.8,50.61,810,537.8,-1,17,2
779004582356,GRANIX OATS TRADICIONAL  400 GRS,400,1140,1,950.0,633.19,50.03,950,633.19,-1,17,2
779007041148,PREFERIDO PAN RALLADO 500 GS,500,750,1,480.0,315.9,51.95,480,315.9,-1,5,2
779813545002,DURAMAS TRAPO PISO DURAMAS BCO.,1,430,1,430.0,286.2,50.24,430,286.2,-1,94,2
779120000021,SKYY VODKA SKYY 750 CL,750,4050,1,3110.0,2070.0,50.24,3110,2070.0,-1,9,2
779314757008,MILLER 1 LTS,1000,1750,1,1750.0,120.0,500.0,1750,120.0,-4,33,2
779367000005,VERDE FLOR HIERBAS SERRANAS,500,1270,6,1010.0,675.0,49.63,6060,4050.0,0,4,2
779031500044,VILLAVICINCIO MINERAL WATER 500 CC,500,500,6,400.0,269.23,48.57,2400,1615.38,-1,6,2
779074235860,LA SERENISIMA MILK DESC. PROTEICA 750 CC,750,880,2,830.0,555.39,49.44,1660,1110.78,-1,19,2
779070310032,BIANCHI WINE DON VALINTIN LACRADO 7,750,1970,1,1970.0,1311.0,50.27,1970,1311.0,-1,37,2
779070300225,MARLO WINE WHITE DULCE,750,2260,1,2260.0,1503.0,50.37,2260,1503.0,-1,37,2
779004061370,ARCOR ALFAJOR BON O BON SIMPLE BLACK,1,270,2,270.0,170.61,58.26,540,341.22,-1,65,2
779024012859,FINCA LAS MORAS MALBEC 750 CC,750,1950,4,1560.0,1038.26,50.25,6240,4153.05,-1,1,2
779074243620,SERENISIMA POWDER MILK DESC 200 GRS,200,1040,2,1040.0,694.54,49.74,2080,1389.08,-1,40,2
779013900046,PORTA BIALCOHOL ETILICO PORTA 250 CC,250,810,1,460.0,309.3,48.73,460,309.3,-2,6,2
779006005496,CHAMIGO YERBA 500 GRS,500,1100,1,760.0,484.99,56.71,760,484.99,-1,5,2
779015041133,ALICANTE AJO TRITURADO DESIDRATADO ALICANTE 5,50,440,3,360.0,236.0,52.54,1080,708.0,-1,23,2
779808274010,TIA MARUCA ANILLOS DE COCO 250GR,1,750,1,750.0,515.46,45.5,750,515.46,-1,40,2
779015044034,ONION DEHYDRATED ALICANTE 50GRS,1,480,1,480.0,322.0,49.07,480,322.0,-2,116,2
779184300891,NAMPE MALBEC 750 CC,750,1550,9,1490.0,990.0,50.51,13410,8910.0,-2,2,2
779389025652,BIMBO MADALINAS BIMBO MARMOLADAS,2,890,1,620.0,340.0,82.35,620,340.0,-1,12,2
779806254867,LEVITE LEVITE 1.5L,1,1160,46,827.61,558.35,48.46,38070,25684.0,-1,2,2
779097501751,LATITUD 33 MALBEC 750 ML,750,3060,2,2110.0,1413.5,49.23,4220,2827.0,-1,2,2
789100029190,NESCAFE DOLCE GUSTO CAPPUCCINO CAPS X,1,3130,1,3130.0,2168.0,44.37,3130,2168.0,-1,73,2
779809296401,MAKE SPONGE DE ACERO MAKE,1,330,1,330.0,193.0,70.98,330,193.0,-1,32,2
779015035507,LA VIRGINIA TE VERDE 20U,20,490,1,450.0,296.45,51.8,450,296.45,-1,23,2
779809296195,MAKE ALUMINUM ROLL X 5 MTS,5,990,4,990.0,634.0,56.15,3960,2536.0,-1,30,2
779336067410,BC MAYONNAISE BC 500 GRS,500,690,1,790.0,529.92,49.08,790,529.92,-2,23,2
779007700042,POZO PUDDING POZO VANILLA 170G,1,550,3,460.0,295.0,55.93,1380,885.0,-1,11,2
779007700052,POZO PUDDING POZO W/CHIPS CHOCOL 160G,1,460,1,460.0,295.0,55.93,460,295.0,-2,88,2
779011900237,SIDRA 1888 SAINZ BRIONES,1,3050,1,3050.0,2050.0,48.78,3050,2050.0,-2,32,2
779310011222,COLGATE HERBAL 70 GRS,70,620,2,620.0,390.0,58.97,1240,780.0,-1,32,2
779050319869,DOS HERMANOS DISCOS RICE  100 GRS,100,550,20,421.11,274.95,53.12,8360,5459.81,-2,18,2
779029000819,CARPANO VERMOUTH 95 CL,95,2030,1,2030.0,1347.94,50.6,2030,1347.94,-1,45,2
779389025108,LACTAL LACTAL CON BRAN 350 GRS,350,1230,6,1080.0,720.0,50.0,6480,4320.0,-3,9,2
779389025099,LACTAL LACTAL ROD FINAS 335 GRS,335,1040,13,902.31,601.54,50.0,11730,7820.0,-1,4,2
779015057018,ALICANTE PROVINZAL 25 G,25,510,1,410.0,268.2,52.87,410,268.2,-1,10,2
779129000975,ALA CAMELLITO ALA ROPA FINBY HAND DP 450ML,450,670,4,560.0,370.0,51.35,2240,1480.0,-1,19,2
779170800184,VINEZIANA PAN DULCE FRUTICOLOR,1,900,1,900.0,51.2,500.0,900,51.2,-1,11,2
779129303590,REXONA REXONA EFFICIINT ANTIB. 100 GRS,100,790,6,580.0,382.0,51.83,3480,2292.0,-1,19,2
779052000949,OFF OFF SPRAY 170 CM3,C,1600,2,930.0,620.0,50.0,1860,1240.0,-1,9,2
779031098399,LAYS POTATOES LAYS 45 GRS,1,650,4,620.0,410.25,51.13,2480,1641.0,-1,4,2
789100012077,PURINA FELIX SINSACIONES TUNA IN SAUCE 85 GRS,85,550,1,550.0,363.0,51.52,550,363.0,-1,30,2
779015046045,ALICANTE COCO RALLADO 50 GRS,50,330,5,330.0,202.07,63.31,1650,1010.35,-1,93,2
779747000393,MAROLIO JUREL AL NATURAL MAROLIO 425GR,1,1170,1,1170.0,780.0,50.0,1170,780.0,-1,88,2
779245916100,GO SPONGE YELLOW GO,1,280,2,270.0,175.5,53.85,540,351.0,-3,30,2
