Sale Date,Day of Week,Item Name,Repeat Customer Y/N,Quantity,Price,Coupon Code,Coupon Details,Discount Amount,Shipping Discount,Order Shipping,Order Sales Tax,Item Total,Currency,Ship State,Ship Country,Order ID,,,,,,,,,,,,,,,,,,
3/12/2022,Saturday,S'mores Bars,Y,1,30,,,0,0,5,0,30,USD,TX,United States,2408060041,,,,,,,,,,,,,,,,,,
3/12/2022,Saturday,S'mores Bars,,1,30,,,0,0,5,0,30,USD,FL,United States,2408332975,,,,,,,,,,,,,,,,,,
3/13/2022,Sunday,Dark Chocolate Toffee,,1,17.5,,,0,0,0,0,17.5,USD,MO,United States,2409403587,,,,,,,,,,,,,,,,,,
3/13/2022,Sunday,S'mores Bars,,1,30,,,0,0,5,0,30,USD,NY,United States,2409360230,,,,,,,,,,,,,,,,,,
3/13/2022,Sunday,S'mores Bars,,1,30,,,0,5,0,0,30,USD,MO,United States,2409403587,,,,,,,,,,,,,,,,,,
3/14/2022,Monday,M&M with White Chocolate Bars,Y,1,30,,,0,0,5,0,30,USD,MA,United States,2410288734,,,,,,,,,,,,,,,,,,
3/14/2022,Monday,S'mores Bars,,1,30,,,0,0,5,0,30,USD,MO,United States,2410630431,,,,,,,,,,,,,,,,,,
3/15/2022,Tuesday,Caramel Pecan Bars,,1,30,,,0,5,0,0,30,USD,ND,United States,2411829069,,,,,,,,,,,,,,,,,,
3/15/2022,Tuesday,Milk Chocolate Toffee,,1,15,,,0,0,0,0,15,USD,ND,United States,2411829069,,,,,,,,,,,,,,,,,,
3/16/2022,Wednesday,Dark Chocolate Toffee,,1,17.5,,,0,0,5,0,17.5,USD,FL,United States,2412686780,,,,,,,,,,,,,,,,,,
3/17/2022,Thursday,Milk Chocolate Toffee,,1,15,,,0,0,5,0,15,USD,NY,United States,2413368164,,,,,,,,,,,,,,,,,,
3/17/2022,Thursday,S'mores Bars,,1,30,SPRING,SPRING - % off,3,0,5,0,30,USD,CA,United States,2413782779,,,,,,,,,,,,,,,,,,
3/18/2022,Friday,Milk Chocolate Toffee,,1,15,SPRING,SPRING - % off,3,5,0,0,15,USD,MD,United States,2415046907,,,,,,,,,,,,,,,,,,
3/18/2022,Friday,S'mores Bars,,1,30,SPRING,SPRING - % off,0,0,0,0,30,USD,MD,United States,2415046907,,,,,,,,,,,,,,,,,,
3/18/2022,Friday,S'mores Bars,,1,30,SPRING,SPRING - % off,3,0,5,0,30,USD,IL,United States,2414419881,,,,,,,,,,,,,,,,,,
3/19/2022,Saturday,S'mores Bars,,1,30,SPRING,SPRING - % off,3,0,5,0,30,USD,NJ,United States,2415934936,,,,,,,,,,,,,,,,,,
3/20/2022,Sunday,S'mores Bars,,1,30,SPRING,SPRING - % off,3,0,5,0,30,USD,DE,United States,2417010602,,,,,,,,,,,,,,,,,,
3/21/2022,Monday,Milk Chocolate Toffee,Y,1,15,THANKYOU,THANKYOU - ,5,0,5,0,15,USD,MO,United States,2417915628,,,,,,,,,,,,,,,,,,
3/24/2022,Thursday,Caramel Pecan Bars,,2,30,SPRING,SPRING - % off,6,5,0,0,60,USD,OH,United States,2421536103,,,,,,,,,,,,,,,,,,
3/26/2022,Saturday,S'mores Bars,Y,1,30,SPRING,SPRING - % off,3,0,5,0,30,USD,CA,United States,2422757315,,,,,,,,,,,,,,,,,,
3/27/2022,Sunday,Caramel Pecan Bars,,1,30,SPRING;SPRING,SPRING - % off;SPRING - % off,0,0,0,0,30,USD,MN,United States,2423812334,,,,,,,,,,,,,,,,,,
3/27/2022,Sunday,S'mores Bars,,1,30,SPRING;SPRING,SPRING - % off;SPRING - % off,6,5,0,0,30,USD,MN,United States,2423812334,,,,,,,,,,,,,,,,,,
3/28/2022,Monday,Coconut Butter Bars,,1,30,SPRING,SPRING - % off,0,0,0,0,30,USD,NC,United States,2425684885,,,,,,,,,,,,,,,,,,
3/28/2022,Monday,M&M with White Chocolate Bars,Y,1,30,SPRING,SPRING - % off,3,0,5,0,30,USD,MA,United States,2424904384,,,,,,,,,,,,,,,,,,
3/28/2022,Monday,S'mores Bars,Y,1,30,SPRING,SPRING - % off,3,0,5,0,30,USD,TX,United States,2425519243,,,,,,,,,,,,,,,,,,
3/28/2022,Monday,S'mores Bars,,1,30,SPRING,SPRING - % off,3,5,0,0,30,USD,NC,United States,2425684885,,,,,,,,,,,,,,,,,,
3/29/2022,Tuesday,Dark Chocolate Toffee,,1,17.5,,,0,0,5,0,17.5,USD,TX,United States,2426315610,,,,,,,,,,,,,,,,,,
3/29/2022,Tuesday,S'mores Bars,,1,30,SPRING,SPRING - % off,3,0,5,0,30,USD,NC,United States,2426557297,,,,,,,,,,,,,,,,,,
3/30/2022,Wednesday,Caramel Pecan Bars,,1,30,SPRING,SPRING - % off,3,0,5,0,30,USD,PA,United States,2427722929,,,,,,,,,,,,,,,,,,
3/30/2022,Wednesday,Caramel Pecan Bars,,1,30,SPRING,SPRING - % off,3,0,5,0,30,USD,AR,United States,2427011093,,,,,,,,,,,,,,,,,,
3/30/2022,Wednesday,Coconut Butter Bars,,1,30,SPRING,SPRING - % off,3,5,0,0,30,USD,WY,United States,2427391424,,,,,,,,,,,,,,,,,,
3/30/2022,Wednesday,Dark Chocolate Toffee,,1,17.5,,,0,0,5,0,17.5,USD,TX,United States,2427345639,,,,,,,,,,,,,,,,,,
3/30/2022,Wednesday,Dark Chocolate Toffee,,1,17.5,,,0,0,5,0,17.5,USD,TX,United States,2426952756,,,,,,,,,,,,,,,,,,
3/30/2022,Wednesday,S'mores Bars,,1,30,SPRING,SPRING - % off,0,0,0,0,30,USD,WY,United States,2427391424,,,,,,,,,,,,,,,,,,
3/31/2022,Thursday,M&M with White Chocolate Bars,,1,30,SPRING,SPRING - % off,3,0,5,0,30,USD,GA,United States,2428268486,,,,,,,,,,,,,,,,,,
3/31/2022,Thursday,S'mores Bars,,1,30,SPRING,SPRING - % off,3,0,5,0,30,USD,VA,United States,2427934935,,,,,,,,,,,,,,,,,,
4/1/2022,Friday,Coconut Butter Bars,,1,30,,,0,0,0,0,30,USD,MD,United States,2429165692,,,,,,,,,,,,,,,,,,
4/1/2022,Friday,Dark Chocolate Toffee,,1,17.5,,,0,0,0,0,17.5,USD,IL,United States,2429632789,,,,,,,,,,,,,,,,,,
4/1/2022,Friday,Milk Chocolate Toffee,,1,15,,,0,5,0,0,15,USD,MD,United States,2429165692,,,,,,,,,,,,,,,,,,
4/1/2022,Friday,S'mores Bars,,1,30,,,0,0,5,0,30,USD,PA,United States,2429182286,,,,,,,,,,,,,,,,,,
4/1/2022,Friday,S'mores Bars,,1,30,,,0,0,0,0,30,USD,IL,United States,2429632789,,,,,,,,,,,,,,,,,,
4/1/2022,Friday,White Chocolate Toffee,,1,15,,,0,5,0,0,15,USD,IL,United States,2429632789,,,,,,,,,,,,,,,,,,
4/2/2022,Saturday,Dark Chocolate Toffee,,1,17.5,,,0,5,0,0,17.5,USD,NJ,United States,2430837284,,,,,,,,,,,,,,,,,,
4/2/2022,Saturday,S'mores Bars,,1,30,,,0,5,0,0,30,USD,WI,United States,2430297147,,,,,,,,,,,,,,,,,,
4/2/2022,Saturday,S'mores Bars,Y,1,30,,,0,0,5,0,30,USD,TX,United States,2430183303,,,,,,,,,,,,,,,,,,
4/2/2022,Saturday,S'mores Bars,,1,30,,,0,0,5,0,30,USD,SC,United States,2431004333,,,,,,,,,,,,,,,,,,
4/2/2022,Saturday,S'mores Bars,,1,30,,,0,0,0,0,30,USD,NJ,United States,2430837284,,,,,,,,,,,,,,,,,,
4/2/2022,Saturday,White Chocolate Toffee,,1,15,,,0,0,0,0,15,USD,WI,United States,2430297147,,,,,,,,,,,,,,,,,,
4/3/2022,Sunday,Caramel Pecan Bars,,1,30,,,0,5,0,0,30,USD,VA,United States,2431556632,,,,,,,,,,,,,,,,,,
4/3/2022,Sunday,Coconut Butter Bars,,1,30,,,0,5,0,0,30,USD,NH,United States,2431462587,,,,,,,,,,,,,,,,,,
4/3/2022,Sunday,Coconut Butter Bars,,1,30,,,0,0,0,0,30,USD,VA,United States,2431556632,,,,,,,,,,,,,,,,,,
4/3/2022,Sunday,S'mores Bars,,1,30,,,0,0,5,0,30,USD,TN,United States,2431562519,,,,,,,,,,,,,,,,,,
4/3/2022,Sunday,S'mores Bars,,1,30,,,0,0,0,0,30,USD,NH,United States,2431462587,,,,,,,,,,,,,,,,,,
4/5/2022,Tuesday,Coconut Butter Bars,,1,30,,,0,0,0,0,30,USD,TX,United States,2433886393,,,,,,,,,,,,,,,,,,
4/5/2022,Tuesday,Milk Chocolate Toffee,,1,15,,,0,5,0,0,15,USD,TX,United States,2433886393,,,,,,,,,,,,,,,,,,
4/6/2022,Wednesday,Caramel Pecan Bars,,1,30,,,0,5,0,0,30,USD,AK,United States,2434243182,,,,,,,,,,,,,,,,,,
4/6/2022,Wednesday,Coconut Butter Bars,,1,30,,,0,0,0,0,30,USD,AK,United States,2434243182,,,,,,,,,,,,,,,,,,
4/6/2022,Wednesday,Dark Chocolate Toffee,,1,17.5,,,0,0,0,0,17.5,USD,AK,United States,2434243182,,,,,,,,,,,,,,,,,,
4/6/2022,Wednesday,Milk Chocolate Toffee,Y,1,15,,,0,0,5,0,15,USD,NC,United States,2434987514,,,,,,,,,,,,,,,,,,
4/6/2022,Wednesday,S'mores Bars,,1,30,,,0,0,5,0,30,USD,NY,United States,2435186727,,,,,,,,,,,,,,,,,,
4/6/2022,Wednesday,S'mores Bars,Y,1,30,,,0,0,5,0,30,USD,FL,United States,2435506235,,,,,,,,,,,,,,,,,,
4/7/2022,Thursday,S'mores Bars,Y,1,30,THANKYOU,THANKYOU - ,5,0,5,0,30,USD,DE,United States,2435580030,,,,,,,,,,,,,,,,,,
4/8/2022,Friday,Coconut Butter Bars,,1,30,,,0,0,0,0,30,USD,MA,United States,2436981499,,,,,,,,,,,,,,,,,,
4/8/2022,Friday,S'mores Bars,,1,30,,,0,0,5,0,30,USD,PA,United States,2437340817,,,,,,,,,,,,,,,,,,
4/8/2022,Friday,White Chocolate Toffee,,1,15,,,0,5,0,0,15,USD,MA,United States,2436981499,,,,,,,,,,,,,,,,,,
4/9/2022,Saturday,Caramel Pecan Bars,,1,30,,,0,0,0,0,30,USD,NY,United States,2438044362,,,,,,,,,,,,,,,,,,
4/9/2022,Saturday,Coconut Butter Bars,,1,30,,,0,5,0,0,30,USD,NY,United States,2438044362,,,,,,,,,,,,,,,,,,
4/11/2022,Monday,Caramel Pecan Bars,,1,30,,,0,5,0,0,30,USD,WA,United States,2440013813,,,,,,,,,,,,,,,,,,
4/11/2022,Monday,Coconut Butter Bars,,1,30,,,0,0,0,0,30,USD,WA,United States,2440013813,,,,,,,,,,,,,,,,,,
4/11/2022,Monday,Dark Chocolate Toffee,,1,17.5,,,0,0,0,0,17.5,USD,WA,United States,2440013813,,,,,,,,,,,,,,,,,,
4/12/2022,Tuesday,Coconut Butter Bars,,1,30,,,0,5,0,0,30,USD,ME,United States,2441510637,,,,,,,,,,,,,,,,,,
4/12/2022,Tuesday,S'mores Bars,Y,1,30,,,0,0,5,0,30,USD,TX,United States,2441796037,,,,,,,,,,,,,,,,,,
4/12/2022,Tuesday,S'mores Bars,,1,30,,,0,0,5,0,30,USD,ID,United States,2441100058,,,,,,,,,,,,,,,,,,
4/12/2022,Tuesday,White Chocolate Toffee,,1,15,,,0,0,0,0,15,USD,ME,United States,2441510637,,,,,,,,,,,,,,,,,,
4/13/2022,Wednesday,S'mores Bars,Y,1,30,,,0,0,5,0,30,USD,IN,United States,2442572193,,,,,,,,,,,,,,,,,,
4/15/2022,Friday,Dark Chocolate Toffee,,2,17.5,,,0,5,0,0,35,USD,NY,United States,2443412074,,,,,,,,,,,,,,,,,,
4/15/2022,Friday,M&M with White Chocolate Bars,Y,1,30,THANKYOU,THANKYOU - ,0,0,0,0,30,USD,OR,United States,2443754258,,,,,,,,,,,,,,,,,,
4/15/2022,Friday,S'mores Bars,Y,1,30,THANKYOU,THANKYOU - ,5,5,0,0,30,USD,OR,United States,2443754258,,,,,,,,,,,,,,,,,,
4/16/2022,Saturday,Coconut Butter Bars,Y,1,30,,,0,0,5,0,30,USD,TX,United States,2446074289,,,,,,,,,,,,,,,,,,
4/16/2022,Saturday,Dark Chocolate Toffee,,1,17.5,,,0,0,0,0,17.5,USD,MI,United States,2445793403,,,,,,,,,,,,,,,,,,
4/16/2022,Saturday,S'mores Bars,Y,1,30,,,0,0,5,0,30,USD,TX,United States,2445854803,,,,,,,,,,,,,,,,,,
4/16/2022,Saturday,S'mores Bars,,1,30,,,0,5,0,0,30,USD,MI,United States,2445793403,,,,,,,,,,,,,,,,,,
4/16/2022,Saturday,White Chocolate Toffee,,1,15,,,0,0,5,0,15,USD,NY,United States,2444266586,,,,,,,,,,,,,,,,,,
4/19/2022,Tuesday,Milk Chocolate Toffee,,1,15,,,0,0,5,0,15,USD,PA,United States,2448550941,,,,,,,,,,,,,,,,,,
4/20/2022,Wednesday,Milk Chocolate Toffee,,1,15,,,0,0,0,0,15,USD,DE,United States,2448070182,,,,,,,,,,,,,,,,,,
4/20/2022,Wednesday,S'mores Bars,,1,30,,,0,0,5,0,30,USD,LA,United States,2447536622,,,,,,,,,,,,,,,,,,
4/20/2022,Wednesday,S'mores Bars,,1,30,,,0,5,0,0,30,USD,DE,United States,2448070182,,,,,,,,,,,,,,,,,,
4/21/2022,Thursday,M&M with White Chocolate Bars,Y,1,30,,,0,0,5,0,30,USD,MA,United States,2448722474,,,,,,,,,,,,,,,,,,
4/21/2022,Thursday,S'mores Bars,,1,30,,,0,0,5,0,30,USD,DC,United States,2451404063,,,,,,,,,,,,,,,,,,
4/22/2022,Friday,Coconut Butter Bars,Y,1,30,,,0,0,5,0,30,USD,MA,United States,2451474423,,,,,,,,,,,,,,,,,,
4/22/2022,Friday,Coconut Butter Bars,,1,30,,,0,0,5,0,30,USD,TX,United States,2449611924,,,,,,,,,,,,,,,,,,
4/24/2022,Sunday,Coconut Butter Bars,,1,30,,,0,5,0,0,30,USD,FL,United States,2454163119,,,,,,,,,,,,,,,,,,
4/24/2022,Sunday,Dried Cranberries and White Chocolate Bars,,1,30,,,0,0,0,0,30,USD,FL,United States,2454163119,,,,,,,,,,,,,,,,,,
4/24/2022,Sunday,Milk Chocolate Toffee,,1,15,,,0,0,5,0,15,USD,WI,United States,2454189429,,,,,,,,,,,,,,,,,,
4/24/2022,Sunday,S'mores Bars,,1,30,,,0,0,0,0,30,USD,FL,United States,2454163119,,,,,,,,,,,,,,,,,,
4/25/2022,Monday,S'mores Bars,,1,30,,,0,0,5,0,30,USD,NY,United States,2455342611,,,,,,,,,,,,,,,,,,
4/26/2022,Tuesday,Coconut Butter Bars,,1,30,,,0,0,5,0,30,USD,NY,United States,2454391716,,,,,,,,,,,,,,,,,,
4/26/2022,Tuesday,S'mores Bars,,1,30,,,0,0,5,0,30,USD,SD,United States,2454153312,,,,,,,,,,,,,,,,,,
4/27/2022,Wednesday,S'mores Bars,Y,1,30,THANKYOU,THANKYOU - ,5,0,5,0,30,USD,IN,United States,2455660912,,,,,,,,,,,,,,,,,,
4/28/2022,Thursday,Coconut Butter Bars,,1,30,,,0,0,5,0,30,USD,NY,United States,2456852376,,,,,,,,,,,,,,,,,,
4/28/2022,Thursday,S'mores Bars,,1,30,,,0,0,5,0,30,USD,MN,United States,2456685022,,,,,,,,,,,,,,,,,,
4/29/2022,Friday,Dark Chocolate Toffee,Y,1,17.5,THANKYOU,THANKYOU - ,5,0,5,0,17.5,USD,PA,United States,2457143200,,,,,,,,,,,,,,,,,,
4/29/2022,Friday,S'mores Bars,,1,30,,,0,0,5,0,30,USD,IN,United States,2458795131,,,,,,,,,,,,,,,,,,
4/29/2022,Friday,S'mores Bars,,2,30,,,0,5,0,0,60,USD,CA,United States,2459632957,,,,,,,,,,,,,,,,,,
4/29/2022,Friday,White Chocolate Toffee,,1,15,,,0,0,5,0,15,USD,CA,United States,2459917273,,,,,,,,,,,,,,,,,,
5/1/2022,Sunday,Dried Cranberries and White Chocolate Bars,,1,30,,,0,0,5,0,30,USD,NY,United States,2459980268,,,,,,,,,,,,,,,,,,
5/1/2022,Sunday,S'mores Bars,,1,30,,,0,0,5,0,30,USD,PA,United States,2459406054,,,,,,,,,,,,,,,,,,
5/2/2022,Monday,S'mores Bars,Y,1,30,,,0,0,5,0,30,USD,FL,United States,2460875988,,,,,,,,,,,,,,,,,,
5/3/2022,Tuesday,Coconut Butter Bars,Y,1,30,THANKYOU,THANKYOU - ,5,0,5,0,30,USD,MA,United States,2461810330,,,,,,,,,,,,,,,,,,
5/4/2022,Wednesday,S'mores Bars,Y,1,30,,,0,0,5,0,30,USD,FL,United States,2463213610,,,,,,,,,,,,,,,,,,
