ID,continente,tipo_producto,canal_venta,prioridad,fecha_pedido,id_pedido,fecha_envio,unidades, precio_unidad, costo_unidad, venta_total, costo_total, beneficio_total, %_ganancia
6773,África,Cárnicos,Online,Crítica,6/15/2020,677342164,7/15/2020,9453, $  329.07 , $  284.46 ," $  3,110,738.41 "," $  2,688,983.36 "," $  421,755.05 ",13.56%
7065,Australia y Oceanía,Doméstico,Offline,Media,4/30/2020,706573092,5/15/2020,9535, $  521.25 , $  391.98 ," $  4,970,124.47 "," $  3,737,540.74 "," $  1,232,583.73 ",24.80%
1895,Asia,Cereales,Offline,Crítica,7/6/2021,189522588,8/1/2021,2800, $  160.45 , $  91.35 ," $  449,248.80 "," $  255,768.24 "," $  193,480.56 ",43.07%
3324,Centroamérica y Caribe,Doméstico,Online,Crítica,4/18/2021,332489478,5/26/2021,9880, $  521.25 , $  391.98 ," $  5,149,955.93 "," $  3,872,774.26 "," $  1,277,181.67 ",24.80%
1620,África,Snacks,Online,Media,3/26/2020,162085092,5/2/2020,3435, $  119.01 , $  76.00 ," $  408,807.59 "," $  261,070.99 "," $  147,736.60 ",36.14%
5752,Europa,Cereales,Online,Crítica,9/18/2020,575233256,11/5/2020,3158, $  160.45 , $  91.35 ," $  506,688.47 "," $  288,470.04 "," $  218,218.43 ",43.07%
2891,Australia y Oceanía,Ropa,Offline,Baja,8/31/2022,289170300,9/11/2022,773, $  85.24 , $  27.96 ," $  65,889.28 "," $  21,609.37 "," $  44,279.91 ",67.20%
7914,Europa,Verduras,Offline,Alta,2/16/2022,791445052,2/19/2022,5033, $  120.17 , $  70.93 ," $  604,799.50 "," $  356,967.54 "," $  247,831.97 ",40.98%
4899,África,Snacks,Online,Alta,4/7/2021,489918839,4/21/2021,6727, $  119.01 , $  76.00 ," $  800,596.41 "," $  511,273.53 "," $  289,322.89 ",36.14%
5627,Europa,Doméstico,Online,Baja,3/19/2021,562765491,4/11/2021,3669, $  521.25 , $  391.98 ," $  1,912,468.45 "," $  1,438,179.02 "," $  474,289.43 ",24.80%
9084,Asia,Ropa,Offline,Media,8/25/2020,908471333,9/16/2020,5711, $  85.24 , $  27.96 ," $  486,796.50 "," $  159,652.15 "," $  327,144.36 ",67.20%
5958,Centroamérica y Caribe,Cosméticos,Online,Crítica,1/31/2020,595835196,3/12/2020,9730, $  341.02 , $  205.40 ," $  3,318,085.68 "," $  1,998,516.70 "," $  1,319,568.98 ",39.77%
1139,Europa,Snacks,Offline,Alta,6/3/2020,113968408,6/26/2020,4639, $  119.01 , $  76.00 ," $  552,098.52 "," $  352,578.84 "," $  199,519.68 ",36.14%
9222,África,Cuidado personal,Offline,Crítica,7/23/2021,922294795,9/11/2021,6380, $  63.75 , $  44.20 ," $  406,721.17 "," $  282,012.59 "," $  124,708.58 ",30.66%
5005,África,Frutas,Online,Crítica,11/29/2020,500550687,12/16/2020,2926, $  7.28 , $  5.40 ," $  21,293.67 "," $  15,793.38 "," $  5,500.29 ",25.83%
8987,África,Cárnicos,Online,Alta,8/8/2020,898784911,8/15/2020,9283, $  329.07 , $  284.46 ," $  3,054,795.80 "," $  2,640,625.47 "," $  414,170.33 ",13.56%
1873,Centroamérica y Caribe,Snacks,Offline,Media,4/18/2020,187358796,5/6/2020,2486, $  119.01 , $  76.00 ," $  295,864.83 "," $  188,943.96 "," $  106,920.87 ",36.14%
1069,África,Cereales,Offline,Crítica,6/23/2021,106946170,7/27/2021,6603, $  160.45 , $  91.35 ," $  1,059,424.94 "," $  603,156.32 "," $  456,268.62 ",43.07%
2185,Europa,Material de oficina,Offline,Alta,4/29/2020,218533360,5/2/2020,7733, $  507.94 , $  409.47 ," $  3,927,929.41 "," $  3,166,422.23 "," $  761,507.18 ",19.39%
1534,África,Material de oficina,Offline,Baja,7/27/2020,153419196,8/7/2020,9004, $  507.94 , $  409.47 ," $  4,573,525.98 "," $  3,686,857.08 "," $  886,668.90 ",19.39%
9632,Asia,Frutas,Online,Alta,8/12/2020,963215005,8/21/2020,5580, $  7.28 , $  5.40 ," $  40,607.89 "," $  30,118.61 "," $  10,489.28 ",25.83%
1698,Australia y Oceanía,Verduras,Offline,Alta,9/14/2020,169844615,10/19/2020,9651, $  120.17 , $  70.93 ," $  1,159,729.79 "," $  684,501.04 "," $  475,228.75 ",40.98%
3155,Europa,Cuidado personal,Online,Alta,6/26/2021,315544354,8/4/2021,5441, $  63.75 , $  44.20 ," $  346,860.49 "," $  240,506.35 "," $  106,354.14 ",30.66%
4128,África,Verduras,Offline,Crítica,7/26/2022,412863051,8/5/2022,4206, $  120.17 , $  70.93 ," $  505,421.56 "," $  298,312.23 "," $  207,109.33 ",40.98%
8946,Asia,Frutas,Offline,Alta,2/10/2021,894662034,2/13/2021,9232, $  7.28 , $  5.40 ," $  67,184.96 "," $  49,830.64 "," $  17,354.31 ",25.83%
4641,África,Cuidado personal,Offline,Crítica,10/31/2021,464115130,11/9/2021,836, $  63.75 , $  44.20 ," $  53,294.50 "," $  36,953.37 "," $  16,341.12 ",30.66%
1447,Europa,Bebida,Online,Media,4/4/2021,144708669,5/5/2021,1366, $  37.01 , $  24.80 ," $  50,557.03 "," $  33,871.61 "," $  16,685.42 ",33.00%
1302,Centroamérica y Caribe,Frutas,Offline,Baja,8/11/2020,130241477,8/23/2020,202, $  7.28 , $  5.40 ," $  1,470.03 "," $  1,090.32 ", $  379.72 ,25.83%
2348,Asia,Cereales,Offline,Crítica,7/10/2021,234824883,7/19/2021,8756, $  160.45 , $  91.35 ," $  1,404,865.18 "," $  799,823.82 "," $  605,041.35 ",43.07%
3428,Asia,Cereales,Offline,Alta,9/24/2021,342882716,10/9/2021,5470, $  160.45 , $  91.35 ," $  877,639.62 "," $  499,661.53 "," $  377,978.09 ",43.07%
8591,Europa,Doméstico,Offline,Media,3/28/2022,859151303,5/6/2022,818, $  521.25 , $  391.98 ," $  426,382.99 "," $  320,640.62 "," $  105,742.37 ",24.80%
4586,Norteamérica,Cárnicos,Offline,Crítica,2/26/2020,458679473,3/22/2020,2304, $  329.07 , $  284.46 ," $  758,186.96 "," $  655,391.69 "," $  102,795.26 ",13.56%
1368,Centroamérica y Caribe,Snacks,Online,Crítica,7/30/2021,136828553,9/2/2021,9464, $  119.01 , $  76.00 ," $  1,126,333.35 "," $  719,294.28 "," $  407,039.07 ",36.14%
9592,Europa,Alimento infantil,Online,Alta,2/19/2020,959272372,3/1/2020,8867, $  199.12 , $  124.35 ," $  1,765,582.85 "," $  1,102,590.17 "," $  662,992.68 ",37.55%
9119,África,Cereales,Offline,Media,4/18/2021,911997258,5/7/2021,9110, $  160.45 , $  91.35 ," $  1,461,663.06 "," $  832,160.24 "," $  629,502.82 ",43.07%
7513,Asia,Verduras,Offline,Crítica,12/4/2020,751302039,12/10/2020,5824, $  120.17 , $  70.93 ," $  699,851.44 "," $  413,069.53 "," $  286,781.91 ",40.98%
8537,Australia y Oceanía,Snacks,Online,Media,1/2/2021,853798043,2/5/2021,6669, $  119.01 , $  76.00 ," $  793,693.70 "," $  506,865.34 "," $  286,828.35 ",36.14%
7664,África,Cárnicos,Online,Crítica,6/29/2022,766409099,7/3/2022,6338, $  329.07 , $  284.46 ," $  2,085,672.28 "," $  1,802,896.07 "," $  282,776.21 ",13.56%
5563,Australia y Oceanía,Frutas,Online,Media,1/10/2021,556371533,2/9/2021,1555, $  7.28 , $  5.40 ," $  11,316.36 "," $  8,393.27 "," $  2,923.09 ",25.83%
3612,África,Alimento infantil,Online,Media,8/29/2022,361234176,9/11/2022,6075, $  199.12 , $  124.35 ," $  1,209,644.28 "," $  755,411.67 "," $  454,232.61 ",37.55%
8388,Europa,Frutas,Online,Media,5/27/2022,838858354,6/16/2022,5683, $  7.28 , $  5.40 ," $  41,357.46 "," $  30,674.56 "," $  10,682.90 ",25.83%
9174,Asia,Bebida,Offline,Alta,10/26/2022,917417895,10/28/2022,3197, $  37.01 , $  24.80 ," $  118,324.17 "," $  79,273.45 "," $  39,050.72 ",33.00%
9453,Asia,Cárnicos,Offline,Media,2/28/2021,945399129,3/29/2021,3466, $  329.07 , $  284.46 ," $  1,140,571.18 "," $  985,932.12 "," $  154,639.06 ",13.56%
4416,Centroamérica y Caribe,Cárnicos,Offline,Baja,3/23/2022,441600883,3/27/2022,8369, $  329.07 , $  284.46 ," $  2,754,021.98 "," $  2,380,630.68 "," $  373,391.30 ",13.56%
3451,Centroamérica y Caribe,Verduras,Online,Crítica,8/20/2022,345134484,10/7/2022,1818, $  120.17 , $  70.93 ," $  218,463.24 "," $  128,942.38 "," $  89,520.87 ",40.98%
7654,Europa,Cárnicos,Offline,Crítica,11/4/2020,765423762,11/18/2020,4756, $  329.07 , $  284.46 ," $  1,565,076.90 "," $  1,352,883.20 "," $  212,193.70 ",13.56%
5322,Asia,Alimento infantil,Offline,Media,6/6/2021,532205045,7/1/2021,154, $  199.12 , $  124.35 ," $  30,664.23 "," $  19,149.53 "," $  11,514.70 ",37.55%
3455,Europa,Verduras,Online,Media,3/21/2022,345527160,4/28/2022,8020, $  120.17 , $  70.93 ," $  963,737.74 "," $  568,821.71 "," $  394,916.03 ",40.98%
5257,África,Verduras,Online,Crítica,6/10/2021,525751435,7/5/2021,388, $  120.17 , $  70.93 ," $  46,624.72 "," $  27,519.06 "," $  19,105.66 ",40.98%
5635,África,Verduras,Online,Baja,1/8/2022,563551700,2/24/2022,6326, $  120.17 , $  70.93 ," $  760,175.18 "," $  448,674.08 "," $  311,501.10 ",40.98%
4699,Europa,Alimento infantil,Offline,Baja,7/25/2021,469914281,8/18/2021,6933, $  199.12 , $  124.35 ," $  1,380,487.87 "," $  862,101.91 "," $  518,385.96 ",37.55%
3261,Europa,Cárnicos,Online,Alta,5/14/2022,326138007,6/4/2022,339, $  329.07 , $  284.46 ," $  111,556.15 "," $  96,431.33 "," $  15,124.82 ",13.56%
7338,Europa,Material de oficina,Offline,Crítica,5/29/2021,733834207,6/9/2021,6704, $  507.94 , $  409.47 ," $  3,405,255.24 "," $  2,745,078.84 "," $  660,176.40 ",19.39%
5649,Asia,Doméstico,Online,Crítica,5/12/2020,564926707,5/19/2020,3221, $  521.25 , $  391.98 ," $  1,678,948.18 "," $  1,262,571.45 "," $  416,376.74 ",24.80%
1116,Europa,Ropa,Offline,Crítica,4/19/2021,111651837,5/25/2021,9115, $  85.24 , $  27.96 ," $  776,948.02 "," $  254,811.65 "," $  522,136.37 ",67.20%
6365,Asia,Verduras,Online,Media,5/28/2022,636558425,6/8/2022,639, $  120.17 , $  70.93 ," $  76,786.59 "," $  45,321.33 "," $  31,465.25 ",40.98%
3225,Asia,Snacks,Offline,Alta,4/9/2022,322507798,4/21/2022,6079, $  119.01 , $  76.00 ," $  723,476.38 "," $  462,023.45 "," $  261,452.93 ",36.14%
1226,Asia,Ropa,Offline,Alta,4/25/2021,122673785,4/29/2021,754, $  85.24 , $  27.96 ," $  64,269.75 "," $  21,078.22 "," $  43,191.53 ",67.20%
6105,Europa,Verduras,Offline,Media,5/12/2020,610542714,5/29/2020,2012, $  120.17 , $  70.93 ," $  241,775.60 "," $  142,701.90 "," $  99,073.70 ",40.98%
6299,África,Alimento infantil,Online,Baja,1/23/2022,629913413,2/9/2022,4232, $  199.12 , $  124.35 ," $  842,669.07 "," $  526,239.04 "," $  316,430.03 ",37.55%
4448,África,Ropa,Online,Alta,11/24/2020,444897210,1/1/2021,3826, $  85.24 , $  27.96 ," $  326,122.12 "," $  106,956.60 "," $  219,165.52 ",67.20%
3899,Australia y Oceanía,Snacks,Offline,Alta,10/3/2021,389917933,11/18/2021,4236, $  119.01 , $  76.00 ," $  504,136.53 "," $  321,949.56 "," $  182,186.97 ",36.14%
4197,África,Cosméticos,Online,Alta,5/7/2021,419711911,6/1/2021,936, $  341.02 , $  205.40 ," $  319,190.98 "," $  192,251.97 "," $  126,939.01 ",39.77%
5593,África,Ropa,Offline,Baja,1/27/2021,559327971,3/15/2021,6431, $  85.24 , $  27.96 ," $  548,168.15 "," $  179,779.89 "," $  368,388.26 ",67.20%
4541,Europa,Material de oficina,Online,Alta,9/29/2022,454127442,11/12/2022,5257, $  507.94 , $  409.47 ," $  2,670,260.56 "," $  2,152,577.48 "," $  517,683.08 ",19.39%
7197,Australia y Oceanía,Cereales,Online,Crítica,6/1/2021,719784152,7/11/2021,8981, $  160.45 , $  91.35 ," $  1,440,965.53 "," $  820,376.63 "," $  620,588.90 ",43.07%
6922,Asia,Verduras,Online,Alta,2/16/2021,692284429,3/7/2021,1201, $  120.17 , $  70.93 ," $  144,320.33 "," $  85,181.41 "," $  59,138.92 ",40.98%
6779,África,Snacks,Offline,Baja,1/12/2022,677927100,1/18/2022,2549, $  119.01 , $  76.00 ," $  303,362.61 "," $  193,732.16 "," $  109,630.45 ",36.14%
6033,África,Cereales,Online,Baja,10/27/2021,603323495,12/6/2021,5684, $  160.45 , $  91.35 ," $  911,975.06 "," $  519,209.53 "," $  392,765.54 ",43.07%
4653,Europa,Ropa,Online,Baja,1/11/2020,465397441,2/23/2020,300, $  85.24 , $  27.96 ," $  25,571.52 "," $  8,386.56 "," $  17,184.96 ",67.20%
7813,Centroamérica y Caribe,Alimento infantil,Online,Alta,4/17/2022,781385266,4/22/2022,8119, $  199.12 , $  124.35 ," $  1,616,642.29 "," $  1,009,578.16 "," $  607,064.13 ",37.55%
3388,Asia,Material de oficina,Offline,Media,10/21/2021,338835799,10/26/2021,7898, $  507.94 , $  409.47 ," $  4,011,740.13 "," $  3,233,984.58 "," $  777,755.55 ",19.39%
2456,África,Alimento infantil,Online,Crítica,9/20/2020,245610368,10/22/2020,421, $  199.12 , $  124.35 ," $  83,828.85 "," $  52,350.34 "," $  31,478.51 ",37.55%
7798,Asia,Alimento infantil,Online,Alta,3/7/2020,779882800,3/21/2020,3506, $  199.12 , $  124.35 ," $  698,109.11 "," $  435,962.69 "," $  262,146.42 ",37.55%
9401,África,Cuidado personal,Online,Baja,9/19/2021,940139424,11/2/2021,7002, $  63.75 , $  44.20 ," $  446,373.30 "," $  309,506.61 "," $  136,866.69 ",30.66%
6951,Australia y Oceanía,Doméstico,Offline,Alta,2/16/2020,695179069,2/16/2020,7790, $  521.25 , $  391.98 ," $  4,060,542.17 "," $  3,053,533.55 "," $  1,007,008.63 ",24.80%
5341,África,Frutas,Offline,Crítica,1/12/2022,534113061,2/10/2022,4779, $  7.28 , $  5.40 ," $  34,778.69 "," $  25,795.13 "," $  8,983.56 ",25.83%
1163,África,Cosméticos,Online,Baja,8/10/2021,116365230,8/20/2021,3912, $  341.02 , $  205.40 ," $  1,334,054.59 "," $  803,514.63 "," $  530,539.96 ",39.77%
5216,África,Cereales,Online,Media,12/28/2021,521671903,2/6/2022,3164, $  160.45 , $  91.35 ," $  507,651.14 "," $  289,018.11 "," $  218,633.03 ",43.07%
2000,Australia y Oceanía,Bebida,Offline,Baja,6/12/2022,200081908,6/12/2022,7538, $  37.01 , $  24.80 ," $  278,988.92 "," $  186,913.76 "," $  92,075.16 ",33.00%
8219,África,Cosméticos,Offline,Crítica,8/19/2022,821956574,9/27/2022,4071, $  341.02 , $  205.40 ," $  1,388,276.14 "," $  836,172.82 "," $  552,103.32 ",39.77%
5279,Europa,Verduras,Offline,Alta,3/7/2021,527969729,4/17/2021,6830, $  120.17 , $  70.93 ," $  820,739.24 "," $  484,420.48 "," $  336,318.76 ",40.98%
6791,Asia,Bebida,Online,Baja,11/5/2022,679107701,11/7/2022,1915, $  37.01 , $  24.80 ," $  70,876.07 "," $  47,484.72 "," $  23,391.34 ",33.00%
9066,Europa,Verduras,Online,Alta,10/12/2022,906669318,10/24/2022,2454, $  120.17 , $  70.93 ," $  294,889.33 "," $  174,050.93 "," $  120,838.40 ",40.98%
4622,África,Snacks,Online,Baja,3/31/2022,462265908,4/19/2022,3610, $  119.01 , $  76.00 ," $  429,634.76 "," $  274,371.55 "," $  155,263.21 ",36.14%
4678,Europa,Snacks,Online,Baja,6/28/2021,467821300,7/9/2021,7573, $  119.01 , $  76.00 ," $  901,280.91 "," $  575,572.23 "," $  325,708.67 ",36.14%
7655,África,Cosméticos,Offline,Alta,2/26/2021,765571820,4/7/2021,8569, $  341.02 , $  205.40 ," $  2,922,166.10 "," $  1,760,050.32 "," $  1,162,115.78 ",39.77%
3680,Centroamérica y Caribe,Cosméticos,Online,Crítica,11/9/2020,368066298,12/24/2020,7852, $  341.02 , $  205.40 ," $  2,677,657.63 "," $  1,612,780.38 "," $  1,064,877.25 ",39.77%
6081,África,Doméstico,Online,Media,8/12/2020,608166062,9/9/2020,8707, $  521.25 , $  391.98 ," $  4,538,528.97 "," $  3,412,980.31 "," $  1,125,548.67 ",24.80%
1890,África,Ropa,Online,Alta,4/10/2022,189044940,5/12/2022,1454, $  85.24 , $  27.96 ," $  123,936.63 "," $  40,646.86 "," $  83,289.77 ",67.20%
1341,Australia y Oceanía,Cereales,Offline,Crítica,5/15/2022,134189260,5/24/2022,8439, $  160.45 , $  91.35 ," $  1,354,003.79 "," $  770,867.21 "," $  583,136.59 ",43.07%
6373,África,Cuidado personal,Offline,Baja,2/17/2022,637397849,2/21/2022,9043, $  63.75 , $  44.20 ," $  576,485.82 "," $  399,724.11 "," $  176,761.71 ",30.66%
6127,Europa,Ropa,Online,Alta,4/26/2020,612782037,5/19/2020,4677, $  85.24 , $  27.96 ," $  398,660.00 "," $  130,746.47 "," $  267,913.53 ",67.20%
8447,Asia,Material de oficina,Offline,Crítica,5/24/2020,844765651,6/1/2020,3783, $  507.94 , $  409.47 ," $  1,921,551.40 "," $  1,549,020.47 "," $  372,530.93 ",19.39%
8380,África,Bebida,Offline,Media,7/2/2020,838085019,7/21/2020,6836, $  37.01 , $  24.80 ," $  253,007.20 "," $  169,506.82 "," $  83,500.37 ",33.00%
1677,Europa,Snacks,Offline,Media,8/11/2020,167788970,8/11/2020,1340, $  119.01 , $  76.00 ," $  159,476.62 "," $  101,844.29 "," $  57,632.33 ",36.14%
7292,África,Material de oficina,Offline,Baja,2/5/2021,729238831,2/16/2021,6830, $  507.94 , $  409.47 ," $  3,469,256.15 "," $  2,796,671.90 "," $  672,584.25 ",19.39%
8881,África,Alimento infantil,Online,Media,4/24/2021,888108432,6/13/2021,9876, $  199.12 , $  124.35 ," $  1,966,493.32 "," $  1,228,056.90 "," $  738,436.42 ",37.55%
4303,Centroamérica y Caribe,Snacks,Online,Alta,1/1/2021,430384099,1/27/2021,9074, $  119.01 , $  76.00 ," $  1,079,918.52 "," $  689,653.04 "," $  390,265.48 ",36.14%
1123,África,Cereales,Offline,Alta,10/1/2021,112364661,11/9/2021,55, $  160.45 , $  91.35 ," $  8,824.53 "," $  5,024.02 "," $  3,800.51 ",43.07%
3106,Europa,Doméstico,Online,Alta,9/7/2022,310661447,9/8/2022,480, $  521.25 , $  391.98 ," $  250,200.29 "," $  188,150.98 "," $  62,049.31 ",24.80%
5721,Europa,Ropa,Offline,Media,11/23/2021,572198283,12/6/2021,5042, $  85.24 , $  27.96 ," $  429,772.01 "," $  140,950.12 "," $  288,821.89 ",67.20%
9642,Asia,Cereales,Offline,Media,9/29/2020,964211499,11/7/2020,464, $  160.45 , $  91.35 ," $  74,446.94 "," $  42,384.45 "," $  32,062.49 ",43.07%
7242,África,Doméstico,Online,Alta,6/4/2022,724249923,7/3/2022,501, $  521.25 , $  391.98 ," $  261,146.55 "," $  196,382.58 "," $  64,763.97 ",24.80%
5101,África,Alimento infantil,Online,Crítica,12/11/2021,510174882,12/12/2021,940, $  199.12 , $  124.35 ," $  187,171.30 "," $  116,886.74 "," $  70,284.55 ",37.55%
1501,África,Bebida,Offline,Alta,11/15/2021,150160205,11/22/2021,4596, $  37.01 , $  24.80 ," $  170,102.56 "," $  113,963.34 "," $  56,139.22 ",33.00%
8926,Europa,Bebida,Online,Media,4/27/2022,892692220,5/11/2022,6320, $  37.01 , $  24.80 ," $  233,909.52 "," $  156,711.98 "," $  77,197.54 ",33.00%
4565,Centroamérica y Caribe,Doméstico,Online,Media,5/11/2022,456569755,6/9/2022,7991, $  521.25 , $  391.98 ," $  4,165,313.54 "," $  3,132,321.77 "," $  1,032,991.78 ",24.80%
6809,Norteamérica,Material de oficina,Online,Media,6/23/2021,680904138,7/11/2021,3520, $  507.94 , $  409.47 ," $  1,787,962.18 "," $  1,441,330.18 "," $  346,632.00 ",19.39%
7751,Centroamérica y Caribe,Doméstico,Online,Media,12/25/2020,775119197,2/2/2021,3850, $  521.25 , $  391.98 ," $  2,006,814.81 "," $  1,509,127.62 "," $  497,687.19 ",24.80%
4689,África,Cárnicos,Online,Baja,8/7/2022,468951261,8/19/2022,1954, $  329.07 , $  284.46 ," $  643,010.99 "," $  555,831.32 "," $  87,179.66 ",13.56%
4624,África,Material de oficina,Online,Baja,4/16/2021,462449157,5/31/2021,7837, $  507.94 , $  409.47 ," $  3,980,755.56 "," $  3,209,006.99 "," $  771,748.58 ",19.39%
1759,África,Cosméticos,Offline,Alta,1/3/2021,175974214,1/13/2021,3535, $  341.02 , $  205.40 ," $  1,205,491.56 "," $  726,079.81 "," $  479,411.75 ",39.77%
9002,Asia,Cosméticos,Offline,Baja,10/24/2021,900200259,11/10/2021,8116, $  341.02 , $  205.40 ," $  2,767,685.86 "," $  1,667,005.30 "," $  1,100,680.56 ",39.77%
8461,Centroamérica y Caribe,Cereales,Offline,Crítica,4/25/2021,846113622,6/3/2021,2678, $  160.45 , $  91.35 ," $  429,674.39 "," $  244,624.05 "," $  185,050.34 ",43.07%
9950,Europa,Alimento infantil,Offline,Alta,10/22/2021,995013129,11/27/2021,5351, $  199.12 , $  124.35 ," $  1,065,482.56 "," $  665,384.01 "," $  400,098.55 ",37.55%
1485,África,Cuidado personal,Online,Crítica,4/9/2020,148510110,5/14/2020,6297, $  63.75 , $  44.20 ," $  401,429.97 "," $  278,343.77 "," $  123,086.20 ",30.66%
7785,Australia y Oceanía,Ropa,Online,Media,3/27/2021,778528392,5/14/2021,2707, $  85.24 , $  27.96 ," $  230,740.35 "," $  75,674.73 "," $  155,065.62 ",67.20%
4773,África,Bebida,Online,Media,1/22/2021,477304303,1/23/2021,3805, $  37.01 , $  24.80 ," $  140,826.86 "," $  94,349.54 "," $  46,477.31 ",33.00%
5073,Europa,Snacks,Offline,Alta,10/13/2020,507386672,10/22/2020,5846, $  119.01 , $  76.00 ," $  695,746.49 "," $  444,314.71 "," $  251,431.78 ",36.14%
8516,África,Snacks,Offline,Crítica,11/10/2021,851636826,11/10/2021,7117, $  119.01 , $  76.00 ," $  847,011.25 "," $  540,914.77 "," $  306,096.48 ",36.14%
6632,Centroamérica y Caribe,Cárnicos,Online,Alta,11/4/2021,663228595,12/15/2021,2934, $  329.07 , $  284.46 ," $  965,503.70 "," $  834,600.36 "," $  130,903.34 ",13.56%
5156,Europa,Cereales,Offline,Baja,7/25/2021,515648305,8/3/2021,647, $  160.45 , $  91.35 ," $  103,808.56 "," $  59,100.73 "," $  44,707.83 ",43.07%
1526,Australia y Oceanía,Bebida,Online,Alta,10/23/2020,152694785,11/16/2020,4635, $  37.01 , $  24.80 ," $  171,545.99 "," $  114,930.39 "," $  56,615.60 ",33.00%
7384,Europa,Cereales,Online,Alta,8/23/2022,738479363,9/7/2022,1309, $  160.45 , $  91.35 ," $  210,023.81 "," $  119,571.65 "," $  90,452.16 ",43.07%
8074,Europa,Snacks,Offline,Media,7/5/2020,807425868,7/7/2020,4112, $  119.01 , $  76.00 ," $  489,378.99 "," $  312,525.16 "," $  176,853.83 ",36.14%
3142,Norteamérica,Bebida,Offline,Crítica,7/24/2022,314270627,8/12/2022,8517, $  37.01 , $  24.80 ," $  315,222.69 "," $  211,189.24 "," $  104,033.45 ",33.00%
1840,Europa,Doméstico,Offline,Baja,8/15/2021,184062469,9/20/2021,7030, $  521.25 , $  391.98 ," $  3,664,391.72 "," $  2,755,627.84 "," $  908,763.88 ",24.80%
9621,África,Cuidado personal,Offline,Baja,5/10/2022,962162721,6/15/2022,4185, $  63.75 , $  44.20 ," $  266,791.24 "," $  184,987.88 "," $  81,803.36 ",30.66%
5642,Asia,Ropa,Online,Crítica,9/7/2022,564245212,10/19/2022,1552, $  85.24 , $  27.96 ," $  132,290.00 "," $  43,386.47 "," $  88,903.53 ",67.20%
1262,Asia,Doméstico,Offline,Media,12/3/2020,126296269,1/12/2021,2728, $  521.25 , $  391.98 ," $  1,421,971.64 "," $  1,069,324.71 "," $  352,646.92 ",24.80%
8546,África,Cosméticos,Online,Baja,2/2/2020,854614722,2/5/2020,8343, $  341.02 , $  205.40 ," $  2,845,096.49 "," $  1,713,630.51 "," $  1,131,465.98 ",39.77%
8758,África,Cuidado personal,Offline,Alta,9/23/2020,875811898,10/13/2020,1058, $  63.75 , $  44.20 ," $  67,446.87 "," $  46,766.35 "," $  20,680.51 ",30.66%
1868,África,Cuidado personal,Offline,Crítica,5/18/2022,186811625,6/3/2022,566, $  63.75 , $  44.20 ," $  36,082.16 "," $  25,018.67 "," $  11,063.49 ",30.66%
2048,Europa,Cárnicos,Offline,Crítica,2/6/2022,204850232,3/6/2022,8591, $  329.07 , $  284.46 ," $  2,827,076.45 "," $  2,443,780.40 "," $  383,296.06 ",13.56%
6174,África,Doméstico,Offline,Crítica,8/28/2021,617476546,10/3/2021,3887, $  521.25 , $  391.98 ," $  2,026,101.08 "," $  1,523,630.92 "," $  502,470.16 ",24.80%
7325,África,Frutas,Online,Crítica,5/9/2020,732551896,6/5/2020,7240, $  7.28 , $  5.40 ," $  52,688.38 "," $  39,078.62 "," $  13,609.75 ",25.83%
8282,África,Cuidado personal,Online,Alta,3/8/2022,828250110,4/10/2022,6468, $  63.75 , $  44.20 ," $  412,331.12 "," $  285,902.42 "," $  126,428.70 ",30.66%
8030,África,Cuidado personal,Online,Media,2/8/2020,803057515,3/22/2020,1419, $  63.75 , $  44.20 ," $  90,460.40 "," $  62,723.49 "," $  27,736.91 ",30.66%
6257,Europa,Material de oficina,Offline,Media,5/7/2020,625772941,6/15/2020,8974, $  507.94 , $  409.47 ," $  4,558,287.66 "," $  3,674,573.01 "," $  883,714.65 ",19.39%
7855,Asia,Snacks,Offline,Alta,12/17/2020,785507714,12/31/2020,8043, $  119.01 , $  76.00 ," $  957,216.73 "," $  611,293.74 "," $  345,923.00 ",36.14%
9416,África,Bebida,Offline,Crítica,11/1/2021,941685664,12/21/2021,4569, $  37.01 , $  24.80 ," $  169,103.26 "," $  113,293.84 "," $  55,809.42 ",33.00%
3740,África,Frutas,Offline,Media,5/22/2020,374043118,7/2/2020,6526, $  7.28 , $  5.40 ," $  47,492.31 "," $  35,224.74 "," $  12,267.57 ",25.83%
2326,África,Cuidado personal,Offline,Media,8/10/2021,232628905,9/1/2021,8917, $  63.75 , $  44.20 ," $  568,453.40 "," $  394,154.58 "," $  174,298.82 ",30.66%
3878,África,Cuidado personal,Online,Baja,4/15/2022,387804353,5/23/2022,8781, $  63.75 , $  44.20 ," $  559,783.48 "," $  388,143.03 "," $  171,640.45 ",30.66%
7802,África,Ropa,Online,Crítica,1/23/2021,780243289,2/17/2021,183, $  85.24 , $  27.96 ," $  15,598.63 "," $  5,115.80 "," $  10,482.83 ",67.20%
9709,África,Cuidado personal,Online,Media,9/8/2022,970932042,10/9/2022,9222, $  63.75 , $  44.20 ," $  587,896.97 "," $  407,636.38 "," $  180,260.59 ",30.66%
5911,Australia y Oceanía,Cárnicos,Offline,Alta,4/23/2022,591169440,6/4/2022,9029, $  329.07 , $  284.46 ," $  2,971,210.95 "," $  2,568,373.09 "," $  402,837.86 ",13.56%
6925,Centroamérica y Caribe,Doméstico,Online,Baja,3/14/2021,692566812,3/21/2021,4765, $  521.25 , $  391.98 ," $  2,483,759.11 "," $  1,867,790.42 "," $  615,968.69 ",24.80%
