Name,Financial Status,Paid at,Fulfillment Status,Fulfilled at,Accepts Marketing,Currency,Subtotal,Shipping,Taxes,Total,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem name,Lineitem price,Billing Zip,Billing Province,Billing Country,Shipping City,Shipping Zip,Shipping Province,Shipping Country,Cancelled at,Payment Method,Vendor,Id,Billing Province Name,Shipping Province Name
#1107,paid,2022-08-15 14:00:14 -0500,fulfilled,2022-08-17 13:52:10 -0500,no,MXN,550,135,75.86,685,,0,Standard Express,2022-08-15 13:59:08 -0500,Baby Blue Saffiano - iPhone 11,550,81200,SIN,MX,Los Mochis,81200,SIN,MX,,PayPal Express Checkout,Bold21,4777847554208,Sinaloa,Sinaloa
#1106,paid,2022-08-12 16:29:43 -0500,fulfilled,2022-08-16 08:36:37 -0500,no,MXN,1200,135,165.52,1335,,0,Standard Express,2022-08-12 16:29:42 -0500,Baby Blue Saffiano - Iphone 12 pro max,600,89510,TAMPS,MX,Ciudad Madero,89510,TAMPS,MX,,Mercado Pago,Bold21,4773978964128,Tamaulipas,Tamaulipas
#1106,,,,,,,,,,,,,,2022-08-12 16:29:42 -0500,Baby Blue Saffiano - Iphone 12/12 pro,600,,,,,,,,,,Bold21,,,
#1105,paid,2022-08-07 09:12:36 -0500,fulfilled,2022-08-09 20:46:01 -0500,no,MXN,552.5,135,76.21,687.5,,97.5,Standard Express,2022-08-07 09:12:35 -0500,Baby Blue Saffiano - iPhone 11,550,7950,DF,MX,Ciudad De MÉxico,7950,DF,MX,,Mercado Pago,Bold21,4766304207008,Ciudad de Mexico,Ciudad de Mexico
#1105,,,,,,,,,,,,,,2022-08-07 09:12:35 -0500,Protector de pantalla (vidrio) - iPhone 11,100,,,,,,,,,,Bold21,,,
#1104,paid,2022-07-28 20:50:09 -0500,fulfilled,2022-07-30 16:29:52 -0500,no,MXN,1100,135,151.72,1235,,0,Standard Express,2022-07-28 20:50:08 -0500,Rose Gold Saffiano - iPhone 11,550,24030,CAMP,MX,Campeche,24030,CAMP,MX,,Mercado Pago,Bold21,4752017883296,Campeche,Campeche
#1104,,,,,,,,,,,,,,2022-07-28 20:50:08 -0500,Black Saffiano - iPhone 11,550,,,,,,,,,,Bold21,,,
#1103,paid,2022-07-27 13:36:03 -0500,fulfilled,2022-07-30 16:29:40 -0500,yes,MXN,650,135,89.66,785,,0,Standard Express,2022-07-27 13:36:02 -0500,Crema Saffiano - Iphone 13,650,5100,DF,MX,Mexico City,5100,DF,MX,,Mercado Pago,Bold21,4750060585120,Ciudad de Mexico,Ciudad de Mexico
#1102,paid,2022-07-06 14:08:04 -0500,fulfilled,2022-07-09 12:53:26 -0500,yes,MXN,550,135,75.86,685,,0,Standard Express,2022-07-06 14:08:03 -0500,Military Green Saffiano - iPhone 11,550,52783,MEX,MX,Huixquilucan,52783,MEX,MX,,Mercado Pago,Bold21,4720568729760,Mexico State,Mexico State
#1101,paid,2022-07-01 01:02:48 -0500,fulfilled,2022-07-04 19:10:26 -0500,yes,MXN,550,135,75.86,685,,0,Standard Express,2022-07-01 01:02:47 -0500,Baby Blue Saffiano - iPhone 11 Pro Max,550,66247,NL,MX,San Pedro Garza Garcia,66247,NL,MX,,Mercado Pago,Bold21,4711557333152,Nuevo León,Nuevo León
#1100,paid,2022-06-26 21:39:30 -0500,fulfilled,2022-06-29 15:13:26 -0500,no,MXN,600,135,82.76,735,,0,Standard Express,2022-06-24 10:08:38 -0500,Black Saffiano - iPhone 12/ 12pro,600,9480,DF,MX,Iztapalapa,9480,DF,MX,,PayPal Express Checkout,Bold21,4701493199008,Ciudad de Mexico,Ciudad de Mexico
#1099,paid,2022-06-23 01:34:32 -0500,fulfilled,2022-06-29 15:13:32 -0500,no,MXN,550,135,75.86,685,,0,Standard Express,2022-06-23 01:34:31 -0500,Black Saffiano - iPhone 11,550,21240,BC,MX,Mexicali,21240,BC,MX,,Mercado Pago,Bold21,4699603697824,Baja California,Baja California
#1098,paid,2022-06-17 08:26:37 -0500,fulfilled,2022-06-17 19:55:05 -0500,no,MXN,440,135,60.69,575,,110,Standard Express,2022-06-16 01:51:50 -0500,Black Saffiano - iPhone 11 Pro,550,80227,SIN,MX,Culiacan,80227,SIN,MX,,PayPal Express Checkout,Bold21,4688077422752,Sinaloa,Sinaloa
#1097,paid,2022-06-13 19:25:25 -0500,fulfilled,2022-06-16 07:28:35 -0500,no,MXN,440,135,60.69,575,,110,Standard Express,2022-06-13 19:25:24 -0500,Baby Blue Saffiano - iPhone 11,550,63109,NAY,MX,Tepic,63109,NAY,MX,,Mercado Pago,Bold21,4684762611872,Nayarit,Nayarit
#1096,paid,2022-06-12 21:23:13 -0500,fulfilled,2022-06-12 19:19:37 -0500,no,MXN,550,135,75.86,685,,0,Standard Express,2022-06-12 16:17:03 -0500,Black Saffiano - iPhone 11,550,80227,SIN,MX,Culiacan,80227,SIN,MX,,PayPal Express Checkout,Bold21,4683099013280,Sinaloa,Sinaloa
#1095,paid,2022-06-12 13:03:49 -0500,fulfilled,2022-06-12 19:18:31 -0500,no,MXN,550,135,75.86,685,,0,Standard Express,2022-06-12 13:03:48 -0500,Crema Saffiano - iPhone 11,550,4010,DF,MX,cdmx,4010,DF,MX,,Mercado Pago,Bold21,4682845946016,Ciudad de Mexico,Ciudad de Mexico
#1094,paid,2022-06-10 12:45:39 -0500,fulfilled,2022-06-12 19:17:23 -0500,yes,MXN,550,135,0,685,,0,Standard Express,2022-06-10 12:45:38 -0500,Tarjetero Saffiano - Azul Marino,550,87000,TAMPS,MX,Cd Victoria,87000,TAMPS,MX,,Mercado Pago,Bold21,4679408844960,Tamaulipas,Tamaulipas
#1093,paid,2022-06-10 13:19:21 -0500,fulfilled,2022-06-13 19:15:06 -0500,no,MXN,400,135,55.17,535,,0,Standard Express,2022-06-10 01:00:04 -0500,Baby Pink Saffiano - iPhone 6/7/8 Plus,400,14600,MEX,MX,Ciudad de México,14600,MEX,MX,,PayPal Express Checkout,Bold21,4678613663904,Mexico State,Mexico State
#1092,paid,2022-05-28 11:21:54 -0500,fulfilled,2022-05-31 07:57:09 -0500,no,MXN,250,135,34.48,385,,0,Standard Express,2022-05-27 09:54:04 -0500,Negro 1er Colección - iPhone 6/7/8,250,38080,GTO,MX,Celaya,38080,GTO,MX,,PayPal Express Checkout,Bold21,4655322103968,Guanajuato,Guanajuato
#1091,paid,2022-05-21 15:12:51 -0500,fulfilled,2022-05-22 22:56:07 -0500,no,MXN,600,135,0,735,,0,Standard Express,2022-05-21 15:12:51 -0500,Porta Pasaporte - Navy Blue,600,52763,MEX,MX,Emiliano Zapata,62766,MOR,MX,,Mercado Pago,Bold21,4647121387680,Mexico State,Morelos
#1090,paid,2022-05-19 10:41:03 -0500,fulfilled,2022-05-20 21:44:33 -0500,no,MXN,550,135,75.86,685,,0,Standard Express,2022-05-18 20:54:55 -0500,Crema Saffiano - iPhone XR,550,78216,SLP,MX,San Luis Potosi,78216,SLP,MX,,Mercado Pago,Bold21,4642889498784,San Luis Potosí,San Luis Potosí
#1089,paid,2022-05-13 11:50:53 -0500,fulfilled,2022-05-17 09:53:09 -0500,no,MXN,650,135,89.66,785,,0,Standard Express,2022-05-13 11:50:52 -0500,Black Saffiano - Iphone 13,650,66220,NL,MX,Monterrey,66220,NL,MX,,Mercado Pago,Bold21,4634300940448,Nuevo León,Nuevo León
#1088,paid,2022-05-04 14:58:53 -0500,fulfilled,2022-05-06 18:35:55 -0500,no,MXN,480,135,66.21,615,,120,Standard Express,2022-05-04 12:44:19 -0500,Rose Gold Saffiano - iPhone 12 Pro Max,600,89260,TAMPS,MX,Tampico,89260,TAMPS,MX,,PayPal Express Checkout,Bold21,4619697815712,Tamaulipas,Tamaulipas
#1087,paid,2022-04-14 20:28:08 -0500,fulfilled,2022-04-18 19:35:15 -0500,no,MXN,510,135,70.34,645,,90,Standard Express,2022-04-14 03:02:21 -0500,Baby Blue Saffiano - Iphone 12 pro max,600,93523,VER,MX,Papantla poza rica,93523,VER,MX,,PayPal Express Checkout,Bold21,4586791600288,Veracruz,Veracruz
#1086,paid,2022-04-11 12:52:35 -0500,fulfilled,2022-04-12 13:23:38 -0500,no,MXN,1150,135,158.62,1285,,0,Standard Express,2022-04-11 12:52:35 -0500,Rose Gold Saffiano - iPhone 12 Pro Max,600,89260,TAMPS,MX,Tampico,89260,TAMPS,MX,,Mercado Pago,Bold21,4583087898784,Tamaulipas,Tamaulipas
#1086,,,,,,,,,,,,,,2022-04-11 12:52:35 -0500,Black Saffiano - iPhone XsMax,550,,,,,,,,,,Bold21,,,
#1085,paid,2022-03-16 17:33:52 -0600,fulfilled,2022-03-19 14:43:25 -0600,yes,MXN,467.5,135,64.48,602.5,,82.5,Standard Express,2022-03-16 17:33:51 -0600,Baby Blue Saffiano - iPhone 11 Pro Max,550,22000,BC,MX,Tijuana,22000,BC,MX,,Mercado Pago,Bold21,4542477631648,Baja California,Baja California
#1084,paid,2022-02-10 23:15:25 -0600,fulfilled,2022-02-13 16:05:22 -0600,no,MXN,1560,135,215.17,1695,,390,Standard Express,2022-02-10 23:15:24 -0600,Black Saffiano - Iphone 13 pro max,650,65750,NL,MX,General Zuazua,65750,NL,MX,,Mercado Pago,Bold21,4487237763232,Nuevo León,Nuevo León
#1084,,,,,,,,,,,,,,2022-02-10 23:15:24 -0600,Rose Gold Saffiano - Iphone 13 pro max,650,,,,,,,,,,Bold21,,,
#1084,,,,,,,,,,,,,,2022-02-10 23:15:24 -0600,Black Saffiano - Iphone 13 pro max,650,,,,,,,,,,Bold21,,,
#1083,paid,2022-02-09 14:46:54 -0600,fulfilled,2022-02-10 20:46:09 -0600,no,MXN,650,135,89.66,785,,0,Standard Express,2022-02-09 14:46:53 -0600,Crema Saffiano - Iphone 13 pro max,650,87027,TAMPS,MX,Ciudad Victoria,87027,TAMPS,MX,,Mercado Pago,Bold21,4485084938400,Tamaulipas,Tamaulipas
#1082,paid,2022-02-09 14:36:34 -0600,fulfilled,2022-02-10 20:46:01 -0600,no,MXN,550,135,75.86,685,,0,Standard Express,2022-02-09 09:36:13 -0600,Black Saffiano - iPhone 11,550,64890,NL,MX,Monterrey,64890,NL,MX,,PayPal Express Checkout,Bold21,4484668457120,Nuevo León,Nuevo León
#1081,paid,2022-02-08 17:16:49 -0600,fulfilled,2022-02-10 20:45:53 -0600,no,MXN,650,135,89.66,785,,0,Standard Express,2022-02-08 17:16:48 -0600,Black Saffiano - Iphone 13 pro max,650,60155,MICH,MX,Uruapan,60155,MICH,MX,,Mercado Pago,Bold21,4483621322912,Michoacán,Michoacán
#1080,paid,2022-02-06 19:39:53 -0600,fulfilled,2022-02-08 15:06:51 -0600,yes,MXN,760,135,104.83,895,,190,Standard Express,2022-02-06 19:39:52 -0600,Baby Pink Saffiano - iPhone 6/7/8 Plus,400,33880,CHIH,MX,Hidalgo del Parral,33880,CHIH,MX,,Mercado Pago,Bold21,4480725778592,Chihuahua,Chihuahua
#1080,,,,,,,,,,,,,,2022-02-06 19:39:52 -0600,Baby Blue Saffiano - iPhone 6/7/8 Plus,550,,,,,,,,,,Bold21,,,
#1079,paid,2022-02-07 23:52:55 -0600,fulfilled,2022-02-08 11:44:37 -0600,no,MXN,550,135,75.86,685,,0,Standard Express,2022-02-05 11:12:57 -0600,Navy Blue Saffiano - iPhone XR,550,25209,COAH,MX,saltillo,25209,COAH,MX,,PayPal Express Checkout,Bold21,4478483497120,Coahuila,Coahuila
#1078,paid,2022-02-07 23:09:49 -0600,fulfilled,2022-02-08 15:07:01 -0600,no,MXN,1040,135,143.45,1175,,260,Standard Express,2022-02-03 22:34:57 -0600,Crema Saffiano - Iphone 13 pro max,650,80015,SIN,MX,mexico,80015,SIN,MX,,PayPal Express Checkout,Bold21,4474731266208,Sinaloa,Sinaloa
#1078,,,,,,,,,,,,,,2022-02-03 22:34:57 -0600,Rose Gold Saffiano - Iphone 13 pro max,650,,,,,,,,,,Bold21,,,
#1077,paid,2022-01-31 22:19:36 -0600,fulfilled,2022-02-03 09:18:11 -0600,no,MXN,1020,135,140.69,1155,,180,Standard Express,2022-01-31 22:19:35 -0600,Black Saffiano - iPhone 11,550,91170,VER,MX,Xalapa,91170,VER,MX,,Mercado Pago,Bold21,4468994113696,Veracruz,Veracruz
#1077,,,,,,,,,,,,,,2022-01-31 22:19:35 -0600,Black Saffiano - Iphone 13,650,,,,,,,,,,Bold21,,,
#1076,paid,2022-01-30 17:32:32 -0600,fulfilled,2022-02-03 09:17:58 -0600,no,MXN,552.5,135,76.21,687.5,,97.5,Standard Express,2022-01-30 14:37:25 -0600,Rose Gold Saffiano - Iphone 13,650,72160,PUE,MX,Puebla,72160,PUE,MX,,PayPal Express Checkout,Bold21,4466662801568,Puebla,Puebla
#1075,paid,2022-01-30 17:32:19 -0600,fulfilled,2022-02-03 09:17:41 -0600,no,MXN,1530,135,0,1665,,270,Standard Express,2022-01-29 22:30:45 -0600,Porta Pasaporte - Black,600,66256,NL,MX,SAN PEDRO GARZA GARCÍA,66256,NL,MX,,PayPal Express Checkout,Bold21,4465391698080,Nuevo León,Nuevo León
#1075,,,,,,,,,,,,,,2022-01-29 22:30:45 -0600,Porta Pasaporte - Black,600,,,,,,,,,,Bold21,,,
#1075,,,,,,,,,,,,,,2022-01-29 22:30:45 -0600,Porta Pasaporte - Red,600,,,,,,,,,,Bold21,,,
#1074,paid,2022-01-26 16:12:27 -0600,fulfilled,2022-01-31 23:55:10 -0600,no,MXN,552.5,135,76.21,687.5,,97.5,Standard Express,2022-01-26 16:12:26 -0600,Black Saffiano - Iphone 13 pro,650,66260,NL,MX,San pedro,66260,NL,MX,,Mercado Pago,Bold21,4459970789536,Nuevo León,Nuevo León
#1073,paid,2022-01-24 22:46:04 -0600,fulfilled,2022-01-26 21:07:51 -0600,no,MXN,467.5,135,64.48,602.5,,82.5,Standard Express,2022-01-24 22:46:03 -0600,Black Saffiano - iPhone 11,550,86100,TAB,MX,Villahermosa,86100,TAB,MX,,Mercado Pago,Bold21,4457506668704,Tabasco,Tabasco
#1072,paid,2022-01-24 22:16:21 -0600,fulfilled,2022-01-26 21:07:44 -0600,yes,MXN,467.5,135,64.48,602.5,,82.5,Standard Express,2022-01-24 22:16:20 -0600,Crema Saffiano - iPhone 11,550,22520,BC,MX,Tijuana,22520,BC,MX,,Mercado Pago,Bold21,4457487368352,Baja California,Baja California
#1071,paid,2022-01-24 20:32:37 -0600,fulfilled,2022-01-26 21:07:35 -0600,no,MXN,467.5,135,64.48,602.5,,82.5,Standard Express,2022-01-24 20:32:36 -0600,Black Saffiano - iPhone XsMax,550,45116,JAL,MX,Guadalajara,45116,JAL,MX,,Mercado Pago,Bold21,4457409183904,Jalisco,Jalisco
#1070,pending,,unfulfilled,,no,MXN,550,135,75.86,685,,0,Standard Express,2022-01-19 12:23:05 -0600,Black Saffiano - iPhone 11,550,68373,OAX,MX,San Juan Bautista Tuxtepec Oaxaca,68373,OAX,MX,2022-01-19 12:24:23 -0600,Mercado Pago,Bold21,4449571537056,Oaxaca,Oaxaca
#1069,paid,2022-01-18 20:20:15 -0600,fulfilled,2022-01-20 13:16:10 -0600,no,MXN,650,135,89.66,785,,0,Standard Express,2022-01-18 20:20:15 -0600,Black Saffiano - Iphone 13 pro,650,53040,MEX,MX,Naucalpan De JuÁrez,53040,MEX,MX,,Mercado Pago,Bold21,4448704135328,Mexico State,Mexico State
#1068,paid,2022-01-18 10:52:29 -0600,fulfilled,2022-01-18 16:07:24 -0600,no,MXN,550,135,75.86,685,,0,Standard Express,2022-01-16 19:58:11 -0600,Crema Saffiano - iPhone 11,550,22025,BC,MX,Tijuana,22025,BC,MX,,PayPal Express Checkout,Bold21,4445892968608,Baja California,Baja California
#1067,paid,2021-12-20 15:10:00 -0600,fulfilled,2021-12-28 05:34:19 -0600,no,MXN,600,135,82.76,735,,0,Standard Express,2021-12-20 15:09:59 -0600,Navy Blue Saffiano - iPhone 12 Pro Max,600,66296,NL,MX,San pedro garza garcia,66220,NL,MX,,Mercado Pago,Bold21,4406760145056,Nuevo León,Nuevo León
#1066,paid,2021-11-21 18:00:15 -0600,fulfilled,2021-12-02 14:05:10 -0600,no,MXN,1750,135,241.38,1885,,0,Standard Express,2021-11-19 20:01:10 -0600,Crema Saffiano - iPhone 11 Pro Max,550,64460,NL,MX,monterrey,64460,NL,MX,,PayPal Express Checkout,Bold21,4340315685024,Nuevo León,Nuevo León
#1066,,,,,,,,,,,,,,2021-11-19 20:01:10 -0600,Crema Saffiano - iPhone 12 Pro Max,600,,,,,,,,,,Bold21,,,
#1066,,,,,,,,,,,,,,2021-11-19 20:01:10 -0600,Crema Saffiano - iPhone 12 Pro Max,600,,,,,,,,,,Bold21,,,
#1065,paid,2021-11-17 08:00:44 -0600,fulfilled,2021-11-19 08:51:27 -0600,no,MXN,412.5,135,56.9,547.5,,137.5,Standard Express,2021-11-16 18:02:05 -0600,Red Saffiano - iPhone X,550,77504,Q ROO,MX,Cancun,77504,Q ROO,MX,,PayPal Express Checkout,Bold21,4335117893792,Quintana Roo,Quintana Roo
#1064,paid,2021-11-17 07:59:10 -0600,fulfilled,2021-11-19 08:51:16 -0600,no,MXN,450,135,62.07,585,,150,Standard Express,2021-11-15 17:32:16 -0600,Rose Gold Saffiano - iPhone 12 Pro Max,600,66267,NL,MX,San Pedro Garza GarcÍa,66267,NL,MX,,PayPal Express Checkout,Bold21,4333509214368,Nuevo León,Nuevo León
#1063,paid,2021-11-10 06:37:23 -0600,fulfilled,2021-11-18 14:08:17 -0600,no,MXN,1200,135,165.52,1335,,0,Standard Express,2021-11-09 14:10:36 -0600,Crema Saffiano - iPhone 12 Pro Max,600,64460,NL,MX,monterrey,64460,NL,MX,,PayPal Express Checkout,Bold21,4322712879264,Nuevo León,Nuevo León
#1063,,,,,,,,,,,,,,2021-11-09 14:10:36 -0600,Crema Saffiano - iPhone 12/ 12 pro,600,,,,,,,,,,Bold21,,,
#1062,paid,2021-09-12 10:38:32 -0500,fulfilled,2021-09-14 16:25:19 -0500,no,MXN,1100,135,75.86,1235,,0,Standard Express,2021-09-11 17:14:22 -0500,Rose Gold Saffiano - iPhone XsMax,550,64920,NL,MX,Monterrey,64920,NL,MX,,PayPal Express Checkout,Bold21,4183161274528,Nuevo León,Nuevo León
#1062,,,,,,,,,,,,,,2021-09-11 17:14:22 -0500,Tarjetero Saffiano - Rose Gold,550,,,,,,,,,,Bold21,,,
#1061,paid,2021-08-13 01:54:13 -0500,fulfilled,2021-08-14 08:43:02 -0500,no,MXN,550,135,75.86,685,,0,Standard Express,2021-08-11 17:24:05 -0500,Rose Gold Saffiano - iPhone 11,550,72160,PUE,MX,Puebla,72160,PUE,MX,,PayPal Express Checkout,Bold21,4110279508128,Puebla,Puebla
#1060,paid,2021-08-07 16:42:14 -0500,fulfilled,2021-08-09 18:13:25 -0500,no,MXN,420,135,57.93,555,,180,Standard Express,2021-08-07 16:42:14 -0500,Red Saffiano - Iphone 12/12 pro,600,67173,NL,MX,Guadalupe,67173,NL,MX,,Mercado Pago,Bold21,4101725454496,Nuevo León,Nuevo León
#1059,paid,2021-08-05 12:25:23 -0500,fulfilled,2021-08-05 15:28:42 -0500,no,MXN,100,135,13.79,235,,0,Standard Express,2021-08-05 12:25:22 -0500,Protector de pantalla (vidrio) - iphone 6/7/8,100,66250,NL,MX,Monterrry,66250,NL,MX,,Mercado Pago,Bold21,4095396085920,Nuevo León,Nuevo León
#1058,paid,2021-07-05 12:52:50 -0500,fulfilled,2021-07-05 22:00:33 -0500,no,MXN,1200,135,0,1335,,0,Standard Express,2021-07-05 12:17:52 -0500,Porta Pasaporte - Black,600,66274,NL,MX,Garza Garcia,66274,NL,MX,,PayPal Express Checkout,Bold21,4004950605984,Nuevo León,Nuevo León
#1058,,,,,,,,,,,,,,2021-07-05 12:17:52 -0500,Porta Pasaporte - Black,600,,,,,,,,,,Bold21,,,
#1057,paid,2021-07-04 18:51:27 -0500,fulfilled,2021-07-06 21:36:05 -0500,no,MXN,1150,135,158.62,1285,,0,Standard Express,2021-07-04 17:59:33 -0500,Black Saffiano - iPhone 12/ 12pro,600,96860,VER,MX,MINATITLAN,96860,VER,MX,,PayPal Express Checkout,Bold21,4003660726432,Veracruz,Veracruz
#1057,,,,,,,,,,,,,,2021-07-04 17:59:33 -0500,Black Saffiano - iPhone XR,550,,,,,,,,,,Bold21,,,
#1056,paid,2021-07-01 00:24:52 -0500,fulfilled,2021-07-05 22:00:23 -0500,no,MXN,600,135,0,735,,0,Standard Express,2021-06-30 23:47:46 -0500,Porta Pasaporte - Rose Gold,600,66274,NL,MX,Garza Garcia,66274,NL,MX,,PayPal Express Checkout,Bold21,3995828813984,Nuevo León,Nuevo León
#1055,paid,2021-06-29 18:21:16 -0500,fulfilled,2021-06-30 18:48:40 -0500,no,MXN,600,135,82.76,735,,0,Standard Express,2021-06-29 18:03:08 -0500,Rose Gold Saffiano - iPhone 12 Pro Max,600,77500,Q ROO,MX,Cancún,77500,Q ROO,MX,,PayPal Express Checkout,Bold21,3993006702752,Quintana Roo,Quintana Roo
#1054,paid,2021-06-28 15:43:48 -0500,fulfilled,2021-06-30 18:48:32 -0500,no,MXN,600,135,0,735,,0,Standard Express,2021-06-28 12:39:55 -0500,Porta Pasaporte - Black,600,86037,TAB,MX,Villahermosa,86037,TAB,MX,,PayPal Express Checkout,Bold21,3990508929184,Tabasco,Tabasco
#1053,paid,2021-06-16 14:02:57 -0500,fulfilled,2021-06-17 11:21:26 -0500,no,MXN,400,135,55.17,535,,0,Standard Express,2021-06-15 14:26:04 -0500,Camouflage Saffiano - iPhone 6/7/8,400,64780,NL,MX,Monterrey,64780,NL,MX,,PayPal Express Checkout,Bold21,3963483717792,Nuevo León,Nuevo León
#1052,paid,2021-06-09 10:00:59 -0500,fulfilled,2021-06-09 19:07:58 -0500,no,MXN,550,135,0,685,,0,Standard Express,2021-06-08 13:45:10 -0500,Tarjetero Saffiano - Rose Gold,550,80200,SIN,MX,Culiacán,80200,SIN,MX,,PayPal Express Checkout,Bold21,3946930241696,Sinaloa,Sinaloa
#1051,paid,2021-05-31 20:36:48 -0500,fulfilled,2021-06-03 19:08:56 -0500,no,MXN,467.5,135,64.48,602.5,,82.5,Standard Express,2021-05-31 20:08:39 -0500,Black Saffiano - iPhone 11,550,80065,SIN,MX,Culiacán,80065,SIN,MX,,PayPal Express Checkout,Bold21,3928660738208,Sinaloa,Sinaloa
#1050,paid,2021-05-27 15:55:32 -0500,fulfilled,2021-05-31 20:04:21 -0500,no,MXN,510,135,70.34,645,,90,Standard Express,2021-05-27 14:30:49 -0500,Rose Gold Saffiano - iPhone 12/ 12 pro,600,66054,NL,MX,Escobedo,66054,NL,MX,,PayPal Express Checkout,Bold21,3917890977952,Nuevo León,Nuevo León
#1049,paid,2021-05-11 23:24:17 -0500,fulfilled,2021-05-13 11:53:22 -0500,no,MXN,600,135,82.76,735,,0,Standard Express,2021-05-11 11:58:26 -0500,Navy Blue Saffiano - iPhone 12/ 12 pro,600,97147,YUC,MX,Cancún,77505,Q ROO,MX,,PayPal Express Checkout,Bold21,3880225013920,Yucatán,Quintana Roo
#1048,paid,2021-05-04 18:44:10 -0500,fulfilled,2021-05-06 18:09:32 -0500,no,MXN,600,135,82.76,735,,0,Standard Express,2021-05-04 18:06:28 -0500,Black Saffiano - iPhone 12/ 12pro,600,34217,DGO,MX,Durango,34217,DGO,MX,,PayPal Express Checkout,Bold21,3863857791136,Durango,Durango
#1047,paid,2021-04-27 11:00:25 -0500,fulfilled,2021-04-27 19:35:22 -0500,no,MXN,550,135,75.86,685,,0,Standard Express,2021-04-26 21:54:13 -0500,Navy Blue Saffiano - iPhone X,550,53126,MEX,MX,Naucalpan De Juárez,53126,MEX,MX,,PayPal Express Checkout,Bold21,3841384218784,Mexico State,Mexico State
#1046,paid,2021-04-22 16:53:51 -0500,fulfilled,2021-04-23 12:14:05 -0500,no,MXN,510,135,70.34,645,,90,Standard Express,2021-04-21 22:19:29 -0500,Black Saffiano - iPhone 12/ 12pro,600,89230,TAMPS,MX,Tampico,89230,TAMPS,MX,,PayPal Express Checkout,Bold21,3828965408928,Tamaulipas,Tamaulipas
#1045,paid,2021-04-20 15:29:07 -0500,fulfilled,2021-04-22 20:15:09 -0500,no,MXN,467.5,135,0,602.5,,82.5,Standard Express,2021-04-20 13:40:15 -0500,Tarjetero Saffiano - Negro,550,1790,DF,MX,Mexico,1790,DF,MX,,PayPal Express Checkout,Bold21,3825383178400,Ciudad de Mexico,Ciudad de Mexico
#1044,paid,2021-04-19 12:07:40 -0500,fulfilled,2021-04-20 15:28:45 -0500,no,MXN,510,135,70.34,645,,90,Standard Express,2021-04-18 13:56:19 -0500,Navy Blue Saffiano - iPhone 12 Pro Max,600,85000,SON,MX,OBREGON,85000,SON,MX,,PayPal Express Checkout,Bold21,3820437078176,Sonora,Sonora
#1043,paid,2021-04-14 11:19:56 -0500,fulfilled,2021-04-15 19:43:23 -0500,no,MXN,467.5,135,0,602.5,,82.5,Standard Express,2021-04-13 21:57:43 -0500,Tarjetero Saffiano - Negro,550,1790,DF,MX,Mexico,1790,DF,MX,,PayPal Express Checkout,Bold21,3808270090400,Ciudad de Mexico,Ciudad de Mexico
#1042,paid,2021-04-11 18:29:58 -0500,fulfilled,2021-04-13 14:52:04 -0500,yes,MXN,467.5,135,64.48,602.5,,82.5,Standard Express,2021-04-11 13:23:01 -0500,Baby Blue Saffiano - iPhone 11 Pro,550,22000,BC,MX,tijuana,22000,BC,MX,,PayPal Express Checkout,Bold21,3802031390880,Baja California,Baja California
#1041,paid,2021-03-24 09:25:06 -0600,fulfilled,2021-03-24 18:29:39 -0600,no,MXN,550,135,75.86,685,,0,Standard Express,2021-03-20 14:34:30 -0600,Red Saffiano - iPhone X,550,66270,NL,MX,San Pedro Garza García,66270,NL,MX,,PayPal Express Checkout,Bold21,3748794564768,Nuevo León,Nuevo León
#1040,paid,2021-03-01 09:14:51 -0600,fulfilled,2021-03-01 15:45:44 -0600,no,MXN,550,135,75.86,685,,0,Standard Express,2021-03-01 07:39:59 -0600,Rose Gold Saffiano - iPhone 11 Pro Max,550,87448,TAMPS,MX,H.Matamoros,87448,TAMPS,MX,,PayPal Express Checkout,Bold21,3675127546016,Tamaulipas,Tamaulipas
#1039,paid,2021-02-26 13:10:13 -0600,fulfilled,2021-03-01 15:45:30 -0600,no,MXN,600,135,82.76,735,,0,Standard Express,2021-02-26 12:08:07 -0600,Navy Blue Saffiano - iPhone 12/ 12 pro,600,72150,PUE,MX,Puebla,72150,PUE,MX,,PayPal Express Checkout,Bold21,3656298856608,Puebla,Puebla
#1038,paid,2021-02-19 13:53:32 -0600,fulfilled,2021-02-22 17:13:33 -0600,no,MXN,550,135,75.86,685,,0,Standard Express,2021-02-18 23:55:53 -0600,Red Saffiano - iPhone 11,550,45030,JAL,MX,ZAPOPAN,45030,JAL,MX,,PayPal Express Checkout,Bold21,3273438658720,Jalisco,Jalisco
#1037,paid,2021-02-17 12:27:02 -0600,fulfilled,2021-02-20 16:49:10 -0600,no,MXN,550,135,75.86,685,,0,Standard Express,2021-02-17 03:22:42 -0600,Crema Saffiano - iPhone 11,550,1790,DF,MX,Mexico,1790,DF,MX,,PayPal Express Checkout,Bold21,3261718200480,Ciudad de Mexico,Ciudad de Mexico
#1036,paid,2021-02-07 20:41:34 -0600,fulfilled,2021-02-10 23:11:43 -0600,no,MXN,550,135,75.86,685,,0,Standard Express,2021-02-06 18:30:44 -0600,Military Green Saffiano - iPhone 11 Pro Max,550,66266,NL,MX,San Pedro Garza García,66266,NL,MX,,PayPal Express Checkout,Bold21,3203230433440,Nuevo León,Nuevo León
