Item Id,Sold Date,Canceled Date,Completed Date,Item Title,Order Status,Shipped to State,Shipped from State,Item Price,Buyer Shipping Fee,Gross Payments,Seller Shipping Fee,Mercari Selling Fee,Payment Processing Fee,Shipping Adjustment Fee,Seller Sales Profit,Sales Tax Charged to Buyer,,West coast
m62440005210,2/4/2021,,2/9/2021,BUNDLE Army Green Joggers Black Sweater,Completed,Arkansas,Minnesota,19,0,19,3.49,1.9,0.85,0,12.76,1.33,,
m31771456974,4/7/2021,,4/12/2021,Waterparks Fandom Tour Hoodie,Completed,Arkansas,Minnesota,26,3.65,29.65,0,2.6,1.05,0,22.35,2.52,,
m47154148450,8/13/2021,,8/17/2021,Minnesota Mauve Pink Sweatshirt Pullover,Completed,Arkansas,Minnesota,18,0,3.65,1.8,0.82,0,11.73,1.76,0,,
m35559829547,1/9/2021,,1/18/2021,North Face Jacket half Zip womens small,Completed,Colorado,Minnesota,22,3.49,25.49,0,2.2,0.94,0,18.86,2.02,,
m11825453335,1/10/2021,,1/19/2021,Vans Knit Hoodie size small red,Completed,Colorado,Minnesota,18,0,18,3.49,1.8,0.82,0,11.89,1.03,,
m27018959905,3/22/2021,,3/30/2021,Athleta Purple Tie Dye Leggings Medium,Completed,Colorado,Minnesota,25,3.65,28.65,0,2.5,1.03,0,21.47,2.52,,
m22242577317,5/2/2021,,,Nike Zoom Kobe X(10)-Peach Jam/Overcome,In process,Colorado,Minnesota,43,0,43,5.99,4.3,1.55,0,31.16,3.44,,
m56856982642,5/8/2021,,,XL Adidas Black Sweatpants Joggers Pants,In process,Colorado,Minnesota,20,0,20,3.65,2,0.88,0,13.47,1.76,,
m75306578066,8/13/2021,,8/20/2021,Starbucks Philip Lim Parrot SS Grande,Completed,Colorado,Minnesota,46,7.99,0,4.6,1.63,0,39.77,4.76,0,,
m17813079678,8/27/2021,,9/3/2021,Chacos Chong Flip Flops W8 M10 Sandals,Completed,Colorado,Minnesota,32,4.8,0,3.2,1.23,0,27.57,1.8,0,,
m70250205153,1/30/2021,,2/6/2021,Converse Lux Suede Gray Hidden Wedge 9,Completed,Connecticut,Minnesota,36,4.99,40.99,0,3.6,1.34,0,31.06,2.6,,
m98012970716,3/24/2021,,3/29/2021,NWT Lightweight Flowy Cardigan Donni,Completed,Connecticut,Minnesota,20,0,20,3.65,2,0.88,0,13.47,1.27,,
m56070099812,3/26/2021,,4/4/2021,Brandy Melville White Sweatpants,Completed,Connecticut,Minnesota,9,0,9,3.65,0.9,0.56,0,3.89,0.57,,
m60346632618,4/18/2021,,4/23/2021,OPI Nail Polish Bundle Nude Red Pink,Completed,Connecticut,Minnesota,16,0,16,3.65,1.6,0.76,0,9.99,1.02,,
m71798236875,4/20/2021,,4/28/2021,Reserved Listing,Completed,Connecticut,Minnesota,7,3.65,10.65,0,0.7,0.5,0,5.8,0.68,,
m12212366375,4/13/2021,,5/1/2021,New Calvin Klein Plaid Joggers Medium,Completed,Connecticut,Minnesota,25,0,25,3.65,2.5,1.03,0,17.82,1.59,,
m88126396215,5/3/2021,,5/10/2021,Bundle For Kennedy,Completed,Connecticut,Minnesota,45,0,45,3.65,4.5,1.61,0,35.24,2.86,,
m92210434688,6/9/2021,,6/15/2021,Blue Gray Fuzzy Blitzen Crocs W9 M7 NEW,Completed,Connecticut,Minnesota,36,5.99,0,3.6,1.34,0,31.06,2.67,0,,
m70934031364,9/1/2021,,9/8/2021,Walt Disney World VTG Fleece Pullover,Completed,Connecticut,Minnesota,18,3.65,0,1.8,0.82,0,15.38,1.37,0,,
m17224160593,10/29/2021,,11/8/2021,Cutco Gourmet Set Knife Block 5 Slot Space Knives Wood Oak Slicer Santoku,Completed,Connecticut,Minnesota,20,9.99,0,2,0.88,0,17.12,1.9,0,,
m47115825555,1/15/2021,,1/24/2021,"Weatherproof ""Vintage Mens Shoes sz 12""",Completed,Florida,Minnesota,20,0,20,4.99,2,0.88,0,12.13,0,,
m37108834753,1/18/2021,,1/27/2021,Outdoor Research Jacket Small Black,Completed,Florida,Minnesota,25,4.99,29.99,0,2.5,1.03,0,21.47,0,,
m42177683408,1/22/2021,,1/28/2021,White High Top Converse Womens 8,Completed,Florida,Minnesota,27,0,27,4.99,2.7,1.08,0,18.23,0,,
m41497874936,2/9/2021,,2/16/2021,Starbucks Tropical Clear Venti Tumbler,Completed,Florida,Minnesota,14,3.49,17.49,0,1.4,0.71,0,11.89,0,,
m81319207765,2/9/2021,,2/17/2021,New CeraVe Skin Renewing Gel Oil Serum,Completed,Florida,Minnesota,18,0,18,3.49,1.8,0.82,0,11.89,0,,
m55032907259,2/11/2021,,2/17/2021,Black Aerie Joggers womens small,Completed,Florida,Minnesota,15,0,15,3.49,1.5,0.74,0,9.27,0,,
m82052236674,2/14/2021,,2/19/2021,Nike Vintage Hoodie Jacket Zip Up Medium,Completed,Florida,Minnesota,35,0,35,3.49,3.5,1.32,0,26.69,0,,
m77307710572,2/15/2021,,2/19/2021,VS Pink Long Sleeve Womens XS,Completed,Florida,Minnesota,14,3.49,17.49,0,1.4,0.71,0,11.89,0,,
m66114786932,2/16/2021,,2/19/2021,Tervis Tumblers New England Patriots NFL,Completed,Florida,Minnesota,30,0,30,4.99,3,1.17,0,20.84,0,,
m34747797460,2/8/2021,,2/20/2021,"Charlotte the Cat 5"" Squishmallow",Completed,Florida,Minnesota,16,0,16,3.49,1.6,0.76,0,10.15,0,,
m96553167092,2/25/2021,,3/3/2021,Fred Grub Mugs New Sweet n Salty Recipes,Completed,Florida,Minnesota,18,0,18,4.99,1.8,0.82,0,10.39,0,,
m16077965718,2/28/2021,,3/5/2021,Green Bay Packers Long Sleeve Large,Completed,Florida,Minnesota,15,3.49,18.49,0,1.5,0.74,0,12.76,0,,
m10460259805,3/3/2021,,3/8/2021,Kate Spade iphone 11 case rose gold,Completed,Florida,Minnesota,7,3.49,10.49,0,0.7,0.5,0,5.8,0,,
m98638409424,3/7/2021,,3/16/2021,Two Starbucks Rainbow Confetti Cold Cup,Completed,Florida,Minnesota,23,0,23,3.65,2.3,0.97,0,16.08,0,,
m17590509864,3/14/2021,,3/21/2021,Starbucks Mermaid Tail Tumbler NWT,Completed,Florida,Minnesota,25,4.8,29.8,0,2.5,1.03,0,21.47,0,,
m31939182222,3/22/2021,,3/27/2021,Sherpa Columbia Hoodie Oversized Brown,Completed,Florida,Minnesota,25,0,25,4.99,2.5,1.03,0,16.48,0,,
m58548931785,3/27/2021,,4/3/2021,NWT TenTree Choose Happiness T Shirt,Completed,Florida,Minnesota,15,3.49,18.49,0,1.5,0.74,0,12.76,0,,
m16576925694,3/31/2021,,4/5/2021,Two High Waisted Leggings New,Completed,Florida,Minnesota,17,0,17,3.65,1.7,0.79,0,10.86,0,,
m75292855134,3/29/2021,,4/6/2021,Squirrel Neck Pillow Squishmallow Travel,Completed,Florida,Minnesota,15,0,15,4.8,1.5,0.74,0,7.96,0,,
m25040530484,4/4/2021,,4/8/2021,Starbucks Ceramic / Rubber Mug with Lid,Completed,Florida,Minnesota,18,4.8,22.8,0,1.8,0.82,0,15.38,0,,
m28737508799,4/5/2021,,4/9/2021,NWT Croft & Barrow Black Jacket Denim,Completed,Florida,Minnesota,23,0,23,3.49,2.3,0.97,0,16.24,0,,
m96340968193,4/14/2021,,4/19/2021,China Glaze Nail Polish Bundle Purple,Completed,Florida,Minnesota,18,0,18,3.65,1.8,0.82,0,11.73,0,,
m63768565170,4/21/2021,,4/27/2021,Vera Bradley Crossbody Purse Blue Green,Completed,Florida,Minnesota,21,0,21,3.65,2.1,0.91,0,14.34,0,,
m92436773788,4/23/2021,,4/30/2021,Blue Under Armour Capri Leggings Small,Completed,Florida,Minnesota,19,0,19,3.65,1.9,0.85,0,12.6,0,,
m93986362350,4/30/2021,,5/7/2021,Underdog T Shirt Disney Nickelodeon NBC,Completed,Florida,Minnesota,14,3.65,17.65,0,1.4,0.71,0,11.89,0,,
m92047194762,5/1/2021,,5/8/2021,Madewell Black Jeans,Completed,Florida,Minnesota,10,0,10,3.65,1,0.59,0,4.76,0,,
m90618679107,5/7/2021,,,Like New VS Pink Flip Flops Blue 5 6,In process,Florida,Minnesota,18,0,18,3.65,1.8,0.82,0,11.73,0,,
m44888181092,5/3/2021,,5/10/2021,Pizza Stone Set for baking New In Box,Completed,Florida,Minnesota,14,7.99,21.99,0,1.4,0.71,0,11.89,0,,
m65012377989,6/14/2021,,6/21/2021,Childrens 7 Black Nike Sandals Slip Ons,Completed,Florida,Minnesota,20,0,3.65,2,0.88,0,13.47,0,0,,
m64285022240,6/25/2021,,6/28/2021,Starbucks China Glass Milk Carton Mug,Completed,Florida,Minnesota,31,5.99,0,3.1,1.2,0,26.7,0,0,,
m42011400556,7/27/2021,,8/3/2021,Pyrex 024 Pink Flamingo Round Casserole,Completed,Florida,Minnesota,33,7.99,0,3.3,1.26,0,28.44,3.07,0,,
m11718005200,8/2/2021,,8/6/2021,Starbucks Christmas Santa Tumbler Snow,Completed,Florida,Minnesota,40,7.99,0,4,1.46,0,34.54,3.36,0,,
m75702057558,7/31/2021,,8/7/2021,NWT Starbucks Pink Orange Floral Tumbler,Completed,Florida,Minnesota,21,4.8,0,2.1,0.91,0,17.99,1.81,0,,
m62686889116,8/8/2021,,8/12/2021,Aerie Sage Green Lace V Neck Bralette,Completed,Florida,Minnesota,15,0,3.65,1.5,0.74,0,9.11,0,0,,
m37322838490,8/21/2021,,8/25/2021,Pyrex Butterfly Gold 2 Cinderella Bowls,Completed,Florida,Minnesota,70,9.99,0,7,2.33,0,60.67,5.6,0,,
m74240154766,8/28/2021,,9/1/2021,Starbucks Clear Replacement Lid,Completed,Florida,Minnesota,5,3.65,0,0.5,0.45,0,4.05,0.61,0,,
m60930810569,9/5/2021,,9/11/2021,Starbucks Metal Pineapple Tumbler Grande,Completed,Florida,Minnesota,35,5.99,0,3.5,1.32,0,30.18,3.07,0,,
m77984916001,10/18/2021,,10/24/2021,Green Bay Packers T-Shirt Womens Medium Gray Camo Teen Apparel,Completed,Florida,Minnesota,15,0,3.65,1.5,0.74,0,9.11,1.05,0,,
m60155697472,1/31/2021,,2/7/2021,Nike Free Run Flyknit Shoes size 8,Completed,Georgia,Minnesota,28,0,28,3.49,2.8,1.11,0,20.6,1.96,,
m47640218636,1/30/2021,,2/7/2021,Starbucks Air Freshener Peppermint Mocha,Completed,Georgia,Minnesota,25,3.49,28.49,0,2.5,1.03,0,21.47,2.28,,
m97703599212,2/25/2021,,3/3/2021,Woodstock Vintage Sweatshirt Small,Completed,Georgia,Minnesota,14,0,14,3.49,1.4,0.71,0,8.4,0.98,,
m49805716343,2/24/2021,,3/5/2021,Adidas Joggers Track Pants Black Gray Sm,Completed,Georgia,Minnesota,20,3.49,23.49,0,2,0.88,0,17.12,1.64,,
m46377522955,3/14/2021,,3/23/2021,Pampered Chef Food Chopper With Box,Completed,Georgia,Minnesota,20,0,20,4.8,2,0.88,0,12.32,1.4,,
m99148738726,3/26/2021,,4/1/2021,Aerie Soft Cotton Joggers Sweatpants,Completed,Georgia,Minnesota,12,0,12,3.65,1.2,0.65,0,6.5,0.84,,
m93231628174,4/16/2021,,4/19/2021,New Gray Floral Crocs W10 Vera Bradley,Completed,Georgia,Minnesota,35,4.8,39.8,0,3.5,1.32,0,30.18,2.79,,
m59138561081,9/12/2021,,9/16/2021,"NEW Bella Vita Blue Velvet Heels Jolie II 2 Pointed Toe Mary Jane 2"" Size 9",Completed,Georgia,Minnesota,37,12,0,3.7,1.37,0,31.93,2.94,0,,
m31791999348,9/11/2021,,9/19/2021,Vera Bradley Tutti Frutti Mini Tote Bag,Completed,Georgia,Minnesota,14,0,3.65,1.4,0.71,0,8.24,0.98,0,,
m91753705505,10/10/2021,,10/14/2021,Littlest Pet Shop LPS Happiest Bunny Pink Plush Rare 2008 Hasbro,Completed,Georgia,Minnesota,16,4.8,0,1.6,0.76,0,13.64,1.66,0,,
m88221108981,11/6/2021,,11/13/2021,Vineyard Vines Navy Blue Kids Large T Shirt Whale,Completed,Georgia,Minnesota,12,0,3.65,1.2,0.65,0,6.5,0.84,0,,
m11277068245,11/5/2021,,11/13/2021,UGG Cozy II 2 Sheepskin Shearling Suede Slippers Kids Juniors 3 Girls,Completed,Georgia,Minnesota,24,5.99,0,2.4,1,0,20.6,2.1,0,,
m29143700059,11/25/2021,,12/2/2021,Vintage Disney Winnie the Pooh Embroidered Button Up Long Sleeve Christmas XL,Completed,Georgia,Minnesota,30,0,3.65,3,1.17,0,22.18,1.8,0,,
m54802644822,1/22/2021,,1/26/2021,RTIC Teal Mug Mini tumbler,Completed,Hawaii,Minnesota,16,0,16,4.99,1.6,0.76,0,8.65,0.72,,
m25355185259,8/13/2021,,8/18/2021,Starbucks China Black Leather Jacket Mug,Completed,Hawaii,Minnesota,34,5.99,0,3.4,1.29,0,29.31,1.8,0,,
m80074816690,8/12/2021,,8/20/2021,Anthropologie Paints and Petals Apron,Completed,Hawaii,Minnesota,27,0,3.65,2.7,1.08,0,19.57,1.08,0,,
m86395948716,1/6/2021,,1/13/2021,Adidas Cloudfoam Slip-on Slides gray 7.5,Completed,Idaho,Minnesota,20,0,20,4.99,2,0,0,13.01,1.2,,
m72686948695,1/30/2021,,2/4/2021,Panic! at the Disco Long Sleeve Small,Completed,Idaho,Minnesota,15,0,15,3.49,1.5,0.74,0,9.27,0.9,,
m29961993628,3/9/2021,,3/16/2021,Two Lululemon Masks Mauve and White New,Completed,Idaho,Minnesota,19,3.49,22.49,0,1.9,0.85,0,16.25,1.14,,
m17549615041,6/17/2021,,6/24/2021,NEW Emerald Green Chacos W8 Sandals,Completed,Idaho,Minnesota,50,0,4.8,5,1.75,0,38.45,3,0,,
m84982532737,10/18/2021,,10/25/2021,Pyrex Old Town Blue Gravy Boat and Plate Corelle Blue Onion Saucer Underplate,Completed,Idaho,Minnesota,30,7.99,0,3,1.17,0,25.83,1.8,0,,
m34581674650,1/25/2021,,2/2/2021,Black High Top Converse womens 7.5,Completed,Illinois,Minnesota,22,0,22,3.49,2.2,0.94,0,15.37,1.38,,
m20060134018,1/27/2021,,2/2/2021,Starbucks Lilac Mint ombre tumbler HTF,Completed,Illinois,Minnesota,35,3.49,38.49,0,3.5,1.32,0,30.18,2.41,,
m98733274609,2/8/2021,,2/18/2021,"Winston the Owl 5"" Squismallow NWOT",Completed,Illinois,Minnesota,11,0,11,3.49,1.1,0.62,0,5.79,0.69,,
m30916633563,2/7/2021,,2/20/2021,"Cici the Red Panda 5"" Squishmallow",Completed,Illinois,Minnesota,15,0,15,3.49,1.5,0.74,0,9.27,0.94,,
m86273779977,2/22/2021,,2/25/2021,Vans Leather Slip On Skate Shoes Black,Completed,Illinois,Minnesota,18,3.49,21.49,0,1.8,0.82,0,15.38,1.34,,
m76715770431,3/2/2021,,3/12/2021,Nike Stirrup Leggings Large black yoga,Completed,Illinois,Minnesota,20,3.49,23.49,0,2,0.88,0,17.12,1.47,,
m82629784444,3/22/2021,,3/25/2021,Long Sleeve Swimsuit Rash Guard Medium,Completed,Illinois,Minnesota,19,0,19,3.65,1.9,0.85,0,12.6,1.19,,
m48852415264,4/3/2021,,4/7/2021,Cuddl Duds Gray Leopard Fleece Half Zip,Completed,Illinois,Minnesota,20,3.65,23.65,0,2,0.88,0,17.12,1.48,,
m69780438359,4/21/2021,,4/26/2021,NEW $179 Maaji Reversible Leggings Large,Completed,Illinois,Minnesota,29,0,29,3.65,2.9,1.14,0,21.31,1.81,,
m71601173988,5/2/2021,,5/7/2021,Green Bay Packers Long Sleeve Shirt 2XL,Completed,Illinois,Minnesota,33,0,33,3.65,3.3,1.26,0,24.79,2.06,,
m29221252291,5/11/2021,,,Minnesota Vikings 3T Boy's Bomber Jacket,In process,Illinois,Minnesota,17,0,17,3.65,1.7,0.79,0,10.86,1.06,,
m90050235148,5/4/2021,,5/13/2021,Green Bay Packers Womens Large Bundle,Completed,Illinois,Minnesota,35,5.99,40.99,0,3.5,1.32,0,30.18,2.56,,
m56921037482,5/9/2021,,5/13/2021,Joggers Pants Womens Medium Bundle,Completed,Illinois,Minnesota,21,0,21,3.65,2.1,0.91,0,14.34,1.31,,
m87406957598,6/22/2021,,6/24/2021,Portable UV Sanitizing Bag Purse Safe,Completed,Illinois,Minnesota,28,0,4.8,2.8,1.11,0,19.29,1.75,0,,
m77591351477,7/6/2021,,7/13/2021,Pottery Barn Chunky Knit Throw Blanket,Completed,Illinois,Minnesota,50,0,9.99,5,1.75,0,33.26,3.13,0,,
m38213958171,7/24/2021,,7/30/2021,NEW Leather Teal Crossbody Phone Bag,Completed,Illinois,Minnesota,22,0,4.8,2.2,0.94,0,14.06,1.38,0,,
m86160201334,7/30/2021,,8/2/2021,Wildlife Adventures Hedgehog Plush,Completed,Illinois,Minnesota,18,4.8,0,1.8,0.82,0,15.38,1.43,0,,
m34050190445,8/10/2021,,8/13/2021,Starbucks Aqua Blue Matte Replaced Lid,Completed,Illinois,Minnesota,12,3.65,0,1.2,0.65,0,10.15,0.98,0,,
m86347356991,8/13/2021,,8/17/2021,Starbucks Korea Hedgehog Cactus Tumbler,Completed,Illinois,Minnesota,38,7.99,0,3.8,1.4,0,32.8,2.87,0,,
m77305376059,8/19/2021,,8/24/2021,NWT Starbucks Gold Grande SS Tumbler,Completed,Illinois,Minnesota,35,7.99,0,3.5,1.32,0,30.18,2.69,0,,
m52920358472,8/25/2021,,9/1/2021,Black Off Shoulder Fruit Dress Pineapple,Completed,Illinois,Minnesota,18,0,3.65,1.8,0.82,0,11.73,1.13,0,,
m41390181430,9/17/2021,,9/20/2021,NWT Starbucks Patches Venti Tumbler HTF,Completed,Illinois,Minnesota,47,7.99,0,4.7,1.66,0,40.64,3.44,0,,
m80661352960,10/17/2021,,10/22/2021,Foreign Exchange Peach Orange Lace Bralette Racerback Medium,Completed,Illinois,Minnesota,19,0,3.65,1.9,0.85,0,12.6,1.19,0,,
m94654729115,10/23/2021,,11/2/2021,NWT Starbucks Rose Gold Hammered Venti Tumbler Pink cold cup,Completed,Illinois,Minnesota,34,12,0,3.4,1.29,0,29.31,2.88,0,,
m11240892541,11/5/2021,,11/10/2021,Faux Fur Lined Black Plaid Fleece Jacket,Completed,Illinois,Minnesota,15,5.99,0,1.5,0.74,0,12.76,1.31,0,,
m58541772954,11/7/2021,,11/13/2021,Columbia Minx Slip III 3 Snow Powder Hiking Boots Womens 8 Blue Gray,Completed,Illinois,Minnesota,39,12,0,3.9,1.43,0,33.67,3.19,0,,
m15813736330,2/4/2021,,2/11/2021,Sherpa Pullover Gray ORVIS size medium,Completed,Indiana,Minnesota,34,0,34,3.49,3.4,1.29,0,25.82,2.38,,
m70515589814,3/11/2021,,3/16/2021,Keurig Iced Beverage Tumbler NWT Coffee,Completed,Indiana,Minnesota,15,0,15,3.49,1.5,0.74,0,9.27,1.05,,
m83640601245,3/23/2021,,3/29/2021,On Wednesday We Wear Pink Leggings,Completed,Indiana,Minnesota,17,3.65,20.65,0,1.7,0.79,0,14.51,1.45,,
m70889867894,4/1/2021,,4/9/2021,NEW Adidas Sweatshirt Long Sleeve Small,Completed,Indiana,Minnesota,18,0,18,3.49,1.8,0.82,0,11.89,1.26,,
m17162818870,4/17/2021,,4/25/2021,VS Pink Sage Green T Shirt Sequin Small,Completed,Indiana,Minnesota,15,3.65,18.65,0,1.5,0.74,0,12.76,1.31,,
m12381500771,5/11/2021,,,New Pet Family Picture Frame 4x6,In process,Indiana,Minnesota,9,3.65,12.65,0,0.9,0.56,0,7.54,0.89,,
m35361569499,6/17/2021,,6/25/2021,Black Classic Crocs Mens 11,Completed,Indiana,Minnesota,21,5.99,0,2.1,0.91,0,17.99,1.89,0,,
m45364849429,7/30/2021,,8/9/2021,NEW Lululemon Glass Water Bottle Set,Completed,Indiana,Minnesota,34,0,7.99,3.4,1.29,0,21.32,2.38,0,,
m17952351108,8/3/2021,,8/11/2021,Hollister Crewneck Sweatshirt Navy Blue,Completed,Indiana,Minnesota,12,0,3.65,1.2,0.65,2.34,4.16,0.84,0,,
m47051839675,8/13/2021,,8/23/2021,Starbucks Target Rainbow Swirl Tumbler,Completed,Indiana,Minnesota,40,7.99,0,4,1.46,0,34.54,3.36,0,,
m52965152293,9/10/2021,,9/18/2021,Tervis Tumbler Indianapolis Colts NFL,Completed,Indiana,Minnesota,22,0,4.8,2.2,0.94,0,14.06,1.54,0,,
m50751678149,10/24/2021,,10/30/2021,Adidas Royal Blue Quarter Zip Pullover M,Completed,Indiana,Minnesota,19,0,3.65,1.9,0.85,0,12.6,1.33,0,,
m54508277817,1/14/2021,,1/22/2021,Panic at the disco hoodie medium,Completed,Iowa,Minnesota,16,0,16,4.99,1.6,0.76,0,8.65,1.12,,
m42562964286,1/27/2021,,1/30/2021,6PC Huge Aromatherapy Bundle essential,Completed,Iowa,Minnesota,17,3.49,20.49,0,1.7,0.79,0,14.51,1.19,,
m32871164154,2/12/2021,,2/24/2021,Veggie Bullet with blender and 7 blades,Completed,Iowa,Minnesota,70,9.99,79.99,0,7,2.33,0,60.67,4.9,,
m27937413539,3/15/2021,,3/20/2021,Nike Running Shorts Black SM Dri Fit,Completed,Iowa,Minnesota,11,3.49,14.49,0,1.1,0.62,0,9.28,0.77,,
m74827775900,4/1/2021,,4/6/2021,Torrid Curvy Bralette 3 Plus Size Lace,Completed,Iowa,Minnesota,20,3.65,23.65,0,2,0.88,0,17.12,1.4,,
m41931538759,5/11/2021,,,I Miss My Dogs Hoodie - We Rate Dogs SM,In process,Iowa,Minnesota,16,0,16,3.49,1.6,0.76,0,10.15,1.12,,
m97418165082,8/20/2021,,8/26/2021,Starbucks Black Matte Bubba Tumbler HTF,Completed,Iowa,Minnesota,95,0,7.99,9.5,3.06,0,74.45,6.65,0,,
m98944201316,11/3/2021,,11/10/2021,Athleta Black Long Sleeve Tunic Dress Asymmetrical Hem,Completed,Iowa,Minnesota,17,0,3.65,1.7,0.79,0,10.86,1.19,0,,
m74020847704,1/9/2021,,1/18/2021,Adidas Leggings womens large,Completed,Kansas,Minnesota,15,3.49,18.49,0,1.5,0.74,0,12.76,0,,
m18180033118,3/13/2021,,3/21/2021,Nature Backs Sweatshirt Black Medium,Completed,Kansas,Minnesota,12,3.49,15.49,0,1.2,0.65,0,10.15,0,,
m71083026633,4/11/2021,,4/16/2021,Panic at the disco long sleeve shirt,Completed,Kansas,Minnesota,15,0,15,3.65,1.5,0.74,0,9.11,0,,
m38592337002,4/15/2021,,4/21/2021,Boys Batman Crocs J1,Completed,Kansas,Minnesota,17,0,17,3.65,1.7,0.79,0,10.86,0,,
m63501873191,5/2/2021,,5/6/2021,wildflower case iphone x xr yellow plaid,Completed,Kansas,Minnesota,6,3.65,9.65,0,0.6,0.47,0,4.93,0,,
m22750015027,5/13/2021,,,Starbucks Rainbow Dome Tumbler,In process,Kansas,Minnesota,35,0,35,5.99,3.5,1.32,0,24.19,0,,
m85996505493,8/10/2021,,8/16/2021,Star Wars Black Classic Crocs M6 W8,Completed,Kansas,Minnesota,35,5.99,0,3.5,1.32,0,30.18,0,0,,
m28297829639,10/26/2021,,11/4/2021,2 Enesco Egg Collection Easter Bunny Set,Completed,Kansas,Minnesota,17,4.8,0,1.7,0.79,0,14.51,1.98,0,,
m60728375578,2/16/2021,,2/23/2021,Fordham University Fleece Hoodie XL,Completed,Kentucky,Minnesota,20,0,20,3.49,2,0.88,0,13.63,1.2,,
m20168642811,2/17/2021,,2/23/2021,Greys Anatomy Hospital Sweatshirt Small,Completed,Kentucky,Minnesota,15,3.49,18.49,0,1.5,0.74,0,12.76,1.11,,
m51240240559,3/11/2021,,3/25/2021,Starbucks Mermaid Tail Tumbler NWT,Completed,Kentucky,Minnesota,28,0,28,3.65,2.8,1.11,0,20.44,2.66,,
m48448878910,3/22/2021,,3/27/2021,PINK Heather Gray Sweatshirt Fleece,Completed,Kentucky,Minnesota,22,0,22,3.49,2.2,0.94,0,15.37,1.32,,
m61707627036,3/24/2021,,4/1/2021,Victoria's Secret PINK Sweatshirt Small,Completed,Kentucky,Minnesota,17,0,17,3.65,1.7,0.79,0,10.86,1.02,,
m19776758685,9/27/2021,,10/9/2021,Vintage Havana Sneakers Vandal Rose Gold Pink Black Glitter High Top W8,Completed,Kentucky,Minnesota,32,7.99,0,3.2,1.23,0,27.57,2.4,0,,
m55388937266,11/16/2021,,12/2/2021,NWT Starbucks Water Bottle Drink Tracker Employee Exclusive Tritan Vertex Refill,Completed,Kentucky,Minnesota,19,4.8,0,1.9,0.85,0,16.25,1.43,0,,
m47111780075,1/25/2021,,2/1/2021,Baby Pink Converse All Star size nine,Completed,Louisiana,Minnesota,22,0,22,4.99,2.2,0.94,0,13.87,2.08,,
m63806580338,2/21/2021,,2/28/2021,Cecile Rey American Girl Doll HTF,Completed,Louisiana,Minnesota,145,9.99,154.99,0,14.5,4.51,0,125.99,15.42,,
m31827660505,3/15/2021,,3/21/2021,Gelish New Gel Nail Polish Bundle Minis,Completed,Louisiana,Minnesota,33,3.65,36.65,0,3.3,1.26,0,28.44,3.46,,
m22709209894,3/17/2021,,3/23/2021,NEW Adidas Sweatshirt Long Sleeve Large,Completed,Louisiana,Minnesota,17,3.49,20.49,0,1.7,0.79,0,14.51,1.73,,
m72923815391,4/3/2021,,4/8/2021,Crocs Jibbitz Bundle Nature Wild Things,Completed,Louisiana,Minnesota,25,3.65,28.65,0,2.5,1.03,0,21.47,2.31,,
m45128431277,5/7/2021,,5/13/2021,Ivory Ella Long Sleeve Bundle,Completed,Louisiana,Minnesota,32,0,32,3.65,3.2,1.23,0,23.92,2.78,,
m36594097666,7/7/2021,,7/24/2021,Snuggle Puppy Dog Anxiety Calming Toy,Completed,Louisiana,Minnesota,24,5.99,0,2.4,1,0,20.6,2.98,0,,
m41678561333,8/2/2021,,8/6/2021,3/4 Sleeve Sage Green V Neck Dress M,Completed,Louisiana,Minnesota,16,0,3.65,1.6,0.76,1.15,8.84,1.35,0,,
m11171749336,8/3/2021,,8/8/2021,Ralph Lauren Womens Wedge Thong Sandals,Completed,Louisiana,Minnesota,19,5.99,0,1.9,0.85,0,16.25,2.11,0,,
m11573330005,10/14/2021,,10/22/2021,White CorningWare RangeTopper Skillet,Completed,Louisiana,Minnesota,16,7.99,0,1.6,0.76,0,13.64,2.39,0,,
m32736964585,11/17/2021,,11/23/2021,Tommy Hilfiger Biker Ankle Boots w Buckle Twilona Strap 8M Black Gold Red,Completed,Louisiana,Minnesota,24,12,0,2.4,1,0,20.6,3.04,0,,
m19875642899,2/4/2021,,2/9/2021,Maroon Fall Utility Jacket XS XL Hoodie,Completed,Maine,Minnesota,23,0,23,3.49,2.3,0.97,0,16.24,1.27,,
m37826901441,2/28/2021,,3/4/2021,U PICK 2- Hoodie Bundle Medium,Completed,Maine,Minnesota,30,3.49,33.49,0,3,1.17,0,25.83,1.65,,
m89173179512,3/1/2021,,3/6/2021,Dinosaur Sweatshirt Womens Medium Black,Completed,Maine,Minnesota,12,0,12,3.49,1.2,0.65,0,6.66,0.66,,
m25905040558,3/31/2021,,4/6/2021,Black Plaid Old Navy Pajama Pants,Completed,Maine,Minnesota,10,0,10,3.65,1,0.59,0,4.76,0.55,,
m35118909690,7/30/2021,,8/6/2021,Starbucks Venti Magenta SS Tumbler Rare,Completed,Maine,Minnesota,57,7.99,0,5.7,1.95,0,49.35,3.14,0,,
m14924302490,1/10/2021,,1/23/2021,Gray Nike Tanjun Casual Sneakers size 7,Completed,Maryland,Minnesota,16,4.6,20.6,0,1.6,0.76,0,13.64,0.96,,
m96693654352,1/25/2021,,1/31/2021,Toms Fuzzy Gray Boots size 7.5,Completed,Maryland,Minnesota,22,0,22,4.99,2.2,0.94,0,13.87,1.32,,
