object created,tracking number,rate__shipment__address_to__city,rate__shipment__address_to__state,rate__shipment__address_to__zip,parcel__weight,parcel__mass_unit,rate__amount,rate__currency,tracking_status
2023-01-26T00:27:03.627687+00:00,393874617641,Thornton,CO,80233,1.36,lb,10.19,USD,DELIVERED
2023-01-26T00:32:42.180821+00:00,393874744795,Lakewood,CO,80232,35.32,lb,18.57,USD,DELIVERED
2023-01-26T00:32:43.840505+00:00,393874745563,Lakewood,CO,80232,21.52,lb,13.57,USD,DELIVERED
2023-01-26T00:50:47.512757+00:00,393875123319,Denver,CO,80211,23.28,lb,14.36,USD,DELIVERED
2023-01-26T00:58:19.033345+00:00,393875280454,Denver,CO,80220,46.42,lb,22.2,USD,DELIVERED
2023-01-26T00:58:21.921682+00:00,393875282089,Denver,CO,80220,21.5,lb,13.57,USD,DELIVERED
2023-01-26T01:20:28.407876+00:00,393875666109,Mancos,CO,81328,40.34,lb,28.98,USD,DELIVERED
2023-01-26T01:20:29.461824+00:00,393875666705,Mancos,CO,81328,35.82,lb,26.61,USD,DELIVERED
2023-01-26T15:54:25.591446+00:00,393892369179,Wheat Ridge,CO,80033,24.3,lb,14.58,USD,DELIVERED
2023-01-26T18:23:43.157734+00:00,393901528210,Dolores,CO,81323,23.4,lb,20.88,USD,DELIVERED
2023-01-26T19:14:31.474175+00:00,393904534935,Arvada,CO,80007,7.06,lb,10.47,USD,DELIVERED
2023-01-26T19:20:24.063724+00:00,393904899850,Arvada,CO,80007,1.43,lb,10.74,USD,DELIVERED
2023-01-26T19:27:29.825780+00:00,393905318815,Calhan,CO,80808,1.41,lb,14.2,USD,DELIVERED
2023-01-26T22:03:21.743965+00:00,393913553410,Longmont,CO,80503,4.76,lb,10.74,USD,DELIVERED
2023-01-26T22:47:21.428454+00:00,393915303044,Lafayette,CO,80026,17.05,lb,12.33,USD,DELIVERED
2023-01-27T04:00:40.489248+00:00,393922307660,Broomfield,CO,80023,45.8,lb,22.06,USD,DELIVERED
2023-01-27T07:08:48.912290+00:00,393923987887,BAILEY,CO,80421,41.5,lb,24.48,USD,DELIVERED
2023-01-27T07:08:50.265914+00:00,393923986480,BAILEY,CO,80421,41.5,lb,24.48,USD,DELIVERED
2023-01-27T07:08:53.224391+00:00,393923988004,BAILEY,CO,80421,42.4,lb,25.38,USD,DELIVERED
2023-01-27T07:11:49.187500+00:00,393924018959,Boulder,CO,80304,24.4,lb,14.58,USD,DELIVERED
2023-01-27T07:12:23.327441+00:00,393924023031,Lakewood,CO,80228,33.55,lb,17.83,USD,DELIVERED
2023-01-27T12:51:04.463847+00:00,393927832221,DENVER,CO,80247,17.77,lb,12.33,USD,DELIVERED
2023-01-27T19:30:00.624464+00:00,393948448721,Parachute,CO,81635,30.75,lb,24.43,USD,DELIVERED
2023-01-27T21:27:06.287570+00:00,393954613441,Denver,CO,80205,21.5,lb,13.59,USD,DELIVERED
2023-01-28T07:10:34.905359+00:00,393964675451,BRECKENRIDGE,CO,80424,48.95,lb,26.96,USD,PRE_TRANSIT
2023-01-28T07:10:38.214941+00:00,393964679090,BRECKENRIDGE,CO,80424,24,lb,18.4,USD,PRE_TRANSIT
2023-01-28T07:10:52.695943+00:00,393964674411,FORT COLLINS,CO,80521,42,lb,20.5,USD,DELIVERED
2023-01-28T07:13:59.926755+00:00,393964695350,Steamboat Springs,CO,80487,37.05,lb,22.31,USD,PRE_TRANSIT
2023-01-28T08:01:14.905021+00:00,393964931690,Buena Vista,CO,81211,12.5,lb,15.04,USD,DELIVERED
2023-01-28T21:10:04.152615+00:00,393974676014,Northglenn,CO,80233,45.8,lb,22.1,USD,DELIVERED
2023-01-28T23:57:46.001436+00:00,393976491077,Loveland,CO,80537,1.36,lb,10.2,USD,DELIVERED
2023-01-29T04:00:45.976962+00:00,393978278592,ENGLEWOOD,CO,80113,20.75,lb,13.31,USD,DELIVERED
2023-01-29T07:06:39.062940+00:00,393979196779,Denver,CO,80216,22.4,lb,13.79,USD,DELIVERED
2023-01-29T07:07:45.306341+00:00,393979200731,Breckenridge,CO,80424,24.4,lb,18.62,USD,DELIVERED
2023-01-29T07:08:16.163527+00:00,393979202322,Denver,CO,80219,22.2,lb,13.79,USD,DELIVERED
2023-01-29T07:10:37.729081+00:00,393979214028,Lakewood,CO,80226,43.9,lb,21.74,USD,DELIVERED
2023-01-29T14:48:24.908317+00:00,393982086061,Pagosa Springs,CO,81147,46.55,lb,26.25,USD,DELIVERED
2023-01-29T14:48:27.420022+00:00,393982087399,Pagosa Springs,CO,81147,11.25,lb,14.9,USD,DELIVERED
2023-01-29T16:47:00.972327+00:00,393983622383,Englewood,CO,80110,42,lb,20.5,USD,DELIVERED
2023-01-29T19:19:20.632315+00:00,393986194583,Lakewood,CO,80226,16.9,lb,11.92,USD,DELIVERED
2023-01-29T23:09:42.705143+00:00,393989591790,Littleton,CO,80127,24.4,lb,14.6,USD,DELIVERED
2023-01-30T02:20:12.800236+00:00,393991645030,Colorado SPrings,CO,80906,17.4,lb,12.35,USD,DELIVERED
2023-01-30T07:12:44.061391+00:00,393994625482,Denver,CO,80204,4.75,lb,12.35,USD,DELIVERED
2023-01-30T07:14:22.185546+00:00,393994646208,Peyton,CO,80831,11.2,lb,15.32,USD,DELIVERED
2023-01-30T07:17:18.409331+00:00,393994682239,Arvada,CO,80004,11.6,lb,10.88,USD,DELIVERED
2023-01-30T07:20:53.406505+00:00,393994734159,Boulder,CO,80304,42,lb,20.5,USD,DELIVERED
2023-01-30T14:42:01.602254+00:00,394006494233,Lakewood,CO,80228,24.4,lb,14.6,USD,DELIVERED
2023-01-30T14:42:06.175711+00:00,394006499246,Lakewood,CO,80228,47.8,lb,22.94,USD,DELIVERED
2023-01-30T16:33:11.369523+00:00,394015154865,Parker,CO,80134,24.4,lb,14.6,USD,DELIVERED
2023-01-30T17:24:08.723805+00:00,394019317861,Broomfield,CO,80023,21.51,lb,13.59,USD,DELIVERED
2023-01-30T17:31:18.188204+00:00,394019902729,Lakewood,CO,80214,2.14,lb,10.75,USD,DELIVERED
2023-01-30T17:36:49.053512+00:00,394020347776,Thornton,CO,80241,43.1,lb,21.74,USD,DELIVERED
2023-01-30T17:36:50.936367+00:00,394020350772,Thornton,CO,80241,12.5,lb,11.02,USD,DELIVERED
2023-01-30T18:12:42.733637+00:00,394023344490,Parker,CO,80134,39,lb,19.84,USD,DELIVERED
2023-01-30T18:31:13.122659+00:00,394024821180,Glenwood Springs,CO,81601,41.5,lb,28.07,USD,DELIVERED
2023-01-30T18:31:19.401587+00:00,394024829022,Glenwood Springs,CO,81601,41.5,lb,28.07,USD,DELIVERED
2023-01-30T19:52:29.926661+00:00,394031083100,BRECKENRIDGE,CO,80424,36.85,lb,22.96,USD,DELIVERED
2023-01-30T20:54:42.162270+00:00,394035445643,Kremmling,CO,80459,24.4,lb,22.04,USD,DELIVERED
2023-01-30T21:33:27.474825+00:00,394037878010,Foxfield,CO,80016,22.4,lb,13.79,USD,DELIVERED
2023-01-30T22:00:34.684606+00:00,394039435843,Boulder,CO,80303,47.8,lb,22.94,USD,DELIVERED
2023-01-31T00:32:01.813166+00:00,394045351945,Loveland,CO,80537,4.4,lb,10.2,USD,DELIVERED
2023-01-31T01:49:23.597974+00:00,394046993911,Denver,CO,80212,43.02,lb,21.74,USD,DELIVERED
2023-01-31T01:49:31.132241+00:00,394046995557,Denver,CO,80212,24.3,lb,14.6,USD,DELIVERED
2023-01-31T04:36:19.809700+00:00,394049417102,Broomfield,CO,80023,11.6,lb,10.88,USD,DELIVERED
2023-01-31T14:30:00.591209+00:00,394059492326,Fort Collins,CO,80525,24.36,lb,14.6,USD,DELIVERED
2023-01-31T15:04:56.984239+00:00,394061389246,Denver,CO,80247,25.13,lb,15.28,USD,DELIVERED
2023-01-31T15:04:59.945568+00:00,394061390559,Denver,CO,80247,11.26,lb,12.35,USD,DELIVERED
2023-01-31T15:05:03.125389+00:00,394061395080,Denver,CO,80247,44.13,lb,21.74,USD,DELIVERED
2023-01-31T15:05:07.453147+00:00,394061398722,Denver,CO,80247,44.13,lb,21.74,USD,DELIVERED
2023-01-31T18:26:12.694578+00:00,394074117425,Littleton,CO,80127,7.07,lb,10.49,USD,DELIVERED
2023-01-31T19:07:11.652359+00:00,394076672712,Englewood,CO,80110,24.4,lb,14.6,USD,DELIVERED
2023-01-31T19:07:11.663463+00:00,394076674726,Englewood,CO,80110,46.58,lb,22.23,USD,DELIVERED
2023-02-01T03:11:04.546861+00:00,394095026311,Broomfield,CO,80021,6.3,lb,10.27,USD,DELIVERED
2023-02-01T07:14:21.428222+00:00,394097529854,Evans,CO,80620,16.9,lb,11.92,USD,DELIVERED
2023-02-01T07:14:53.628438+00:00,394097534382,Boulder,CO,80305,42,lb,20.5,USD,DELIVERED
2023-02-01T07:14:55.561392+00:00,394097533618,Boulder,CO,80305,11.25,lb,10.88,USD,DELIVERED
2023-02-01T07:18:53.685298+00:00,394097587504,Boulder,CO,80301,22.14,lb,13.79,USD,DELIVERED
2023-02-01T08:28:10.914573+00:00,394098281158,Westminster,CO,80021,35.25,lb,18.6,USD,DELIVERED
2023-02-01T20:26:01.817917+00:00,394126547040,Lafayette,CO,80026,24.4,lb,14.6,USD,PRE_TRANSIT
2023-02-01T22:16:08.716141+00:00,394131815660,Boulder,CO,80301,16.55,lb,11.92,USD,DELIVERED
2023-02-01T23:26:23.018987+00:00,394134254682,Longmont,CO,80504,41.5,lb,20.5,USD,DELIVERED
2023-02-02T00:45:43.298289+00:00,394136163698,Pueblo,CO,81008,41.5,lb,20.5,USD,DELIVERED
2023-02-02T00:46:33.281444+00:00,394136180760,Lafayette,CO,80026,24.3,lb,14.6,USD,DELIVERED
2023-02-02T06:57:35.220630+00:00,394140884334,Parker,CO,80134,12.93,lb,11.02,USD,DELIVERED
2023-02-02T06:58:48.419049+00:00,394140894380,Aurora,CO,80017,43.8,lb,21.74,USD,DELIVERED
2023-02-02T12:22:39.707335+00:00,394144825374,LITTLETON,CO,80123,24.4,lb,14.6,USD,DELIVERED
2023-02-02T17:00:39.657397+00:00,394157955336,Arvada,CO,80004,11.6,lb,10.88,USD,DELIVERED
2023-02-02T17:06:37.809211+00:00,394158327336,Buena Vista,CO,81211,50.2,lb,68.43,USD,DELIVERED
2023-02-02T17:06:43.859238+00:00,394158333434,Buena Vista,CO,81211,49.36,lb,26.97,USD,DELIVERED
2023-02-02T17:06:44.692303+00:00,394158334511,Buena Vista,CO,81211,11.2,lb,16.37,USD,DELIVERED
2023-02-02T18:04:49.075213+00:00,394161763927,Arvada,CO,80007,23.2,lb,14.38,USD,DELIVERED
2023-02-02T19:50:48.129402+00:00,394168233811,Denver,CO,80209,11.9,lb,10.88,USD,DELIVERED
2023-02-02T20:35:26.119873+00:00,394170812235,Broomfield,CO,80023,11.6,lb,10.88,USD,DELIVERED
2023-02-02T23:39:40.333827+00:00,394178696921,Louisville,CO,80027,46.63,lb,22.23,USD,DELIVERED
2023-02-03T04:06:02.617831+00:00,394183676458,Arvada,CO,80002,12.2,lb,12.35,USD,DELIVERED
2023-02-03T04:11:42.360471+00:00,394183733458,Denver,CO,80205,30.11,lb,16.7,USD,DELIVERED
2023-02-03T06:56:51.781958+00:00,394185405945,Denver,CO,80207,13.72,lb,11.23,USD,DELIVERED
2023-02-03T17:30:25.016467+00:00,394204008699,Granby,CO,80446,41.5,lb,24.52,USD,DELIVERED
2023-02-03T17:30:32.729778+00:00,394204016859,Granby,CO,80446,41.5,lb,24.52,USD,DELIVERED
2023-02-03T18:55:14.151061+00:00,394209108936,Boulder,CO,80304,22.7,lb,13.79,USD,DELIVERED
2023-02-03T20:39:13.948096+00:00,394215455718,Denver,CO,80207,24.3,lb,14.6,USD,DELIVERED
2023-02-03T22:33:17.717712+00:00,394220528495,Boulder,CO,80302,21.55,lb,15.28,USD,DELIVERED
2023-02-04T06:53:51.885893+00:00,394228341292,Longmont,CO,80504,12.2,lb,12.35,USD,DELIVERED
2023-02-04T06:54:06.233030+00:00,394228341557,Denver,CO,80220,5.1,lb,10.75,USD,DELIVERED
2023-02-04T06:56:32.841782+00:00,394228355656,Loveland,CO,80538,21.4,lb,13.59,USD,DELIVERED
2023-02-04T16:27:24.337063+00:00,394234112046,Ridgway,CO,81432,11.25,lb,15.55,USD,DELIVERED
2023-02-04T19:02:02.707077+00:00,394237071074,Castle Rock,CO,80104,41.5,lb,20.5,USD,DELIVERED
2023-02-04T19:20:14.437742+00:00,394237467290,Castle Rock,CO,80104,23.45,lb,14.38,USD,DELIVERED
2023-02-04T23:51:42.747425+00:00,394241385130,Aurora,CO,80014,6.3,lb,10.27,USD,DELIVERED
2023-02-05T00:04:43.208724+00:00,394241497001,Denver,CO,80211,31.75,lb,16.71,USD,DELIVERED
2023-02-05T06:53:58.153350+00:00,394243800491,Steamboat Springs,CO,80487,34.75,lb,21.2,USD,PRE_TRANSIT
2023-02-05T06:54:06.092200+00:00,394243800712,Denver,CO,80210,22.4,lb,13.79,USD,DELIVERED
2023-02-05T06:55:42.296853+00:00,394243816115,Denver,CO,80212,12.35,lb,11.02,USD,DELIVERED
2023-02-05T06:57:13.643404+00:00,394243820232,Denver,CO,80219,6.3,lb,10.27,USD,DELIVERED
2023-02-05T16:59:32.209531+00:00,394248308001,Broomfield,CO,80020,15.58,lb,11.67,USD,DELIVERED
2023-02-05T17:31:24.065419+00:00,394248823510,Wheat Ridge,CO,80033,47.8,lb,22.94,USD,DELIVERED
2023-02-05T20:32:21.667580+00:00,394251817782,Vail,CO,81657,42.72,lb,29.27,USD,DELIVERED
2023-02-05T22:42:28.878044+00:00,394253670725,Centennial,CO,80121,11.25,lb,10.88,USD,DELIVERED
2023-02-06T02:47:37.515770+00:00,394256694294,Longmont,CO,80501,22.45,lb,13.79,USD,DELIVERED
2023-02-06T03:03:07.876553+00:00,394256924804,Loveland,CO,80538,24.4,lb,14.6,USD,DELIVERED
2023-02-06T06:55:51.348111+00:00,394259662552,Denver,CO,80203,24.4,lb,14.6,USD,DELIVERED
2023-02-06T06:57:26.270508+00:00,394259681341,Golden,CO,80403,42,lb,23.47,USD,DELIVERED
2023-02-06T06:57:27.902464+00:00,394259682668,Golden,CO,80403,11.25,lb,13.85,USD,DELIVERED
2023-02-06T06:59:47.909709+00:00,394259709885,Louisville,CO,80027,22.4,lb,13.79,USD,DELIVERED
2023-02-06T07:01:09.711988+00:00,394259729660,THORNTON,CO,80233,24.65,lb,14.6,USD,PRE_TRANSIT
2023-02-06T21:15:44.146389+00:00,394303570764,Steamboat Springs,CO,80487,30.4,lb,19.67,USD,DELIVERED
2023-02-06T21:21:43.824195+00:00,394303992005,Steamboat Springs,CO,80487,25.1,lb,18.04,USD,DELIVERED
2023-02-07T12:44:59.744154+00:00,394323151965,Denver,CO,80205,29.53,lb,16.53,USD,DELIVERED
2023-02-07T15:00:50.264125+00:00,394329703692,Boulder,CO,80302,5.63,lb,10.75,USD,DELIVERED
2023-02-07T21:36:48.241527+00:00,394356018542,Cortez,CO,81321,42.8,lb,29.27,USD,DELIVERED
2023-02-08T00:52:58.685714+00:00,394363145334,Denver,CO,80219,24.3,lb,14.6,USD,DELIVERED
2023-02-08T00:54:41.542001+00:00,394363180050,Lakewood,CO,80227,6.13,lb,12.35,USD,DELIVERED
2023-02-08T06:52:58.375516+00:00,394368070610,Lakewood,CO,80226,18.6,lb,12.8,USD,DELIVERED
2023-02-08T06:53:15.145273+00:00,394368072083,Fort Collins,CO,80528,6.3,lb,10.27,USD,DELIVERED
2023-02-08T06:53:49.455413+00:00,394368076766,lakewood,CO,80215,44,lb,21.74,USD,DELIVERED
2023-02-08T06:54:00.010827+00:00,394368077707,lakewood,CO,80215,22.5,lb,13.79,USD,DELIVERED
2023-02-08T06:55:00.407222+00:00,394368086506,Colorado Springs,CO,80903,12.2,lb,12.35,USD,DELIVERED
2023-02-08T06:57:06.150187+00:00,394368109670,Colorado Springs,CO,80921,11.64,lb,10.88,USD,DELIVERED
2023-02-08T06:57:37.216828+00:00,394368115930,Castle Rock,CO,80108,4.75,lb,12.35,USD,DELIVERED
2023-02-09T06:52:18.044857+00:00,394415344551,Louisville,CO,80027,16.9,lb,11.92,USD,DELIVERED
2023-02-09T06:54:40.136596+00:00,394415364531,Denver,CO,80211,24.4,lb,14.6,USD,PRE_TRANSIT
2023-02-09T06:57:08.418363+00:00,394415388907,Grand Junction,CO,81501,41.5,lb,25.1,USD,DELIVERED
2023-02-09T06:59:39.444755+00:00,394415408567,Arvada,CO,80004,6.3,lb,10.27,USD,DELIVERED
2023-02-09T07:01:41.478838+00:00,394415437894,Boulder,CO,80303,24.3,lb,14.6,USD,DELIVERED
2023-02-09T07:01:53.037824+00:00,394415439912,Eaton,CO,80615,11.6,lb,13.85,USD,DELIVERED
2023-02-09T07:01:59.347268+00:00,394415440088,Aurora,CO,80017,41.5,lb,20.5,USD,DELIVERED
2023-02-09T07:02:11.181529+00:00,394415443157,Louisville,CO,80027,15.03,lb,12.35,USD,DELIVERED
2023-02-09T07:02:33.935900+00:00,394415447222,Louisville,CO,80027,25.37,lb,15.07,USD,DELIVERED
2023-02-09T07:02:59.511102+00:00,394415451214,Thornton,CO,80229,47.6,lb,22.94,USD,DELIVERED
2023-02-09T15:41:18.859450+00:00,394428532564,Carbondale,CO,81623,41.5,lb,28.07,USD,DELIVERED
2023-02-09T15:42:36.568215+00:00,394428611937,Loveland,CO,80537,41.5,lb,20.5,USD,DELIVERED
2023-02-09T15:42:37.053522+00:00,394428613458,Loveland,CO,80537,41.5,lb,20.5,USD,DELIVERED
2023-02-09T15:42:40.805102+00:00,394428617052,Loveland,CO,80537,23.4,lb,14.38,USD,DELIVERED
2023-02-09T16:00:54.814747+00:00,394429742269,Telluride,CO,81435,14.25,lb,16.86,USD,DELIVERED
2023-02-09T16:04:04.211441+00:00,394429938824,Louisville,CO,80027,11.6,lb,10.88,USD,DELIVERED
2023-02-09T16:20:33.394103+00:00,394430942420,Golden,CO,80401,12.2,lb,12.35,USD,DELIVERED
2023-02-09T16:21:35.834822+00:00,394431011937,Lakewood,CO,80226,21.8,lb,13.59,USD,DELIVERED
2023-02-09T16:24:55.884644+00:00,394431225181,Brighton,CO,80601,26.24,lb,15.28,USD,DELIVERED
2023-02-09T16:29:06.703670+00:00,394431498263,Louisville,CO,80027,21.4,lb,13.59,USD,DELIVERED
2023-02-09T16:34:54.932493+00:00,394431877391,New Castle,CO,81647,31.78,lb,24.43,USD,DELIVERED
2023-02-09T16:40:53.280064+00:00,394432270857,Longmont,CO,80503,24.4,lb,14.6,USD,PRE_TRANSIT
2023-02-09T17:47:07.005390+00:00,394436474566,Denver,CO,80207,31.45,lb,16.71,USD,DELIVERED
2023-02-09T18:37:00.750094+00:00,394439531521,Frisco,CO,80443,37.03,lb,22.31,USD,DELIVERED
2023-02-09T19:03:20.234993+00:00,394441144222,Longmont,CO,80504,42,lb,20.5,USD,DELIVERED
2023-02-09T19:03:23.463125+00:00,394441147346,Longmont,CO,80504,42,lb,20.5,USD,DELIVERED
2023-02-09T19:03:25.132911+00:00,394441147769,Longmont,CO,80504,21.5,lb,13.59,USD,DELIVERED
2023-02-09T19:04:29.736359+00:00,394441216567,Colorado Springs,CO,80905,12.2,lb,12.35,USD,DELIVERED
2023-02-09T19:19:25.041192+00:00,394442108551,Evergreen,CO,80439,41.5,lb,23.47,USD,DELIVERED
2023-02-09T19:23:13.323721+00:00,394442342405,Parker,CO,80134,7.4,lb,12.35,USD,DELIVERED
2023-02-09T19:29:37.623313+00:00,394442732633,Denver,CO,80218,24.4,lb,14.6,USD,PRE_TRANSIT
2023-02-09T19:43:35.774754+00:00,394443576839,Broomfield,CO,80023,9.21,lb,10.75,USD,DELIVERED
2023-02-09T19:55:27.110270+00:00,394444310001,Denver,CO,80223,13.98,lb,11.23,USD,DELIVERED
2023-02-09T20:05:44.793345+00:00,394444911048,Boulder,CO,80304,21.5,lb,13.59,USD,DELIVERED
2023-02-09T21:20:00.885073+00:00,394449037870,Loveland,CO,80537,2.55,lb,10.2,USD,DELIVERED
2023-02-10T00:12:10.271389+00:00,394455360665,Denver,CO,80210,30.4,lb,16.7,USD,DELIVERED
2023-02-10T02:33:38.988095+00:00,394458093760,Lyons,CO,80540,24.3,lb,18.62,USD,DELIVERED
2023-02-10T02:46:24.320028+00:00,394458275219,Eldorado Springs,CO,80025,7.35,lb,14.77,USD,DELIVERED
2023-02-10T04:44:39.744981+00:00,394459640910,PAGOSA SPRINGS,CO,81147,41.5,lb,24.52,USD,DELIVERED
2023-02-10T04:44:47.808691+00:00,394459643541,PAGOSA SPRINGS,CO,81147,41.5,lb,24.52,USD,DELIVERED
2023-02-10T04:44:49.419237+00:00,394459642773,PAGOSA SPRINGS,CO,81147,41.5,lb,24.52,USD,DELIVERED
2023-02-10T04:45:16.550036+00:00,394459647937,Fort Collins,CO,80524,23.2,lb,14.38,USD,DELIVERED
2023-02-10T06:53:42.580781+00:00,394461016173,Boulder,CO,80304,24.4,lb,14.6,USD,PRE_TRANSIT
2023-02-10T06:58:51.819629+00:00,394461077668,Parker,CO,80134,6.13,lb,12.35,USD,DELIVERED
2023-02-10T07:01:03.360814+00:00,394461106657,arvada,CO,80003,4.5,lb,10.75,USD,DELIVERED
2023-02-10T07:02:22.746089+00:00,394461118076,Denver,CO,80219,24.3,lb,14.6,USD,DELIVERED
2023-02-10T08:41:57.403891+00:00,394462158775,Thornton,CO,80241,42.4,lb,21.4,USD,DELIVERED
2023-02-10T16:00:38.697429+00:00,394474692594,Arvada,CO,80005,6.18,lb,10.74,USD,DELIVERED
2023-02-10T16:12:34.234779+00:00,394475412337,Boulder,CO,80302,15.1,lb,11.66,USD,DELIVERED
2023-02-10T16:36:23.032676+00:00,394476922511,Laporte,CO,80535,46.15,lb,26.21,USD,DELIVERED
2023-02-10T18:15:13.137169+00:00,394482926979,Wheat Ridge,CO,80033,22.4,lb,13.78,USD,DELIVERED
2023-02-11T01:36:49.175635+00:00,394501311730,Lafayette,CO,80026,50.78,lb,64.31,USD,DELIVERED
2023-02-11T01:36:51.868148+00:00,394501312173,Lafayette,CO,80026,29.5,lb,16.51,USD,DELIVERED
2023-02-11T01:36:55.507246+00:00,394501313560,Lafayette,CO,80026,48.15,lb,22.9,USD,DELIVERED
2023-02-11T06:54:54.599783+00:00,394504005600,Boulder,CO,80301,24.4,lb,14.58,USD,DELIVERED
2023-02-11T13:05:29.376945+00:00,394506213889,Crestone,CO,81131,13.95,lb,15.22,USD,DELIVERED
2023-02-11T16:50:58.197862+00:00,394509462745,Boulder,CO,80301,24.4,lb,14.58,USD,DELIVERED
2023-02-11T19:21:08.880081+00:00,394512108404,Denver,CO,80203,22,lb,13.57,USD,DELIVERED
2023-02-11T19:24:13.624353+00:00,394512159769,Manitou Springs,CO,80829,50.75,lb,64.31,USD,DELIVERED
2023-02-11T19:26:23.742131+00:00,394512195024,Denver,CO,80218,20.4,lb,13.29,USD,DELIVERED
2023-02-11T19:28:16.518126+00:00,394512221974,Denver,CO,80218,11.25,lb,10.86,USD,DELIVERED
2023-02-11T20:06:31.027119+00:00,394512961510,Denver,CO,80205,11.6,lb,10.86,USD,DELIVERED
2023-02-11T20:53:33.190880+00:00,394513768310,Henderson,CO,80640,10.61,lb,10.75,USD,DELIVERED
2023-02-11T21:00:42.803255+00:00,394513870644,Denver,CO,80209,11.9,lb,12.33,USD,DELIVERED
2023-02-11T23:09:08.064963+00:00,394515424842,Westminster,CO,80021,47.8,lb,22.9,USD,DELIVERED
2023-02-11T23:09:09.578041+00:00,394515425871,Westminster,CO,80021,23.35,lb,14.36,USD,DELIVERED
2023-02-12T01:10:46.988732+00:00,394516331767,Castle Rock,CO,80108,6.3,lb,10.26,USD,DELIVERED
2023-02-12T02:32:26.846924+00:00,394516812630,Boulder,CO,80304,41.5,lb,20.47,USD,DELIVERED
2023-02-12T02:32:29.951403+00:00,394516812743,Boulder,CO,80304,11.85,lb,10.86,USD,DELIVERED
2023-02-12T02:46:38.220276+00:00,394516892270,Lafayette,CO,80026,10.05,lb,12.33,USD,DELIVERED
2023-02-12T05:38:31.543047+00:00,394517585747,Aurora,CO,80012,19.51,lb,13.17,USD,DELIVERED
2023-02-12T06:55:00.004534+00:00,394517871738,Westminster,CO,80003,45.6,lb,22.06,USD,DELIVERED
2023-02-12T06:55:01.983917+00:00,394517873410,Westminster,CO,80003,11.25,lb,10.86,USD,DELIVERED
2023-02-12T07:03:03.746705+00:00,394517905821,Crestone,CO,81131,24.4,lb,18.59,USD,DELIVERED
2023-02-12T15:47:38.039223+00:00,394521647800,Denver,CO,80212,22.75,lb,13.78,USD,DELIVERED
2023-02-12T16:48:36.616402+00:00,394522504926,Louisville,CO,80027,3.43,lb,10.74,USD,DELIVERED
2023-02-12T18:45:46.064609+00:00,394524478939,Westminster,CO,80003,11.25,lb,10.86,USD,DELIVERED
2023-02-12T18:45:48.708237+00:00,394524479729,Westminster,CO,80003,45.6,lb,22.06,USD,DELIVERED
2023-02-12T22:50:14.111088+00:00,394528093440,Boulder,CO,80305,42,lb,20.47,USD,DELIVERED
2023-02-12T22:50:19.809305+00:00,394528094583,Boulder,CO,80305,42,lb,20.47,USD,DELIVERED
2023-02-12T22:50:21.069745+00:00,394528094789,Boulder,CO,80305,42,lb,20.47,USD,DELIVERED
2023-02-12T22:50:23.544460+00:00,394528096597,Boulder,CO,80305,42,lb,20.47,USD,DELIVERED
2023-02-12T22:50:24.973163+00:00,394528095970,Boulder,CO,80305,42,lb,20.47,USD,DELIVERED
2023-02-13T01:58:19.096590+00:00,394529968392,Monument,CO,80132,42.9,lb,21.37,USD,DELIVERED
2023-02-13T06:53:16.380929+00:00,394533305166,Golden,CO,80401,24.4,lb,14.58,USD,DELIVERED
2023-02-13T07:00:47.914703+00:00,394533390688,Denver,CO,80219,11.6,lb,10.86,USD,DELIVERED
2023-02-13T15:02:45.796132+00:00,394546809544,Steamboat Springs,CO,80487,37.05,lb,22.28,USD,DELIVERED
2023-02-13T15:26:04.304046+00:00,394548610729,Arvada,CO,80007,5.1,lb,10.74,USD,DELIVERED
2023-02-13T21:12:13.186431+00:00,394575651468,Manitou  Springs,CO,80829,11.6,lb,10.86,USD,DELIVERED
2023-02-13T22:34:49.528791+00:00,394580439747,Littleton,CO,80123,4.8,lb,10.74,USD,DELIVERED
2023-02-13T23:33:43.559774+00:00,394582744806,Lakewood,CO,80227,42.23,lb,21.37,USD,DELIVERED
2023-02-14T02:53:57.046110+00:00,394587872329,Golden,CO,80401,12.3,lb,12.33,USD,DELIVERED
2023-02-14T03:00:47.665045+00:00,394587979142,Aurora,CO,80247,14.96,lb,12.33,USD,DELIVERED
2023-02-14T04:24:50.086455+00:00,394589017852,Longmont,CO,80504,14.92,lb,12.33,USD,DELIVERED
2023-02-14T06:58:46.638809+00:00,394590584950,Gill,CO,80624,5.1,lb,14.75,USD,DELIVERED
2023-02-14T13:59:26.689343+00:00,394597935096,Cortez,CO,81321,42,lb,28.04,USD,DELIVERED
2023-02-14T16:52:59.600309+00:00,394608400835,Grand Junction,CO,81507,21.92,lb,15.75,USD,DELIVERED
2023-02-14T17:31:23.761435+00:00,394610827729,Castle Rock,CO,80104,21.9,lb,13.57,USD,DELIVERED
2023-02-14T17:35:55.834455+00:00,394611124874,Fort Collins,CO,80521,49,lb,22.9,USD,DELIVERED
2023-02-14T17:35:56.166536+00:00,394611122920,Fort Collins,CO,80521,42,lb,20.47,USD,DELIVERED
2023-02-14T19:16:20.500333+00:00,394617490595,Denver,CO,80220,5.17,lb,12.33,USD,DELIVERED
2023-02-14T19:28:29.175734+00:00,394618283506,Englewood,CO,80112,14.76,lb,12.33,USD,DELIVERED
