Paging_Time,faults,pgin,pgout,pgsin,pgsout,reclaims,scans,cycles,fsin,fsout,sr/fr
2:46:08,"1932,4",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
2:46:38,"251,9",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
2:47:08,"252,1",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
2:47:38,251,0,1,0,0,0,0,0,"0,0","1,0","0,0"
2:48:08,"1929,5",0,"1,4",0,0,0,0,0,"0,0","1,4","0,0"
2:48:38,"251,3",0,"1,3",0,0,0,0,0,"0,0","1,3","0,0"
2:49:08,"251,6",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
2:49:38,"251,1",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
2:50:08,"3173,4",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
2:50:38,"252,1",0,"1,9",0,0,0,0,0,"0,0","1,9","0,0"
2:51:08,"251,9",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
2:51:38,"251,5",0,1,0,0,0,0,0,"0,0","1,0","0,0"
2:52:08,"1937,4",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
2:52:38,"251,1",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
2:53:08,251,0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
2:53:38,"5588,2","0,4",49,0,0,0,0,0,"0,4","49,0","0,0"
2:54:08,"1084,9",0,"1,8",0,0,0,0,0,"0,0","1,8","0,0"
2:54:38,"1123,6",0,"3,3",0,0,0,0,0,"0,0","3,3","0,0"
2:55:08,"1480,8",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
2:55:38,254,0,"1,5",0,0,0,0,0,"0,0","1,5","0,0"
2:56:08,"1088,4",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
2:56:38,"251,6",0,"1,4",0,0,0,0,0,"0,0","1,4","0,0"
2:57:08,"1087,6",0,"1,3",0,0,0,0,0,"0,0","1,3","0,0"
2:57:38,"251,3",0,1,0,0,0,0,0,"0,0","1,0","0,0"
2:58:08,"1089,2",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
2:58:38,"537,3",0,"1,4",0,0,0,0,0,"0,0","1,4","0,0"
2:59:08,"704,5",0,"2,5",0,0,0,0,0,"0,0","2,5","0,0"
2:59:38,"1717,6",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
3:00:08,3244,"0,1","1,8",0,0,0,0,0,"0,1","1,8","0,0"
3:00:38,"251,5",0,"2,4",0,0,0,0,0,"0,0","2,4","0,0"
3:01:08,251,0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
3:01:38,"250,6",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
3:02:08,"1927,7",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
3:02:38,"251,6",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
3:03:08,"251,4",0,1,0,0,0,0,0,"0,0","1,0","0,0"
3:03:38,"251,5",0,1,0,0,0,0,0,"0,0","1,0","0,0"
3:04:08,"1918,7",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
3:04:38,"251,1",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
3:05:08,"1479,9",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
3:05:38,"251,2",0,"1,4",0,0,0,0,0,"0,0","1,4","0,0"
3:06:08,"1928,8",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
3:06:38,"251,3",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
3:07:08,"251,3",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
3:07:38,"252,3",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
3:08:08,"1935,3",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
3:08:38,"251,2",0,"1,5",0,0,0,0,0,"0,0","1,5","0,0"
3:09:08,"251,3",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
3:09:38,"251,2",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
3:10:08,"3168,2","0,1","1,1",0,0,0,0,0,"0,1","1,1","0,0"
3:10:38,"275,4",0,"2,2",0,0,0,0,0,"0,0","2,2","0,0"
3:11:08,"251,3",0,1,0,0,0,0,0,"0,0","1,0","0,0"
3:11:38,"252,7",0,1,0,0,0,0,0,"0,0","1,0","0,0"
3:12:08,"1930,8",0,1,0,0,0,0,0,"0,0","1,0","0,0"
3:12:38,"250,8",0,"1,8",0,0,0,0,0,"0,0","1,8","0,0"
3:13:08,"251,5",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
3:13:38,"251,2",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
3:14:08,"2379,4",0,1,0,0,0,0,0,"0,0","1,0","0,0"
3:14:38,"253,2",0,3,0,0,0,0,0,"0,0","3,0","0,0"
3:15:08,2303,"0,1","1,2",0,0,0,0,0,"0,1","1,2","0,0"
3:15:38,"251,2",0,"2,1",0,0,0,0,0,"0,0","2,1","0,0"
3:16:08,"1924,9",0,1,0,0,0,0,0,"0,0","1,0","0,0"
3:16:38,"251,4",0,"1,7",0,0,0,0,0,"0,0","1,7","0,0"
3:17:08,"172,2",0,1,0,0,0,0,0,"0,0","1,0","0,0"
3:17:38,"250,9",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
3:18:08,"1926,3",0,1,0,0,0,0,0,"0,0","1,0","0,0"
3:18:38,"251,2",0,"1,7",0,0,0,0,0,"0,0","1,7","0,0"
3:19:08,"251,3",0,1,0,0,0,0,0,"0,0","1,0","0,0"
3:19:38,"251,1",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
3:20:08,"2331,1",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
3:20:38,"251,2",0,"1,8",0,0,0,0,0,"0,0","1,8","0,0"
3:21:08,"1085,6",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
3:21:38,"250,7",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
3:22:08,"1090,3",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
3:22:38,"251,1",0,"1,5",0,0,0,0,0,"0,0","1,5","0,0"
3:23:08,"1084,5",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
3:23:38,"5545,8",0,"48,7",0,0,0,0,0,"0,0","48,7","0,0"
3:24:08,"1090,6",0,"2,2",0,0,0,0,0,"0,0","2,2","0,0"
3:24:38,"264,4",0,"3,6",0,0,0,0,0,"0,0","3,6","0,0"
3:25:08,"2319,6",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
3:25:38,"275,8",0,"1,9",0,0,0,0,0,"0,0","1,9","0,0"
3:26:08,"1085,5","0,1","0,9",0,0,0,0,0,"0,1","0,9","0,0"
3:26:38,"253,4",0,"1,5",0,0,0,0,0,"0,0","1,5","0,0"
3:27:08,"1089,1",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
3:27:38,252,0,"1,4",0,0,0,0,0,"0,0","1,4","0,0"
3:28:08,"1086,4",0,1,0,0,0,0,0,"0,0","1,0","0,0"
3:28:38,"252,9",0,"1,9",0,0,0,0,0,"0,0","1,9","0,0"
3:29:08,"699,3",0,"1,8",0,0,0,0,0,"0,0","1,8","0,0"
3:29:38,"251,3",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
3:30:08,3993,"0,1","1,4",0,0,0,0,0,"0,1","1,4","0,0"
3:30:38,"251,7",0,"2,3",0,0,0,0,0,"0,0","2,3","0,0"
3:31:08,"251,3",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
3:31:38,251,0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
3:32:08,"1922,6",0,1,0,0,0,0,0,"0,0","1,0","0,0"
3:32:38,"251,6",0,"1,8",0,0,0,0,0,"0,0","1,8","0,0"
3:33:08,"250,8",0,1,0,0,0,0,0,"0,0","1,0","0,0"
3:33:38,"250,7",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
3:34:08,"1925,1",0,1,0,0,0,0,0,"0,0","1,0","0,0"
3:34:38,"251,1",0,"1,7",0,0,0,0,0,"0,0","1,7","0,0"
3:35:08,"1475,4","0,1","1,1",0,0,0,0,0,"0,1","1,1","0,0"
3:35:38,"251,6",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
3:36:08,"1925,9","0,1","0,9",0,0,0,0,0,"0,1","0,9","0,0"
3:36:38,"250,8",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
3:37:08,"251,3",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
3:37:38,"251,3",0,1,0,0,0,0,0,"0,0","1,0","0,0"
3:38:08,"1924,3",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
3:38:38,"252,1",0,"1,5",0,0,0,0,0,"0,0","1,5","0,0"
3:39:08,"251,7",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
3:39:38,"251,5",0,1,0,0,0,0,0,"0,0","1,0","0,0"
3:40:08,"3173,3",0,"1,4",0,0,0,0,0,"0,0","1,4","0,0"
3:40:38,"251,6",0,"1,9",0,0,0,0,0,"0,0","1,9","0,0"
3:41:08,"251,5",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
3:41:38,"275,1",0,1,0,0,0,0,0,"0,0","1,0","0,0"
3:42:08,"1928,8",0,1,0,0,0,0,0,"0,0","1,0","0,0"
3:42:38,"252,5",0,"1,5",0,0,0,0,0,"0,0","1,5","0,0"
3:43:08,"251,1",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
3:43:38,"251,6",0,1,0,0,0,0,0,"0,0","1,0","0,0"
3:44:08,"1540,2",0,"1,8",0,0,0,0,0,"0,0","1,8","0,0"
3:44:38,"251,5",0,"1,8",0,0,0,0,0,"0,0","1,8","0,0"
3:45:08,"3136,1",0,"1,3",0,0,0,0,0,"0,0","1,3","0,0"
3:45:38,"251,4",0,"2,3",0,0,0,0,0,"0,0","2,3","0,0"
3:46:08,"1085,8",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
3:46:38,"251,2",0,"1,5",0,0,0,0,0,"0,0","1,5","0,0"
3:47:08,"1085,8",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
3:47:38,"251,3",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
3:48:08,"1087,7",0,1,0,0,0,0,0,"0,0","1,0","0,0"
3:48:38,251,0,"1,4",0,0,0,0,0,"0,0","1,4","0,0"
3:49:08,"1085,9",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
3:49:38,"250,9",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
3:50:08,"2336,3",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
3:50:38,"251,1",0,"1,7",0,0,0,0,0,"0,0","1,7","0,0"
3:51:08,"251,1",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
3:51:38,"251,9",0,1,0,0,0,0,0,"0,0","1,0","0,0"
3:52:08,"1931,3",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
3:52:38,"250,9",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
3:53:08,251,0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
3:53:38,"251,4",0,1,0,0,0,0,0,"0,0","1,0","0,0"
3:54:08,"7250,5",0,"57,8",0,0,0,0,0,"0,0","57,8","0,0"
3:54:38,"251,8",0,2,0,0,0,0,0,"0,0","2,0","0,0"
3:55:08,"1480,7",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
3:55:38,"250,8",0,"1,5",0,0,0,0,0,"0,0","1,5","0,0"
3:56:08,1089,0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
3:56:38,"252,2",0,"1,3",0,0,0,0,0,"0,0","1,3","0,0"
3:57:08,1091,0,1,0,0,0,0,0,"0,0","1,0","0,0"
3:57:37,"284,9",0,"1,3",0,0,0,0,0,"0,0","1,3","0,0"
3:58:07,"1088,1",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
3:58:37,"537,6",0,"2,6",0,0,0,0,0,"0,0","2,6","0,0"
3:59:07,"1540,3",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
3:59:37,"252,6",0,"1,3",0,0,0,0,0,"0,0","1,3","0,0"
4:00:07,"3262,4","0,2","1,2",0,0,0,0,0,"0,2","1,2","0,0"
4:00:37,252,0,"2,3",0,0,0,0,0,"0,0","2,3","0,0"
4:01:07,"1094,4",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
4:01:37,"251,1",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
4:02:07,"1086,9",0,1,0,0,0,0,0,"0,0","1,0","0,0"
4:02:37,"256,1",0,"1,3",0,0,0,0,0,"0,0","1,3","0,0"
4:03:07,"251,1",0,"0,8",0,0,0,0,0,"0,0","0,8","0,0"
4:03:37,"251,4",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
4:04:07,"1929,7",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
4:04:37,251,0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
4:05:07,"1473,4","0,1",1,0,0,0,0,0,"0,1","1,0","0,0"
4:05:37,"250,6",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
4:06:07,1927,"0,1","0,8",0,0,0,0,0,"0,1","0,8","0,0"
4:06:37,251,0,"1,7",0,0,0,0,0,"0,0","1,7","0,0"
4:07:07,"172,5",0,"0,8",0,0,0,0,0,"0,0","0,8","0,0"
4:07:37,"250,7",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
4:08:07,"1922,9",0,"0,8",0,0,0,0,0,"0,0","0,8","0,0"
4:08:37,252,0,"1,8",0,0,0,0,0,"0,0","1,8","0,0"
4:09:07,"251,1",0,"0,8",0,0,0,0,0,"0,0","0,8","0,0"
4:09:37,"251,7",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
4:10:07,"3177,5","0,1",1,0,0,0,0,0,"0,1","1,0","0,0"
4:10:37,"251,5",0,2,0,0,0,0,0,"0,0","2,0","0,0"
4:11:07,"251,1",0,"0,8",0,0,0,0,0,"0,0","0,8","0,0"
4:11:37,"251,2",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
4:12:07,"1925,8",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
4:12:37,"251,3",0,"1,5",0,0,0,0,0,"0,0","1,5","0,0"
4:13:07,"251,4",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
4:13:37,"275,9",0,"1,3",0,0,0,0,0,"0,0","1,3","0,0"
4:14:07,2377,0,2,0,0,0,0,0,"0,0","2,0","0,0"
4:14:37,"252,5",0,"1,7",0,0,0,0,0,"0,0","1,7","0,0"
4:15:07,"2294,3",0,"1,5",0,0,0,0,0,"0,0","1,5","0,0"
4:15:37,"251,7",0,"2,1",0,0,0,0,0,"0,0","2,1","0,0"
4:16:07,"1928,4",0,"1,4",0,0,0,0,0,"0,0","1,4","0,0"
4:16:37,"251,9",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
4:17:07,"251,5",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
4:17:37,"251,4",0,1,0,0,0,0,0,"0,0","1,0","0,0"
4:18:07,"1930,3",0,1,0,0,0,0,0,"0,0","1,0","0,0"
4:18:37,"251,5",0,"1,5",0,0,0,0,0,"0,0","1,5","0,0"
4:19:07,"251,4",0,1,0,0,0,0,0,"0,0","1,0","0,0"
4:19:38,"251,4",0,1,0,0,0,0,0,"0,0","1,0","0,0"
4:20:08,"3171,6",0,"2,1",0,0,0,0,0,"0,0","2,1","0,0"
4:20:38,"251,4",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
4:21:08,"251,2",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
4:21:38,"253,1","0,6","1,2",0,0,0,0,0,"0,6","1,2","0,0"
4:22:08,"1929,7",0,"1,5",0,0,0,0,0,"0,0","1,5","0,0"
4:22:38,"252,9",0,1,0,0,0,0,0,"0,0","1,0","0,0"
4:23:08,"252,2",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
4:23:38,"251,1",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
4:24:08,"7245,8",0,"47,3",0,0,0,0,0,"0,0","47,3","0,0"
4:24:38,"265,8",0,"2,7",0,0,0,0,0,"0,0","2,7","0,0"
4:25:08,"1480,6",0,"2,2",0,0,0,0,0,"0,0","2,2","0,0"
4:25:38,"251,7",0,1,0,0,0,0,0,"0,0","1,0","0,0"
4:26:08,"1926,6",0,"1,4",0,0,0,0,0,"0,0","1,4","0,0"
4:26:38,"252,6",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
4:27:08,"251,3",0,"0,8",0,0,0,0,0,"0,0","0,8","0,0"
4:27:38,"251,1",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
4:28:08,"1086,9",0,"1,3",0,0,0,0,0,"0,0","1,3","0,0"
4:28:38,"251,8",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
4:29:08,"1526,7",0,"2,5",0,0,0,0,0,"0,0","2,5","0,0"
4:29:38,"283,2",0,1,0,0,0,0,0,"0,0","1,0","0,0"
4:30:08,"3151,1","0,1","2,2",0,0,0,0,0,"0,1","2,2","0,0"
4:30:38,"252,3",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
4:31:08,251,0,1,0,0,0,0,0,"0,0","1,0","0,0"
4:31:38,"251,4",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
4:32:08,1921,0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
4:32:38,"251,2",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
4:33:08,"251,8",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
4:33:38,"251,7",0,1,0,0,0,0,0,"0,0","1,0","0,0"
4:34:08,"1925,4",0,"1,5",0,0,0,0,0,"0,0","1,5","0,0"
4:34:38,"251,2",0,1,0,0,0,0,0,"0,0","1,0","0,0"
4:35:08,1477,"0,1","1,6",0,0,0,0,0,"0,1","1,6","0,0"
4:35:38,"251,1",0,1,0,0,0,0,0,"0,0","1,0","0,0"
4:36:08,"1933,3",0,"1,7",0,0,0,0,0,"0,0","1,7","0,0"
4:36:38,"251,3",0,1,0,0,0,0,0,"0,0","1,0","0,0"
4:37:08,"251,3",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
4:37:38,"251,6",0,1,0,0,0,0,0,"0,0","1,0","0,0"
4:38:08,"2819,6","0,2","3,9",0,0,0,0,0,"0,2","3,9","0,0"
4:38:38,"251,8",0,1,0,0,0,0,0,"0,0","1,0","0,0"
4:39:08,"251,3",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
4:39:38,"251,8",0,1,0,0,0,0,0,"0,0","1,0","0,0"
4:40:08,"3183,9",0,"2,1",0,0,0,0,0,"0,0","2,1","0,0"
4:40:38,251,0,1,0,0,0,0,0,"0,0","1,0","0,0"
4:41:08,"251,6",0,1,0,0,0,0,0,"0,0","1,0","0,0"
4:41:38,"251,5",0,1,0,0,0,0,0,"0,0","1,0","0,0"
4:42:08,"1928,7",0,"1,7",0,0,0,0,0,"0,0","1,7","0,0"
4:42:38,"251,3",0,1,0,0,0,0,0,"0,0","1,0","0,0"
4:43:08,"252,3",0,1,0,0,0,0,0,"0,0","1,0","0,0"
4:43:38,"251,9",0,"2,1",0,0,0,0,0,"0,0","2,1","0,0"
4:44:08,2208,0,"1,8",0,0,0,0,0,"0,0","1,8","0,0"
4:44:38,"416,7",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
4:45:08,"2289,6","0,1","2,1",0,0,0,0,0,"0,1","2,1","0,0"
4:45:38,"280,7",0,"1,3",0,0,0,0,0,"0,0","1,3","0,0"
4:46:08,"1920,7",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
4:46:38,"252,7",0,1,0,0,0,0,0,"0,0","1,0","0,0"
4:47:08,"251,4",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
4:47:38,"251,5",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
4:48:08,"1928,7",0,2,0,0,0,0,0,"0,0","2,0","0,0"
4:48:38,"251,1",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
4:49:08,"251,4",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
4:49:38,"251,5",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
4:50:08,"3173,9",0,"2,2",0,0,0,0,0,"0,0","2,2","0,0"
4:50:38,"251,8",0,1,0,0,0,0,0,"0,0","1,0","0,0"
4:51:08,"252,3",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
4:51:38,"252,7",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
4:52:08,"1937,6",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
4:52:38,"251,5",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
4:53:08,"251,4",0,1,0,0,0,0,0,"0,0","1,0","0,0"
4:53:38,"251,5",0,1,0,0,0,0,0,"0,0","1,0","0,0"
4:54:08,"6386,5",0,"54,5",0,0,0,0,0,"0,0","54,5","0,0"
4:54:38,"254,7",0,2,0,0,0,0,0,"0,0","2,0","0,0"
4:55:08,"2312,3",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
4:55:38,"252,7",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
4:56:08,"1089,1",0,"1,3",0,0,0,0,0,"0,0","1,3","0,0"
4:56:38,"250,9",0,1,0,0,0,0,0,"0,0","1,0","0,0"
4:57:08,"1084,4",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
4:57:38,"251,3",0,1,0,0,0,0,0,"0,0","1,0","0,0"
4:58:08,"1090,4","0,1","2,4",0,0,0,0,0,"0,1","2,4","0,0"
4:58:38,"535,5",0,"2,4",0,0,0,0,0,"0,0","2,4","0,0"
4:59:08,"1090,4",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
4:59:38,"701,8",0,1,0,0,0,0,0,"0,0","1,0","0,0"
5:00:08,"3261,5",0,"2,1",0,0,0,0,0,"0,0","2,1","0,0"
5:00:38,"258,6",0,"1,4",0,0,0,0,0,"0,0","1,4","0,0"
5:01:08,"251,7",0,"0,8",0,0,0,0,0,"0,0","0,8","0,0"
5:01:38,"275,6",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
5:02:08,"1929,5",0,"1,5",0,0,0,0,0,"0,0","1,5","0,0"
5:02:38,"252,5",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
5:03:08,"251,4",0,1,0,0,0,0,0,"0,0","1,0","0,0"
5:03:38,"180,7","0,5",1,0,0,0,0,0,"0,5","1,0","0,0"
5:04:08,"1914,5",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
5:04:38,"251,1",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
5:05:08,"1476,8","0,1","1,5",0,0,0,0,0,"0,1","1,5","0,0"
5:05:38,"250,9",0,"3,8",0,0,0,0,0,"0,0","3,8","0,0"
5:06:08,1935,0,"1,7",0,0,0,0,0,"0,0","1,7","0,0"
5:06:38,"251,5",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
5:07:08,"251,6",0,1,0,0,0,0,0,"0,0","1,0","0,0"
5:07:38,"250,9",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
5:08:08,"1931,7",0,"1,7",0,0,0,0,0,"0,0","1,7","0,0"
5:08:38,"251,1",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
5:09:08,"251,2",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
5:09:38,251,0,"0,8",0,0,0,0,0,"0,0","0,8","0,0"
5:10:08,"3173,3","0,1","1,8",0,0,0,0,0,"0,1","1,8","0,0"
5:10:38,"251,4",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
5:11:08,251,0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
5:11:38,"250,9",0,1,0,0,0,0,0,"0,0","1,0","0,0"
5:12:08,"1929,4",0,"1,5",0,0,0,0,0,"0,0","1,5","0,0"
5:12:38,"250,8",0,1,0,0,0,0,0,"0,0","1,0","0,0"
5:13:08,"251,4",0,1,0,0,0,0,0,"0,0","1,0","0,0"
5:13:38,"250,8",0,1,0,0,0,0,0,"0,0","1,0","0,0"
5:14:08,"1932,6",0,"2,6",0,0,0,0,0,"0,0","2,6","0,0"
5:14:38,"699,1",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
5:15:08,"2288,6",0,"2,4",0,0,0,0,0,"0,0","2,4","0,0"
5:15:38,"256,2",0,"1,3",0,0,0,0,0,"0,0","1,3","0,0"
5:16:08,"1930,4",0,"1,5",0,0,0,0,0,"0,0","1,5","0,0"
5:16:38,306,0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
5:17:08,"252,1",0,1,0,0,0,0,0,"0,0","1,0","0,0"
5:17:38,"276,6",0,1,0,0,0,0,0,"0,0","1,0","0,0"
5:18:08,"1928,4",0,"1,7",0,0,0,0,0,"0,0","1,7","0,0"
5:18:38,"253,4",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
5:19:08,"252,4",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
5:19:38,"252,2",0,"0,8",0,0,0,0,0,"0,0","0,8","0,0"
5:20:08,"3175,5","0,1","2,3",0,0,0,0,0,"0,1","2,3","0,0"
5:20:38,"251,6",0,1,0,0,0,0,0,"0,0","1,0","0,0"
5:21:08,"251,9",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
5:21:38,"252,2",0,"13,7",0,0,0,0,0,"0,0","13,7","0,0"
5:22:08,1929,0,"1,8",0,0,0,0,0,"0,0","1,8","0,0"
5:22:38,252,0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
5:23:08,"252,7",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
5:23:38,"251,9",0,1,0,0,0,0,0,"0,0","1,0","0,0"
5:24:08,"5692,2",0,"42,6",0,0,0,0,0,"0,0","42,6","0,0"
5:24:38,1796,0,"13,3",0,0,0,0,0,"0,0","13,3","0,0"
5:25:08,1479,0,"2,2",0,0,0,0,0,"0,0","2,2","0,0"
5:25:38,"252,1",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
5:26:08,"1926,5",0,"1,8",0,0,0,0,0,"0,0","1,8","0,0"
5:26:38,"252,3",0,"0,8",0,0,0,0,0,"0,0","0,8","0,0"
5:27:08,252,0,"1,3",0,0,0,0,0,"0,0","1,3","0,0"
5:27:38,"251,8",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
5:28:08,"1093,2",0,"1,6",0,0,0,0,0,"0,0","1,6","0,0"
5:28:38,"252,5",0,1,0,0,0,0,0,"0,0","1,0","0,0"
5:29:08,"1084,9",0,"2,6",0,0,0,0,0,"0,0","2,6","0,0"
5:29:38,"701,2",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
5:30:08,"3166,2","0,1","2,4",0,0,0,0,0,"0,1","2,4","0,0"
5:30:38,"258,2",0,"3,4",0,0,0,0,0,"0,0","3,4","0,0"
5:31:08,"252,1",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
5:31:38,"1086,2",0,"1,1",0,0,0,0,0,"0,0","1,1","0,0"
5:32:08,"1089,2",0,"1,8",0,0,0,0,0,"0,0","1,8","0,0"
5:32:38,"251,8",0,"0,8",0,0,0,0,0,"0,0","0,8","0,0"
5:33:08,"251,9",0,"1,2",0,0,0,0,0,"0,0","1,2","0,0"
5:33:38,"275,8",0,"0,9",0,0,0,0,0,"0,0","0,9","0,0"
