"order_itemid","orderid","partID","description","quantity","price","totalPrice"
"3295","244","10997700  ","Logo Pin","2","2.25","4.50"
"3296","244","10183260  ","Special-Edition  Face Towel","12","2.00","24.00"
"3297","244","10171880  ","Limited-Edition  Shimmer Liquid Eye Shadow Graphite","4","16.00","64.00"
"3298","244","10171881  ","Limited-Edition  Shimmer Liquid Eye Shadow Amethyst","4","16.00","64.00"
"3299","244","10171074  ","Limited-Edition  Highlighter Rose Sapphire","4","16.00","64.00"
"3300","244","10171078  ","Limited-Edition  Precious Gems Trend Collection Bag","8","5.00","40.00"
"3301","244","10188881  ","La Imagen (OtoÃ±o 2021), paq./10","2","3.50","7.00"
"3302","244","10178735  ","Fragrance-Free Satin Hands® Shea Hand Sanitizer","8","8.00","64.00"
"3303","244","10171877  ","Limited-Edition  Nail Polish Emerald","6","10.00","60.00"
"3304","244","10171876  ","Limited-Edition  Nail Polish Rose Quartz","5","10.00","50.00"
"3305","244","10092185  ","Undereye Corrector Undereye Corrector","3","16.00","48.00"
"3306","244","10145455  ","Matte Lipstick Paparazzi Pink","4","18.00","72.00"
"3307","244","10193190  ","Powered by Pink - July 2021 Jewelry","1","0.00","0.00"
"3308","244","10200345  ","Spark a Chain Reaction - Summer Consistency Challenge - Consistency Bracelet","1","0.00","0.00"
"3309","245","10188404  ","09/21 Director Buzz Kit - Spanish","1","40.00","40.00"
"3310","246","06180100  ","Queen's Court - Sales Director Court of Personal Sales Sash","1","0.00","0.00"
"3311","246","06173927  ","London Blue Topaz Ring Size 7","1","0.00","0.00"
"3312","246","06077637  ","CPS and COS Small Throne Chairs","1","0.00","0.00"
"3313","247","10188641  ","The Look with Samplers “ Spanish","22","0.70","15.40"
"3314","247","10188882  ","The Look with Samplers “ English","19","0.70","13.30"
"3315","248","10099976  ","TimeWise® Matte 3D Foundation Beige N 210","1","25.00","25.00"
"3316","248","10090638  ","White Tea & Citrus Satin Hands® Pampering Set","1","36.00","36.00"
"3317","248","10122320  ","All-Over Powder Brush","1","16.00","16.00"
"3318","248","10199257  ","TimeWise Miracle Set 3D Combination/Oily Sample (contains Cleanser, Day Cream SPF 30, Night Cream & Eye Cream), pk. / 1 CDS Free","1","0.00","0.00"
"3319","248","10177852  ","CC Cream Sunscreen Broad Spectrum SPF15 Samples, pk/1 CDS Free - Medium to Deep","1","0.00","0.00"
"3320","249","06199912  ","3600 emerald - NEW! $75 MKConnections® Voucher","1","0.00","0.00"
"3321","250","10218210  ","05/23 Director Buzz Kit - Spanish","1","40.00","40.00"
"3322","251","08197451  ","Striped Shopper Tote","3","15.00","45.00"
"3323","251","08197441  ","Sunglasses With Case","3","12.00","36.00"
"3324","251","08191212  ","Car Sun Visor","1","5.00","5.00"
"3325","251","08197444  ","Animal Print Towel","3","11.00","33.00"
"3326","251","10997700  ","Logo Pin","2","2.25","4.50"
"3327","251","08133800  ","Senior Consultant Pin Enhancer","3","2.00","6.00"
"3328","251","08134300  ","Sales Director Pin Enhancer","1","2.25","2.25"
"3329","251","08134200  ","Sales Director Logo Pin","1","2.25","2.25"
"3330","251","08027965  ","Star Team Builder Pin Enhancer","2","2.25","4.50"
"3331","252","10098324  ","White Tea & Citrus Satin Lips® Set","3","22.00","66.00"
"3332","252","10143940  ","Travel Roll-Up Bag, (unfilled)","4","35.00","140.00"
"3333","252","10072682  ","Extra Emollient Night Cream","5","15.00","75.00"
"3334","252","10203036  ","Summer Eyes & Lips Bundle","4","97.00","388.00"
"3335","252","10187887  ","Botanical Effects® Regimen - June Skin Care 2021","1","54.00","54.00"
"3336","252","10173095  ","TimeWise® Age Minimize 3D® Day Cream SPF 30 Broad Spectrum Sunscreen - Combination/Oily Combination/Oily","1","32.00","32.00"
"3337","252","10163901  ","Micellar Water Deluxe Mini","2","2.50","5.00"
"3338","252","10080241  ","Oil-Free Eye Makeup Remover Deluxe Mini","4","2.50","10.00"
"3339","252","10187882  ","TimeWise Miracle Set 3D® - June Skin Care 2021 Normal/Dry","1","110.00","110.00"
"3340","252","10187883  ","TimeWise Miracle Set 3D® - June Skin Care 2021 Combination/Oily","1","110.00","110.00"
"3341","252","10187885  ","TimeWise Repair® Volu-Firm® Set - June Skin Care 2021","1","205.00","205.00"
"3342","253","10185044  ","08/21 Director Buzz Kit - Spanish","1","40.00","40.00"
"3343","254","10107603  ","Mary Kay Chromafusion® Eye Shadow Sand Castle","1","8.00","8.00"
"3344","254","10071883  ","TimeWise Repair® Volu-Fill® Deep Wrinkle Filler","2","48.00","96.00"
"3345","254","10151790  ","TimeWise® Microdermabrasion Plus Set","1","55.00","55.00"
"3346","254","10100030  ","TimeWise® Luminous 3D Foundation Beige N 210","2","25.00","50.00"
"3347","254","10072823  ","CC Cream Sunscreen Broad Spectrum SPF 15* Light to Medium","5","22.00","110.00"
"3348","254","10107643  ","Mary Kay Chromafusion® Eye Shadow Emerald Noir","2","8.00","16.00"
"3349","254","10107641  ","Mary Kay Chromafusion® Eye Shadow Starry Night","2","8.00","16.00"
"3350","254","10107623  ","Mary Kay Chromafusion® Eye Shadow Gold Status","2","8.00","16.00"
"3351","254","10107601  ","Mary Kay Chromafusion® Eye Shadow Crystalline","2","8.00","16.00"
"3352","254","10091507  ","White Tea & Citrus Satin Body® Whipped Shea CrÃ¨me","2","22.00","44.00"
"3353","254","10050165  ","Special-Edition  Sun Care After-Sun Replenishing Gel","3","15.00","45.00"
"3354","254","10187882  ","TimeWise Miracle Set 3D® - June Skin Care 2021 Normal/Dry","1","110.00","110.00"
"3355","254","10187883  ","TimeWise Miracle Set 3D® - June Skin Care 2021 Combination/Oily","1","110.00","110.00"
"3356","254","10187885  ","TimeWise Repair® Volu-Firm® Set - June Skin Care 2021","1","205.00","205.00"
"3357","254","10060182  ","Translucent Loose Powder","5","16.00","80.00"
"3358","254","10143928  ","Mary Kay Chromafusion® Blush Shy Blush","2","14.00","28.00"
"3359","254","10127613  ","Precision Brow Liner Brunette","2","14.00","28.00"
"3360","254","10173105  ","Timewise® Age Minimize 3D® Day Cream (Non SPF) - Normal/Dry Normal/Dry","1","32.00","32.00"
"3361","254","10173108  ","Timewise® Age Minimize 3D® Day Cream (Non SPF) - Combination/Oily Combination/Oily","1","32.00","32.00"
"3362","254","10100876  ","TimeWise® Age-Fighting Lip Primer","2","25.00","50.00"
"3363","254","10164571  ","Mary Kay Unlimited® Lip Gloss Beach Bronze","2","16.00","32.00"
"3364","254","10166411  ","Special-Edition  Travel Color Bag","6","16.00","96.00"
"3365","254","10176586  ","Spark a Chain Reaction Monthly Promotion - June 2021 Jewelry","1","0.00","0.00"
"3366","254","10169299  ","Limited-Edition  Mary Kay Unlimited„¢ Lip Gloss Confident Pink","1","16.00","16.00"
"3367","254","10400700  ","Spatulas, pk./24","1","1.00","1.00"
"3368","254","10715000  ","enriching women's lives® Car Decal","1","0.75","0.75"
"3369","254","10997700  ","Logo Pin","4","2.25","9.00"
"3370","255","REGRFSM   ","Seminar Registration","1","50.00","50.00"
"3371","256","10029739  ","Indulge® Soothing Eye Gel","4","16.00","64.00"
"3372","256","10173101  ","TimeWise® Age Minimize 3D® 4-in-1 Cleanser - Normal/Dry Normal/Dry","2","24.00","48.00"
"3373","256","10088998  ","TimeWise&reg; Age Minimize 3D&reg; 4-in-1 Cleanser - Combination/Oily Combination/Oily","3","24.00","72.00"
"3374","256","10123970  ","Mary Kay Naturally® Exfoliating Powder","1","34.00","34.00"
"3375","256","10072825  ","CC Cream Sunscreen Broad Spectrum SPF 15* Deep","1","22.00","22.00"
"3376","256","10041758  ","Beauty Blotters® Oil-Absorbing Tissues","4","6.00","24.00"
"3377","256","10151790  ","TimeWise® Microdermabrasion Plus Set","2","55.00","110.00"
"3378","256","10078697  ","Cityscape® Cologne Spray","2","50.00","100.00"
"3379","256","10178161  ","Fragrance-Free Satin Hands® Shea Hand Soap","10","10.00","100.00"
"3380","256","10091504  ","White Tea & Citrus Satin Body® Revitalizing Shea Scrub","2","18.00","36.00"
"3381","256","10091507  ","White Tea & Citrus Satin Body® Whipped Shea CrÃ¨me","2","22.00","44.00"
"3382","256","10125872  ","Mint Bliss„¢ Energizing Lotion for Feet & Legs","6","11.00","66.00"
"3383","256","10174572  ","Limited-Edition  MKMen® Beard Oil","5","20.00","100.00"
"3384","256","10176585  ","Spark a Chain Reaction Monthly Promotion - May 2021 Jewelry","1","0.00","0.00"
"3385","256","10098324  ","White Tea & Citrus Satin Lips® Set","4","22.00","88.00"
"3386","256","10107601  ","Mary Kay Chromafusion® Eye Shadow Crystalline","2","8.00","16.00"
"3387","256","10120414  ","Mary Kay Chromafusion® Blush Shy Blush","1","14.00","14.00"
"3388","256","10089645  ","Gel Semi-Matte Lipstick Poppy Please","2","18.00","36.00"
"3389","256","10055903  ","Brush Cleaner","2","10.00","20.00"
"3390","256","10122322  ","Eye Crease Brush","1","12.00","12.00"
"3391","256","10122323  ","All-Over Eye Shadow Brush","1","12.00","12.00"
"3392","256","10100020  ","TimeWise® Luminous 3D Foundation Beige C 110","1","25.00","25.00"
"3393","256","10100030  ","TimeWise® Luminous 3D Foundation Beige N 210","1","25.00","25.00"
"3394","256","10153545  ","Special-Edition  Sun Care Subtle Tanning Lotion","2","18.00","36.00"
"3395","256","10089021  ","TimeWise Miracle Set 3D The Go Set® - Normal/Dry Normal/Dry","4","25.00","100.00"
"3396","256","10089020  ","TimeWise Miracle Set 3D The Go Set - Combination/Oily Combination/Oily","4","25.00","100.00"
"3397","256","10028783  ","Domain® Cologne Spray","3","38.00","114.00"
"3398","256","10048515  ","True Original® Cologne Spray","3","36.00","108.00"
"3399","256","10053074  ","TimeWise Repair® Volu-Firm® Foaming Cleanser","2","28.00","56.00"
"3400","256","10108837  ","TimeWise Repair® Volu-Firm® Advanced Lifting Serum","1","70.00","70.00"
"3401","256","10085704  ","Gel Eyeliner With Expandable Brush Applicator Jet Black","2","18.00","36.00"
"3402","256","10110060  ","Mary Kay Naturally® Purifying Cleanser","2","26.00","52.00"
"3403","256","10164571  ","Mary Kay Unlimited® Lip Gloss Beach Bronze","2","16.00","32.00"
"3404","256","10122325  ","Liquid Foundation Brush","2","14.00","28.00"
"3405","256","10118434  ","TimeWise Repair® Volu-Firm® Set","1","205.00","205.00"
"3406","256","10010336  ","MKMen® Shave Foam","2","14.00","28.00"
"3407","256","10010338  ","MKMen® Cooling After-Shave Gel","2","16.00","32.00"
"3408","256","10060288  ","MKMen® Advanced Facial Hydrator Sunscreen Broad Spectrum SPF 30*","1","25.00","25.00"
"3409","256","10060198  ","MKMen® Advanced Eye Cream","1","26.00","26.00"
"3410","256","10186108  ","¡NUEVO! La Imagen (Verano 2021), paq./10","1","3.50","3.50"
"3411","256","10163901  ","Micellar Water Deluxe Mini","7","2.50","17.50"
"3412","256","10099043  ","Satin Hands® Pampering Set Deluxe Mini - White Tea & Citrus","2","4.00","8.00"
"3413","256","10150133  ","Fragrance-Free Satin Hands® Deluxe Mini Set","2","4.00","8.00"
"3414","256","10100022  ","TimeWise® Luminous 3D Foundation Beige C 120","1","25.00","25.00"
"3415","256","10151783  ","TimeWise® Microdermabrasion Plus Set Deluxe Mini","1","4.00","4.00"
"3416","256","10095882  ","Lash Intensity® Mascara Black Deluxe Mini Black","2","3.00","6.00"
"3417","257","10173101  ","TimeWise® Age Minimize 3D® 4-in-1 Cleanser - Normal/Dry Normal/Dry","1","24.00","24.00"
"3418","257","10178161  ","Fragrance-Free Satin Hands® Shea Hand Soap","3","10.00","30.00"
"3419","257","10166411  ","Special-Edition  Travel Color Bag","3","16.00","48.00"
"3420","257","10041758  ","Beauty Blotters® Oil-Absorbing Tissues","1","6.00","6.00"
"3421","258","10171637  ","Limited-Edition  Body Care Set Sparkling Cherry","1","30.00","30.00"
"3422","258","10078810  ","Extra Emollient Night Cream Sample","1","0.00","0.00"
"3423","258","10177852  ","CC Cream Sunscreen Broad Spectrum SPF15 Samples, pk/1 CDS Free - Medium to Deep","1","0.00","0.00"
"3424","259","10201246  ","Limited-Edition  Cream Bronzer Duo Stick Honey & Luster","1","18.00","18.00"
"3425","259","10201248  ","Limited-Edition  Cream Highlighter Duo Stick  Pearl & Gold","1","18.00","18.00"
"3426","259","10146265  ","TimeWise Repair® Revealing Radiance® Facial Peel Sample CDS Free","1","0.00","0.00"
"3427","259","10078810  ","Extra Emollient Night Cream Sample","1","0.00","0.00"
"3428","260","10177902  ","Mary Kay Clinical Solutions® Ferulic + Niacinamide Brightener","1","38.00","38.00"
"3429","260","10101221  ","White Tea & Citrus Satin Hands® Nourishing Shea Cream Sample","1","0.00","0.00"
"3430","260","10165084  ","Hydrogel Eye Patches Sample CDS Free","1","0.00","0.00"
"3431","261","10153489  ","Mary Kay Unlimited® Lip Gloss Nude Blush","1","16.00","16.00"
"3432","261","10142038  ","Lash Love Fanorama„¢ Mascara I ¥ black","1","16.00","16.00"
"3433","261","10149210  ","Liquid Eye Shadow Pink Starlight","1","16.00","16.00"
"3434","261","10177841  ","Unlimited Lip Gloss Samples, pk/1 CDS Free - Beach Bronze","1","0.00","0.00"
"3435","261","10177854  ","CC Cream Sunscreen Broad Spectrum SPF15 Samples, pk/1 CDS Free - Light-to-Medium","1","0.00","0.00"
"3436","262","10201519  ","Special-Edition  Skin Care Sidekick Set","1","0.00","0.00"
"3437","262","10215742  ","Golden-Rules-February-2023-Collection-Piece","1","0.00","0.00"
"3438","262","10127614  ","Precision Brow Liner Dark Brunette","5","14.00","70.00"
"3439","262","10157973  ","Gel Semi-Matte Lipstick Red Stiletto","1","18.00","18.00"
"3440","262","10094637  ","Gel Semi-Shine Lipstick Sunset Peach","1","18.00","18.00"
"3441","262","10149208  ","Liquid Eye Shadow Light Beam","3","16.00","48.00"
"3442","262","10122321  ","Cheek Brush","3","14.00","42.00"
"3443","262","10149210  ","Liquid Eye Shadow Pink Starlight","2","16.00","32.00"
"3444","262","10149212  ","Liquid Eye Shadow Purple Nova","2","16.00","32.00"
"3445","262","10149211  ","Liquid Eye Shadow Meteor Shower","2","16.00","32.00"
"3446","262","10177899  ","Mary Kay Clinical Solutions® C + Resveratrol Line-Reducer","3","38.00","114.00"
"3447","262","10015137  ","Sheer Mineral Pressed Powder Beige 1","2","18.00","36.00"
"3448","262","10092195  ","Perfecting Concealer Light Bronze","2","16.00","32.00"
"3449","262","10160886  ","Micellar Water","2","18.00","36.00"
"3450","262","10029726  ","Oil-Free Eye Makeup Remover","6","18.00","108.00"
"3451","262","10136769  ","2-In-1 Body Wash & Shave","1","16.00","16.00"
"3452","262","10092185  ","Undereye Corrector Undereye Corrector","4","16.00","64.00"
"3453","262","10122325  ","Liquid Foundation Brush","2","14.00","28.00"
"3454","262","10173101  ","TimeWise® Age Minimize 3D® 4-in-1 Cleanser - Normal/Dry Normal/Dry","1","26.00","26.00"
"3455","262","10058977  ","Clear Proof® Acne System Set","1","50.00","50.00"
"3456","262","10201246  ","Limited-Edition  Cream Bronzer Duo Stick Honey & Luster","3","18.00","54.00"
"3457","262","10201247  ","Limited-Edition  Cream Bronzer Duo Stick Bronze & Shimmer","2","18.00","36.00"
"3458","262","10177904  ","Mary Kay Clinical Solutions® PHA + AHA Resurfacer","2","38.00","76.00"
"3459","262","10085797  ","Lip Liner Rose","1","12.00","12.00"
"3460","262","10093081  ","Lip Liner Light Nude","1","12.00","12.00"
"3461","262","10060182  ","Translucent Loose Powder","2","18.00","36.00"
"3462","262","10171886  ","TimeWise Replenishing Serum C+E®","1","60.00","60.00"
"3463","262","10190660  ","Indulge® Soothing Eye Gel","1","18.00","18.00"
"3464","262","10200708  ","Supreme Hydrating Lipstick Samples, strip/8 Think of Pink","1","1.50","1.50"
"3465","262","10200709  ","Supreme Hydrating Lipstick Samples, strip/8 Very Raspberry","1","1.50","1.50"
"3466","262","10219385  ","NUEVO! La Imagen (Primavera 2023), paq./10","1","4.50","4.50"
"3467","262","10220971  ","¡REVISADO! Libro de belleza y Hoja de juego de productos (VersiÃ³n 2/23), paq./10","2","2.50","5.00"
"3468","262","10220972  ","REVISED! Beauty Profile Cards (Version 2/23), pk./30","1","1.25","1.25"
"3469","262","10139838  ","Hydrogel Eye Patches, pk./30 pairs","1","40.00","40.00"
"3470","262","10090136  ","Eyeliner MK Black","2","12.00","24.00"
"3471","262","10179763  ","Limited-Edition  Heart-Shaped Lipstick Courageous Pink","2","10.00","20.00"
"3472","262","10189587  ","Brown Eye Look Color Card Sample, 5 pk.","1","3.00","3.00"
"3473","262","10161658  ","Satin Hands Nourishing Shea Cream Sample, pk./12","1","8.00","8.00"
"3474","262","10149098  ","Facial Cloths (Disposable), pk./30","2","2.25","4.50"
"3475","262","10091504  ","White Tea & Citrus Satin Body® Revitalizing Shea Scrub","1","20.00","20.00"
"3476","262","10055903  ","Brush Cleaner","3","12.00","36.00"
"3477","262","10177902  ","Mary Kay Clinical Solutions® Ferulic + Niacinamide Brightener","5","38.00","190.00"
"3478","262","10090638  ","White Tea & Citrus Satin Hands® Pampering Set","1","36.00","36.00"
"3479","262","10017658  ","Ultimate Mascara„¢ Black Brown","2","16.00","32.00"
"3480","262","10015138  ","Sheer Mineral Pressed Powder Beige 2","2","18.00","36.00"
"3481","262","10142038  ","Lash Love Fanorama„¢ Mascara I ¥ black","2","16.00","32.00"
"3482","262","10088998  ","TimeWise&reg; Age Minimize 3D&reg; 4-in-1 Cleanser - Combination/Oily Combination/Oily","1","26.00","26.00"
"3483","262","10072822  ","CC Cream Sunscreen Broad Spectrum SPF 15* Very Light","1","22.00","22.00"
"3484","262","10088632  ","White Tea & Citrus Satin Hands® Nourishing Shea Cream","1","12.00","12.00"
"3485","262","10201248  ","Limited-Edition  Cream Highlighter Duo Stick  Pearl & Gold","2","18.00","36.00"
"3486","262","10145845  ","Clear Proof® Deep-Cleansing Charcoal Mask Sample, pk./6","1","2.00","2.00"
"3487","262","10146629  ","TimeWise® Moisture Renewing Gel Mask Sample, pk./6","1","2.00","2.00"
"3488","262","10099043  ","Satin Hands® Pampering Set Deluxe Mini - White Tea & Citrus","2","4.00","8.00"
"3489","262","10179677  ","TimeWise® Miracle Set 3D„¢ Sample Sets, pk./3 (Normal/Dry) Normal/Dry","4","4.00","16.00"
"3490","262","10179678  ","TimeWise® Miracle Set 3D„¢ Sample Sets, pk./3 (Combination/Oily) Combination/Oily","4","4.00","16.00"
"3491","263","10044465  ","Lash Love® Waterproof Mascara I ¥ Black","1","16.00","16.00"
"3492","263","10160895  ","Gel Semi-Matte Lipstick Sample, pk.1 - Mauve Moment Free","1","0.00","0.00"
"3493","263","10225376  ","New Color Card - Brown Eye Pk/1, Free","1","0.00","0.00"
"3494","263","10122321  ","Cheek Brush","1","14.00","14.00"
"3495","263","10055903  ","Brush Cleaner","1","12.00","12.00"
"3496","263","10226620  ","Limited-Edition Blissful Pomegranate Satin Hands® Pampering Set ","1","36.00","36.00"
"3497","264","10215743  ","Golden Rules - December 2022 Collection Piece","1","0.00","0.00"
"3498","265","10118434  ","TimeWise Repair® Volu-Firm® Set","1","215.00","215.00"
"3499","265","10088897  ","TimeWise Repair® Revealing Radiance® Facial Peel","1","68.00","68.00"
"3500","265","10029726  ","Oil-Free Eye Makeup Remover","1","18.00","18.00"
"3501","265","10224814  ","60th Anniversary Special! Skinvigorate Sonic„¢ Skin Care System","1","60.00","60.00"
"3502","265","10072822  ","CC Cream Sunscreen Broad Spectrum SPF 15* Very Light","1","22.00","22.00"
"3503","265","10143940  ","Travel Roll-Up Bag, (unfilled)","1","36.00","36.00"
"3504","265","10139838  ","Hydrogel Eye Patches, pk./30 pairs","1","40.00","40.00"
"3505","265","10225376  ","New Color Card - Brown Eye Pk/1, Free","1","0.00","0.00"
"3506","265","10030614  ","Ultimate Mascara„¢ Sample Black","1","0.00","0.00"
"3507","266","10151329  ","TimeWise® Moisture Renewing Gel Mask","1","24.00","24.00"
"3508","266","10078810  ","Extra Emollient Night Cream Sample","1","0.00","0.00"
"3509","266","10216024  ","Instant Puffiness Reducer Sample pk./1 CDS Free","1","0.00","0.00"
"3510","266","10099963  ","TimeWise® Matte 3D Foundation Ivory N 160","1","25.00","25.00"
"3511","266","10214628  ","Limited-Edition  Heart-Shaped Foundation Brush","1","5.00","5.00"
"3512","267","10177902  ","Mary Kay Clinical Solutions® Ferulic + Niacinamide Brightener","2","38.00","76.00"
"3513","267","10224814  ","60th Anniversary Special! Skinvigorate Sonic„¢ Skin Care System","2","60.00","120.00"
"3514","267","10177904  ","Mary Kay Clinical Solutions® PHA + AHA Resurfacer","2","38.00","76.00"
"3515","267","10200873  ","Supreme Hydrating Lipstick Think of Pink","3","18.00","54.00"
"3516","267","10200874  ","Supreme Hydrating Lipstick Very Raspberry","4","18.00","72.00"
"3517","267","10201246  ","Limited-Edition  Cream Bronzer Duo Stick Honey & Luster","2","18.00","36.00"
"3518","267","10201247  ","Limited-Edition  Cream Bronzer Duo Stick Bronze & Shimmer","2","18.00","36.00"
"3519","267","10201248  ","Limited-Edition  Cream Highlighter Duo Stick  Pearl & Gold","2","18.00","36.00"
"3520","267","10201211  ","Limited-Edition  Hand Cream Mandarin & Rose","2","10.00","20.00"
"3521","267","10201212  ","Limited-Edition  Hand Cream Wild Berry & Passionflower","2","10.00","20.00"
"3522","267","10201213  ","Limited-Edition  Hand Cream Mango & Orange Flower","2","10.00","20.00"
"3523","267","10118434  ","TimeWise Repair® Volu-Firm® Set","1","215.00","215.00"
"3524","267","10201519  ","Special-Edition  Skin Care Sidekick Set","1","0.00","0.00"
"3525","267","10212681  ","Golden Rules - January 2023 Collection Piece","1","0.00","0.00"
"3526","267","10224652  ","Leadership 2023 Attendee Product Bonus Bundle","1","120.00","120.00"
"3527","267","10219385  ","NUEVO! La Imagen (Primavera 2023), paq./10","2","4.50","9.00"
"3528","267","10220971  ","¡REVISADO! Libro de belleza y Hoja de juego de productos (VersiÃ³n 2/23), paq./10","2","2.50","5.00"
"3529","267","10053074  ","TimeWise Repair® Volu-Firm® Foaming Cleanser","2","30.00","60.00"
"3530","267","10173105  ","Timewise® Age Minimize 3D® Day Cream (Non SPF) - Normal/Dry Normal/Dry","1","34.00","34.00"
"3531","267","10173095  ","TimeWise® Age Minimize 3D® Day Cream SPF 30 Broad Spectrum Sunscreen - Combination/Oily Combination/Oily","1","34.00","34.00"
"3532","267","10173098  ","TimeWise® Age Minimize 3D® Night Cream - Normal/Dry Normal/Dry","1","34.00","34.00"
"3533","267","10029726  ","Oil-Free Eye Makeup Remover","3","18.00","54.00"
"3534","267","10098324  ","White Tea & Citrus Satin Lips® Set","3","22.00","66.00"
"3535","267","10099043  ","Satin Hands® Pampering Set Deluxe Mini - White Tea & Citrus","5","4.00","20.00"
"3536","267","10149098  ","Facial Cloths (Disposable), pk./30","2","2.25","4.50"
"3537","267","10075138  ","Discover What You Love® Campaign Large Plastic Shopping Bags, pk./50","1","5.50","5.50"
"3538","267","10151790  ","TimeWise® Microdermabrasion Plus Set","2","58.00","116.00"
"3539","267","10142038  ","Lash Love Fanorama„¢ Mascara I ¥ black","2","16.00","32.00"
"3540","267","10090136  ","Eyeliner MK Black","1","12.00","12.00"
"3541","267","10092105  ","Lash Intensity® Mascara Black","2","18.00","36.00"
"3542","267","10017657  ","Ultimate Mascara„¢ Black","2","16.00","32.00"
"3543","267","10072822  ","CC Cream Sunscreen Broad Spectrum SPF 15* Very Light","1","22.00","22.00"
"3544","267","10086620  ","CC Cream Sunscreen Broad Spectrum SPF 15* Very Deep","1","22.00","22.00"
"3545","267","10149208  ","Liquid Eye Shadow Light Beam","1","16.00","16.00"
"3546","267","10149211  ","Liquid Eye Shadow Meteor Shower","1","16.00","16.00"
"3547","267","10149210  ","Liquid Eye Shadow Pink Starlight","3","16.00","48.00"
"3548","267","10015137  ","Sheer Mineral Pressed Powder Beige 1","1","18.00","18.00"
"3549","267","10139838  ","Hydrogel Eye Patches, pk./30 pairs","1","40.00","40.00"
"3550","267","10108837  ","TimeWise Repair® Volu-Firm® Advanced Lifting Serum","2","74.00","148.00"
"3551","267","10107608  ","Mary Kay Chromafusion® Eye Shadow Mahogany","2","8.00","16.00"
"3552","267","10093244  ","Starter Kit Bag","1","25.00","25.00"
"3553","267","10202992  ","Mary Kay Perfect Palette® (unfilled)","2","18.00","36.00"
"3554","268","10121614  ","TimeWise Repair Volu-Firm The Go Set®","1","38.00","38.00"
"3555","268","10160886  ","Micellar Water","1","18.00","18.00"
"3556","268","10029726  ","Oil-Free Eye Makeup Remover","1","18.00","18.00"
"3557","268","10216024  ","Instant Puffiness Reducer Sample pk./1 CDS Free","1","0.00","0.00"
"3558","268","10165084  ","Hydrogel Eye Patches Sample CDS Free","1","0.00","0.00"
"3559","269","10219381  ","The Look with Samplers “ Spanish (CFL)","11","0.90","9.90"
"3560","269","10219380  ","The Look with Samplers “ English (CFL)","2","0.90","1.80"
"3561","270","10219379  ","The Look with Samplers “ Spanish","16","0.90","14.40"
"3562","270","10219378  ","The Look with Samplers “ English","13","0.90","11.70"
"3563","271","10215743  ","Golden Rules - December 2022 Collection Piece","1","0.00","0.00"
"3564","271","10015137  ","Sheer Mineral Pressed Powder Beige 1","1","18.00","18.00"
"3565","271","10029726  ","Oil-Free Eye Makeup Remover","5","18.00","90.00"
"3566","271","10054108  ","Foundation Primer Sunscreen Broad Spectrum SPF 15* Sample","1","1.50","1.50"
"3567","271","10072823  ","CC Cream Sunscreen Broad Spectrum SPF 15* Light to Medium","2","22.00","44.00"
"3568","271","10072825  ","CC Cream Sunscreen Broad Spectrum SPF 15* Deep","1","22.00","22.00"
"3569","271","10085801  ","Lip Liner Red","1","12.00","12.00"
"3570","271","10088625  ","Fragrance-Free Satin Hands® Pampering Set","2","36.00","72.00"
"3571","271","10089020  ","TimeWise Miracle Set 3D The Go Set - Combination/Oily Combination/Oily","2","28.00","56.00"
"3572","271","10090638  ","White Tea & Citrus Satin Hands® Pampering Set","4","36.00","144.00"
"3573","271","10092105  ","Lash Intensity® Mascara Black","1","18.00","18.00"
"3574","271","10092193  ","Perfecting Concealer Light Beige","1","16.00","16.00"
"3575","271","10098324  ","White Tea & Citrus Satin Lips® Set","1","22.00","22.00"
"3576","271","10107599  ","Mary Kay Chromafusion® Eye Shadow Moonstone","1","8.00","8.00"
"3577","271","10107605  ","Mary Kay Chromafusion® Eye Shadow Candlelight","1","8.00","8.00"
"3578","271","10107606  ","Mary Kay Chromafusion® Eye Shadow Hazelnut","2","8.00","16.00"
"3579","271","10107607  ","Mary Kay Chromafusion® Eye Shadow Cinnabar","2","8.00","16.00"
"3580","271","10107611  ","Mary Kay Chromafusion® Eye Shadow Hot Fudge","2","8.00","16.00"
"3581","271","10107614  ","Mary Kay Chromafusion® Eye Shadow Smoky Quartz","2","8.00","16.00"
"3582","271","10107617  ","Mary Kay Chromafusion® Eye Shadow Granite","1","8.00","8.00"
"3583","271","10107618  ","Mary Kay Chromafusion® Eye Shadow Stormy","1","8.00","8.00"
"3584","271","10107622  ","Mary Kay Chromafusion® Eye Shadow Rose Gold","1","8.00","8.00"
"3585","271","10107624  ","Mary Kay Chromafusion® Eye Shadow Shiny Penny","1","8.00","8.00"
"3586","271","10107630  ","Mary Kay Chromafusion® Eye Shadow Dusty Rose","1","8.00","8.00"
"3587","271","10107631  ","Mary Kay Chromafusion® Eye Shadow Golden Mauve","2","8.00","16.00"
"3588","271","10107633  ","Mary Kay Chromafusion® Eye Shadow Frozen Iris","1","8.00","8.00"
"3589","271","10107640  ","Mary Kay Chromafusion® Eye Shadow Evening Navy","2","8.00","16.00"
"3590","271","10122321  ","Cheek Brush","1","14.00","14.00"
"3591","271","10122325  ","Liquid Foundation Brush","1","14.00","14.00"
"3592","271","10127613  ","Precision Brow Liner Brunette","2","14.00","28.00"
"3593","271","10134442  ","Palette Cheek Brush","1","2.00","2.00"
