Texto46,Texto44,Texto48,Date,receipt,third-party name,CUIT,Taxed ,VAT tax,withholdings,exempt,ITC tax,total amount,,,
,,,2/13/2023,FCC A-1953-00001488,BAZAR AVENIDA SA,30-53284754-7,"$ 90,908.27","$ 19,090.73",$ 0.00,$ 0.00,$ 0.00,"$ 109,999.00",,,
,,,2/13/2023,FCC A-2023-00000213,BANCO DE LA CIUDAD DE BUENOS AIRES,30-99903208-3,$ 106.00,$ 22.26,$ 0.00,$ 0.00,$ 0.00,$ 128.26,,,
,,,2/13/2023,NCC A-0011-00005883,CORRALON FRANCO Y HNOS SRL,30-70894364-5,"$-1,402.43",$-294.51,$-14.03,$ 0.00,$ 0.00,"$-1,710.97",,,
,,,2/13/2023,NCC A-0034-00004120,KWS ARGENTINA S.A,30-59821885-0,"$-3,108,732.90","$-652,834.44",$ 0.00,$ 0.00,$ 0.00,"$-3,761,567.34",,,
,,,2/13/2023,NDC A-0014-00042789,RIZOBACTER ARGENTINA S.A.,30-59317405-7,"$ 290,287.29","$ 60,960.33",$ 0.00,$ 0.00,$ 0.00,"$ 351,247.62",,,
,,,2/14/2023,FCC A-0001-00007275,M Y D DISTRIBUCIONES S.A.S.,30-71670132-4,"$ 4,267.08",$ 896.09,$ 0.00,$ 0.00,$ 0.00,"$ 5,163.17",,,
,,,2/14/2023,FCC A-0002-00000136,FM AGROPECUARIA S.R.L,30-70925457-6,"$ 1,085,000.00","$ 113,925.00",$ 0.00,$ 0.00,$ 0.00,"$ 1,198,925.00",,,
,,,2/14/2023,FCC A-0002-00035691,ANGELITO S.A.,30-71490278-0,"$ 25,335.02","$ 5,320.35",$ 0.00,$ 0.00,$ 0.00,"$ 30,655.37",,,
,,,2/14/2023,FCC A-0003-00000822,DISTRIBUIDORA BERTOLA SRL,33-71773109-9,"$ 30,587.20","$ 6,423.31",$ 0.00,$ 0.00,$ 0.00,"$ 37,010.51",,,
,,,2/14/2023,FCC A-0003-00255130,BORSELLI CM SA,20-16576881-8,"$ 26,034.22","$ 5,467.19",$ 260.32,$ 0.00,$ 0.00,"$ 31,761.73",,,
,,,2/14/2023,FCC A-0003-00255131,BORSELLI CM SA,20-16576881-8,"$ 6,407.95","$ 1,345.67",$ 64.08,$ 0.00,$ 0.00,"$ 7,817.70",,,
,,,2/14/2023,FCC A-0005-00017809,PASTORE JC SA,20-05270426-0,"$ 10,736.75","$ 2,254.72",$ 0.00,$ 0.00,$ 0.00,"$ 12,991.47",,,
,,,2/14/2023,FCC A-0006-00000372,ATANOR S.C.A,30-50065891-2,"$ 988,530.70","$ 207,591.45",$ 0.00,$ 0.00,$ 0.00,"$ 1,196,122.15",,,
,,,2/14/2023,FCC A-0006-00025504,BRAMUZZI CD SA,20-11785648-9,"$ 1,371.09",$ 287.93,$ 0.00,$ 0.00,$ 0.00,"$ 1,659.02",,,
,,,2/14/2023,FCC A-0007-00011256,PELLA SA,30-71729624-5,"$ 1,357.80",$ 285.14,$ 0.00,"$ 5,572.40",$ 0.00,"$ 7,215.34",,,
,,,2/14/2023,FCC A-0011-00018960,CORRALON FRANCO Y HNOS SRL,30-70894364-5,"$ 193,597.58","$ 40,655.49","$ 1,935.98",$ 0.00,$ 0.00,"$ 236,189.05",,,
,,,2/14/2023,FCC A-0019-00008854,CORRALON FRANCO Y HNOS SRL,30-70894364-5,"$ 7,360.91","$ 1,545.79",$ 73.61,$ 0.00,$ 0.00,"$ 8,980.31",,,
,,,2/14/2023,FCC A-0021-00037200,SABY HNOS S.R.L.,30-70711867-5,"$ 3,103.18",$ 651.67,$ 0.00,$ 446.16,$ 0.00,"$ 4,201.01",,,
,,,2/14/2023,FCC A-0047-00065717,ALONLFI S.R.L.,30-56783883-4,"$ 11,880.02","$ 2,360.09",$ 0.00,$ 0.00,$ 0.00,"$ 14,240.11",,,
,,,2/14/2023,FCC A-0047-00065720,ALONLFI S.R.L.,30-56783883-4,"$ 21,107.47","$ 4,432.57",$ 0.00,$ 0.00,$ 0.00,"$ 25,540.04",,,
,,,2/14/2023,FCC A-0385-00017914,NUTRIEN AG SOLUTIONS ARG S.A.,30-68149046-5,"$ 863,996.53","$ 94,808.68","$ 8,639.58",$ 0.00,$ 0.00,"$ 967,444.79",,,
,,,2/14/2023,FCC A-2023-00000214,BANCO DE LA CIUDAD DE BUENOS AIRES,30-99903208-3,$ 106.00,$ 22.26,$ 0.00,$ 0.00,$ 0.00,$ 128.26,,,
,,,2/14/2023,FCC A-8056-02117053,LOGISTICA LA SERENISIMA SA,30-70721038-5,"$ 19,030.54","$ 3,996.41",$ 652.44,$ 0.00,$ 0.00,"$ 23,679.39",,,
,,,2/14/2023,FCC C-0002-00000249,TASSONE MI SA,20-35472333-7,$ 0.00,$ 0.00,$ 0.00,"$ 110,495.00",$ 0.00,"$ 110,495.00",,,
,,,2/15/2023,FCC A-0003-00030240,MACCIO JA SA,20-17457499-6,"$ 80,200.57","$ 14,959.88",$ 0.00,$ 0.00,$ 0.00,"$ 95,160.45",,,
,,,2/15/2023,FCC A-0006-00000373,ATANOR S.C.A,30-50065891-2,"$ 1,941,402.88","$ 407,694.60",$ 0.00,$ 0.00,$ 0.00,"$ 2,349,097.48",,,
,,,2/15/2023,FCC A-0008-00031055,SALVAC EMPRESA DE SEGURIDAD,30-66911085-1,"$ 25,289.26","$ 5,310.74",$ 0.00,$ 0.00,$ 0.00,"$ 30,600.00",,,
,,,2/15/2023,FCC A-0021-00012604,FRIGORIFICO CORONEL MOLDES S.A,30-70846564-6,"$ 63,270.00","$ 13,286.70",$ 0.00,$ 0.00,$ 0.00,"$ 76,556.70",,,
,,,2/15/2023,FCC A-0021-00037236,SABY HNOS S.R.L.,30-70711867-5,"$ 16,352.33","$ 3,433.99",$ 0.00,"$ 1,213.69",$ 0.00,"$ 21,000.01",,,
,,,2/15/2023,FCC A-0021-00037327,SABY HNOS S.R.L.,30-70711867-5,"$ 7,476.65","$ 1,570.10",$ 0.00,$ 554.92,$ 0.00,"$ 9,601.67",,,
,,,2/16/2023,FCC A-0001-00077810,ALISUR S.A.S SOCIEDAD POR ACCIONES SIMPLIFICA,30-71575494-7,"$ 21,818.36","$ 4,581.85",$ 0.00,$ 0.00,$ 0.00,"$ 26,400.21",,,
,,,2/16/2023,FCC A-0002-00216968,A Y V LOPEZ DISTRIBUCIONES SRL,30-71183478-4,"$ 25,363.91","$ 5,326.42",$ 0.00,$ 0.00,$ 0.00,"$ 30,690.33",,,
,,,2/16/2023,FCC A-0003-00255689,BORSELLI CM SA,20-16576881-8,"$ 4,419.34",$ 928.06,$ 44.20,$ 0.00,$ 0.00,"$ 5,391.60",,,
,,,2/16/2023,FCC A-0003-00255692,BORSELLI CM SA,20-16576881-8,"$ 23,264.80","$ 4,885.61",$ 232.66,$ 0.00,$ 0.00,"$ 28,383.07",,,
,,,2/16/2023,FCC A-0003-00255693,BORSELLI CM SA,20-16576881-8,"$ 2,633.04",$ 552.94,$ 26.34,$ 0.00,$ 0.00,"$ 3,212.32",,,
,,,2/16/2023,FCC A-0004-00000130,BERTHET GN SA,20-27140775-1,"$ 16,603.30","$ 3,486.69",$ 0.00,$ 0.00,$ 0.00,"$ 20,089.99",,,
,,,2/16/2023,FCC A-0005-00017864,PASTORE JC SA,20-05270426-0,"$ 7,041.96","$ 1,478.81",$ 0.00,$ 0.00,$ 0.00,"$ 8,520.77",,,
,,,2/16/2023,FCC A-0005-00115505,PIRANI DISTRIBUCIONES S.R.L.,30-71176062-4,"$ 5,804.67","$ 1,218.98",$ 0.00,$ 0.00,$ 0.00,"$ 7,023.65",,,
,,,2/16/2023,FCC A-0005-00115508,PIRANI DISTRIBUCIONES S.R.L.,30-71176062-4,"$ 5,658.66",$ 594.16,$ 0.00,$ 0.00,$ 0.00,"$ 6,252.82",,,
,,,2/16/2023,FCC A-0008-00299431,DELINTER SA,30-70773274-8,"$ 12,606.02","$ 2,647.26",$ 137.98,"$ 1,191.91",$ 0.00,"$ 16,583.17",,,
,,,2/16/2023,FCC A-0010-00009279,ABASTO DE CARNE RIO CUARTO SRL,30-71246363-1,"$ 86,760.00","$ 9,109.80",$ 347.04,$ 0.00,$ 0.00,"$ 96,216.84",,,
,,,2/16/2023,FCC A-2023-00000216,BANCO DE LA CIUDAD DE BUENOS AIRES,30-99903208-3,$ 212.00,$ 44.52,$ 0.00,$ 0.00,$ 0.00,$ 256.52,,,
,,,2/16/2023,FCC A-8056-02120920,LOGISTICA LA SERENISIMA SA,30-70721038-5,"$ 22,089.64","$ 4,638.82",$ 738.67,$ 0.00,$ 0.00,"$ 27,467.13",,,
,,,2/16/2023,NCC A-0011-00005902,CORRALON FRANCO Y HNOS SRL,30-70894364-5,"$-58,079.28","$-12,196.65",$-580.79,$ 0.00,$ 0.00,"$-70,856.72",,,
,,,2/17/2023,FCC A-0002-00005349,GAIA VINS S.R.L.,30-71408589-8,"$ 15,303.49","$ 3,213.73",$ 0.00,$ 0.00,$ 0.00,"$ 18,517.22",,,
,,,2/17/2023,FCC A-0002-00035790,ANGELITO S.A.,30-71490278-0,"$ 14,215.32","$ 2,985.22",$ 0.00,$ 0.00,$ 0.00,"$ 17,200.54",,,
,,,2/17/2023,FCC A-0003-00161673,DISTRIBUIDORA IMPERSUR S.R.L.,30-71238203-8,"$ 6,771.08","$ 1,421.92",$ 0.00,$ 0.00,$ 0.00,"$ 8,193.00",,,
,,,2/17/2023,FCC A-0005-00115605,PIRANI DISTRIBUCIONES S.R.L.,30-71176062-4,"$ 9,515.21","$ 1,998.19",$ 0.00,$ 0.00,$ 0.00,"$ 11,513.40",,,
,,,2/17/2023,FCC A-0005-00115628,PIRANI DISTRIBUCIONES S.R.L.,30-71176062-4,"$ 1,702.03",$ 357.43,$ 0.00,$ 0.00,$ 0.00,"$ 2,059.46",,,
,,,2/17/2023,FCC A-0006-00025578,BRAMUZZI CD SA,20-11785648-9,"$ 3,092.55",$ 649.44,$ 0.00,$ 0.00,$ 0.00,"$ 3,741.99",,,
,,,2/17/2023,FCC A-0011-00001203,AYELLO SE SA,20-06653436-8,"$ 44,545.52","$ 9,354.56",$ 0.00,$ 0.00,$ 0.00,"$ 53,900.08",,,
,,,2/17/2023,FCC A-0011-00001204,AYELLO SE SA,20-06653436-8,"$ 13,305.92","$ 2,794.24",$ 0.00,$ 0.00,$ 0.00,"$ 16,100.16",,,
,,,2/17/2023,FCC A-0051-00112837,BARALE HNOS S A,30-62732882-2,"$ 17,300.06","$ 3,243.41",$ 173.00,$ 0.00,$ 0.00,"$ 20,716.47",,,
,,,2/18/2023,FCC A-0018-00068416,SABY HNOS S.R.L.,30-70711867-5,"$ 15,769.98","$ 3,311.70",$ 0.00,"$ 1,119.48",$ 0.00,"$ 20,201.16",,,
,,,2/19/2023,FCC A-0021-00037697,SABY HNOS S.R.L.,30-70711867-5,"$ 17,096.96","$ 3,590.36",$ 0.00,"$ 1,213.68",$ 0.00,"$ 21,901.00",,,
,,,2/21/2023,FCC A-0002-00035830,ANGELITO S.A.,30-71490278-0,"$ 32,365.16","$ 6,796.68",$ 0.00,$ 0.00,$ 0.00,"$ 39,161.84",,,
,,,2/21/2023,FCC A-0003-00000412,ALIBERTO TINRO SA,23-94092337-9,"$ 3,430.00",$ 360.15,$ 0.00,$ 0.00,$ 0.00,"$ 3,790.15",,,
,,,2/21/2023,FCC A-0003-00030342,MACCIO JA SA,20-17457499-6,"$ 66,001.66","$ 11,710.27",$ 0.00,$ 0.00,$ 0.00,"$ 77,711.93",,,
,,,2/21/2023,FCC A-0003-00161963,DISTRIBUIDORA IMPERSUR S.R.L.,30-71238203-8,"$ 8,806.61","$ 1,849.39",$ 0.00,$ 0.00,$ 0.00,"$ 10,656.00",,,
,,,2/21/2023,FCC A-0003-00256136,BORSELLI CM SA,20-16576881-8,"$ 11,347.93","$ 2,383.07",$ 113.46,$ 0.00,$ 0.00,"$ 13,844.46",,,
,,,2/21/2023,FCC A-0004-00245149,GERARDO RBELLA S R L,30-70962088-2,"$ 17,004.69","$ 3,570.98",$ 0.00,$ 0.00,$ 0.00,"$ 20,575.67",,,
,,,2/21/2023,FCC A-0005-00017954,PASTORE JC SA,20-05270426-0,"$ 6,265.80","$ 1,315.82",$ 0.00,$ 0.00,$ 0.00,"$ 7,581.62",,,
,,,2/21/2023,FCC A-0006-00150807,F & C GRUPPO S A,30-70893146-9,"$ 9,105.78","$ 1,912.22",$ 140.07,$ 232.00,$ 0.00,"$ 11,390.07",,,
,,,2/21/2023,FCC A-0007-00011871,PELLA SA,30-71729624-5,"$ 1,950.83",$ 409.67,$ 0.00,"$ 7,059.51",$ 0.00,"$ 9,420.01",,,
,,,2/21/2023,FCC A-8056-02125153,LOGISTICA LA SERENISIMA SA,30-70721038-5,"$ 19,348.38","$ 4,063.16",$ 677.89,$ 0.00,$ 0.00,"$ 24,089.43",,,
,,,2/22/2023,FCC A-0001-00039354,CENTRAL DISTRIBUCIONES S.A.,30-71673398-6,"$ 9,928.79","$ 2,085.05",$ 0.00,$ 407.92,$ 0.00,"$ 12,421.76",,,
,,,2/22/2023,FCC A-0002-00000045,ULAGNERO NA SA,20-23557961-9,"$ 696,000.00","$ 73,080.00",$ 0.00,$ 0.00,$ 0.00,"$ 769,080.00",,,
,,,2/22/2023,FCC A-0002-00006123,TABASSO SA SA,20-29058959-3,"$ 115,746.57","$ 12,153.43",$ 0.00,$ 0.00,$ 0.00,"$ 127,900.00",,,
,,,2/22/2023,FCC A-0006-00000374,ATANOR S.C.A,30-50065891-2,"$ 647,186.50","$ 135,909.16",$ 0.00,$ 0.00,$ 0.00,"$ 783,095.66",,,
,,,2/22/2023,FCC A-0008-00000794,LEJTNEKER SA,20-24111873-9,"$ 33,847.93","$ 7,108.07",$ 0.00,$ 0.00,$ 0.00,"$ 40,956.00",,,
,,,2/22/2023,FCC A-0009-00019681,RAFCA SRL,30-71425460-6,"$ 6,212.93","$ 1,304.72",$ 62.13,$ 0.00,$ 0.00,"$ 7,579.78",,,
,,,2/22/2023,FCC A-0011-00019088,CORRALON FRANCO Y HNOS SRL,30-70894364-5,"$ 58,080.03","$ 12,196.81",$ 580.80,$ 0.00,$ 0.00,"$ 70,857.64",,,
,,,2/22/2023,FCC A-0028-00000589,MANZANO SOCIEDAD DE RESPONSABILIDAD L,30-70912457-5,"$ 12,648.08","$ 2,656.11",$ 575.27,"$ 44,879.07",$ 0.00,"$ 60,758.53",,,
,,,2/22/2023,FCC A-0297-00292863,ASOCIACION ARG. DE LOS ADVENTISTAS DEL 7 DIA,30-50097401-6,"$ 11,215.95","$ 2,355.35",$ 0.00,$ 0.00,$ 0.00,"$ 13,571.30",,,
,,,2/22/2023,FCC A-2023-00000222,BANCO DE LA CIUDAD DE BUENOS AIRES,30-99903208-3,$ 106.00,$ 22.26,$ 0.00,$ 0.00,$ 0.00,$ 128.26,,,
,,,2/22/2023,FCC C-0001-00000055,BARLASINA LL SA,20-29787632-6,$ 0.00,$ 0.00,$ 0.00,"$ 205,000.00",$ 0.00,"$ 205,000.00",,,
,,,2/22/2023,FCC C-0002-00000057,BARLASINA LLL SA,20-32071221-2,$ 0.00,$ 0.00,$ 0.00,"$ 275,000.00",$ 0.00,"$ 275,000.00",,,
,,,2/22/2023,FCC C-0002-00000076,BARLASINA LLW SA,20-34968476-5,$ 0.00,$ 0.00,$ 0.00,"$ 205,000.00",$ 0.00,"$ 205,000.00",,,
,,,2/22/2023,FCC C-0002-00000094,FILIPPETTI SA,20-32071380-4,$ 0.00,$ 0.00,$ 0.00,"$ 190,000.00",$ 0.00,"$ 190,000.00",,,
,,,2/22/2023,FCC C-0003-00000014,BARLASINA OS SA,20-12140910-1,$ 0.00,$ 0.00,$ 0.00,"$ 180,000.00",$ 0.00,"$ 180,000.00",,,
,,,2/23/2023,FCC A-0002-00088859,SUR DISTRIBUCION S.A.,30-71534770-5,"$ 14,072.81","$ 2,955.29",$ 0.00,"$ 1,762.35",$ 0.00,"$ 18,790.45",,,
,,,2/23/2023,FCC A-0002-00217670,A Y V LOPEZ DISTRIBUCIONES SRL,30-71183478-4,"$ 26,005.82","$ 5,461.22",$ 0.00,$ 0.00,$ 0.00,"$ 31,467.04",,,
,,,2/23/2023,FCC A-0002-00217671,A Y V LOPEZ DISTRIBUCIONES SRL,30-71183478-4,$ 679.68,$ 142.73,$ 0.00,$ 0.00,$ 0.00,$ 822.41,,,
,,,2/23/2023,FCC A-0003-00030427,MACCIO JA SA,20-17457499-6,"$ 81,417.43","$ 15,250.21",$ 0.00,$ 0.00,$ 0.00,"$ 96,667.64",,,
,,,2/23/2023,FCC A-0003-00256668,BORSELLI CM SA,20-16576881-8,"$ 1,037.54",$ 217.88,$ 10.37,$ 0.00,$ 0.00,"$ 1,265.79",,,
,,,2/23/2023,FCC A-0003-00256669,BORSELLI CM SA,20-16576881-8,"$ 3,231.84",$ 678.69,$ 32.31,$ 0.00,$ 0.00,"$ 3,942.84",,,
,,,2/23/2023,FCC A-0003-00256673,BORSELLI CM SA,20-16576881-8,"$ 17,296.48","$ 3,632.26",$ 172.97,$ 0.00,$ 0.00,"$ 21,101.71",,,
,,,2/23/2023,FCC A-0005-00003956,DOLTIN S.A.S.,33-71676153-9,"$ 6,411.58","$ 1,346.43",$ 0.00,$ 0.00,$ 0.00,"$ 7,758.01",,,
,,,2/23/2023,FCC A-0005-00017987,PASTORE JC SA,20-05270426-0,"$ 7,414.72","$ 1,557.09",$ 0.00,$ 0.00,$ 0.00,"$ 8,971.81",,,
,,,2/23/2023,FCC A-0010-00009328,ABASTO DE CARNE RIO CUARTO SRL,30-71246363-1,"$ 27,300.00","$ 2,866.50",$ 109.20,$ 0.00,$ 0.00,"$ 30,275.70",,,
,,,2/23/2023,FCC A-0021-00038033,SABY HNOS S.R.L.,30-70711867-5,"$ 9,004.66","$ 1,765.17",$ 0.00,$ 554.17,$ 0.00,"$ 11,324.00",,,
,,,2/23/2023,FCC A-0290-00140470,EMBOTELLADORA DEL ATLANTICO S.A.,30-52913594-3,"$ 41,720.70","$ 8,761.34","$ 1,702.95","$ 3,412.53",$ 0.00,"$ 55,597.52",,,
,,,2/23/2023,FCC A-8056-02128102,LOGISTICA LA SERENISIMA SA,30-70721038-5,"$ 14,582.52","$ 3,062.33",$ 538.11,$ 0.00,$ 0.00,"$ 18,182.96",,,
,,,2/23/2023,NDC A-2023-00009914,S&C INVERSIONES S.A.,30-70847222-7,$ 490.10,$ 102.92,$ 0.00,$ 0.00,$ 0.00,$ 593.02,,,
,,,2/24/2023,FCC A-0002-00035939,ANGELITO S.A.,30-71490278-0,"$ 27,908.57","$ 5,860.80",$ 0.00,$ 0.00,$ 0.00,"$ 33,769.37",,,
,,,2/24/2023,FCC A-0002-00037835,BORLA HNOS SA,30-71554239-7,$ 295.86,$ 62.13,$ 0.00,$ 0.00,$ 0.00,$ 357.99,,,
,,,2/24/2023,FCC A-0002-00037836,BORLA HNOS SA,30-71554239-7,"$ 7,006.63","$ 1,471.39",$ 0.00,$ 0.00,$ 0.00,"$ 8,478.02",,,
,,,2/24/2023,FCC A-0002-00037837,BORLA HNOS SA,30-71554239-7,"$ 18,817.67","$ 3,951.71",$ 0.00,$ 0.00,$ 0.00,"$ 22,769.38",,,
,,,2/24/2023,FCC A-0003-00162469,DISTRIBUIDORA IMPERSUR S.R.L.,30-71238203-8,"$ 5,442.98","$ 1,143.02",$ 0.00,"$ 1,118.00",$ 0.00,"$ 7,704.00",,,
,,,2/24/2023,FCC A-0003-00162470,DISTRIBUIDORA IMPERSUR S.R.L.,30-71238203-8,"$ 28,165.29","$ 5,914.71",$ 0.00,$ 0.00,$ 0.00,"$ 34,080.00",,,
,,,2/24/2023,FCC A-0003-00162506,DISTRIBUIDORA IMPERSUR S.R.L.,30-71238203-8,"$ 14,222.91","$ 2,986.82",$ 0.00,$ 300.27,$ 0.00,"$ 17,510.00",,,
,,,2/24/2023,FCC A-0005-00003969,DOLTIN S.A.S.,33-71676153-9,"$ 1,269.00",$ 266.49,$ 0.00,$ 0.00,$ 0.00,"$ 1,535.49",,,
,,,2/24/2023,FCC A-0005-00115930,PIRANI DISTRIBUCIONES S.R.L.,30-71176062-4,"$ 3,561.68",$ 373.98,$ 0.00,$ 0.00,$ 0.00,"$ 3,935.66",,,
,,,2/24/2023,FCC A-0005-00115931,PIRANI DISTRIBUCIONES S.R.L.,30-71176062-4,"$ 15,254.07","$ 3,203.35",$ 0.00,$ 0.00,$ 0.00,"$ 18,457.42",,,
,,,2/24/2023,FCC A-0005-00115932,PIRANI DISTRIBUCIONES S.R.L.,30-71176062-4,"$ 8,801.23","$ 1,848.26",$ 0.00,$ 0.00,$ 0.00,"$ 10,649.49",,,
,,,2/24/2023,FCC A-0006-00000375,ATANOR S.C.A,30-50065891-2,"$ 1,132,016.76","$ 237,723.52",$ 0.00,$ 0.00,$ 0.00,"$ 1,369,740.28",,,
,,,2/24/2023,FCC A-0006-00000376,ATANOR S.C.A,30-50065891-2,"$ 654,288.50","$ 137,400.58",$ 0.00,$ 0.00,$ 0.00,"$ 791,689.08",,,
,,,2/24/2023,FCC A-0006-00025677,BRAMUZZI CARLOS DANIEL,20-11785648-9,"$ 2,915.72",$ 612.30,$ 0.00,$ 0.00,$ 0.00,"$ 3,528.02",,,
,,,2/24/2023,FCC A-0007-00008217,FOCSEED S.A.,30-71084477-8,"$ 106,170.52","$ 22,296.59",$ 0.00,$ 0.00,$ 0.00,"$ 128,467.11",,,
,,,2/24/2023,FCC A-0008-00300380,DELINTER SA,30-70773274-8,"$ 19,363.18","$ 4,066.27",$ 209.64,"$ 1,600.37",$ 0.00,"$ 25,239.46",,,
,,,2/24/2023,FCC A-0021-00038128,SABY HNOS S.R.L.,30-70711867-5,"$ 10,151.26","$ 2,131.76",$ 0.00,$ 720.62,$ 0.00,"$ 13,003.64",,,
,,,2/24/2023,FCC A-0021-00038159,SABY HNOS S.R.L.,30-70711867-5,"$ 13,271.42","$ 2,787.00",$ 0.00,$ 942.12,$ 0.00,"$ 17,000.54",,,
,,,2/24/2023,FCC A-0021-00038171,SABY HNOS S.R.L.,30-70711867-5,"$ 11,163.24","$ 2,344.28",$ 0.00,$ 792.45,$ 0.00,"$ 14,299.97",,,
,,,2/24/2023,FCC A-0021-00038193,SABY HNOS S.R.L.,30-70711867-5,"$ 6,119.97","$ 1,285.19",$ 0.00,"$ 1,096.72",$ 0.00,"$ 8,501.88",,,
,,,2/24/2023,FCC A-0051-00113149,BARALE HNOS S A,30-62732882-2,"$ 9,879.72","$ 2,074.74",$ 98.80,$ 0.00,$ 0.00,"$ 12,053.26",,,
,,,2/24/2023,FCC A-0213-00011001,BASUALDO SA,30-59986043-2,"$ 100,771.14","$ 21,161.94","$ 1,007.71",$ 604.63,$ 0.00,"$ 123,545.42",,,
,,,2/24/2023,FCC A-2023-00000224,BANCO DE LA CIUDAD DE BUENOS AIRES,30-99903208-3,"$ 1,306.00",$ 274.26,$ 0.00,$ 0.00,$ 0.00,"$ 1,580.26",,,
,,,2/24/2023,FCC A-6364-07254642,TELECOM ARGENTINA S.A.,30-63945373-8,"$ 50,775.00","$ 10,704.15","$ 2,046.61",$ 36.32,$ 0.00,"$ 63,562.08",,,
,,,2/25/2023,FCC A-0002-00000137,NICOLINO RD SA,20-20325252-9,"$ 1,467,180.00","$ 154,053.90",$ 0.00,$ 0.00,$ 0.00,"$ 1,621,233.90",,,
,,,2/25/2023,FCC A-0002-00000138,FM AGROPECUARIA S.R.L,30-70925457-6,"$ 2,500,875.00","$ 262,591.88",$ 0.00,$ 0.00,$ 0.00,"$ 2,763,466.88",,,
,,,2/25/2023,FCC A-0002-00004189,LLORENS MMJ SA,20-24474542-4,"$ 10,732.80","$ 2,253.89",$ 0.00,$ 0.00,$ 0.00,"$ 12,986.69",,,
,,,2/25/2023,FCC A-0004-00046226,DISTRIBUIDORA 4 HNOS. S.R.L.,30-71155926-0,"$ 6,134.45","$ 1,288.23",$ 0.00,$ 0.00,$ 0.00,"$ 7,422.68",,,
,,,2/25/2023,FCC A-0021-00038286,SABY HNOS S.R.L.,30-70711867-5,"$ 16,081.95","$ 3,377.21",$ 0.00,"$ 1,141.63",$ 0.00,"$ 20,600.79",,,
,,,2/27/2023,FCC A-0001-00049246,VENEX SA,30-71547320-4,"$ 170,002.67","$ 18,122.33",$ 0.00,$ 0.00,$ 0.00,"$ 188,125.00",,,
,,,2/27/2023,FCC A-0002-00006135,TABASSO SA SA,20-29058959-3,"$ 106,244.32","$ 11,155.68",$ 0.00,$ 0.00,$ 0.00,"$ 117,400.00",,,
,,,2/27/2023,FCC A-0003-00000414,ALIBERTO TINRO,23-94092337-9,"$ 5,110.00",$ 536.55,$ 0.00,$ 0.00,$ 0.00,"$ 5,646.55",,,
,,,2/27/2023,FCC A-0004-00246636,COSTABELLA S R L,30-70962088-2,"$ 34,162.17","$ 7,174.06",$ 0.00,$ 0.00,$ 0.00,"$ 41,336.23",,,
,,,2/27/2023,FCC A-0009-00020013,RAFCA SRL,30-71425460-6,"$ 8,735.46","$ 1,834.45",$ 87.36,$ 0.00,$ 0.00,"$ 10,657.27",,,
,,,2/27/2023,FCC A-0011-00019178,CORRALON FRANCO Y HNOS SRL,30-70894364-5,"$ 78,153.15","$ 16,412.16",$ 781.53,$ 0.00,$ 0.00,"$ 95,346.84",,,
,,,2/27/2023,FCC A-0014-00072158,RIZOBACTER ARGENTINA S.A.,30-59317405-7,"$ 11,016,917.57","$ 1,553,708.63",$ 0.00,$ 0.00,$ 0.00,"$ 12,570,626.20",,,
,,,2/27/2023,FCC A-0057-00026271,SUMMIT AGRO ARGENTINA  SA ,30-70778322-9,"$ 9,373,072.00","$ 1,968,345.12",$ 0.00,$ 0.00,$ 0.00,"$ 11,341,417.12",,,
,,,2/27/2023,FCC A-2023-00000227,BANCO DE LA CIUDAD DE BUENOS AIRES,30-99903208-3,"$ 4,371.47",$ 918.01,$ 0.00,$ 0.00,$ 0.00,"$ 5,289.48",,,
,,,2/27/2023,NCC A-0034-00004220,KWS ARGENTINA S.A,30-59821885-0,$ 0.00,$ 0.00,$ 0.00,"$-897,533.75",$ 0.00,"$-897,533.75",,,
,,,2/27/2023,NCC A-0046-00013194,BARALE HNOS S A,30-62732882-2,"$-1,886.01",$-396.06,$-18.86,$ 0.00,$ 0.00,"$-2,300.93",,,
,,,2/28/2023,FCC A-0001-00002829,TRES H BEBIDAS S.A.S.,30-71703824-6,"$ 63,520.02","$ 13,339.20",$ 0.00,$ 0.00,$ 0.00,"$ 76,859.22",,,
,,,2/28/2023,FCC A-0001-00007437,M Y D DISTRIBUCIONES S.A.S.,30-71670132-4,"$ 25,701.34","$ 5,397.28",$ 0.00,$ 0.00,$ 0.00,"$ 31,098.62",,,
,,,2/28/2023,FCC A-0001-00171110,F & C GRUPPO S A,30-70893146-9,"$ 17,428.10","$ 3,659.90",$ 178.00,$ 372.00,$ 0.00,"$ 21,638.00",,,
,,,2/28/2023,FCC A-0002-00000005,ANGELLI MM SA,20-21410111-5,"$ 3,600,000.00","$ 378,000.00",$ 0.00,$ 0.00,$ 0.00,"$ 3,978,000.00",,,
,,,2/28/2023,FCC A-0002-00036023,ANGELITO S.A.,30-71490278-0,"$ 18,429.56","$ 3,870.21",$ 0.00,$ 0.00,$ 0.00,"$ 22,299.77",,,
,,,2/28/2023,FCC A-0002-00218552,A Y V LOPEZ DISTRIBUCIONES SRL,30-71183478-4,"$ 22,594.56","$ 4,744.86",$ 0.00,$ 0.00,$ 0.00,"$ 27,339.42",,,
,,,2/28/2023,FCC A-0002-00218553,A Y V LOPEZ DISTRIBUCIONES SRL,30-71183478-4,"$ 2,915.62",$ 612.28,$ 0.00,$ 0.00,$ 0.00,"$ 3,527.90",,,
