Company,Payment_Month,Series,Invoice,UUID,En NOI,CFDI issue date,Payment date,RFC Issuer,RFC Receiver,Recipient Name,CFDI withheld ISR,Subsidy Caused CFDI,Subsidy Delivered CFDI,Total CFDI Payment,Total NOI Payment,Difference,Payroll No.,Payroll Date,CFDI NOI Status
5,January,PAYROLL,3847,CE4C6207-BA53-4861-A2DF-D33295553C89,,28/01/2022 08:24:28 a. m.,28/01/2022,,,,998.1,0,0,0.00,"7,533.93",,2,31/01/2022,Refused
5,January,PAYROLL,3848,DC7F523E-1949-4267-9338-C83653C9A68B,,28/01/2022 08:24:29 a. m.,28/01/2022,,,,3161.11,0,0,0.00,"14,080.23",,2,31/01/2022,Stamping
5,January,PAYROLL,3849,1931FCCE-2EFF-4B34-BD51-F7D10954BA16,,28/01/2022 08:24:29 a. m.,28/01/2022,,,,3161.11,0,0,0.00,"14,083.69",,2,31/01/2022,Stamping
5,January,PAYROLL,3850,7BB055E6-318A-4CBD-B164-E9C8868C11E8,,28/01/2022 08:24:29 a. m.,28/01/2022,,,,2564.93,0,0,0.00,"12,218.62",,2,31/01/2022,Stamping
5,January,PAYROLL,3851,E1D168AE-2917-428D-8857-3ED693AD8FFA,,28/01/2022 08:24:29 a. m.,28/01/2022,,,,26739.72,0,0,0.00,"63,580.88",,2,31/01/2022,Stamping
5,January,PAYROLL,3852,0A45F747-74B9-4639-91AF-085B3954E650,,28/01/2022 08:24:29 a. m.,28/01/2022,,,,872.29,0,0,0.00,"6,347.65",,2,31/01/2022,Stamping
5,January,PAYROLL,3853,FB1193DD-B3D2-0840-A42F-449B418B38EA,,28/01/2022 08:24:30 a. m.,28/01/2022,,,,752.74,0,0,0.00,"5,586.34",,2,31/01/2022,Stamping
5,January,PAYROLL,3854,92F9C7E8-F4B7-4A80-9B49-7E23A6A444A6,,28/01/2022 08:24:30 a. m.,28/01/2022,,,,761.54,0,0,0.00,"6,054.97",,2,31/01/2022,Stamping
5,January,PAYROLL,3855,B395F4E5-72BB-4D25-BCF5-2C9EAA467F43,,28/01/2022 08:24:30 a. m.,28/01/2022,,,,998.1,0,0,0.00,"6,842.65",,2,31/01/2022,Stamping
5,January,PAYROLL,3856,69A5C347-377D-4CE0-A590-35EA6BA76879,,28/01/2022 08:24:30 a. m.,28/01/2022,,,,903.66,0,0,0.00,"6,496.29",,2,31/01/2022,Stamping
5,January,PAYROLL,3857,502CBA2F-A8DF-4E4D-8B12-1547A572F13D,,28/01/2022 08:24:30 a. m.,28/01/2022,,,,5213.89,0,0,0.00,"19,414.50",,2,31/01/2022,Stamping
5,January,PAYROLL,3858,3140CC78-2189-40B6-A3A5-7A06C0623B89,,28/01/2022 08:24:30 a. m.,28/01/2022,,,,872.25,0,0,0.00,"5,783.56",,2,31/01/2022,Stamping
5,January,PAYROLL,3859,34896093-CD35-4A77-90C7-F5ED2203BE94,,28/01/2022 08:24:31 a. m.,28/01/2022,,,,0,382.46,148.67,0.00,"4,142.61",,2,31/01/2022,Stamping
