Title,Artist,Location,Price,Inv#,Production Value
 Monochrome #17,6000011,ROOM 318,"$1,000.00",JAK12005.17,$500.00
 Monochrome #18,6000011,ROOM 318,"$1,000.00",JAK12005.18,$500.00
 Monochrome #19,6000011,ROOM 318,"$1,000.00",JAK12005.19,$500.00
 Monochrome #2,6000011,ROOM 318,"$1,000.00",JAK12005.2,$500.00
 Monochrome #21,6000011,ROOM 318,"$1,000.00",JAK12005.21,$500.00
 Monochrome #22,6000011,ROOM 318,"$1,000.00",JAK12005.22,$500.00
 Monochrome #23,6000011,ROOM 318,"$1,000.00",JAK12005.23,$500.00
 Monochrome #24,6000011,ROOM 318,"$1,000.00",JAK12005.24,$500.00
 Monochrome #26,6000011,ROOM 318,"$1,000.00",JAK12005.26,$500.00
 Monochrome #27,6000011,ROOM 318,"$1,000.00",JAK12005.27,$500.00
 Monochrome #28,6000011,ROOM 318,"$1,000.00",JAK12005.28,$500.00
 Monochrome #29,6000011,ROOM 318,"$1,000.00",JAK12005.29,$500.00
 Monochrome #3,6000011,ROOM 318,"$1,000.00",JAK12005.3,$500.00
 Monochrome #31,6000011,ROOM 318,"$1,000.00",JAK12005.31,$500.00
 Monochrome #32,6000011,ROOM 318,"$1,000.00",JAK12005.32,$500.00
 Monochrome #33,6000011,ROOM 318,"$1,000.00",JAK12005.33,$500.00
 Monochrome #34,6000011,ROOM 318,"$1,000.00",JAK12005.34,$500.00
 Monochrome #36,6000011,ROOM 318,"$1,000.00",JAK12005.36,$500.00
 Monochrome #37,6000011,ROOM 318,"$1,000.00",JAK12005.37,$500.00
 Monochrome #38,6000011,ROOM 318,"$1,000.00",JAK12005.38,$500.00
 Monochrome #39,6000011,ROOM 318,"$1,000.00",JAK12005.39,$500.00
 Monochrome #4,6000011,ROOM 318,"$1,000.00",JAK12005.4,$500.00
 Monochrome #41,6000011,ROOM 318,"$1,000.00",JAK12005.41,$500.00
 Monochrome #42,6000011,ROOM 318,"$1,000.00",JAK12005.42,$500.00
 Monochrome #43,6000011,ROOM 318,"$1,000.00",JAK12005.43,$500.00
 Monochrome #44,6000011,ROOM 318,"$1,000.00",JAK12005.44,$500.00
 Monochrome #46,6000011,ROOM 318,"$1,000.00",JAK12005.46,$500.00
 Monochrome #47,6000011,ROOM 318,"$1,000.00",JAK12005.47,$500.00
 Monochrome #48,6000011,ROOM 318,"$1,000.00",JAK12005.48,$500.00
 Monochrome #49,6000011,ROOM 318,"$1,000.00",JAK12005.49,$500.00
 Monochrome #51,6000011,ROOM 318,"$1,000.00",JAK12005.51,$500.00
 Monochrome #52,6000011,ROOM 318,"$1,000.00",JAK12005.52,$500.00
 Monochrome #53,6000011,ROOM 318,"$1,000.00",JAK12005.53,$500.00
 Monochrome #54,6000011,ROOM 318,"$1,000.00",JAK12005.54,$500.00
 Monochrome #56,6000011,ROOM 318,"$1,000.00",JAK12005.56,$500.00
 Monochrome #57,6000011,ROOM 318,"$1,000.00",JAK12005.57,$500.00
 Monochrome #58,6000011,ROOM 318,"$1,000.00",JAK12005.58,$500.00
 Monochrome #59,6000011,ROOM 318,"$1,000.00",JAK12005.59,$500.00
 Monochrome #6,6000011,ROOM 318,"$1,000.00",JAK12005.6,$500.00
 Monochrome #61,6000011,ROOM 318,"$1,000.00",JAK12005.61,$500.00
 Monochrome #62,6000011,ROOM 318,"$1,000.00",JAK12005.62,$500.00
 Monochrome #63,6000011,ROOM 318,"$1,000.00",JAK12005.63,$500.00
 Monochrome #64,6000011,ROOM 318,"$1,000.00",JAK12005.64,$500.00
 Monochrome #66,6000011,ROOM 318,"$1,000.00",JAK12005.66,$500.00
 Monochrome #67,6000011,ROOM 318,"$1,000.00",JAK12005.67,$500.00
 Monochrome #68,6000011,ROOM 318,"$1,000.00",JAK12005.68,$500.00
 Monochrome #69,6000011,ROOM 318,"$1,000.00",JAK12005.69,$500.00
 Monochrome #7,6000011,ROOM 318,"$1,000.00",JAK12005.7,$500.00
 Monochrome #70,6000011,ROOM 318,"$1,000.00",JAK12005.70,$500.00
 Monochrome #71,6000011,ROOM 318,"$1,000.00",JAK12005.71,$500.00
 Monochrome #72,6000011,ROOM 318,"$1,000.00",JAK12005.72,$500.00
 Monochrome #73,6000011,ROOM 318,"$1,000.00",JAK12005.73,$500.00
 Monochrome #74,6000011,ROOM 318,"$1,000.00",JAK12005.74,$500.00
 Monochrome #75,6000011,ROOM 318,"$1,000.00",JAK12005.75,$500.00
 Monochrome #76,6000011,ROOM 318,"$1,000.00",JAK12005.76,$500.00
 Monochrome #77,6000011,ROOM 318,"$1,000.00",JAK12005.77,$500.00
 Monochrome #78,6000011,ROOM 318,"$1,000.00",JAK12005.78,$500.00
 Monochrome #79,6000011,ROOM 318,"$1,000.00",JAK12005.79,$500.00
 Monochrome #8,6000011,ROOM 318,"$1,000.00",JAK12005.8,$500.00
 Monochrome #80,6000011,ROOM 318,"$1,000.00",JAK12005.80,$500.00
 Monochrome #81,6000011,ROOM 318,"$1,000.00",JAK12005.81,$500.00
 Monochrome #82,6000011,ROOM 318,"$1,000.00",JAK12005.82,$500.00
 Monochrome #83,6000011,ROOM 318,"$1,000.00",JAK12005.83,$500.00
 Monochrome #84,6000011,ROOM 318,"$1,000.00",JAK12005.84,$500.00
 Monochrome #85,6000011,ROOM 318,"$1,000.00",JAK12005.85,$500.00
 Monochrome #86,6000011,ROOM 318,"$1,000.00",JAK12005.86,$500.00
 Monochrome #87,6000011,ROOM 318,"$1,000.00",JAK12005.87,$500.00
 Monochrome #88,6000011,ROOM 318,"$1,000.00",JAK12005.88,$500.00
 Monochrome #89,6000011,ROOM 318,"$1,000.00",JAK12005.89,$500.00
 Monochrome #9,6000011,ROOM 318,"$1,000.00",JAK12005.9,$500.00
 Monochrome #90,6000011,ROOM 318,"$1,000.00",JAK12005.90,$500.00
 Monochrome #91,6000011,ROOM 318,"$1,000.00",JAK12005.91,$500.00
 Monochrome #92,6000011,ROOM 318,"$1,000.00",JAK12005.92,$500.00
 Monochrome #93,6000011,ROOM 318,"$1,000.00",JAK12005.93,$500.00
 Monochrome #94,6000011,ROOM 318,"$1,000.00",JAK12005.94,$500.00
 Monochrome #95,6000011,ROOM 318,"$1,000.00",JAK12005.95,$500.00
 Monochrome #96,6000011,ROOM 318,"$1,000.00",JAK12005.96,$500.00
 Monochrome #97,6000011,ROOM 318,"$1,000.00",JAK12005.97,$500.00
 Monochrome #98,6000011,ROOM 318,"$1,000.00",JAK12005.98,$500.00
 Monochrome #99,6000011,ROOM 318,"$1,000.00",JAK12005.99,$500.00
Duck Monochrome #1,6000011,ROOM 318,"$1,000.00",JAK12006.1,$500.00
Duck Monochrome #10,6000011,ROOM 318,"$1,000.00",JAK12006.10,$500.00
Duck Monochrome #11,6000011,ROOM 318,"$1,000.00",JAK12006.11,$500.00
Duck Monochrome #12,6000011,ROOM 318,"$1,000.00",JAK12006.12,$500.00
Duck Monochrome #13,6000011,ROOM 318,"$1,000.00",JAK12006.13,$500.00
Duck Monochrome #14,6000011,ROOM 318,"$1,000.00",JAK12006.14,$500.00
Duck Monochrome #15,6000011,ROOM 318,"$1,000.00",JAK12006.15,$500.00
Duck Monochrome #16,6000011,ROOM 318,"$1,000.00",JAK12006.16,$500.00
Duck Monochrome #17,6000011,ROOM 318,"$1,000.00",JAK12006.17,$500.00
Duck Monochrome #18,6000011,ROOM 318,"$1,000.00",JAK12006.18,$500.00
Duck Monochrome #19,6000011,ROOM 318,"$1,000.00",JAK12006.19,$500.00
Duck Monochrome #2,6000011,ROOM 318,"$1,000.00",JAK12006.2,$500.00
Duck Monochrome #20,6000011,ROOM 318,"$1,000.00",JAK12006.20,$500.00
Duck Monochrome #21,6000011,ROOM 318,"$1,000.00",JAK12006.21,$500.00
Duck Monochrome #22,6000011,ROOM 318,"$1,000.00",JAK12006.22,$500.00
Duck Monochrome #23,6000011,ROOM 318,"$1,000.00",JAK12006.23,$500.00
Duck Monochrome #24,6000011,ROOM 318,"$1,000.00",JAK12006.24,$500.00
Duck Monochrome #25,6000011,ROOM 318,"$1,000.00",JAK12006.25,$500.00
Duck Monochrome #26,6000011,ROOM 318,"$1,000.00",JAK12006.26,$500.00
Duck Monochrome #27,6000011,ROOM 318,"$1,000.00",JAK12006.27,$500.00
Duck Monochrome #28,6000011,ROOM 318,"$1,000.00",JAK12006.28,$500.00
Duck Monochrome #29,6000011,ROOM 318,"$1,000.00",JAK12006.29,$500.00
Duck Monochrome #3,6000011,ROOM 318,"$1,000.00",JAK12006.3,$500.00
Duck Monochrome #30,6000011,ROOM 318,"$1,000.00",JAK12006.30,$500.00
Duck Monochrome #31,6000011,ROOM 318,"$1,000.00",JAK12006.31,$500.00
Duck Monochrome #32,6000011,ROOM 318,"$1,000.00",JAK12006.32,$500.00
Duck Monochrome #33,6000011,ROOM 318,"$1,000.00",JAK12006.33,$500.00
Duck Monochrome #34,6000011,ROOM 318,"$1,000.00",JAK12006.34,$500.00
Duck Monochrome #35,6000011,ROOM 318,"$1,000.00",JAK12006.35,$500.00
Duck Monochrome #36,6000011,ROOM 318,"$1,000.00",JAK12006.36,$500.00
Duck Monochrome #37,6000011,ROOM 318,"$1,000.00",JAK12006.37,$500.00
Duck Monochrome #38,6000011,ROOM 318,"$1,000.00",JAK12006.38,$500.00
Duck Monochrome #39,6000011,ROOM 318,"$1,000.00",JAK12006.39,$500.00
Duck Monochrome #4,6000011,ROOM 318,"$1,000.00",JAK12006.4,$500.00
Duck Monochrome #40,6000011,ROOM 318,"$1,000.00",JAK12006.40,$500.00
Duck Monochrome #41,6000011,ROOM 318,"$1,000.00",JAK12006.41,$500.00
Duck Monochrome #42,6000011,ROOM 318,"$1,000.00",JAK12006.42,$500.00
Duck Monochrome #43,6000011,ROOM 318,"$1,000.00",JAK12006.43,$500.00
Duck Monochrome #44,6000011,ROOM 318,"$1,000.00",JAK12006.44,$500.00
Duck Monochrome #45,6000011,ROOM 318,"$1,000.00",JAK12006.45,$500.00
Duck Monochrome #46,6000011,ROOM 318,"$1,000.00",JAK12006.46,$500.00
Duck Monochrome #47,6000011,ROOM 318,"$1,000.00",JAK12006.47,$500.00
Duck Monochrome #48,6000011,ROOM 318,"$1,000.00",JAK12006.48,$500.00
Duck Monochrome #49,6000011,ROOM 318,"$1,000.00",JAK12006.49,$500.00
Duck Monochrome #5,6000011,ROOM 318,"$1,000.00",JAK12006.5,$500.00
Duck Monochrome #50,6000011,ROOM 318,"$1,000.00",JAK12006.50,$500.00
Duck Monochrome #51,6000011,ROOM 318,"$1,000.00",JAK12006.51,$500.00
Duck Monochrome #52,6000011,ROOM 318,"$1,000.00",JAK12006.52,$500.00
Duck Monochrome #53,6000011,ROOM 318,"$1,000.00",JAK12006.53,$500.00
Duck Monochrome #54,6000011,ROOM 318,"$1,000.00",JAK12006.54,$500.00
Duck Monochrome #55,6000011,ROOM 318,"$1,000.00",JAK12006.55,$500.00
Duck Monochrome #56,6000011,ROOM 318,"$1,000.00",JAK12006.56,$500.00
Duck Monochrome #57,6000011,ROOM 318,"$1,000.00",JAK12006.57,$500.00
Duck Monochrome #58,6000011,ROOM 318,"$1,000.00",JAK12006.58,$500.00
Duck Monochrome #59,6000011,ROOM 318,"$1,000.00",JAK12006.59,$500.00
Duck Monochrome #6,6000011,ROOM 318,"$1,000.00",JAK12006.6,$500.00
Duck Monochrome #60,6000011,ROOM 318,"$1,000.00",JAK12006.60,$500.00
Duck Monochrome #61,6000011,ROOM 318,"$1,000.00",JAK12006.61,$500.00
Duck Monochrome #62,6000011,ROOM 318,"$1,000.00",JAK12006.62,$500.00
Duck Monochrome #63,6000011,ROOM 318,"$1,000.00",JAK12006.63,$500.00
Duck Monochrome #64,6000011,ROOM 318,"$1,000.00",JAK12006.64,$500.00
Duck Monochrome #65,6000011,ROOM 318,"$1,000.00",JAK12006.65,$500.00
Duck Monochrome #66,6000011,ROOM 318,"$1,000.00",JAK12006.66,$500.00
Duck Monochrome #67,6000011,ROOM 318,"$1,000.00",JAK12006.67,$500.00
Duck Monochrome #67,6000011,ROOM 318,"$1,000.00",JAK12006.68,$500.00
Duck Monochrome #7,6000011,ROOM 318,"$1,000.00",JAK12006.7,$500.00
Duck Monochrome #8,6000011,ROOM 318,"$1,000.00",JAK12006.8,$500.00
Duck Monochrome #9,6000011,ROOM 318,"$1,000.00",JAK12006.9,$500.00
Finished Monochrome #1,6000011,ROOM 318,"$1,000.00",JAK12007.1,$500.00
Finished Monochrome #10,6000011,ROOM 318,"$1,000.00",JAK12007.10,$500.00
Finished Monochrome #11,6000011,ROOM 318,"$1,000.00",JAK12007.11,$500.00
Finished Monochrome #12,6000011,ROOM 318,"$1,000.00",JAK12007.12,$500.00
Finished Monochrome #13,6000011,ROOM 318,"$1,000.00",JAK12007.13,$500.00
Finished Monochrome #14,6000011,ROOM 318,"$1,000.00",JAK12007.14,$500.00
Finished Monochrome #15,6000011,ROOM 318,"$1,000.00",JAK12007.15,$500.00
Finished Monochrome #16,6000011,ROOM 318,"$1,000.00",JAK12007.16,$500.00
Finished Monochrome #17,6000011,ROOM 318,"$1,000.00",JAK12007.17,$500.00
Finished Monochrome #18,6000011,ROOM 318,"$1,000.00",JAK12007.18,$500.00
Finished Monochrome #19,6000011,ROOM 318,"$1,000.00",JAK12007.19,$500.00
Finished Monochrome #2,6000011,ROOM 318,"$1,000.00",JAK12007.2,$500.00
Finished Monochrome #20,6000011,ROOM 318,"$1,000.00",JAK12007.20,$500.00
Finished Monochrome #21,6000011,ROOM 318,"$1,000.00",JAK12007.21,$500.00
Finished Monochrome #22,6000011,ROOM 318,"$1,000.00",JAK12007.22,$500.00
Finished Monochrome #23,6000011,ROOM 318,"$1,000.00",JAK12007.23,$500.00
Finished Monochrome #24,6000011,ROOM 318,"$1,000.00",JAK12007.24,$500.00
Finished Monochrome #25,6000011,ROOM 318,"$1,000.00",JAK12007.25,$500.00
Finished Monochrome #26,6000011,ROOM 318,"$1,000.00",JAK12007.26,$500.00
Finished Monochrome #27,6000011,ROOM 318,"$1,000.00",JAK12007.27,$500.00
Finished Monochrome #28,6000011,ROOM 318,"$1,000.00",JAK12007.28,$500.00
Finished Monochrome #29,6000011,ROOM 318,"$1,000.00",JAK12007.29,$500.00
Finished Monochrome #3,6000011,ROOM 318,"$1,000.00",JAK12007.3,$500.00
Finished Monochrome #30,6000011,ROOM 318,"$1,000.00",JAK12007.30,$500.00
Finished Monochrome #31,6000011,ROOM 318,"$1,000.00",JAK12007.31,$500.00
Finished Monochrome #32,6000011,ROOM 318,"$1,000.00",JAK12007.32,$500.00
Finished Monochrome #33,6000011,ROOM 318,"$1,000.00",JAK12007.33,$500.00
Finished Monochrome #34,6000011,ROOM 318,"$1,000.00",JAK12007.34,$500.00
Finished Monochrome #35,6000011,ROOM 318,"$1,000.00",JAK12007.35,$500.00
Finished Monochrome #36,6000011,ROOM 318,"$1,000.00",JAK12007.36,$500.00
Finished Monochrome #37,6000011,ROOM 318,"$1,000.00",JAK12007.37,$500.00
Finished Monochrome #38,6000011,ROOM 318,"$1,000.00",JAK12007.38,$500.00
Finished Monochrome #39,6000011,ROOM 318,"$1,000.00",JAK12007.39,$500.00
Finished Monochrome #4,6000011,ROOM 318,"$1,000.00",JAK12007.4,$500.00
Finished Monochrome #40,6000011,ROOM 318,"$1,000.00",JAK12007.40,$500.00
Finished Monochrome #41,6000011,ROOM 318,"$1,000.00",JAK12007.41,$500.00
Finished Monochrome #42,6000011,ROOM 318,"$1,000.00",JAK12007.42,$500.00
Finished Monochrome #43,6000011,ROOM 318,"$1,000.00",JAK12007.43,$500.00
Finished Monochrome #44,6000011,ROOM 318,"$1,000.00",JAK12007.44,$500.00
Finished Monochrome #45,6000011,ROOM 318,"$1,000.00",JAK12007.45,$500.00
Finished Monochrome #46,6000011,ROOM 318,"$1,000.00",JAK12007.46,$500.00
Finished Monochrome #47,6000011,ROOM 318,"$1,000.00",JAK12007.47,$500.00
Finished Monochrome #48,6000011,ROOM 318,"$1,000.00",JAK12007.48,$500.00
Finished Monochrome #49,6000011,ROOM 318,"$1,000.00",JAK12007.49,$500.00
Finished Monochrome #5,6000011,ROOM 318,"$1,000.00",JAK12007.5,$500.00
Finished Monochrome #50,6000011,ROOM 318,"$1,000.00",JAK12007.50,$500.00
Finished Monochrome #51,6000011,ROOM 318,"$1,000.00",JAK12007.51,$500.00
Finished Monochrome #52,6000011,ROOM 318,"$1,000.00",JAK12007.52,$500.00
Finished Monochrome #53,6000011,ROOM 318,"$1,000.00",JAK12007.53,$500.00
Finished Monochrome #54,6000011,ROOM 318,"$1,000.00",JAK12007.54,$500.00
Finished Monochrome #55,6000011,ROOM 318,"$1,000.00",JAK12007.55,$500.00
Finished Monochrome #56,6000011,ROOM 318,"$1,000.00",JAK12007.56,$500.00
Finished Monochrome #57,6000011,ROOM 318,"$1,000.00",JAK12007.57,$500.00
Finished Monochrome #58,6000011,ROOM 318,"$1,000.00",JAK12007.58,$500.00
Finished Monochrome #59,6000011,ROOM 318,"$1,000.00",JAK12007.59,$500.00
Finished Monochrome #6,6000011,ROOM 318,"$1,000.00",JAK12007.6,$500.00
Finished Monochrome #60,6000011,ROOM 318,"$1,000.00",JAK12007.60,$500.00
Finished Monochrome #61,6000011,ROOM 318,"$1,000.00",JAK12007.61,$500.00
Finished Monochrome #62,6000011,ROOM 318,"$1,000.00",JAK12007.62,$500.00
Finished Monochrome #63,6000011,ROOM 318,"$1,000.00",JAK12007.63,$500.00
Finished Monochrome #64,6000011,ROOM 318,"$1,000.00",JAK12007.64,$500.00
Finished Monochrome #65,6000011,ROOM 318,"$1,000.00",JAK12007.65,$500.00
Finished Monochrome #66,6000011,ROOM 318,"$1,000.00",JAK12007.66,$500.00
Finished Monochrome #67,6000011,ROOM 318,"$1,000.00",JAK12007.67,$500.00
Finished Monochrome #68,6000011,ROOM 318,"$1,000.00",JAK12007.68,$500.00
Finished Monochrome #69,6000011,ROOM 318,"$1,000.00",JAK12007.69,$500.00
Finished Monochrome #7,6000011,ROOM 318,"$1,000.00",JAK12007.7,$500.00
Finished Monochrome #70,6000011,ROOM 318,"$1,000.00",JAK12007.70,$500.00
Finished Monochrome #71,6000011,ROOM 318,"$1,000.00",JAK12007.71,$500.00
Finished Monochrome #72,6000011,ROOM 318,"$1,000.00",JAK12007.72,$500.00
Finished Monochrome #73,6000011,ROOM 318,"$1,000.00",JAK12007.73,$500.00
Finished Monochrome #74,6000011,ROOM 318,"$1,000.00",JAK12007.74,$500.00
Finished Monochrome #75,6000011,ROOM 318,"$1,000.00",JAK12007.75,$500.00
Finished Monochrome #76,6000011,ROOM 318,"$1,000.00",JAK12007.76,$500.00
Finished Monochrome #77,6000011,ROOM 318,"$1,000.00",JAK12007.77,$500.00
Finished Monochrome #78,6000011,ROOM 318,"$1,000.00",JAK12007.78,$500.00
Finished Monochrome #79,6000011,ROOM 318,"$1,000.00",JAK12007.79,$500.00
Finished Monochrome #8,6000011,ROOM 318,"$1,000.00",JAK12007.8,$500.00
Finished Monochrome #80,6000011,ROOM 318,"$1,000.00",JAK12007.80,$500.00
Finished Monochrome #81,6000011,ROOM 318,"$1,000.00",JAK12007.81,$500.00
Finished Monochrome #82,6000011,ROOM 318,"$1,000.00",JAK12007.82,$500.00
Finished Monochrome #83,6000011,ROOM 318,"$1,000.00",JAK12007.83,$500.00
Finished Monochrome #84,6000011,ROOM 318,"$1,000.00",JAK12007.84,$500.00
Finished Monochrome #85,6000011,ROOM 318,"$1,000.00",JAK12007.85,$500.00
Finished Monochrome #86,6000011,ROOM 318,"$1,000.00",JAK12007.86,$500.00
Finished Monochrome #87,6000011,ROOM 318,"$1,000.00",JAK12007.87,$500.00
Finished Monochrome #88,6000011,ROOM 318,"$1,000.00",JAK12007.88,$500.00
Finished Monochrome #89,6000011,ROOM 318,"$1,000.00",JAK12007.89,$500.00
Finished Monochrome #9,6000011,ROOM 318,"$1,000.00",JAK12007.9,$500.00
Finished Monochrome #90,6000011,ROOM 318,"$1,000.00",JAK12007.90,$500.00
Finished Monochrome #91,6000011,ROOM 318,"$1,000.00",JAK12007.91,$500.00
Finished Monochrome #92,6000011,ROOM 318,"$1,000.00",JAK12007.92,$500.00
Finished Monochrome #93,6000011,ROOM 318,"$1,000.00",JAK12007.93,$500.00
Finished Monochrome #94,6000011,ROOM 318,"$1,000.00",JAK12007.94,$500.00
Finished Monochrome #95,6000011,ROOM 318,"$1,000.00",JAK12007.95,$500.00
Finished Monochrome #96,6000011,ROOM 318,"$1,000.00",JAK12007.96,$500.00
My Monochrome #1,6000011,ROOM 318,"$1,000.00",JAK12008.1,$500.00
My Monochrome #10,6000011,ROOM 318,"$1,000.00",JAK12008.10,$500.00
My Monochrome #100,6000011,ROOM 318,"$1,000.00",JAK12008.100,$500.00
My Monochrome #101,6000011,ROOM 318,"$1,000.00",JAK12008.101,$500.00
My Monochrome #102,6000011,ROOM 318,"$1,000.00",JAK12008.102,$500.00
My Monochrome #103,6000011,ROOM 318,"$1,000.00",JAK12008.103,$500.00
My Monochrome #104,6000011,ROOM 318,"$1,000.00",JAK12008.104,$500.00
My Monochrome #105,6000011,ROOM 318,"$1,000.00",JAK12008.105,$500.00
My Monochrome #106,6000011,ROOM 318,"$1,000.00",JAK12008.106,$500.00
My Monochrome #107,6000011,ROOM 318,"$1,000.00",JAK12008.107,$500.00
My Monochrome #108,6000011,ROOM 318,"$1,000.00",JAK12008.108,$500.00
My Monochrome #109,6000011,ROOM 318,"$1,000.00",JAK12008.109,$500.00
My Monochrome #110,6000011,ROOM 318,"$1,000.00",JAK12008.110,$500.00
My Monochrome #111,6000011,ROOM 318,"$1,000.00",JAK12008.111,$500.00
My Monochrome #112,6000011,ROOM 318,"$1,000.00",JAK12008.112,$500.00
My Monochrome #113,6000011,ROOM 318,"$1,000.00",JAK12008.113,$500.00
My Monochrome #114,6000011,ROOM 318,"$1,000.00",JAK12008.114,$500.00
My Monochrome #115,6000011,ROOM 318,"$1,000.00",JAK12008.115,$500.00
My Monochrome #116,6000011,ROOM 318,"$1,000.00",JAK12008.116,$500.00
My Monochrome #117,6000011,ROOM 318,"$1,000.00",JAK12008.117,$500.00
My Monochrome #118,6000011,ROOM 318,"$1,000.00",JAK12008.118,$500.00
My Monochrome #119,6000011,ROOM 318,"$1,000.00",JAK12008.119,$500.00
My Monochrome #120,6000011,ROOM 318,"$1,000.00",JAK12008.129,$500.00
My Monochrome #13,6000011,ROOM 318,"$1,000.00",JAK12008.13,$500.00
My Monochrome #14,6000011,ROOM 318,"$1,000.00",JAK12008.14,$500.00
My Monochrome #15,6000011,ROOM 318,"$1,000.00",JAK12008.15,$500.00
My Monochrome #16,6000011,ROOM 318,"$1,000.00",JAK12008.16,$500.00
My Monochrome #17,6000011,ROOM 318,"$1,000.00",JAK12008.17,$500.00
My Monochrome #18,6000011,ROOM 318,"$1,000.00",JAK12008.18,$500.00
My Monochrome #19,6000011,ROOM 318,"$1,000.00",JAK12008.19,$500.00
My Monochrome #20,6000011,ROOM 318,"$1,000.00",JAK12008.20,$500.00
My Monochrome #21,6000011,ROOM 318,"$1,000.00",JAK12008.21,$500.00
My Monochrome #22,6000011,ROOM 318,"$1,000.00",JAK12008.22,$500.00
My Monochrome #23,6000011,ROOM 318,"$1,000.00",JAK12008.23,$500.00
My Monochrome #24,6000011,ROOM 318,"$1,000.00",JAK12008.24,$500.00
My Monochrome #25,6000011,ROOM 318,"$1,000.00",JAK12008.25,$500.00
My Monochrome #26,6000011,ROOM 318,"$1,000.00",JAK12008.26,$500.00
My Monochrome #27,6000011,ROOM 318,"$1,000.00",JAK12008.27,$500.00
My Monochrome #28,6000011,ROOM 318,"$1,000.00",JAK12008.28,$500.00
My Monochrome #29,6000011,ROOM 318,"$1,000.00",JAK12008.29,$500.00
My Monochrome #30,6000011,ROOM 318,"$1,000.00",JAK12008.30,$500.00
My Monochrome #31,6000011,ROOM 318,"$1,000.00",JAK12008.31,$500.00
My Monochrome #32,6000011,ROOM 318,"$1,000.00",JAK12008.32,$500.00
My Monochrome #36,6000011,ROOM 318,"$1,000.00",JAK12008.36,$500.00
My Monochrome #37,6000011,ROOM 318,"$1,000.00",JAK12008.37,$500.00
My Monochrome #38,6000011,ROOM 318,"$1,000.00",JAK12008.38,$500.00
My Monochrome #39,6000011,ROOM 318,"$1,000.00",JAK12008.39,$500.00
My Monochrome #40,6000011,ROOM 318,"$1,000.00",JAK12008.40,$500.00
My Monochrome #41,6000011,ROOM 318,"$1,000.00",JAK12008.41,$500.00
My Monochrome #42,6000011,ROOM 318,"$1,000.00",JAK12008.42,$500.00
My Monochrome #43,6000011,ROOM 318,"$1,000.00",JAK12008.43,$500.00
My Monochrome #44,6000011,ROOM 318,"$1,000.00",JAK12008.44,$500.00
My Monochrome #45,6000011,ROOM 318,"$1,000.00",JAK12008.45,$500.00
My Monochrome #46,6000011,ROOM 318,"$1,000.00",JAK12008.46,$500.00
My Monochrome #47,6000011,ROOM 318,"$1,000.00",JAK12008.47,$500.00
My Monochrome #48,6000011,ROOM 318,"$1,000.00",JAK12008.48,$500.00
My Monochrome #49,6000011,ROOM 318,"$1,000.00",JAK12008.49,$500.00
My Monochrome #50,6000011,ROOM 318,"$1,000.00",JAK12008.50,$500.00
My Monochrome #51,6000011,ROOM 318,"$1,000.00",JAK12008.51,$500.00
My Monochrome #52,6000011,ROOM 318,"$1,000.00",JAK12008.52,$500.00
My Monochrome #53,6000011,ROOM 318,"$1,000.00",JAK12008.53,$500.00
My Monochrome #54,6000011,ROOM 318,"$1,000.00",JAK12008.54,$500.00
My Monochrome #55,6000011,ROOM 318,"$1,000.00",JAK12008.55,$500.00
My Monochrome #56,6000011,ROOM 318,"$1,000.00",JAK12008.56,$500.00
My Monochrome #57,6000011,ROOM 318,"$1,000.00",JAK12008.57,$500.00
My Monochrome #58,6000011,ROOM 318,"$1,000.00",JAK12008.58,$500.00
My Monochrome #59,6000011,ROOM 318,"$1,000.00",JAK12008.59,$500.00
My Monochrome #60,6000011,ROOM 318,"$1,000.00",JAK12008.60,$500.00
My Monochrome #61,6000011,ROOM 318,"$1,000.00",JAK12008.61,$500.00
My Monochrome #62,6000011,ROOM 318,"$1,000.00",JAK12008.62,$500.00
My Monochrome #63,6000011,ROOM 318,"$1,000.00",JAK12008.63,$500.00
My Monochrome #64,6000011,ROOM 318,"$1,000.00",JAK12008.64,$500.00
My Monochrome #65,6000011,ROOM 318,"$1,000.00",JAK12008.65,$500.00
My Monochrome #66,6000011,ROOM 318,"$1,000.00",JAK12008.66,$500.00
My Monochrome #67,6000011,ROOM 318,"$1,000.00",JAK12008.67,$500.00
My Monochrome #68,6000011,ROOM 318,"$1,000.00",JAK12008.68,$500.00
My Monochrome #69,6000011,ROOM 318,"$1,000.00",JAK12008.69,$500.00
My Monochrome #70,6000011,ROOM 318,"$1,000.00",JAK12008.70,$500.00
My Monochrome #71,6000011,ROOM 318,"$1,000.00",JAK12008.71,$500.00
My Monochrome #72,6000011,ROOM 318,"$1,000.00",JAK12008.72,$500.00
My Monochrome #73,6000011,ROOM 318,"$1,000.00",JAK12008.73,$500.00
My Monochrome #74,6000011,ROOM 318,"$1,000.00",JAK12008.74,$500.00
My Monochrome #75,6000011,ROOM 318,"$1,000.00",JAK12008.75,$500.00
My Monochrome #76,6000011,ROOM 318,"$1,000.00",JAK12008.76,$500.00
My Monochrome #77,6000011,ROOM 318,"$1,000.00",JAK12008.77,$500.00
My Monochrome #78,6000011,ROOM 318,"$1,000.00",JAK12008.78,$500.00
My Monochrome #79,6000011,ROOM 318,"$1,000.00",JAK12008.79,$500.00
My Monochrome #80,6000011,ROOM 318,"$1,000.00",JAK12008.80,$500.00
