Listing Date,Order Date,Order Id,Listing Title,Department,Category,Subcategory,Brand,Color,Size,Bundle Order?,Offer Order,NWT,Cost Price,Order Price,Lowest Set Price,Seller Shipping Discount,Upgraded Shipping Label Fee,Net Earnings,Buyer State,Buyer Zip Code,Sales Tax (Paid by Buyer),Sales Tax (Paid by Seller),Notes,Other Info
02/28/2022,03/29/2022,6242f3bb7176601298c2f2d1,Haute Shore Neoprene Crossbody | Black/Silver,Women,Bags,Crossbody Bags,Haute Shore,Black,OS,N,Y,N,$7.70,$22.00,$40.00,$0.00,$0.00,$17.60,IL,60643,$3.06,$0.00,,
03/03/2022,03/27/2022,6240c6586ab2f49ff07aff88,Girls From Savoy Anthropologie 100% Silk Purple/Ivory Blouse 6,Women,Tops,Blouses,Anthropologie,Purple,6,N,Y,N,$6.40,$24.00,$29.00,$0.00,$0.00,$19.20,OR,97214,--,,State does not currently impose a sales tax.,
03/24/2022,03/26/2022,623f26ec96620e5d87f2d919,HOBO Stroll Leather Crossbody in Gravel | NWT,Women,Bags,Crossbody Bags,HOBO,Gray,OS,N,Y,Y,$7.25,$45.00,$85.00,$0.00,$0.00,$36.00,AL,35640-7776,$3.60,$0.00,,
03/22/2022,03/27/2022,62409aaed0e2a69e06e4236f,& Other Stories Leather Crossbody Satchel,Women,Bags,Crossbody Bags,& Other Stories,Gray,OS,N,Y,N,$7.80,$31.00,$60.00,$0.00,$0.00,$24.80,NY,11221,$3.45,$0.00,,
03/09/2022,03/28/2022,62426a5bca86648aa62fe1e2,Madewell Curvy High Rise Denim Shorts 27,Women,Shorts,High Waist,Madewell,Blue,27,N,Y,N,$9.43,$25.00,$45.00,$0.00,$0.00,$20.00,CA,91604,$2.37,$0.00,,
03/19/2022,03/29/2022,6243bdb37457ada5c0be17de,Vintage Harvard Snapback NWT by Twins Enterprise,Men,Accessories,Hats,Harvard,Red,OS,N,Y,N,$8.30,$20.00,$36.00,$0.00,$0.00,$16.00,MN,55423,$0.00,$0.00,This sale is exempt from sales tax.,
03/26/2022,03/29/2022,6242f3ad96620edb0c0dd62b,Calvin Klein Serena Platform Sandals,Women,Shoes,Heels,Calvin Klein,,8,N,Y,N,$9.00,$18.00,$26.00,$0.00,$0.00,$14.40,RI,2919,$0.00,$0.00,This sale is exempt from sales tax.,
03/30/2022,03/31/2022,6245b63d23ff46594f6e0ca4,Betsey Johnson Juno Silver Embellished Sandal Size 9,Women,Shoes,Heels,Betsey Johnson,Silver,9,N,Y,N,$9.50,$39.00,$55.00,$1.72,$0.00,$29.48,KS,66604,$4.13,$0.00,,
03/09/2022,04/02/2022,624831d4aa49f00bf8b81267,Margaux The Classic Royal Blue Suede Flats 41,Women,Shoes,Flats & Loafers,Margaux,Blue,41EU,N,Y,N,$9.43,$59.00,$78.00,$1.72,$0.00,$45.48,MD,20853,$3.54,$0.00,,
03/13/2022,03/31/2022,614bd28ee1d9901dd3a1eafe,Elizabeth + James Cropped Tie Front Top,Women,Tops,Crop Tops,Elizabeth and James,,S,N,Y,N,$9.00,$14.00,$18.00,$1.72,$0.00,$9.33,NJ,7307,$0.00,$0.00,This sale is exempt from sales tax.,
03/30/2022,03/31/2022,624640c696620eec93565fb7,MaxMara Vintage Wool Knee Length A-Line Skirt Size 8,Women,Skirts,A-Line or Full,MaxMara,Tan,8,N,Y,N,$9.40,$38.00,$49.00,$1.72,$0.00,$28.68,OH,43610,$3.19,$0.00,,
03/05/2022,03/30/2022,62444219d872b44ea06ef308,Salvatore Ferragamo Black/Silver Metallic Leather Hobo Bag,Women,Bags,Hobos,Salvatore Ferragamo,"Black,Silver",OS,N,Y,N,$38.04,$90.00,$215.00,$0.00,$0.00,$72.00,OK,73507,$8.10,$0.00,,
03/20/2022,04/04/2022,624b55c3f9de51c5ec934753,Lilly Pulitzer Halter Dress Size 6,Women,Dresses,,Lilly Pulitzer,,6,N,Y,N,$9.00,$26.00,$31.00,$0.00,$0.00,$20.80,MA,1824,$0.00,$0.00,This sale is exempt from sales tax.,
03/08/2022,04/04/2022,624b0859cdb478077a17c1cb,Rebecca Minkoff Quilted Affair Convertible Bag | Yellow Small,Women,Bags,Crossbody Bags,Rebecca Minkoff,Yellow,OS,N,Y,N,$22.82,$39.00,$59.00,$0.00,$0.00,$31.20,OK,73003,$3.32,$0.00,,
03/27/2022,04/03/2022,624862cdcdb478aa77d9fdff,DV by Dolce Vita Zipper Ankle Booties | Brown 11,Women,Shoes,Ankle Boots & Booties,DV by Dolce Vita,Brown,11,N,Y,N,$7.60,$15.00,$28.00,$1.72,$0.00,$10.28,PA,19128,$0.00,$0.00,This sale is exempt from sales tax.,
04/05/2022,04/05/2022,624c6bef32a84a6eea8250e1,The North Face Lightweight Spring Jacket | Green Large,Men,Jackets & Coats,,The North Face,Green,L,N,Y,N,$6.40,$30.00,$55.00,$0.00,$0.00,$24.00,MA,2472,$0.00,$0.00,This sale is exempt from sales tax.,
03/24/2022,04/05/2022,624d242dd0e2a6a52c2100d6,Madewell The Frances Loafer in Burnished Mahogany 8.5,Women,Shoes,Flats & Loafers,Madewell,Brown,8.5,N,Y,N,$7.25,$39.00,$60.00,$1.72,$0.00,$29.48,CA,95926,$2.83,$0.00,,
03/29/2022,04/03/2022,6249c9f94220b5908561c199,Free People We The Free White Cut Off Shorts 28,Women,Shorts,Jean Shorts,Free People,White,28,N,Y,N,$7.25,$25.00,$35.00,$0.00,$0.00,$20.00,MA,2169,$0.00,$0.00,This sale is exempt from sales tax.,
03/11/2022,04/03/2022,6105b23d9c0cab9a437069b9,Vintage Zubaz Miami Dolphins Single Stitch T Shirt Large,Men,Shirts,Tees - Short Sleeve,Vintage,Blue,L,N,N,N,$8.30,$65.00,$65.00,$0.00,$0.00,$52.00,FL,34275,$5.09,$0.00,,
03/19/2022,04/05/2022,624c9e9f4682320cc5386038,"Madewell 10"" High Rise Skinny Ankle Jeans 33 Short",Women,Jeans,Skinny,Madewell,Gray,33,N,Y,N,$8.40,$30.00,$45.00,$0.00,$0.00,$24.00,NY,11385,$0.00,$0.00,This sale is exempt from sales tax.,
03/06/2022,04/02/2022,62487ca2a1d4134716ba627b,Steve Madden Dusty Rose Logo Crossbody,Women,Bags,Crossbody Bags,Steve Madden,,OS,N,Y,N,$10.00,$12.00,$24.00,$1.72,$0.00,$7.33,FL,33909,$1.17,$0.00,,
03/27/2022,04/05/2022,624c31a63b4978a67435849b,Vince Camuto Cap Sleeve Shift Dress White/Blue Size 8,Women,Dresses,,Vince Camuto,"White,Blue",8,N,Y,N,$7.25,$30.00,$49.00,$0.00,$0.00,$24.00,OK,73099,$2.70,$0.00,,
03/12/2022,03/30/2022,624486ffe1d9905f41e04aa3,Giorgio Armani Stiletto Platform Booties 37.5,Women,Shoes,Heels,Giorgio Armani,Black,37.5EU,N,Y,N,$30.17,$35.00,$58.00,$0.00,$0.00,$28.00,CA,94611,$3.59,$0.00,,
04/02/2022,04/04/2022,624b49389c0cabafe66e7153,Banana Republic Orange Leather Flat Sandals Size 9,Women,Shoes,Sandals,Banana Republic,Orange,9,N,Y,N,$9.07,$12.00,$24.00,$0.00,$0.00,$9.05,NV,89138,$1.01,$0.00,,
03/27/2022,04/07/2022,624f2a88584b3df9e4f7df25,Timberland Women's Suede Oxford Shoe 8,Women,Shoes,,Timberland,Tan,8,N,Y,N,$7.25,$20.00,$38.00,$0.00,$0.00,$16.00,IL,60647,$2.84,$0.00,,
03/09/2022,04/02/2022,6248bc6132a84aaa38198170,Reformation Niki Skinny Jeans Argentine Wash 27,Women,Jeans,High Rise,Reformation,Gray,27,N,Y,N,$9.43,$48.00,$75.00,$0.00,$0.00,$38.40,FL,32034,$3.90,$0.00,,
03/26/2022,04/05/2022,618f4b5f57de97695a56fe13,2-Pack LIVELY T-Shirt Bra 38D,Women,Intimates & Sleepwear,Bras,Lively,"Gray,Red",38D,Y,Y,N,$7.25,$21.33,$49.00,$0.00,$0.00,$17.06,MN,55768,$0.00,$0.00,This sale is exempt from sales tax.,
03/26/2022,04/05/2022,618f4b5f57de97695a56fe13,2-Pack LIVELY T-Shirt Bra 38D,Women,Intimates & Sleepwear,Bras,Lively,Tan,38D,Y,Y,N,$7.25,$21.33,$49.00,$0.00,$0.00,$17.06,MN,55768,$0.00,$0.00,This sale is exempt from sales tax.,
03/26/2022,04/05/2022,618f4b5f57de97695a56fe13,2 Pack LIVELY T-Shirt Bra Black 38D,Women,Intimates & Sleepwear,Bras,Lively,Black,38D,Y,Y,N,$7.25,$21.34,$49.00,$0.00,$0.00,$17.08,MN,55768,$0.00,$0.00,This sale is exempt from sales tax.,
03/07/2022,04/06/2022,624d95792b46b5db32b3ef76,MOTH by Anthropologie Of The Ages Lace Knit Sweater Large,Women,Sweaters,,Anthropologie,Gray,L,N,N,N,$6.40,$34.00,$34.00,$0.00,$0.00,$27.20,MN,55126,$0.00,$0.00,This sale is exempt from sales tax.,
04/04/2022,04/08/2022,6250ca7719501753730988c8,Abercrombie & Fitch Logo Pullover Sweatshirt Small,Women,Tops,Sweatshirts & Hoodies,Abercrombie & Fitch,Gray,S,N,Y,N,$6.40,$22.00,$29.00,$1.72,$0.00,$15.88,PA,16254,$0.00,$0.00,This sale is exempt from sales tax.,
04/04/2022,04/11/2022,62541b2a314718e180ea9df3,Guinevere by Anthropologie She's A Classic Wool Sweater Jacket,Women,Sweaters,Cardigans,Anthropologie,Brown,M,N,Y,N,$6.40,$16.00,$35.00,$0.00,$0.00,$12.80,NJ,7024,$0.00,$0.00,This sale is exempt from sales tax.,
04/01/2022,04/08/2022,6250c710cdb478a66a9ee5e8,Madewell Slim Boyjean Size 25,Women,Jeans,Boyfriend,Madewell,Blue,25,N,Y,N,$9.05,$36.00,$48.00,$1.72,$0.00,$27.08,MI,48017,$2.52,$0.00,,
03/25/2022,04/08/2022,6250414e162958b980ea3e14,Eileen Fisher Cage Wedge Sandals,Women,Shoes,Sandals,Eileen Fisher,Black,7.5,N,N,N,$10.00,$49.00,$49.00,$0.00,$0.00,$39.20,KY,40502,$3.40,$0.00,,
03/05/2022,04/07/2022,624f268270e998490bf7b616,The North Face Full Zip Soft Shell Fleece | Magenta Medium,Women,Jackets & Coats,,The North Face,Pink,M,Y,Y,N,$6.40,$10.62,$39.00,$0.00,$0.82,$8.50,CO,80536,$0.39,$0.00,,
03/27/2022,04/07/2022,624f268270e998490bf7b616,Abercrombie & Fitch Destroyed Light Wash Shorts 8,Women,Shorts,Jean Shorts,Abercrombie & Fitch,Blue,8,Y,Y,N,$7.21,$9.53,$35.00,$0.00,$0.82,$7.62,CO,80536,$0.36,$0.00,,
03/29/2022,04/07/2022,624f268270e998490bf7b616,Levi's Premium Big E 501 High Rise Cut Off Shorts Size 29,Women,Shorts,Jean Shorts,Levi's,Blue,29,Y,Y,N,$7.25,$13.07,$48.00,$0.00,$0.82,$10.46,CO,80536,$0.48,$0.00,,
04/01/2022,04/07/2022,624f268270e998490bf7b616,Brigitte Bailey Mini Dress/Tunic Top,Women,Dresses,Mini,Brigitte Bailey,,S,Y,Y,N,$7.00,$4.36,$16.00,$0.00,$0.82,$3.49,CO,80536,$0.16,$0.00,,
04/05/2022,04/07/2022,624f268270e998490bf7b616,American Rag Mixed Print Peplum Strapless Tube Top | Small,Women,Tops,Tank Tops,American Rag,"White,Yellow",S,Y,Y,N,$6.40,$6.53,$24.00,$0.00,$0.82,$5.22,CO,80536,$0.24,$0.00,,
03/12/2022,04/07/2022,624f268270e998490bf7b616,The North Face 1/4 Zip Pullover,Women,Tops,Sweatshirts & Hoodies,The North Face,,M,Y,Y,N,$10.00,$5.44,$20.00,$0.00,$0.82,$4.35,CO,80536,$0.20,$0.00,,
04/06/2022,04/07/2022,624f268270e998490bf7b616,Vans Cropped Utility Shirt Jacket,Women,Jackets & Coats,Utility Jackets,Vans,Green,M,Y,Y,N,$8.30,$9.80,$36.00,$0.00,$0.82,$7.84,CO,80536,$0.36,$0.00,,
04/02/2022,04/07/2022,624f268270e998490bf7b616,Athleta Lumberjill Flannel Button Down | Red/Black Small,Women,Tops,Button Down Shirts,Athleta,Red,S,Y,Y,N,$6.40,$10.62,$39.00,$0.00,$0.82,$8.50,CO,80536,$0.39,$0.00,,
04/01/2022,04/07/2022,624f268270e998490bf7b616,Sienna Sky Floral Cropped Peasant Top,Women,Tops,Crop Tops,Sienna Sky,,M,Y,Y,N,$4.00,$4.90,$18.00,$0.00,$0.82,$3.92,CO,80536,$0.18,$0.00,,
03/21/2022,04/07/2022,624f268270e998490bf7b616,Madewell Edina Oversized Boyshirt,Women,Tops,Button Down Shirts,Madewell,Red,M,Y,Y,N,$8.30,$9.53,$35.00,$0.00,$0.82,$7.62,CO,80536,$0.36,$0.00,,
03/10/2022,04/07/2022,624f268270e998490bf7b616,Hudson Collin Flap Mid Rise Skinny Jeans 28,Women,Jeans,Skinny,Hudson Jeans,Blue,28,Y,Y,N,$71.00,$13.60,$50.00,$0.00,$0.80,$10.88,CO,80536,$0.50,$0.00,,
03/10/2022,04/07/2022,624e3c6bcdb478007c151810,VTG 80's Calvin Klein Made in USA High Waist Jeans Size 11/12,Women,Jeans,,Calvin Klein,Blue,12,N,Y,N,$7.21,$40.00,$89.00,$0.00,$0.00,$32.00,AZ,85379,$3.40,$0.00,,
03/18/2022,04/08/2022,625024b3eb78122b8ad7f5e0,Marmot All Weather Full Zip Jacket | Blue M,Women,Jackets & Coats,,Marmot,Blue,M,N,Y,N,$8.30,$32.00,$38.00,$0.00,$0.00,$25.60,AK,99901,$0.99,$0.00,,
03/16/2022,04/07/2022,624f89131e75a8d4be03903e,Via Spiga Wynola Mules,Women,Shoes,Mules & Clogs,Via Spiga,Pink,8,N,Y,N,$7.60,$28.00,$36.00,$1.72,$0.00,$20.68,CA,90064,$2.66,$0.00,,
04/09/2022,04/13/2022,62573b354e28766db2060838,Madewell Classic Straight Leg Jean | Black Size 23,Women,Jeans,Straight Leg,Madewell,Black,23,N,Y,N,$8.00,$35.00,$45.00,$0.00,$0.00,$28.00,CA,95120,$3.29,$0.00,,
04/08/2022,04/10/2022,625353b9a869d680af1ff7ca,Abercrombie & Fitch Striped Tie Front Romper Size M,Women,Pants & Jumpsuits,Jumpsuits & Rompers,Abercrombie & Fitch,Blue,M,N,Y,N,$8.00,$22.00,$29.00,$1.72,$0.00,$15.88,NJ,8060,$0.00,$0.00,This sale is exempt from sales tax.,
03/08/2022,04/10/2022,6253b6b957de97e70517b4f8,Nike Air Max Thea Clearwater Blue 9,Women,Shoes,Athletic Shoes,Nike,Blue,9,N,Y,N,$9.43,$32.00,$45.00,$1.72,$0.00,$23.88,TX,75235,$3.13,$0.00,,
04/05/2022,04/13/2022,6256e3316afdc3fb0d794d2b,Seychelles Leather Block Heel Sandals,Women,Shoes,Heels,Seychelles,,10,N,Y,N,$6.00,$24.00,$30.00,$1.72,$0.00,$17.48,MA,2649,$0.00,$0.00,This sale is exempt from sales tax.,
04/06/2022,04/12/2022,6255cb0e584b3d884d2919f4,Teva Capri Wedge Sandal | Black Size 8,Women,Shoes,Wedges,Teva,Black,8,N,Y,N,$8.00,$29.00,$38.00,$1.72,$0.00,$21.48,GA,30523,$2.45,$0.00,,
03/27/2022,04/13/2022,625777b9fdea1b3dff9dba6e,Leota Sweetheart A-Line Dress XL,Women,Dresses,Midi,Leota,Blue,XL,N,Y,N,$7.21,$30.00,$55.00,$0.00,$0.00,$24.00,FL,33426,$2.64,$0.00,,
03/27/2022,04/14/2022,6258651f63de85d5c5d9e5ff,Lucky Brand Rittly Suede Wedge Sandals,Women,Shoes,Wedges,Lucky Brand,Tan,8,N,Y,N,$8.00,$12.00,$24.00,$0.00,$0.00,$9.05,NY,13760,$0.79,$0.00,,
04/13/2022,04/14/2022,6257e2365561f78f15d900a1,Maeve by Anthropologie Capelle Sleeveless Fit & Flare Dress Small,Women,Dresses,,Anthropologie,,S,N,N,N,$7.40,$49.00,$49.00,$0.00,$0.00,$39.20,NH,3064,--,,State does not currently impose a sales tax.,
03/24/2022,04/12/2022,6255df56ed2f3f461c745d1d,Vintage NFL Cleveland Browns AJD Corduroy Snapback Hat,Men,Accessories,Hats,NFL,Brown,OS,N,Y,N,$7.25,$25.00,$55.00,$0.00,$0.00,$20.00,HI,96813,$1.48,$0.00,,
04/10/2022,04/14/2022,62583e11a1d413f46188eedb,Nike Joyride Run Flyknit Running Shoes | Mint/White 7,Women,Shoes,Athletic Shoes,Nike,Blue,7,N,Y,N,$9.43,$40.00,$89.00,$0.00,$0.00,$32.00,MN,56001,$0.00,$0.00,This sale is exempt from sales tax.,
03/31/2022,04/14/2022,62583e78ed2f3f8b1f849989,Kate Spade Metallic Gold Strappy Heels 8.5,Women,Shoes,Heels,kate spade,Gold,8.5,N,Y,N,$7.70,$40.00,$60.00,$0.00,$0.00,$32.00,WI,53074,$2.62,$0.00,,
04/06/2022,04/17/2022,625c8ee8e1d99001e4ab892e,Circus by Sam Edelman Pandora Heel | Nude 8,Women,Shoes,Heels,Circus by Sam Edelman,Tan,8,N,Y,N,$8.60,$25.00,$39.00,$1.72,$0.00,$18.28,MO,63376,--,,State does not currently impose a sales tax.,
04/15/2022,04/17/2022,625ccfc647471a6525b2bba1,Sofft Napoli Suede Loafers | Black Size 9.5,Women,Shoes,Flats & Loafers,Sofft,Black,9.5,N,Y,N,$0.00,$35.00,$54.00,$0.00,$0.00,$28.00,CO,80015,$2.38,$0.00,,
03/29/2022,04/17/2022,625ba1b972c2463724adc9b8,Joe's Jeans Cut Off Shorts Resa Wash Size 29,Women,Shorts,Jean Shorts,Joe's Jeans,Blue,29,N,Y,N,$7.25,$19.00,$29.00,$0.00,$0.00,$15.20,CO,80004,$1.52,$0.00,,
04/02/2022,04/17/2022,625c19607824da7eb35cc72a,Coach Patent Leather Block Heel Pumps Size 7.5,Women,Shoes,Heels,Coach,Black,7.5,N,Y,N,$9.07,$30.00,$48.00,$0.00,$0.00,$24.00,MI,48079,$2.26,$0.00,,
03/27/2022,04/17/2022,625c47d25287799317255cb1,Anthropologie Saturday Sunday Scenic Route Bomber Jacket,Women,Jackets & Coats,Bomber Jackets,Anthropologie,Cream,XS,N,Y,N,$8.00,$22.00,$26.00,$1.72,$0.00,$15.88,FL,33433,$1.96,$0.00,,
04/11/2022,04/16/2022,625adff1509fa889b16192c0,Vintage Tommy Bahama 100% Silk Seashell Print Shirt,Men,Shirts,Casual Button Down Shirts,Tommy Bahama,"Green,Cream",L,N,Y,N,$6.70,$15.00,$26.00,$1.72,$0.00,$10.28,UT,84405,$1.09,$0.00,,
04/12/2022,04/18/2022,625e207e6afdc3fbec7fb08b,Theory Single Button Andy Blazer | Grey 6,Women,Jackets & Coats,Blazers & Suit Jackets,Theory,Gray,6,N,Y,N,$7.40,$46.00,$55.00,$0.00,$0.00,$36.80,CA,94132,$3.97,$0.00,,
04/08/2022,04/16/2022,625b5c35b68583cdcd1c2cae,Vintage 1993 Kentucky Derby Single Stitch T Shirt | Size L,Men,Shirts,Tees - Short Sleeve,Vintage,White,L,N,Y,N,$8.00,$25.00,$35.00,$0.00,$0.00,$20.00,WY,82009,$1.50,$0.00,,
03/18/2022,04/17/2022,625c6a80afe96bdbcd14350c,J. Crew Collection Silk Jeweled Sleeve Bomber Jacket | Small,Women,Jackets & Coats,Bomber Jackets,J. Crew,Black,S,N,Y,N,$8.30,$60.00,$125.00,$0.00,$0.00,$48.00,NY,10035,$0.00,$0.00,This sale is exempt from sales tax.,
04/10/2022,04/17/2022,625c9141eb7812bf58651d93,"BKE Payton Bootcut Jeans Size 32x31.5""",Men,Jeans,Bootcut,BKE,Blue,32,N,Y,N,$10.00,$29.00,$35.00,$1.72,$0.00,$21.48,OH,45326,$2.44,$0.00,,
04/08/2022,04/16/2022,625b90eba1d4137883ff3172,Valentino Garavani C-rockee Nero Fringe Ankle Strap Pumps,Women,Shoes,Heels,Valentino,,39EU,N,Y,N,$145.88,$290.00,$399.00,$0.00,$0.00,$232.00,NJ,7462,$0.00,$0.00,This sale is exempt from sales tax.,
04/01/2022,04/16/2022,625adc0ca869d64f35402719,"Madewell 10"" High Rise Skinny Ankle Jeans Size 30 Tall",Women,Jeans,Skinny,Madewell,Blue,30,N,Y,N,$9.07,$25.00,$48.00,$0.00,$0.00,$20.00,MN,55066,$0.00,$0.00,This sale is exempt from sales tax.,
04/13/2022,04/20/2022,62608ac042384c1bc63d77f8,Seven7 Dark Wash Bootcut Jeans,Women,Jeans,Boot Cut,Seven7,Blue,10,N,Y,N,$7.60,$22.00,$38.00,$1.72,$0.00,$15.88,MD,21078,$1.32,$0.00,,
04/04/2022,04/16/2022,625b74a4ca86647ce17b94d9,Tod's Golden Yellow T-Strap Heels 9,Women,Shoes,Heels,Tod's,Yellow,9,N,Y,N,$26.74,$100.00,$149.00,$0.00,$0.00,$80.00,NJ,7042,$0.00,$0.00,This sale is exempt from sales tax.,
04/02/2022,04/16/2022,625b7a76b81de715be89747f,Coach Hilda Black Beaded Thong Jelly Sandals Size 7,Women,Shoes,Sandals,Coach,Black,7,N,Y,N,$9.07,$30.00,$49.00,$0.00,$0.00,$24.00,FL,33426,$2.64,$0.00,,
04/17/2022,04/18/2022,625ddb68468232679377ff08,Franco Sarto Gibson Slide Sandal | Blue/White Pinstripe 8,Women,Shoes,Sandals,Franco Sarto,"Blue,Brown",8,N,Y,N,$0.00,$19.00,$24.00,$1.72,$0.00,$13.48,TX,76133,$2.07,$0.00,,
04/07/2022,04/21/2022,62621f37f36053d6bbc22072,Clarks Artisan Glick Avalee Spotted Calf Fur Loafers 8,Women,Shoes,Flats & Loafers,Clarks,Black,8,N,Y,N,$9.43,$34.00,$45.00,$1.72,$0.00,$25.48,NY,11106,$0.00,$0.00,This sale is exempt from sales tax.,
04/20/2022,04/22/2022,6262c0e8fb7af41414e398c1,New Balance Fresh Foam More Voltage Violet Running Shoes 6.5 Wide,Women,Shoes,Athletic Shoes,New Balance,Purple,6.5,N,Y,N,$7.50,$58.00,$74.00,$1.72,$0.00,$44.68,CO,80012,$4.65,$0.00,,
04/16/2022,04/26/2022,6267d9cb0c0c966f8b1d8bee,Merrell Leather Luxe MJ Mary Jane Heeled Shoes | Black Size 9,Women,Shoes,,Merrell,Black,9,N,Y,N,$0.00,$25.00,$34.00,$0.00,$0.00,$20.00,NJ,8110,$0.00,$0.00,This sale is exempt from sales tax.,
04/20/2022,04/23/2022,62649354a5cbed173526ad58,A2 by Aerosoles Trend Right White Lasercut Flats Size 9,Women,Shoes,Flats & Loafers,A2 By Aerosoles,White,9,N,Y,N,$7.12,$19.00,$25.00,$1.72,$0.00,$13.48,IA,51104,$1.33,$0.00,,
04/11/2022,04/21/2022,62621fa5163247240d4ae9bb,Puma Clyde Snake Collection Black,Women,Shoes,Athletic Shoes,Puma,,7.5,N,Y,N,$0.00,$10.00,$15.00,$0.00,$0.00,$7.05,IN,46516,$0.70,$0.00,,
04/17/2022,04/22/2022,62633cf6db99b93c6db82703,Ann Taylor Pleated Bandage Skirt,Women,Skirts,A-Line or Full,Ann Taylor,,4,N,Y,N,$8.00,$14.00,$22.00,$1.72,$0.00,$9.33,NC,28722,$1.35,$0.00,,
04/12/2022,04/24/2022,6265eecceb78125ffce92479,Lulu's Chelsie Crocodile Embossed Slide Mules | Brown 6.5,Women,Shoes,Mules & Clogs,Lulu's,Brown,6.5,N,Y,N,$7.40,$22.00,$28.00,$1.72,$0.00,$15.88,TX,76017,$2.31,$0.00,,
04/16/2022,04/24/2022,6265fd93db99b9905cf009c8,Eurosoft by Sofft Lexie Low Wedge Sandals | Black Size 9.5,Women,Shoes,Sandals,Sofft,Black,9.5,N,Y,N,$0.00,$20.00,$25.00,$0.00,$0.00,$16.00,PA,15227,$0.00,$0.00,This sale is exempt from sales tax.,
04/26/2022,04/27/2022,62697ff3b81de7ef7228d240,NWT Skechers BOBS Desert Kiss Sandals Blush Size 10,Women,Shoes,Sandals,Skechers,Pink,10,N,Y,Y,$8.00,$28.00,$39.00,$1.72,$0.00,$20.68,OH,43105,$2.29,$0.00,,
04/26/2022,04/28/2022,626ac2a47e1008c39247940d,HOKA Women's Challenger ATR 6 All Terrain Shoes Provincial Blue/Saffron Size 8,Women,Shoes,Athletic Shoes,Hoka,Blue,8,N,Y,N,$8.00,$50.00,$74.00,$0.00,$0.00,$40.00,MD,21795,$3.00,$0.00,,
04/20/2022,04/23/2022,6263f7c6f01bb29486d16a7e,Free People Oversized Hooded Snap Front Cardigan S,Women,Sweaters,Cardigans,Free People,Blue,S,N,Y,N,$7.80,$30.00,$45.00,$0.00,$0.00,$24.00,NV,89149,$2.51,$0.00,,
04/19/2022,04/27/2022,62693e93fb7af4e14cbb4506,Soul Naturalizer Happy Leather Platform Slide Sandals White Size 9.5,Women,Shoes,Sandals,Naturalizer,White,9.5,N,N,N,$7.12,$29.00,$29.00,$0.00,$0.00,$23.20,PA,17201,$0.00,$0.00,This sale is exempt from sales tax.,
04/16/2022,04/25/2022,6267265272c24683be2f9cec,Free People Canyon Rose Button Front Blouse,Women,Tops,Blouses,Free People,Blue,M,N,Y,N,$10.00,$15.00,$26.00,$0.00,$0.00,$12.00,TX,78063,$1.54,$0.00,,
04/18/2022,04/25/2022,62257b744ef56223ed10bd53,Vineyard Vines Corduroy Skinny Jeans | Hot Pink Size 12,Women,Jeans,Skinny,Vineyard Vines,Pink,12,N,Y,N,$7.12,$28.00,$39.00,$1.72,$0.00,$20.68,VA,23228,$1.68,$0.00,,
04/27/2022,04/27/2022,6269308f5fee83c4b2093611,Baldan Croc Embossed Stilettos,Women,Shoes,Heels,Baldan,,36EU,N,Y,N,$8.00,$29.00,$51.00,$1.72,$0.00,$21.48,MN,55117,$0.00,$0.00,This sale is exempt from sales tax.,
04/11/2022,04/27/2022,62694764feae3602dcbd0442,NWT J.Jill Coral Ombre Slim Ankle Jeans Size 6,Women,Jeans,Ankle & Cropped,J. Jill,"Blue,Pink",6,N,Y,Y,$5.60,$25.00,$45.00,$0.00,$0.00,$20.00,FL,34223,$2.29,$0.00,,
04/26/2022,04/27/2022,6269341c9c0cab4c474f95fa,Brooks Adrenaline GTS 21 Running Shoe | Grey/Teal Size 8.5,Women,Shoes,Sneakers,Brooks,Gray,8.5,N,Y,N,$8.00,$38.00,$45.00,$1.72,$0.00,$28.68,MS,39501,$2.66,$0.00,,
04/15/2022,04/29/2022,626bce3b46823257b5597ccd,Anthropologie Maeve Wool Blend Striped Button Down Top,Women,Tops,Button Down Shirts,Anthropologie,Pink,4,N,Y,N,$6.70,$16.00,$22.00,$0.00,$0.00,$12.80,UT,84770,$1.09,$0.00,,
04/11/2022,04/30/2022,626d52745fee83de342b8db0,Nasty Gal Printed Button Down Tunic Blouse,Women,Tops,Blouses,Nasty Gal,,6,Y,Y,N,$6.00,$6.90,$22.00,$0.00,$1.69,$5.52,CA,92584,$0.60,$0.00,,
04/19/2022,04/30/2022,626d52745fee83de342b8db0,Joe's Jeans Skinny Ankle Jeans Remi Wash 29,Women,Jeans,Skinny,Joe's Jeans,Blue,29,Y,Y,N,$8.40,$11.91,$38.00,$0.00,$1.69,$9.53,CA,92584,$1.04,$0.00,,
04/03/2022,04/30/2022,626d52745fee83de342b8db0,PrettyLittleThing Oversized Plaid Coat,Women,Jackets & Coats,,PrettyLittleThing,Gray,8,Y,Y,N,$10.00,$9.09,$29.00,$0.00,$1.69,$7.27,CA,92584,$0.80,$0.00,,
04/04/2022,04/30/2022,626d52745fee83de342b8db0,Cole Haan Shelby Embossed Suede Driving Shoes Size 9,Women,Shoes,Flats & Loafers,Cole Haan,Gray,9,Y,Y,N,$7.70,$17.24,$55.00,$0.00,$1.69,$13.79,CA,92584,$1.50,$0.00,,
