87,LOBERIA ," $  46,330.00 "," $  30,091.90 "," $  221,662.10 "," $  218,445.15 "," $  436,890.30 "," $  395,281.70 "," $  208,043.00 "," $  29,736.00 "," $  416,086.00 "," $  416,086.00 "," $  416,086.00 "," $  436,890.30 "," $  208,043.00 "," $  31,374.00 "
88,LOBOS," $  49,815.00 "," $  32,355.45 "," $  452,333.20 "," $  431,772.60 "," $  863,545.20 "," $  740,181.60 "," $  411,212.00 "," $  38,934.00 "," $  808,176.00 "," $  808,176.00 "," $  808,176.00 "," $  848,584.80 "," $  404,088.00 "," $  34,146.00 "
89,LUJAN," $  58,630.00 "," $  38,080.90 "," $  796,202.00 "," $  760,011.00 "," $  1,520,022.00 "," $  1,375,258.00 "," $  723,820.00 "," $  47,376.00 "," $  1,447,640.00 "," $  1,538,206.00 "," $  1,538,206.00 "," $  1,615,116.30 "," $  769,103.00 "," $  33,894.00 "
90,MAGDALENA," $  72,365.00 "," $  47,001.95 "," $  325,686.90 "," $  310,882.95 "," $  659,015.70 "," $  596,252.30 "," $  313,817.00 "," $  18,370.80 "," $  627,634.00 "," $  627,634.00 "," $  627,634.00 "," $  659,015.70 "," $  313,817.00 "," $  20,790.00 "
91,MAIPU," $  19,270.00 "," $  14,107.95 "," $  173,178.50 "," $  165,306.75 "," $  323,032.50 "," $  292,267.50 "," $  153,825.00 "," $  11,844.00 "," $  307,650.00 "," $  292,267.50 "," $  292,267.50 "," $  323,032.50 "," $  153,825.00 "," $  27,972.00 "
92,MAR CHIQUITA," $  49,610.00 "," $  32,222.30 "," $  278,778.50 "," $  266,106.75 "," $  532,213.50 "," $  481,526.50 "," $  253,435.00 "," $  20,664.00 "," $  506,870.00 "," $  506,870.00 "," $  506,870.00 "," $  532,213.50 "," $  253,435.00 "," $  16,632.00 "
93,MARCOS PAZ," $  81,180.00 "," $  52,727.40 "," $  753,424.10 "," $  719,177.55 "," $  1,434,705.30 "," $  1,298,066.70 "," $  683,193.00 "," $  15,750.00 "," $  1,366,386.00 "," $  1,363,752.00 "," $  1,295,564.40 "," $  1,431,939.60 "," $  681,876.00 "," $  48,888.00 "
94,MERCEDES ," $  48,790.00 "," $  31,689.70 "," $  626,830.60 "," $  598,338.30 "," $  1,196,676.60 "," $  1,082,707.40 "," $  569,846.00 "," $  81,270.00 "," $  1,174,950.00 "," $  1,174,950.00 "," $  1,174,950.00 "," $  1,233,697.50 "," $  587,475.00 "," $  29,358.00 "
95,MONTE ," $  41,615.00 "," $  27,029.45 "," $  302,167.80 "," $  288,432.90 "," $  576,865.80 "," $  521,926.20 "," $  274,698.00 "," $  39,438.00 "," $  549,396.00 "," $  521,926.20 "," $  549,396.00 "," $  549,396.00 "," $  274,698.00 "," $  37,170.00 "
96,MONTE HERMOSO," $  42,230.00 "," $  27,428.90 "," $  135,988.60 "," $  123,626.00 "," $  259,614.60 "," $  234,889.40 "," $  123,626.00 "," $  10,584.00 "," $  247,252.00 "," $  247,252.00 "," $  247,252.00 "," $  247,252.00 "," $  123,626.00 "," $  16,884.00 "
97,NAVARRO," $  46,125.00 "," $  29,958.75 "," $  254,395.90 "," $  242,832.45 "," $  485,664.90 "," $  439,411.10 "," $  231,269.00 "," $  20,034.00 "," $  439,411.10 "," $  462,538.00 "," $  462,538.00 "," $  485,664.90 "," $  231,269.00 "," $  13,860.00 "
98,NECOCHEA," $  143,500.00 "," $  93,205.00 "," $  777,834.20 "," $  742,478.10 "," $  1,484,956.20 "," $  1,461,487.60 "," $  769,204.00 "," $  87,822.00 "," $  1,540,620.00 "," $  1,540,620.00 "," $  1,463,589.00 "," $  1,617,651.00 "," $  770,310.00 "," $  89,334.00 "
99,NUEVE DE JULIO ," $  77,080.00 "," $  50,064.40 "," $  617,375.00 "," $  589,312.50 "," $  1,178,625.00 "," $  1,066,375.00 "," $  561,250.00 "," $  64,260.00 "," $  1,102,870.20 "," $  1,160,916.00 "," $  1,102,870.20 "," $  1,218,961.80 "," $  580,458.00 "," $  57,204.00 "
100,OLAVARRIA," $  189,215.00 "," $  122,897.45 "," $  945,280.60 "," $  902,313.30 "," $  1,804,626.60 "," $  1,632,757.40 "," $  859,346.00 "," $  178,562.00 "," $  1,718,692.00 "," $  1,718,692.00 "," $  1,632,757.40 "," $  1,718,692.00 "," $  859,346.00 "," $  118,818.00 "
101,PATAGONES," $  51,660.00 "," $  33,553.80 "," $  468,116.00 "," $  425,560.00 "," $  936,093.90 "," $  846,942.10 "," $  445,759.00 "," $  37,296.00 "," $  895,498.00 "," $  895,498.00 "," $  895,498.00 "," $  940,272.90 "," $  447,749.00 "," $  34,902.00 "
102,PEHUAJO," $  129,765.00 "," $  99,483.55 "," $  567,601.10 "," $  516,001.00 "," $  1,088,247.30 "," $  984,604.70 "," $  518,213.00 "," $  135,049.00 "," $  1,036,426.00 "," $  1,036,426.00 "," $  1,036,426.00 "," $  1,088,247.30 "," $  518,213.00 "," $  90,468.00 "
103,PELLEGRINI," $  30,750.00 "," $  19,972.50 "," $  103,108.50 "," $  98,421.75 "," $  196,843.50 "," $  178,096.50 "," $  93,735.00 "," $  27,810.00 "," $  187,470.00 "," $  187,470.00 "," $  187,470.00 "," $  196,843.50 "," $  93,735.00 "," $  16,632.00 "
104,PERGAMINO," $  62,935.00 "," $  40,877.05 "," $  626,456.60 "," $  597,981.30 "," $  1,195,962.60 "," $  1,082,061.40 "," $  569,506.00 "," $  53,424.00 "," $  1,139,012.00 "," $  1,139,012.00 "," $  1,139,012.00 "," $  1,195,962.60 "," $  569,506.00 "," $  29,610.00 "
105,PILA," $  16,605.00 "," $  14,379.65 "," $  73,751.70 "," $  70,399.35 "," $  140,798.70 "," $  120,684.60 "," $  67,047.00 "," $  19,475.00 "," $  134,094.00 "," $  134,094.00 "," $  134,094.00 "," $  140,798.70 "," $  67,047.00 "," $  15,736.00 "
106,PILAR," $  1,265,055.00 "," $  821,668.65 "," $  3,741,321.10 "," $  3,571,261.05 "," $  7,142,522.10 "," $  6,462,281.90 "," $  3,401,201.00 "," $  141,624.00 "," $  7,062,928.00 "," $  7,062,928.00 "," $  6,709,781.60 "," $  7,416,074.40 "," $  3,531,464.00 "," $  438,480.00 "
107,PINAMAR," $  94,095.00 "," $  61,115.85 "," $  407,752.40 "," $  389,218.20 "," $  778,436.40 "," $  704,299.60 "," $  333,615.60 "," $  28,980.00 "," $  741,368.00 "," $  741,368.00 "," $  741,368.00 "," $  778,436.40 "," $  370,684.00 "," $  8,820.00 "
108,PUAN," $  31,570.00 "," $  20,505.10 "," $  203,177.70 "," $  193,942.35 "," $  387,884.70 "," $  350,943.30 "," $  184,707.00 "," $  14,175.00 "," $  369,414.00 "," $  369,414.00 "," $  369,414.00 "," $  387,884.70 "," $  184,707.00 "," $  19,404.00 "
109,PUNTA INDIO," $  77,900.00 "," $  48,203.00 "," $  184,299.15 "," $  184,299.15 "," $  399,405.30 "," $  361,366.70 "," $  190,193.00 "," $  32,382.00 "," $  380,386.00 "," $  380,386.00 "," $  380,386.00 "," $  399,405.30 "," $  190,193.00 "," $  35,280.00 "
110,RAMALLO," $  124,435.00 "," $  93,197.40 "," $  509,624.50 "," $  463,295.00 "," $  972,919.50 "," $  880,260.50 "," $  463,295.00 "," $  109,203.00 "," $  926,590.00 "," $  926,590.00 "," $  897,522.00 "," $  991,998.00 "," $  472,380.00 "," $  83,080.00 "
111,RAUCH," $  51,455.00 "," $  33,420.65 "," $  219,052.90 "," $  199,139.00 "," $  449,712.90 "," $  406,883.10 "," $  214,149.00 "," $  31,248.00 "," $  428,298.00 "," $  428,298.00 "," $  428,298.00 "," $  449,712.90 "," $  214,149.00 "," $  33,642.00 "
112,RIVADAVIA," $  62,320.00 "," $  40,477.60 "," $  244,170.30 "," $  233,071.65 "," $  466,143.30 "," $  421,748.70 "," $  221,973.00 "," $  38,808.00 "," $  443,946.00 "," $  443,946.00 "," $  443,946.00 "," $  466,143.30 "," $  221,973.00 "," $  34,146.00 "
113,ROJAS," $  229,190.00 "," $  155,999.35 "," $  487,129.50 "," $  464,987.25 "," $  929,974.50 "," $  878,586.60 "," $  462,414.00 "," $  50,866.00 "," $  933,438.00 "," $  903,810.00 "," $  901,075.00 "," $  995,925.00 "," $  474,250.00 "," $  143,064.00 "
114,ROQUE PEREZ," $  33,415.00 "," $  21,703.45 "," $  188,430.00 "," $  179,865.00 "," $  359,730.00 "," $  308,340.00 "," $  171,300.00 "," $  17,766.00 "," $  342,600.00 "," $  342,600.00 "," $  342,600.00 "," $  359,730.00 "," $  171,300.00 "," $  17,388.00 "
115,SAAVEDRA," $  38,745.00 "," $  25,165.35 "," $  347,064.30 "," $  331,288.65 "," $  662,577.30 "," $  542,279.00 "," $  285,410.00 "," $  26,082.00 "," $  570,820.00 "," $  570,820.00 "," $  570,820.00 "," $  599,361.00 "," $  285,410.00 "," $  20,034.00 "
116,SALADILLO," $  48,175.00 "," $  34,628.00 "," $  454,371.50 "," $  430,493.70 "," $  860,987.40 "," $  778,988.60 "," $  409,994.00 "," $  23,184.00 "," $  819,988.00 "," $  819,988.00 "," $  819,988.00 "," $  860,987.40 "," $  409,994.00 "," $  33,642.00 "
117,SALLIQUELLO," $  28,700.00 "," $  18,641.00 "," $  143,502.70 "," $  136,979.85 "," $  294,012.60 "," $  252,010.80 "," $  140,006.00 "," $  23,076.00 "," $  280,012.00 "," $  280,012.00 "," $  280,012.00 "," $  294,012.60 "," $  140,006.00 "," $  14,616.00 "
118,SALTO ," $  46,350.50 "," $  31,689.70 "," $  337,443.70 "," $  322,105.35 "," $  644,210.70 "," $  582,857.30 "," $  306,767.00 "," $  66,780.00 "," $  613,534.00 "," $  613,534.00 "," $  613,534.00 "," $  644,210.70 "," $  306,767.00 "," $  28,224.00 "
119,SAN ANDRES DE GILES," $  40,385.00 "," $  29,516.95 "," $  280,090.80 "," $  267,359.40 "," $  517,435.80 "," $  468,156.20 "," $  246,398.00 "," $  29,124.00 "," $  492,796.00 "," $  492,796.00 "," $  492,796.00 "," $  492,796.00 "," $  246,872.00 "," $  24,661.00 "
120,SAN ANTONIO DE ARECO," $  60,270.00 "," $  39,146.10 "," $  298,574.10 "," $  305,655.00 "," $  614,130.30 "," $  526,397.40 "," $  292,443.00 "," $  19,530.00 "," $  584,886.00 "," $  584,886.00 "," $  584,886.00 "," $  614,130.30 "," $  292,443.00 "," $  36,666.00 "
121,SAN CAYETANO," $  19,885.00 "," $  17,896.50 "," $  114,444.00 "," $  109,242.00 "," $  218,484.00 "," $  197,676.00 "," $  104,040.00 "," $  10,880.00 "," $  208,080.00 "," $  208,080.00 "," $  208,080.00 "," $  218,484.00 "," $  104,040.00 "," $  14,570.00 "
122,SAN NICOLAS," $  185,935.00 "," $  120,767.05 "," $  1,051,683.60 "," $  956,076.00 "," $  2,007,759.60 "," $  1,816,544.40 "," $  956,076.00 "," $  89,838.00 "," $  1,912,152.00 "," $  1,912,152.00 "," $  1,912,152.00 "," $  2,007,759.60 "," $  956,076.00 "," $  103,068.00 "
123,SAN PEDRO," $  129,560.00 "," $  84,150.80 "," $  716,571.90 "," $  684,000.45 "," $  1,368,000.90 "," $  1,237,715.10 "," $  651,429.00 "," $  97,710.30 "," $  1,302,858.00 "," $  1,237,715.10 "," $  1,302,858.00 "," $  1,368,000.90 "," $  651,429.00 "," $  70,308.00 "
124,SUIPACHA," $  40,180.00 "," $  26,097.40 "," $  147,570.50 "," $  140,862.75 "," $  281,725.50 "," $  254,894.50 "," $  134,155.00 "," $  23,058.00 "," $  268,310.00 "," $  259,326.00 "," $  246,359.70 "," $  272,292.30 "," $  129,663.00 "," $  24,444.00 "
125,TANDIL," $  50,635.00 "," $  37,766.30 "," $  757,047.50 "," $  679,330.00 "," $  1,426,593.00 "," $  1,290,727.00 "," $  679,330.00 "," $  51,363.00 "," $  1,301,148.00 "," $  1,301,148.00 "," $  1,301,148.00 "," $  1,366,205.40 "," $  650,574.00 "," $  56,456.00 "
126,TAPALQUE," $  46,125.00 "," $  29,958.75 "," $  159,091.90 "," $  151,860.45 "," $  303,720.90 "," $  274,795.10 "," $  144,629.00 "," $  23,184.00 "," $  289,258.00 "," $  274,795.10 "," $  289,258.00 "," $  289,258.00 "," $  144,629.00 "," $  18,900.00 "
127,TORDILLO," $  27,675.00 "," $  17,975.25 "," $  50,268.90 "," $  47,983.95 "," $  95,967.90 "," $  86,828.10 "," $  45,699.00 "," $  3,780.00 "," $  91,398.00 "," $  91,398.00 "," $  91,398.00 "," $  95,967.90 "," $  45,699.00 "," $  7,812.00 "
128,TORNQUIST," $  31,570.00 "," $  20,505.10 "," $  155,373.90 "," $  148,311.45 "," $  296,622.90 "," $  268,373.10 "," $  141,249.00 "," $  20,160.00 "," $  268,373.10 "," $  294,008.00 "," $  294,008.00 "," $  294,008.00 "," $  147,004.00 "," $  20,790.00 "
129,TRENQUE LAUQUEN ," $  54,325.00 "," $  35,284.75 "," $  538,308.10 "," $  489,371.00 "," $  1,027,679.10 "," $  929,804.90 "," $  489,371.00 "," $  54,684.00 "," $  978,742.00 "," $  978,742.00 "," $  978,742.00 "," $  1,027,679.10 "," $  489,371.00 "," $  38,430.00 "
130,TRES ARROYOS," $  130,380.00 "," $  84,683.40 "," $  679,578.90 "," $  648,688.95 "," $  1,297,377.90 "," $  1,173,818.10 "," $  617,799.00 "," $  54,367.20 "," $  1,234,338.00 "," $  1,234,338.00 "," $  1,234,338.00 "," $  1,296,054.90 "," $  617,169.00 "," $  50,778.00 "
131,TRES LOMAS," $  32,800.00 "," $  29,520.00 "," $  157,075.60 "," $  149,935.80 "," $  299,871.60 "," $  271,312.40 "," $  142,796.00 "," $  30,686.00 "," $  285,592.00 "," $  285,592.00 "," $  285,592.00 "," $  299,871.60 "," $  142,796.00 "," $  25,215.00 "
132,VEINTICINCO DE MAYO," $  79,130.00 "," $  56,736.30 "," $  467,426.30 "," $  446,179.65 "," $  892,359.30 "," $  807,372.70 "," $  424,933.00 "," $  84,116.00 "," $  849,866.00 "," $  924,802.00 "," $  878,561.90 "," $  924,802.00 "," $  462,401.00 "," $  85,397.00 "
133,VILLARINO," $  140,835.00 "," $  91,474.05 "," $  541,328.70 "," $  492,117.00 "," $  984,234.00 "," $  935,022.30 "," $  492,117.00 "," $  67,699.80 "," $  984,234.00 "," $  984,234.00 "," $  984,234.00 "," $  1,033,445.70 "," $  492,117.00 "," $  58,590.00 "
134,VILLA GESELL," $  78,925.00 "," $  51,262.75 "," $  363,838.20 "," $  330,762.00 "," $  861,243.60 "," $  779,220.40 "," $  410,116.00 "," $  64,890.00 "," $  820,232.00 "," $  820,232.00 "," $  820,232.00 "," $  861,243.60 "," $  410,116.00 "," $  41,832.00 "
135,ZARATE," $  14,350.00 "," $  9,320.50 "," $  890,810.80 "," $  850,319.40 "," $  1,754,713.80 "," $  1,632,126.60 "," $  859,014.00 "," $  6,300.00 "," $  1,718,028.00 "," $  1,718,028.00 "," $  1,718,028.00 "," $  1,803,929.40 "," $  859,014.00 "," $  6,300.00 "
