# of Tickets,Ticket Type,Ticket #,Ticket Giveaway,Event attended,Ticket price,Media Space/ Booth,Sponsorship,Sponsorship Cost,Industry,Primary Social Media Platforms,City,State,Zip Code,Country
1,General Admission,WS-GA-389971919,Y,Y,$295.00,N,N,$0.00,Entertainment,Twitter,Jackson,Mississippi,39204,USA
1,General Admission,WS-GA-389972140,N,Y,$295.00,N,N,$0.00,Retail,Instagram,Lexington,Kentucky,40504,USA
1,General Admission,WS-GA-389972122,N,Y,$295.00,N,N,$0.00,Finance,Twitter,Toledo,Ohio,43603,USA
1,General Admission,WS-GA-389972145,N,Y,$295.00,N,N,$0.00,Broadcasting,Twitter,New Orleans,Louisiana,70115,USA
1,General Admission,WS-GA-389972137,N,Y,$295.00,N,N,$0.00,Broadcasting,Twitter,Irving,Texas,75014,USA
1,General Admission,WS-GA-389972118,N,Y,$295.00,N,N,$0.00,Fashion,Instagram,Irving,Texas,75016,USA
1,General Admission,WS-GA-389972127,N,Y,$295.00,N,N,$0.00,Broadcasting,Twitter,Irving,Texas,75017,USA
1,General Admission,WS-GA-389971900,N,Y,$295.00,N,N,$0.00,Entertainment,Tik Tok,San Antonio,Texas,78201,USA
1,General Admission,WS-GA-389972095,N,Y,$295.00,N,N,$0.00,Engineering,Twitter,Chandler,Arizona,85224,USA
1,General Admission,WS-GA-389972097,N,Y,$295.00,N,N,$0.00,Technology,Twitter,Glendale,Arizona,85301,USA
1,General Admission,WS-GA-389971932,Y,Y,$295.00,N,N,$0.00,Agriculture,Linkedin,Los Angeles,California,90003,USA
1,General Admission,WS-GA-389971948,Y,Y,$295.00,N,N,$0.00,Broadcasting,Twitter,Los Angeles,California,90003,USA
1,General Admission,WS-GA-389971959,Y,Y,$295.00,N,N,$0.00,Education,Twitter,Los Angeles,California,90003,USA
1,General Admission,WS-GA-389972124,N,Y,$295.00,N,N,$0.00,Technology,Twitter,Los Angeles,California,90004,USA
1,General Admission,WS-GA-389971994,Y,Y,$295.00,N,N,$0.00,Personal Services,Instagram,Los Angeles,California,90005,USA
1,General Admission,WS-GA-389972074,Y,Y,$295.00,N,N,$0.00,Technology,Linkedin,Los Angeles,California,90005,USA
1,General Admission,WS-GA-389971922,Y,Y,$295.00,N,N,$0.00,Finance,Linkedin,San Diego,California,92101,USA
1,General Admission,WS-GA-389972134,N,Y,$295.00,N,N,$0.00,Education,Twitter,San Diego,California,92102,USA
1,General Admission,WS-GA-389972024,Y,Y,$295.00,N,N,$0.00,Professional Services,Linkedin,San Diego,California,92102,USA
1,General Admission,WS-GA-389972077,Y,Y,$295.00,N,N,$0.00,Finance,Twitter,San Diego,California,92102,USA
1,General Admission,WS-GA-389972135,N,Y,$295.00,N,N,$0.00,Education,Twitter,San Diego,California,92103,USA
1,General Admission,WS-GA-389972083,Y,Y,$295.00,N,N,$0.00,Personal Services,Twitter,San Diego,California,92103,USA
1,General Admission,WS-GA-389972133,N,Y,$295.00,N,N,$0.00,Technology,Twitter,Palm Springs,California,92263,USA
1,General Admission,WS-GA-389972152,N,Y,$295.00,N,N,$0.00,Education,Tik Tok,Palm Springs,California,92263,USA
1,General Admission,WS-GA-389972110,N,Y,$295.00,N,N,$0.00,Food Service,Facebook,Huntington Beach,California,92605,USA
1,General Admission,WS-GA-389972112,N,Y,$295.00,N,N,$0.00,Education,Twitter,Huntington Beach,California,92606,USA
1,General Admission,WS-GA-389971920,Y,Y,$295.00,N,N,$0.00,Education,Twitter,San Francisco,California,94103,USA
1,General Admission,WS-GA-389971942,Y,Y,$295.00,N,N,$0.00,Education,Facebook,San Francisco,California,94103,USA
1,General Admission,WS-GA-389972057,Y,Y,$295.00,N,N,$0.00,Manufacturing,Tik Tok,San Francisco,California,94103,USA
1,General Admission,WS-GA-389972103,N,Y,$295.00,N,N,$0.00,Technology,Twitter,Spokane,Washington,99201,USA
1,General Admission,WS-GA-389971949,Y,Y,$295.00,N,N,$0.00,Finance,Linkedin,Albuquerque,New Mexico,87101,USA
1,General Admission,WS-GA-389971960,Y,Y,$295.00,N,N,$0.00,Finance,Linkedin,Augusta,Georgia,30901,USA
1,General Admission,WS-GA-389972033,Y,Y,$295.00,N,N,$0.00,Finance,Instagram,Clearwater,Florida,33755,USA
1,General Admission,WS-GA-389972052,Y,Y,$295.00,N,N,$0.00,Agriculture,twitter,Clearwater,Florida,33755,USA
1,General Admission,WS-GA-389972062,Y,Y,$295.00,N,N,$0.00,Broadcasting,Instagram,Clearwater,Florida,33755,USA
1,General Admission,WS-GA-389972017,Y,Y,$295.00,N,N,$0.00,Technology,Facebook,Coral Springs,Florida,33065,USA
1,General Admission,WS-GA-389972060,Y,Y,$295.00,N,N,$0.00,Technology,Twitter,Coral Springs,Florida,33065,USA
1,General Admission,WS-GA-389972063,Y,Y,$295.00,N,N,$0.00,Healthcare,Tik Tok,Denver,Colorado,80201,USA
1,General Admission,WS-GA-389972078,Y,Y,$295.00,N,N,$0.00,Education,Tik Tok,Denver,Colorado,80201,USA
1,General Admission,WS-GA-389972037,Y,Y,$295.00,N,N,$0.00,Education,Linkedin,Greensboro,North Carolina,27401,USA
1,General Admission,WS-GA-389972005,Y,Y,$295.00,N,N,$0.00,Technology,Twitter,Hialeah,Florida,33002,USA
1,General Admission,WS-GA-389972020,Y,Y,$295.00,N,N,$0.00,Education,Twitter,Houston,Texas,77001,USA
1,General Admission,WS-GA-389972021,Y,Y,$295.00,N,N,$0.00,Fashion,Linkedin,Houston,Texas,77001,USA
1,General Admission,WS-GA-389972048,Y,N,$295.00,N,N,$0.00,Technology,Linkedin,Houston,Texas,77064,USA
1,General Admission,WS-GA-389972079,Y,Y,$295.00,N,N,$0.00,Technology,Twitter,Houston,Texas,77064,USA
1,General Admission,WS-GA-389971979,Y,Y,$295.00,N,N,$0.00,Education,Facebook,Irving,Texas,75014,USA
1,General Admission,WS-GA-389972085,Y,Y,$295.00,N,N,$0.00,Education,Twitter,Irving,Texas,75014,USA
1,General Admission,WS-GA-389972001,Y,Y,$295.00,N,N,$0.00,Finance,Instagram,Jacksonville,Florida,32201,USA
1,General Admission,WS-GA-389971996,Y,Y,$295.00,N,N,$0.00,Engineering,Twitter,Jersey City,New Jersey,7097,USA
1,General Admission,WS-GA-389971945,Y,Y,$295.00,N,N,$0.00,Technology,Twitter,Lafayette,Louisiana,70501,USA
1,General Admission,WS-GA-389971980,Y,Y,$295.00,N,N,$0.00,Education,Instagram,Lafayette,Louisiana,70501,USA
1,General Admission,WS-GA-389972008,Y,Y,$295.00,N,N,$0.00,Broadcasting,Twitter,Lexington,Kentucky,40502,USA
1,General Admission,WS-GA-389971952,Y,Y,$295.00,N,N,$0.00,Education,Instagram,Madison,Wisconsin,53701,USA
1,General Admission,WS-GA-389972034,Y,Y,$295.00,N,N,$0.00,Fashion,Instagram,Madison,Wisconsin,53701,USA
1,General Admission,WS-GA-389972007,Y,Y,$295.00,N,N,$0.00,Finance,Linkedin,Montgomery,Alabama,36101,USA
1,General Admission,WS-GA-389972070,Y,Y,$295.00,N,N,$0.00,Retail,Linkedin,Montgomery,Alabama,36101,USA
1,General Admission,WS-GA-389971981,Y,Y,$295.00,N,N,$0.00,Technology,Twitter,New Orleans,Louisiana,70112,USA
1,General Admission,WS-GA-389971986,Y,Y,$295.00,N,N,$0.00,Finance,Linkedin,New Orleans,Louisiana,70112,USA
1,General Admission,WS-GA-389972032,Y,Y,$295.00,N,N,$0.00,Personal Services,Twitter,New Orleans,Louisiana,70112,USA
1,General Admission,WS-GA-389972012,Y,Y,$295.00,N,N,$0.00,Technology,Instagram,Norfolk,Virginia,23501,USA
1,General Admission,WS-GA-389972051,Y,Y,$295.00,N,N,$0.00,Education,Twitter,Norfolk,Virginia,23501,USA
1,General Admission,WS-GA-389972016,Y,Y,$295.00,N,N,$0.00,Fashion,Twitter,Portland,Oregon,97201,USA
1,General Admission,WS-GA-389972049,Y,Y,$295.00,N,N,$0.00,Retail,Linkedin,Portland,Oregon,97201,USA
1,General Admission,WS-GA-389971998,Y,Y,$295.00,N,N,$0.00,Retail,Linkedin,Prescott Valley,Arizona,86312,USA
1,General Admission,WS-GA-389972088,Y,Y,$295.00,N,N,$0.00,Entertainment,Instagram,Richmond,Virginia,23218,USA
1,General Admission,WS-GA-389972089,Y,Y,$295.00,N,N,$0.00,Education,Instagram,San Antonio,Texas,78201,USA
1,General Admission,WS-GA-389971983,Y,Y,$295.00,N,N,$0.00,Fashion,Linkedin,Spokane,Washington,99201,USA
1,General Admission,WS-GA-389971969,Y,Y,$295.00,N,N,$0.00,Fashion,Instagram,St Petersburg,Florida,33701,USA
1,General Admission,WS-GA-389971971,Y,Y,$295.00,N,N,$0.00,Technology,Linkedin,St Petersburg,Florida,33701,USA
1,General Admission,WS-GA-389972025,Y,Y,$295.00,N,N,$0.00,Healthcare,Twitter,Topeka,Kansas,66601,USA
1,Media,WS-MD-10744184,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33129,USA
1,Media,WS-MD-10744185,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33129,USA
1,Media,WS-MD-10744186,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33129,USA
1,Media,WS-MD-10744221,N,Y,$0.00,N,N,$0.00,Broadcasting,Instagram,Los Angeles,California,90002,USA
1,Media,WS-MD-10744222,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Los Angeles,California,90002,USA
1,Media,WS-MD-10744223,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Los Angeles,California,90002,USA
1,Media,WS-MD-10744198,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,New York,New York,10119,USA
1,Media,WS-MD-10744199,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,New York,New York,10119,USA
1,Media,WS-MD-10744235,N,Y,$0.00,Y,Y,"$5,000.00",Broadcasting,Twitter,New York,New York,10472,USA
1,Media,WS-MD-10744246,N,Y,$0.00,Y,Y,"$2,000.00",Broadcasting,Twitter,New York,New York,10472,USA
1,Media,WS-MD-10744231,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Atlanta,Georgia,30305,USA
1,Media,WS-MD-10744232,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Atlanta,Georgia,30305,USA
1,Media,WS-MD-10744233,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Atlanta,Georgia,30305,USA
1,Media,WS-MD-10744195,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Orlando,Florida,32801,USA
1,Media,WS-MD-10744196,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Orlando,Florida,32801,USA
1,Media,WS-MD-10744197,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Orlando,Florida,32801,USA
1,Media,WS-MD-10744156,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33105,USA
1,Media,WS-MD-10744157,N,Y,$0.00,N,N,$0.00,Broadcasting,Tik Tok,Miami,Florida,33105,USA
1,Media,WS-MD-10744158,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33105,USA
1,Media,WS-MD-10744159,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33105,USA
1,Media,WS-MD-10744160,N,Y,$0.00,N,N,$0.00,Broadcasting,Instagram,Miami,Florida,33105,USA
1,Media,WS-MD-10744161,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33105,USA
1,Media,WS-MD-10744162,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33105,USA
1,Media,WS-MD-10744163,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33105,USA
1,Media,WS-MD-10744164,N,Y,$0.00,N,N,$0.00,Broadcasting,Instagram,Miami,Florida,33105,USA
1,Media,WS-MD-10744237,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33109,USA
1,Media,WS-MD-10744238,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33109,USA
1,Media,WS-MD-10744239,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33109,USA
1,Media,WS-MD-10744189,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33111,USA
1,Media,WS-MD-10744190,N,Y,$0.00,N,N,$0.00,Broadcasting,Instagram,Miami,Florida,33111,USA
1,Media,WS-MD-10744191,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33111,USA
1,Media,WS-MD-10744192,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33111,USA
1,Media,WS-MD-10744204,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33114,USA
1,Media,WS-MD-10744205,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33114,USA
1,Media,WS-MD-10744206,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33114,USA
1,Media,WS-MD-10744207,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33114,USA
1,Media,WS-MD-10744208,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33114,USA
1,Media,WS-MD-10744209,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33114,USA
1,Media,WS-MD-10744210,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33114,USA
1,Media,WS-MD-10744211,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33114,USA
1,Media,WS-MD-10744212,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33114,USA
1,Media,WS-MD-10744213,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33114,USA
1,Media,WS-MD-10744178,N,Y,$0.00,N,N,$0.00,Broadcasting,Tik Tok,Miami,Florida,33125,USA
1,Media,WS-MD-10744179,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33125,USA
1,Media,WS-MD-10744180,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33125,USA
1,Media,WS-MD-10744181,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33125,USA
1,Media,WS-MD-10744254,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33140,USA
1,Media,WS-MD-10744255,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33140,USA
1,Media,WS-MD-10744247,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33146,USA
1,Media,WS-MD-10744248,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33146,USA
1,Media,WS-MD-10744249,N,Y,$0.00,N,N,$0.00,Broadcasting,Instagram,Miami,Florida,33146,USA
1,Media,WS-MD-10744250,N,Y,$0.00,N,N,$0.00,Broadcasting,Instagram,Miami,Florida,33156,USA
1,Media,WS-MD-10744251,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33156,USA
1,Media,WS-MD-10744252,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33156,USA
1,Media,WS-MD-10744253,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33156,USA
1,Media,WS-MD-10744259,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33158,USA
1,Media,WS-MD-10744172,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,North Miami,Florida,33162,USA
1,Media,WS-MD-10744173,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,North Miami,Florida,33162,USA
1,Media,WS-MD-10744174,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,North Miami,Florida,33162,USA
1,Media,WS-MD-10744177,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,North Miami,Florida,33162,USA
1,Media,WS-MD-10744215,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,North Miami,Florida,33181,USA
1,Media,WS-MD-10744216,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,North Miami,Florida,33181,USA
1,Media,WS-MD-10744217,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,North Miami,Florida,33181,USA
1,Media,WS-MD-10744218,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,North Miami,Florida,33181,USA
1,Media,WS-MD-10744219,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,North Miami,Florida,33181,USA
1,Media,WS-MD-10744220,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,North Miami,Florida,33181,USA
1,Media,WS-MD-10744229,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,West Palm Beach,Florida,33426,USA
1,Media,WS-MD-10744230,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,West Palm Beach,Florida,33426,USA
1,Media,WS-MD-10744256,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33431,USA
1,Media,WS-MD-10744257,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33431,USA
1,Media,WS-MD-10744258,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Miami,Florida,33431,USA
1,Media,WS-MD-10744168,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Tampa,Florida,33605,USA
1,Media,WS-MD-10744169,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Tampa,Florida,33605,USA
1,Media,WS-MD-10744170,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Tampa,Florida,33605,USA
1,Media,WS-MD-10744171,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Tampa,Florida,33605,USA
1,Media,WS-MD-10744224,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Tampa,Florida,33605,USA
1,Media,WS-MD-10744225,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Tampa,Florida,33605,USA
1,Media,WS-MD-10744226,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Tampa,Florida,33605,USA
1,Media,WS-MD-10744227,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Tampa,Florida,33605,USA
1,Media,WS-MD-10744228,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Tampa,Florida,33605,USA
1,Media,WS-MD-10744200,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Nashville,Tennessee,37203,USA
1,Media,WS-MD-10744201,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Nashville,Tennessee,37203,USA
1,Media,WS-MD-10744234,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Las Vegas,Nevada,89103,USA
1,Media,WS-MD-10744236,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Las Vegas,Nevada,89103,USA
1,Media,WS-MD-10744165,N,Y,$0.00,Y,Y,"$1,500.00",Broadcasting,Twitter,Los Angeles,California,90001,USA
1,Media,WS-MD-10744175,N,Y,$0.00,Y,Y,"$1,500.00",Broadcasting,Twitter,Los Angeles,California,90001,USA
1,Media,WS-MD-10744176,N,Y,$0.00,Y,Y,"$2,500.00",Broadcasting,Twitter,Los Angeles,California,90001,USA
1,Media,WS-MD-10744214,N,Y,$0.00,Y,Y,"$3,000.00",Broadcasting,Twitter,Los Angeles,California,90001,USA
1,Media,WS-MD-10744182,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Los Angeles,California,90004,USA
1,Media,WS-MD-10744183,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Los Angeles,California,90004,USA
1,Media,WS-MD-10744240,N,Y,$0.00,N,N,$0.00,Broadcasting,Instagram,San Diego,California,92103,USA
1,Media,WS-MD-10744241,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,San Diego,California,92103,USA
1,Media,WS-MD-10744242,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,San Diego,California,92103,USA
1,Media,WS-MD-10744243,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,San Diego,California,92103,USA
1,Media,WS-MD-10744244,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Austin,Texas,73301,USA
1,Media,WS-MD-10744245,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Austin,Texas,73301,USA
1,Media,WS-MD-10744187,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Boston,Massachusetts,2108,USA
1,Media,WS-MD-10744188,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Boston,Massachusetts,2108,USA
1,Media,WS-MD-10744202,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Denver,Colorado,80201,USA
1,Media,WS-MD-10744203,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Denver,Colorado,80222,USA
1,Media,WS-MD-10744166,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Houston,Texas,77064,USA
1,Media,WS-MD-10744167,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Houston,Texas,77064,USA
1,Media,WS-MD-10744193,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Katy,Texas,77449,USA
1,Media,WS-MD-10744194,N,Y,$0.00,N,N,$0.00,Broadcasting,Twitter,Katy,Texas,77449,USA
1,VIP,WS-VP-667309482,N,Y,$695.00,N,N,$0.00,Technology,Facebook,Delray Beach,Florida,33444,USA
1,VIP,WS-VP-667309511,N,Y,$695.00,N,N,$0.00,Broadcasting,Twitter,Delray Beach,Florida,33444,USA
1,VIP,WS-VP-667309274,Y,Y,$695.00,N,N,$0.00,Education,Instagram,Las Vegas,Nevada,89104,USA
1,VIP,WS-VP-667309523,N,Y,$695.00,N,N,$0.00,Personal Services,Twitter,Venice Beach,California,90291,USA
1,VIP,WS-VP-667309532,N,Y,$695.00,N,N,$0.00,Retail,Twitter,Venice Beach,California,90291,USA
1,VIP,WS-VP-667309584,N,Y,$695.00,N,N,$0.00,Finance,Facebook,Venice Beach,California,90291,USA
1,VIP,WS-VP-667309659,N,Y,$695.00,N,N,$0.00,Finance,Twitter,Venice Beach,California,90291,USA
1,VIP,WS-VP-667309273,Y,Y,$695.00,N,N,$0.00,Finance,Linkedin,Venice Beach,California,90291,USA
1,VIP,WS-VP-667309421,N,Y,$695.00,N,N,$0.00,Broadcasting,Instagram,San Francisco,California,94102,USA
1,VIP,WS-VP-667309513,N,Y,$695.00,N,N,$0.00,Technology,Twitter,San Francisco,California,94102,USA
1,VIP,WS-VP-667309045,N,Y,$695.00,N,N,$0.00,Broadcasting,Twitter,Worcester,Massachusetts,1605,USA
1,VIP,WS-VP-667309601,N,Y,$695.00,N,N,$0.00,Education,Linkedin,Worcester,Massachusetts,1605,USA
1,VIP,WS-VP-667309068,Y,Y,$695.00,N,N,$0.00,Technology,Discord,New York,New York,10029,USA
1,VIP,WS-VP-667309267,Y,Y,$695.00,N,N,$0.00,Entertainment,Linkedin,New York,New York,10031,USA
1,VIP,WS-VP-667309454,N,Y,$695.00,N,N,$0.00,Healthcare,Instagram,New York,New York,10044,USA
1,VIP,WS-VP-667309133,Y,Y,$695.00,N,N,$0.00,Agriculture,Tik Tok,New York,New York,10095,USA
1,VIP,WS-VP-667309592,N,Y,$695.00,N,N,$0.00,Finance,Twitter,New York,New York,10099,USA
1,VIP,WS-VP-667309597,N,Y,$695.00,N,N,$0.00,Fashion,Instagram,New York,New York,10128,USA
1,VIP,WS-VP-667309524,N,Y,$695.00,N,N,$0.00,Finance,Instagram,New York,New York,10153,USA
1,VIP,WS-VP-667309441,N,Y,$695.00,N,N,$0.00,Finance,Twitter,New York,New York,10174,USA
1,VIP,WS-VP-667309422,N,Y,$695.00,N,N,$0.00,Human Resources,Instagram,New York,New York,10280,USA
1,VIP,WS-VP-667309539,N,Y,$695.00,N,N,$0.00,Education,Twitter,New York,New York,10456,USA
1,VIP,WS-VP-667309489,N,Y,$695.00,N,N,$0.00,Professional Services,Facebook,New York,New York,10457,USA
1,VIP,WS-VP-667309393,N,Y,$695.00,N,N,$0.00,Finance,Instagram,Yonkers,New York,10701,USA
1,VIP,WS-VP-667309647,N,Y,$695.00,N,N,$0.00,Human Resources,Instagram,New York,New York,11212,USA
1,VIP,WS-VP-667309466,N,Y,$695.00,N,N,$0.00,Technology,Instagram,New York,New York,11228,USA
1,VIP,WS-VP-667309256,Y,Y,$695.00,N,N,$0.00,Healthcare,Twitter,New York,New York,11233,USA
1,VIP,WS-VP-667309665,N,Y,$695.00,N,N,$0.00,Education,Twitter,New York,New York,11354,USA
1,VIP,WS-VP-667309300,Y,Y,$695.00,N,N,$0.00,Healthcare,Instagram,New York,New York,11354,USA
1,VIP,WS-VP-667309409,N,Y,$695.00,N,N,$0.00,Technology,Twitter,New York,New York,11372,USA
1,VIP,WS-VP-667309471,N,Y,$695.00,N,N,$0.00,Education,Twitter,Philidelphia,Pennsylvania,19103,USA
1,VIP,WS-VP-667309514,N,Y,$695.00,N,N,$0.00,Entertainment,Instagram,Philidelphia,Pennsylvania,19103,USA
1,VIP,WS-VP-667309106,Y,Y,$695.00,N,N,$0.00,Finance,Instagram,Philidelphia,Pennsylvania,19109,USA
1,VIP,WS-VP-667309111,Y,Y,$695.00,N,N,$0.00,Technology,Twitter,Philadelphia,Pennsylvania,19111,USA
1,VIP,WS-VP-667309221,Y,Y,$695.00,N,N,$0.00,Technology,Linkedin,Philadelphia,Pennsylvania,19111,USA
1,VIP,WS-VP-667309331,Y,Y,$695.00,N,N,$0.00,Retail,Twitter,Philidelphia,Pennsylvania,19115,USA
1,VIP,WS-VP-667309603,N,Y,$695.00,N,N,$0.00,Broadcasting,Instagram,Winston,North Carolina,27109,USA
1,VIP,WS-VP-667309538,N,Y,$695.00,N,N,$0.00,Technology,Linkedin,Atlanta,Georgia,30303,USA
1,VIP,WS-VP-667309583,N,Y,$695.00,N,N,$0.00,Finance,Tik Tok,Atlanta,Georgia,30303,USA
1,VIP,WS-VP-667309630,N,Y,$695.00,N,N,$0.00,Broadcasting,Twitter,Atlanta,Georgia,30303,USA
1,VIP,WS-VP-667309384,N,Y,$695.00,N,N,$0.00,Technology,Facebook,Atlanta,Georgia,30309,USA
1,VIP,WS-VP-667309640,N,Y,$695.00,N,N,$0.00,Fashion,Twitter,Atlanta,Georgia,30311,USA
1,VIP,WS-VP-667309693,N,Y,$695.00,N,N,$0.00,Technology,Linkedin,Atlanta,Georgia,30312,USA
1,VIP,WS-VP-667309109,Y,Y,$695.00,N,N,$0.00,Education,Linkedin,Atlanta,Georgia,30312,USA
1,VIP,WS-VP-667309151,Y,Y,$695.00,N,N,$0.00,Technology,Twitter,Atlanta,Georgia,30317,USA
1,VIP,WS-VP-667309339,Y,Y,$695.00,N,N,$0.00,Finance,Linkedin,Atlanta,Georgia,30319,USA
1,VIP,WS-VP-667309152,Y,Y,$695.00,N,N,$0.00,Finance,Instagram,Atlanta,Georgia,30326,USA
1,VIP,WS-VP-667309255,Y,Y,$695.00,N,N,$0.00,Education,Twitter,Atlanta,Georgia,30331,USA
1,VIP,WS-VP-667309293,Y,Y,$695.00,N,N,$0.00,Professional Services,Instagram,Atlanta,Georgia,30336,USA
1,VIP,WS-VP-667309323,Y,Y,$695.00,N,N,$0.00,Entertainment,Twitter,Atlanta,Georgia,30336,USA
1,VIP,WS-VP-667309387,N,Y,$695.00,N,N,$0.00,Fashion,Instagram,Athens,Georgia,30609,USA
1,VIP,WS-VP-667309488,N,Y,$695.00,N,N,$0.00,Fashion,Twitter,Jacksonville,Florida,32204,USA
