Date,Section,Cash,Number,ServiceType,Period,Account,Zone,Plan_A,Plan_B,Others_Cost,Total,VAT,VAT Amount,Bill_Total,Payments_on_account,Billing Code,Billing_Code_Period
2/11/2023,3,4,114920,5,202311,1847,1,202,7600,1300,8900,"21,0",1869,10769,0,73444678121140,20231112
2/11/2023,3,4,114923,2,202311,1890,1,2,6050,250,6300,"21,0",1323,7623,0,73444678121140,20231112
2/11/2023,3,4,114927,1,202311,1921,1,1,4250,250,4500,"21,0",945,5445,0,73444678121140,20231112
2/11/2023,3,4,114929,4,202311,1960,1,202,7600,1300,8900,"21,0",1869,10769,0,73444678121140,20231112
2/11/2023,3,4,114933,3,202311,1983,1,2,6050,250,6300,"21,0",1323,7623,0,73444678121140,20231112
2/11/2023,3,4,114936,2,202311,2024,1,1,4250,250,4500,"21,0",945,5445,0,73444678121140,20231112
2/11/2023,3,4,114940,2,202311,2050,1,1,4250,250,4500,"21,0",945,5445,0,73444678121140,20231112
2/11/2023,3,4,114941,4,202311,2063,1,202,7600,1300,8900,"21,0",1869,10769,0,73444678121140,20231112
2/11/2023,3,4,114942,5,202311,2074,1,1,4250,250,4500,"21,0",945,5445,0,73444678121140,20231112
2/11/2023,3,4,114975,4,202311,2445,1,2,6050,250,6300,"21,0",1323,7623,0,73444678121140,20231112
2/11/2023,3,4,114984,4,202311,2525,1,1,4250,250,4500,"21,0",945,5445,0,73444678121140,20231112
2/11/2023,3,4,114997,4,202311,2678,1,1,4250,250,4500,"21,0",945,5445,0,73444678121140,20231112
2/9/2021,3,4,54418,3,202109,2523,4,1,1155,0,1155,"21,0","242,55","1397,55",0,71354375936928,20210912
2/11/2022,3,4,85440,3,202211,934,2,1,2100,250,2350,"21,0","493,5","2843,5",0,72444648535607,20221112
2/3/2021,3,4,39828,2,202103,1625,2,1,1100,0,1100,"21,0",231,1331,0,71094488256541,20210312
2/12/2020,3,4,33425,5,202012,1271,2,1,750,465,1215,"21,0","255,15","1470,15",1215,70494425208050,20201212
2/11/2023,3,4,115001,1,202311,2706,1,1,4250,250,4500,"21,0",945,5445,0,73444678121140,20231112
2/11/2023,3,4,115003,1,202311,2721,1,1,4250,250,4500,"21,0",945,5445,0,73444678121140,20231112
2/11/2023,3,4,115006,5,202311,2743,1,202,7600,1300,8900,"21,0",1869,10769,0,73444678121140,20231112
2/11/2023,3,4,115010,4,202311,2801,1,10,7350,250,7600,"21,0",1596,9196,0,73444678121140,20231112
2/11/2023,3,4,115011,1,202311,2809,1,6,2950,250,3200,"21,0",672,3872,0,73444678121140,20231112
2/11/2023,3,4,115015,5,202311,2861,1,202,7600,1300,8900,"21,0",1869,10769,0,73444678121140,20231112
2/11/2023,3,4,115023,3,202311,2949,1,2,6050,250,6300,"21,0",1323,7623,0,73444678121140,20231112
2/11/2023,3,4,115026,5,202311,2967,1,1,4250,250,4500,"21,0",945,5445,0,73444678121140,20231112
2/11/2023,3,4,115028,2,202311,2976,1,1,4250,250,4500,"21,0",945,5445,0,73444678121140,20231112
2/11/2023,3,4,115033,5,202311,3057,1,1,4250,250,4500,"21,0",945,5445,0,73444678121140,20231112
2/11/2023,3,4,115034,5,202311,3059,1,1,4250,250,4500,"21,0",945,5445,0,73444678121140,20231112
2/11/2023,3,4,115088,4,202311,39,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115095,2,202311,72,2,203,9600,1300,10900,"21,0",2289,13189,0,73444678261770,20231112
2/11/2023,3,4,115096,2,202311,85,2,225,4420,2000,6420,"21,0","1348,2","7768,2",0,73444678261770,20231112
2/11/2023,3,4,115097,1,202311,103,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115100,3,202311,118,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2022,3,4,85552,1,202211,1426,2,10,3260,250,3510,"21,0","737,1","4247,1",0,72444648535607,20221112
2/11/2022,3,4,85493,4,202211,1121,2,5,7670,550,8220,"21,0","1726,2","9946,2",0,72444648535607,20221112
2/11/2023,3,4,115112,4,202311,174,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115126,2,202311,285,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115141,5,202311,356,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115142,3,202311,357,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115143,1,202311,365,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115166,3,202311,476,2,10,7350,250,7600,"21,0",1596,9196,0,73444678261770,20231112
2/5/2023,3,4,101002,5,202305,2422,3,1,2750,250,3000,"21,0",630,3630,0,73184040468055,20230512
2/12/2020,3,4,33766,1,202012,91,4,18,1700,0,1700,"21,0",357,2057,0,70494425437073,20201212
2/5/2023,3,4,100189,1,202305,1946,2,1,2750,250,3000,"21,0",630,3630,0,73184040313100,20230512
2/12/2020,3,4,33942,4,202012,467,4,1,750,0,750,"21,0","157,5","907,5",0,70494425437073,20201212
2/5/2023,3,4,99975,4,202305,1041,2,1,2750,250,3000,"21,0",630,3630,0,73184040262835,20230512
1/4/2021,3,4,41967,3,202104,1625,2,1,1100,0,1100,"21,0",231,1331,0,71134093696861,20210411
2/12/2020,3,4,34253,1,202012,1181,4,1,750,0,750,"21,0","157,5","907,5",0,70494425437073,20201212
2/11/2023,3,4,115206,2,202311,672,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115211,4,202311,706,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115222,5,202311,763,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115223,3,202311,770,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115236,2,202311,838,2,2,6050,5650,11700,"21,0",2457,14157,0,73444678261770,20231112
2/11/2023,3,4,115249,1,202311,878,2,2,6050,250,6300,"21,0",1323,7623,0,73444678261770,20231112
2/11/2023,3,4,115250,4,202311,879,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115256,1,202311,917,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115257,5,202311,922,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115258,5,202311,923,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115268,3,202311,972,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115273,3,202311,1001,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115274,2,202311,1002,2,2,6050,250,6300,"21,0",1323,7623,0,73444678261770,20231112
2/12/2020,3,4,33972,3,202012,542,4,1,750,0,750,"21,0","157,5","907,5",0,70494425437073,20201212
2/11/2023,3,4,115283,1,202311,1025,2,2,6050,250,6300,"21,0",1323,7623,0,73444678261770,20231112
2/11/2023,3,4,115302,1,202311,1118,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/12/2020,3,4,33825,5,202012,220,4,2,1300,0,1300,"21,0",273,1573,0,70494425437073,20201212
1/10/2022,3,4,84145,4,202210,2798,3,1,2100,250,2350,"21,0","493,5","2843,5",0,72404719474586,20221011
1/2/2021,3,4,38933,2,202102,2109,4,18,2100,0,2100,"21,0",441,2541,0,71054119403078,20210211
1/10/2022,3,4,84142,1,202210,2792,3,1,2100,250,2350,"21,0","493,5","2843,5",0,72404719474586,20221011
1/2/2021,3,4,38752,4,202102,1763,4,18,2100,0,2100,"21,0",441,2541,0,71054119403078,20210211
2/11/2023,3,4,115329,3,202311,1226,2,2,6050,250,6300,"21,0",1323,7623,0,73444678261770,20231112
2/11/2023,3,4,115333,1,202311,1251,2,202,7600,1300,8900,"21,0",1869,10769,0,73444678261770,20231112
2/5/2023,3,4,99947,4,202305,924,2,1,2750,250,3000,"21,0",630,3630,0,73184040262835,20230512
2/12/2020,3,4,34108,3,202012,886,4,2,1300,0,1300,"21,0",273,1573,0,70494425437073,20201212
2/12/2020,3,4,34135,4,202012,940,4,1,750,0,750,"21,0","157,5","907,5",0,70494425437073,20201212
1/2/2021,3,4,39068,5,202102,2397,4,2,1600,800,2400,"21,0",504,2904,0,71054119403078,20210211
2/11/2022,3,4,85639,4,202211,1751,2,1,2100,250,2350,"21,0","493,5","2843,5",0,72444648535607,20221112
2/5/2023,3,4,99913,2,202305,773,2,1,2750,250,3000,"21,0",630,3630,0,73184040262835,20230512
2/12/2020,3,4,34096,3,202012,848,4,1,750,0,750,"21,0","157,5","907,5",0,70494425437073,20201212
2/11/2023,3,4,115451,1,202311,1803,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115459,5,202311,1852,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115461,1,202311,1860,2,10,7350,250,7600,"21,0",1596,9196,0,73444678261770,20231112
2/11/2023,3,4,115462,3,202311,1866,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115467,3,202311,1877,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
1/2/2021,3,4,38863,1,202102,1970,4,1,1100,0,1100,"21,0",231,1331,0,71054119403078,20210211
2/12/2020,3,4,34305,2,202012,1297,4,18,1700,0,1700,"21,0",357,2057,0,70494425437073,20201212
1/10/2022,3,4,84140,5,202210,2782,3,18,3830,250,4080,"21,0","856,8","4936,8",0,72404719474586,20221011
2/11/2023,3,4,115347,4,202311,1359,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115357,3,202311,1424,2,202,7600,1300,8900,"21,0",1869,10769,0,73444678261770,20231112
2/11/2023,3,4,115358,2,202311,1425,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115360,1,202311,1435,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115377,3,202311,1501,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115382,2,202311,1540,2,2,6050,250,6300,"21,0",1323,7623,0,73444678261770,20231112
2/11/2023,3,4,115391,2,202311,1584,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115406,5,202311,1629,2,10,7350,250,7600,"21,0",1596,9196,0,73444678261770,20231112
2/11/2023,3,4,115426,5,202311,1721,2,205,11880,1300,13180,"21,0","2767,8","15947,8",0,73444678261770,20231112
2/11/2023,3,4,115429,5,202311,1734,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115431,1,202311,1744,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115438,2,202311,1764,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115444,3,202311,1782,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
1/10/2022,3,4,84412,1,202210,1152,4,18,3830,250,4080,"21,0","856,8","4936,8",0,72404719675638,20221011
2/11/2023,3,4,115487,2,202311,1943,2,2,6050,250,6300,"21,0",1323,7623,0,73444678261770,20231112
2/11/2023,3,4,115502,5,202311,2022,2,203,9600,1300,10900,"21,0",2289,13189,0,73444678261770,20231112
2/11/2023,3,4,115510,2,202311,2052,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115514,4,202311,2078,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115515,3,202311,2080,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115517,1,202311,2089,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115529,3,202311,2136,2,2,6050,250,6300,"21,0",1323,7623,0,73444678261770,20231112
2/11/2023,3,4,115532,5,202311,2147,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115534,1,202311,2153,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115554,5,202311,2212,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115557,1,202311,2231,2,6,2950,250,3200,"21,0",672,3872,0,73444678261770,20231112
2/12/2020,3,4,34737,4,202012,2109,4,18,1700,0,1700,"21,0",357,2057,300,70494425437073,20201212
1/10/2021,3,4,55725,4,202110,494,4,2,1680,0,1680,"21,0","352,8","2032,8",1680,71404237583142,20211011
2/11/2023,3,4,115560,4,202311,2243,2,2,6050,250,6300,"21,0",1323,7623,0,73444678261770,20231112
2/11/2023,3,4,115561,3,202311,2252,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115574,5,202311,2309,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115583,5,202311,2359,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115584,2,202311,2361,2,2,6050,250,6300,"21,0",1323,7623,0,73444678261770,20231112
2/11/2023,3,4,115586,4,202311,2369,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115589,4,202311,2375,2,202,7600,1300,8900,"21,0",1869,10769,0,73444678261770,20231112
2/11/2023,3,4,115596,5,202311,2395,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115613,4,202311,2472,2,2,6050,250,6300,"21,0",1323,7623,0,73444678261770,20231112
2/11/2023,3,4,115615,4,202311,2489,2,2,6050,250,6300,"21,0",1323,7623,0,73444678261770,20231112
1/2/2021,3,4,38455,2,202102,1181,4,1,1100,0,1100,"21,0",231,1331,0,71054119403078,20210211
2/12/2020,3,4,34667,4,202012,1970,4,1,750,0,750,"21,0","157,5","907,5",0,70494425437073,20201212
1/2/2021,3,4,38506,3,202102,1297,4,18,2100,0,2100,"21,0",441,2541,0,71054119403078,20210211
1/2/2021,3,4,38339,2,202102,940,4,1,1100,0,1100,"21,0",231,1331,0,71054119403078,20210211
2/11/2023,3,4,115656,4,202311,2636,2,2,6050,250,6300,"21,0",1323,7623,0,73444678261770,20231112
2/11/2023,3,4,115671,3,202311,2674,2,2,6050,250,6300,"21,0",1323,7623,0,73444678261770,20231112
2/11/2023,3,4,115673,5,202311,2688,2,202,7600,1300,8900,"21,0",1869,10769,0,73444678261770,20231112
2/11/2023,3,4,115687,4,202311,2774,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115694,4,202311,2796,2,10,7350,250,7600,"21,0",1596,9196,0,73444678261770,20231112
2/11/2023,3,4,115696,5,202311,2810,2,2,6050,250,6300,"21,0",1323,7623,0,73444678261770,20231112
2/11/2023,3,4,115709,2,202311,2837,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115712,5,202311,2851,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115714,5,202311,2860,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115716,5,202311,2883,2,2,6050,250,6300,"21,0",1323,7623,0,73444678261770,20231112
2/11/2023,3,4,115718,3,202311,2889,2,202,7600,1300,8900,"21,0",1869,10769,0,73444678261770,20231112
1/10/2022,3,4,84462,5,202210,1374,4,109,4670,250,4920,"21,0","1033,2","5953,2",0,72404719675638,20221011
2/11/2023,3,4,115736,2,202311,2934,2,2,6050,250,6300,"21,0",1323,7623,0,73444678261770,20231112
2/11/2023,3,4,115742,3,202311,2962,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115746,4,202311,2975,2,2,6050,250,6300,"21,0",1323,7623,0,73444678261770,20231112
1/2/2021,3,4,38176,3,202102,542,4,1,1100,0,1100,"21,0",231,1331,0,71054119403078,20210211
1/2/2021,3,4,38146,4,202102,467,4,1,1100,0,1100,"21,0",231,1331,0,71054119403078,20210211
1/2/2021,3,4,38197,5,202102,590,4,18,2100,0,2100,"21,0",441,2541,0,71054119403078,20210211
2/11/2023,3,4,115756,3,202311,3005,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115768,2,202311,3064,2,202,7600,1300,8900,"21,0",1869,10769,0,73444678261770,20231112
2/11/2023,3,4,115882,1,202311,58,3,1,4250,250,4500,"21,0",945,5445,0,73444678391857,20231112
2/11/2023,3,4,115892,1,202311,98,3,1,4250,250,4500,"21,0",945,5445,0,73444678391857,20231112
2/11/2023,3,4,115893,1,202311,102,3,1,4250,250,4500,"21,0",945,5445,0,73444678391857,20231112
2/11/2023,3,4,115894,2,202311,106,3,1,4250,250,4500,"21,0",945,5445,0,73444678391857,20231112
2/11/2023,3,4,115965,2,202311,454,3,1,4250,250,4500,"21,0",945,5445,0,73444678391857,20231112
2/11/2023,3,4,115970,2,202311,488,3,1,4250,250,4500,"21,0",945,5445,0,73444678391857,20231112
2/11/2023,3,4,115974,1,202311,502,3,1,4250,250,4500,"21,0",945,5445,0,73444678391857,20231112
2/11/2023,3,4,115975,2,202311,503,3,1,4250,250,4500,"21,0",945,5445,0,73444678391857,20231112
2/11/2023,3,4,115976,1,202311,505,3,2,6050,250,6300,"21,0",1323,7623,0,73444678391857,20231112
1/4/2023,3,4,99282,3,202304,2803,4,1,2750,250,3000,"21,0",630,3630,0,73134983742710,20230411
4/1/2021,3,4,35334,5,202101,649,2,1,1100,0,1100,"21,0",231,1331,0,71014847737021,20210114
4/1/2021,3,4,35384,4,202101,844,2,1,1100,0,1100,"21,0",231,1331,0,71014847737021,20210114
1/2/2021,3,4,38313,1,202102,886,4,2,1600,0,1600,"21,0",336,1936,0,71054119403078,20210211
1/2/2021,3,4,37971,1,202102,91,4,18,2100,0,2100,"21,0",441,2541,0,71054119403078,20210211
2/11/2023,3,4,115793,2,202311,3144,2,202,7600,1300,8900,"21,0",1869,10769,0,73444678261770,20231112
2/11/2023,3,4,115796,1,202311,3153,2,10,7350,250,7600,"21,0",1596,9196,0,73444678261770,20231112
2/11/2023,3,4,115805,4,202311,3180,2,2,6050,250,6300,"21,0",1323,7623,0,73444678261770,20231112
2/11/2023,3,4,115810,2,202311,3201,2,1,4250,250,4500,"21,0",945,5445,0,73444678261770,20231112
2/11/2023,3,4,115812,3,202311,3212,2,202,7600,1300,8900,"21,0",1869,10769,0,73444678261770,20231112
2/11/2023,3,4,115815,5,202311,3224,2,202,7600,1300,8900,"21,0",1869,10769,0,73444678261770,20231112
2/11/2023,3,4,115820,1,202311,3242,2,202,7600,1300,8900,"21,0",1869,10769,0,73444678261770,20231112
2/11/2023,3,4,115832,2,202311,3303,2,10,7350,250,7600,"21,0",1596,9196,0,73444678261770,20231112
2/11/2023,3,4,115846,4,202311,3357,2,202,7600,1300,8900,"21,0",1869,10769,0,73444678261770,20231112
2/11/2023,3,4,115858,4,202311,3394,2,10,7350,250,7600,"21,0",1596,9196,0,73444678261770,20231112
4/1/2021,3,4,34963,3,202101,795,1,1,1100,0,1100,"21,0",231,1331,0,71014847584244,20210114
4/1/2021,3,4,35226,2,202101,242,2,1,1100,0,1100,"21,0",231,1331,0,71014847737021,20210114
1/4/2023,3,4,99339,2,202304,3033,4,1,2750,250,3000,"21,0",630,3630,0,73134983742710,20230411
4/1/2021,3,4,35495,2,202101,1246,2,1,1100,0,1100,"21,0",231,1331,0,71014847737021,20210114
4/1/2021,3,4,35216,2,202101,201,2,1,1100,0,1100,"21,0",231,1331,0,71014847737021,20210114
4/1/2021,3,4,35856,4,202101,91,4,18,2100,0,2100,"21,0",441,2541,0,71014848182148,20210114
1/2/2021,3,4,38030,1,202102,220,4,2,1600,0,1600,"21,0",336,1936,0,71054119403078,20210211
4/1/2021,3,4,35722,3,202101,2077,2,1,1100,0,1100,"21,0",231,1331,0,71014847737021,20210114
1/10/2022,3,4,84752,3,202210,2557,4,2,2820,250,3070,"21,0","644,7","3714,7",0,72404719675638,20221011
1/2/2021,3,4,37966,2,202102,78,4,1,1100,0,1100,"21,0",231,1331,0,71054119403078,20210211
2/11/2023,3,4,115897,1,202311,119,3,202,7600,1300,8900,"21,0",1869,10769,0,73444678391857,20231112
2/11/2023,3,4,115900,1,202311,122,3,1,4250,250,4500,"21,0",945,5445,0,73444678391857,20231112
2/11/2023,3,4,115910,1,202311,171,3,1,4250,250,4500,"21,0",945,5445,0,73444678391857,20231112
2/11/2023,3,4,115912,2,202311,181,3,202,7600,1300,8900,"21,0",1869,10769,0,73444678391857,20231112
2/11/2023,3,4,115919,5,202311,208,3,1,4250,250,4500,"21,0",945,5445,0,73444678391857,20231112
2/11/2023,3,4,115921,2,202311,226,3,1,4250,250,4500,"21,0",945,5445,0,73444678391857,20231112
2/11/2023,3,4,115926,2,202311,239,3,1,4250,250,4500,"21,0",945,5445,0,73444678391857,20231112
2/11/2023,3,4,115935,4,202311,291,3,1,4250,250,4500,"21,0",945,5445,0,73444678391857,20231112
2/11/2023,3,4,115936,3,202311,296,3,1,4250,250,4500,"21,0",945,5445,150,73444678391857,20231112
2/11/2023,3,4,115937,1,202311,297,3,1,4250,250,4500,"21,0",945,5445,0,73444678391857,20231112
2/11/2023,3,4,115944,2,202311,345,3,1,4250,250,4500,"21,0",945,5445,0,73444678391857,20231112
2/11/2022,3,4,85910,2,202211,2735,2,1,2100,250,2350,"21,0","493,5","2843,5",0,72444648535607,20221112
2/11/2023,3,4,115982,4,202311,561,3,1,4250,250,4500,"21,0",945,5445,0,73444678391857,20231112
2/11/2023,3,4,115991,5,202311,632,3,1,4250,250,4500,"21,0",945,5445,0,73444678391857,20231112
2/11/2023,3,4,115999,1,202311,671,3,1,4250,250,4500,"21,0",945,5445,0,73444678391857,20231112
4/1/2021,3,4,36392,4,202101,1297,4,18,2100,0,2100,"21,0",441,2541,0,71014848182148,20210114
2/11/2023,3,4,116017,2,202311,813,3,1,4250,250,4500,"21,0",945,5445,0,73444678391857,20231112
2/11/2023,3,4,116028,2,202311,892,3,1,4250,250,4500,"21,0",945,5445,0,73444678391857,20231112
2/11/2023,3,4,116033,4,202311,919,3,2,6050,250,6300,"21,0",1323,7623,0,73444678391857,20231112
1/4/2023,3,4,99262,5,202304,2722,4,1,2750,250,3000,"21,0",630,3630,0,73134983742710,20230411
1/2/2021,3,4,37829,4,202102,2077,2,1,1100,0,1100,"21,0",231,1331,0,71054119190903,20210211
2/11/2023,3,4,116046,5,202311,987,3,1,4250,250,4500,"21,0",945,5445,0,73444678391857,20231112
2/11/2023,3,4,116052,5,202311,1009,3,1,4250,250,4500,"21,0",945,5445,0,73444678391857,20231112
2/11/2023,3,4,116053,5,202311,1013,3,6,2950,250,3200,"21,0",672,3872,0,73444678391857,20231112
2/11/2023,3,4,116062,1,202311,1070,3,1,4250,250,4500,"21,0",945,5445,0,73444678391857,20231112
2/11/2023,3,4,116063,1,202311,1073,3,1,4250,250,4500,"21,0",945,5445,0,73444678391857,20231112
4/1/2021,3,4,36031,3,202101,467,4,1,1100,0,1100,"21,0",231,1331,0,71014848182148,20210114
1/2/2021,3,4,37337,5,202102,242,2,1,1100,0,1100,"21,0",231,1331,0,71054119190903,20210211
3/7/2023,3,4,106594,5,202307,2001,4,202,5290,1000,6290,"21,0","1320,9","7610,9",0,73274311798874,20230713
2/11/2023,3,4,116077,2,202311,1154,3,10,7350,250,7600,"21,0",1596,9196,0,73444678391857,20231112
2/11/2023,3,4,116085,4,202311,1197,3,2,6050,250,6300,"21,0",1323,7623,0,73444678391857,20231112
2/11/2023,3,4,116087,4,202311,1208,3,2,6050,250,6300,"21,0",1323,7623,0,73444678391857,20231112
4/1/2021,3,4,35586,5,202101,1625,2,1,1100,0,1100,"21,0",231,1331,0,71014847737021,20210114
1/2/2021,3,4,37494,2,202102,844,2,1,1100,0,1100,"21,0",231,1331,0,71054119190903,20210211
4/1/2021,3,4,35851,2,202101,78,4,1,1100,0,1100,"21,0",231,1331,0,71014848182148,20210114
4/1/2021,3,4,35915,2,202101,220,4,2,1600,0,1600,"21,0",336,1936,0,71014848182148,20210114
4/1/2021,3,4,36198,3,202101,886,4,2,1600,0,1600,"21,0",336,1936,0,71014848182148,20210114
4/1/2021,3,4,36061,1,202101,542,4,1,1100,0,1100,"21,0",231,1331,0,71014848182148,20210114
4/1/2021,3,4,36224,2,202101,940,4,1,1100,0,1100,"21,0",231,1331,0,71014848182148,20210114
4/1/2021,3,4,36186,5,202101,848,4,1,1100,0,1100,"21,0",231,1331,0,71014848182148,20210114
1/2/2021,3,4,38301,4,202102,848,4,1,1100,0,1100,"21,0",231,1331,0,71054119403078,20210211
2/5/2023,3,4,99740,2,202305,3095,1,202,4520,1000,5520,"21,0","1159,2","6679,2",0,73184039789803,20230512
2/11/2023,3,4,116132,1,202311,1453,3,1,4250,250,4500,"21,0",945,5445,0,73444678391857,20231112
2/11/2023,3,4,116136,3,202311,1462,3,202,7600,1300,8900,"21,0",1869,10769,0,73444678391857,20231112
3/5/2021,3,4,44270,3,202105,2077,2,1,1000,0,1000,"21,0",210,1210,0,71184605743837,20210513
2/11/2023,3,4,116162,1,202311,1582,3,1,4250,250,4500,"21,0",945,5445,0,73444678391857,20231112
2/11/2023,3,4,116171,3,202311,1640,3,2,6050,250,6300,"21,0",1323,7623,0,73444678391857,20231112
2/11/2023,3,4,116173,1,202311,1642,3,1,4250,250,4500,"21,0",945,5445,0,73444678391857,20231112
4/1/2021,3,4,36640,2,202101,1763,4,18,2100,0,2100,"21,0",441,2541,0,71014848182148,20210114
2/11/2023,3,4,116176,5,202311,1653,3,6,2950,250,3200,"21,0",672,3872,0,73444678391857,20231112
2/11/2023,3,4,116179,5,202311,1658,3,6,2950,250,3200,"21,0",672,3872,0,73444678391857,20231112
2/11/2023,3,4,116186,5,202311,1687,3,1,4250,250,4500,"21,0",945,5445,0,73444678391857,20231112
2/11/2023,3,4,116188,1,202311,1697,3,1,4250,250,4500,"21,0",945,5445,0,73444678391857,20231112
2/11/2023,3,4,116198,3,202311,1738,3,202,7600,1300,8900,"21,0",1869,10769,0,73444678391857,20231112
1/2/2021,3,4,37444,5,202102,649,2,1,1100,0,1100,"21,0",231,1331,0,71054119190903,20210211
4/1/2021,3,4,36752,4,202101,1970,4,1,1100,0,1100,"21,0",231,1331,0,71014848182148,20210114
2/11/2023,3,4,116207,1,202311,1794,3,1,4250,250,4500,"21,0",945,5445,0,73444678391857,20231112
2/11/2023,3,4,116212,1,202311,1810,3,1,4250,250,4500,"21,0",945,5445,0,73444678391857,20231112
2/11/2023,3,4,116224,4,202311,1858,3,1,4250,250,4500,"21,0",945,5445,0,73444678391857,20231112
2/11/2023,3,4,116225,5,202311,1859,3,1,4250,250,4500,"21,0",945,5445,0,73444678391857,20231112
2/11/2023,3,4,116348,1,202311,2459,3,1,4250,250,4500,"21,0",945,5445,0,73444678391857,20231112
2/11/2023,3,4,116354,5,202311,2490,3,1,4250,250,4500,"21,0",945,5445,0,73444678391857,20231112
2/11/2023,3,4,116358,2,202311,2501,3,10,7350,250,7600,"21,0",1596,9196,0,73444678391857,20231112
2/11/2023,3,4,116359,5,202311,2506,3,1,4250,250,4500,"21,0",945,5445,0,73444678391857,20231112
2/11/2023,3,4,116365,2,202311,2536,3,202,7600,1300,8900,"21,0",1869,10769,0,73444678391857,20231112
2/11/2023,3,4,116369,3,202311,2567,3,2,6050,250,6300,"21,0",1323,7623,0,73444678391857,20231112
