PERIOD,W OR P,TITLE NAME,TITLE #,PERF SOURCE,COUNTRY OF PERFORMANCE,SHOW NAME,EPISODE NAME,SHOW #,USE CODE,TIMING,MY %,PERF COUNT,BONUS LEVEL,ROYALTY AMOUNT,WITHHOLD,PERF PERIOD,HITS SONG OR TV NET SUPER USAGE BONUS,STANDARDS OR TV NET THEME BONUS
20232,W,DIM LIT WALK V1,50690858,DISCOVERY PLUS,UNITED STATES,ALONE,BIRDS,1877610112,BI,0:56,100,71297,,1.98,,20232,0,0
20232,W,THUNDER CLAPPER V1,51069642,DISCOVERY PLUS,UNITED STATES,FORGED IN FIRE,FLIP THE FORGE,1911120214,BI,0:07,34,11617,,0.01,,20232,0,0
20232,W,GOT CHARMED UP V1,51065139,DISCOVERY PLUS,UNITED STATES,LOVE AND MARRIAGE HUNTSVILLE,DATE WITH DESTINY,2233160047,BI,0:05,100,2515,,0.01,,20232,0,0
20232,W,AMBER MOON LIGHT V1,51065341,DISCOVERY PLUS,UNITED STATES,LOVE AND MARRIAGE HUNTSVILLE,SIN CITY SHOWDOWN,2233160031,BI,0:26,100,2423,,0.03,,20232,0,0
20232,W,GOT CHARMED UP V1,51065139,DISCOVERY PLUS,UNITED STATES,LOVE AND MARRIAGE HUNTSVILLE,SOFTBALL HARD SHADE,2233160035,BI,0:27,100,2433,,0.03,,20232,0,0
20232,W,GOT CHARMED UP V2,51065144,DISCOVERY PLUS,UNITED STATES,LOVE AND MARRIAGE HUNTSVILLE,TRANSPARENT TRAP,2233160042,BI,0:45,100,2446,,0.05,,20232,0,0
20232,W,GOT CHARMED UP V1,51065139,DISCOVERY PLUS,UNITED STATES,LOVE AND MARRIAGE HUNTSVILLE,W A P WANDA AIN T PLAYING,2233160034,BI,0:31,100,2492,,0.04,,20232,0,0
20232,W,MODERN MARVELS-CUES,0,DISCOVERY PLUS,UNITED STATES,MODERN MARVELS,CLASSIC TOYS,1023360628,BI,0:27,34,3201,,0.01,,20223,0,0
20232,W,MODERN MARVELS-CUES,0,DISCOVERY PLUS,UNITED STATES,MODERN MARVELS,CLASSIC TOYS,1023360628,BI,0:27,34,15594,,0.07,,20231,0,0
20232,W,MODERN MARVELS-CUES,0,DISCOVERY PLUS,UNITED STATES,MODERN MARVELS,CLASSIC TOYS,1023360628,BI,0:27,34,10177,,0.05,,20232,0,0
20232,W,DR OAKLEY YUKON VET-CUES,0,DISNEY PLUS,UNITED STATES,DR OAKLEY YUKON VET,YAK ATTACK,1780930017,BI,0:18,100,1,,0.15,,20232,0,0
20232,W,LIGHTNING BOLT STRIKE V1,51064185,DISNEY PLUS,UNITED STATES,WICKED TUNA,LUCKY OR NOT,1642300280,BI,0:51,34,1,,0.13,,20232,0,0
20232,W,LIGHTNING BOLT STRIKE V1,51064185,DISNEY PLUS,UNITED STATES,WICKED TUNA OUTER BANKS,BIG ONE,1860640154,BI,0:30,34,1,,0.04,,20232,0,0
20232,W,LIGHTNING BOLT STRIKE V1,51064185,DISNEY PLUS,UNITED STATES,WICKED TUNA OUTER BANKS,RISKY BUSINESS,1860640168,BI,0:34,34,1,,0.05,,20232,0,0
20232,W,LIGHTNING BOLT STRIKE V1,51064185,DISNEY PLUS,UNITED STATES,WICKED TUNA OUTER BANKS,TRIED AND TRUE,1860640169,BI,0:24,34,1,,0.04,,20232,0,0
20232,W,LIGHTNING BOLT STRIKE V1,51064185,DISNEY PLUS,UNITED STATES,WICKED TUNA OUTER BANKS SHOWDOWN,BRINK OF DISASTER,2376440009,BI,0:16,34,1,,0.17,,20232,0,0
20232,W,DIM LIT WALK V1,50690858,HOOPLA DIGITAL,UNITED STATES,ALONE,BIRDS,1877610112,BI,0:56,100,347,,0.03,,20232,0,0
20232,W,ADAM EATS THE 80S-CUES,0,HULU,UNITED STATES,ADAM EATS THE 80S,CHILD S PLAY,2338750001,BI,0:24,33.34,11772,,0.03,,20232,0,0
20232,W,DIM LIT WALK V1,50690858,HULU,UNITED STATES,ALONE,BIRDS,1877610112,BI,0:56,100,277566,,5.75,,20232,0,0
20232,W,TRIREME,15903196,HULU,UNITED STATES,FOSTERS,SATURDAY,1727900006,BV,0:26,200,352834,,9.69,,20232,0,0
20232,W,GOT CHARMED UP V1,51065139,MAX,UNITED STATES,LOVE AND MARRIAGE HUNTSVILLE,DATE WITH DESTINY,2233160047,BI,0:05,100,1,,0.01,,20232,0,0
20232,W,GOT CHARMED UP V1,51065139,MAX,UNITED STATES,LOVE AND MARRIAGE HUNTSVILLE,SOFTBALL HARD SHADE,2233160035,BI,0:27,100,1,,0.04,,20232,0,0
20232,W,GOT CHARMED UP V1,51065139,MAX,UNITED STATES,LOVE AND MARRIAGE HUNTSVILLE,W A P WANDA AIN T PLAYING,2233160034,BI,0:31,100,1,,0.05,,20232,0,0
20232,W,DIM LIT WALK V1,50690858,NETFLIX,UNITED STATES,ALONE,BIRDS,1877610112,BI,0:56,100,1,,0.08,,20232,0,0
20232,W,PSM SHINING REFLECTION JOFO,50362600,NETFLIX,UNITED STATES,SELLING SUNSET,OLD DEALS DIE HARD,2101450047,BI,0:21,100,1,,42.75,,20232,0,0
20232,W,PSM BRIGHT MEADOW JOFO,50362591,PARAMOUNT PLUS,UNITED STATES,LOVE AND HIP HOP ATLANTA,OH BABY,1886530089,BI,0:34,100,1,,0.08,,20223,0,0
20232,W,PSM BRIGHT MEADOW JOFO,50362591,PARAMOUNT PLUS,UNITED STATES,LOVE AND HIP HOP ATLANTA,OH BABY,1886530089,BI,0:34,100,1,,0.07,,20224,0,0
20232,W,NITE SEARCHER V1,48578302,PEACOCK,UNITED STATES,CELEBRITY GAME FACE,WHAM BAM THANK YOU FAM,2228310021,BI,0:15,34,1,,0.02,,20232,0,0
20232,W,BARRICADE,18705787,COLLEGE RADIO,UNITED STATES,,,0,FF,0:00,200,10,,0.68,,20232,0,0
20232,W,NCTA - BASIC,0,NCTA,UNITED STATES,,,0,,0:00,100,0,,0.71,,20232,0,0
20232,W,BLUE SKIES OUT V1,51062809,INTERNET,BELGIUM,,,0,,0:00,0,,,0.35,,,0,0
20232,W,BARRICADE,18705787,INTERNET,CANADA,,,0,,0:00,200,,,0.04,,,0,0
20232,W,TRIREME,15903196,INTERNET,CANADA,,,0,,0:00,200,,,0.04,,,0,0
20232,W,PATTERNS,19349043,INTERNET,FRANCE,,,0,,0:00,0,,,0.11,,,0,0
20232,W,PATTERNS,19349043,INTERNET,GERMANY,,,0,,0:00,0,,,0.4,,,0,0
20232,W,PATTERNS,19349043,INTERNET,INDIA,,,0,,0:00,0,,,0.01,,,0,0
20232,W,BLUE SKIES OUT V1,51062809,INTERNET,ITALY,,,0,,0:00,0,,,0.58,,,0,0
20232,W,PATTERNS,19349043,INTERNET,ITALY,,,0,,0:00,0,,,0.08,,,0,0
20232,W,BLUE SKIES OUT V1,51062809,INTERNET,NETHERLANDS,,,0,,0:00,0,,,1.8,,,0,0
20232,W,BOOM CLOCK,50797982,INTERNET,SWEDEN,,,0,,0:00,0,,,0.07,,,0,0
20232,W,BOOM CLOCK,50797982,INTERNET,UNITED KINGDOM,,,0,,0:00,0,,,0.52,,,0,0
20232,W,PATTERNS,19349043,INTERNET,UNITED KINGDOM,,,0,,0:00,0,,,0.13,,,0,0
20232,W,COFFEE AND CROISSANTS MEL503,0,TELEVISION,AUSTRALIA,FOR THE LOVE OF PETS,UNREPORTED,0,,0:00,100,,,121.72,,,0,0
20232,W,TRIREME JP,0,FILM,AUSTRALIA,FOSTERS,,1727900000,,0:00,100,,,0.23,,,0,0
20232,W,COFFEE AND CROISSANTS MEL503,0,TELEVISION,AUSTRALIA,REAL HOUSEWIVES OF MELBOURNE,UNREPORTED,0,,0:00,100,,,0.01,,,0,0
20232,W,CABLE RETRANSMISSION PROGRAMS,0,TELEVISION,AUSTRIA,E ENTERTAINMENT BROADCAST,,0,,0:00,100,,,0.01,,,0,0
20232,W,CABLE RETRANSMISSION PROGRAMS,0,TELEVISION,ECUADOR,HISTORY CHANNEL BROADCAST,,0,,0:00,100,,,0.02,,,0,0
20232,W,CABLE RETRANSMISSION PROGRAMS,0,TELEVISION,ECUADOR,NATIONAL GEOGRAPHIC BROADCAST,,0,,0:00,100,,,0.01,,,0,0
20232,W,CABLE RETRANSMISSION PROGRAMS,0,TELEVISION,LATVIA,FOX CABLE NETWORK BROADCAST,,0,,0:00,100,,,0.01,,,0,0
20232,W,CABLE RETRANSMISSION PROGRAMS,0,TELEVISION,LATVIA,HISTORY CHANNEL BROADCAST,,0,,0:00,100,,,0.09,,,0,0
20232,W,CABLE RETRANSMISSION PROGRAMS,0,TELEVISION,LATVIA,NATIONAL GEOGRAPHIC BROADCAST,,0,,0:00,100,,,0.01,,,0,0
20232,W,CABLE RETRANSMISSION PROGRAMS,0,TELEVISION,MEXICO,ARTS AND ENTERTAINMENT BROADCAST,,0,,0:00,100,,,0.02,,,0,0
20232,W,CABLE RETRANSMISSION PROGRAMS,0,TELEVISION,MEXICO,NATIONAL GEOGRAPHIC BROADCAST,,0,,0:00,100,,,0.01,,,0,0
20232,W,CABLE RETRANSMISSION PROGRAMS,0,TELEVISION,MEXICO,VH1 BROADCAST,,0,,0:00,100,,,0.46,,,0,0
20232,W,TRIREME,15903196,FILM,NORWAY,FOSTERS,,0,,0:00,200,,,0.45,,,0,0
20232,W,CABLE RETRANSMISSION PROGRAMS,0,TELEVISION,PANAMA,HISTORY CHANNEL BROADCAST,,0,,0:00,100,,,0.01,,,0,0
20232,W,CABLE RETRANSMISSION PROGRAMS,0,TELEVISION,PANAMA,NATIONAL GEOGRAPHIC BROADCAST,,0,,0:00,100,,,0.02,,,0,0
20232,W,CABLE RETRANSMISSION PROGRAMS,0,TELEVISION,UNITED KINGDOM,ARTS AND ENTERTAINMENT BROADCAST,,0,,0:00,34,,,0.03,,,0,0
20232,W,PSM EVENING DOCK JOFO,50362593,TELEVISION,UNITED KINGDOM,CELEB EX IN THE CITY,FREDDIE BENTLEY AND ARABELLA C,0,,0:00,100,,,0.46,,,0,0
20232,W,NITE SEARCHER V1,0,TELEVISION,UNITED KINGDOM,CELEBRITY GAME FACE,WHAM BAM THANK YOU FAM,2228310021,,0:00,34,,,0.08,,,0,0
20232,W,THUNDER CLAPPER V1,0,TELEVISION,UNITED KINGDOM,FORGED IN FIRE,FLIP THE FORGE,1911120214,,0:00,34,,,0.15,,,0,0
20232,W,TRIREME,0,TELEVISION,UNITED KINGDOM,FOSTERS,SATURDAY,1727900006,,0:00,34,,,0.3,,,0,0
20232,W,CABLE RETRANSMISSION PROGRAMS,0,TELEVISION,UNITED KINGDOM,HISTORY CHANNEL BROADCAST,,0,,0:00,34,,,0.09,,,0,0
20232,W,CABLE RETRANSMISSION PROGRAMS,0,TELEVISION,UNITED KINGDOM,NATIONAL GEOGRAPHIC BROADCAST,,0,,0:00,34,,,0.04,,,0,0
20232,W,CABLE RETRANSMISSION PROGRAMS,0,TELEVISION,UNITED KINGDOM,OWN BROADCAST,,0,,0:00,34,,,0.03,,,0,0
20232,W,CABLE RETRANSMISSION PROGRAMS,0,TELEVISION,UNITED KINGDOM,VH1 BROADCAST,,0,,0:00,34,,,0.12,,,0,0
20232,W,LIGHTNING BOLT STRIKE V1,0,TELEVISION,UNITED KINGDOM,WICKED TUNA,LUCKY OR NOT,1642300280,,0:00,34,,,0.04,,,0,0
20231,W,LARGE TREASURE FINDER V1,51069349,A&E,UNITED STATES,ZOMBIE HOUSE FLIPPING A AND E VERSION,TAMPA JEAN,2052270036,BI,0:18,100,10,,24.83,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,February 01 2023,2404260059,BI,1:19,100,5,,0.96,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,February 02 2023,2404260072,BI,0:22,100,5,,0.27,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,February 03 2023,2404260073,BI,4:12,100,1,,1.75,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,February 04 2023,2404260105,BI,0:50,100,2,,0.13,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,February 06 2023,2404260106,BI,3:24,100,2,,1.24,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,February 07 2023,2404260107,BI,4:09,100,2,,0.44,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,February 08 2023,2404260108,BI,3:17,100,2,,2.57,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,February 10 2023,2404260123,BI,2:17,100,2,,2.27,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,February 12 2023,2404260124,BI,2:10,100,3,,48.59,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,February 13 2023,2404260155,BI,0:36,100,4,,0.68,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,February 14 2023,2404260125,BI,0:19,100,5,,0.45,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,February 15 2023,2404260126,BI,9:23,100,5,,8.81,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,February 16 2023,2404260127,BI,7:13,100,5,,9.79,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,February 17 2023,2404260128,BI,5:36,100,1,,18.4,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,February 19 2023,2404260074,BI,5:05,100,4,,2.13,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,February 20 2023,2404260157,BI,5:52,100,4,,4.6,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,February 22 2023,2404260076,BI,2:58,100,5,,1.53,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,February 23 2023,2404260077,BI,1:53,100,5,,1.58,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,February 24 2023,2404260078,BI,3:55,100,2,,2.45,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,February 25 2023,2404260079,BI,3:51,100,5,,4.01,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,February 26 2023,2404260080,BI,2:45,100,4,,14.04,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,January 17 2023,2404260055,BI,1:21,100,5,,1.97,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,January 18 2023,2404260056,BI,3:19,100,5,,2.42,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,January 19 2023,2404260057,BI,5:38,100,5,,10.87,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,January 22 2023,2404260058,BI,3:29,100,3,,12.35,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,January 27 2023,2404260152,BI,0:49,100,2,,0.25,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,March 01 2023,2404260119,BI,0:49,100,5,,0.47,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,March 02 2023,2404260118,BI,0:36,100,5,,0.72,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,March 03 2023,2404260122,BI,0:12,100,4,,1.13,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,March 04 2023,2404260117,BI,9:43,100,1,,10.64,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,March 07 2023,2404260139,BI,8:39,100,5,,13.08,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,March 14 2023,2404260133,BI,7:48,100,2,,54.1,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,March 16 2023,2404260134,BI,9:42,100,3,,7.59,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,March 18 2023,2404260129,BI,6:25,100,4,,54.54,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,March 19 2023,2404260135,BI,19:23,100,5,,227.45,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,March 20 2023,2404260136,BI,1:21,100,4,,27.45,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,March 25 2023,2404260159,BI,6:20,100,3,,31.71,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,MARCH 26 2023 POST MEXICO V JAMAICA,2404260137,BI,7:18,100,6,,17.89,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,March 29 2023,2404260138,BI,1:59,100,5,,2.27,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,March 30 2023,2404260160,BI,8:18,100,5,,8.65,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,March 31 2023,2404260130,BI,0:54,100,2,,0.7,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,March 31 2023,2404260158,BI,0:26,100,5,,8.22,,20231,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,October 01 2022,2404260016,BI,0:27,100,4,,0.54,,20224,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,October 08 2022,2404260018,BI,0:22,100,3,,0.06,,20224,0,0
20231,W,LAST FLIGHT OUT V1,58017188,FOX SPORTS,UNITED STATES,PUNTO FINAL,October 11 2022,2404260006,BI,0:31,100,4,,2.51,,20224,0,0
20231,W,MODERN MARVELS-CUES,0,HISTORY,UNITED STATES,MODERN MARVELS,FOOD INVENTIONS AND INNOVATIONS,1023360616,BI,0:13,33.33,1,,0.34,,20231,0,0
20231,W,MODERN MARVELS-CUES,0,HISTORY,UNITED STATES,MODERN MARVELS,FOOD SNACKS,1023360617,BI,2:49,33.33,1,,5.19,,20231,0,0
20231,W,LIGHTNING BOLT STRIKE V1,51064185,NATIONAL GEO,UNITED STATES,WICKED TUNA,LUCKY OR NOT,1642300280,BI,0:51,34,1,,1.43,,20231,0,0
20231,W,DR OAKLEY YUKON VET-CUES,0,NATL GEO WILD,UNITED STATES,DR OAKLEY YUKON VET,YAK ATTACK,1780930017,BI,0:18,100,4,,0.69,,20231,0,0
20231,W,PSM GILTTER WAY JOFO,50362594,VH1,UNITED STATES,VH1 FAMILY REUNION LOVE AND HIP HOP EDIT,FUTURE BELONGS TO THOSE WHO PREPARE FOR,2276130031,BI,0:20,100,4,,32.57,,20231,0,0
20231,W,PATTERNS,19349043,APPLE FAMILY,UNITED STATES,,,0,FF,0:00,200,34,,0.01,,20231,0,0
20231,W,PATTERNS,19349043,APPLE INDIV,UNITED STATES,,,0,FF,0:00,200,13,,0.01,,20231,0,0
20231,W,RIGHT THIS WAY,18285877,APPLE INDIV,UNITED STATES,,,0,FF,0:00,200,7,,0.01,,20231,0,0
20231,W,TRIREME,15903196,APPLE INDIV,UNITED STATES,,,0,FF,0:00,200,21,,0.02,,20231,0,0
20231,W,PATTERNS,19349043,APPLE VERIZ BUN,UNITED STATES,,,0,FF,0:00,200,15,,0.01,,20231,0,0
20231,W,MISS JACK,18449807,PANDORA,UNITED STATES,,,0,FF,0:00,200,12,,0.01,,20231,0,0
20231,W,TRIREME,15903196,PANDORA,UNITED STATES,,,0,FF,0:00,200,12,,0.01,,20231,0,0
20231,W,BIRD,18449800,SPOTIFY FAMILY,UNITED STATES,,,0,FF,0:00,200,375,,0.16,,20231,0,0
20231,W,LOOK,18449803,SPOTIFY FAMILY,UNITED STATES,,,0,FF,0:00,200,440,,0.19,,20231,0,0
20231,W,PATTERNS,19349043,SPOTIFY FAMILY,UNITED STATES,,,0,FF,0:00,200,25,,0.01,,20231,0,0
20231,W,LOOK,18449803,SPOTIFY FREE,UNITED STATES,,,0,FF,0:00,200,4481,,2.17,,20231,0,0
20231,W,PATTERNS,19349043,SPOTIFY FREE,UNITED STATES,,,0,FF,0:00,200,34,,0.02,,20231,0,0
20231,W,BIRD,18449800,SPOTIFY PREM,UNITED STATES,,,0,FF,0:00,200,357,,0.25,,20231,0,0
20231,W,PATTERNS,19349043,SPOTIFY PREM,UNITED STATES,,,0,FF,0:00,200,29,,0.02,,20231,0,0
20231,W,RIGHT THIS WAY,18285877,SPOTIFY PREM,UNITED STATES,,,0,FF,0:00,200,15,,0.01,,20231,0,0
20231,W,STUCK,18449795,SPOTIFY PREM,UNITED STATES,,,0,FF,0:00,200,18,,0.01,,20231,0,0
20231,W,TRIREME,15903196,SPOTIFY PREM,UNITED STATES,,,0,FF,0:00,200,15,,0.01,,20231,0,0
20231,W,LOOK,18449803,TIDAL,UNITED STATES,,,0,FF,0:00,200,4,,0.01,,20231,0,0
20231,W,LOOK,18449803,YOUTUBE FREE,UNITED STATES,,,0,FF,0:00,200,24,,0.01,,20231,0,0
20231,W,TRIREME,15903196,YOUTUBE FREE,UNITED STATES,,,0,FF,0:00,200,31,,0.01,,20231,0,0
20231,W,DIM LIT WALK V1,50690858,AMAZON VOD,UNITED STATES,ALONE,BIRDS,1877610112,BI,0:56,100,14795,,0.71,,20231,0,0
20231,W,TRIREME,15903196,AMAZON VOD,UNITED STATES,FOSTERS,SATURDAY,1727900006,BV,0:26,200,970,,0.06,,20231,0,0
20231,W,PSM BRIGHT MEADOW JOFO,50362591,AMAZON VOD,UNITED STATES,LOVE AND HIP HOP ATLANTA,MAMA DRAMA,1886530090,BV,0:42,100,2417,,0.12,,20231,0,0
20231,W,PSM BRIGHT MEADOW JOFO,50362591,AMAZON VOD,UNITED STATES,LOVE AND HIP HOP ATLANTA,OH BABY,1886530089,BI,0:34,100,2497,,0.07,,20231,0,0
20231,W,ALL THE YEARS,18303970,AMAZON VOD,UNITED STATES,SLEDNECKS,ROOMMATE ROMP,1809410011,BI,0:25,200,175,,0.01,,20231,0,0
20231,W,PSM GILTTER WAY JOFO,50362594,AMAZON VOD,UNITED STATES,VH1 FAMILY REUNION LOVE AND HIP HOP EDIT,FUTURE BELONGS TO THOSE WHO PREPARE FOR,2276130031,BI,0:20,100,10554,,0.18,,20231,0,0
20231,W,LIGHTNING BOLT STRIKE V1,51064185,AMAZON VOD,UNITED STATES,WICKED TUNA,LUCKY OR NOT,1642300280,BI,0:51,34,411,,0.01,,20231,0,0
20231,W,TRIREME,15903196,APPLE PLUS VOD,UNITED STATES,FOSTERS,SATURDAY,1727900006,BV,0:26,200,107,,0.02,,20231,0,0
20231,W,GOT CHARMED UP V1,51065139,DISCOVERY PLUS,UNITED STATES,LOVE AND MARRIAGE HUNTSVILLE,DATE WITH DESTINY,2233160047,BI,0:05,100,14892,,0.03,,20221,0,0
20231,W,GOT CHARMED UP V1,51065139,DISCOVERY PLUS,UNITED STATES,LOVE AND MARRIAGE HUNTSVILLE,DATE WITH DESTINY,2233160047,BI,0:05,100,15655,,0.03,,20222,0,0
20231,W,GOT CHARMED UP V1,51065139,DISCOVERY PLUS,UNITED STATES,LOVE AND MARRIAGE HUNTSVILLE,DATE WITH DESTINY,2233160047,BI,0:05,100,6961,,0.01,,20223,0,0
20231,W,GOT CHARMED UP V1,51065139,DISCOVERY PLUS,UNITED STATES,LOVE AND MARRIAGE HUNTSVILLE,DATE WITH DESTINY,2233160047,BI,0:05,100,3641,,0.01,,20224,0,0
20231,W,GOT CHARMED UP V1,51065139,DISCOVERY PLUS,UNITED STATES,LOVE AND MARRIAGE HUNTSVILLE,DATE WITH DESTINY,2233160047,BI,0:05,100,3719,,0.01,,20231,0,0
20231,W,AMBER MOON LIGHT V1,51065341,DISCOVERY PLUS,UNITED STATES,LOVE AND MARRIAGE HUNTSVILLE,SIN CITY SHOWDOWN,2233160031,BI,0:26,100,13650,,0.15,,20221,0,0
20231,W,AMBER MOON LIGHT V1,51065341,DISCOVERY PLUS,UNITED STATES,LOVE AND MARRIAGE HUNTSVILLE,SIN CITY SHOWDOWN,2233160031,BI,0:26,100,15153,,0.17,,20222,0,0
20231,W,AMBER MOON LIGHT V1,51065341,DISCOVERY PLUS,UNITED STATES,LOVE AND MARRIAGE HUNTSVILLE,SIN CITY SHOWDOWN,2233160031,BI,0:26,100,6800,,0.07,,20223,0,0
20231,W,AMBER MOON LIGHT V1,51065341,DISCOVERY PLUS,UNITED STATES,LOVE AND MARRIAGE HUNTSVILLE,SIN CITY SHOWDOWN,2233160031,BI,0:26,100,3704,,0.03,,20224,0,0
20231,W,AMBER MOON LIGHT V1,51065341,DISCOVERY PLUS,UNITED STATES,LOVE AND MARRIAGE HUNTSVILLE,SIN CITY SHOWDOWN,2233160031,BI,0:26,100,3803,,0.04,,20231,0,0
20231,W,GOT CHARMED UP V1,51065139,DISCOVERY PLUS,UNITED STATES,LOVE AND MARRIAGE HUNTSVILLE,SOFTBALL HARD SHADE,2233160035,BI,0:27,100,14686,,0.17,,20221,0,0
20231,W,GOT CHARMED UP V1,51065139,DISCOVERY PLUS,UNITED STATES,LOVE AND MARRIAGE HUNTSVILLE,SOFTBALL HARD SHADE,2233160035,BI,0:27,100,15321,,0.18,,20222,0,0
20231,W,GOT CHARMED UP V1,51065139,DISCOVERY PLUS,UNITED STATES,LOVE AND MARRIAGE HUNTSVILLE,SOFTBALL HARD SHADE,2233160035,BI,0:27,100,6713,,0.07,,20223,0,0
20231,W,GOT CHARMED UP V1,51065139,DISCOVERY PLUS,UNITED STATES,LOVE AND MARRIAGE HUNTSVILLE,SOFTBALL HARD SHADE,2233160035,BI,0:27,100,3589,,0.03,,20224,0,0
20231,W,GOT CHARMED UP V1,51065139,DISCOVERY PLUS,UNITED STATES,LOVE AND MARRIAGE HUNTSVILLE,SOFTBALL HARD SHADE,2233160035,BI,0:27,100,3679,,0.04,,20231,0,0
20231,W,GOT CHARMED UP V2,51065144,DISCOVERY PLUS,UNITED STATES,LOVE AND MARRIAGE HUNTSVILLE,TRANSPARENT TRAP,2233160042,BI,0:45,100,13619,,0.26,,20221,0,0
