BAR_CODE,PRODUCT_NAME,SHELF_NAME,MEASURE_UNIT,PACKAGE_QUANTITY,COST,TAX,COST w/tax,MARGIN,SALE_PRICE,last_price_modification,BRAND,CATEGORY
789100010774,NESTLE SUFLAIR 110 GRS,NESTLE SUFLAIR 110 G,110,0,39.587,21.0,47.9,56.58,75.0,  -   -  : :,154.0,Groceries
779245900156,LA GAUCHITA WAX APPLICATOR LA GAUCHITA,LA GAUCHITA PASA CER,1,0,31.81,21.0,38.49,55.88,60.0,  -   -  : :,74.0,House Cleaning
779432107986,MAKE SPONGE BRONCE MAKE,MAKE ESPONJA BRONCE,1,0,228.347,21.0,276.3,48.39,410.0,29-Sep-23 11:30:07,523.0,House Cleaning
779809296142,MAKE FILTRO TELA P/COFFEE MAKE,MAKE FILTRO TELA P/C,1,0,376.86,21.0,456.001,51.32,690.0,20-Oct-23 13:26:06,523.0,Groceries
779809296129,MAKE ABRELATAS MAKE,MAKE ABRELATAS MAKE,1,0,473.058,21.0,572.4,57.23,900.0,10-Nov-23 11:28:09,523.0,Bazaar
779809296330,MAKE PAPEL BUTTER MAKE 5 MTS,MAKE PAPEL MANTECA M,5,0,552.893,21.0,669.001,56.95,1050.0,10-Nov-23 11:19:46,523.0,Groceries
779809296137,MAKE GRATER MAKE PLANO,MAKE RALLADOR MAKE P,1,0,435.868,21.0,527.4,49.79,790.0,02-Mar-23 16:19:54,523.0,Groceries
489445725846,SIDED GRATER 4 CARAS SIDED,SIDED RALLADOR 4 CAR,1,0,550.413,21.0,666.0,48.65,990.0,02-Mar-23 16:21:13,594.0,Bazaar
779809296138,MAKE STRAINER MAKE N 8,MAKE COLADOR MAKE N,1,0,36.43,21.0,44.08,58.8,70.0,  -   -  : :,523.0,Groceries
779809296139,MAKE STRAINER MAKE N 10,MAKE COLADOR MAKE N,1,0,46.223,21.0,55.93,60.92,90.0,  -   -  : :,523.0,Groceries
779809296440,MAKE PISA POTATO MAKE,MAKE PISA PAPA MAKE,1,0,462.81,21.0,560.0,41.07,790.0,27-Jul-22 16:04:07,523.0,Groceries
779809296133,MAKE TOSTADOR INLOZADO MAKE,MAKE TOSTADOR ENLOZA,1,0,62.19,21.0,75.25,52.82,115.0,  -   -  : :,523.0,Groceries
779804703039,FRAGANSS AIR FRESHENERS FRAGANSS PASION  270 C,FRAGANSS AROMATIZANT,1,0,56.198,21.0,68.0,47.06,100.0,  -   -  : :,595.0,House Cleaning
779804703022,FRAGANSS AIR FRESHENER FRAGANSS CITRIC 270 CC,FRAGANSS AROMATIZANT,1,0,56.198,21.0,68.0,47.06,100.0,  -   -  : :,595.0,House Cleaning
779804703033,FRAGANSS AIR FRESHENER FRAGANSS POTATOYA 270 CC,FRAGANSS AROMATIZANT,270,0,56.198,21.0,68.0,47.06,100.0,  -   -  : :,595.0,House Cleaning
779804703028,FRAGANSS AIR FRESHENER FRAGANSS MIX FRUTRAS 27,FRAGANSS AROMATIZANT,270,0,56.198,21.0,68.0,47.06,100.0,  -   -  : :,595.0,House Cleaning
779804703031,FRAGANS AIR FRESHENER FRAGANSS LAVINDER 270 CC,FRAGANS AROMATIZANTE,270,0,56.198,21.0,68.0,47.06,100.0,  -   -  : :,595.0,House Cleaning
779804703025,FRAGANSS AIR FRESHENER FRAGANSS BRISA MARINA 2,FRAGANSS AROMATIZANT,270,0,56.198,21.0,68.0,47.06,100.0,  -   -  : :,595.0,House Cleaning
779804703023,FRAGANSS AIR FRESHENER FRAGANSS MAGNOLIAS 270,FRAGANSS AROMATIZANT,270,0,56.198,21.0,68.0,47.06,100.0,  -   -  : :,595.0,House Cleaning
779804703037,FRAGANSS AIR FRESHENER FRAGANSS REIKI 270 CC,FRAGANSS AROMATIZANT,270,0,56.198,21.0,68.0,47.06,100.0,  -   -  : :,595.0,House Cleaning
779804703032,FRAGANSS AIR FRESHENER FRAGANSS UVA 270 CC,FRAGANSS AROMATIZANT,270,0,56.198,21.0,68.0,47.06,100.0,  -   -  : :,595.0,House Cleaning
779165200013,BETTINI NOODLES SPAGUETTI BETTINI 500 GRS,BETTINI FIDEOS SPAGU,500,0,13.636,21.0,16.5,81.82,30.0,  -   -  : :,596.0,Groceries
779400059854,KNORR SOUP KNORR QUICK ESOARRAGOS X 5,KNORR SOPA KNORR QUI,1,0,27.198,21.0,32.91,67.12,55.0,  -   -  : :,102.0,Groceries
779803115444,CICA NOODLES VARIOS 500 GRS,CICA TALLARINES CICA,500,0,322.314,21.0,390.0,51.28,590.0,22-Nov-23 11:44:37,597.0,Groceries
779050300037,DOS HERMANOS STICKS DE KETCHUP DOS HERMANOS 8,DOS HERMANOS STICKS,80,0,64.773,21.0,78.375,53.11,120.0,24-May-22 12:37:12,216.0,Groceries
779314700182,MILLER 473 CC,CCU LATA MILLER 473,473,0,196.388,21.0,237.629,333.45,1030.0,07-Nov-23 11:02:10,573.0,Drinks
779036096684,SWIFT HAMBURGUESAS SWIFT BURGUER X 4,SWIFT HAMBURGUESAS S,4,0,645.0,21.0,780.45,51.19,1180.0,28-Nov-23 09:06:43,131.0,Frozen
779236000215,BONAFIDE COFFEE TORRADO INTINSO 125 GR,BONAFIDE CAFE BONAFI,125,0,140.0,21.0,169.4,53.48,260.0,19-Jul-23 14:02:06,322.0,Groceries
779025001958,HIGIENOL TOILET PAPER HIGIENOL DOBLE HOJA,HIGIENOL PAPEL HIGIE,4,0,98.107,21.0,118.709,60.06,190.0,17-Nov-21 11:38:42,553.0,House Cleaning
779813855163,MOLTO TOMATO MOLTO 400 GRS,MOLTO TOMATE PERITA,400,0,14.992,21.0,18.14,54.36,28.0,  -   -  : :,109.0,Groceries
779007003315,MILANESAS GRANJA DE SOL X 4 TC,MILANESA ARROZ Y VEG,,1,570.708,21.0,690.557,50.6,1040.0,16-Nov-23 09:41:25,599.0,Frozen
779007003314,GRANJA DE SOL MILANESAS DE RICE GRANJA DE SO,GRANJA DE SOL MILANE,1,0,488.11,21.0,590.613,52.38,900.0,02-Nov-23 09:20:38,599.0,Frozen
779015010008,LA VIRGINIA COFFEE INSTANTANEO IN SOBRES LA VIR,LA VIRGINIA CAFE INS,36,0,47.0,21.0,56.87,50.34,85.5,  -   -  : :,177.0,Groceries
779074213510,LA SERENISIMA BUTTER LIGHT LA SERENISIMA 200,LA SERENISIMA MANTEC,1,0,134.926,21.0,163.26,34.75,220.0,  -   -  : :,385.0,House Cleaning
779015055539,ALICANTE PEPPER NEGRA MOLIDA,ALICANTE PIMIENTA NE,1,0,224.0,21.0,271.04,54.96,420.0,30-Nov-23 15:39:27,174.0,Groceries
779023600208,LA SALTENA NOQUIS LASALTENA X 300 GRS,LA SALTENA NOQUIS LA,500,0,292.284,21.0,353.664,49.86,530.0,16-Nov-23 09:35:08,301.0,Groceries
779314700102,SCHNEIDER BEER SCHNEIDER 1000 CC,SCHNEIDER CERVEZA SC,1000,0,203.835,21.0,246.64,459.52,1380.0,07-Nov-23 10:54:57,515.0,Drinks
762230085509,CLIGHT JUICES IN POWDER VARIOS FLAVORES,CLIGHT JUGO,1,0,68.66,21.0,83.079,56.48,130.0,07-Sep-23 16:14:24,145.0,Groceries
779089563972,COCA COLA COCA COLA LIGHT 2.5 L,COCA COLA COCA COLA,2500,0,59.504,21.0,72.0,500.0,1750.0,06-Dec-23 16:59:27,286.0,Drinks
779820544002,VAN HAASIN TOBACCO MIDDLE BLIND 30 GRS,VAN HAASEN TABACO MI,30,0,206.612,21.0,250.0,52.0,380.0,  -   -  : :,588.0,Cigars
779218000563,MAMA COCINA PREMESCLA CHIPA 250 G,MAMA COCINA PREMESCL,250,0,388.43,21.0,470.0,46.81,690.0,30-Jun-23 13:05:04,554.0,Groceries
779074826620,PUGLISI TUNA PUGLISI NATURAL 170 GRS,PUGLISI ATUN PUGLISI,170,0,355.372,21.0,430.0,48.84,640.0,14-Nov-22 14:36:41,115.0,Groceries
779747012811,MAROLIO CORN PISINGALLO MAROLIO 400 GRS,MAROLIO MAIZ PISINGA,400,0,25.537,21.0,30.9,61.81,50.0,  -   -  : :,126.0,Groceries
779050319847,DOS HERMANOS RICE PARBORISADO DOS HERMANO 1,DOS HERMANOS ARROZ P,1,0,83.537,21.0,101.08,58.29,160.0,24-May-22 12:38:43,216.0,Groceries
779165232004,BETTINI DISCOS BETTINI FREIR,BETTINI DISCOS BETTI,12,0,21.488,21.0,26.0,53.85,40.0,  -   -  : :,596.0,Groceries
779228000046,YERBA CACHAMATE 500GR,YERBA CACHAMATE 500,500,0,20.992,21.0,25.4,49.61,38.0,16-Mar-22 15:17:02,365.0,Groceries
779107000007, TOILET PAPER CAMPANITA SOFT X4, PAPEL HIGIENICO CAM,1,0,47.314,21.0,57.25,57.21,90.0,  -   -  : :,365.0,Groceries
41333666730,DURACEL BATTERY AA/2,DURACEL PILA AA/2,2,0,950.413,21.0,1150.0,43.48,1650.0,24-Nov-23 11:17:45,402.0,General
41333000985,DURACEL DX2,DURABLOCK DURACEL DX,1,0,2485.0,21.0,3006.85,49.99,4510.0,20-Oct-23 12:35:48,602.0,General
779031400674,CANCILLER CANCILLER I 1125 CC,CANCILLER CANCILLER,1125,0,78.512,21.0,95.0,57.89,150.0,  -   -  : :,483.0,Groceries
779809007033,SIN CULPA ALFAJOR DE CHOCOLATE DE 70 GRS SIN,SIN CULPA ALFAJOR DE,70,0,66.24,21.0,80.15,62.2,130.0,12-Mar-23 13:39:41,603.0,Groceries
779809007037,SIN CULPA ALFAJOR WHITE DE 70 GRS SIN CULPA,SIN CULPA ALFAJOR BL,70,0,66.24,21.0,80.15,62.2,130.0,12-Mar-23 13:39:34,603.0,Groceries
779089500981,CEPITA ORANGE DELICIOSO BOT 1 LITR,COCA COLA CEPITA NAR,1,0,39.669,21.0,47.999,500.0,900.0,06-Dec-23 17:08:37,604.0,Drinks
779279800129,STELLA LATA 473CC,QUILMES LATA STELLA,473,0,253.438,21.0,306.66,255.44,1090.0,01-Dec-23 09:58:54,905.0,Drinks
779817065692,ALIC DICROICA 5 W GU10 LUZ DIA,ALIC DICROICA 5 W GU,1,0,69.223,21.0,83.76,61.17,135.0,  -   -  : :,174.0,Groceries
779817065177,ALIC DICROICA 5 W GU 10 LUZ CALIDA,ALIC DICROICA 5 W GU,1,0,64.876,21.0,78.5,59.24,125.0,  -   -  : :,174.0,Groceries
779811881875,ALIC HALOGINA CLARA 28 W,ALIC HALOGENA CLARA,1,0,14.992,21.0,18.14,51.6,27.5,  -   -  : :,174.0,Groceries
779007041236,EXQUISITA BIZCOCHUELO ORANGE EXQUISITA 540 G,EXQUISITA BIZCOCHUEL,540,0,491.736,21.0,595.001,47.9,880.0,16-Aug-23 16:34:30,165.0,Groceries
779007041238,EXQUISITA BIZCOCHUELO EXQUISITA COCO 540 GRS,EXQUISITA BIZCOCHUEL,540,0,864.05,21.0,1045.501,50.17,1570.0,22-Nov-23 10:48:49,165.0,Groceries
761303520233,MAGGI JUICESO AL HORNO CHICKEN AL PIMINTON,MAGGI JUGOSO AL HORN,1,0,28.851,21.0,34.91,57.55,55.0,  -   -  : :,101.0,Groceries
77929235,DOLCA BANANA DOLCA GDE,DOLCA BANANA DOLCA G,1,0,162.81,21.0,197.0,52.28,300.0,25-Oct-23 15:27:16,197.0,General
779165200002,BETTINI SORRENTINOS RICOTA J Y Q BETTINI 500,BETTINI SORRENTINOS,500,0,52.066,21.0,63.0,42.86,90.0,  -   -  : :,596.0,Groceries
779004037770,BAGLEY COOKIES CRIOLLITAS ORIG.X 1,BAGLEY GALLETAS CRIO,1,0,101.342,21.0,122.624,54.95,190.0,06-Sep-23 09:24:58,221.0,Groceries
779129303200,REXONA TOILET SOAP REXONA COTTON X 3,REXONA JABON TOCADOR,3,0,348.207,21.0,421.33,51.9,640.0,31-May-23 11:29:34,15.0,Personal hygiene
779036096569,SWIFT SWIFT PATE DE FOIE AL CHAMPAGNE 85 GRS,SWIFT SWIFT PATE DE,85,0,14.793,21.0,17.9,50.28,26.9,  -   -  : :,131.0,Groceries
779129303445,UNILEVER CLOSEUP PASTA DINTRIFICA 90 GRS,UNILEVER CLOSEUP PAS,92,0,236.926,21.0,286.68,49.99,430.0,22-Feb-23 10:50:44,606.0,Personal hygiene
779052001633,LYSOFORM LISOFORM LIMPIADOR LIQUID 900 CC,LYSOFORM LISOFORM LI,900,0,16.496,21.0,19.96,50.3,30.0,  -   -  : :,607.0,House Cleaning
779129001053,VIVERE INJUAGUE VIVERE CLASSIC 2 LTS,VIVERE ENJUAGUE VIVE,2000,0,57.19,21.0,69.2,50.29,104.0,  -   -  : :,23.0,House Cleaning
779494000053,HILERET SUGAR HILERET LIGHT 500 GRS,HILERET AZUCAR HILER,500,0,180.992,21.0,219.0,46.12,320.0,30-Nov-22 14:43:42,193.0,Groceries
779004582357,GRANIX OATS INSTANT 400GR,GRANIX AVENA INSTANT,1,0,670.0,21.0,810.7,49.25,1210.0,29-Nov-23 16:08:05,225.0,Groceries
779004582309,GRANIX FIBRA TOTAL OATS WHEAT RICE CORN,GRANIX FIBRA TOTAL A,1,0,497.0,21.0,601.37,49.66,900.0,23-Nov-23 18:21:15,225.0,Groceries
779236007004,BONAFIDE BOCADITO BONAFIDE,BONAFIDE BOCADITO BO,1,0,34.0,21.0,41.14,70.15,70.0,16-Jun-22 17:48:26,322.0,Groceries
779125000199,J Y B WHISKY J Y B 750 CC,J Y B WHISKY J Y B 7,750,0,4215.124,21.0,5100.3,49.99,7650.0,11-Nov-23 15:39:55,611.0,Groceries
779765800005,CANTINA ITALIANA 2 COVERS PASCUALINAS HOJALDRE,CANTINA ITALIANA 2 T,340,0,37.19,21.0,45.0,55.56,70.0,  -   -  : :,300.0,Groceries
779765800013,CANTINA ITALIANA 2 COVERS PASCUALINA LIGHT 340,CANTINA ITALIANA 2 T,340,0,12.397,21.0,15.0,500.0,90.0,  -   -  : :,300.0,Groceries
779765800003,CANTINA ITALIANA RAVIOLES RICOTA Y CHEESE 600,CANTINA ITALIANA RAV,600,0,18.182,21.0,22.0,68.18,37.0,  -   -  : :,300.0,Groceries
779765800002,CANTINA ITALIANA RAVIOLES CARNES Y VERDURA 60,CANTINA ITALIANA RAV,600,0,16.529,21.0,20.0,85.0,37.0,  -   -  : :,300.0,Groceries
779698907528,BIMBO PAN HAMBUEGUESAS BIMBO KIDS X 4,BIMBO PAN HAMBUEGUES,1,0,17.107,21.0,20.7,40.1,29.0,  -   -  : :,470.0,Groceries
779698907527,BIMBO PANCHOS BIMBO KIDS X 4,BIMBO PANCHOS BIMBO,4,0,17.107,21.0,20.7,40.1,29.0,  -   -  : :,470.0,Groceries
779007041013,EXQUISITA BIZCOCHUELO EXQUISITA VANILLA 540,EXQUISITA BIZCOCHUEL,540,0,864.05,21.0,1045.501,50.17,1570.0,22-Nov-23 10:47:56,165.0,Groceries
779007041014,EXQUISITA BIZCOCHUELO EXQUISITA CHOCOLATE 540,EXQUISITA BIZCOCHUEL,540,0,1100.826,21.0,1331.999,46.4,1950.0,22-Nov-23 10:50:26,165.0,Groceries
41789001956,MARUCHAN SOUP INST.MARUCHAN CAMARONES,MARUCHAN SOPA INST.M,1,0,359.119,21.0,434.534,51.89,660.0,21-Mar-23 10:11:28,612.0,Groceries
41789001925,MARUCHAN SOUP INST. MARUCHAN CARNE,MARUCHAN SOPA INST.,1,0,133.231,21.0,161.21,48.87,240.0,04-Jan-22 14:03:00,612.0,Groceries
41789001918,MARUCHAN SOUP INST. MARUCHAN CHICKEN,MARUCHAN SOPA INST.,1,0,359.5,21.0,434.995,51.73,660.0,31-Jan-23 11:27:34,612.0,Groceries
779808274392,MARUCA ANILLOS LEMON MARUCA 400 GRS,MARUCA ANILLOS LIMON,400,0,77.165,21.0,93.37,39.23,130.0,  -   -  : :,502.0,Groceries
779400059856,KNORR SOUP QUICK LIGHT ASPARAGUS,KNORR SOPA QUICK LIG,5,0,38.43,21.0,46.5,61.29,75.0,  -   -  : :,102.0,Groceries
779698901187,BIMBO PIZZETAS X 4 BIMBO,BIMBO PIZZETAS X 4 B,4,0,26.033,21.0,31.5,58.73,50.0,  -   -  : :,470.0,Groceries
779698900693,BIMBO VANILLAS BIMBO X 12,BIMBO VAINILLAS BIMB,12,0,41.322,21.0,50.0,60.0,80.0,  -   -  : :,470.0,Groceries
779765800011,CANTINA ITALIANA 2 PASCUALINAS CASERA 340 GRS,CANTINA ITALIANA 2 P,340,0,268.595,21.0,325.0,50.77,490.0,24-Oct-23 13:11:53,300.0,Groceries
779007050724,FAVORITA FLOUR FAVORITA 0000 1 KG,FAVORITA HARINA FAVO,1,0,286.878,10.5,317.0,45.11,460.0,16-Aug-23 16:39:20,246.0,Groceries
779007050723,FAVORITA FLOUR OOO 1 KG,FAVORITA HARINA OOO,1,0,157.025,21.0,190.0,63.16,310.0,16-Aug-23 16:38:47,246.0,Groceries
779012778264,VANOLI SAUCE VANOLI POMAROLA 360 GRS,VANOLI SALSA VANOLI,360,0,140.496,21.0,170.0,52.94,260.0,12-Apr-23 15:29:57,449.0,Groceries
779498091223,YUSPE AIR FRESHENERS VANILLA 110 CC,YUSPE AROMATISANTES,110,0,157.926,21.0,191.09,46.53,280.0,24-May-23 12:53:16,192.0,Groceries
779004582356,GRANIX OATS TRADICIONAL  400 GRS,GRANIX AVENA TRADICI,400,0,627.0,21.0,758.67,50.26,1140.0,23-Nov-23 18:22:48,225.0,Groceries
779004500491,GRANIX COOKIES CRACKERS SIN SAL LIGHT 360 GR,GRANIX GALLETAS CRAC,360,0,68.975,21.0,83.46,55.76,130.0,  -   -  : :,225.0,Groceries
779812529016, REPASADOR TOALLA, REPASADOR TOALLA,1,0,22.256,21.0,26.93,50.39,40.5,  -   -  : :,365.0,Groceries
779809296412,MK REJILLA COCINA MK,MK REJILLA COCINA MK,1,0,16.884,21.0,20.43,71.32,35.0,  -   -  : :,615.0,Groceries
779245900010,LG SECAMAX RUBBER,LG SECAMAX GOMA,1,0,788.43,21.0,954.0,49.9,1430.0,20-Oct-23 13:22:16,616.0,Groceries
779802445076,MISTER TRAPO MOP BLANCA MISTER TRAPO,MISTER TRAPO MOPA BL,1,0,751.24,21.0,909.0,48.51,1350.0,20-Oct-23 13:05:50,95.0,Groceries
779806572010,PALA C CABO,PALA C CABO,1,0,728.926,21.0,882.0,50.79,1330.0,10-Nov-23 11:14:18,365.0,House Cleaning
779804703030,FRAGANSS AIR FRESHENER BEBE,FRAGANSS AROMATIZANT,1,0,56.198,21.0,68.0,47.06,100.0,  -   -  : :,595.0,House Cleaning
779809296131,MAKE PELAPOTATOES MAKE,MAKE PELAPAPAS MAKE,1,0,802.479,21.0,971.0,50.36,1460.0,10-Nov-23 11:24:30,523.0,Bazaar
779066100067,BUCKET OVAL 9 LTS,BALDE OVAL 9 LTS,1,0,1429.587,21.0,1729.8,49.73,2590.0,29-Sep-23 11:40:50,648.0,House Cleaning
779307100010,COLORES VAIVIN CON TAPA 12 LTS,COLORES VAIVEN CON T,12,0,289.256,21.0,350.0,48.57,520.0,  -   -  : :,617.0,House Cleaning
779129303080,SEDAL SHAMPOO SEDAL BALANCE 340 CC,SEDAL SHAMPOO SEDAL,340,0,127.273,21.0,154.0,49.35,230.0,08-Nov-21 10:30:34,77.0,Personal hygiene
779129303091,SEDAL CONDITIONER SEDAL BALANCE 340 CC,SEDAL ACONDICIONADOR,340,0,173.554,21.0,210.0,47.62,310.0,11-Dec-21 09:52:26,77.0,Personal hygiene
779400000072,KNORR QUICK 5 SOBRES POTATO CON CARNE,KNORR QUICK 5 SOBRES,5,0,16.612,21.0,20.1,64.18,33.0,  -   -  : :,102.0,Groceries
779400000073,KNORR QUICK HAM Y CHEESE 5 SOBRES,KNORR QUICK JAMON Y,5,0,16.612,21.0,20.1,64.18,33.0,  -   -  : :,102.0,Groceries
779400079257,ADES FLAVOR PEACH 200 CC,ADES SABOR DURASNO 2,200,0,7.438,21.0,9.0,500.0,450.0,04-Nov-23 12:53:02,420.0,Groceries
779089500985,CEPITA BOTELLA 1L APPLE,COCA COLA CEPITA BOT,1,0,32.066,21.0,38.8,500.0,900.0,06-Dec-23 17:06:33,286.0,Drinks
77948588,TOPLINE CHICLE SEVIN SANDIAPEANUTSA 14 GRS,TOPLINE CHICLE SEVEN,14,0,133.0,21.0,160.93,55.35,250.0,18-Aug-23 11:18:45,619.0,General
762220110603,ROYAL JELLY SIN FLAVOR ROYAL 14 GRS,ROYAL GELATINA SIN S,14,0,205.0,21.0,248.05,53.19,380.0,23-Nov-23 15:24:38,169.0,Groceries
779100400008,CELUSAL SAL GRUESA CELUSAL BOX 1 KG,CELUSAL SAL GRUESA C,1,0,98.662,21.0,119.381,59.15,190.0,20-Dec-22 11:27:38,122.0,Groceries
779004088760,LIA MEDIATARDE SANDWICH,LIA MEDIATARDE SANDW,1,0,14.0,21.0,16.94,50.53,25.5,  -   -  : :,198.0,Groceries
779518494671,NOEL SAUCE LISTA NOEL PIZZA 340GR,NOEL SALSA LISTA NOE,340,0,13.926,21.0,16.85,60.24,27.0,  -   -  : :,135.0,Groceries
779007041148,PREFERIDO PAN RALLADO 500 GS,PREFERIDO PAN RALLAD,500,0,368.595,21.0,446.0,68.16,750.0,05-Dec-23 11:01:07,620.0,Groceries
779637300050,LA PARMESANA SAUCE FLAVOR HUMO 180 GRS,LA PARMESANA SALSA S,180,0,152.479,21.0,184.5,51.76,280.0,26-Nov-21 12:42:00,133.0,Groceries
779811295125,PIRELUX BLEACH PIRELUX 1 LTS,PIRELUX LAVANDINA PI,1000,0,20.248,21.0,24.5,104.08,50.0,  -   -  : :,621.0,House Cleaning
779811295135,PIRELUX BLEACH PIRELUX 2 LTS,PIRELUX LAVANDINA PI,2000,0,37.19,21.0,45.0,77.78,80.0,  -   -  : :,621.0,House Cleaning
779301510047,LUMILAGRO TERMO LUMILAGRO 1 LTS,LUMILAGRO TERMO LUMI,1000,0,149.587,21.0,181.0,165.19,480.0,  -   -  : :,622.0,House Cleaning
779803115571,KNORR NOODLE TIRABUSON INTEGRALES 500 GRS,KNORR FIDEO TIRABUSO,500,0,373.174,21.0,451.541,50.6,680.0,19-Jul-23 09:50:02,102.0,Groceries
779811881876,ALIC LAMP HALOGINA CLARA 42W,ALIC LAMPARA HALOGEN,1,0,12.372,21.0,14.97,93.72,29.0,  -   -  : :,174.0,Groceries
779817065237,ALIC LAMP LED 12 W FRIA,ALIC LAMPARA LED 12,1,0,46.281,21.0,56.0,60.71,90.0,  -   -  : :,174.0,Groceries
779314700174,IMPERIAL LATA IMPERIAL STOUT 473 CC,IMPERIAL LATA IMPERI,473,0,50.455,21.0,61.051,500.0,960.0,07-Nov-23 11:01:14,555.0,Drinks
779808274388,MARUCA POWDERRON ORANGE 400 GRS,MARUCA POLVORON NARA,400,0,77.165,21.0,93.37,39.23,130.0,  -   -  : :,502.0,Groceries
779011500003,ESANI GRASA PORCINA REF. ESANI 500 GRS,ESANI GRASA PORCINA,500,0,413.223,21.0,500.0,50.0,750.0,16-Jun-23 17:59:52,626.0,Groceries
779052001639,GLADE DEODORANT AMB.GLADE ANTI TOBACCO 360 C,GLADE DESODORANTE AM,360,0,17.397,21.0,21.05,52.02,32.0,  -   -  : :,341.0,House Cleaning
41333001043,DURACELL BATERIA 9 V,DURACELL BARERIA 9 V,1,0,1625.62,21.0,1967.0,49.97,2950.0,19-Oct-23 12:12:42,427.0,General
779125000148,LEGUI CAÑA 750 CC,LICOR LEGUI 750 CC,750,0,1033.141,21.0,1250.101,51.19,1890.0,11-Nov-23 15:39:22,365.0,Drinks
779024009445,TRAPICHE RESERVA MALBEC 750 ML,TRAPICHE TRAPICHE RE,750,0,1974.306,21.0,2388.91,59.07,3800.0,28-Nov-23 14:24:57,481.0,Drinks
779089501078,AQUARIO LEMONADA LEVEMINTE GASIFICADA 2.25 CC,AQUARIO LIMONADA LEV,2225,0,28.744,21.0,34.78,500.0,1350.0,06-Dec-23 17:12:12,631.0,Drinks
779344000061,NIETO SINETINER BINJAMIN NIETO SINETINER DULC,NIETO SENETINER BENJ,750,0,454.545,21.0,549.999,50.91,830.0,07-Oct-22 11:26:56,269.0,Drinks
779129302602,LUX TOILET SOAP LUX FRESCURA IRRESTIBILE,LUX JABON TOCADOR LU,1,0,15.521,21.0,18.78,49.09,28.0,  -   -  : :,565.0,Groceries
779129303138,LUX TOILET SOAP LUX MAGICAL SPELL,LUX JABON TOCADOR LU,1,0,15.521,21.0,18.78,49.09,28.0,  -   -  : :,565.0,Groceries
779129302601,LUX TOILET SOAP LUX PLACER TROPICAL,LUX JABON TOCADOR LU,1,0,15.521,21.0,18.78,49.09,28.0,  -   -  : :,565.0,Groceries
779129302598,LUX TOILET SOAP LUX BRISA FLORAL,LUX JABON TOCADOR LU,1,0,15.521,21.0,18.78,49.09,28.0,  -   -  : :,565.0,Groceries
779129303245,REXONA DEODORANT REXONA BAMBOO MUJER 150 CC,REXONA DESODORANTE R,1,0,27.901,21.0,33.76,51.07,51.0,  -   -  : :,15.0,Groceries
779089564174,CEPITA BOTELLA ANANA 1.5 LTS,JUGO CEPITA BOTELLA,1,0,48.058,21.0,58.15,500.0,1150.0,06-Dec-23 17:06:46,365.0,Groceries
779129000572,VIM BLEACH IN GEL VIM 750 CC,VIM LAVANDINA EN GEL,750,0,20.0,21.0,24.2,50.83,36.5,  -   -  : :,633.0,House Cleaning
779129001378,VIM TABLET 3 IN 1 VIN CITRUS,VIM PASTILLA 3 EN 1,1,0,102.793,21.0,124.38,52.76,190.0,18-Feb-22 17:41:03,633.0,House Cleaning
779129001379,VIM TABLET 3 IN 1 VIM PINE,VIM PASTILLA 3 EN 1,1,0,25.314,21.0,30.63,63.24,50.0,  -   -  : :,633.0,House Cleaning
779389025288,VALINTE VANILLAS VALINTE X 12 148 G,VALENTE VAINILLAS VA,12,0,41.322,21.0,50.0,50.0,75.0,  -   -  : :,485.0,
770201800107,GILLETTE MACHINE GILLETTE MACH 3,GILLETTE MAQUINA GIL,1,0,255.455,21.0,309.1,58.52,490.0,  -   -  : :,12.0,General
779813545002,DURAMAS TRAPO PISO DURAMAS BCO.,DURAMAS TRAPO PISO D,1,0,236.529,21.0,286.2,50.24,430.0,07-Sep-23 15:17:10,638.0,House Cleaning
779238700095,BROOMY GLOVES BROOMY TALLE S,BROOMY GUANTES BROOM,1,0,42.231,21.0,51.1,85.91,95.0,  -   -  : :,639.0,House Cleaning
779120000021,SKYY VODKA SKYY 750 CL,SKYY VODKA SKYY 750,750,0,2231.405,21.0,2700.0,50.0,4050.0,01-Dec-23 11:40:48,640.0,Drinks
779314757008,MILLER 1 LTS,CERVEZA MILLER 1 LT,1000,0,99.174,21.0,120.001,500.0,1750.0,07-Nov-23 11:01:56,365.0,Drinks
779007041237,EXQUISITA BIZCOCHUELO EXQUISITA LEMON 540 GRS,EXQUISITA BIZCOCHUEL,540,0,632.231,21.0,765.0,50.33,1150.0,22-Nov-23 10:49:49,165.0,Groceries
779814226802,DEAN FUNES AJO GRANULADO DEAN FUNES 25 GRS,DEAN FUNES AJO GRANU,25,0,10.744,21.0,13.0,130.77,30.0,  -   -  : :,600.0,Groceries
779747000363,MAROLIO TOMATE TRITURADO MAROLIO 950 GRS,MAROLIO TOMATE TRITU,950,0,19.992,21.0,24.19,50.89,36.5,  -   -  : :,126.0,Groceries
779113000224,VANISH STAIN REMOVER MULTIUSE VANISH,VANISH QUITA MANCHAS,1,0,52.992,21.0,64.12,55.96,100.0,  -   -  : :,22.0,Groceries
779129000753,CIF CIF ANTIHONGOS,CIF CIF ANTIHONGOS,500,0,18.496,21.0,22.38,49.69,33.5,  -   -  : :,45.0,House Cleaning
