id,recount,route,period,fee,electric meter,addresses,longitude,latitude,date,time,previous consumption,accumulated consumption,consumption,kw/h price,kw/h <2500,kw/h <7500,kw/h > 7500,total
1587753,8,6660,4,t4,10546924,PUERTO CEIBO,"-30,220281","-57,657608",19/8/2021,17:32:00,197139,213270,16131,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 10.134,54","$ 25.838,04"
1347141,7,849,2,t2,10447545,SANTA CRUZ 915,"-27,488086","-58,841884",12/4/2021,9:36:00,280327,294925,14598,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 6.221,09","$ 19.074,59"
1344339,7,849,3,t2,10447545,SANTA CRUZ 915,"-27,488032","-58,84198",11/6/2021,11:50:00,294925,308553,13628,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 4.908,68","$ 17.762,18"
1333569,7,849,6,t2,10447545,SANTA CRUZ 915,"-27,488021","-58,842103",13/12/2021,8:37:00,308553,331317,22764,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 17.269,69","$ 30.123,19"
1358914,7,849,1,t2,10447545,SANTA CRUZ 915,"-27,487992","-58,842017",12/2/2021,8:05:00,331317,354213,22896,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 17.448,29","$ 30.301,79"
1341878,7,849,5,t2,10447545,SANTA CRUZ 915,"-27,487966","-58,84214",12/10/2021,10:34:00,354213,374703,20490,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 14.192,97","$ 27.046,47"
1349552,7,849,4,t2,10447545,SANTA CRUZ 915,"-27,487958","-58,84218",10/8/2021,10:58:00,374703,395322,20619,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 14.367,51","$ 27.221,01"
298765,2,5550,1,t2,10526451,BUENOS AIRES 499,"-28,506761","-59,046756",8/1/2021,10:01:00,677180,690790,13610,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 4.884,33","$ 17.737,83"
299801,2,5550,4,t2,10526451,BUENOS AIRES 499,"-28,506737","-59,046745",6/7/2021,16:54:00,690790,712614,21824,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 15.997,87","$ 28.851,37"
299112,2,5550,2,t2,10526451,BUENOS AIRES 499,"-28,506707","-59,046759",4/3/2021,9:33:00,712614,735169,22555,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 16.986,92","$ 29.840,42"
299458,2,5550,3,t2,10526451,BUENOS AIRES 499,"-28,506703","-59,046714",6/5/2021,12:10:00,735169,758291,23122,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 17.754,07","$ 30.607,57"
300145,2,5550,5,t2,10526451,BUENOS AIRES 499,"-28,506669","-59,04677",7/9/2021,12:28:00,758291,774946,16655,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 9.004,22","$ 21.857,72"
300489,2,5550,6,t2,10526451,BUENOS AIRES 499,"-28,506618","-59,04672",8/11/2021,6:42:00,774946,793810,18864,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 11.992,99","$ 24.846,49"
560455,3,6319,3,t2,10632740,PAGO ALEGRE,"-28,149628","-58,380768",24/5/2021,8:53:00,112140,133022,20882,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 14.723,35","$ 27.576,85"
561568,3,6319,6,t2,10632740,PAGO ALEGRE,"-28,149239","-58,380972",17/11/2021,8:54:00,133022,153424,20402,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 14.073,91","$ 26.927,41"
559716,3,6319,1,t2,10632740,PAGO ALEGRE,"-28,146212","-58,374271",19/1/2021,12:22:00,153424,168761,15337,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 7.220,96","$ 20.074,46"
560086,3,6319,2,t2,10632740,PAGO ALEGRE,"-28,128724","-58,38753",19/3/2021,12:15:00,168761,191045,22284,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 16.620,25","$ 29.473,75"
560824,3,6319,4,t2,10632740,PAGO ALEGRE,"-28,047409","-58,229241",27/7/2021,8:43:00,191045,214081,23036,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 17.637,71","$ 30.491,21"
561197,3,6319,5,t2,10632740,PAGO ALEGRE,"-28,04454","-58,228594",14/9/2021,13:54:00,214081,235606,21525,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 15.593,33","$ 28.446,83"
1187099,6,6500,4,t4,10546927,VICENTE MENDIETA 689,"-30,248961","-57,631068",2/8/2021,10:20:00,584921,605486,20565,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 17.463,95","$ 33.167,45"
1187409,6,6500,5,t4,10546927,VICENTE MENDIETA 689,"-30,248946","-57,631164",1/10/2021,9:32:00,605486,619684,14198,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 6.939,29","$ 22.642,79"
1186787,6,6500,3,t4,10546927,VICENTE MENDIETA 689,"-30,248917","-57,631158",1/6/2021,10:15:00,619684,641168,21484,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 18.983,05","$ 34.686,55"
1186170,6,6500,1,t4,10546927,VICENTE MENDIETA 689,"-30,248914","-57,631082",1/2/2021,11:07:00,641168,664459,23291,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 21.970,02","$ 37.673,52"
1186478,6,6500,2,t4,10546927,VICENTE MENDIETA 689,"-30,248904","-57,631114",1/4/2021,9:43:00,664459,683050,18591,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 14.200,92","$ 29.904,42"
1187719,6,6500,6,t4,10546927,VICENTE MENDIETA 689,"-30,248897","-57,631139",1/12/2021,9:24:00,683050,702061,19011,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 14.895,18","$ 30.598,68"
1534216,8,877,1,t4,10384410,22V.B.ESPERANZA M.1 L.G C.16 EPAM,"-27,546456","-58,786483",17/2/2021,6:38:00,562036,579767,17731,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 12.779,34","$ 28.482,84"
1508889,8,877,3,t4,10384410,22V.B.ESPERANZA M.1 L.G C.16 EPAM,"-27,546441","-58,786512",15/6/2021,8:45:00,579767,595553,15786,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 9.564,26","$ 25.267,76"
1516598,8,877,6,t4,10384410,22V.B.ESPERANZA M.1 L.G C.16 EPAM,"-27,546372","-58,786367",15/12/2021,10:18:00,595553,610802,15249,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 8.676,60","$ 24.380,10"
1514869,8,877,5,t4,10384410,22V.B.ESPERANZA M.1 L.G C.16 EPAM,"-27,54621","-58,786208",15/10/2021,11:06:00,610802,629452,18650,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 14.298,45","$ 30.001,95"
1533190,8,877,2,t4,10384410,22V.B.ESPERANZA M.1 L.G C.16 EPAM,"-27,546157","-58,786664",15/4/2021,9:47:00,629452,652051,22599,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 20.826,15","$ 36.529,65"
1528554,8,877,4,t4,10384410,22V.B.ESPERANZA M.1 L.G C.16 EPAM,"-27,546017","-58,787131",19/8/2021,8:53:00,652051,671749,19698,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 16.030,79","$ 31.734,29"
493715,3,5605,5,t2,10526069,BELGRANO 880,"-28,504444","-59,033534",10/9/2021,12:34:00,73483,91726,18243,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 11.152,78","$ 24.006,28"
492937,3,5605,2,t2,10526069,BELGRANO 880,"-28,504435","-59,033513",11/3/2021,11:33:00,91726,111784,20058,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 13.608,47","$ 26.461,97"
492675,3,5605,1,t2,10526069,BELGRANO 880,"-28,504433","-59,03354",14/1/2021,10:40:00,111784,134416,22632,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 17.091,10","$ 29.944,60"
493185,3,5605,3,t2,10526069,BELGRANO 880,"-28,504408","-59,033554",14/5/2021,10:50:00,134416,154129,19713,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 13.141,69","$ 25.995,19"
493974,3,5605,6,t2,10526069,BELGRANO 880,"-28,504334","-59,033504",9/11/2021,11:11:00,154129,170144,16015,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 8.138,30","$ 20.991,80"
493451,3,5605,4,t2,10526069,BELGRANO 880,"-28,504111","-59,033699",10/7/2021,9:59:00,170144,182707,12563,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 3.467,74","$ 16.321,24"
142310,1,6692,4,t2,10640105,EX COMB.VICENTE PEREZ S/N,"-30,615339","-57,974608",3/9/2021,9:23:00,58465,74080,15615,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 7.597,10","$ 20.450,60"
141461,1,6692,3,t2,10640105,EX COMB.VICENTE PEREZ S/N,"-30,615301","-57,974653",5/7/2021,10:47:00,74080,94750,20670,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 14.436,51","$ 27.290,01"
140620,1,6692,2,t2,10640105,EX COMB.VICENTE PEREZ S/N,"-30,615299","-57,974612",29/4/2021,8:39:00,94750,114506,19756,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 13.199,87","$ 26.053,37"
139791,1,6692,1,t2,10640105,EX COMB.VICENTE PEREZ S/N,"-30,615254","-57,9747",3/3/2021,8:12:00,114506,136390,21884,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 16.079,05","$ 28.932,55"
143170,1,6692,5,t2,10640105,EX COMB.VICENTE PEREZ S/N,"-30,615102","-57,974605",2/11/2021,7:03:00,136390,156791,20401,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 14.072,55","$ 26.926,05"
144040,1,6692,6,t2,10640105,EX COMB.VICENTE PEREZ S/N,"-30,615089","-57,974598",4/1/2022,9:28:00,156791,171641,14850,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 6.562,05","$ 19.415,55"
1038900,5,6790,4,t4,10553963,J.F.VELAZCO 504,"-29,703543","-57,086747",28/7/2021,14:00:00,77415,95283,17868,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 13.005,80","$ 28.709,30"
1037863,5,6790,2,t4,10553963,J.F.VELAZCO 504,"-29,703541","-57,086746",30/3/2021,11:34:00,95283,110372,15089,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 8.412,12","$ 24.115,62"
1039425,5,6790,5,t4,10553963,J.F.VELAZCO 504,"-29,703541","-57,08673",30/9/2021,13:20:00,110372,129618,19246,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 15.283,64","$ 30.987,14"
1039948,5,6790,6,t4,10553963,J.F.VELAZCO 504,"-29,703533","-57,086622",2/12/2021,9:11:00,129618,144265,14647,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 7.681,49","$ 23.384,99"
1037387,5,6790,1,t4,10553963,J.F.VELAZCO 504,"-29,70353","-57,086733",5/2/2021,10:07:00,144265,161298,17033,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 11.625,55","$ 27.329,05"
1038379,5,6790,3,t4,10553963,J.F.VELAZCO 504,"-29,703321","-57,086505",31/5/2021,11:33:00,161298,184502,23204,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 21.826,21","$ 37.529,71"
492585,3,5605,1,t3,10525952,ALVEAR Y SARMIENTO,"-28,509975","-59,027516",13/1/2021,16:05:00,131118,149464,18346,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 12.126,74","$ 25.930,24"
492846,3,5605,2,t3,10525952,ALVEAR Y SARMIENTO,"-28,509738","-59,027568",11/3/2021,9:39:00,149464,162430,12966,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 4.309,60","$ 18.113,10"
493098,3,5605,3,t3,10525952,ALVEAR Y SARMIENTO,"-28,509462","-59,027756",14/5/2021,9:05:00,162430,182251,19821,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 14.269,91","$ 28.073,41"
493623,3,5605,5,t3,10525952,ALVEAR Y SARMIENTO,"-28,509457","-59,027771",10/9/2021,10:38:00,182251,201927,19676,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 14.059,23","$ 27.862,73"
493361,3,5605,4,t3,10525952,ALVEAR Y SARMIENTO,"-28,509444","-59,027793",9/7/2021,10:46:00,201927,222100,20173,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 14.781,37","$ 28.584,87"
493882,3,5605,6,t3,10525952,ALVEAR Y SARMIENTO,"-28,509382","-59,028021",9/11/2021,9:19:00,222100,239343,17243,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 10.524,08","$ 24.327,58"
740186,4,5660,4,t2,10525739,AV.DE LOS CITRICULTORES,"-28,53134","-59,043228",21/7/2021,12:54:00,99757,114951,15194,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 7.027,48","$ 19.880,98"
739851,4,5660,3,t2,10525739,AV.DE LOS CITRICULTORES,"-28,531238","-59,043197",21/5/2021,8:00:00,114951,129641,14690,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 6.345,57","$ 19.199,07"
740859,4,5660,6,t2,10525739,AV.DE LOS CITRICULTORES,"-28,531195","-59,043348",19/11/2021,7:12:00,129641,145299,15658,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 7.655,27","$ 20.508,77"
739194,4,5660,1,t2,10525739,AV.DE LOS CITRICULTORES,"-28,531176","-59,043186",21/1/2021,9:00:00,145299,168169,22870,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 17.413,11","$ 30.266,61"
739521,4,5660,2,t2,10525739,AV.DE LOS CITRICULTORES,"-28,523201","-59,040578",18/3/2021,10:23:00,168169,181466,13297,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 4.460,84","$ 17.314,34"
740525,4,5660,5,t2,10525739,AV.DE LOS CITRICULTORES,"-28,507696","-59,046831",21/9/2021,9:09:00,181466,200386,18920,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 12.068,76","$ 24.922,26"
1645474,8,7440,3,t4,10220944,CTES.E/S.LUIS Y JULIO,"-27,510579","-58,56258",18/6/2021,8:57:00,462509,482076,19567,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 15.814,25","$ 31.517,75"
1628215,8,7440,2,t4,10220944,CTES.E/S.LUIS Y JULIO,"-27,510525","-58,562578",16/4/2021,11:13:00,482076,506003,23927,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 23.021,33","$ 38.724,83"
1643664,8,7440,1,t4,10220944,CTES.E/S.LUIS Y JULIO,"-27,510442","-58,562557",17/2/2021,10:46:00,506003,524919,18916,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 14.738,15","$ 30.441,65"
1646531,8,7440,5,t4,10220944,CTES.E/S.LUIS Y JULIO,"-27,510411","-58,562694",19/10/2021,11:40:00,524919,548538,23619,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 22.512,21","$ 38.215,71"
1640082,8,7440,6,t4,10220944,CTES.E/S.LUIS Y JULIO,"-27,510408","-58,562656",16/12/2021,10:37:00,548538,572212,23674,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 22.603,12","$ 38.306,62"
1633689,8,7440,4,t4,10220944,CTES.E/S.LUIS Y JULIO,"-27,510345","-58,562753",19/8/2021,12:14:00,572212,591215,19003,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 14.881,96","$ 30.585,46"
1332601,7,1258,5,t1,10567277,PADRE J. LUCCHELLI 2127 BO. L.BRAVA,"-27,499577","-58,715666",13/10/2021,9:04:00,264048,279416,15368,"$ 1,245","$ 2.490,60","$ 9.339,75","$ 6.684,77","$ 18.515,12"
1339473,7,1258,6,t1,10567277,PADRE J. LUCCHELLI 2127 BO. L.BRAVA,"-27,495753","-58,715039",9/12/2021,7:47:00,279416,292205,12789,"$ 1,245","$ 2.490,60","$ 9.339,75","$ 3.473,14","$ 15.303,49"
1317240,7,1258,3,t1,10567277,PADRE J. LUCCHELLI 2127 BO. L.BRAVA,"-27,491661","-58,718512",12/6/2021,8:26:00,292205,312813,20608,"$ 1,245","$ 2.490,60","$ 9.339,75","$ 13.210,14","$ 25.040,49"
1337069,7,1258,4,t1,10567277,PADRE J. LUCCHELLI 2127 BO. L.BRAVA,"-27,489827","-58,721335",10/8/2021,12:24:00,312813,333594,20781,"$ 1,245","$ 2.490,60","$ 9.339,75","$ 13.425,58","$ 25.255,93"
1316641,7,1258,2,t1,10567277,PADRE J. LUCCHELLI 2127 BO. L.BRAVA,"-27,482647","-58,783069",12/4/2021,12:02:00,333594,356421,22827,"$ 1,245","$ 2.490,60","$ 9.339,75","$ 15.973,46","$ 27.803,81"
1346429,7,1258,1,t1,10567277,PADRE J. LUCCHELLI 2127 BO. L.BRAVA,"-27,469534","-58,838953",10/2/2021,12:44:00,356421,378057,21636,"$ 1,245","$ 2.490,60","$ 9.339,75","$ 14.490,31","$ 26.320,66"
591919,3,6696,1,t4,10548874,COL.PIEDRITAS,"-30,617862","-57,972999",17/1/2021,17:42:00,85176,104265,19089,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 15.024,12","$ 30.727,62"
592445,3,6696,3,t4,10548874,COL.PIEDRITAS,"-30,435619","-57,985404",17/5/2021,11:00:00,104265,127559,23294,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 21.974,98","$ 37.678,48"
593239,3,6696,6,t4,10548874,COL.PIEDRITAS,"-30,435587","-57,985417",15/11/2021,9:05:00,127559,149500,21941,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 19.738,47","$ 35.441,97"
592182,3,6696,2,t4,10548874,COL.PIEDRITAS,"-30,435549","-57,985387",16/3/2021,9:16:00,149500,165250,15750,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 9.504,75","$ 25.208,25"
592973,3,6696,5,t4,10548874,COL.PIEDRITAS,"-30,435539","-57,985409",20/9/2021,9:16:00,165250,179727,14477,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 7.400,48","$ 23.103,98"
592710,3,6696,4,t4,10548874,COL.PIEDRITAS,"-30,435496","-57,985395",24/7/2021,10:32:00,179727,193346,13619,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 5.982,21","$ 21.685,71"
959712,5,5010,2,t3,60038212,BENIGNO GARAY,"-27,273459","-58,247465",23/3/2021,10:40:00,231286,248817,17531,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 10.942,54","$ 24.746,04"
947411,5,5010,5,t3,60038212,BENIGNO GARAY,"-27,27329","-58,247356",23/9/2021,12:19:00,248817,269169,20352,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 15.041,46","$ 28.844,96"
956818,5,5010,6,t3,60038212,BENIGNO GARAY,"-27,273089","-58,247326",25/11/2021,8:26:00,269169,282507,13338,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 4.850,11","$ 18.653,61"
955714,5,5010,4,t3,60038212,BENIGNO GARAY,"-27,273025","-58,247329",23/7/2021,10:33:00,282507,302190,19683,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 14.069,40","$ 27.872,90"
943425,5,5010,1,t3,60038212,BENIGNO GARAY,"-27,273014","-58,247352",29/1/2021,9:52:00,302190,316478,14288,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 6.230,46","$ 20.033,96"
952723,5,5010,3,t3,60038212,BENIGNO GARAY,"-27,272945","-58,247324",26/5/2021,10:40:00,316478,329067,12589,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 3.761,82","$ 17.565,32"
631150,4,660,1,t2,10391890,LAS GARDENIAS 58,"-27,459988","-58,775734",20/1/2021,6:57:00,62503,85782,23279,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 17.966,49","$ 30.819,99"
637339,4,661,4,t2,10391890,LAS GARDENIAS 58,"-27,459971","-58,775528",19/7/2021,13:01:00,85782,109390,23608,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 18.411,62","$ 31.265,12"
633525,4,660,2,t2,10391890,LAS GARDENIAS 58,"-27,459915","-58,775806",17/3/2021,9:23:00,109390,132005,22615,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 17.068,10","$ 29.921,60"
641683,4,661,6,t2,10391890,LAS GARDENIAS 58,"-27,459909","-58,775736",18/11/2021,7:32:00,132005,151808,19803,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 13.263,46","$ 26.116,96"
635449,4,661,3,t2,10391890,LAS GARDENIAS 58,"-27,459855","-58,775607",17/5/2021,12:56:00,151808,168990,17182,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 9.717,25","$ 22.570,75"
639027,4,661,5,t2,10391890,LAS GARDENIAS 58,"-27,459847","-58,77574",16/9/2021,12:24:00,168990,182359,13369,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 4.558,26","$ 17.411,76"
642774,4,661,3,t2,10391890,LAS GARDENIAS 58,"-27,459834","-58,775718",28/4/2021,11:37:00,182359,200172,17813,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 10.570,99","$ 23.424,49"
138649,1,6691,4,t4,10120520,BO. 32 VIV. MZ.R 50 B- CASA 4,"-30,619058","-57,975907",30/8/2021,12:29:00,123165,137285,14120,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 6.810,36","$ 22.513,86"
137726,1,6691,1,t4,10120520,BO. 32 VIV. MZ.R 50 B- CASA 4,"-30,619029","-57,975926",1/3/2021,10:07:00,137285,150954,13669,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 6.064,86","$ 21.768,36"
138959,1,6691,5,t4,10120520,BO. 32 VIV. MZ.R 50 B- CASA 4,"-30,619019","-57,975891",28/10/2021,11:36:00,150954,165723,14769,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 7.883,16","$ 23.586,66"
138339,1,6691,3,t4,10120520,BO. 32 VIV. MZ.R 50 B- CASA 4,"-30,619","-57,975869",25/6/2021,15:59:00,165723,181566,15843,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 9.658,48","$ 25.361,98"
139268,1,6691,6,t4,10120520,BO. 32 VIV. MZ.R 50 B- CASA 4,"-30,618985","-57,975908",29/12/2021,11:21:00,181566,198693,17127,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 11.780,93","$ 27.484,43"
138032,1,6691,2,t4,10120520,BO. 32 VIV. MZ.R 50 B- CASA 4,"-30,618973","-57,975856",27/4/2021,9:56:00,198693,212440,13747,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 6.193,79","$ 21.897,29"
169950,1,7260,3,t3,10759410,EL SOMBRERO.,"-27,703405","-58,771039",25/6/2021,11:13:00,222436,237514,15078,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 7.378,33","$ 21.181,83"
169525,1,7260,1,t3,10759410,EL SOMBRERO.,"-27,703323","-58,77095",25/2/2021,10:16:00,237514,258038,20524,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 15.291,37","$ 29.094,87"
170136,1,7260,4,t3,10759410,EL SOMBRERO.,"-27,703269","-58,770748",24/8/2021,12:32:00,258038,275073,17035,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 10.221,86","$ 24.025,36"
169806,1,7260,2,t3,10759410,EL SOMBRERO.,"-27,703236","-58,771348",26/4/2021,8:11:00,275073,289984,14911,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 7.135,68","$ 20.939,18"
170447,1,7260,5,t3,10759410,EL SOMBRERO.,"-27,703188","-58,771435",27/10/2021,11:04:00,289984,308925,18941,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 12.991,27","$ 26.794,77"
170642,1,7260,6,t3,10759410,EL SOMBRERO.,"-27,701727","-58,770537",27/12/2021,9:51:00,308925,322566,13641,"$ 1,453","$ 2.906,00","$ 10.897,50","$ 5.290,37","$ 19.093,87"
98452,1,6025,2,t2,10532335,BELGRANO 185,"-30,018158","-59,526881",28/4/2021,9:24:00,679333,700748,21415,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 15.444,50","$ 28.298,00"
98832,1,6025,3,t2,10532335,BELGRANO 185,"-30,017916","-59,526342",25/6/2021,9:02:00,700748,719807,19059,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 12.256,83","$ 25.110,33"
99223,1,6025,4,t2,10532335,BELGRANO 185,"-30,017907","-59,526398",27/8/2021,9:32:00,719807,738889,19082,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 12.287,95","$ 25.141,45"
99618,1,6025,5,t2,10532335,BELGRANO 185,"-30,017882","-59,526362",27/10/2021,7:55:00,738889,755573,16684,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 9.043,45","$ 21.896,95"
98083,1,6025,1,t2,10532335,BELGRANO 185,"-30,017879","-59,526399",2/3/2021,8:34:00,755573,776074,20501,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 14.207,85","$ 27.061,35"
99999,1,6025,6,t2,10532335,BELGRANO 185,"-30,017865","-59,526393",23/12/2021,9:30:00,776074,789714,13640,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 4.924,92","$ 17.778,42"
135672,1,6690,3,t4,60039973,LIBERTAD S/N,"-30,619635","-57,963743",23/6/2021,9:17:00,184264,199203,14939,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 8.164,17","$ 23.867,67"
136828,1,6690,5,t4,60039973,LIBERTAD S/N,"-30,618797","-57,963658",26/10/2021,9:08:00,199203,216963,17760,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 12.827,28","$ 28.530,78"
136248,1,6690,4,t4,60039973,LIBERTAD S/N,"-30,618767","-57,963904",26/8/2021,9:34:00,216963,239610,22647,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 20.905,49","$ 36.608,99"
134537,1,6690,1,t4,60039973,LIBERTAD S/N,"-30,618731","-57,963896",24/2/2021,16:40:00,239610,261648,22038,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 19.898,81","$ 35.602,31"
135101,1,6690,2,t4,60039973,LIBERTAD S/N,"-30,618726","-57,963856",23/4/2021,9:43:00,261648,283245,21597,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 19.169,84","$ 34.873,34"
137413,1,6690,6,t4,60039973,LIBERTAD S/N,"-30,618709","-57,963888",27/12/2021,11:46:00,283245,301712,18467,"$ 1,653","$ 3.306,00","$ 12.397,50","$ 13.995,95","$ 29.699,45"
292425,2,5532,6,t2,60005897,SAN LUIS 1346,"-28,516158","-59,0446",3/11/2021,8:56:00,210021,226601,16580,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 8.902,74","$ 21.756,24"
291210,2,5532,2,t2,60005897,SAN LUIS 1346,"-28,516078","-59,044529",3/3/2021,7:07:00,226601,242715,16114,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 8.272,24","$ 21.125,74"
291812,2,5532,4,t2,60005897,SAN LUIS 1346,"-28,516053","-59,044655",6/7/2021,8:09:00,242715,257385,14670,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 6.318,51","$ 19.172,01"
292116,2,5532,5,t2,60005897,SAN LUIS 1346,"-28,51604","-59,044551",7/9/2021,8:06:00,257385,271293,13908,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 5.287,52","$ 18.141,02"
290907,2,5532,1,t2,60005897,SAN LUIS 1346,"-28,516004","-59,044681",5/1/2021,7:06:00,271293,289914,18621,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 11.664,21","$ 24.517,71"
291510,2,5532,3,t2,60005897,SAN LUIS 1346,"-28,515978","-59,044507",5/5/2021,8:00:00,289914,304938,15024,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 6.797,47","$ 19.650,97"
895430,5,481,5,t2,10011001,GDOR. CASTILLO 2275,"-27,483232","-58,842825",29/9/2021,10:27:00,331281,350933,19652,"$ 1,353","$ 2.706,00","$ 10.147,50","$ 13.059,16","$ 25.912,66"
