id,client,aynom,address,fee,equipment,model,identifier,port1,port1 serie,port1 modelo,port2,port2 serie,port2 modelo,portal,locality,zip code,charge date,discharge date,status,location
969,144328367,ROD OSCAR,MENDOZA 1883,16,510395968,4716406,5011120,600503289,628854,5000446,600346026,9177003,5000442,444,Capital,3400,30.06.2022,31.12.9999,ALTA,20674279
970,559323063,COR LEDAD,LISANDRO SEGOVIA 1960,6,510440830,5238197,5011120,600508501,634320,5000446,600475351,9262962,5000442,444,Capital,3400,08.08.2022,31.12.9999,ALTA,20679912
971,739289038,GOM TONIO,MENDOZA 2260 P:5,16,510289423,2534697,5011120,600503595,629559,5000446,600132634,9085264,5000442,444,Capital,3400,08.07.2022,31.12.9999,ALTA,20675333
972,771273956,SOS SELLA,PIO XII 1824,6,510127579,974064,5010436,600503596,629560,5000446,600475445,9263056,5000442,444,Capital,3400,08.07.2022,31.12.9999,ALTA,20675401
973,263177677,BOV MARIS,PIO XII 2285,16,510441621,5238970,5011120,600512789,638508,5000446,600476227,9263838,5000442,444,Capital,3400,29.08.2022,31.12.9999,ALTA,20685349
974,138307170,ELE CIVIL,PIO XII 2163,6,510440488,5237855,5011120,600508549,634368,5000446,600475009,9262620,5000442,444,Capital,3400,02.08.2022,31.12.9999,ALTA,20680869
975,372361945,BEL ALICE,LISANDRO SEGOVIA 1730,16,510386078,4351569,5011120,600502471,628346,5000446,600334472,9165449,5000442,444,Capital,3400,04.07.2022,31.12.9999,ALTA,20674668
976,335405862,PON UTARO,LISANDRO SEGOVIA 1718 P:1,16,510433352,5231342,5011120,600468363,620211,5000446,600450731,9255332,5000442,444,Capital,3400,11.03.2022,31.12.9999,ALTA,20659506
977,184269698,CAB UARDO,MENDOZA 2260 P:4,16,510431082,5229072,5011120,600466933,618285,5000446,600448344,9252945,5000442,444,Capital,3400,09.02.2022,31.12.9999,ALTA,20655446
978,382383104,MAR RDITA,PIO XII 2250,16,510431430,5229420,5011120,600467830,618782,5000446,600448709,9253310,5000442,444,Capital,3400,14.02.2022,31.12.9999,ALTA,20655745
979,543456444,RUI AYLEN,PIO XII 1735 P:1,16,510431065,5229055,5011120,600461351,606767,5000446,600448326,9252927,5000442,444,Capital,3400,02.02.2022,31.12.9999,ALTA,20654389
980,232412505,VIT QUIEL,PIO XII 1937,16,510431994,5229984,5011120,600466451,617703,5000446,600449292,9253893,5000442,444,Capital,3400,21.02.2022,31.12.9999,ALTA,20657252
981,399344257,JUA NIDIA,MENDOZA 2260 P:5,16,510431431,5229421,5011120,600467829,618781,5000446,600448710,9253311,5000442,444,Capital,3400,14.02.2022,31.12.9999,ALTA,20655776
982,471378098,BOR QUIEL,PIO XII 1735 P:3,16,510431428,5229418,5011120,600467831,618783,5000446,600448707,9253308,5000442,444,Capital,3400,14.02.2022,31.12.9999,ALTA,20655876
983,379249373,VEG NOEMI,PIO XII 1883,16,510399612,4399746,5011120,600467772,618724,5000446,600348709,9179686,5000442,444,Capital,3400,09.03.2022,31.12.9999,ALTA,20659575
984,624383117,GUT YELEN,AV. SARMIENTO 1750 P:2,16,510083314,474861,5010096,600507898,632717,5000446,600503737,8920576,5000442,448,Capital,3400,07.07.2022,31.12.9999,ALTA,20675112
985,613405910,BEN GELES,GUTEMBERG 1931,16,510440841,5238208,5011120,600510071,635790,5000446,600475362,9262973,5000442,448,Capital,3400,12.08.2022,31.12.9999,ALTA,20681918
986,470557970,DUP LICIA,AV. SARMIENTO 1972,16,510440168,5237535,5011120,600507843,633362,5000446,600474687,9262298,5000442,448,Capital,3400,04.08.2022,31.12.9999,ALTA,20678114
987,306402624,MAR NANDA,AV. SARMIENTO 1856 P:4,16,510438912,5236279,5011120,600502459,628334,5000446,600473430,9261041,5000442,448,Capital,3400,15.07.2022,31.12.9999,ALTA,20676445
988,891354517,ALV EDITH,GUTEMBERG 2099 P:2,16,510441560,5238909,5011120,600512802,638521,5000446,600476166,9263777,5000442,448,Capital,3400,24.08.2022,31.12.9999,ALTA,20684464
989,802335644,LOV TIANA,GUTEMBERG 1669 P:1,16,510440516,5237883,5011120,600475037,9262648,5000442,,,,448,Capital,3400,01.08.2022,31.12.9999,ALTA,20680283
990,024373940,COS ANIEL,AV. SARMIENTO 1726,6,510440527,5237894,5011120,600508542,634361,5000446,600475048,9262659,5000442,448,Capital,3400,02.08.2022,31.12.9999,ALTA,20680670
991,832347716,CAR AIANA,GUTEMBERG 1830,16,510431089,5229079,5011120,600466851,618203,5000446,600448352,9252953,5000442,448,Capital,3400,05.02.2022,31.12.9999,ALTA,20654891
992,766317770,DEL LVINA,AV. SARMIENTO 1998,16,510432815,5230805,5011120,600468283,619533,5000446,600450162,9254763,5000442,448,Capital,3400,26.02.2022,31.12.9999,ALTA,20658237
993,663299806,OBR ALUPE,GDOR. J. F.TORRENT 1607,6,510431060,5229050,5011120,600464511,609977,5000446,600448321,9252922,5000442,448,Capital,3400,03.02.2022,31.12.9999,ALTA,20654568
994,930314361,JAR RIELA,GUTEMBERG 2018 P:2,16,510433295,5231285,5011120,600468395,620243,5000446,600450672,9255273,5000442,448,Capital,3400,16.03.2022,31.12.9999,ALTA,20660632
995,549314363,OSU BELEN,BO. B. DE ASTRADA P:2 MB:E,16,510390085,559953,5010096,600503600,629564,5000446,600395675,8945296,5000442,452,Capital,3400,06.07.2022,31.12.9999,ALTA,20674972
996,596249376,BAR GELES,BO. B. DE ASTRADA P:1 MB:A,16,510090064,497214,5010096,,,,,,,452,Capital,3400,30.08.2022,31.12.9999,ALTA,20686041
997,331337923,SFI STHER,BO. B. DE ASTRADA P:2 MB:F,16,510431971,5229961,5011120,600467813,618765,5000446,600449269,9253870,5000442,452,Capital,3400,16.02.2022,31.12.9999,ALTA,20655649
998,857160652,NOS ARMEN,AV. TTE. IBAÑEZ 655,16,510424788,4954181,5011120,600503541,629505,5000446,600442143,9246744,5000442,454,Capital,3400,20.07.2022,31.12.9999,ALTA,20677301
999,940201623,REB ANDRO,AV. TTE. IBAÑEZ 1323,6,510441611,5238960,5011120,600511228,637547,5000446,600476217,9263828,5000442,454,Capital,3400,26.08.2022,31.12.9999,ALTA,20684605
1000,557306443,RAM STIAN,GDOR. DR. M. GOITIA 1791,16,510441584,5238933,5011120,600508415,634234,5000446,600476190,9263801,5000442,456,Capital,3400,20.08.2022,31.12.9999,ALTA,20683895
1001,371125294,GOM STINA,GDOR. M. I. LOZA,16,510421139,4924567,5011120,600502473,628348,5000446,600431448,9240951,5000442,456,Capital,3400,04.07.2022,31.12.9999,ALTA,20674669
1002,292233964,GON LIANA,VELEZ SARSFIELD 1714,16,510432013,5230003,5011120,600466871,618223,5000446,600449413,9254014,5000442,456,Capital,3400,22.02.2022,31.12.9999,ALTA,20657387
1003,621395649,ENC LIANO,NECOCHEA 17 P:3,16,510440787,5238154,5011120,600507764,633283,5000446,600475308,9262919,5000442,461,Capital,3400,05.08.2022,31.12.9999,ALTA,20681924
1004,768320294,ALD ARISA,NECOCHEA 1166 P:1,16,510441610,5238959,5011120,600511223,637542,5000446,600476216,9263827,5000442,461,Capital,3400,26.08.2022,31.12.9999,ALTA,20684874
1005,052366711,BRU QUIEL,NECOCHEA 1456 P:4,16,510405678,4738941,5011120,600513044,638763,5000446,600356635,9187613,5000442,461,Capital,3400,12.07.2022,31.12.9999,ALTA,20675929
1006,218142375,TOR ATRIZ,NECOCHEA 1422,18,510119792,575405,5010096,600299323,518597,5000446,600032211,9016990,5000442,461,Capital,3400,04.12.2017,31.12.9999,ALTA,20479894
1007,015332533,ALV RLINA,LAS HERAS 1164,16,510440788,5238155,5011120,600507779,633298,5000446,600475309,9262920,5000442,464,Capital,3400,13.08.2022,31.12.9999,ALTA,20682749
1008,189292966,MUÑ IVAN,LAS HERAS 1359 P:2,16,510441615,5238964,5011120,600511230,637549,5000446,600476221,9263832,5000442,464,Capital,3400,30.08.2022,31.12.9999,ALTA,20685192
1009,938378858,ALV GENIA,LAS HERAS 1359 P:3,16,510441576,5238925,5011120,600512812,638531,5000446,600476182,9263793,5000442,464,Capital,3400,24.08.2022,31.12.9999,ALTA,20684593
1010,601213669,GON UCENA,LAS HERAS 857,16,510440846,5238213,5011120,600513177,638896,5000446,600475367,9262978,5000442,464,Capital,3400,19.08.2022,31.12.9999,ALTA,20683944
1011,450232902,SEA ELENA,LAS HERAS 1274,16,510217849,993227,5010436,600504075,629736,5000446,600092527,9026245,5000442,464,Capital,3400,27.07.2022,31.12.9999,ALTA,20678098
1012,956132485,CAC CIELA,MADARIAGA 863,16,510440808,5238175,5011120,600508473,634292,5000446,600475329,9262940,5000442,468,Capital,3400,10.08.2022,31.12.9999,ALTA,20682587
1013,113247980,SAN BRIEL,MADARIAGA 540,16,510440790,5238157,5011120,600507778,633297,5000446,600475311,9262922,5000442,468,Capital,3400,13.08.2022,31.12.9999,ALTA,20682960
1014,779566501,LEG LUIS,MADARIAGA 1350,16,510440829,5238196,5011120,600508465,634284,5000446,600475350,9262961,5000442,468,Capital,3400,09.08.2022,31.12.9999,ALTA,20682241
1015,984426363,VER RAMON,PIRAGINI NIVEYRO 1930 PB,16,510440190,5237557,5011120,600504700,630057,5000446,600474709,9262320,5000442,472,Capital,3400,28.07.2022,31.12.9999,ALTA,20678910
1016,137233963,PAR ANDRO,B. DE LA VEGA 1764,6,510364535,3952616,5010713,600475471,9263082,5000442,,,,472,Capital,3400,12.08.2022,31.12.9999,ALTA,20683060
1017,148471774,LEN GINIA,B. DE LA VEGA 2324,16,510440844,5238211,5011120,600510068,635787,5000446,600475365,9262976,5000442,472,Capital,3400,12.08.2022,31.12.9999,ALTA,20683103
1018,464286028,TEJ LEDAD,PAGO LARGO P:1,16,510442162,5239511,5011120,600511236,637555,5000446,600477068,9264679,5000442,472,Capital,3400,30.08.2022,31.12.9999,ALTA,20685785
1019,094230006,RUI UARDO,DR. R. CARRILLO 201 P:3,16,510441574,5238923,5011120,600512810,638529,5000446,600476180,9263791,5000442,472,Capital,3400,24.08.2022,31.12.9999,ALTA,20684972
1020,228307106,CAM ESCOR,PIRAGINI NIVEYRO 2001,6,510411007,4749252,5011120,600504040,629701,5000446,600362168,9193146,5000442,472,Capital,3400,14.07.2022,31.12.9999,ALTA,20676255
1021,498364687,ALT AMIAN,B. DE LA VEGA 1971,16,510440843,5238210,5011120,600513172,638891,5000446,600475364,9262975,5000442,472,Capital,3400,20.08.2022,31.12.9999,ALTA,20683760
1022,720215685,MOR RIELA,PIRAGINI NIVEYRO 1857,16,510402774,4288351,5010713,600508413,634232,5000446,600351056,9182034,5000442,472,Capital,3400,20.08.2022,31.12.9999,ALTA,20684138
1023,927232735,CAB NDREA,PIRAGINI NIVEYRO 2298 P:1,16,510433311,5231301,5011120,600468397,620245,5000446,600450689,9255290,5000442,472,Capital,3400,17.03.2022,31.12.9999,ALTA,20660628
1024,643311998,RIV CARLA,PIRAGINI NIVEYRO 2165 P:3,16,510431435,5229425,5011120,600467842,618794,5000446,600448714,9253315,5000442,472,Capital,3400,16.02.2022,31.12.9999,ALTA,20656179
1025,694447372,ARB NIFER,PIRAGINI NIVEYRO 1930 PB,16,510431073,5229063,5011120,600466909,618261,5000446,600448334,9252935,5000442,472,Capital,3400,04.02.2022,31.12.9999,ALTA,20654621
1026,352363174,VIL ATIAS,HEROES CIVILES 2313,16,510440452,5237819,5011120,600508485,634304,5000446,600474973,9262584,5000442,476,Capital,3400,05.08.2022,31.12.9999,ALTA,20679490
1027,091446474,AGU DAVID,AV. JOSE R. VIDAL 1967 PB,16,510438911,5236278,5011120,600502461,628336,5000446,600473429,9261040,5000442,476,Capital,3400,15.07.2022,31.12.9999,ALTA,20675972
1028,354272995,MON ANDRA,LAVALLE 1109,6,510438953,5236320,5011120,600473472,9261083,5000442,,,,476,Capital,3400,01.08.2022,31.12.9999,ALTA,20677942
1029,095364669,AND ONICA,HEROES CIVILES 2260 P:1,16,510441602,5238951,5011120,600511222,637541,5000446,600476208,9263819,5000442,476,Capital,3400,26.08.2022,31.12.9999,ALTA,20684974
1030,705368638,FER LEDAD,JOSE R. VIDAL 1691 P:5,16,510441582,5238931,5011120,600501627,627312,5000446,600476188,9263799,5000442,476,Capital,3400,20.08.2022,31.12.9999,ALTA,20684098
1031,077315699,BOJ ANDRO,EX VIAS 934,16,510440189,5237556,5011120,600504697,630054,5000446,600474708,9262319,5000442,476,Capital,3400,27.07.2022,31.12.9999,ALTA,20679017
1032,223347584,PAV A LUZ,AV. JOSE R. VIDAL 1697 P:2,16,510432794,5230784,5011120,600468342,619592,5000446,600450141,9254742,5000442,476,Capital,3400,24.02.2022,31.12.9999,ALTA,20657241
1033,258344253,SAN GUSTO,HEROES CIVILES 2185 P:2,16,510431411,5229401,5011120,600466897,618249,5000446,600448690,9253291,5000442,476,Capital,3400,10.02.2022,31.12.9999,ALTA,20655566
1034,095786239,ARA ENTIN,HEROES CIVILES 1699,16,510431991,5229981,5011120,600466462,617714,5000446,600449289,9253890,5000442,476,Capital,3400,18.02.2022,31.12.9999,ALTA,20657037
1035,213801383,QUI ISAAC,BLAS PARERA 2211,16,510243252,994747,5010436,600504086,629747,5000446,600048737,9027764,5000442,481,Capital,3400,22.07.2022,31.12.9999,ALTA,20677792
1036,368274828,ALD ARIEL,BLAS PARERA 1662 PB,16,510440225,5237592,5011120,600501633,627318,5000446,600474744,9262355,5000442,481,Capital,3400,27.07.2022,31.12.9999,ALTA,20677987
1037,476366750,PAL INES,GDOR. J. VELAZCO 1652 PB,16,510440789,5238156,5011120,600507765,633284,5000446,600475310,9262921,5000442,484,Capital,3400,05.08.2022,31.12.9999,ALTA,20681551
1038,256391889,LUQ LUIS,VARGAS GOMEZ 1652 P:3,16,510440783,5238150,5011120,600501621,627306,5000446,600475304,9262915,5000442,484,Capital,3400,03.08.2022,31.12.9999,ALTA,20681119
1039,381398631,GOM ATRIZ,VARGAS GOMEZ 2303,16,510420021,4923449,5011120,600504049,629710,5000446,600432272,9241775,5000442,484,Capital,3400,15.07.2022,31.12.9999,ALTA,20676532
1040,872274822,DE ELENA,GDOR. J. VELAZCO 1972,16,510440533,5237900,5011120,600475054,9262665,5000442,,,,484,Capital,3400,30.07.2022,31.12.9999,ALTA,20680375
1041,105393197,RIV ERNAN,GDOR. J. VELAZCO 1974 P:1,16,510441613,5238962,5011120,600511229,637548,5000446,600476219,9263830,5000442,484,Capital,3400,26.08.2022,31.12.9999,ALTA,20684990
1042,477308983,GON COLAS,CATAMARCA 1981,16,510432799,5230789,5011120,600468341,619591,5000446,600450146,9254747,5000442,484,Capital,3400,24.02.2022,31.12.9999,ALTA,20657646
1043,799365591,GON NOEMI,GDOR. J. VELAZCO 1913 P:5,16,510433298,5231288,5011120,600468394,620242,5000446,600450675,9255276,5000442,484,Capital,3400,16.03.2022,31.12.9999,ALTA,20660407
1044,670146624,VAL BRIEL,GDOR. J. VELAZCO 2137,16,510366802,4032430,5011120,600466521,617773,5000446,600305091,9145800,5000442,484,Capital,3400,03.02.2022,31.12.9999,ALTA,20654577
1045,000328746,GOM CILIA,LAVALLE 1895,16,510328221,2941792,5011120,600508367,634186,5000446,600200606,9106616,5000442,488,Capital,3400,02.08.2022,31.12.9999,ALTA,20680621
1046,921405833,APO ANDRO,AV. MAIPU 251,6,510105878,6401813,5010131,600503610,629574,5000446,,,,496,Capital,3400,11.07.2022,31.12.9999,ALTA,20675640
1047,025391958,SOL RISOL,AV. MAIPU 120,6,510433308,5231298,5011120,600468398,620246,5000446,600450686,9255287,5000442,496,Capital,3400,17.03.2022,31.12.9999,ALTA,20660759
1048,309438250,SIL NDELA,AV. J. PUJOL 1991 P:1,16,510441193,5238542,5011120,600511646,635365,5000446,600475797,9263408,5000442,500,Capital,3400,12.08.2022,31.12.9999,ALTA,20683413
1049,882379107,LEG CILIA,AV. J. PUJOL 2011 P:8,16,510231259,1250397,5010436,600169050,425766,5000446,600010674,9033875,5000442,500,Capital,3400,21.07.2022,31.12.9999,ALTA,20677334
1050,468420982,AMA CIANA,AV. J. PUJOL 1969 P:6,16,510439346,5236713,5011120,600473866,9261477,5000442,,,,500,Capital,3400,14.07.2022,31.12.9999,ALTA,20674835
1051,127414162,MED OMAR,AV. J. PUJOL 2011 P:9,16,510441247,5238596,5011120,600511681,635400,5000446,600475851,9263462,5000442,500,Capital,3400,27.08.2022,31.12.9999,ALTA,20685032
1052,972785884,RUI CISCO,AV. J. PUJOL 2011 P:1,16,510383503,4347814,5011120,600507304,632523,5000446,600332315,9163292,5000442,500,Capital,3400,30.07.2022,31.12.9999,ALTA,20678892
1053,590859499,BUR PABLO,ALVEAR 1869,16,510441259,5238608,5011120,600511398,635117,5000446,600475863,9263474,5000442,505,Capital,3400,22.08.2022,31.12.9999,ALTA,20681865
1054,201359821,FAR ABIAN,ALVEAR 1856 P:3,16,510438362,5235729,5011120,600504333,628594,5000446,600455388,9259989,5000442,505,Capital,3400,01.07.2022,31.12.9999,ALTA,20674371
1055,149405887,NAY AILIN,ALVEAR 1856 P:4,16,510419396,4922824,5011120,600507305,632524,5000446,600431567,9241070,5000442,505,Capital,3400,01.08.2022,31.12.9999,ALTA,20680895
1056,348273168,KIV BELEN,ALVEAR 1866 P:B,6,510439353,5236720,5011120,600473873,9261484,5000442,,,,505,Capital,3400,15.07.2022,31.12.9999,ALTA,20676498
1057,552347825,SEN UNATO,BO. CICHERO EPAM MZ:E S:1,16,510094735,734806,5010096,,,,,,,505,Capital,3400,10.08.2022,31.12.9999,ALTA,20681806
1058,971375938,RAM NABEL,ALVEAR 1856 P:5 D:C,16,510072884,562344,5010096,600384832,8947679,5000442,600385371,547224,5000446,505,Capital,3400,27.05.2019,31.12.9999,ALTA,20539096
1059,689273586,VAL YAMIL,SGTO. CABRAL 2220,16,510272898,2274397,5010436,600111224,9063854,5000442,,,,505,Capital,3400,11.05.2010,31.12.9999,ALTA,10433689
1060,490269896,SAC ARMEN,ALVEAR 1874 P:4,16,510431136,5229126,5011120,600448400,9253001,5000442,,,,505,Capital,3400,02.02.2022,31.12.9999,ALTA,20654325
1061,308410486,AMA AMILA,LOPEZ Y PLANES 2349,16,510294909,2741118,5011120,600509278,634697,5000446,600172760,505357,5000442,510,Capital,3400,16.08.2022,31.12.9999,ALTA,20683407
1062,333370430,LER ANUEL,CNEL. BAIBIENE 1930 P:1,16,510441227,5238576,5011120,600511618,635337,5000446,600475831,9263442,5000442,515,Capital,3400,16.08.2022,31.12.9999,ALTA,20683453
1063,511430724,CHA QUIEL,CNEL. BAIBIENE 1911 P:2,16,510440426,5237793,5011120,600474947,9262558,5000442,,,,515,Capital,3400,09.08.2022,31.12.9999,ALTA,20681732
1064,356997218,ORT TONIA,CNEL. BAIBIENE 2408,16,510440442,5237809,5011120,600507314,632533,5000446,600474963,9262574,5000442,515,Capital,3400,03.08.2022,31.12.9999,ALTA,20679499
1065,737163575,POR GORIO,CNEL. BAIBIENE 2091,16,510441445,5238794,5011120,600511682,635401,5000446,600476049,9263660,5000442,515,Capital,3400,27.08.2022,31.12.9999,ALTA,20680193
1066,599236292,ANS SARIO,CNEL. BAIBIENE 2302 PA,16,510405197,4738460,5011120,600469104,619245,5000446,600356051,9187029,5000442,515,Capital,3400,14.02.2022,31.12.9999,ALTA,20656052
1067,019186969,CAB SABEL,CNEL. BAIBIENE 2173,16,510111192,7737090,5010131,600274099,496309,5000446,,,,515,Capital,3400,21.10.2016,31.12.9999,ALTA,20437004
1068,305401651,RIG SIREE,AGUSTIN P. JUSTO 2206 P:2,16,510441230,5238579,5011120,600509279,634698,5000446,600475834,9263445,5000442,520,Capital,3400,16.08.2022,31.12.9999,ALTA,20683393
1069,238379751,DE AGALI,DR. F. J. CABRAL 2111 P:2,16,510326391,2939962,5011120,600511691,635410,5000446,600198766,9104776,5000442,525,Capital,3400,27.08.2022,31.12.9999,ALTA,20683248
1070,629433454,POR ITENA,PJE. PUJOL 2780,16,510118728,571840,5010096,600511688,635407,5000446,,,,525,Capital,3400,27.08.2022,31.12.9999,ALTA,20681964
1071,573394005,NEI ANUEL,PJE. PUJOL 2780 PA,16,510120958,694869,5010096,600507235,632454,5000446,600030544,9015323,5000442,525,Capital,3400,29.07.2022,31.12.9999,ALTA,20678225
1072,152405242,NEI CIANA,PJE. PUJOL 2780,16,510379198,4228836,5011120,600507294,632513,5000446,600328180,9159157,5000442,525,Capital,3400,30.07.2022,31.12.9999,ALTA,20679117
1073,202221783,ESC MIRTA,PJE. PUJOL 2780,16,510439352,5236719,5011120,600507296,632515,5000446,600473872,9261483,5000442,525,Capital,3400,30.07.2022,31.12.9999,ALTA,20679270
1074,345321758,HIL ERNAN,PJE. PUJOL 2780,16,510439354,5236721,5011120,600507295,632514,5000446,600473874,9261485,5000442,525,Capital,3400,30.07.2022,31.12.9999,ALTA,20679479
1075,491267925,ZAL NANDO,PJE. BERUTTI 2211 P:3,16,510166536,990383,5010096,600076692,9052556,5000442,,,,525,Capital,3400,02.02.2022,31.12.9999,ALTA,20654329
1076,030451005,ESC USTIN,DR. F. J. CABRAL 2111 P:1,16,510431113,5229103,5011120,600448376,9252977,5000442,,,,525,Capital,3400,08.02.2022,31.12.9999,ALTA,20655206
1077,969447458,DIA A LUZ,PJE. BERUTTI 2190 PB,16,510430938,5228928,5011120,600448198,9252799,5000442,,,,525,Capital,3400,27.01.2022,31.12.9999,ALTA,20653449
1078,001783470,LEZ UARDO,BO. QUINTA FERRE MZ:26,16,510440414,5237781,5011120,600509096,634515,5000446,600474935,9262546,5000442,530,Capital,3400,10.08.2022,31.12.9999,ALTA,20678933
1079,434167700,ALC RAIRA,AV. ARMENIA 2945,16,510267470,1968241,5010436,600511685,635404,5000446,600083081,9056686,5000442,530,Capital,3400,27.08.2022,31.12.9999,ALTA,20681481
1080,274264323,PAR ANESA,AV. ARMENIA 3994,16,510119913,575987,5010096,600508931,633750,5000446,600458136,8960332,5000442,530,Capital,3400,08.08.2022,31.12.9999,ALTA,20681144
1081,171128671,ROM SABEL,AV. GDOR. RUIZ 2859,6,510229954,1324957,5010437,600507293,632512,5000446,600033796,9006934,5000442,530,Capital,3400,30.07.2022,31.12.9999,ALTA,20679199
1082,921307175,MON IDORA,AV. ARMENIA 2965 PB,6,510424008,4926741,5010713,600447749,9252350,5000442,,,,530,Capital,3400,04.07.2022,31.12.9999,ALTA,20666331
1083,345331644,FRA RELLA,GDOR. VIRASORO 2984,16,510441192,5238541,5011120,600509088,634507,5000446,600475796,9263407,5000442,535,Capital,3400,06.08.2022,31.12.9999,ALTA,20681311
1084,699122478,BAR ITATI,9 DE JULIO 2420 PB,16,510441189,5238538,5011120,600509089,634508,5000446,600475793,9263404,5000442,535,Capital,3400,06.08.2022,31.12.9999,ALTA,20682074
1085,324405862,MIG AVIER,GDOR. VIRASORO 2391,16,510431167,5229157,5011120,600448431,9253032,5000442,,,,535,Capital,3400,10.02.2022,31.12.9999,ALTA,20655636
1086,717279043,IBA ANDRO,AV. PTE. RAUL ALFONSIN 4087,16,510441476,5238825,5011120,600476081,9263692,5000442,,,,540,Capital,3400,30.08.2022,31.12.9999,ALTA,20684132
1087,624254618,CHE RAUL,BO. POPULAR M:115,16,510424004,4926737,5010713,600447745,9252346,5000442,,,,545,Capital,3400,07.07.2022,31.12.9999,ALTA,20661929
1088,365999999,GOD LANCA,PAUNERO 848,16,510067491,4809573,5010131,,,,,,,545,Capital,3400,14.05.2010,31.12.9999,ALTA,10194365
1089,021822223,MON TENOR,DORREGO 985,16,510095920,1036800,5010139,,,,,,,545,Capital,3400,14.05.2010,31.12.9999,ALTA,10398021
1090,940307156,S.R FIELD,SAMUEL MORSE 860,6,510423179,4932240,5010713,600435897,9245400,5000442,,,,545,Capital,3400,08.02.2022,31.12.9999,ALTA,20649939
1091,966328217,GAL EONEL,LA RIOJA 1071 P:3,16,510430921,5228911,5011120,600448181,9252782,5000442,,,,545,Capital,3400,28.01.2022,31.12.9999,ALTA,20646072
1092,678463425,ROM NARDA,MARCOS SASTRE 160,16,510439335,5236702,5011120,600509367,630186,5000446,600473855,9261466,5000442,560,Capital,3400,19.07.2022,31.12.9999,ALTA,20677062
1093,287318499,CHA PATXI,GDOR. LAGRAÑA 81,16,510245597,1515009,5010437,600511459,635178,5000446,600027747,9012526,5000442,575,Capital,3400,27.08.2022,31.12.9999,ALTA,20679401
1094,104219289,FLO ANDRA,GDOR. LOPEZ 238,16,510424006,4926739,5010713,600509091,634510,5000446,600447747,9252348,5000442,575,Capital,3400,09.08.2022,31.12.9999,ALTA,20679046
1095,266312548,QUI ANDRO,GDOR. PAMPIN 337 P:2,16,510442479,5239828,5011120,600511462,635181,5000446,600477386,9264997,5000442,575,Capital,3400,26.08.2022,31.12.9999,ALTA,20685361
1096,167322292,COR LUIS,GDOR. PAMPIN 337 P:2,16,510442474,5239823,5011120,600511440,635159,5000446,600477381,9264992,5000442,575,Capital,3400,26.08.2022,31.12.9999,ALTA,20685111
1097,230299810,RIN GELES,GDOR. PAMPIN 337 P:1,16,510442473,5239822,5011120,600511441,635160,5000446,600477380,9264991,5000442,575,Capital,3400,26.08.2022,31.12.9999,ALTA,20685297
1098,615318499,CHA PATXI,GDOR. LAGRAÑA 81,6,510424011,4926744,5010713,600507200,632419,5000446,600447752,9252353,5000442,575,Capital,3400,26.07.2022,31.12.9999,ALTA,20676986
1099,402207314,DE ANDRO,GDOR. LOPEZ 474 P:1,16,510431170,5229160,5011120,600448434,9253035,5000442,,,,575,Capital,3400,11.02.2022,31.12.9999,ALTA,20655780
1100,023333042,VAL UARDO,URUGUAY 381 P:4,16,510423130,4932191,5010713,600435845,9245348,5000442,,,,575,Capital,3400,27.01.2022,31.12.9999,ALTA,20653518
1101,624186223,ROM ANDRA,JUJUY 329,16,510441200,5238549,5011120,600511602,635321,5000446,600475804,9263415,5000442,580,Capital,3400,10.08.2022,31.12.9999,ALTA,20681953
1102,786175840,GAR ATRIZ,GDOR. GALLINO 399 P:3,16,510441202,5238551,5011120,600511603,635322,5000446,600475806,9263417,5000442,585,Capital,3400,10.08.2022,31.12.9999,ALTA,20662220
1103,593325160,CAS TANZA,GDOR. GALLINO 399 P:5,16,510441221,5238570,5011120,600509276,634695,5000446,600475825,9263436,5000442,585,Capital,3400,13.08.2022,31.12.9999,ALTA,20683219
1104,779364071,DAL STIAN,VELEZ SARSFIELD 544,16,510442485,5239834,5011120,600511461,635180,5000446,600477392,9265003,5000442,585,Capital,3400,27.08.2022,31.12.9999,ALTA,20680252
1105,190331253,LEZ ANDRA,GDOR. GALLINO 442,6,510441113,5238462,5011120,600507313,632532,5000446,600475717,9263328,5000442,585,Capital,3400,03.08.2022,31.12.9999,ALTA,20679257
1106,221390400,SEE RIELA,VELEZ SARSFIELD 616 P:B,16,510441214,5238563,5011120,600511662,635381,5000446,600475818,9263429,5000442,585,Capital,3400,19.08.2022,31.12.9999,ALTA,20642967
1107,340391929,VAL LISSA,VELEZ SARSFIELD 768,16,510438367,5235734,5011120,600455393,9259994,5000442,,,,585,Capital,3400,04.07.2022,31.12.9999,ALTA,20674621
1108,567526363,CAN PCION,VELEZ SARSFIELD 15,18,510301677,2960234,5010713,600271818,494210,5000446,600196017,9102027,5000442,585,Capital,3400,12.05.2010,31.12.9999,ALTA,10401567
1109,197327037,NUS QUIEL,VELEZ SARSFIELD 280,16,510430912,5228902,5011120,600448172,9252773,5000442,,,,585,Capital,3400,31.01.2022,31.12.9999,ALTA,20653797
1110,456223208,MEA NESTO,VELEZ SARSFIELD 734,16,510431146,5229136,5011120,600448410,9253011,5000442,,,,585,Capital,3400,02.02.2022,31.12.9999,ALTA,20654277
1111,191230767,GAL SABEL,COLOMBIA 493,16,510438373,5235740,5011120,600455399,9260000,5000442,,,,590,Capital,3400,01.07.2022,31.12.9999,ALTA,20674343
