Sale Date,Order ID,Customer,Number of Items,Payment Method,Date Shipped,Ship State,Ship Zipcode,Ship Country,Currency,Order Value,Coupon Code,Coupon Details,Discount Amount,Shipping Discount,Shipping,Sales Tax,Order Total,Status,Card Processing Fees,Order Net,Adjusted Order Total,Adjusted Card Processing Fees,Adjusted Net Order Amount,Order Type,Payment Type,InPerson Discount,InPerson Location,SKU
11/14/22,2670913610,Customer 125,1,Credit Card,11/15/22,FL,33870,United States,USD,25,,,0,0,0,0,26.88,,1.06,23.94,0,0,0,online,online_cc,,,
11/13/22,2670061860,Customer 126,1,Credit Card,11/15/22,MN,55422-1458,United States,USD,34.5,,,0,0,0,0,37.1,,1.36,33.14,0,0,0,online,online_cc,,,
11/10/22,2665647850,Customer 127,1,Credit Card,11/11/22,,60389,Germany,USD,30,,,0,0,15,0,53.55,,1.86,43.14,0,0,0,online,online_cc,,,
11/9/22,2658831277,Customer 128,2,Credit Card,11/10/22,GA,31401,United States,USD,58,ZEN20,% off,7.2,5.5,0,0,54.36,,1.88,48.92,0,0,0,online,online_cc,,,
11/9/22,2663730912,Customer 129,1,Credit Card,11/9/22,NY,11741,United States,USD,34.5,,,0,0,0,0,37.48,,1.37,33.13,0,0,0,online,online_cc,,,
10/29/22,2649667660,Customer 130,1,Credit Card,10/30/22,MI,48114-8101,United States,USD,30,,,0,0,0,0,31.8,,1.2,28.8,0,0,0,online,online_cc,,,
10/27/22,2642696337,Customer 131,1,Credit Card,10/28/22,FL,32911,United States,USD,34,ABCD10,% off,3.4,0,0,0,32.74,,1.23,29.37,0,0,0,online,online_cc,,,go-sqan
10/27/22,2642324599,Customer 132,1,Credit Card,10/27/22,FL,32084,United States,USD,34,,,0,0,0,0,36.21,,1.34,32.66,0,0,0,online,online_cc,,,go-sqan
10/27/22,2642199291,Customer 15,1,Credit Card,10/27/22,,3741 RB,The Netherlands,USD,19.5,GWYNSTONE5,% off,0.98,0,15,0,40.56,,1.47,32.05,0,0,0,online,online_cc,,,
10/27/22,2642008605,Customer 56,1,Credit Card,10/27/22,,56530,France,USD,24,ABCD10,% off,2.4,0,15,0,43.92,,1.57,35.03,0,0,0,online,online_cc,,,Go-bdiv-123
10/23/22,2638341617,Customer 133,1,Credit Card,10/25/22,MS,38655,United States,USD,25,,,0,0,0,0,26.75,,1.05,23.95,0,0,0,online,online_cc,,,
10/17/22,2636830018,Customer 134,1,Credit Card,10/18/22,OH,45243,United States,USD,30,,,0,0,0,0,32.34,,1.22,28.78,0,0,0,online,online_cc,,,
10/15/22,2629351011,Customer 90,1,Credit Card,10/17/22,MO,65802-5314,United States,USD,30,GWYN20,% off,6,0,0,0,24,,0.97,23.03,0,0,0,online,online_cc,,,
10/15/22,2629010873,Customer 135,1,Credit Card,10/17/22,CA,90272,United States,USD,30,,,0,0,0,0,32.85,,1.24,28.76,0,0,0,online,online_cc,,,
10/7/22,2624560966,Customer 136,1,Credit Card,10/7/22,SD,57313,United States,USD,30,,,0,0,0,0,31.95,,1.21,28.79,0,0,0,online,online_cc,,,
10/6/22,2619692951,Customer 137,1,Credit Card,10/6/22,TX,77459,United States,USD,30,,,0,0,0,0,32.48,,1.22,28.78,0,0,0,online,online_cc,,,
9/25/22,2610580708,Customer 138,1,Credit Card,9/26/22,MA,2703,United States,USD,24,,,0,0,5.5,0,31,,1.18,28.32,0,0,0,online,online_cc,,,lf-gw-321
9/21/22,2603875157,Customer 139,1,Credit Card,9/21/22,IA,51201,United States,USD,34,,,0,0,5.5,0,41.88,,1.51,37.99,0,0,0,online,online_cc,,,
9/21/22,2606734490,Customer 139,1,Credit Card,9/21/22,TX,78724,United States,USD,30,,,0,0,5.5,0,38.43,,1.4,34.1,0,0,0,online,online_cc,,,
9/20/22,2605323018,Customer 140,1,Credit Card,9/20/22,NJ,8004,United States,USD,34,,,0,0,5.5,0,42.12,,1.51,37.99,0,0,0,online,online_cc,,,
9/18/22,2603558192,Customer 141,1,Credit Card,9/20/22,BC,V0E2X1,Canada,USD,30,,,0,0,15.5,0,45.5,,1.62,43.88,0,0,0,online,online_cc,,,
9/18/22,2603293970,Customer 142,1,Credit Card,9/20/22,CA,94607-4618,United States,USD,34,,,0,0,5.5,0,42.99,,1.54,37.96,0,0,0,online,online_cc,,,Go-mg-123
9/18/22,2600093675,Customer 143,1,Credit Card,9/20/22,NC,28376,United States,USD,30,,,0,0,5.5,0,37.9,,1.39,34.11,0,0,0,online,online_cc,,,
9/12/22,2594205291,Customer 144,1,Credit Card,9/13/22,TN,37323,United States,USD,30,,,0,0,5.5,0,38.96,,1.42,34.08,0,0,0,online,online_cc,,,
9/9/22,2594095574,Customer 145,1,Credit Card,9/13/22,MA,1085,United States,USD,25,,,0,0,5.5,0,32.06,,1.21,29.29,0,0,0,online,online_cc,,,scoop-3
9/5/22,2589840684,Customer 15,2,Credit Card,9/8/22,,3741 RB,The Netherlands,USD,64,,,0,0,16.5,0,97.41,,3.17,77.33,0,1.94,54.33,online,online_cc,,,
9/4/22,2589025998,Customer 146,1,Credit Card,9/5/22,WA,98465,United States,USD,34,,,0,0,5.5,0,43.57,,1.56,37.94,0,0,0,online,online_cc,,,Go-mg-123
9/4/22,2588570978,Customer 147,1,Credit Card,9/5/22,IA,50129-1567,United States,USD,28,,,0,0,5.5,0,35.46,,1.31,32.19,0,0,0,online,online_cc,,,
8/28/22,2580680848,Customer 49,1,Credit Card,8/28/22,North Yorkshire,HG1 4NJ,United Kingdom,USD,30,,,0,0,15.5,0,54.6,,1.89,43.61,0,0,0,online,online_cc,,,
8/26/22,2579447762,Customer 40,1,Credit Card,8/27/22,MD,20740,United States,USD,15,,,0,0,5.5,0,21.4,,0.89,19.61,0,0,0,online,online_cc,,,
8/26/22,2575000741,Customer 148,1,Credit Card,8/27/22,CA,92024,United States,USD,34,,,0,0,5.5,0,42.14,,1.51,37.99,0,0,0,online,online_cc,,,Go-mg-123
8/23/22,2572277541,Customer 149,1,Credit Card,8/24/22,CA,95678,United States,USD,34,,,0,0,5.5,0,42.14,,1.51,37.99,0,0,0,online,online_cc,,,
8/20/22,2572799052,Customer 150,1,Credit Card,8/21/22,TN,38002,United States,USD,34,,,0,0,5.5,0,43.35,,1.55,37.95,0,0,0,online,online_cc,,,
8/19/22,2572121338,Customer 151,1,Credit Card,8/20/22,OH,43231-2903,United States,USD,34,,,0,0,5.5,0,42.46,,1.52,37.98,0,0,0,online,online_cc,,,
8/19/22,2571647706,Customer 10,3,Credit Card,8/20/22,DE,19968,United States,USD,127,30WOW,% off,38.1,5.5,0,0,88.9,,2.92,85.98,0,0,0,online,online_cc,,,
8/19/22,2567646553,Customer 152,1,Credit Card,8/20/22,,85452,Germany,USD,30,,,0,0,15.5,0,54.15,,1.87,43.63,0,0,0,online,online_cc,,,
8/14/22,2566428696,Customer 138,1,Credit Card,8/15/22,CT,6351,United States,USD,22,,,0,0,5.5,0,29.25,,1.13,26.37,0,0,0,online,online_cc,,,
8/12/22,2560494501,Customer 153,2,Credit Card,8/15/22,NY,13084-9736,United States,USD,68.5,,,0,5.5,0,0,73.98,,2.47,66.03,0,0,0,online,online_cc,,,
8/9/22,2557687099,Customer 154,2,Credit Card,8/11/22,PA,17011,United States,USD,68.5,,,0,5.5,0,0,72.61,,2.43,66.07,0,0,0,online,online_cc,,,
8/8/22,2556745351,Customer 155,1,Credit Card,8/9/22,WA,98103,United States,USD,30,,,0,0,5.5,0,39.14,,1.42,34.08,0,0,0,online,online_cc,,,
8/3/22,2552269731,Customer 10,1,Credit Card,8/4/22,CA,92084,United States,USD,34.5,,,0,0,5.5,0,42.85,,1.54,38.46,0,0,0,online,online_cc,,,
8/3/22,2551711075,Customer 153,1,Credit Card,8/3/22,GA,31601,United States,USD,34,,,0,0,5.5,0,42.66,,1.53,37.97,0,0,0,online,online_cc,,,
7/30/22,2547678775,Customer 156,1,Credit Card,8/1/22,MT,59801-6706,United States,USD,30,,,0,0,5.5,0,35.5,,1.32,34.18,0,0,0,online,online_cc,,,
7/27/22,2547764122,Customer 157,1,Credit Card,7/28/22,ID,83823,United States,USD,24,,,0,0,5.5,0,30.94,,1.18,28.32,0,0,0,online,online_cc,,,Go-bdiv-123
7/22/22,2540049149,Customer 158,1,Credit Card,7/23/22,AZ,85715,United States,USD,28,,,0,0,5.5,0,35.94,,1.33,32.17,0,0,0,online,online_cc,,,
7/19/22,2539527598,Customer 159,1,Credit Card,7/20/22,,92600,France,USD,34,,,0,0,15.5,0,59.4,,2.03,47.47,0,0,0,online,online_cc,,,
7/11/22,2531576172,Customer 160,1,Credit Card,7/12/22,SC,29910,United States,USD,32,,,0,0,5.5,0,39.75,,1.44,36.06,0,0,0,online,online_cc,,,
7/8/22,2529123370,Customer 161,1,Credit Card,7/9/22,CA,95631,United States,USD,30,,,0,0,5.5,0,37.68,,1.38,34.12,0,0,0,online,online_cc,,,
7/3/22,2523512544,Customer 162,2,Credit Card,7/5/22,OH,44481-9415,United States,USD,64,ITS50,% off,16,5.5,0,0,51.24,,1.79,46.21,0,0,0,online,online_cc,,,pif-5
6/27/22,2516371265,Customer 163,1,Credit Card,6/27/22,TX,75756,United States,USD,28.5,,,0,0,5.5,0,36.81,,1.35,32.65,0,0,0,online,online_cc,,,
6/25/22,2514578777,Customer 164,1,Credit Card,6/27/22,OR,97140,United States,USD,34,,,0,0,5.5,0,39.5,,1.44,38.06,0,0,0,online,online_cc,,,
6/21/22,2511354301,Customer 165,1,Credit Card,6/22/22,MB,R0G 0X0,Canada,USD,30,,,0,0,15.5,0,45.5,,1.62,43.88,0,0,0,online,online_cc,,,
6/20/22,2511663590,Customer 166,1,Credit Card,6/21/22,IL,60481,United States,USD,34,,,0,0,5.5,0,42.27,,1.52,37.98,0,0,0,online,online_cc,,,
6/17/22,2509025236,Customer 167,1,Credit Card,6/18/22,GA,31906,United States,USD,30,,,0,0,5.5,0,38.7,,1.41,34.09,0,0,0,online,online_cc,,,
6/17/22,2508914562,Customer 101,1,Credit Card,6/18/22,CT,6336,United States,USD,24,,,0,0,5.5,0,31.37,,1.19,28.31,0,0,0,online,online_cc,,,Go-bdiv-123
6/13/22,2504087567,Customer 168,1,Credit Card,6/13/22,CO,80204,United States,USD,30,,,0,0,5.5,0,38.63,,1.41,34.09,0,0,0,online,online_cc,,,
6/9/22,2499435247,Customer 169,1,Credit Card,6/9/22,AR,72753,United States,USD,28.5,,,0,0,5.5,0,37.57,,1.38,32.62,0,0,0,online,online_cc,,,
6/7/22,2498054685,Customer 15,3,Credit Card,6/9/22,,3741 RB,The Netherlands,USD,90,20FOR2,% off,18,0,17.5,0,108.3,,3.5,86,0,0,0,online,online_cc,,,
6/6/22,2498275180,Customer 145,1,Credit Card,6/7/22,TN,38120,United States,USD,32,,,0,0,5.5,0,41.16,,1.48,36.02,0,0,0,online,online_cc,,,
6/1/22,2492971512,Customer 170,1,Credit Card,6/3/22,WA,99163,United States,USD,34.5,,,0,0,5.5,0,43.16,,1.54,38.46,0,0,0,online,online_cc,,,
5/28/22,2487461629,Customer 158,3,Credit Card,5/29/22,CO,80108,United States,USD,96,20FOR2,% off,19.2,5.5,0,0,79.87,,2.65,74.15,0,0,0,online,online_cc,,,
5/26/22,2486302574,Customer 171,1,Credit Card,5/27/22,OK,74441,United States,USD,34.5,,,0,0,5.5,0,42.16,,1.51,38.49,0,0,0,online,online_cc,,,
5/22/22,2481831505,Customer 172,1,Credit Card,5/23/22,Bern,3097,Switzerland,USD,30,,,0,0,15.5,0,45.5,,1.62,43.88,0,0,0,online,online_cc,,,
5/16/22,2477009455,Customer 19,1,Credit Card,5/17/22,MD,21136,United States,USD,30,,,0,0,5.5,0,37.3,,1.37,34.13,0,0,0,online,online_cc,,,
5/16/22,2476930015,Customer 43,1,Credit Card,5/17/22,WA,98058,United States,USD,30,,,0,0,5.5,0,39.09,,1.42,34.08,0,0,0,online,online_cc,,,
5/14/22,2474840923,Customer 173,1,Credit Card,5/16/22,CA,91335,United States,USD,34,,,0,0,5.5,0,42.73,,1.53,37.97,0,0,0,online,online_cc,,,
5/14/22,2473653596,Customer 33,2,Credit Card,5/16/22,GA,31014,United States,USD,60,SPORTY50,% off,30,0,5.5,0,38.34,,1.4,34.1,0,0,0,online,online_cc,,,
5/5/22,2464709186,Customer 174,1,Credit Card,5/6/22,MD,21090,United States,USD,34,,,0,0,5.5,0,41.54,,1.5,38,0,0,0,online,online_cc,,,
5/3/22,2461959438,Customer 175,1,Credit Card,5/3/22,PA,15215,United States,USD,30,SPORTY50,% off,15,0,5.5,0,21.73,,0.9,19.6,0,0,0,online,online_cc,,,
5/2/22,2461004522,Customer 176,1,Credit Card,5/3/22,NC,27950,United States,USD,34,,,0,0,5.5,0,42.17,,1.52,37.98,0,0,0,online,online_cc,,,
5/1/22,2459341624,Customer 177,5,Credit Card,5/1/22,FL,33931-7113,United States,USD,160,SPORTY50;SPORTY50;SPORTY50,% off;% off;% off,80,5.5,0,0,85.2,,2.81,77.19,0,0,0,online,online_cc,,,
4/30/22,2458662584,Customer 137,1,Credit Card,5/1/22,MD,21043,United States,USD,32,SPORTY50,% off,16,0,5.5,0,22.46,,0.92,20.58,0,0,0,online,online_cc,,,
4/28/22,2456996822,Customer 178,1,Credit Card,4/29/22,TX,76001,United States,USD,34,,,0,0,4.25,0,41.41,,1.49,36.76,0,0,0,online,online_cc,,,
4/28/22,2456237426,Customer 179,2,Credit Card,4/28/22,GA,30545,United States,USD,49.5,2420SALE,% off,9.9,4.25,0,0,42.37,,1.52,38.08,0,0,0,online,online_cc,,,
4/24/22,2451929302,Customer 15,3,Credit Card,4/24/22,,3741 RB,The Netherlands,USD,90,2420SALE,% off,18,0,14.5,0,104.67,,3.39,83.11,0,0,0,online,online_cc,,,
4/22/22,2449565924,Customer 180,1,Credit Card,4/23/22,CA,96001-0367,United States,USD,31,,,0,0,4.25,0,37.5,,1.38,33.87,0,0,0,online,online_cc,,,
4/19/22,2448572947,Customer 181,1,Credit Card,4/20/22,,5411,Luxembourg,USD,34,,,0,0,14.5,0,56.75,,1.95,46.55,0,0,0,online,online_cc,,,
4/16/22,2446173609,Customer 10,1,Credit Card,4/19/22,MI,48192,United States,USD,28.5,GWYN15,% off,4.28,0,4.25,0,30.18,,1.16,27.31,0,0,0,online,online_cc,,,
4/11/22,2440033272,Customer 182,1,Credit Card,4/12/22,CA,90212,United States,USD,34,,,0,0,4.25,0,41.48,,1.49,36.76,0,0,0,online,online_cc,,,
4/5/22,2433710549,Customer 183,1,Credit Card,4/6/22,KS,66048,United States,USD,19.5,,,0,0,4.25,0,26.01,,1.03,22.72,0,0,0,online,online_cc,,,
4/4/22,2433084152,Customer 184,1,Credit Card,4/6/22,CA,90631,United States,USD,24,,,0,0,4.25,0,30.23,,1.16,27.09,0,0,0,online,online_cc,,,
4/2/22,2430216977,Customer 185,1,Credit Card,4/3/22,WA,6081,Australia,USD,39,,,0,0,14.5,0,58.85,,2.02,51.48,0,0,0,online,online_cc,,,
3/31/22,2428287814,Customer 36,2,Credit Card,4/3/22,CT,6281,United States,USD,49,SPR20,% off,9.8,4.25,0,0,41.69,,1.5,37.7,0,0,0,online,online_cc,,,
3/25/22,2422037632,Customer 186,1,Credit Card,4/3/22,CA,95926-3408,United States,USD,34,,,0,0,4.25,0,40.72,,1.47,36.78,0,0,0,online,online_cc,,,
3/21/22,2417911146,Customer 187,1,Credit Card,3/22/22,TN,37766,United States,USD,24,,,0,0,4.25,0,30.86,,1.18,27.07,0,0,0,online,online_cc,,,
3/19/22,2416012909,Customer 188,1,Credit Card,3/21/22,CO,80908,United States,USD,39,,,0,4.25,0,0,41,,1.48,37.52,0,0,0,online,online_cc,,,
3/18/22,2415006235,Customer 189,1,Credit Card,3/21/22,SC,29486,United States,USD,24,,,0,0,4.25,0,30.51,,1.17,27.08,0,0,0,online,online_cc,,,
3/10/22,2406391954,Customer 109,1,Credit Card,3/11/22,NY,12946,United States,USD,24,,,0,0,4.25,0,30.51,,1.17,27.08,0,0,0,online,online_cc,,,
3/10/22,2405386293,Customer 190,1,Credit Card,3/10/22,CT,6907,United States,USD,39,,,0,4.25,0,0,41.48,,1.49,37.51,0,0,0,online,online_cc,,,
3/9/22,2404600484,Customer 191,1,Credit Card,3/9/22,MI,49346,United States,USD,34,,,0,0,4.25,0,40.55,,1.47,36.78,0,0,0,online,online_cc,,,
3/8/22,2403782790,Customer 192,1,Credit Card,3/9/22,FL,33908,United States,USD,22,,,0,0,4.25,0,27.96,,1.09,25.16,0,0,0,online,online_cc,,,
2/10/22,2375855833,Customer 193,1,Credit Card,2/11/22,FL,33071,United States,USD,34,,,0,0,4.25,0,40.93,,1.48,36.77,0,0,0,online,online_cc,,,
2/8/22,2373362881,Customer 194,1,Credit Card,2/10/22,OH,43235,United States,USD,24,,,0,0,4.25,0,30.37,,1.16,27.09,0,0,0,online,online_cc,,,
2/7/22,2373029752,Customer 68,1,Credit Card,2/8/22,NC,28036,United States,USD,30,,,0,0,4.25,0,36.73,,1.35,32.9,0,0,0,online,online_cc,,,
2/6/22,2372453422,Customer 195,1,Credit Card,2/8/22,NY,10002,United States,USD,34,,,0,0,4.25,0,41.64,,1.5,36.75,0,0,0,online,online_cc,,,
2/5/22,2371243678,Customer 196,1,Credit Card,2/6/22,MA,2474,United States,USD,28,,,0,0,0,0,29.75,,1.14,26.86,0,0,0,online,online_cc,,,pif-5
2/5/22,2369215023,Customer 197,1,Credit Card,2/5/22,OK,73099-4734,United States,USD,34,,,0,0,4.25,0,41.26,,1.49,36.76,0,0,0,online,online_cc,,,
1/31/22,2364660278,Customer 134,1,Credit Card,2/1/22,OR,97220,United States,USD,34,GWYN15,% off,5.1,0,4.25,0,33.15,,1.24,31.91,0,0,0,online,online_cc,,,go-sqan
1/31/22,2363850559,Customer 198,1,Credit Card,2/1/22,,S62 7FE,United Kingdom,USD,35.5,,,0,0,14.5,0,60,,2.05,47.95,0,0,0,online,online_cc,,,
1/30/22,2363011028,Customer 199,1,Credit Card,1/31/22,DE,19938,United States,USD,24,,,0,0,4.25,0,28.25,,1.1,27.15,0,0,0,online,online_cc,,,
1/29/22,2361612505,Customer 200,1,Credit Card,1/31/22,TX,77586,United States,USD,28,,,0,0,4.25,0,34.91,,1.3,30.95,0,0,0,online,online_cc,,,
1/25/22,2356870055,Customer 201,1,Credit Card,1/26/22,,8011LR,The Netherlands,USD,34,,,0,0,14.5,0,58.69,,2.01,46.49,0,0,0,online,online_cc,,,
1/24/22,2355985279,Customer 199,1,Credit Card,1/26/22,DE,19938,United States,USD,34,,,0,0,4.25,0,38.25,,1.4,36.85,0,0,0,online,online_cc,,,
1/22/22,2354026125,Customer 202,1,Credit Card,1/23/22,MD,20817,United States,USD,35.5,,,0,4.25,0,0,37.63,,1.38,34.12,0,0,0,online,online_cc,,,
1/16/22,2347110094,Customer 203,1,Credit Card,1/17/22,AR,71909,United States,USD,24,,,0,0,4.25,0,30.51,,1.17,27.08,0,0,0,online,online_cc,,,
1/11/22,2341880815,Customer 204,1,Credit Card,1/12/22,UT,84004,United States,USD,39,,,0,4.25,0,0,41.79,,1.5,37.5,0,0,0,online,online_cc,,,
1/10/22,2341213195,Customer 205,2,Credit Card,1/11/22,WA,98121-1467,United States,USD,58,,,0,4.25,0,0,63.95,,2.17,55.83,0,0,0,online,online_cc,,,
1/10/22,2341204645,Customer 206,1,Credit Card,1/11/22,NY,11101-4662,United States,USD,24,,,0,0,4.25,0,30.76,,1.17,27.08,0,0,0,online,online_cc,,,
1/8/22,2338759897,Customer 128,4,Credit Card,1/11/22,AZ,86004,United States,USD,96,,,0,4.25,0,0,104.81,,3.39,92.61,0,0,0,online,online_cc,,,
1/8/22,2337669522,Customer 207,1,Credit Card,1/11/22,ON,L4A 0G9,Canada,USD,32,,,0,0,14.5,0,46.5,,1.65,44.85,0,0,0,online,online_cc,,,gw123
1/5/22,2334535555,Customer 208,1,Credit Card,1/7/22,CA,95070,United States,USD,34,,,0,0,4.25,0,41.35,,1.49,36.76,0,0,0,online,online_cc,,,
1/3/22,2332238863,Customer 209,1,Credit Card,1/4/22,IL,60425-1790,United States,USD,24,,,0,0,4.25,0,31.08,,1.18,27.07,0,0,0,online,online_cc,,,
1/2/22,2331258775,Customer 115,1,Credit Card,1/2/22,WA,98204-7363,United States,USD,36,,,0,4.25,0,0,39.74,,1.44,34.56,0,0,0,online,online_cc,,,
1/1/22,2330387831,Customer 210,1,Credit Card,1/2/22,TN,38018-7773,United States,USD,19.5,,,0,0,4.25,0,25.95,,1.03,22.72,0,0,0,online,online_cc,,,
12/29/21,2327330335,Customer 211,1,Credit Card,12/30/21,FL,32407-8540,United States,USD,24,,,0,0,4.25,0,30.23,,1.16,27.09,0,0,0,online,online_cc,,,
12/29/21,2327318153,Customer 212,2,Credit Card,12/30/21,CA,90042,United States,USD,48,,,0,4.25,0,0,52.56,,1.83,46.17,0,0,0,online,online_cc,,,
12/29/21,2328022330,Customer 139,1,Credit Card,12/30/21,FL,33428,United States,USD,34,,,0,0,4.25,0,40.93,,1.48,36.77,0,0,0,online,online_cc,,,
12/27/21,2324848519,Customer 10,1,Credit Card,12/28/21,IL,60614-1209,United States,USD,32,,,0,0,0,0,35.28,,1.31,30.69,0,0,0,online,online_cc,,,
12/26/21,2324575118,Customer 90,1,Credit Card,12/26/21,MO,65802-5314,United States,USD,24,,,0,0,4.25,0,28.25,,1.1,27.15,0,0,0,online,online_cc,,,
12/26/21,2323289343,Customer 213,1,Credit Card,12/26/21,SC,29554,United States,USD,34,,,0,0,4.25,0,41.31,,1.49,36.76,0,0,0,online,online_cc,,,
12/25/21,2322496043,Customer 214,1,Credit Card,12/26/21,,12631,Sweden,USD,39,,,0,0,14.5,0,66.88,,2.26,51.24,0,0,0,online,online_cc,,,
12/25/21,2322265377,Customer 215,1,Credit Card,12/26/21,AZ,85365,United States,USD,39,,,0,4.25,0,0,42.28,,1.52,37.48,0,0,0,online,online_cc,,,
12/21/21,2318995191,Customer 216,2,Credit Card,12/22/21,NM,87109,United States,USD,48,,,0,4.25,0,0,51.78,,1.8,46.2,0,0,0,online,online_cc,,,
12/21/21,2318697119,Customer 17,1,Credit Card,12/21/21,NJ,7452,United States,USD,34,,,0,0,4.25,0,40.78,,1.47,36.78,0,0,0,online,online_cc,,,
12/21/21,2318411107,Customer 217,1,Credit Card,12/21/21,PA,15401,United States,USD,24,,,0,0,4.25,0,29.95,,1.15,27.1,0,0,0,online,online_cc,,,lf-gw-321
12/19/21,2318679040,Customer 218,5,Credit Card,12/20/21,FL,33703,United States,USD,150,YEAREND20,% off,30,4.25,0,0,128.4,,4.1,115.9,0,0,0,online,online_cc,,,
12/18/21,2317467292,Customer 219,2,Credit Card,12/19/21,MT,59047,United States,USD,60,YEAREND20,% off,12,4.25,0,0,48,,1.69,46.31,0,0,0,online,online_cc,,,
12/18/21,2315794441,Customer 68,1,Credit Card,12/19/21,MO,63385,United States,USD,30,,,0,0,4.25,0,34.25,,1.28,32.97,0,0,0,online,online_cc,,,
12/18/21,2317337340,Customer 220,1,Credit Card,12/19/21,TX,78577,United States,USD,15,,,0,0,4.25,0,20.84,,0.88,18.37,0,0,0,online,online_cc,,,
12/17/21,2314228379,Customer 210,1,Credit Card,12/18/21,PA,19067-3237,United States,USD,39,,,0,4.25,0,0,41.34,,1.49,37.51,0,0,0,online,online_cc,,,
12/16/21,2313101649,Customer 221,1,Credit Card,12/17/21,MA,2790,United States,USD,34,XMAS20,% off,6.8,0,4.25,0,33.15,,1.24,30.21,0,0,0,online,online_cc,,,
12/16/21,2312184301,Customer 222,1,Credit Card,12/17/21,MI,48836-9322,United States,USD,36,,,0,4.25,0,0,38.16,,1.39,34.61,0,0,0,online,online_cc,,,
12/16/21,2313621500,Customer 223,1,Credit Card,12/16/21,FL,34216-1367,United States,USD,39,,,0,4.25,0,0,41.73,,1.5,37.5,0,0,0,online,online_cc,,,
12/15/21,2310857457,Customer 224,1,Credit Card,12/15/21,CA,93036,United States,USD,34,,,0,0,4.25,0,41.4,,1.49,36.76,0,0,0,online,online_cc,,,
12/15/21,2312336348,Customer 225,2,Credit Card,12/15/21,PA,19082,United States,USD,30,,,0,0,4.25,0,34.25,,1.28,32.97,0,0,0,online,online_cc,,,Go-DK-123
12/14/21,2310793404,Customer 226,1,Credit Card,12/14/21,WA,98926,United States,USD,34,,,0,0,4.25,0,41.42,,1.49,36.76,0,0,0,online,online_cc,,,
12/13/21,2309097032,Customer 109,1,Credit Card,12/14/21,NY,10801,United States,USD,31,,,0,0,4.25,0,38.2,,1.4,33.85,0,0,0,online,online_cc,,,
12/13/21,2306831069,Customer 9,1,Credit Card,12/13/21,MS,39073,United States,USD,19.5,,,0,0,4.25,0,25.41,,1.01,22.74,0,0,0,online,online_cc,,,
12/12/21,2307209474,Customer 132,1,Credit Card,12/13/21,NC,27103,United States,USD,34,,,0,0,4.25,0,40.93,,1.48,36.77,0,0,0,online,online_cc,,,
12/11/21,2304833222,Customer 35,1,Credit Card,12/11/21,NJ,7407,United States,USD,24,,,0,0,4.25,0,30.12,,1.15,27.1,0,0,0,online,online_cc,,,
12/10/21,2302957658,Customer 227,1,Credit Card,12/11/21,MA,2740,United States,USD,24,,,0,0,4.25,0,29.75,,1.14,27.11,0,0,0,online,online_cc,,,
12/10/21,2302832656,Customer 228,1,Credit Card,12/11/21,CA,91311,United States,USD,39,,,0,4.25,0,0,42.71,,1.53,37.47,0,0,0,online,online_cc,,,
12/9/21,2301680544,Customer 229,1,Credit Card,12/10/21,OH,44313,United States,USD,58,YEAREND20,% off,11.6,4.25,0,0,49.53,,1.74,44.66,0,0,0,online,online_cc,,,
12/9/21,2301554562,Customer 230,1,Credit Card,12/10/21,MD,21234,United States,USD,34,,,0,0,4.25,0,40.29,,1.46,36.79,0,0,0,online,online_cc,,,
12/9/21,2299846257,Customer 51,1,Credit Card,12/10/21,WA,98230,United States,USD,24,,,0,0,4.25,0,30.74,,1.17,27.08,0,0,0,online,online_cc,,,
12/9/21,2301054014,Customer 231,1,Credit Card,12/10/21,KS,66536-9624,United States,USD,34,,,0,0,4.25,0,41.5,,1.5,36.75,0,0,0,online,online_cc,,,
12/7/21,2295867982,Customer 232,1,Credit Card,12/7/21,SA,5353,Australia,USD,22,,,0,0,14.5,0,40.15,,1.45,35.05,0,0,0,online,online_cc,,,scoop-3
12/6/21,2295405634,Customer 233,1,Credit Card,12/6/21,IN,46237,United States,USD,39,,,0,4.25,0,0,41.73,,1.5,37.5,0,0,0,online,online_cc,,,
12/6/21,2292723269,Customer 234,1,Credit Card,12/6/21,CA,91301,United States,USD,39,,,0,4.25,0,0,42.71,,1.53,37.47,0,0,0,online,online_cc,,,
12/5/21,2292152764,Customer 235,1,Credit Card,12/6/21,NV,89436,United States,USD,30,,,0,0,4.25,0,36.73,,1.35,32.9,0,0,0,online,online_cc,,,
12/5/21,2288568801,Customer 236,1,Credit Card,12/5/21,OR,97080,United States,USD,39,,,0,4.25,0,0,39,,1.42,37.58,0,0,0,online,online_cc,,,
12/5/21,2288491761,Customer 40,1,Credit Card,12/5/21,CA,92223-7432,United States,USD,35.5,,,0,4.25,0,0,38.25,,1.4,34.1,0,0,0,online,online_cc,,,Go-mg-123
12/4/21,2288414707,Customer 12,1,Credit Card,12/5/21,MD,21863-3507,United States,USD,24,,,0,0,4.25,0,29.69,,1.14,27.11,0,0,0,online,online_cc,,,
12/2/21,2283911923,Customer 237,1,Credit Card,12/3/21,CA,95687-7626,United States,USD,35.5,,,0,4.25,0,0,38.38,,1.4,34.1,0,0,0,online,online_cc,,,
12/2/21,2283527471,Customer 238,1,Credit Card,12/3/21,MN,55320,United States,USD,24,,,0,0,4.25,0,30.33,,1.16,27.09,0,0,0,online,online_cc,,,
