P1 flow,P1 press,PT1 flow,PT1 press,PT2 flow,PT2 press,Shaft rpm,Shaft torque,Temp,Time stamp
"29,7","1219,1","16,2","994,7",0,0,"988,6","149,5","82,5",1615563551671314
"29,8","1216,3","16,2","994,7",0,0,"989,3","149,3","82,4",1615563551952568
"29,7","1217,7","16,1","990,5",0,"-1,4","989,3","149,1","82,4",1615563552232812
"29,8","1216,3","16,1","993,3",0,"-1,4","988,6","149,3","82,4",1615563552512052
"29,7","1217,7","16,1","991,9",0,0,"988,6","149,5","82,4",1615563552803318
"29,7","1219,1","16,1","996,1",0,"4,2","988,6","149,1","82,4",1615563553084065
"29,7","1217,7","16,1","993,3",0,"1,4","989,3","149,7","82,4",1615563553363317
"29,8","1216,3","16,1","994,7",0,"1,4","987,9","149,7","82,4","1,61556E+15"
"29,8","1219,1","16,2","993,3",0,0,"988,6","149,8","82,5",1615563553923012
"29,7","1219,1","16,1","993,3",0,0,"987,9","149,7","82,5",1615563554201708
"29,8","1214,9","16,1","994,7",0,"1,4","988,6","149,7","82,4",1615563554482167
"29,8","1221,9","16,1","993,3",0,"1,4","989,3","149,1","82,6",1615563554761847
"29,7","1219,1","16,1","991,9",0,0,"985,1","149,5","82,5",1615563555041527
"29,7","1217,7","16,2","994,7",0,"1,4","984,4","149,5","82,5",1615563555368739
"29,7","1217,7","16,1","998,9",0,"2,8","985,8","148,8","82,4",1615563555652005
"29,7","1220,5","16,1","991,9","0,1",0,"983,7","148,6","82,4",1615563555929253
"29,8","1217,7","16,2","990,5","0,1","-2,8","984,4","148,1","82,5",1615563556240454
"29,8","1210,7","16,1","993,3","-0,1","-1,4","984,4","148,1","82,4",1615563556523535
"29,8","1209,3","16,1","994,7",0,"1,4","984,4","148,6","82,4",1615563556790769
"29,8","1220,5","16,1","993,3",0,"1,4","985,1","148,6","82,5",1615563557071631
"29,8","1217,7","16,1","993,3",0,"1,4","987,9","148,6","82,4",1615563557352173
"29,7","1217,7","16,2","990,5",0,"1,4","989,3","148,5","82,5",1615563557628374
"29,8","1217,7","16,1","993,3",0,"1,4","989,3","148,6","82,4",1615563557910639
"29,8","1219,1","16,3","993,3",0,"-1,4","988,6","148,5","82,4",1615563558188875
"29,8","1217,7","16,1","993,3",0,"2,8","988,6","148,6","82,4",1615563558469239
"29,7","1219,1","16,1","987,7",0,"1,4","988,6","148,6","82,4",1615563558750405
"29,8","1219,1","16,1","993,3",0,"1,4","989,3","148,5","82,5",1615563559048305
"29,7","1217,7","16,1","991,9",0,"1,4","984,4","148,6","82,2",1615563559342673
"29,8","1214,9",16,"994,7",0,"1,4","985,1","148,6","82,5",1615563559625769
"29,8","1216,3",16,"993,3",0,"2,8","985,1","148,6","82,4",1615563559904664
"29,8","1219,1","16,1","993,3",0,0,"985,8","148,3","82,4",1615563560187889
"29,8","1220,5","16,2","993,3","0,1","1,4","988,6","148,8","82,5",1615563560469092
"29,7","1209,3","16,1","993,3",0,0,"989,3","148,6","82,4",1615563560754872
"29,8","1212,1","16,1","997,5",0,"1,4","986,5","148,6","82,3",1615563561024619
"29,8","1212,1","16,1","991,9",0,"1,4","985,1","148,6","82,5",1615563561309322
"29,8","1209,3","16,1","993,3",0,"1,4","985,1","148,6","82,4",1615563561574125
"29,7","1212,1","16,1","991,9",0,"1,4","985,1","148,5","82,6",1615563561854374
"29,8","1210,7","16,1","994,7",0,"1,4","985,1","148,6","82,4",1615563562119664
"29,8","1207,9","16,1","991,9",0,"1,4","984,4","148,8","82,3",1615563562417866
"29,7","1213,5","16,1","993,3",0,"1,4","984,4","148,6","82,4",1615563562718007
"29,8","1210,7","16,1","994,7","0,1","2,8","987,2","148,6","82,6",1615563562984258
"29,8","1210,7","16,1","993,3",0,"1,4","985,1","148,6","82,4",1615563563252594
"29,7","1210,7","16,1","991,9",0,"1,4","985,1","148,8","82,4",1615563563595886
"29,8","1213,5","16,1","993,3","0,1","1,4","987,9","148,5","82,6",1615563563886096
"29,8","1210,7","16,2","993,3",0,"1,4","988,6","148,8","82,4","1,61556E+15"
"29,8","1209,3","16,1","990,5",0,"2,8","988,6","148,6","82,4",1615563564476515
"29,8","1212,1","16,1","993,3",0,"-1,4","988,6","148,8","82,5",1615563564749696
"29,8","1212,1","16,1","990,5",0,"2,8","989,3","148,6","82,5",1615563565029939
"29,8","1210,7","16,1","993,3",0,"1,4","984,4","148,8","82,4",1615563565309308
"29,8","1209,3",16,"993,3",0,"1,4","985,1","148,3","82,6",1615563565593488
"29,7","1210,7","16,1","993,3",0,"1,4","988,6","148,6","82,4",1615563565872798
"29,8","1209,3",16,"991,9",0,"1,4","989,3","148,5","82,4",1615563566157503
"29,8","1212,1","16,2","997,5",0,0,"987,9","148,6","82,4",1615563566483826
"29,8","1206,5","16,2","993,3","0,1",0,"988,6","148,6","82,4",1615563566827868
"29,8","1210,7","16,1","993,3",0,0,"988,6","148,5","82,4",1615563567115076
"29,7","1209,3","16,2","990,5",0,"1,4","989,3","147,9","82,5",1615563567391419
"29,8","1210,7","16,1","993,3",0,"1,4","985,1","148,5","82,4",1615563567674476
"29,7","1212,1","16,2","987,7",0,"-1,4","985,8","149,1","82,4",1615563568042491
"29,7","1210,7","16,1","991,9",0,"1,4","988,6","148,5","82,5",1615563568318761
"29,8","1210,7","16,1","991,9",0,"1,4",983,"148,6","82,4","1,61556E+15"
"29,8","1210,7","16,1","991,9",0,"1,4","985,1","148,8","82,4",1615563568949239
"29,8","1210,7","16,1","994,7","0,1",0,"984,4","148,6","82,5",1615563569246276
"29,7","1210,7","16,1","993,3",0,"1,4","983,7","148,6","82,3",1615563569527562
"29,7","1210,7","16,1","991,9",0,0,983,"148,5","82,5",1615563569812966
"29,8","1209,3","16,1","993,3",0,"1,4","985,1","148,3","82,3",1615563570091006
"29,8","1207,9","16,1","993,3",0,"1,4","986,5","148,6","82,4",1615563570375473
"29,7","1207,9","16,1","993,3",0,"2,8","983,7","148,6","82,3",1615563570657708
"29,8","1213,5","16,1","993,3","-0,1","1,4","985,1","148,6","82,3","1,61556E+15"
"29,7","1210,7","16,1","990,5",0,"5,6","983,7",149,"82,4",1615563571233949
"29,8","1209,3",16,"993,3",0,0,"985,1","148,6","82,4",1615563571513402
"29,7","1213,5","16,1","993,3",0,"1,4",990,"148,5","82,5",1615563571792506
"29,7","1210,7","16,1","991,9",0,"1,4","988,6","148,6","82,4",1615563572072888
"29,8","1210,7","16,2","993,3","-0,1","2,8","988,6","148,3","82,4",1615563572356174
"29,8","1210,7","16,2","993,3",0,"2,8","988,6","148,5","82,5",1615563572624415
"29,8","1209,3","16,1","991,9",0,"2,8","985,1","148,6","82,4",1615563572907673
"29,7","1210,7","16,1","993,3",0,"1,4","985,1","148,6","82,4",1615563573191134
"29,7","1205,1",16,"994,7",0,"1,4",983,"148,5","82,5",1615563573471199
"29,8","1210,7",16,"994,7",0,0,"984,4","148,6","82,4",1615563573765361
"29,7","1209,3","16,2","996,1","0,1","-2,8","985,8","147,4","82,5",1615563574053467
"29,6","1209,3","16,1","993,3",0,"1,4","985,1","147,6","82,4",1615563574343675
"29,6","1205,1",16,"993,3",0,"1,4","987,9","147,6","82,3",1615563574637052
"29,7","1212,1",16,"991,9",0,0,"984,4","147,4","82,5",1615563574918362
"29,8","1212,1","16,1","993,3",0,"1,4","988,6","148,6","82,5",1615563575227309
"29,8","1217,7","16,2","993,3","-0,1",0,"988,6",149,"82,4",1615563575522519
"29,8","1213,5","16,1","993,3",0,"-1,4","989,3","148,6","82,3","1,61556E+15"
"29,7","1219,1","16,2","993,3",0,"1,4","990,7","148,8","82,3","1,61556E+15"
"29,7","1227,4","16,1","997,5",0,"4,2","988,6",149,"82,5",1615563576344167
"29,8",1226,16,"993,3",0,"1,4","985,1","147,6","82,4",1615563576609608
"29,8","1227,4","16,1","994,7",0,"1,4","984,4","147,6","82,2",1615563576891684
"29,8","1227,4","16,1","994,7",0,"1,4",990,"148,6","82,5",1615563577175137
"29,7","1227,4","16,1","991,9","0,1","1,4","986,5","148,6","82,4",1615563577459153
"29,8","1224,6","16,1","993,3",0,"1,4","985,1","148,6","82,4","1,61556E+15"
"29,8","1228,8","16,1","993,3","-0,1","1,4","985,1","149,1","82,3",1615563578010523
"29,8","1228,8",16,"994,7",0,"2,8","988,6","148,6","82,3",1615563578291547
"29,8",1226,"16,1","991,9",0,"1,4","987,9","148,8","82,5",1615563578577783
"29,8",1226,"16,1","994,7",0,"1,4","987,9","148,8","82,5",1615563578860438
"29,7","1216,3","16,1","994,7",0,"1,4",990,"148,8","82,4",1615563579152646
"29,7","1219,1",16,"994,7",0,"1,4","984,4","147,6","82,4",1615563579430181
"29,8","1216,3","16,1","994,7","-0,1","1,4","985,1","147,6","82,5",1615563579697267
"29,7","1219,1",16,"991,9",0,"-2,8","984,4","147,6","82,5",1615563579976614
"29,8","1216,3","16,1","993,3","0,1","1,4","985,1","147,4","82,4",1615563580261975
"29,8","1217,7","16,1","994,7",0,"1,4","983,7","147,8","82,4",1615563580526978
"29,8","1219,1","16,1","993,3","-0,1",0,"985,8","147,4","82,3",1615563580806735
"29,7","1219,1",16,"991,9",0,"1,4","983,7","147,4","82,4",1615563581086981
"29,7","1217,7","16,1","993,3",0,"2,8","984,4","147,8","82,4",1615563581366238
"29,7","1219,1","16,1","993,3",0,"2,8","985,1","147,9","82,4","1,61556E+15"
"29,8","1217,7","16,1","993,3",0,"2,8","988,6","147,4","82,6",1615563581913491
"29,8","1216,3","16,1","993,3",0,"1,4","988,6","147,8","82,4",1615563582194549
"29,8","1217,7","16,2","994,7",0,"1,4","988,6","147,8","82,4",1615563582474764
"29,8","1217,7","16,1","993,3",0,"1,4","989,3","147,6","82,4",1615563582757011
"29,8","1219,1",16,"994,7",0,"1,4","985,1","147,8","82,4",1615563583051224
"29,8","1217,7","16,1","991,9",0,0,"984,4","147,8","82,4",1615563583330722
"29,7","1221,9","16,1","996,1",0,0,"987,9","147,8","82,5",1615563583617761
"29,7","1217,7","16,1","993,3",0,0,"988,6","147,6","82,3",1615563583900003
"29,8","1219,1",16,"991,9","0,1","4,2","985,1","147,1","82,5","1,61556E+15"
"29,8","1217,7","16,1","993,3",0,"1,4","985,1","147,6","82,4",1615563584550276
"29,8","1217,7","16,1","991,9",0,0,"984,4","147,8","82,4",1615563584871258
"29,7","1217,7","16,1","993,3","0,1","-4,2","984,4","147,4","82,4",1615563585148405
"29,8","1220,5",16,"993,3",0,"1,4","985,1","147,6","82,4",1615563585424769
"29,7","1217,7",16,"987,7",0,"-4,2","984,4","147,8","82,4",1615563585705823
"29,6","1217,7","16,1","997,5",0,"-4,2","984,4","147,4","82,4",1615563585984217
"29,7","1216,3",16,"991,9",0,"1,4","985,1","147,6","82,4",1615563586263326
"29,7","1217,7",16,"997,5",0,0,"985,8","147,8","82,4",1615563586542622
"29,8","1219,1",16,"993,3",0,0,"985,1","147,6","82,4",1615563586820357
"29,7","1217,7","16,1","993,3","-0,1","2,8","985,1","147,8","82,5",1615563587110706
"29,7","1219,1","16,1","993,3",0,"1,4","984,4","147,6","82,4",1615563587390011
"29,7","1217,7",16,"994,7",0,"1,4","984,4","147,6","82,4",1615563587702999
"29,7","1219,1",16,"990,5",0,"1,4","989,3","147,8","82,4",1615563588026118
"29,8","1217,7",16,"993,3",0,0,"988,6","147,8","82,4",1615563588302615
"29,8","1217,7",16,"993,3",0,"1,4","985,1","147,8","82,4",1615563588597747
"29,6","1220,5","16,1","993,3",0,"2,8","982,3","147,6","82,4",1615563588883832
"29,8","1217,7","16,1","994,7",0,"1,4","988,6","147,8","82,4",1615563589172057
"29,8","1214,9","16,1","991,9",0,"2,8","989,3","147,2","82,5",1615563589463492
"29,6","1217,7",16,"991,9",0,"1,4","984,4","147,6","82,4",1615563589743531
"29,6","1217,7","16,1","993,3","-0,1","1,4","985,1","147,6","82,3",1615563590016157
"29,8","1217,7",16,"993,3",0,"1,4","983,7","147,8","82,4",1615563590292918
"29,7","1223,2","15,9","994,7","-0,1",0,"983,7","147,6","82,2",1615563590584201
"29,7","1219,1",16,"993,3",0,0,"985,1","147,6","82,4",1615563590875726
"29,6","1217,7",16,"994,7",0,0,"985,1","147,6","82,4",1615563591183217
"29,8","1219,1",16,"993,3",0,"1,4","985,8","147,6","82,4",1615563591463537
"29,7","1217,7",16,"994,7",0,"-1,4","985,1","147,6","82,4",1615563591738729
"29,8","1219,1",16,"993,3","0,1","-1,4","985,8","147,4","82,4",1615563592046926
"29,8","1219,1","15,9","993,3",0,0,"985,1","147,2","82,4",1615563592324149
"29,7","1219,1","16,1","991,9",0,"-2,8","985,1","147,6","82,4",1615563592619381
"29,8","1220,5","16,1","993,3",0,"1,4","985,1","147,6","82,4",1615563592896805
"29,8","1219,1","16,1","993,3",0,0,"985,1","147,6","82,5",1615563593164899
"29,7","1220,5",16,"989,1",0,"-1,4","984,4","147,6","82,4","1,61556E+15"
"29,8","1217,7",16,"993,3",0,"1,4","985,1","147,8","82,4",1615563593719456
"29,7","1217,7","16,1","994,7",0,"-1,4",990,"147,9","82,4",1615563594000691
"29,8","1217,7",16,"994,7",0,"1,4","988,6","147,8","82,4",1615563594279914
"29,8","1217,7",16,"993,3",0,"1,4","988,6","147,2","82,3",1615563594559395
"29,8","1220,5",16,"993,3",0,"1,4","988,6","147,8","82,5",1615563594836588
"29,7","1217,7",16,"994,7",0,"1,4","984,4","147,2","82,4",1615563595111694
"29,8","1219,1","16,1","993,3","0,1","1,4","985,1","147,6","82,5",1615563595391075
"29,8","1217,7",16,"994,7",0,"1,4","985,1","147,8","82,5",1615563595757653
"29,7","1217,7",16,"993,3",0,"-1,4",983,"147,6","82,4",1615563596067832
"29,8","1219,1","16,1","991,9",0,"1,4","985,1","147,9","82,5",1615563596361044
"29,8","1212,1","16,1","994,7",0,"-1,4","984,4","149,7","82,4","1,61556E+15"
"29,8","1213,5","16,1","993,3",0,"1,4",981,"149,3","82,5",1615563596929565
"29,7","1295,9","15,6",1104,"-0,1",0,"981,7",149,"82,4",1615563597204823
"29,7","1294,5","15,6","1106,8","0,1","1,4","982,3","164,7","82,5",1615563597483133
"29,6","1379,8","15,7","1237,1",0,0,981,165,"82,5",1615563597790266
"29,7","1381,2","15,7","1234,3","0,1",0,"981,7","171,3","82,5",1615563598068113
"29,6",1426,"15,6","1300,1",0,0,981,"170,9","82,5",1615563598392356
"29,6","1424,6","15,6","1300,1",0,"1,4",981,176,"82,4",1615563598670444
"29,7","1455,3","15,6","1347,8",0,"1,4","981,7","176,2","82,4",1615563598942923
"29,7","1453,9","15,6","1347,8",0,"1,4","978,2",181,"82,4",1615563599222014
"29,7","1502,9","15,6","1399,6",0,"1,4","977,5","180,7","82,4",1615563599505327
"29,7","1502,9","15,6","1399,6",0,"1,4","977,5","187,5","82,5",1615563599787532
"29,7","1565,8","15,5","1489,3","-0,1","1,4","977,5","187,5","82,4",1615563600084659
"29,7",1563,"15,5","1487,9",0,"2,8","977,5","194,3","82,4",1615563600415771
