Date hour,General Band T0 kWh,General Band T0 kVARh,Band Section T1 kWh,Band Section T1 kVARh,Band Section T2 kWh,Band Section T2 kVARh,Band Section T3 kWh,Band Section T3 kVARh,Band Section T4 kWh,Band Section T4 kVARh,Band Section T5 kWh,Band Section T5 kVARh,Band Section T6 kWh,Band Section T6 kVARh
03/11/23 22:01:14,3856534.820,2398958.580,428151.640,267374.360,2453049.420,1497365.720,975291.700,634177.680,0.000,0.000,0.000,0.000,0.000,0.000
03/11/23 22:06:15,3856537.060,2398959.320,428153.880,267375.100,2453049.420,1497365.720,975291.700,634177.680,0.000,0.000,0.000,0.000,0.000,0.000
03/11/23 22:11:17,3856539.200,2398960.040,428156.020,267375.820,2453049.420,1497365.720,975291.700,634177.680,0.000,0.000,0.000,0.000,0.000,0.000
03/11/23 22:16:17,3856541.320,2398960.740,428158.140,267376.520,2453049.420,1497365.720,975291.700,634177.680,0.000,0.000,0.000,0.000,0.000,0.000
03/11/23 22:21:16,3856543.320,2398961.380,428160.140,267377.160,2453049.420,1497365.720,975291.700,634177.680,0.000,0.000,0.000,0.000,0.000,0.000
03/11/23 22:26:17,3856545.260,2398962.000,428162.080,267377.780,2453049.420,1497365.720,975291.700,634177.680,0.000,0.000,0.000,0.000,0.000,0.000
03/11/23 22:31:20,3856546.880,2398963.300,428163.700,267379.080,2453049.420,1497365.720,975291.700,634177.680,0.000,0.000,0.000,0.000,0.000,0.000
03/11/23 22:36:20,3856548.540,2398963.880,428165.360,267379.660,2453049.420,1497365.720,975291.700,634177.680,0.000,0.000,0.000,0.000,0.000,0.000
03/11/23 22:41:20,3856550.200,2398964.560,428167.020,267380.340,2453049.420,1497365.720,975291.700,634177.680,0.000,0.000,0.000,0.000,0.000,0.000
03/11/23 22:46:20,3856551.860,2398965.100,428168.680,267380.880,2453049.420,1497365.720,975291.700,634177.680,0.000,0.000,0.000,0.000,0.000,0.000
03/11/23 22:51:25,3856553.540,2398965.840,428170.360,267381.620,2453049.420,1497365.720,975291.700,634177.680,0.000,0.000,0.000,0.000,0.000,0.000
03/11/23 22:56:25,3856555.100,2398966.440,428171.920,267382.220,2453049.420,1497365.720,975291.700,634177.680,0.000,0.000,0.000,0.000,0.000,0.000
03/11/23 23:01:25,3856556.520,2398967.640,428172.940,267383.060,2453049.420,1497365.720,975292.100,634178.040,0.000,0.000,0.000,0.000,0.000,0.000
03/11/23 23:16:25,3856561.440,2398970.540,428172.940,267383.060,2453049.420,1497365.720,975297.020,634180.940,0.000,0.000,0.000,0.000,0.000,0.000
03/11/23 23:21:25,3856563.100,2398971.060,428172.940,267383.060,2453049.420,1497365.720,975298.680,634181.460,0.000,0.000,0.000,0.000,0.000,0.000
03/11/23 23:26:24,3856564.720,2398971.600,428172.940,267383.060,2453049.420,1497365.720,975300.300,634182.000,0.000,0.000,0.000,0.000,0.000,0.000
03/11/23 23:31:29,3856566.400,2398972.300,428172.940,267383.060,2453049.420,1497365.720,975301.980,634182.700,0.000,0.000,0.000,0.000,0.000,0.000
03/11/23 23:36:29,3856568.040,2398973.220,428172.940,267383.060,2453049.420,1497365.720,975303.620,634183.620,0.000,0.000,0.000,0.000,0.000,0.000
03/11/23 23:41:29,3856569.540,2398973.820,428172.940,267383.060,2453049.420,1497365.720,975305.120,634184.220,0.000,0.000,0.000,0.000,0.000,0.000
03/11/23 23:46:29,3856571.240,2398974.360,428172.940,267383.060,2453049.420,1497365.720,975306.820,634184.760,0.000,0.000,0.000,0.000,0.000,0.000
03/11/23 23:51:33,3856573.400,2398975.080,428172.940,267383.060,2453049.420,1497365.720,975308.980,634185.480,0.000,0.000,0.000,0.000,0.000,0.000
03/11/23 23:56:32,3856575.580,2398975.800,428172.940,267383.060,2453049.420,1497365.720,975311.160,634186.200,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 00:01:32,3856577.920,2398976.560,428172.940,267383.060,2453049.420,1497365.720,975313.500,634186.960,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 00:06:32,3856580.060,2398977.280,428172.940,267383.060,2453049.420,1497365.720,975315.640,634187.680,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 00:11:32,3856582.560,2398978.080,428172.940,267383.060,2453049.420,1497365.720,975318.140,634188.480,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 00:16:35,3856584.560,2398978.740,428172.940,267383.060,2453049.420,1497365.720,975320.140,634189.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 00:21:35,3856586.480,2398979.340,428172.940,267383.060,2453049.420,1497365.720,975322.060,634189.740,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 00:26:35,3856588.360,2398980.020,428172.940,267383.060,2453049.420,1497365.720,975323.940,634190.420,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 00:31:35,3856590.440,2398980.720,428172.940,267383.060,2453049.420,1497365.720,975326.020,634191.120,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 00:36:38,3856592.560,2398981.460,428172.940,267383.060,2453049.420,1497365.720,975328.140,634191.860,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 00:41:38,3856594.700,2398982.200,428172.940,267383.060,2453049.420,1497365.720,975330.280,634192.600,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 00:46:38,3856596.900,2398982.960,428172.940,267383.060,2453049.420,1497365.720,975332.480,634193.360,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 00:51:38,3856599.080,2398983.700,428172.940,267383.060,2453049.420,1497365.720,975334.660,634194.100,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 00:56:40,3856600.640,2398984.400,428172.940,267383.060,2453049.420,1497365.720,975336.220,634194.800,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 01:01:40,3856602.600,2398985.920,428172.940,267383.060,2453049.420,1497365.720,975338.180,634196.320,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 01:06:40,3856605.060,2398987.900,428172.940,267383.060,2453049.420,1497365.720,975340.640,634198.300,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 01:11:40,3856607.360,2398989.480,428172.940,267383.060,2453049.420,1497365.720,975342.940,634199.880,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 01:16:40,3856609.760,2398990.780,428172.940,267383.060,2453049.420,1497365.720,975345.340,634201.180,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 01:21:40,3856611.560,2398992.040,428172.940,267383.060,2453049.420,1497365.720,975347.140,634202.440,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 01:26:40,3856613.260,2398993.380,428172.940,267383.060,2453049.420,1497365.720,975348.840,634203.780,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 01:31:41,3856614.720,2398994.480,428172.940,267383.060,2453049.420,1497365.720,975350.300,634204.880,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 01:36:45,3856616.100,2398995.500,428172.940,267383.060,2453049.420,1497365.720,975351.680,634205.900,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 01:41:44,3856617.780,2398996.820,428172.940,267383.060,2453049.420,1497365.720,975353.360,634207.220,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 01:46:44,3856619.220,2398998.000,428172.940,267383.060,2453049.420,1497365.720,975354.800,634208.400,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 01:51:44,3856620.740,2398999.320,428172.940,267383.060,2453049.420,1497365.720,975356.320,634209.720,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 01:56:46,3856622.720,2399001.060,428172.940,267383.060,2453049.420,1497365.720,975358.300,634211.460,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 02:01:46,3856624.220,2399002.240,428172.940,267383.060,2453049.420,1497365.720,975359.800,634212.640,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 02:06:46,3856625.620,2399003.260,428172.940,267383.060,2453049.420,1497365.720,975361.200,634213.660,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 02:11:47,3856627.380,2399004.560,428172.940,267383.060,2453049.420,1497365.720,975362.960,634214.960,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 02:16:46,3856629.020,2399005.880,428172.940,267383.060,2453049.420,1497365.720,975364.600,634216.280,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 02:21:50,3856630.620,2399007.180,428172.940,267383.060,2453049.420,1497365.720,975366.200,634217.580,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 02:26:50,3856632.360,2399008.600,428172.940,267383.060,2453049.420,1497365.720,975367.940,634219.000,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 02:31:50,3856633.720,2399009.520,428172.940,267383.060,2453049.420,1497365.720,975369.300,634219.920,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 02:36:50,3856635.040,2399010.420,428172.940,267383.060,2453049.420,1497365.720,975370.620,634220.820,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 02:41:53,3856636.680,2399011.680,428172.940,267383.060,2453049.420,1497365.720,975372.260,634222.080,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 02:46:53,3856637.860,2399012.540,428172.940,267383.060,2453049.420,1497365.720,975373.440,634222.940,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 02:51:53,3856638.960,2399013.360,428172.940,267383.060,2453049.420,1497365.720,975374.540,634223.760,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 02:56:53,3856640.120,2399014.180,428172.940,267383.060,2453049.420,1497365.720,975375.700,634224.580,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 03:01:55,3856641.380,2399015.140,428172.940,267383.060,2453049.420,1497365.720,975376.960,634225.540,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 03:06:54,3856642.560,2399016.020,428172.940,267383.060,2453049.420,1497365.720,975378.140,634226.420,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 03:11:54,3856643.700,2399016.860,428172.940,267383.060,2453049.420,1497365.720,975379.280,634227.260,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 03:16:54,3856644.820,2399017.660,428172.940,267383.060,2453049.420,1497365.720,975380.400,634228.060,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 03:21:58,3856645.960,2399018.480,428172.940,267383.060,2453049.420,1497365.720,975381.540,634228.880,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 03:26:58,3856647.100,2399019.180,428172.940,267383.060,2453049.420,1497365.720,975382.680,634229.580,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 03:31:58,3856648.060,2399019.780,428172.940,267383.060,2453049.420,1497365.720,975383.640,634230.180,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 03:36:58,3856649.080,2399020.540,428172.940,267383.060,2453049.420,1497365.720,975384.660,634230.940,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 03:42:00,3856650.120,2399021.280,428172.940,267383.060,2453049.420,1497365.720,975385.700,634231.680,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 03:47:00,3856651.180,2399022.040,428172.940,267383.060,2453049.420,1497365.720,975386.760,634232.440,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 03:52:00,3856652.320,2399022.840,428172.940,267383.060,2453049.420,1497365.720,975387.900,634233.240,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 03:57:00,3856653.320,2399023.540,428172.940,267383.060,2453049.420,1497365.720,975388.900,634233.940,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 04:02:03,3856654.340,2399024.240,428172.940,267383.060,2453049.420,1497365.720,975389.920,634234.640,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 04:07:04,3856655.380,2399024.980,428172.940,267383.060,2453049.420,1497365.720,975390.960,634235.380,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 04:12:03,3856656.500,2399025.820,428172.940,267383.060,2453049.420,1497365.720,975392.080,634236.220,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 04:17:03,3856657.540,2399026.560,428172.940,267383.060,2453049.420,1497365.720,975393.120,634236.960,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 04:22:04,3856658.560,2399027.280,428172.940,267383.060,2453049.420,1497365.720,975394.140,634237.680,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 04:27:04,3856659.500,2399027.840,428172.940,267383.060,2453049.420,1497365.720,975395.080,634238.240,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 04:32:04,3856660.500,2399028.460,428172.940,267383.060,2453049.420,1497365.720,975396.080,634238.860,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 04:37:04,3856661.620,2399029.260,428172.940,267383.060,2453049.420,1497365.720,975397.200,634239.660,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 04:42:06,3856662.660,2399030.020,428172.940,267383.060,2453049.420,1497365.720,975398.240,634240.420,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 04:47:06,3856663.680,2399030.740,428172.940,267383.060,2453049.420,1497365.720,975399.260,634241.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 04:52:07,3856664.680,2399031.460,428172.940,267383.060,2453049.420,1497365.720,975400.260,634241.860,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 04:57:06,3856665.840,2399032.300,428172.940,267383.060,2453049.420,1497365.720,975401.420,634242.700,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 05:02:09,3856666.900,2399033.040,428172.940,267383.060,2453049.840,1497366.020,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 05:07:09,3856667.920,2399033.780,428172.940,267383.060,2453050.860,1497366.760,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 05:12:09,3856668.940,2399034.500,428172.940,267383.060,2453051.880,1497367.480,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 05:17:09,3856669.980,2399035.260,428172.940,267383.060,2453052.920,1497368.240,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 05:22:14,3856671.120,2399036.100,428172.940,267383.060,2453054.060,1497369.080,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 05:27:13,3856672.140,2399036.800,428172.940,267383.060,2453055.080,1497369.780,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 05:32:13,3856673.160,2399037.520,428172.940,267383.060,2453056.100,1497370.500,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 05:37:13,3856674.100,2399038.080,428172.940,267383.060,2453057.040,1497371.060,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 05:42:15,3856675.140,2399038.720,428172.940,267383.060,2453058.080,1497371.700,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 05:47:15,3856676.200,2399039.480,428172.940,267383.060,2453059.140,1497372.460,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 05:52:15,3856677.240,2399040.220,428172.940,267383.060,2453060.180,1497373.200,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 05:57:15,3856678.240,2399040.940,428172.940,267383.060,2453061.180,1497373.920,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 06:02:18,3856679.260,2399041.680,428172.940,267383.060,2453062.200,1497374.660,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 06:07:17,3856680.440,2399042.560,428172.940,267383.060,2453063.380,1497375.540,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 06:12:17,3856681.420,2399043.240,428172.940,267383.060,2453064.360,1497376.220,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 06:17:17,3856682.420,2399043.940,428172.940,267383.060,2453065.360,1497376.920,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 06:22:21,3856683.420,2399044.660,428172.940,267383.060,2453066.360,1497377.640,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 06:27:21,3856684.480,2399045.420,428172.940,267383.060,2453067.420,1497378.400,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 06:32:21,3856685.540,2399046.160,428172.940,267383.060,2453068.480,1497379.140,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 06:37:22,3856686.520,2399046.840,428172.940,267383.060,2453069.460,1497379.820,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 06:42:24,3856687.520,2399047.580,428172.940,267383.060,2453070.460,1497380.560,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 06:47:23,3856688.400,2399048.080,428172.940,267383.060,2453071.340,1497381.060,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 06:52:23,3856689.420,2399048.700,428172.940,267383.060,2453072.360,1497381.680,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 06:57:23,3856690.420,2399049.400,428172.940,267383.060,2453073.360,1497382.380,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 07:02:27,3856691.400,2399050.100,428172.940,267383.060,2453074.340,1497383.080,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 07:07:26,3856692.380,2399050.800,428172.940,267383.060,2453075.320,1497383.780,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 07:12:26,3856693.400,2399051.560,428172.940,267383.060,2453076.340,1497384.540,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 07:17:26,3856694.440,2399052.320,428172.940,267383.060,2453077.380,1497385.300,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 07:22:29,3856695.420,2399053.040,428172.940,267383.060,2453078.360,1497386.020,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 07:27:29,3856696.400,2399053.720,428172.940,267383.060,2453079.340,1497386.700,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 07:32:29,3856697.360,2399054.440,428172.940,267383.060,2453080.300,1497387.420,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 07:37:29,3856698.440,2399055.220,428172.940,267383.060,2453081.380,1497388.200,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 07:42:32,3856699.500,2399056.040,428172.940,267383.060,2453082.440,1497389.020,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 07:47:32,3856700.500,2399056.760,428172.940,267383.060,2453083.440,1497389.740,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 07:52:32,3856701.500,2399057.500,428172.940,267383.060,2453084.440,1497390.480,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 07:57:32,3856702.560,2399058.160,428172.940,267383.060,2453085.500,1497391.140,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 08:02:35,3856703.720,2399058.860,428172.940,267383.060,2453086.660,1497391.840,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 08:07:33,3856704.920,2399059.680,428172.940,267383.060,2453087.860,1497392.660,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 08:12:33,3856706.320,2399060.700,428172.940,267383.060,2453089.260,1497393.680,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 08:17:33,3856707.600,2399061.560,428172.940,267383.060,2453090.540,1497394.540,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 08:22:36,3856709.100,2399062.640,428172.940,267383.060,2453092.040,1497395.620,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 08:27:35,3856710.500,2399063.620,428172.940,267383.060,2453093.440,1497396.600,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 08:32:35,3856711.760,2399064.460,428172.940,267383.060,2453094.700,1497397.440,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 08:37:35,3856713.120,2399065.460,428172.940,267383.060,2453096.060,1497398.440,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 08:42:38,3856714.580,2399066.660,428172.940,267383.060,2453097.520,1497399.640,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 08:47:38,3856716.080,2399067.840,428172.940,267383.060,2453099.020,1497400.820,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 08:52:38,3856717.580,2399069.000,428172.940,267383.060,2453100.520,1497401.980,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 08:57:38,3856719.500,2399070.580,428172.940,267383.060,2453102.440,1497403.560,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 09:02:41,3856721.340,2399072.000,428172.940,267383.060,2453104.280,1497404.980,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 09:07:41,3856723.080,2399073.260,428172.940,267383.060,2453106.020,1497406.240,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 09:12:41,3856724.940,2399074.660,428172.940,267383.060,2453107.880,1497407.640,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 09:17:41,3856726.700,2399076.120,428172.940,267383.060,2453109.640,1497409.100,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 09:22:45,3856728.540,2399077.620,428172.940,267383.060,2453111.480,1497410.600,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 09:27:44,3856730.360,2399079.120,428172.940,267383.060,2453113.300,1497412.100,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 09:32:44,3856731.860,2399080.320,428172.940,267383.060,2453114.800,1497413.300,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 09:37:44,3856733.720,2399081.840,428172.940,267383.060,2453116.660,1497414.820,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 09:42:44,3856735.100,2399082.940,428172.940,267383.060,2453118.040,1497415.920,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 09:47:46,3856736.920,2399084.440,428172.940,267383.060,2453119.860,1497417.420,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 09:52:46,3856738.380,2399085.600,428172.940,267383.060,2453121.320,1497418.580,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 09:57:46,3856740.420,2399087.320,428172.940,267383.060,2453123.360,1497420.300,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 10:02:46,3856741.900,2399088.460,428172.940,267383.060,2453124.840,1497421.440,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 10:07:49,3856743.780,2399089.940,428172.940,267383.060,2453126.720,1497422.920,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 10:12:49,3856745.120,2399090.880,428172.940,267383.060,2453128.060,1497423.860,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 10:17:49,3856747.160,2399091.580,428172.940,267383.060,2453130.100,1497424.560,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 10:22:49,3856748.920,2399092.600,428172.940,267383.060,2453131.860,1497425.580,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 10:27:52,3856750.660,2399093.380,428172.940,267383.060,2453133.600,1497426.360,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 10:32:52,3856752.440,2399094.200,428172.940,267383.060,2453135.380,1497427.180,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 10:37:52,3856754.040,2399095.140,428172.940,267383.060,2453136.980,1497428.120,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 10:42:52,3856755.700,2399096.460,428172.940,267383.060,2453138.640,1497429.440,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 10:47:54,3856756.880,2399097.260,428172.940,267383.060,2453139.820,1497430.240,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 10:52:53,3856757.980,2399098.020,428172.940,267383.060,2453140.920,1497431.000,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 10:57:53,3856759.160,2399098.900,428172.940,267383.060,2453142.100,1497431.880,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 11:02:53,3856760.360,2399099.800,428172.940,267383.060,2453143.300,1497432.780,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 11:07:57,3856761.520,2399100.680,428172.940,267383.060,2453144.460,1497433.660,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 11:12:57,3856762.620,2399101.480,428172.940,267383.060,2453145.560,1497434.460,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 11:17:57,3856763.740,2399102.300,428172.940,267383.060,2453146.680,1497435.280,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 11:22:57,3856764.880,2399103.140,428172.940,267383.060,2453147.820,1497436.120,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 11:28:00,3856766.100,2399104.060,428172.940,267383.060,2453149.040,1497437.040,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 11:33:00,3856767.700,2399105.240,428172.940,267383.060,2453150.640,1497438.220,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 11:38:00,3856769.260,2399106.380,428172.940,267383.060,2453152.200,1497439.360,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 11:43:00,3856770.920,2399107.680,428172.940,267383.060,2453153.860,1497440.660,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 11:48:03,3856772.200,2399108.680,428172.940,267383.060,2453155.140,1497441.660,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 11:53:03,3856773.380,2399109.600,428172.940,267383.060,2453156.320,1497442.580,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 11:58:03,3856774.640,2399110.580,428172.940,267383.060,2453157.580,1497443.560,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 12:03:03,3856775.980,2399111.620,428172.940,267383.060,2453158.920,1497444.600,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 12:08:08,3856777.560,2399112.900,428172.940,267383.060,2453160.500,1497445.880,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 12:13:08,3856780.480,2399113.900,428172.940,267383.060,2453163.420,1497446.880,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 12:18:08,3856782.440,2399114.560,428172.940,267383.060,2453165.380,1497447.540,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 12:23:08,3856784.240,2399115.520,428172.940,267383.060,2453167.180,1497448.500,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
04/11/23 12:28:11,3856785.960,2399116.400,428172.940,267383.060,2453168.900,1497449.380,975402.060,634243.140,0.000,0.000,0.000,0.000,0.000,0.000
