Contracts,Order No.,Transaction Time(UTC+0),Leverage,Direction,Order Type,Filled Type,Filled Qty,Filled Price,Order Price,Trading Fee Rate,Fees Paid,Transaction ID
APEUSDT,a2bc0118,2022-11-30 01:37:27,10,Open Long,Market,Trade,46.1,4.3320,Market,0.0006,0.11982312,b3ebb703
DOGEUSDT,3105c496,2022-11-30 00:40:16,10,Close Long,Limit,Trade,3529,0.10900,0.10900,0.0001,0.0384661,08cfd91e
DOGEUSDT,3b9dc22e,2022-11-30 00:40:03,10,Open Long,Market,Trade,3455,0.10795,Market,0.0006,0.22378035,fccd5859
DOGEUSDT,3b9dc22e,2022-11-30 00:40:03,10,Open Long,Market,Trade,74,0.10795,Market,0.0006,0.00479298,943a3f73
INJUSDT,8f268615,2022-11-29 08:12:35,10,Close Long,Limit,Trade,165.6,1.6780,1.6780,0.0001,0.02778768,3f6c686d
INJUSDT,8f268615,2022-11-29 08:12:35,10,Close Long,Limit,Trade,46.5,1.6780,1.6780,0.0001,0.0078027,95600492
INJUSDT,2546-Buy,2022-11-29 08:00:00,10,Open Long,--,Funding,212.1,1.6515,0.0000,1.464e-05,0.00512815,39a686e9
INJUSDT,812e6338,2022-11-29 07:54:20,10,Open Long,Market,Trade,209.5,1.6615,Market,0.0006,0.20885055,251c0474
INJUSDT,812e6338,2022-11-29 07:54:20,10,Open Long,Market,Trade,2.6,1.6615,Market,0.0006,0.00259194,83b7e05e
XCNUSDT,50d25b9b,2022-11-29 05:54:40,10,Close Long,Limit,Trade,8250,0.0400000,0.0400000,0.0001,0.033,57207fcb
XCNUSDT,21abdb30,2022-11-29 05:53:43,10,Open Long,Market,Trade,8250,0.0396000,Market,0.0006,0.19602,b6404143
DOGEUSDT,77ebc013,2022-11-29 01:58:26,10,Close Long,Limit,Trade,3091,0.09970,0.09970,0.0001,0.03081727,033c774e
DOGEUSDT,8d28bdd5,2022-11-29 01:54:42,10,Open Long,Market,Trade,3017,0.09870,Market,0.0006,0.17866674,d38ed16e
DOGEUSDT,8d28bdd5,2022-11-29 01:54:42,10,Open Long,Market,Trade,74,0.09870,Market,0.0006,0.00438228,c0bcfcb7
RENUSDT,68c3d4a1,2022-11-28 18:47:17,10,Close Long,Market,Trade,631.8,0.11890,Market,0.0006,0.04507262,3fae3cc2
RENUSDT,68c3d4a1,2022-11-28 18:47:17,10,Close Long,Market,Trade,2522,0.11890,Market,0.0006,0.17991948,b32652c2
RENUSDT,68c3d4a1,2022-11-28 18:47:17,10,Close Long,Market,Trade,834.6,0.11890,Market,0.0006,0.05954037,0536d821
RENUSDT,dfdd4a7d,2022-11-28 17:48:24,10,Open Long,Market,Trade,3988.4,0.12480,Market,0.0006,0.2986514,0c4983ee
RENUSDT,ad48c04a,2022-11-28 17:10:27,10,Close Long,Limit,Trade,3840,0.12220,0.12220,0.0001,0.0469248,eb1ef575
RENUSDT,e2536840,2022-11-28 16:57:43,10,Open Long,Market,Trade,3562,0.12100,Market,0.0006,0.2586012,756166b4
RENUSDT,e2536840,2022-11-28 16:57:43,10,Open Long,Market,Trade,7.3,0.12100,Market,0.0006,0.00052998,fc4ace34
RENUSDT,e2536840,2022-11-28 16:57:43,10,Open Long,Market,Trade,33.9,0.12100,Market,0.0006,0.00246114,71a7b8b8
RENUSDT,e2536840,2022-11-28 16:57:43,10,Open Long,Market,Trade,228.9,0.12100,Market,0.0006,0.01661814,19d815d7
RENUSDT,e2536840,2022-11-28 16:57:43,10,Open Long,Market,Trade,6.4,0.12100,Market,0.0006,0.00046464,f103d20f
RENUSDT,e2536840,2022-11-28 16:57:43,10,Open Long,Market,Trade,0.5,0.12100,Market,0.0006,3.63e-05,1a2ef0e8
RENUSDT,e2536840,2022-11-28 16:57:43,10,Open Long,Market,Trade,1,0.12100,Market,0.0006,7.26e-05,aae5e325
FTMUSDT,07f63036,2022-11-28 15:46:51,10,Close Long,Market,Trade,3324,0.1975,Market,0.0006,0.393894,606f91b4
FTMUSDT,07f63036,2022-11-28 15:46:51,10,Close Long,Market,Trade,397,0.1975,Market,0.0006,0.0470445,4fd137eb
FTMUSDT,2270f71c,2022-11-28 14:46:53,10,Open Long,Market,Trade,3721,0.2075,Market,0.0006,0.4632645,f596f2d3
RENUSDT,6fd1d560,2022-11-28 07:47:14,10,Close Long,Market,Trade,8521.6,0.11580,Market,0.0006,0.59208077,8ab996c1
RENUSDT,75b4bb54,2022-11-28 06:37:02,10,Open Long,Market,Trade,8102.1,0.11930,Market,0.0006,0.57994832,3c9080e8
RENUSDT,75b4bb54,2022-11-28 06:37:02,10,Open Long,Market,Trade,419.5,0.11930,Market,0.0006,0.03002781,3789a486
SUSHIUSDT,7f136170,2022-11-28 05:46:55,10,Close Long,Market,Trade,251,1.3430,Market,0.0006,0.2022558,51112a47
SUSHIUSDT,7f136170,2022-11-28 05:46:55,10,Close Long,Market,Trade,111.2,1.3430,Market,0.0006,0.08960496,04f8688e
SUSHIUSDT,7f136170,2022-11-28 05:46:55,10,Close Long,Market,Trade,103.9,1.3430,Market,0.0006,0.08372262,1cdb6dc0
SUSHIUSDT,7f136170,2022-11-28 05:46:55,10,Close Long,Market,Trade,121.1,1.3440,Market,0.0006,0.09765504,d779e57e
SUSHIUSDT,7f136170,2022-11-28 05:46:55,10,Close Long,Market,Trade,345.6,1.3440,Market,0.0006,0.27869184,8831ed8b
SUSHIUSDT,083aa32c,2022-11-28 04:39:33,10,Open Long,Market,Trade,290.9,1.3780,Market,0.0006,0.24051612,25f54417
SUSHIUSDT,083aa32c,2022-11-28 04:39:33,10,Open Long,Market,Trade,431.3,1.3780,Market,0.0006,0.35659884,05079586
SUSHIUSDT,083aa32c,2022-11-28 04:39:33,10,Open Long,Market,Trade,210.6,1.3770,Market,0.0006,0.17399772,77d87cd7
WAVESUSDT,e7d77add,2022-11-28 00:57:33,10,Close Long,Limit,Trade,498.5,2.4200,2.4200,0.0001,0.120637,ad609cd3
WAVESUSDT,82d89df1,2022-11-28 00:34:55,10,Open Long,Market,Trade,199.9,2.3950,Market,0.0006,0.2872563,9a6b0dcf
WAVESUSDT,82d89df1,2022-11-28 00:34:55,10,Open Long,Market,Trade,298.6,2.3950,Market,0.0006,0.4290882,63a36ddf
WAVESUSDT,dede46d4,2022-11-27 12:21:46,10,Close Long,Limit,Trade,466.9,2.3950,2.3950,0.0001,0.11182255,7dd33c5d
WAVESUSDT,4d9f2a0c,2022-11-27 12:14:16,10,Open Long,Market,Trade,238.6,2.3700,Market,0.0006,0.3392892,4cb813e3
WAVESUSDT,4d9f2a0c,2022-11-27 12:14:16,10,Open Long,Market,Trade,24,2.3700,Market,0.0006,0.034128,c3d7544c
WAVESUSDT,4d9f2a0c,2022-11-27 12:14:16,10,Open Long,Market,Trade,24.9,2.3700,Market,0.0006,0.0354078,b37778ba
WAVESUSDT,4d9f2a0c,2022-11-27 12:14:16,10,Open Long,Market,Trade,50,2.3700,Market,0.0006,0.0711,8caeea91
WAVESUSDT,4d9f2a0c,2022-11-27 12:14:16,10,Open Long,Market,Trade,1.3,2.3700,Market,0.0006,0.0018486,45912195
WAVESUSDT,4d9f2a0c,2022-11-27 12:14:16,10,Open Long,Market,Trade,80.2,2.3700,Market,0.0006,0.1140444,1cf8b0c9
WAVESUSDT,4d9f2a0c,2022-11-27 12:14:16,10,Open Long,Market,Trade,41.6,2.3700,Market,0.0006,0.0591552,f08442b2
WAVESUSDT,4d9f2a0c,2022-11-27 12:14:16,10,Open Long,Market,Trade,1.3,2.3700,Market,0.0006,0.0018486,74d10a68
WAVESUSDT,4d9f2a0c,2022-11-27 12:14:16,10,Open Long,Market,Trade,5,2.3700,Market,0.0006,0.00711,ca095ab4
LUNA2USDT,3a9e68ab,2022-11-27 11:44:12,10,Close Long,Limit,Trade,617.7,1.6790,1.6790,0.0001,0.10371183,d77ac31f
LUNA2USDT,360c87c1,2022-11-27 11:43:38,10,Open Long,Market,Trade,617.7,1.6620,Market,0.0006,0.61597044,4f15f96e
DOGEUSDT,6720e704,2022-11-27 10:49:10,10,Close Long,Limit,Trade,9136,0.10590,0.10590,0.0001,0.09675024,de9e1d1d
DOGEUSDT,5884b31c,2022-11-27 10:46:03,10,Open Long,Market,Trade,9136,0.10490,Market,0.0006,0.57501984,45a4bf79
DOGEUSDT,b848b71b,2022-11-27 04:48:49,10,Close Long,Limit,Trade,2882,0.09490,0.09490,0.0001,0.02735018,22ea458d
DOGEUSDT,b848b71b,2022-11-27 04:48:48,10,Close Long,Limit,Trade,2215,0.09490,0.09490,0.0001,0.02102035,96a2ee8e
DOGEUSDT,b848b71b,2022-11-27 04:48:48,10,Close Long,Limit,Trade,551,0.09490,0.09490,0.0001,0.00522899,6f23b4a6
DOGEUSDT,b848b71b,2022-11-27 04:48:48,10,Close Long,Limit,Trade,1485,0.09490,0.09490,0.0001,0.01409265,a88cad49
DOGEUSDT,b848b71b,2022-11-27 04:48:47,10,Close Long,Limit,Trade,532,0.09490,0.09490,0.0001,0.00504868,ccf69649
DOGEUSDT,b848b71b,2022-11-27 04:48:46,10,Close Long,Limit,Trade,366,0.09490,0.09490,0.0001,0.00347334,2379e969
DOGEUSDT,b848b71b,2022-11-27 04:48:45,10,Close Long,Limit,Trade,1479,0.09490,0.09490,0.0001,0.01403571,31217a23
DOGEUSDT,d408e081,2022-11-27 04:38:03,10,Open Long,Market,Trade,9510,0.09400,Market,0.0006,0.536364,954723d3
APEUSDT,9090e10f,2022-11-27 01:52:21,10,Close Long,Limit,Trade,66.7,3.9010,3.9010,0.0001,0.02601967,1b3ccb4d
APEUSDT,9090e10f,2022-11-27 01:52:21,10,Close Long,Limit,Trade,53.9,3.9010,3.9010,0.0001,0.02102639,7b1f9cd8
APEUSDT,9090e10f,2022-11-27 01:52:21,10,Close Long,Limit,Trade,95.4,3.9010,3.9010,0.0001,0.03721554,9f321737
APEUSDT,6bc05b95,2022-11-27 01:20:47,10,Open Long,Market,Trade,205.8,3.8620,Market,0.0006,0.47687976,f820b88a
APEUSDT,6bc05b95,2022-11-27 01:20:47,10,Open Long,Market,Trade,10.2,3.8620,Market,0.0006,0.02363544,60aa8716
APEUSDT,cff77422,2022-11-26 17:46:44,10,Close Long,Market,Trade,238.1,3.5880,Market,0.0006,0.51258168,f32b56d8
APEUSDT,9c8be033,2022-11-26 16:31:31,10,Open Long,Market,Trade,238.1,3.5960,Market,0.0006,0.51372456,f58884b1
REEFUSDT,822c7ab5,2022-11-26 08:51:25,10,Close Long,Limit,Trade,174240,0.003210,0.003210,0.0001,0.05593104,fac33c41
REEFUSDT,822c7ab5,2022-11-26 08:51:25,10,Close Long,Limit,Trade,78020,0.003210,0.003210,0.0001,0.02504442,79979742
REEFUSDT,20d9d7c5,2022-11-26 08:51:11,10,Open Long,Market,Trade,252260,0.003180,Market,0.0006,0.48131208,78e5691e
RENUSDT,f4b768e0,2022-11-26 08:04:10,10,Close Long,Limit,Trade,4039.5,0.13230,0.13230,0.0001,0.05344259,4e58eeb4
RENUSDT,f4b768e0,2022-11-26 08:04:10,10,Close Long,Limit,Trade,1383.7,0.13230,0.13230,0.0001,0.01830636,a2e8caac
RENUSDT,2546-Buy,2022-11-26 08:00:00,10,Open Long,--,Funding,5423.2,0.13330,0.00000,-0.00664545,-4.80407927,2e7b4c33
RENUSDT,cf85c6f7,2022-11-26 07:58:26,10,Open Long,Market,Trade,1960.4,0.13100,Market,0.0006,0.15408744,fd16dded
RENUSDT,cf85c6f7,2022-11-26 07:58:26,10,Open Long,Market,Trade,3462.8,0.13100,Market,0.0006,0.27217608,316340d4
RENUSDT,867fd6b5,2022-11-26 07:47:13,10,Close Long,Market,Trade,7309,0.12540,Market,0.0006,0.54992916,abbef7db
RENUSDT,2c00b24c,2022-11-26 06:08:32,10,Open Long,Market,Trade,4799.3,0.12930,Market,0.0006,0.3723297,a6864ccc
RENUSDT,2c00b24c,2022-11-26 06:08:32,10,Open Long,Market,Trade,2509.7,0.12930,Market,0.0006,0.19470253,468610a8
RENUSDT,2145706b,2022-11-26 05:55:50,10,Close Long,Limit,Trade,8295.9,0.10680,0.10680,0.0001,0.08860022,dbf89035
RENUSDT,b273904d,2022-11-26 05:45:44,10,Open Long,Market,Trade,4419.2,0.10570,Market,0.0006,0.28026567,19d047dc
RENUSDT,b273904d,2022-11-26 05:45:44,10,Open Long,Market,Trade,3876.7,0.10570,Market,0.0006,0.24586032,40d585c6
DOGEUSDT,21c6310a,2022-11-26 00:44:04,10,Close Long,Limit,Trade,3459,0.09470,0.09470,0.0001,0.03275673,55d8dd20
DOGEUSDT,21c6310a,2022-11-26 00:44:04,10,Close Long,Limit,Trade,4374,0.09470,0.09470,0.0001,0.04142178,d0013531
DOGEUSDT,21c6310a,2022-11-26 00:44:04,10,Close Long,Limit,Trade,894,0.09470,0.09470,0.0001,0.00846618,58313c99
DOGEUSDT,319f2127,2022-11-26 00:34:05,10,Open Long,Market,Trade,8727,0.09380,Market,0.0006,0.49115556,fcb87822
RENUSDT,1cb64978,2022-11-25 13:48:37,10,Close Long,Limit,Trade,6255.7,0.10790,0.10790,0.0001,0.06749901,1a114c65
RENUSDT,1cb64978,2022-11-25 13:48:37,10,Close Long,Limit,Trade,876.2,0.10790,0.10790,0.0001,0.0094542,fcca7b5f
RENUSDT,ac31d694,2022-11-25 13:47:45,10,Open Long,Market,Trade,7131.9,0.10680,Market,0.0006,0.45701216,07012c08
DOGEUSDT,3f60a0ae,2022-11-25 11:00:45,10,Close Long,Limit,Trade,7475,0.08730,0.08730,0.0001,0.06525675,46809143
DOGEUSDT,3f60a0ae,2022-11-25 11:00:45,10,Close Long,Limit,Trade,113,0.08730,0.08730,0.0001,0.00098649,efbe2712
DOGEUSDT,3f60a0ae,2022-11-25 11:00:45,10,Close Long,Limit,Trade,584,0.08730,0.08730,0.0001,0.00509832,adb67490
DOGEUSDT,b6a111b7,2022-11-25 10:56:03,10,Open Long,Market,Trade,8172,0.08640,Market,0.0006,0.42363648,9b4bf3a0
RENUSDT,9124531e,2022-11-25 09:33:34,10,Close Long,Limit,Trade,1043.8,0.09540,0.09540,0.0001,0.00995786,7a291dd0
RENUSDT,9124531e,2022-11-25 09:33:34,10,Close Long,Limit,Trade,5949.3,0.09540,0.09540,0.0001,0.05675633,3a8ff69f
RENUSDT,3c689a06,2022-11-25 09:27:42,10,Open Long,Market,Trade,1969.6,0.09450,Market,0.0006,0.11167632,b982146a
RENUSDT,3c689a06,2022-11-25 09:27:42,10,Open Long,Market,Trade,22.2,0.09450,Market,0.0006,0.00125874,13fb5f05
RENUSDT,3c689a06,2022-11-25 09:27:42,10,Open Long,Market,Trade,1.3,0.09450,Market,0.0006,7.371e-05,d0ec849b
RENUSDT,3c689a06,2022-11-25 09:27:42,10,Open Long,Market,Trade,5000,0.09450,Market,0.0006,0.2835,d524de6e
RENUSDT,464485dd,2022-11-25 07:27:46,10,Close Long,Limit,Trade,6862.2,0.09030,0.09030,0.0001,0.06196567,fb4b1e8a
RENUSDT,1ff38eea,2022-11-25 07:27:43,10,Open Long,Market,Trade,3582.7,0.08940,Market,0.0006,0.19217603,21a4bc72
RENUSDT,1ff38eea,2022-11-25 07:27:43,10,Open Long,Market,Trade,3279.5,0.08940,Market,0.0006,0.17591238,43e1ec5e
RENUSDT,065cf955,2022-11-24 13:31:47,10,Close Long,Limit,Trade,6652.3,0.08630,0.08630,0.0001,0.05740935,2318eb12
RENUSDT,96003827,2022-11-24 13:27:44,10,Open Long,Market,Trade,4699.1,0.08540,Market,0.0006,0.24078189,aa322605
RENUSDT,96003827,2022-11-24 13:27:44,10,Open Long,Market,Trade,1953.2,0.08540,Market,0.0006,0.10008197,e8963bf9
RENUSDT,eaff40bf,2022-11-24 07:50:59,10,Close Long,Limit,Trade,6315.9,0.08490,0.08490,0.0001,0.053622,070b3eea
RENUSDT,cd10801c,2022-11-24 07:48:22,10,Open Long,Market,Trade,5324.5,0.08410,Market,0.0006,0.26867427,3b4b2fd1
RENUSDT,cd10801c,2022-11-24 07:48:22,10,Open Long,Market,Trade,991.4,0.08400,Market,0.0006,0.04996656,3586ce98
ANKRUSDT,7c6a186d,2022-11-24 05:12:29,10,Close Long,Limit,Trade,1424,0.02615,0.02615,0.0001,0.00372376,6c733b13
ANKRUSDT,7c6a186d,2022-11-24 05:12:29,10,Close Long,Limit,Trade,1379,0.02615,0.02615,0.0001,0.00360609,ad0c756c
ANKRUSDT,7c6a186d,2022-11-24 05:12:28,10,Close Long,Limit,Trade,16381,0.02615,0.02615,0.0001,0.04283632,c2f0dfd5
ANKRUSDT,0f11a4b2,2022-11-24 05:12:16,10,Open Long,Market,Trade,19184,0.02590,Market,0.0006,0.29811936,63fc07e1
XEMUSDT,1a859c2e,2022-11-24 01:46:59,10,Close Long,Market,Trade,14959,0.03430,Market,0.0006,0.30785622,2063283d
XEMUSDT,2546-Buy,2022-11-24 01:00:00,10,Open Long,--,Funding,14959,0.03440,0.00000,-0.00188,-0.96742844,cfac6cf2
XEMUSDT,2e8d11bf,2022-11-24 00:36:57,10,Open Long,Market,Trade,5306,0.03450,Market,0.0006,0.1098342,3921f94a
XEMUSDT,2e8d11bf,2022-11-24 00:36:57,10,Open Long,Market,Trade,9653,0.03450,Market,0.0006,0.1998171,4a15b66b
INJUSDT,932064db,2022-11-23 16:07:15,10,Close Long,Limit,Trade,267.2,1.8155,1.8155,0.0001,0.04851016,54847601
INJUSDT,acbdbe06,2022-11-23 16:07:11,10,Open Long,Market,Trade,140.4,1.7975,Market,0.0006,0.1514214,0e81b896
INJUSDT,acbdbe06,2022-11-23 16:07:11,10,Open Long,Market,Trade,63.7,1.7975,Market,0.0006,0.06870045,bdc51fe6
INJUSDT,acbdbe06,2022-11-23 16:07:11,10,Open Long,Market,Trade,63.1,1.7975,Market,0.0006,0.06805335,7ac9a6d4
DYDXUSDT,23cd898d,2022-11-23 15:47:09,10,Close Long,Market,Trade,369.1,1.950,Market,0.0006,0.431847,e2a1711b
DYDXUSDT,98ce86bf,2022-11-23 14:39:46,10,Open Long,Market,Trade,76.2,2.040,Market,0.0006,0.0932688,75fce584
DYDXUSDT,98ce86bf,2022-11-23 14:39:46,10,Open Long,Market,Trade,282.9,2.040,Market,0.0006,0.3462696,9bd46a84
DYDXUSDT,98ce86bf,2022-11-23 14:39:46,10,Open Long,Market,Trade,10,2.040,Market,0.0006,0.01224,64e8f573
KLAYUSDT,f26eca1c,2022-11-23 10:47:37,10,Close Long,Limit,Trade,2628.6,0.1915,0.1915,0.0001,0.05033769,b0a44d43
KLAYUSDT,f26eca1c,2022-11-23 10:47:37,10,Close Long,Limit,Trade,670.6,0.1915,0.1915,0.0001,0.01284199,64785ff2
KLAYUSDT,f26eca1c,2022-11-23 10:47:37,10,Close Long,Limit,Trade,402.8,0.1915,0.1915,0.0001,0.00771362,cc2c8990
KLAYUSDT,180baca9,2022-11-23 10:47:10,10,Open Long,Market,Trade,3702,0.1895,Market,0.0006,0.4209174,25c788fd
GALUSDT,881a3eba,2022-11-23 09:20:52,10,Close Long,Limit,Trade,238.35,1.6500,1.6500,0.0001,0.03932775,5f0d22b6
GALUSDT,881a3eba,2022-11-23 09:20:43,10,Close Long,Limit,Trade,161.36,1.6500,1.6500,0.0001,0.0266244,36b7b0aa
GALUSDT,9ad9c7a4,2022-11-23 09:20:17,10,Open Long,Market,Trade,399.71,1.6350,Market,0.0006,0.39211551,5da26e1a
BNBUSDT,e1465232,2022-11-23 08:05:08,10,Close Long,Limit,Trade,2.09,293.55,293.55,0.0001,0.06135195,9693f72e
BNBUSDT,bef2e9d9,2022-11-23 08:02:53,10,Open Long,Market,Trade,2.09,290.65,Market,0.0006,0.3644751,51579926
LTCUSDT,c02bef98,2022-11-23 04:46:45,10,Close Long,Market,Trade,0.7,80.66,Market,0.0006,0.0338772,dbfb3581
LTCUSDT,c02bef98,2022-11-23 04:46:45,10,Close Long,Market,Trade,8.2,80.66,Market,0.0006,0.3968472,ed125db9
LTCUSDT,8dca399e,2022-11-23 03:48:51,10,Open Long,Market,Trade,3.7,82.40,Market,0.0006,0.182928,10225dc9
LTCUSDT,8dca399e,2022-11-23 03:48:51,10,Open Long,Market,Trade,5.2,82.40,Market,0.0006,0.257088,50b33d44
BCHUSDT,6b692d34,2022-11-23 03:45:35,10,Close Long,Limit,Trade,6.03,115.25,115.25,0.0001,0.06949575,9ce7c740
BCHUSDT,010fa167,2022-11-23 02:49:32,10,Open Long,Market,Trade,6,114.10,Market,0.0006,0.41076,9ff5f1cf
BCHUSDT,010fa167,2022-11-23 02:49:32,10,Open Long,Market,Trade,0.01,114.10,Market,0.0006,0.0006846,3dceac29
BCHUSDT,010fa167,2022-11-23 02:49:32,10,Open Long,Market,Trade,0.01,114.05,Market,0.0006,0.0006843,57c683a5
BCHUSDT,010fa167,2022-11-23 02:49:32,10,Open Long,Market,Trade,0.01,114.05,Market,0.0006,0.0006843,85e9d983
HOTUSDT,37c4285e,2022-11-22 20:20:22,10,Close Long,Limit,Trade,402100,0.001607,0.001607,0.0001,0.06461747,3abd280c
HOTUSDT,ca26034c,2022-11-22 20:19:08,10,Open Long,Market,Trade,402100,0.001591,Market,0.0006,0.38384466,b147e1ed
AXSUSDT,95db2f5a,2022-11-22 19:49:12,10,Close Long,Limit,Trade,46.8,7.045,7.045,0.0001,0.0329706,6ad122d6
AXSUSDT,95db2f5a,2022-11-22 19:49:12,10,Close Long,Limit,Trade,38.5,7.045,7.045,0.0001,0.02712325,593362bf
AXSUSDT,0bffaa1c,2022-11-22 19:39:40,10,Open Long,Market,Trade,4.4,6.975,Market,0.0006,0.018414,38993930
AXSUSDT,0bffaa1c,2022-11-22 19:39:40,10,Open Long,Market,Trade,62.5,6.975,Market,0.0006,0.2615625,2b6643eb
AXSUSDT,0bffaa1c,2022-11-22 19:39:40,10,Open Long,Market,Trade,18.4,6.975,Market,0.0006,0.077004,09cb75c6
LTCUSDT,cdb15f0f,2022-11-22 13:10:23,10,Close Long,Limit,Trade,2.6,67.49,67.49,0.0001,0.0175474,58971779
LTCUSDT,cdb15f0f,2022-11-22 13:10:23,10,Close Long,Limit,Trade,2.7,67.49,67.49,0.0001,0.0182223,8846e105
LTCUSDT,cdb15f0f,2022-11-22 13:10:23,10,Close Long,Limit,Trade,1.6,67.49,67.49,0.0001,0.0107984,9319d5ee
LTCUSDT,cdb15f0f,2022-11-22 13:10:23,10,Close Long,Limit,Trade,1.4,67.49,67.49,0.0001,0.0094486,875068f6
LTCUSDT,e4f54a81,2022-11-22 13:10:12,10,Open Long,Market,Trade,8.3,66.82,Market,0.0006,0.3327636,abc43fc8
NEARUSDT,0e595a0b,2022-11-21 20:32:52,10,Close Long,Limit,Trade,337.3,1.546,1.546,0.0001,0.05214658,e8b35cfa
NEARUSDT,73574463,2022-11-21 20:31:40,10,Open Long,Market,Trade,199,1.531,Market,0.0006,0.1828014,731250f8
NEARUSDT,73574463,2022-11-21 20:31:40,10,Open Long,Market,Trade,138.3,1.531,Market,0.0006,0.12704238,696657ad
ASTRUSDT,7cac945e,2022-11-21 16:44:43,10,Close Long,Limit,Trade,12257,0.039550,0.039550,0.0001,0.04847644,8ccfdbb4
ASTRUSDT,6b64c4dd,2022-11-21 16:44:31,10,Open Long,Market,Trade,12257,0.039150,Market,0.0006,0.28791693,e39106a0
STORJUSDT,c484bdc1,2022-11-21 15:28:26,10,Close Long,Limit,Trade,1251.3,0.3615,0.3615,0.0001,0.0452345,d181ca64
STORJUSDT,bb69455c,2022-11-21 15:28:20,10,Open Long,Market,Trade,1251.3,0.3580,Market,0.0006,0.26877924,f6fc20e0
STORJUSDT,53e9b4cd,2022-11-21 12:33:42,10,Close Long,Market,Trade,1752.1,0.3315,Market,0.0006,0.34849269,fb8adda2
STORJUSDT,f6039617,2022-11-21 10:51:40,10,Open Long,Market,Trade,1002.4,0.3420,Market,0.0006,0.20569248,134ea299
STORJUSDT,f6039617,2022-11-21 10:51:40,10,Open Long,Market,Trade,200,0.3420,Market,0.0006,0.04104,1af09cd8
STORJUSDT,f6039617,2022-11-21 10:51:40,10,Open Long,Market,Trade,90.6,0.3420,Market,0.0006,0.01859112,188dc327
STORJUSDT,f6039617,2022-11-21 10:51:40,10,Open Long,Market,Trade,459.1,0.3415,Market,0.0006,0.09406959,e07f1a08
XEMUSDT,fe2abcba,2022-11-21 06:13:06,10,Close Long,Limit,Trade,16690,0.03390,0.03390,0.0006,0.3394746,79d09b2c
XEMUSDT,278b889a,2022-11-21 06:13:04,10,Open Long,Market,Trade,8892,0.03360,Market,0.0006,0.17926272,25201bdf
XEMUSDT,278b889a,2022-11-21 06:13:04,10,Open Long,Market,Trade,2,0.03360,Market,0.0006,4.032e-05,fe8189b2
XEMUSDT,278b889a,2022-11-21 06:13:04,10,Open Long,Market,Trade,156,0.03350,Market,0.0006,0.0031356,f9fd2689
XEMUSDT,278b889a,2022-11-21 06:13:04,10,Open Long,Market,Trade,7640,0.03350,Market,0.0006,0.153564,5edc7e7c
ARUSDT,5936d0da,2022-11-20 01:17:56,10,Close Long,Market,Trade,58.1,10.890,Market,0.0006,0.3796254,1f33e3fd
ARUSDT,3a2a7276,2022-11-20 00:51:01,10,Open Long,Market,Trade,58.1,11.060,Market,0.0006,0.3855516,d4000b88
SANDUSDT,cdf02150,2022-11-19 16:17:20,10,Close Long,Market,Trade,198,0.6071,Market,0.0006,0.07212348,44c1e04c
SANDUSDT,cdf02150,2022-11-19 16:17:20,10,Close Long,Market,Trade,1037,0.6071,Market,0.0006,0.37773762,07d8ced3
SANDUSDT,2546-Buy,2022-11-19 16:00:00,10,Open Long,--,Funding,1235,0.6119,0.0000,0.0001,0.07556965,01fdb970
SANDUSDT,61d8d780,2022-11-19 15:54:04,10,Open Long,Market,Trade,327,0.6186,Market,0.0006,0.12136932,0509aa65
SANDUSDT,61d8d780,2022-11-19 15:54:04,10,Open Long,Market,Trade,905,0.6185,Market,0.0006,0.3358455,6b85479e
SANDUSDT,61d8d780,2022-11-19 15:54:04,10,Open Long,Market,Trade,3,0.6185,Market,0.0006,0.0011133,f667471c
JSTUSDT,aa3d9162,2022-11-19 07:47:19,10,Close Long,Limit,Trade,10310,0.02246,0.02246,0.0001,0.02315626,2fdbfa25
JSTUSDT,aa3d9162,2022-11-19 07:46:54,10,Close Long,Limit,Trade,9220,0.02246,0.02246,0.0001,0.02070812,5df95b2c
JSTUSDT,aa3d9162,2022-11-19 07:46:53,10,Close Long,Limit,Trade,12440,0.02246,0.02246,0.0001,0.02794024,2fe76922
JSTUSDT,9144fd62,2022-11-19 07:39:37,10,Open Long,Market,Trade,31970,0.02224,Market,0.0006,0.42660768,3d1e0464
CHZUSDT,fa495ba5,2022-11-18 21:18:12,10,Close Long,Market,Trade,877,0.26535,Market,0.0006,0.13962717,7e86e6b3
CHZUSDT,fa495ba5,2022-11-18 21:18:12,10,Close Long,Market,Trade,2106,0.26535,Market,0.0006,0.33529626,b8d84307
CHZUSDT,bd26a20b,2022-11-18 20:45:28,10,Open Long,Market,Trade,2983,0.26885,Market,0.0006,0.48118773,80a7c46b
XCNUSDT,8c007547,2022-11-18 18:17:53,10,Close Long,Market,Trade,9140,0.0521100,Market,0.0006,0.28577124,4f315eae
XCNUSDT,8c007547,2022-11-18 18:17:53,10,Close Long,Market,Trade,6850,0.0521100,Market,0.0006,0.2141721,5de0ca12
XCNUSDT,96386188,2022-11-18 17:28:18,10,Open Long,Market,Trade,2960,0.0523000,Market,0.0006,0.0928848,98a77277
XCNUSDT,96386188,2022-11-18 17:28:18,10,Open Long,Market,Trade,5000,0.0523000,Market,0.0006,0.1569,675e4ae3
XCNUSDT,96386188,2022-11-18 17:28:18,10,Open Long,Market,Trade,8030,0.0523000,Market,0.0006,0.2519814,b3793e3e
