Item,Date,Month,Year,Payment_method,Operation_number,,,Bill_number,Article,Description,Colour,Quantity,Price,Total,Shipping_income,Shipping_outcome,Comision,Extras,CMV,Net_gain,Shipping_method,Province,CP,Status
280,20/9/2022,9,2022,EF,200000363358910,,,2303,8500,Nordic candle,Natural,2,2160,4320,0,0,0,0,2772,4320,Withdrawal,Buenos Aires,1727,I already pay everything
278,20/9/2022,9,2022,MP,200000363357989,,,1562,8500,Nordic candle,Natural,2,2750,5500,"294,99","294,99",955,0,2772,4545,Particular,Buenos Aires,1609,Retention imposed by Santa Fe taxes
279,20/9/2022,9,2022,MP,200000363357990,,,1563,8500,Nordic candle,Natural,1,2750,2750,"404,96","404,96","477,5",165,1386,"2107,5",Particular,Entre Ríos,3133,Retention imposed by Santa Fe taxes
281,21/9/2022,9,2022,MP,200000363358138,,,1564,8500,Nordic candle,Natural,1,2750,2750,"1007,24","1007,24","477,5",0,1386,"2272,5",Particular,Buenos Aires,1900,Retention imposed by Santa Fe taxes
282,29/9/2022,9,2022,TR,200000363358912,,,1565,8500,Nordic candle,Natural,2,2280,4560,544,"595,42",0,0,2772,"4508,58",Mail,Entre Ríos,3260,Extra by Cordoba taxes
283,30/9/2022,9,2022,MP,200000363358174,,,1566,5503,Puff ultra soft Ø 40,Lead,1,5890,5890,0,1045,"765,7",0,3020,"4079,3",Particular,Cordoba,2400,Retention imposed by Santa Fe taxes
284,12/10/2022,10,2022,EF,200000363358914,,,2304,5503,Puff ultra soft Ø 40,Natural,1,3500,3500,0,0,0,0,3020,3500,Withdrawal,Buenos Aires,1727,I already pay everything
285,12/10/2022,10,2022,MP,200000363358182,,,1567,5503,Puff ultra soft Ø 40,Lead,1,5890,5890,0,1045,"765,7",0,3020,"4079,3",Particular,Buenos Aires,8180,Retention imposed by Santa Fe taxes
286,13/10/2022,10,2022,MP,200000363357995,,,1568,8500,Nordic candle,Natural,1,2890,2890,0,0,"495,7",0,1386,"2394,3",Particular,Buenos Aires,1650,Retention imposed by Santa Fe taxes
287,14/10/2022,10,2022,MP,200000363358187,,,1569,8500,Nordic candle,Natural,1,2890,2890,"552,74","552,74","495,7",0,1386,"2394,3",Particular,Buenos Aires,1754,Retention imposed by Santa Fe taxes
288,14/10/2022,10,2022,MP,200000363358188,,,1570,1124T,2 Squares Tusor,Sand,1,19990,19990,0,"1337,49","2798,6",0,9871,"15853,91",Particular,Buenos Aires,1865,Retention imposed by Santa Fe taxes
289,14/10/2022,10,2022,MP,200000363358190,,,1571,8500,Nordic candle,Natural,1,2890,2890,"947,99","947,99","495,7",0,1386,"2394,3",Particular,Buenos Aires,7600,Retention imposed by Santa Fe taxes
290,14/10/2022,10,2022,MP,200000363358191,,,1572,8500,Nordic candle,Natural,1,2890,2890,"904,49","904,49","495,7",0,1386,"2394,3",Particular,Caba,1129,Retention imposed by Santa Fe taxes
291,15/10/2022,10,2022,MP,200000363357996,,,1573,8500,Nordic candle,Natural,2,2890,5780,"266,99","266,99","991,4",0,2772,"4788,6",Particular,Neuquén,8300,Extra by Chaco taxes
292,16/10/2022,10,2022,MP,200000363357997,,,1574,8500,Nordic candle,Natural,2,2890,5780,"501,99","501,99","991,4",0,2772,"4788,6",Particular,Buenos Aires,2752,Retention imposed by Santa Fe taxes
295,16/10/2022,10,2022,MP,200000363358195,,,1577,8500,Nordic candle,Natural,1,2890,2890,"803,99","803,99","495,7",0,1386,"2394,3",Particular,Buenos Aires,1826,Retention imposed by Santa Fe taxes
293,16/10/2022,10,2022,MP,200000363358000,,,1575,8500,Nordic candle,Natural,2,2890,5780,"501,99","501,99","991,4",0,2772,"4788,6",Particular,Caba,1428,Retention imposed by Santa Fe taxes
294,16/10/2022,10,2022,MP,200000363358194,,,1576,8500,Nordic candle,Natural,1,2890,2890,"904,49","904,49","495,7",0,1386,"2394,3",Particular,Caba,1426,Retention imposed by Santa Fe taxes
296,16/10/2022,10,2022,MP,200000363358196,,,1578,8500,Nordic candle,Natural,1,2890,2890,"684,99","684,99","495,7","53,62",1386,"2340,68",Particular,Cordoba,5900,Retention imposed by Santa Fe taxes
297,17/10/2022,10,2022,MP,200000363358001,,,1579,8500,Nordic candle,Natural,2,2890,5780,"956,99","956,99","991,4",0,2772,"4788,6",Particular,Tucumán,4000,Extra by Cordoba taxes
298,18/10/2022,10,2022,MP,200000363358205,,,1580,8500,Nordic candle,Natural,1,2890,2890,"684,99","684,99","495,7",0,1386,"2394,3",Particular,Buenos Aires,1925,Gross income tax retention due to lack of high Córdoba
300,18/10/2022,10,2022,MP,200000363358004,,,1582,8500,Nordic candle,Natural,2,2890,5780,"269,99","269,99","991,4",0,2772,"4788,6",Particular,Buenos Aires,1627,Extra by Cordoba taxes
302,18/10/2022,10,2022,MP,200000363358208,,,1584,8500,Nordic candle,Natural,1,2890,2890,"552,74","552,74","495,7",0,1386,"2394,3",Particular,Buenos Aires,1842,Extra by Cordoba taxes
303,18/10/2022,10,2022,MP,200000363358005,,,1585,8500,Nordic candle,Natural,2,2890,5780,"266,99","266,99","991,4",0,2772,"4788,6",Particular,Buenos Aires,1611,Extra by Cordoba taxes
305,18/10/2022,10,2022,MP,200000363358007,,,1587,8500,Nordic candle,Natural,2,2890,5780,"501,99","501,99","991,4",0,2772,"4788,6",Particular,Buenos Aires,1900,Extra by Cordoba taxes
299,18/10/2022,10,2022,TR,200000363358778,,,1581,8500,Nordic candle,Natural,1,2280,2280,"566,16",1200,0,0,1386,"1646,16",Other,Caba,1414,Extra by Cordoba taxes
301,18/10/2022,10,2022,MP,200000363358207,,,1583,8500,Nordic candle,Natural,1,2890,2890,"552,74","552,74","495,7",0,1386,"2394,3",Particular,Caba,1414,Extra by Cordoba taxes
304,18/10/2022,10,2022,MP,200000363358006,,,1586,8500,Nordic candle,Natural,2,2890,5780,"266,99","266,99","991,4",0,2772,"4788,6",Particular,Caba,1426,Extra by Cordoba taxes
306,19/10/2022,10,2022,MP,200000363358209,,,1588,8500,Nordic candle,Natural,1,2890,2890,"904,49","904,49","495,7",0,1386,"2394,3",Particular,Caba,1429,Extra by Cordoba taxes
311,19/10/2022,10,2022,MP,200000363358011,,,1590,8500,Nordic candle,Natural,2,3090,6180,"461,99","461,99","1043,4",0,2772,"5136,6",Particular,Buenos Aires,7600,Extra by Rio Negro taxes
309,19/10/2022,10,2022,MP,200000363358210,,,1590,8500,Nordic candle,Natural,1,3090,3090,"1184,99","1184,99","521,7",0,1386,"2568,3",Particular,Buenos Aires,6000,Extra by Rio Negro taxes
310,19/10/2022,10,2022,MP,200000363358211,,,1590,8500,Nordic candle,Natural,1,3090,3090,"552,74","552,74","521,7",0,1386,"2568,3",Particular,Caba,1414,Extra by Rio Negro taxes
307,19/10/2022,10,2022,MP,200000363358009,,,1589,8500,Nordic candle,Natural,2,2890,5780,0,0,"991,4","86,7",2772,"4701,9",Particular,Río Negro,8400,Extra by Rio Negro taxes
308,19/10/2022,10,2022,TR,200000363358915,,,1590,5503,Puff ultra soft Ø 40,Natural,1,5890,5890,0,600,0,0,3020,5290,Other,Buenos Aires,1826,Retention imposed by Santa Fe taxes
313,20/10/2022,10,2022,MP,200000363358222,,,1591,8500,Nordic candle,Natural,1,3090,3090,"904,49","904,49","521,7",0,1386,"2568,3",Particular,Caba,1427,Retention imposed by Santa Fe taxes
312,20/10/2022,10,2022,MP,200000363358217,,,1590,5503,Puff ultra soft Ø 40,Lead,1,5890,5890,1045,0,"765,7","265,05",3020,"5904,25",Particular,Santa Fe,2300,Retention imposed by Santa Fe taxes
315,22/10/2022,10,2022,MP,200000363358017,,,1593,8500,Nordic candle,Natural,1,3090,3090,0,0,"521,7","46,35",1386,"2521,95",Particular,Cordoba,5014,Extra by Cordoba taxes
314,22/10/2022,10,2022,MP,200000363358015,,,1592,8500,Nordic candle,Natural,2,3090,6180,"226,99","226,99","1043,4",0,2772,"5136,6",Particular,Caba,1241,Retention imposed by Santa Fe taxes
316,23/10/2022,10,2022,MP,200000363358236,,,1594,8500,Nordic candle,Natural,1,3090,3090,"747,99","747,99","521,7",0,1386,"2568,3",Particular,Buenos Aires,1617,Extra by Cordoba taxes
317,24/10/2022,10,2022,MP,200000363358020,,,1595,8500,Nordic candle,Natural,2,3090,6180,"226,99","226,99","1043,4",0,2772,"5136,6",Particular,Buenos Aires,1987,Extra by Cordoba taxes
318,24/10/2022,10,2022,MP,200000363358235,,,1596,8500,Nordic candle,Natural,1,3090,3090,"1004,99","1004,99","521,7",0,1386,"2568,3",Particular,Caba,1406,Extra by Cordoba taxes
319,24/10/2022,10,2022,MP,200000363358238,,,1597,8500,Nordic candle,Natural,1,3090,3090,"1007,24","1007,24","521,7","184,38",1386,"2383,92",Particular,Santa Fe,2000,Retention imposed by Santa Fe taxes
329,25/10/2022,10,2022,MP,200000363358021,,,1599,1124T,2 Squares Tusor,Silver,1,19990,19990,0,"1337,49","2798,6",0,10759,"15853,91",Particular,Buenos Aires,1826,Retention imposed by Santa Fe taxes
330,25/10/2022,10,2022,MP,200000363358239,,,1600,8500,Nordic candle,Natural,1,3090,3090,"803,99","803,99","521,7",0,1386,"2568,3",Particular,Buenos Aires,1704,Retention imposed by Santa Fe taxes
320,25/10/2022,10,2022,MP,200000363358022,,,1598,8500,Nordic candle,Natural,2,3090,6180,"461,99","461,99","1043,4","278,1",2772,"4858,5",Particular,Santa Fe,2246,Retention imposed by Santa Fe taxes
321,26/10/2022,10,2022,TR,200000363358917,,,2305,14014,Nordic Tusor Square Fund,Silver,2,10100,20200,1000,"1249,11",0,0,12486,"19950,89",Mail,Buenos Aires,6620,He already transferred
324,26/10/2022,10,2022,TR,200000363358916,,,2304,14124,Nordic case 2 Tusor,Lead,1,15500,15500,0,0,0,0,9618,15500,Mail,Buenos Aires,1727,I already pay everything
325,26/10/2022,10,2022,TR,200000363358918,,,2305,3110T,Case 55 * 80 tusor,Lead,2,2600,5200,0,0,0,0,3134,15500,Mail,Buenos Aires,1727,I already pay everything
322,26/10/2022,10,2022,TR,200000363358919,,,2306,3008N,Pillow 45 * 45 Bee nest,Natural,2,2300,4600,0,0,0,0,2862,4600,Mail,Buenos Aires,1727,I already pay everything
326,26/10/2022,10,2022,TR,200000363358920,,,2306,14124,Nordic case 2 Tusor,Natural,1,15500,15500,0,0,0,0,9618,4600,Mail,Buenos Aires,1727,I already pay everything
328,26/10/2022,10,2022,TR,200000363358921,,,2307,5613,2 seat bee nest foot,Natural,1,4800,4800,0,0,0,0,5046,15500,Mail,Buenos Aires,1727,I already pay everything
323,26/10/2022,10,2022,TR,200000363358779,,,2250,3110T,Case 55 * 80 tusor,Silver,2,2600,5200,0,0,0,0,3134,5200,Mail,Buenos Aires,1727,Paid
327,26/10/2022,10,2022,TR,200000363358780,,,2250,3110T,Case 55 * 80 tusor,Natural,2,2600,5200,0,0,0,0,3134,5200,Mail,Buenos Aires,1727,Paid
331,26/10/2022,10,2022,MP,200000363358240,,,1601,8500,Nordic candle,Natural,1,3090,3090,"552,74","552,74","521,7",0,1386,"2568,3",Particular,Buenos Aires,1617,Retention imposed by Santa Fe taxes
333,26/10/2022,10,2022,MP,200000363358026,,,1603,8500,Nordic candle,Natural,2,3090,6180,"461,99","461,99","1043,4",0,2772,"5136,6",Particular,Buenos Aires,6553,Retention imposed by Santa Fe taxes
332,26/10/2022,10,2022,MP,200000363358025,,,1602,8500,Nordic candle,Natural,2,3090,6180,"226,99","226,99","1043,4",0,2772,"5136,6",Particular,Caba,1426,Retention imposed by Santa Fe taxes
336,27/10/2022,10,2022,MP,200000363358243,,,1606,8500,Nordic candle,Natural,1,3090,3090,"2064,99","2064,99","521,7","77,32",1386,"2490,98",Particular,Santa Cruz,9311,Extra by Santa Cruz taxes
334,27/10/2022,10,2022,MP,200000363358241,,,1604,8500,Nordic candle,Natural,1,3090,3090,"947,99","947,99","521,7",0,1386,"2568,3",Particular,Buenos Aires,1900,Retention imposed by Santa Fe taxes
335,27/10/2022,10,2022,MP,200000363358242,,,1605,8500,Nordic candle,Natural,1,3090,3090,"552,74","552,74","521,7",0,1386,"2568,3",Particular,Caba,1414,Retention imposed by Santa Fe taxes
337,28/10/2022,10,2022,MP,200000363358244,,,1607,8500,Nordic candle,Natural,1,3090,3090,"552,74","552,74","521,7",0,1386,"2568,3",Particular,Buenos Aires,2740,Extra by Santa Cruz taxes
338,29/10/2022,10,2022,MP,200000363358245,,,1608,8500,Nordic candle,Natural,1,3090,3090,"1066,49","1066,49","521,7",0,1386,"2568,3",Particular,Buenos Aires,6740,Go for Buspack
345,30/10/2022,10,2022,MP,200000363358249,,,1612,8500,Nordic candle,Natural,1,3090,3090,"784,99","784,99","521,7","58,12",1386,"2510,18",Particular,Buenos Aires,1757,Extra by Mendoza taxes
342,30/10/2022,10,2022,TR,200000363358923,,,2308,1114T,1/2 tusor square,Silver,4,9243,36972,0,0,0,0,33612,36972,Other,Buenos Aires,1727,He already transferred
343,30/10/2022,10,2022,MP,200000363358925,,,2309,1125T,2 Cover Tusor places,Natural,1,18700,18700,700,1068,"701,8",0,11029,"17630,2",Mail,Buenos Aires,1846,Paid
344,30/10/2022,10,2022,MP,200000363358248,,,1612,8500,Nordic candle,Natural,1,3090,3090,"803,99","803,99","521,7",0,1386,"2568,3",Particular,Buenos Aires,1640,Retention imposed by Santa Fe taxes
340,30/10/2022,10,2022,MP,200000363358029,,,1610,8500,Nordic candle,Natural,2,3090,6180,"226,99","226,99","1043,4",0,2772,"5136,6",Particular,Caba,1414,Retention imposed by Santa Fe taxes
341,30/10/2022,10,2022,MP,200000363358247,,,1611,8500,Nordic candle,Natural,1,3090,3090,"791,99","791,99","521,7",0,1386,"2568,3",Particular,Caba,1425,Retention imposed by Santa Fe taxes
339,30/10/2022,10,2022,MP,200000363358246,,,1609,8500,Nordic candle,Natural,1,3090,3090,"1184,99","1184,99","521,7","192,37",1386,"2375,93",Particular,Santa Fe,3000,Retention imposed by Santa Fe taxes
349,1/11/2022,11,2022,MP,200000363358252,,,1615,8500,Nordic candle,Natural,1,3090,3090,"684,99","684,99","521,7",0,1386,"2568,3",Particular,Buenos Aires,8000,Extra by Jujuy taxes
351,1/11/2022,11,2022,MP,200000363358254,,,1617,8500,Nordic candle,Natural,1,3090,3090,"803,99","803,99","521,7",0,1386,"2568,3",Particular,Buenos Aires,1667,Extra by Jujuy taxes
352,1/11/2022,11,2022,MP,200000363358034,,,1618,8500,Nordic candle,Natural,1,3090,3090,0,0,"521,7","46,35",1386,"2521,95",Particular,Cordoba,5021,Extra by Jujuy taxes
348,1/11/2022,11,2022,MP,200000363358251,,,1614,8500,Nordic candle,Natural,1,3090,3090,"1569,99","1569,99","521,7","69,9",1386,"2498,4",Particular,Jujuy,4600,Extra by Jujuy taxes
346,1/11/2022,11,2022,MP,200000363358250,,,1612,8500,Nordic candle,Natural,1,3090,3090,"1579,99","1579,99","521,7","70,05",1386,"2498,25",Particular,Salta,4530,Extra by Salta taxes
350,1/11/2022,11,2022,MP,200000363358253,,,1616,8500,Nordic candle,Natural,1,3090,3090,"904,49","904,49","521,7",0,1386,"2568,3",Particular,Caba,1419,Extra by Mendoza taxes
347,1/11/2022,11,2022,MP,200000363358033,,,1613,8500,Nordic candle,Natural,2,3090,6180,"226,99","226,99","1043,4",0,2772,"5136,6",Particular,Buenos Aires,1633,Extra by Santa Cruz taxes
353,3/11/2022,11,2022,EF,200000363358781,,,2251,1124T,2 Squares Tusor,Natural,1,11000,11000,0,0,0,0,10759,11000,Withdrawal,Misiones,3334,Paris
354,10/11/2022,11,2022,TR,200000363358922,,,2307,1124T,2 Squares Tusor,Lead,3,11835,35505,0,0,0,0,32277,35505,Other,Buenos Aires,1727,He already transferred
355,11/11/2022,11,2022,MP,200000363358258,,,1619,5503,Puff ultra soft Ø 40,Lead,1,5890,5890,0,1255,"765,7",9,3020,"3860,3",Particular,Buenos Aires,1636,Extra by Jujuy taxes
357,15/11/2022,11,2022,EF,200000363358926,,,2309,1114T,1/2 tusor square,Lead,7,9243,64701,0,0,0,0,58821,64701,Other,Misiones,3334,Extra by Cordoba taxes
356,15/11/2022,11,2022,EF,200000363358924,,,2308,1114T,1/2 tusor square,Cigar,2,9243,18486,0,0,0,0,16806,18486,Other,Misiones,3334,Extra by Cordoba taxes
358,22/11/2022,11,2022,EF,200000363358782,,,2251,1124T,2 Squares Tusor,Silver,1,11835,11835,0,0,0,0,10759,11835,Other,Misiones,3334,Extra by Cordoba taxes
359,22/11/2022,11,2022,EF,200000363358927,,,2310,1124T,2 Squares Tusor,Lead,2,11835,23670,0,0,0,0,21518,23670,Other,Buenos Aires,1727,He already transferred
360,22/11/2022,11,2022,EF,200000363358929,,,2311,1134T,2 1/2 Plazas Tusor,Cigar,1,14838,14838,0,0,0,0,13489,14838,Other,Buenos Aires,1727,He already transferred
361,22/11/2022,11,2022,EF,200000363358931,,,2312,1134T,2 1/2 Plazas Tusor,Lead,2,14838,29676,0,0,0,0,26978,29676,Other,Buenos Aires,1727,He already transferred
362,22/11/2022,11,2022,EF,200000363358783,,,2252,1134T,2 1/2 Plazas Tusor,Natural,1,14838,14838,0,0,0,0,13489,14838,Other,Buenos Aires,1727,Paid
363,23/11/2022,11,2022,MP,200000363358038,,,1620,1114,1/2 Gabardina/Pique Square,Bambi,1,14990,14990,0,"1472,49","2847,2",0,7785,"10670,31",Particular,Buenos Aires,1757,Extra by Jujuy taxes
364,23/11/2022,11,2022,MP,200000363358039,,,1620,1015,Cover Plaza Gabardina/Pique,Pink circus,1,4490,4490,0,0,0,0,2500,4490,Particular,Buenos Aires,1757,Extra by Mendoza taxes
365,24/11/2022,11,2022,EF,200000363358928,,,2310,5613,2 seat bee nest foot,Lead,1,5800,5800,0,0,0,0,1600,5800,Withdrawal,Buenos Aires,1727,He already transferred
369,25/11/2022,11,2022,MP,200000363358042,,,1622,8500,Nordic candle,Natural,2,2990,5980,0,0,"1017,4",0,3326,"4962,6",Particular,Buenos Aires,1872,Extra by Cordoba taxes
366,25/11/2022,11,2022,MP,200000363358040,,,1621,1015,Cover Plaza Gabardina/Pique,Pink animals,1,4490,4490,"721,99","721,99","1497,2","145,53",2500,"2847,27",Particular,Cordoba,5166,Extra by Cordoba taxes
367,25/11/2022,11,2022,MP,200000363358041,,,1621,1015,Cover Plaza Gabardina/Pique,Dino,1,4490,4490,0,0,0,0,2500,4490,Particular,Cordoba,5166,Extra by Cordoba taxes
370,27/11/2022,11,2022,MP,200000363358314,,,1623,8500,Nordic candle,Natural,1,2990,2990,"644,99","644,99","508,7",0,1663,"2481,3",Particular,Buenos Aires,1653,Extra by Cordoba taxes
368,28/11/2022,11,2022,EF,200000363358930,,,2311,8500,Nordic candle,Natural,1,2600,2600,,,,,1663,2600,Withdrawal,Buenos Aires,1727,He already transferred
373,29/11/2022,11,2022,MP,200000363358045,,,1626,8500,Nordic candle,Natural,2,2990,5980,"396,99","396,99","1017,4",0,3326,"4962,6",Particular,Caba,1202,Extra by Chubut taxes
372,29/11/2022,11,2022,MP,200000363358317,,,1625,8500,Nordic candle,Natural,1,2990,2990,"1849,99","1849,99","508,7","72,6",1663,"2408,7",Particular,Chubut,9020,Extra by Chubut taxes
371,29/11/2022,11,2022,MP,200000363358044,,,1624,8500,Nordic candle,Natural,2,2990,5980,0,0,"1017,4","358,3",3326,"4604,3",Particular,Entre Ríos,3190,Retention imposed by Santa Fe taxes
374,30/11/2022,11,2022,MP,200000363358319,,,1627,3500,Nidito p/breaming pillow,Space,1,2490,2490,"1304,99","1304,99","443,7","170,77",1567,"1875,53",Particular,Santa Fe,3000,Retention imposed by Santa Fe taxes
377,1/12/2022,12,2022,MP,200000363358049,,,1630,8500,Nordic candle,Natural,1,2990,2990,0,0,"508,7",0,1663,"2481,3",Particular,Buenos Aires,1629,Extra by Chubut taxes
375,1/12/2022,12,2022,MP,200000363358048,,,1628,8500,Nordic candle,Natural,2,2990,5980,"1687,45","1687,45","1017,4","115,01",3326,"4847,59",Particular,Chubut,9020,Extra by Chubut taxes
376,1/12/2022,12,2022,MP,200000363358320,,,1629,8500,Nordic candle,Natural,1,2990,2990,"1349,99","1349,99","508,7","65,1",1663,"2416,2",Particular,Cordoba,2581,Extra by Cordoba taxes
378,2/12/2022,12,2022,MP,200000363358050,,,1631,8500,Nordic candle,Natural,2,2990,5980,"396,99","396,99","1017,4",0,3326,"4962,6",Particular,Buenos Aires,7114,Extra by Chubut taxes
380,2/12/2022,12,2022,MP,200000363358053,,,1633,8500,Nordic candle,Natural,2,2990,5980,"396,99","396,99","1017,4",0,3326,"4962,6",Particular,Buenos Aires,1804,Gross income tax retention due to lack of high Córdoba
379,2/12/2022,12,2022,MP,200000363358051,,,1632,8500,Nordic candle,Natural,1,2990,2990,"644,99","644,99","508,7",0,1663,"2481,3",Particular,Caba,1417,Extra by Cordoba taxes
381,2/12/2022,12,2022,MP,200000363358054,,,1634,8500,Nordic candle,Natural,2,2990,5980,"349,34","349,34","1017,4","94,94",3326,"4867,66",Particular,San Luis,5881,Extra by San Luis taxes
382,3/12/2022,12,2022,MP,200000363358055,,,1635,8500,Nordic candle,Natural,2,2990,5980,"1201,99","1201,99","1017,4","107,73",3326,"4854,87",Particular,Mendoza,5533,Extra by Mendoza taxes
383,4/12/2022,12,2022,MP,200000363358056,,,1636,8500,Nordic candle,Natural,1,2990,2990,0,0,"508,7",0,1663,"2481,3",Particular,Buenos Aires,1757,Extra by Mendoza taxes
389,5/12/2022,12,2022,MP,200000363358321,,,1642,8500,Nordic candle,Natural,1,2990,2990,"849,99","849,99","508,7",0,1663,"2481,3",Particular,Buenos Aires,7109,Extra by Cordoba taxes
387,5/12/2022,12,2022,MP,200000363358061,,,1640,8500,Nordic candle,Natural,2,2990,5980,667,667,"1017,4",0,3326,"4962,6",Particular,Caba,1425,Extra by Cordoba taxes
385,5/12/2022,12,2022,MP,200000363358059,,,1638,8500,Nordic candle,Natural,3,2990,8970,0,0,"1526,1","134,55",4989,"7309,35",Particular,Cordoba,5152,Extra by Cordoba taxes
388,5/12/2022,12,2022,MP,200000363358062,,,1641,8500,Nordic candle,Natural,1,2990,2990,0,0,"508,7","44,85",1663,"2436,45",Particular,Cordoba,5109,Extra by Cordoba taxes
386,5/12/2022,12,2022,MP,200000363358060,,,1639,8500,Nordic candle,Natural,2,2990,5980,"358,46","358,46","1017,4",0,3326,"4962,6",Particular,Tucumán,4105,Extra by Cordoba taxes
384,5/12/2022,12,2022,MP,200000363358058,,,1637,8500,Nordic candle,Natural,3,2990,8970,"1187,99","1187,99","1526,1","152,37",4989,"7291,53",Particular,La Rioja,8200,Paid
390,6/12/2022,12,2022,MP,200000363358322,,,1643,8500,Nordic candle,Natural,1,2990,2990,"1084,99","1084,99","508,7",0,1663,"2481,3",Particular,Buenos Aires,1900,Extra by Cordoba taxes
392,6/12/2022,12,2022,MP,200000363358064,,,1645,3500,Nidito p/breaming pillow,Rainbow,1,2990,2990,"973,24","973,24","508,7",0,1300,"2481,3",Particular,Buenos Aires,1879,Extra by Cordoba taxes
393,6/12/2022,12,2022,MP,200000363358065,,,1646,8500,Nordic candle,Natural,2,2990,5980,667,667,"1017,4","99,7",3326,"4862,9",Particular,Cordoba,5000,Extra by Cordoba taxes
396,6/12/2022,12,2022,MP,200000363358068,,,1649,8500,Nordic candle,Natural,1,2990,2990,"644,99","644,99","508,7",0,1663,"2481,3",Particular,Buenos Aires,1641,Extra by Rio Negro taxes
395,6/12/2022,12,2022,MP,200000363358066,,,1648,8500,Nordic candle,Natural,2,2990,5980,"396,99","396,99","1017,4",0,3326,"4962,6",Particular,Caba,1163,Extra by Rio Negro taxes
391,6/12/2022,12,2022,MP,200000363358063,,,1644,8500,Nordic candle,Natural,5,2990,14950,"1454,99","1454,99","2543,5","246,07",8315,"12160,43",Particular,Río Negro,8324,Extra by Rio Negro taxes
394,6/12/2022,12,2022,MP,200000363358323,,,1647,8500,Nordic candle,Natural,1,2990,2990,"1729,99","1729,99","508,7","70,8",1663,"2410,5",Particular,Río Negro,8500,Extra by Rio Negro taxes
397,7/12/2022,12,2022,MP,200000363358069,,,1650,8500,Nordic candle,Natural,4,2990,11960,0,0,"2034,8",0,6652,"9925,2",Particular,Buenos Aires,1629,Extra by Rio Negro taxes
398,7/12/2022,12,2022,MP,200000363358070,,,1651,8500,Nordic candle,Natural,2,2990,5980,667,667,"1017,4",0,3326,"4962,6",Particular,Buenos Aires,7607,Extra by Rio Negro taxes
399,9/12/2022,12,2022,MP,200000363358327,,,1652,8500,Nordic candle,Natural,1,2990,2990,"552,74","552,74","508,7",0,1663,"2481,3",Particular,Caba,1425,Extra by Rio Negro taxes
401,10/12/2022,12,2022,MP,200000363358336,,,1654,8500,Nordic candle,Natural,1,2990,2990,"915,99","915,99","508,7",0,1663,"2481,3",Particular,Caba,1429,Extra by Salta taxes
400,10/12/2022,12,2022,MP,200000363358071,,,1653,8500,Nordic candle,Natural,2,2990,5980,0,0,"1017,4",0,3326,"4962,6",Particular,Buenos Aires,8000,Extra by Rio Negro taxes
402,10/12/2022,12,2022,EF,200000363358932,,,2312,8500,Nordic candle,Natural,1,2660,2660,0,0,0,0,1663,2660,Withdrawal,Buenos Aires,1727,He already transferred
403,12/12/2022,12,2022,MP,200000363358353,,,1655,8500,Nordic candle,Natural,1,3190,3190,"1294,99","1294,99","534,7","67,27",1663,"2588,03",Particular,Entre Ríos,3150,Extra by Entre Rios taxes
404,15/12/2022,12,2022,MP,200000363358394,,,1656,8500,Nordic candle,Natural,1,3090,3090,1030,1030,"521,7",0,1663,"2568,3",Particular,Buenos Aires,1765,Extra by Entre Rios taxes
407,16/12/2022,12,2022,MP,200000363358398,,,1659,8500,Nordic candle,Natural,1,3090,3090,645,645,"521,7",0,1663,"2568,3",Particular,Buenos Aires,1605,Extra by Entre Rios taxes
406,16/12/2022,12,2022,MP,200000363358074,,,1658,8500,Nordic candle,Natural,2,3090,6180,872,872,"1043,4","105,78",3326,"5030,82",Particular,Entre Ríos,2820,Extra by Entre Rios taxes
405,16/12/2022,12,2022,MP,200000363358396,,,1657,1015,Cover Plaza Gabardina/Pique,Elephant,2,4490,8980,427,427,"1497,2",0,5000,"7482,8",Particular,Caba,1419,Extra by Jujuy taxes
408,17/12/2022,12,2022,MP,200000363358076,,,1660,8500,Nordic candle,Natural,2,3090,6180,647,647,"1043,4",0,3326,"5136,6",Particular,Buenos Aires,6720,Extra by Entre Rios taxes
409,19/12/2022,12,2022,MP,200000363358077,,,1661,8500,Nordic candle,Natural,2,3090,6180,647,647,"1043,4",0,3326,"5136,6",Particular,Buenos Aires,8000,Extra by Jujuy taxes
412,19/12/2022,12,2022,MP,200000363358079,,,1664,8500,Nordic candle,Natural,3,3090,9270,0,0,"1565,1",0,4989,"7704,9",Particular,Buenos Aires,1669,Extra by Mendoza taxes
410,19/12/2022,12,2022,MP,200000363358078,,,1662,8500,Nordic candle,Natural,4,3090,12360,1199,1199,"2086,8","203,38",6652,"10069,82",Particular,Mendoza,5505,Extra by Mendoza taxes
411,19/12/2022,12,2022,MP,200000363358414,,,1663,8500,Nordic candle,Natural,1,3090,3090,1230,1230,"521,7","194,4",1663,"2373,9",Particular,Santa Fe,3000,Paid
414,20/12/2022,12,2022,MP,200000363358080,,,1666,8500,Nordic candle,Natural,2,3090,6180,647,647,"1043,4",0,3326,"5136,6",Particular,Buenos Aires,1644,Extra by Mendoza taxes
415,20/12/2022,12,2022,MP,200000363358081,,,1667,8500,Nordic candle,Natural,1,3090,3090,0,0,"521,7",0,1663,"2568,3",Particular,Buenos Aires,1884,Extra by Mendoza taxes
416,20/12/2022,12,2022,MP,200000363358082,,,1668,8500,Nordic candle,Natural,2,"2935,5",5871,678,678,"1003,24",0,3326,"4867,76",Particular,Buenos Aires,6000,Extra by Mendoza taxes
