Date,ID,Title,Ad views,Ad skips,Credits," Ad, USD "," Token, USD "," Gross, USD "," Net, USD ", Ad rate ,TOTAL EARNED
11/7/2023,ad30b773-6f6a-40c3-81de-5307c19f6e47,Mushroom psychedelic ,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/7/2023,0884df0d-f34a-4dd1-a8c5-4aeefd42c03f,Fuzzy Monster,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/7/2023,468623e4-c6af-40c4-9e67-8daa1d98170f,Mushrooms,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/7/2023,0998a882-60e4-49c1-823d-4732e80f1d76,Scavenger  2,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/7/2023,dcfdfde9-4aaf-4d4d-8707-2f9853a22f51,Mushrooms,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/7/2023,f865524b-490e-4584-aee0-4f0b20a38714,Trippy Flower Pattern,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/7/2023,fa9a1b79-4c63-4a90-a750-4fe4b094b8b2,Cross,0,1,10, $ 0.01 , $ 0.01 , $ 0.02 , $ 0.01 , $ 0.02 ,
11/7/2023,412059d4-d377-4c4c-9659-966f989d9b49,Colorful Parrot,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/7/2023,8109a287-367c-426f-a74c-1e25c2abe914,Watercolor Windmill,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/8/2023,0646a9a1-60ef-4a2e-9ef6-7541f7565352,Ozzy Zombie,1,0,10, $ 0.01 , $ 0.01 , $ 0.02 , $ 0.01 , $ 0.02 ,
11/8/2023,53d842b5-bfbb-4ca1-9d7e-d9a3eb96c9eb,Green Dreamcatcher,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/8/2023,4137148b-82af-4f34-8a06-96706c87467e,Silly Monster,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/8/2023,afc284aa-b620-4b0e-b053-ff778300d27a,Subaru-WRX,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/8/2023,b8f81358-e421-4953-b064-624508fd77a8,Roses at Night,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/8/2023,d8fd25e6-236b-4f3e-b688-4e80911a4ac8,Dragon Cub,1,1,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
11/8/2023,475d7b94-d380-4341-8e8f-c2ef9492d65f,Fluffy Dragon Cub,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/8/2023,3b757a2e-522d-4f0d-997f-f7301c7b1dd5,USA,0,1,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/8/2023,f865524b-490e-4584-aee0-4f0b20a38714,Trippy Flower Pattern,0,0,20, $ -   , $ 0.02 , $ 0.02 , $ 0.01 , $ 0.02 ,
11/8/2023,f5361651-5e2b-409d-965c-b3980cb6eba6,Blue Watercolor Deer,0,0,50, $ -   , $ 0.05 , $ 0.05 , $ 0.03 , $ 0.02 ,
11/8/2023,0557d7d6-9ac7-4494-9a43-2499a91afaa7,Depressed Thoughts,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/8/2023,4c5e8bfb-487a-444e-8444-63cb3a24a712,Opal and Pink Dragon,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/8/2023,cbb4f179-1678-4cbb-9f3d-66f54f2e0604,Dreamcatcher,0,1,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/8/2023,b18a600d-4b4f-41f0-a92c-2861ad0b3fda,Gorilla,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/8/2023,fa9a1b79-4c63-4a90-a750-4fe4b094b8b2,Cross,2,0,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
11/8/2023,aa295feb-4b02-4689-b118-0b428f5d053e,Cross,2,0,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
11/8/2023,fe3911f5-d36b-4b2a-9784-83c85f49ffc5,WRX in a Jungle,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/8/2023,fd27161e-d8c6-4118-89a3-cca227c0b813,"Nebula, planet, Clouds",1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/8/2023,59b66c58-3597-44a2-b832-239eb7690c2c,Bird,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/8/2023,74cbf145-cd00-40ea-a1f4-3ebe65b77d46,Scavenger ,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/8/2023,1026da8a-531c-4ff1-bf0d-d42af8c75e1f,Wolf,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/8/2023,5ff2646b-1988-42c9-b286-f6437a21c68a,Cross,7,0,0, $ 0.12 , $ -   , $ 0.12 , $ 0.08 , $ 0.02 ,
11/8/2023,3c0de4f7-f400-4cf7-9698-193d329d3ece,Sunflower owl,2,0,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
11/8/2023,9848fcd6-ae9c-480f-8bc8-b950395fa1bf,Tiger and Treasure,2,0,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
11/8/2023,e6ade520-420e-4f0b-bbad-469b36a00c71,Glowing Mushroom House,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/8/2023,91e23f08-9e52-45b9-b9b8-9ca2381da36b,Owl,2,0,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
11/8/2023,73aec196-3b36-4fe1-ab21-73ed39d996fa,Fireworks Show,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/8/2023,73959911-8945-40bd-8a99-5e8683ea28b2,Dragon,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/8/2023,a6df1381-bb7c-418c-b118-88f31fa1348b,Fireworks on the Beach,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/8/2023,3e5b24f8-a338-4702-b6e1-fbc6d5055317,Lava Wax Liquid 2,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/8/2023,32999e27-ca0c-415e-a823-d35c0456f77a,Slime World,0,1,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/8/2023,cac396cd-4e1d-449c-8ce4-b16daf1e0375,Dragon Pup,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/9/2023,4291597d-4db1-4e5c-adfb-c7a226ff92b2,Fourth Of July,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/9/2023,e161a627-ba7a-4129-bd55-f2a73ea7190f,Cupcakes and Flowers,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/9/2023,84a7ac91-fd67-4a88-b703-5c084bde7077,Colorful Animal,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/9/2023,59f923b0-27b4-401f-94da-1d353420f518,Stormy Street,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/9/2023,8ff3e5bc-4e32-4ad9-9065-49b247fcfda3,Skeleton  Warrior,2,0,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
11/9/2023,cc98a703-046d-431d-a91b-a79f0f0b1b01,Paint Splat Rose,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/9/2023,cbb4f179-1678-4cbb-9f3d-66f54f2e0604,Dreamcatcher,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/9/2023,6d0ce11e-753a-452c-b150-febf6b75a37f,Ballerina ,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/9/2023,cbcf0cb5-280e-4a67-b176-3d18dafab31f,Rose on a Starry Night,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/9/2023,a6a9e15a-43f0-49b1-bea8-3da6fe48f1d6,Skulls,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/9/2023,91e23f08-9e52-45b9-b9b8-9ca2381da36b,Owl,4,0,0, $ 0.06 , $ -   , $ 0.06 , $ 0.04 , $ 0.02 ,
11/9/2023,ce6ae690-7cf1-4ac6-8426-dfb97e622b27,Rose,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/9/2023,5ff2646b-1988-42c9-b286-f6437a21c68a,Cross,5,2,0, $ 0.11 , $ -   , $ 0.11 , $ 0.08 , $ 0.02 ,
11/9/2023,aa295feb-4b02-4689-b118-0b428f5d053e,Cross,4,2,0, $ 0.10 , $ -   , $ 0.10 , $ 0.07 , $ 0.02 ,
11/9/2023,aee017fc-49be-4520-8f22-620bce140116,Magical Coffee,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/9/2023,a070c49e-44a5-4d9d-a15b-690997839481,Mermaid,0,1,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/9/2023,b8f81358-e421-4953-b064-624508fd77a8,Roses at Night,2,0,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
11/9/2023,d8fd25e6-236b-4f3e-b688-4e80911a4ac8,Dragon Cub,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/9/2023,44689e41-a414-416a-8efb-c0ec6835ab7c,Flower and Stars,2,0,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
11/9/2023,3c0de4f7-f400-4cf7-9698-193d329d3ece,Sunflower owl,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/9/2023,51980ae4-692c-4942-9324-1bc31c646ab2,Fire Dragon 2,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/10/2023,ce6ae690-7cf1-4ac6-8426-dfb97e622b27,Rose,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/10/2023,468623e4-c6af-40c4-9e67-8daa1d98170f,Mushrooms,1,0,10, $ 0.01 , $ 0.01 , $ 0.02 , $ 0.01 , $ 0.02 ,
11/10/2023,d8fd25e6-236b-4f3e-b688-4e80911a4ac8,Dragon Cub,2,0,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
11/10/2023,9f56bea4-cc6b-4c25-a3fa-30e3b3d4f6f9,Paint Bubbles,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/10/2023,b678c1aa-7397-46e9-a79c-67a5833381e9,Zombiepunk,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/10/2023,5ff2646b-1988-42c9-b286-f6437a21c68a,Cross,2,1,0, $ 0.04 , $ -   , $ 0.04 , $ 0.03 , $ 0.02 ,
11/10/2023,aa295feb-4b02-4689-b118-0b428f5d053e,Cross,4,2,10, $ 0.09 , $ 0.01 , $ 0.10 , $ 0.07 , $ 0.02 ,
11/10/2023,4c5e8bfb-487a-444e-8444-63cb3a24a712,Opal and Pink Dragon,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/10/2023,44689e41-a414-416a-8efb-c0ec6835ab7c,Flower and Stars,1,1,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
11/10/2023,3d4ae547-3ddb-45ad-98ea-19b5f3874d19,Pattern,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/10/2023,3e5b24f8-a338-4702-b6e1-fbc6d5055317,Lava Wax Liquid 2,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/10/2023,4291597d-4db1-4e5c-adfb-c7a226ff92b2,Fourth Of July,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/10/2023,66098d00-4ccb-4448-8699-83694c7d6f6e,Purple Sparkling Owl,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/10/2023,05610e05-29d8-45e8-bdd3-57015ffb9319,Red White Blue Paint,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/10/2023,ff69f695-74c8-4ffb-ae23-12a4a0f16d65,Cyberpunk Zombie,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/10/2023,913060dc-9235-45ef-8828-95db00cc180e,Skull,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/10/2023,929599e5-53e5-46ee-b03d-de25fee9d9f1,Scary Clown,1,1,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
11/10/2023,4ef758e4-e7e8-4088-8530-f8430efd06b5,Cosmic Dog,0,1,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/10/2023,ad30b773-6f6a-40c3-81de-5307c19f6e47,Mushroom psychedelic ,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/10/2023,f741cbf4-f18a-44ac-bd8d-6f6198ecc420,Bubble World,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/10/2023,820b9a00-bb5c-4013-8eb4-c77433e9c2d1,Tree Stump House,2,0,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
11/10/2023,91e23f08-9e52-45b9-b9b8-9ca2381da36b,Owl,3,0,0, $ 0.04 , $ -   , $ 0.04 , $ 0.03 , $ 0.02 ,
11/10/2023,98cc706c-9713-427e-80df-5d2ef53f53d5,Rose by the Waterfall,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/10/2023,0646a9a1-60ef-4a2e-9ef6-7541f7565352,Ozzy Zombie,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/10/2023,4d3ec1b7-35c6-4e8e-a1d7-b8d244d9c37d,Fantasy Kitty,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/10/2023,fa9a1b79-4c63-4a90-a750-4fe4b094b8b2,Cross,2,0,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
11/10/2023,875c1a80-7e99-4cb3-9a50-bdecdd86a85b,Wolf,0,0,100, $ -   , $ 0.10 , $ 0.10 , $ 0.07 , $ 0.02 ,
11/10/2023,c05eaf06-121c-43d3-8297-8c7c19d0639f,Hippo,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/10/2023,dfb78a77-33c4-460c-a301-77bdddfa5b15,Paint Bubbles,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/11/2023,aa295feb-4b02-4689-b118-0b428f5d053e,Cross,3,2,0, $ 0.08 , $ -   , $ 0.08 , $ 0.05 , $ 0.02 ,
11/11/2023,19196453-63c8-4a06-ac9b-35aa6a696bb8,Pink Dreamcatcher,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/11/2023,ab895475-2fe4-41b2-807f-5e64a3d5fb8c,Crystal Kitty,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/11/2023,44689e41-a414-416a-8efb-c0ec6835ab7c,Flower and Stars,3,2,10, $ 0.08 , $ 0.01 , $ 0.09 , $ 0.06 , $ 0.02 ,
11/11/2023,4291597d-4db1-4e5c-adfb-c7a226ff92b2,Fourth Of July,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/11/2023,5ff2646b-1988-42c9-b286-f6437a21c68a,Cross,4,2,10, $ 0.10 , $ 0.01 , $ 0.11 , $ 0.07 , $ 0.02 ,
11/11/2023,c1291be2-7a8d-4d20-9c9d-ceb0154ed84a,Wolf,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/11/2023,59b66c58-3597-44a2-b832-239eb7690c2c,Bird,11,1,20, $ 0.20 , $ 0.02 , $ 0.22 , $ 0.15 , $ 0.02 ,
11/11/2023,32999e27-ca0c-415e-a823-d35c0456f77a,Slime World,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/11/2023,98ae506a-7a59-4041-8a6c-97062b11aa4e,Ballroom Ready,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/11/2023,a6df1381-bb7c-418c-b118-88f31fa1348b,Fireworks on the Beach,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/11/2023,36fd5c02-d1a3-4870-8878-e9decd1d43fd,Mental Health,0,1,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/11/2023,b339bab0-78f9-4f03-a0e9-e184b7a0e45d,Lotus Flower,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/11/2023,fa9a1b79-4c63-4a90-a750-4fe4b094b8b2,Cross,2,0,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
11/11/2023,2dfcfab6-4761-41fa-9114-99d69edf5b48,Bird,3,0,0, $ 0.05 , $ -   , $ 0.05 , $ 0.03 , $ 0.02 ,
11/11/2023,825aba6a-c5a1-4b53-89e8-863ca982dd88,Slime Skull,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/11/2023,d8fd25e6-236b-4f3e-b688-4e80911a4ac8,Dragon Cub,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/11/2023,820b9a00-bb5c-4013-8eb4-c77433e9c2d1,Tree Stump House,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/12/2023,3c0de4f7-f400-4cf7-9698-193d329d3ece,Sunflower owl,2,0,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
11/12/2023,b30ce524-4314-4c21-8e9f-911e3f4a9640,Rose,0,1,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/12/2023,fa9a1b79-4c63-4a90-a750-4fe4b094b8b2,Cross,2,2,20, $ 0.07 , $ 0.02 , $ 0.09 , $ 0.06 , $ 0.02 ,
11/12/2023,5ff2646b-1988-42c9-b286-f6437a21c68a,Cross,5,1,0, $ 0.10 , $ -   , $ 0.10 , $ 0.07 , $ 0.02 ,
11/12/2023,0646a9a1-60ef-4a2e-9ef6-7541f7565352,Ozzy Zombie,1,0,10, $ 0.01 , $ 0.01 , $ 0.02 , $ 0.01 , $ 0.02 ,
11/12/2023,ad0e59bd-69cb-42f1-8945-ab32a008cd3b,Chibi Girl and Flowers,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/12/2023,53111d97-2697-40ee-b910-3c7cd112302c,Neon Light,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/12/2023,181b39b5-78cf-473b-9866-1fe37af6327c,Neon Rabbit,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/12/2023,aa295feb-4b02-4689-b118-0b428f5d053e,Cross,5,3,10, $ 0.14 , $ 0.01 , $ 0.15 , $ 0.10 , $ 0.02 ,
11/12/2023,9467561c-0c75-4ae9-a249-4e67c91cdb23,Steampunk Ballerina 3,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/12/2023,59b66c58-3597-44a2-b832-239eb7690c2c,Bird,9,2,40, $ 0.19 , $ 0.04 , $ 0.23 , $ 0.16 , $ 0.02 ,
11/12/2023,e0df5eac-70b5-4df3-9662-e2468cee4ba4,Willow Tree,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/12/2023,7c938415-ed6f-495d-8a1e-1bddbbd35839,Spooky Candyland,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/12/2023,b619225a-11fe-4bff-9ac1-1cbb099c9a4d,Glampunk,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/12/2023,c0a23908-8b14-4658-9680-66171dcb22a3,Vibrant Flying-Monkey,0,1,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/12/2023,44689e41-a414-416a-8efb-c0ec6835ab7c,Flower and Stars,2,0,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
11/12/2023,4291597d-4db1-4e5c-adfb-c7a226ff92b2,Fourth Of July,3,0,0, $ 0.05 , $ -   , $ 0.05 , $ 0.03 , $ 0.02 ,
11/12/2023,d18eea8a-9a82-49c2-957f-bf0aae12f425,Wolf,0,1,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/12/2023,825aba6a-c5a1-4b53-89e8-863ca982dd88,Slime Skull,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/12/2023,9dd5b559-b5ec-4cb2-81f4-e783921c6e6d,Pink and Yellow Rose,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/12/2023,78462e3c-9ba5-4014-828b-05f5a05ad763,Mushrooms,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/12/2023,fd27161e-d8c6-4118-89a3-cca227c0b813,"Nebula, planet, Clouds",1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/12/2023,2dfcfab6-4761-41fa-9114-99d69edf5b48,Bird,2,0,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
11/12/2023,b339bab0-78f9-4f03-a0e9-e184b7a0e45d,Lotus Flower,2,0,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
11/13/2023,dade9d41-c377-4888-ac17-8ea010b617f1,Crystal Eye,0,0,100, $ -   , $ 0.10 , $ 0.10 , $ 0.07 , $ 0.02 ,
11/13/2023,5d641a2b-3393-4ac2-8253-4fc0f2daea28,Rose Owl,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/13/2023,5ff2646b-1988-42c9-b286-f6437a21c68a,Cross,0,1,10, $ 0.01 , $ 0.01 , $ 0.02 , $ 0.01 , $ 0.02 ,
11/13/2023,468623e4-c6af-40c4-9e67-8daa1d98170f,Mushrooms,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/13/2023,475d7b94-d380-4341-8e8f-c2ef9492d65f,Fluffy Dragon Cub,0,1,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/13/2023,40190777-784a-4bb6-afc0-08f193d29efa,Tropical Beach,0,0,20, $ -   , $ 0.02 , $ 0.02 , $ 0.01 , $ 0.02 ,
11/13/2023,a6a9e15a-43f0-49b1-bea8-3da6fe48f1d6,Skulls,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/13/2023,0646a9a1-60ef-4a2e-9ef6-7541f7565352,Ozzy Zombie,0,1,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/13/2023,dfb78a77-33c4-460c-a301-77bdddfa5b15,Paint Bubbles,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/13/2023,3b757a2e-522d-4f0d-997f-f7301c7b1dd5,USA,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/13/2023,3c0de4f7-f400-4cf7-9698-193d329d3ece,Sunflower owl,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/13/2023,b30ce524-4314-4c21-8e9f-911e3f4a9640,Rose,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/13/2023,66098d00-4ccb-4448-8699-83694c7d6f6e,Purple Sparkling Owl,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/13/2023,b8f81358-e421-4953-b064-624508fd77a8,Roses at Night,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/13/2023,f5e8048b-9bd7-4379-bc0b-c27825b0753e,Blue and Orange Waves,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/13/2023,c0a23908-8b14-4658-9680-66171dcb22a3,Vibrant Flying-Monkey,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/13/2023,3d4ae547-3ddb-45ad-98ea-19b5f3874d19,Pattern,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/13/2023,59b66c58-3597-44a2-b832-239eb7690c2c,Bird,11,0,0, $ 0.18 , $ -   , $ 0.18 , $ 0.12 , $ 0.02 ,
11/13/2023,77cb0ee3-9a2b-41ea-bc61-5a18a140d6ed,Fairy Cat,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/13/2023,aa295feb-4b02-4689-b118-0b428f5d053e,Cross,3,3,0, $ 0.10 , $ -   , $ 0.10 , $ 0.07 , $ 0.02 ,
11/13/2023,2d7254e6-76a9-4f1b-9be6-d9b228241d6c,Roses Waterfall,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/13/2023,bd575b85-673d-44ff-9eae-d6681689c92d,Ghost,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/13/2023,73b782f8-9022-428e-b2ac-05bce83934fb,Cross,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/13/2023,44689e41-a414-416a-8efb-c0ec6835ab7c,Flower and Stars,2,0,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
11/14/2023,9b22c9b6-8841-4962-bb6e-5c28b2afc1bb,DNA Creature,0,0,10, $ -   , $ 0.01 , $ 0.01 , $ -   , $ 0.02 ,
11/14/2023,9d484b16-7462-495f-95fa-2f44e6d9d307,Black Yellow Liquid ,1,0,0, $ 0.01 , $ -   , $ 0.01 , $ 0.01 , $ 0.02 ,
11/14/2023,cdfa74e3-4af1-48d5-95c0-59c79e936c4f,Cross,1,1,0, $ 0.03 , $ -   , $ 0.03 , $ 0.02 , $ 0.02 ,
