Processes_Time,RunQueue,Swap-in,pswitch,syscall,read,write,fork,exec,sem,msg,asleep_bufio,asleep_rawio,asleep_diocio
3:12:08,"1,33",0,941,30857,885,115,6,7,0,0,0,0,0
3:12:38,"1,9",0,911,25022,625,129,1,1,0,0,0,0,0
3:13:08,"2,03",0,902,25909,653,103,1,1,0,0,0,0,0
3:13:38,"1,07",0,906,25077,628,129,1,1,0,0,0,0,0
3:14:08,"1,87",0,950,31045,909,117,8,9,0,0,0,0,0
3:14:38,"2,1",0,949,25501,627,145,1,1,0,0,0,0,0
3:15:08,"3,03",0,999,32475,1048,147,11,10,0,0,0,0,0
3:15:38,"0,87",0,919,25630,624,129,1,1,0,0,0,0,0
3:16:08,"2,4",0,931,31033,905,115,6,7,0,0,0,0,0
3:16:38,"1,8",0,901,25325,609,129,1,1,0,0,0,0,0
3:17:08,"2,7",0,932,25509,666,103,1,1,0,0,0,0,0
3:17:38,"2,53",0,932,25972,616,129,1,1,0,0,0,0,0
3:18:08,"0,83",0,947,30811,907,115,6,7,0,0,0,0,0
3:18:38,"2,1",0,908,25695,611,129,1,1,0,0,0,0,0
3:19:08,"2,5",0,897,25630,668,103,1,1,0,0,0,0,0
3:19:38,"0,5",0,899,25010,613,129,1,1,0,0,0,0,0
3:20:08,1,0,977,34510,1051,147,11,10,0,0,0,0,0
3:20:38,"0,03",0,916,24331,623,129,1,1,0,0,0,0,0
3:21:08,"1,87",0,896,27574,771,108,2,3,0,0,0,0,0
3:21:38,"0,27",0,907,25323,625,129,1,1,0,0,0,0,0
3:22:08,"4,5",0,919,28687,791,111,5,5,0,0,0,0,0
3:22:38,"1,8",0,913,25087,618,129,1,1,0,0,0,0,0
3:23:08,"1,43",0,900,27695,775,107,2,3,0,0,0,0,0
3:23:38,"1,63",0,1301,81818,1406,6294,40,24,0,0,0,0,0
3:24:08,"2,33",0,935,29049,787,112,5,5,0,0,0,0,0
3:24:38,"2,6",0,958,26312,602,149,1,1,0,0,0,0,0
3:25:08,"3,07",0,976,33704,1043,143,8,9,0,0,0,0,0
3:25:38,"1,4",0,928,24690,600,129,1,1,0,0,0,0,0
3:26:08,"1,4",0,918,29473,823,111,5,5,0,0,0,0,0
3:26:38,"1,3",0,900,25438,597,129,1,1,0,0,0,0,0
3:27:08,"1,23",0,906,27372,797,108,2,3,0,0,0,0,0
3:27:38,"1,53",0,885,25357,603,129,1,1,0,0,0,0,0
3:28:08,"1,07",0,921,28579,816,111,5,5,0,0,0,0,0
3:28:38,"1,2",0,921,25488,594,145,1,1,0,0,0,0,0
3:29:08,"1,07",0,935,25898,704,105,3,3,0,0,0,0,0
3:29:38,"0,3",0,916,25249,596,129,1,1,0,0,0,0,0
3:30:08,"0,9",0,1027,37485,1310,160,15,16,0,0,0,0,0
3:30:38,"0,67",0,922,25685,601,129,1,1,0,0,0,0,0
3:31:08,"1,77",0,924,24769,681,103,1,1,0,0,0,0,0
3:31:38,"3,1",0,899,25250,594,129,1,1,0,0,0,0,0
3:32:08,"2,27",0,955,31354,927,115,6,7,0,0,0,0,0
3:32:38,"2,3",0,926,25437,592,129,1,1,0,0,0,0,0
3:33:08,"2,37",0,882,25684,688,103,1,1,0,0,0,0,0
3:33:38,"2,3",0,912,25602,591,129,1,1,0,0,0,0,0
3:34:08,"2,13",0,934,30797,939,115,6,7,0,0,0,0,0
3:34:38,"1,6",0,921,25446,595,129,1,1,0,0,0,0,0
3:35:08,"0,27",0,954,32287,939,139,7,7,0,0,0,0,0
3:35:38,1,0,905,25713,593,129,1,1,0,0,0,0,0
3:36:08,"1,53",0,923,29112,927,115,6,7,0,0,0,0,0
3:36:38,"1,23",0,928,26146,604,103,1,1,0,0,0,0,0
3:37:08,"2,97",0,897,24767,669,129,1,1,0,0,0,0,0
3:37:38,"3,33",0,911,25987,613,103,1,1,0,0,0,0,0
3:38:08,"1,77",0,931,29587,920,141,6,7,0,0,0,0,0
3:38:38,"1,87",0,919,25765,611,103,1,1,0,0,0,0,0
3:39:08,"1,13",0,909,24866,660,129,1,1,0,0,0,0,0
3:39:38,"4,27",0,928,26592,621,104,1,1,0,0,0,0,0
3:40:08,"4,57",0,966,33798,1148,176,12,12,0,0,0,0,0
3:40:38,"2,67",0,891,27537,626,104,1,1,0,0,0,0,0
3:41:08,"4,13",0,899,25008,661,129,1,1,0,0,0,0,0
3:41:38,"3,7",0,898,25279,627,103,1,1,0,0,0,0,0
3:42:08,"3,87",0,926,31242,896,141,6,7,0,0,0,0,0
3:42:38,"1,87",0,923,26600,627,103,1,1,0,0,0,0,0
3:43:08,"2,47",0,899,25004,650,129,1,1,0,0,0,0,0
3:43:38,"1,37",0,909,25898,638,103,1,1,0,0,0,0,0
3:44:08,"0,93",0,957,28587,798,155,7,7,0,0,0,0,0
3:44:38,"2,03",0,919,25951,641,103,1,1,0,0,0,0,0
3:45:08,"1,37",0,976,34292,1139,177,12,12,0,0,0,0,0
3:45:38,"0,87",0,947,26852,625,103,1,1,0,0,0,0,0
3:46:08,"1,97",0,933,27936,779,136,5,5,0,0,0,0,0
3:46:38,"3,17",0,918,26580,634,104,1,1,0,0,0,0,0
3:47:08,"2,07",0,924,26052,771,133,2,3,0,0,0,0,0
3:47:38,"1,33",0,901,26313,621,104,1,1,0,0,0,0,0
3:48:08,"2,27",0,937,27179,796,136,5,5,0,0,0,0,0
3:48:38,"0,67",0,937,26469,615,104,1,1,0,0,0,0,0
3:49:08,1,0,935,26642,765,133,2,3,0,0,0,0,0
3:49:38,"1,57",0,908,25717,625,103,1,1,0,0,0,0,0
3:50:08,"1,2",0,982,32096,1024,172,11,10,0,0,0,0,0
3:50:38,"1,57",0,917,26657,636,103,1,1,0,0,0,0,0
3:51:08,"1,73",0,924,24932,651,129,1,1,0,0,0,0,0
3:51:38,"1,2",0,929,25835,631,103,1,1,0,0,0,0,0
3:52:08,"0,97",0,975,29765,910,141,6,7,0,0,0,0,0
3:52:38,"0,73",0,919,25219,622,103,1,1,0,0,0,0,0
3:53:08,"2,07",0,916,24900,657,129,1,1,0,0,0,0,0
3:53:38,"1,27",0,893,26279,623,103,1,1,0,0,0,0,0
3:54:08,"1,43",0,1398,98661,1744,7496,44,29,0,0,0,0,0
3:54:38,"1,1",0,917,26197,633,104,1,1,0,0,0,0,0
3:55:08,"1,93",0,952,30496,891,165,7,7,0,0,0,0,0
3:55:38,"0,7",0,917,26914,631,103,1,1,0,0,0,0,0
3:56:08,"2,63",0,916,27612,788,137,5,5,0,0,0,0,0
3:56:38,"2,6",0,896,26243,629,103,1,1,0,0,0,0,0
3:57:08,"2,63",0,905,26439,760,133,2,3,0,0,0,0,0
3:57:37,"2,31",0,903,25590,653,107,1,1,0,0,0,0,0
3:58:07,"1,4",0,950,28102,767,136,5,5,0,0,0,0,0
3:58:37,1,0,931,44489,662,121,2,2,0,0,0,0,0
3:59:07,"2,5",0,903,26973,743,135,5,5,0,0,0,0,0
3:59:37,"1,43",0,919,26035,669,103,1,1,0,0,0,0,0
4:00:07,"3,13",0,1006,34042,1139,185,15,15,0,0,0,0,0
4:00:37,"0,43",0,922,27086,669,103,1,1,0,0,0,0,0
4:01:07,"0,5",0,902,26718,710,133,2,3,0,0,0,0,0
4:01:37,"1,27",0,919,25811,680,103,1,1,0,0,0,0,0
4:02:07,"0,7",0,956,28560,728,136,5,5,0,0,0,0,0
4:02:37,"1,8",0,935,25662,673,104,1,1,0,0,0,0,0
4:03:07,"1,1",0,886,24937,594,103,1,1,0,0,0,0,0
4:03:37,"1,13",0,898,26535,669,129,1,1,0,0,0,0,0
4:04:07,"1,53",0,931,29565,867,116,6,7,0,0,0,0,0
4:04:37,1,0,934,25775,652,129,1,1,0,0,0,0,0
4:05:07,"1,93",0,972,31554,872,139,7,7,0,0,0,0,0
4:05:37,"2,43",0,913,26638,649,129,1,1,0,0,0,0,0
4:06:07,"1,5",0,949,29819,877,115,6,7,0,0,0,0,0
4:06:37,"1,1",0,922,26478,623,129,1,1,0,0,0,0,0
4:07:07,"1,17",0,898,24732,646,103,1,1,0,0,0,0,0
4:07:37,"2,1",0,914,25999,625,129,1,1,0,0,0,0,0
4:08:07,"0,5",0,932,28734,901,115,6,7,0,0,0,0,0
4:08:37,"0,47",0,921,25752,612,129,1,1,0,0,0,0,0
4:09:07,"0,87",0,896,24730,666,103,1,1,0,0,0,0,0
4:09:37,"2,97",0,896,26633,615,129,1,1,0,0,0,0,0
4:10:07,"2,7",0,981,34558,1153,151,12,12,0,0,0,0,0
4:10:37,"1,77",0,912,27167,614,129,1,1,0,0,0,0,0
4:11:07,"2,67",0,921,24697,666,103,1,1,0,0,0,0,0
4:11:37,"0,37",0,911,25813,585,129,1,1,0,0,0,0,0
4:12:07,"2,17",0,946,29772,934,115,6,7,0,0,0,0,0
4:12:37,"0,47",0,919,25853,582,129,1,1,0,0,0,0,0
4:13:07,"0,2","0,03",911,24893,689,103,1,1,0,0,0,0,0
4:13:37,"3,07",0,914,25304,599,129,1,1,0,0,0,0,0
4:14:07,"3,03",0,972,30147,946,133,8,9,0,0,0,0,0
4:14:37,"1,33",0,932,25468,601,129,1,1,0,0,0,0,0
4:15:07,"1,77",0,979,32138,1027,162,11,10,0,0,0,0,0
4:15:37,"1,23",0,913,26523,632,104,1,1,0,0,0,0,0
4:16:07,"2,03",0,938,29608,869,141,6,7,0,0,0,0,0
4:16:37,"3,1",0,933,25409,650,103,1,1,0,0,0,0,0
4:17:07,"2,67",0,908,25204,611,129,1,1,0,0,0,0,0
4:17:37,"2,23",0,892,26405,670,104,1,1,0,0,0,0,0
4:18:07,"2,13",0,948,29989,838,140,6,7,0,0,0,0,0
4:18:37,"1,2",0,916,26069,684,104,1,1,0,0,0,0,0
4:19:07,"1,17",0,878,25121,597,129,1,1,0,0,0,0,0
4:19:38,"1,3",0,894,24951,673,103,1,1,0,0,0,0,0
4:20:08,"1,53",0,1010,35281,1091,176,12,12,0,0,0,0,0
4:20:38,"1,27",0,915,26367,685,103,1,1,0,0,0,0,0
4:21:08,"0,97",0,903,25084,596,129,1,1,0,0,0,0,0
4:21:38,"3,3",0,913,25259,664,104,1,1,0,0,0,0,0
4:22:08,"3,1",0,919,30035,863,115,6,7,0,0,0,0,0
4:22:38,"2,63",0,900,26325,646,129,1,1,0,0,0,0,0
4:23:08,"0,73",0,905,24950,634,104,1,1,0,0,0,0,0
4:23:38,"3,67",0,910,25617,609,129,1,1,0,0,0,0,0
4:24:08,"2,47",0,1327,92682,1658,5773,44,29,0,0,0,0,0
4:24:38,"0,87",0,928,26852,608,149,1,1,0,0,0,0,0
4:25:08,"0,73",0,958,31115,927,139,7,7,0,0,0,0,0
4:25:38,"0,77",0,927,26363,604,129,1,1,0,0,0,0,0
4:26:08,"1,33",0,950,30357,930,116,6,7,0,0,0,0,0
4:26:38,"0,2",0,891,25801,590,129,1,1,0,0,0,0,0
4:27:08,"0,9",0,905,24810,678,103,1,1,0,0,0,0,0
4:27:38,"0,93",0,912,25908,593,129,1,1,0,0,0,0,0
4:28:08,"1,5",0,952,28318,831,111,5,5,0,0,0,0,0
4:28:38,"3,4",0,911,26274,593,103,1,1,0,0,0,0,0
4:29:08,"2,76",0,924,27221,786,151,4,5,0,0,0,0,0
4:29:38,"1,93",0,914,26096,641,103,1,1,0,0,0,0,0
4:30:08,"0,87",0,1007,34148,1177,172,14,14,0,0,0,0,1
4:30:38,"1,73",0,928,27133,627,114,1,1,0,0,0,0,0
4:31:08,"2,43",0,899,24047,669,129,1,1,0,0,0,0,0
4:31:38,"1,87",0,896,26124,613,129,1,1,0,0,0,0,0
4:32:08,"1,9",0,957,30869,945,116,6,7,0,0,0,0,0
4:32:38,"1,77",0,909,26698,594,104,1,1,0,0,0,0,0
4:33:08,"0,97",0,913,25025,688,129,1,1,0,0,0,0,0
4:33:38,"1,1",0,907,26629,593,129,1,1,0,0,0,0,0
4:34:08,"1,77",0,941,28898,929,115,6,7,0,0,0,0,0
4:34:38,"1,17",0,918,25947,593,129,1,1,0,0,0,0,0
4:35:08,"1,37",0,954,31303,928,139,7,7,0,0,0,0,0
4:35:38,"2,47",0,910,27013,601,129,1,1,0,0,0,0,0
4:36:08,2,0,945,29498,946,116,6,7,0,0,0,0,0
4:36:38,"1,87",0,896,25194,588,129,1,1,0,0,0,0,0
4:37:08,"1,03",0,909,24961,692,103,1,1,0,0,0,0,0
4:37:38,"1,6",0,918,25729,593,129,1,1,0,0,0,0,0
4:38:08,"1,67",0,1161,74187,974,143,7,8,0,0,0,0,0
4:38:38,"1,1",0,900,25880,595,129,1,1,0,0,0,0,0
4:39:08,"1,27",0,903,24973,684,103,1,1,0,0,0,0,0
4:39:38,"1,03",0,898,26400,614,129,1,1,0,0,0,0,0
4:40:08,"1,1",0,979,33777,1162,151,12,12,0,0,0,0,0
4:40:38,1,0,920,27609,612,129,1,1,0,0,0,0,0
4:41:08,"1,13",0,908,24853,670,103,1,1,0,0,0,0,0
4:41:38,"1,07",0,896,26102,616,129,1,1,0,0,0,0,0
4:42:08,"1,27",0,946,29729,913,115,6,7,0,0,0,0,0
4:42:38,"1,4",0,913,25782,612,129,1,1,0,0,0,0,0
4:43:08,"2,33",0,901,25100,670,103,1,1,0,0,0,0,0
4:43:38,"4,87",0,917,26184,628,145,1,1,0,0,0,0,0
4:44:08,"2,26",0,944,29948,919,116,7,8,0,0,0,0,0
4:44:38,"3,7",0,913,26343,618,129,2,2,0,0,0,0,0
4:45:08,"3,97",0,974,31751,1055,126,11,10,0,0,0,0,0
4:45:38,"2,9",0,905,27343,603,151,1,1,0,0,0,0,0
4:46:08,"0,3","0,03",944,29361,923,115,6,7,0,0,0,0,0
4:46:38,"0,23",0,934,26539,583,129,1,1,0,0,0,0,0
4:47:08,"1,27",0,904,24851,684,104,1,1,0,0,0,0,0
4:47:38,"3,07",0,913,26284,598,104,1,1,0,0,0,0,0
4:48:08,"2,1",0,957,29319,914,141,6,7,0,0,0,0,0
4:48:38,"0,67",0,928,26189,616,104,1,1,0,0,0,0,0
4:49:08,"1,7",0,913,24919,643,129,1,1,0,0,0,0,0
4:49:38,"2,53",0,893,25838,633,103,1,1,0,0,0,0,0
4:50:08,"3,37",0,980,33980,1107,155,12,12,0,0,0,0,0
4:50:38,"3,1",0,924,26587,659,125,1,1,0,0,0,0,0
4:51:08,"1,4",0,916,25207,614,129,1,1,0,0,0,0,0
4:51:38,"0,33",0,921,25619,667,103,1,1,0,0,0,0,0
4:52:08,"0,57",0,954,30738,844,141,6,7,0,0,0,0,0
4:52:38,"0,3",0,920,25451,682,103,1,1,0,0,0,0,0
4:53:08,"0,63",0,923,24973,593,129,1,1,0,0,0,0,0
4:53:38,"0,33",0,902,24967,660,103,1,1,0,0,0,0,0
4:54:08,"2,5",0,1364,89060,1573,6993,43,27,0,0,0,0,0
4:54:38,"1,87",0,931,26721,674,119,1,1,0,0,0,0,0
4:55:08,"0,77",0,968,32907,976,122,8,9,0,0,0,0,0
4:55:38,"1,57",0,923,26698,658,151,1,1,0,0,0,0,0
4:56:08,"2,07",0,946,27218,771,112,5,5,0,0,0,0,0
4:56:38,"1,97",0,895,25761,646,129,1,1,0,0,0,0,0
4:57:08,"2,33",0,923,26662,747,108,2,3,0,0,0,0,0
4:57:38,"1,03",0,932,26064,643,129,1,1,0,0,0,0,0
4:58:08,"1,23",0,957,28001,771,316,5,5,0,0,0,0,0
4:58:38,"1,27",0,917,43160,620,146,2,2,0,0,0,0,0
4:59:08,"1,03",0,910,26903,792,108,2,3,0,0,0,0,0
4:59:38,"1,4",0,915,26101,611,130,3,3,0,0,0,0,0
5:00:08,"1,23",0,1019,33706,1207,137,15,15,0,0,0,0,0
5:00:38,"1,23",0,907,26768,588,151,1,1,0,0,0,0,0
5:01:08,"1,07",0,891,24730,684,103,1,1,0,0,0,0,0
5:01:38,"1,03",0,898,25873,602,129,1,1,0,0,0,0,0
5:02:08,"1,13",0,948,29172,911,116,6,7,0,0,0,0,0
5:02:38,"1,03",0,903,26425,620,104,1,1,0,0,0,0,0
5:03:08,"1,1",0,896,24961,658,129,1,1,0,0,0,0,0
5:03:38,"1,97",0,898,26182,615,103,1,1,0,0,0,0,0
5:04:08,"1,83",0,939,28806,904,141,6,7,0,0,0,0,0
5:04:38,"1,07",0,891,25576,632,103,1,1,0,0,0,0,0
5:05:08,"1,03",0,952,31895,874,143,7,7,0,0,0,0,0
5:05:38,"1,2",0,910,27001,652,127,1,1,0,0,0,0,0
5:06:08,"1,47","0,03",936,30680,873,141,6,7,0,0,0,0,0
5:06:38,"1,13",0,907,25833,658,103,1,1,0,0,0,0,0
5:07:08,"1,1",0,917,24983,604,129,1,1,0,0,0,0,0
5:07:38,"1,03",0,934,25707,675,103,1,1,0,0,0,0,0
5:08:08,"1,03",0,945,29537,839,140,6,7,0,0,0,0,0
5:08:38,"0,4",0,907,25755,670,103,1,1,0,0,0,0,0
5:09:08,"2,9",0,910,24905,598,129,1,1,0,0,0,0,0
5:09:38,"0,83",0,918,26292,667,104,1,1,0,0,0,0,0
5:10:08,"0,77",0,986,33112,1100,129,12,12,0,0,0,0,0
5:10:38,"0,33",0,916,26662,659,150,1,1,0,0,0,0,0
5:11:08,"0,4",0,900,25035,621,104,1,1,0,0,0,0,0
5:11:38,"0,53",0,905,25725,657,129,1,1,0,0,0,0,0
5:12:08,"0,73",0,927,29724,865,115,6,7,0,0,0,0,0
5:12:38,"0,13",0,932,25575,621,129,1,1,0,0,0,0,0
5:13:08,"0,3",0,906,24842,655,104,1,1,0,0,0,0,0
5:13:38,1,0,902,25905,621,129,1,1,0,0,0,0,0
5:14:08,"0,67",0,957,29980,912,132,6,7,0,0,0,0,0
5:14:38,"0,9",0,929,26178,644,130,3,3,0,0,0,0,0
5:15:08,"1,6",0,996,31536,1039,140,11,10,0,0,0,0,0
5:15:38,"0,07",0,892,27029,583,151,1,1,0,0,0,0,0
5:16:08,"0,4",0,937,29610,924,115,6,7,0,0,0,0,0
5:16:38,"0,77",0,908,27305,620,132,1,1,0,0,0,0,0
5:17:08,"0,13",0,915,24924,660,104,1,1,0,0,0,0,0
5:17:38,"2,63",0,906,26047,628,104,1,1,0,0,0,0,0
5:18:08,"1,5",0,946,29333,872,141,6,7,0,0,0,0,0
5:18:38,"1,33",0,936,25906,648,104,1,1,0,0,0,0,0
5:19:08,"1,23",0,947,25093,622,129,1,1,0,0,0,0,0
5:19:38,"0,63",0,904,25776,663,103,1,1,0,0,0,0,0
5:20:08,"1,63",0,1019,34645,1080,155,12,12,0,0,0,0,0
5:20:38,2,0,911,25874,665,125,1,1,0,0,0,0,0
5:21:08,"1,3",0,914,25026,616,104,1,1,0,0,0,0,0
5:21:38,"1,87",0,940,26127,641,135,1,1,0,0,0,0,0
5:22:08,"2,83",0,931,29623,885,116,6,7,0,0,0,0,0
5:22:38,"0,47",0,913,26572,618,129,1,1,0,0,0,0,0
5:23:08,"3,43",0,882,24116,658,104,1,1,0,0,0,0,0
5:23:38,"2,97",0,920,25754,589,129,1,1,0,0,0,0,0
5:24:08,"2,03",0,1227,76495,1570,5016,34,23,0,0,0,0,0
5:24:38,"1,13",0,1042,34058,747,1871,12,8,0,0,0,0,0
5:25:08,"0,67",0,984,30700,919,118,7,7,0,0,0,0,0
5:25:38,"1,07",0,910,27414,607,126,1,1,0,0,0,0,0
5:26:08,"1,33",0,938,29420,913,141,6,7,0,0,0,0,0
5:26:38,"2,03",0,896,25371,612,103,1,1,0,0,0,0,0
5:27:08,"1,93",0,893,25196,648,129,1,1,0,0,0,0,0
5:27:38,"2,37",0,887,25677,632,103,1,1,0,0,0,0,0
5:28:08,"1,77",0,932,27942,786,137,5,5,0,0,0,0,0
5:28:38,"1,8",0,913,25827,623,103,1,1,0,0,0,0,0
5:29:08,"2,03",0,945,26657,743,150,2,3,0,0,0,0,0
5:29:38,"0,17",0,916,25208,677,105,3,3,0,0,0,0,0
5:30:08,"0,57",0,1047,34354,1152,161,14,14,0,0,0,0,0
5:30:38,"0,73",0,916,27248,657,127,1,1,0,0,0,0,0
5:31:08,"1,03",0,903,24997,622,129,1,1,0,0,0,0,0
5:31:38,"0,83",0,896,26363,765,107,2,3,0,0,0,0,0
5:32:08,"1,23",0,950,28910,776,137,5,5,0,0,0,0,0
5:32:38,"1,3",0,915,26605,652,104,1,1,0,0,0,0,0
5:33:08,"1,17",0,911,24617,629,129,1,1,0,0,0,0,0
5:33:38,"1,47",0,898,25836,658,103,1,1,0,0,0,0,0
5:34:08,"2,67",0,952,29844,862,141,6,7,0,0,0,0,0
5:34:38,"1,97",0,914,26029,665,103,1,1,0,0,0,0,0
5:35:08,"1,67",0,965,30904,862,143,7,7,0,0,0,0,0
5:35:38,"4,2",0,912,26105,667,125,1,1,0,0,0,0,0
5:36:08,"2,03",0,959,30654,865,141,6,7,0,0,0,0,0
5:36:38,"2,2",0,910,25955,658,103,1,1,0,0,0,0,0
5:37:08,"1,6",0,934,24609,614,129,1,1,0,0,0,0,0
5:37:38,"2,63",0,917,24491,668,103,1,1,0,0,0,0,0
5:38:08,"4,7",0,960,29849,862,141,6,7,0,0,0,0,0
5:38:38,"2,33",0,940,25751,670,103,1,1,0,0,0,0,0
5:39:08,"2,2",0,913,24808,588,129,1,1,0,0,0,0,0
5:39:38,3,0,927,25905,683,103,1,1,0,0,0,0,0
5:40:08,"2,9",0,969,33866,1093,155,12,12,0,0,0,0,0
5:40:38,"2,83","0,03",905,26717,681,126,1,1,0,0,0,0,0
5:41:08,"2,43",0,917,25625,599,130,1,1,0,0,0,0,0
5:41:38,"1,9",0,900,25049,680,103,1,1,0,0,0,0,0
5:42:08,"1,2",0,958,30769,842,141,6,7,0,0,0,0,0
5:42:38,"1,2",0,907,26560,682,103,1,1,0,0,0,0,0
5:43:08,"1,3",0,912,24508,599,129,1,1,0,0,0,0,0
5:43:38,"3,17",0,910,24488,681,103,1,1,0,0,0,0,0
5:44:08,"0,63",0,981,30173,861,141,6,7,0,0,0,0,0
5:44:38,"1,1",0,922,25210,674,121,3,3,0,0,0,0,0
5:45:08,"1,63",0,984,32568,998,126,11,10,0,0,0,0,0
5:45:38,"0,4",0,925,27389,636,152,1,1,0,0,0,0,0
5:46:08,"0,63",0,946,29421,883,115,6,7,0,0,0,0,0
5:46:38,"1,6",0,911,25218,613,129,1,1,0,0,0,0,0
5:47:08,"3,17",0,914,25214,673,104,1,1,0,0,0,0,0
5:47:38,"0,4",0,929,26049,602,129,1,1,0,0,0,0,0
5:48:08,"0,97",0,958,29318,922,116,6,7,0,0,0,0,0
5:48:38,"0,3",0,903,27213,591,129,1,1,0,0,0,0,0
5:49:08,"2,37",0,922,23637,677,104,1,1,0,0,0,0,0
5:49:38,"3,2",0,922,25112,608,103,1,1,0,0,0,0,0
5:50:08,"1,1",0,993,35468,1135,155,12,12,0,0,0,0,0
5:50:38,"0,33",0,914,26949,631,125,1,1,0,0,0,0,0
5:51:08,"0,43",0,910,25074,630,129,1,1,0,0,0,0,0
5:51:38,"0,47",0,919,25072,647,103,1,1,0,0,0,0,0
5:52:08,"0,37",0,986,29764,869,141,6,7,0,0,0,0,0
5:52:38,"0,07",0,889,26365,663,103,1,1,0,0,0,0,0
5:53:08,"0,2",0,930,24885,584,129,1,1,0,0,0,0,0
5:53:38,"0,13",0,929,25136,681,103,1,1,0,0,0,0,0
5:54:08,"0,27",0,948,30857,841,141,6,7,0,0,0,0,0
5:54:38,"0,73",0,1355,84488,1538,6954,40,24,0,0,0,0,0
5:55:08,"0,77","0,03",996,31526,838,159,7,7,0,0,0,0,0
5:55:38,"0,4",0,922,26668,682,126,1,1,0,0,0,0,0
5:56:08,"0,33",0,961,29622,844,141,6,7,0,0,0,0,0
5:56:38,"2,83",0,898,26110,681,103,1,1,0,0,0,0,0
5:57:08,"1,93",0,892,24962,596,104,1,1,0,0,0,0,0
5:57:38,"1,13",0,913,25199,662,129,1,1,0,0,0,0,0
5:58:08,"1,03",0,931,29376,870,116,6,7,0,0,0,0,0
5:58:38,"1,03",0,942,43298,665,146,1,1,0,0,0,0,0
5:59:08,"1,33",0,925,24269,628,104,1,1,0,0,0,0,0
5:59:38,"1,23",0,912,26000,662,130,3,3,0,0,0,0,0
6:00:08,"2,17","0,03",1042,36649,1267,142,16,17,0,0,0,0,0
6:00:38,"1,13",0,937,27276,622,152,1,1,0,0,0,0,0
6:01:08,"1,07",0,912,25345,654,104,1,1,0,0,0,0,0
6:01:38,"1,2",0,903,25236,640,129,1,1,0,0,0,0,0
6:02:08,"1,23",0,933,29948,885,116,6,7,0,0,0,0,0
6:02:38,"1,17",0,902,26276,631,129,1,1,0,0,0,0,0
6:03:08,"1,07",0,906,24316,649,104,1,1,0,0,0,0,0
6:03:38,"1,53",0,893,26311,617,129,1,1,0,0,0,0,0
6:04:08,"1,33",0,935,29724,904,116,6,7,0,0,0,0,0
6:04:38,"1,13",0,925,25026,615,129,1,1,0,0,0,0,0
6:05:08,"2,47",0,959,29778,916,118,7,7,0,0,0,0,0
6:05:38,"1,07",0,904,26391,609,150,1,1,0,0,0,0,0
6:06:08,"1,37",0,940,28166,934,116,6,7,0,0,0,0,0
6:06:38,"1,03",0,906,25919,603,129,1,1,0,0,0,0,0
6:07:08,"2,13",0,916,25125,677,104,1,1,0,0,0,0,0
6:07:38,"1,4",0,907,25310,604,129,1,1,0,0,0,0,0
6:08:08,"2,8",0,950,29307,927,116,6,7,0,0,0,0,0
6:08:38,"3,03",0,911,25531,586,129,1,1,0,0,0,0,0
6:09:08,"3,4",0,896,24231,691,104,1,1,0,0,0,0,0
6:09:38,"1,83",0,919,26177,605,129,1,1,0,0,0,0,0
6:10:08,"1,47",0,969,33430,1168,130,12,12,0,0,0,0,0
6:10:38,"1,13",0,925,27097,595,151,1,1,0,0,0,0,0
6:11:08,"1,87",0,891,24266,686,104,1,1,0,0,0,0,0
6:11:38,"2,3",0,898,24991,583,129,1,1,0,0,0,0,0
6:12:08,"1,77",0,931,30153,929,116,6,7,0,0,0,0,0
6:12:38,"2,43",0,913,25386,595,129,1,1,0,0,0,0,0
6:13:08,"2,97",0,894,24743,680,104,1,1,0,0,0,0,0
6:13:38,"1,67",0,939,25701,611,120,1,1,0,0,0,0,0
6:14:08,"0,03",0,952,28783,892,141,6,7,0,0,0,0,0
6:14:38,"0,33",0,972,62058,667,110,4,4,0,0,0,0,0
6:15:08,"0,43",0,1016,31412,1000,166,11,11,0,0,0,0,0
6:15:38,"0,17",0,907,27448,675,127,1,1,0,0,0,0,0
6:16:08,"0,2",0,947,30054,867,142,6,7,0,0,0,0,0
6:16:38,1,0,899,26309,669,103,1,1,0,0,0,0,0
6:17:08,"1,67",0,917,23976,613,129,1,1,0,0,0,0,0
6:17:38,"1,33",0,925,26052,674,104,1,1,0,0,0,0,0
6:18:08,"1,87",0,933,30503,826,141,6,7,0,0,0,0,0
6:18:38,"2,13",0,903,26040,687,104,1,1,0,0,0,0,0
6:19:08,"3,13",0,892,24318,591,129,1,1,0,0,0,0,0
6:19:38,"2,73",0,902,25867,676,103,1,1,0,0,0,0,0
6:20:08,"2,27",0,1001,32690,1093,129,12,12,0,0,0,0,0
6:20:38,"1,27",0,908,25844,642,150,1,1,0,0,0,0,0
6:21:08,"1,03",0,907,25529,636,105,1,1,0,0,0,0,0
6:21:38,"1,07",0,916,25855,631,129,1,1,0,0,0,0,0
6:22:08,"1,47",0,943,28076,903,115,6,7,0,0,0,0,0
6:22:38,"1,2",0,917,26730,609,129,1,1,0,0,0,0,0
6:23:08,"2,27",0,905,24418,671,104,1,1,0,0,0,0,0
6:23:38,"0,37",0,922,25030,588,129,1,1,0,0,0,0,0
6:24:08,"0,87",0,959,29029,932,116,6,7,0,0,0,0,0
