id,type,public_lightpost,aerial_cable,subterranean_cable,other_services,lng,lat,unit_cost,quantity,total_cost
1471,Wood,False,0,0,4,-58.84535749355300993, -27.4666992328107078," $28,800.00",6," $172,800.00"
9643,Bracket,False,0,1,0,-58.83173665475113268,-27.46919866175823444," $16,900.00",3," $50,700.00"
4276,Wood,False,4,0,0,-58.05599719856821395,-29.78793247624825824," $28,800.00",1," $28,800.00"
7692,Concrete,True,0,0,2,-59.51696091932414134,-30.02614118526742359," $42,600.00",4," $170,400.00"
7646,Concrete,True,0,0,6,-59.51793183810320187,-30.02718734460741246," $42,600.00",8," $340,800.00"
981,Bracket,True,0,0,1,-58.81587489639170485,-27.52155634821492214," $16,900.00",6," $101,400.00"
1531,Wood,False,0,0,5,-58.84219446842456591,-27.47363596695548793," $28,800.00",7," $201,600.00"
6780,Wood,False,0,0,5,-58.83681390720011706,-27.46873242987965114," $28,800.00",8," $230,400.00"
3270,Wood,False,0,0,4,-58.84069312203344992,-27.46387146528154943," $28,800.00",4," $115,200.00"
5729,Concrete,True,4,0,1,-58.06257150097185615,-29.79572225941998553," $42,600.00",7," $298,200.00"
3128,Bracket,False,2,0,0,-58.06913066051775729, -29.7896790729506904," $16,900.00",3," $50,700.00"
9356,Wood,True,0,0,0,-58.83126398150653813,-27.46291854657598464," $28,800.00",5," $144,000.00"
10109,Bracket,True,0,0,8,-58.82785077114173333,-27.46687338283937763," $16,900.00",7," $118,300.00"
2636,Concrete,False,1,1,2,-58.51083104192961315,-27.38349491637659128," $42,600.00",8," $340,800.00"
3365,Concrete,True,1,0,0,-58.05630576073004079,-29.78424466897407896," $42,600.00",1," $42,600.00"
6229,Concrete,True,2,0,5,-58.05646000937810669,-29.79836882062650361," $42,600.00",8," $340,800.00"
10218,Wood,False,0,0,4,-58.82936621832078572, -27.4703302437097463," $28,800.00",5," $144,000.00"
1388,Wood,False,4,0,5,-58.84612194559248621,-27.46805312743133598," $28,800.00",1," $28,800.00"
6545,Concrete,False,2,0,0,-59.50577077048178154,-30.01582545982055805," $42,600.00",4," $170,400.00"
4083,Wood,False,2,0,0,-58.05820992909950462,-29.78674212350941986," $28,800.00",4," $115,200.00"
3625,Concrete,True,0,0,0,-58.04561688330269931,-29.78820809557717553," $42,600.00",2," $85,200.00"
9013,Concrete,False,2,0,6,-59.52726147207285834,-30.02080169687182831," $42,600.00",3," $127,800.00"
4678,Wood,False,0,0,1,-58.8396028548202068 ,-27.47306495825321804," $28,800.00",7," $201,600.00"
5626,Wood,False,3,0,0,-58.05814725974038026,-29.79333190488210192," $28,800.00",1," $28,800.00"
10502,Wood,False,0,0,2,-58.82708984820833109,-27.46458456075482246," $28,800.00",6," $172,800.00"
7224,Wood,False,0,0,5,-58.83431114771623527,-27.47110581024944764," $28,800.00",3," $86,400.00"
5862,Concrete,False,2,0,1,-58.04893747432488027,-29.79721626360932873," $42,600.00",7," $298,200.00"
1263,Wood,False,0,0,0,-58.84598295596705242,-27.47225048642159351," $28,800.00",4," $115,200.00"
2644,Concrete,True,2,0,0,-58.51177723378878426,-27.38413238991658005," $42,600.00",3," $127,800.00"
1520,Wood,False,0,0,3,-58.84331143452443058,-27.47387571614674329," $28,800.00",7," $201,600.00"
3755,Concrete,False,5,0,0,-58.0507122100912909 ,-29.78699345880135141," $42,600.00",3," $127,800.00"
1298,Bracket,False,0,0,10,-58.84643163539178801,-27.47010225505368552," $16,900.00",1," $16,900.00"
2975,Bracket,False,3,0,0,-58.06714375671308659,-29.78365866056360645," $16,900.00",5," $84,500.00"
545,Bracket,False,0,0,0,-58.84710906496840721,-27.47055134342237537," $16,900.00",8," $135,200.00"
2907,Concrete,False,0,0,1,-58.06647576831529989,-29.78015086510274401," $42,600.00",5," $213,000.00"
1825,Bracket,False,0,1,2,-58.84415121115694092,-27.46758205811556763," $16,900.00",8," $135,200.00"
1959,Wood,False,0,0,7,-58.8403063773404682 ,-27.46268496801677017," $28,800.00",2," $57,600.00"
9367,Wood,False,0,0,9,-58.83023394841698916,-27.46274213379394169," $28,800.00",5," $144,000.00"
1200,Wood,False,0,0,0,-58.84651235711029926,-27.47250147402838394," $28,800.00",5," $144,000.00"
8888,Concrete,False,2,0,0,-59.52976091199174391,-30.02430689146867593," $42,600.00",3," $127,800.00"
3465,Wood,False,3,0,0,-58.05468994099841495,-29.78474817131880314," $28,800.00",5," $144,000.00"
10138,Bracket,False,0,0,3,-58.82911776122491432,-27.46824525120869964," $16,900.00",5," $84,500.00"
1849,Wood,False,0,0,3,-58.84286669331343944,-27.46702606619820131," $28,800.00",7," $201,600.00"
5216,Bracket,False,5,0,1,-58.06116243545562128,-29.79072897071205261," $16,900.00",8," $135,200.00"
4431,Bracket,False,5,0,0,-58.05793351158521887,-29.78900425157715404," $16,900.00",1," $16,900.00"
8575,Concrete,False,0,0,2,-59.53523941523865659,-30.02719477489599953," $42,600.00",7," $298,200.00"
8727,Concrete,False,3,0,0,-59.53350730262695123,-30.02621242645744459," $42,600.00",4," $170,400.00"
7611,Concrete,True,0,0,2,-59.51878491516780656, -30.0277273646296301," $42,600.00",7," $298,200.00"
36,Concrete,False,0,1,8,-58.51437536651915394,-27.37071642881225131," $42,600.00",5," $213,000.00"
1956,Wood,False,0,0,5,-58.84069930356437084, -27.4626519925704109," $28,800.00",4," $115,200.00"
5484,Wood,False,0,0,0,-58.83915437012826288,-27.46829612275614707," $28,800.00",6," $172,800.00"
435,Concrete,False,1,0,3,-58.85106186884672752,-27.47284596090897679," $42,600.00",2," $85,200.00"
1072,Bracket,True,0,0,0,-58.81695596770943268,-27.52624723942546581," $16,900.00",4," $67,600.00"
9709,Wood,False,0,0,10,-58.83140485362951466,-27.47139998925684878," $28,800.00",5," $144,000.00"
10259,Wood,False,0,0,0,-58.82750823298205489,-27.47178205847262333," $28,800.00",1," $28,800.00"
4634,Wood,False,3,0,2,-58.84104979221609 -2,-27.47453666293147023," $28,800.00",2," $57,600.00"
7625,Concrete,False,0,0,1,-59.51779349095419747,-30.02820465679781137," $42,600.00",8," $340,800.00"
10022,Wood,False,0,0,1,-58.82901395585687965, -27.4657916779891984," $28,800.00",8," $230,400.00"
9154,Iron,True,0,0,0,-58.8293851043924434 ,-27.46153993674911575," $62,000.00",7," $434,000.00"
2832,Concrete,False,3,0,2,-58.0623542922414444 ,-29.78139510121515343," $42,600.00",6," $255,600.00"
4741,Wood,False,0,0,3,-58.83764257632767425,-27.46277012350414637," $28,800.00",8," $230,400.00"
275,Bracket,False,0,0,1,-58.84954423099001275, -27.4678015881912998," $16,900.00",2," $33,800.00"
9464,Concrete,False,0,0,4,-59.51466878206665001,-30.01454933194016661," $42,600.00",7," $298,200.00"
9491,Concrete,True,0,0,0,-59.51569253672251136,-30.01521495475327583," $42,600.00",5," $213,000.00"
6434,Wood,False,0,0,2,-58.83698567367731158,-27.46537102115744844," $28,800.00",5," $144,000.00"
8296,Concrete,False,0,0,1,-59.5272179019491503 ,-30.02590987210468754," $42,600.00",8," $340,800.00"
8111,Concrete,False,4,0,1,-59.51996333485605106,-29.99473326946828067," $42,600.00",2," $85,200.00"
10177,Wood,False,0,0,0,-58.82687664715759013, -27.4685544712146239," $28,800.00",3," $86,400.00"
1708,Bracket,False,3,0,6,-58.84191247881841491,-27.46989697761358329," $16,900.00",1," $16,900.00"
6578,Concrete,False,2,0,0,-59.51033785671945964,-30.01993747310404359," $42,600.00",4," $170,400.00"
3954,Wood,False,0,0,5,-58.84048908665741351,-27.46938560939549845," $28,800.00",1," $28,800.00"
5218,Iron,False,4,0,0,-58.06114542576439419, -29.7903391345845705," $62,000.00",5," $310,000.00"
461,Bracket,False,0,0,4,-58.8498491700120141 ,-27.47382129249854898," $16,900.00",5," $84,500.00"
8873,Concrete,False,0,0,0,-59.52733808607810317,-30.02467308134261614," $42,600.00",4," $170,400.00"
5302,Concrete,False,0,0,0,-58.04916173035500293,-29.79434869608462932," $42,600.00",8," $340,800.00"
5625,Concrete,False,3,0,0,-58.05840134961761123,-29.79332330866661138," $42,600.00",2," $85,200.00"
2520,Concrete,True,0,0,0,-58.4962944286251485 , -27.3746534240825703," $42,600.00",6," $255,600.00"
1339,Wood,False,0,0,3,-58.8455909504708643 ,-27.46925902710103173," $28,800.00",7," $201,600.00"
466,Iron,True,3,0,0,-58.84829180099458057,-27.47404181840240511," $62,000.00",8," $496,000.00"
8217,Bracket,True,3,0,2,-59.52595364335368089,-30.02677953468122851," $16,900.00",8," $135,200.00"
5086,Wood,False,4,0,5,-58.05811558919506155,-29.79256908676837057," $28,800.00",5," $144,000.00"
6050,Wood,False,1,0,10,-58.83821090291840505,-27.47318251307438786," $28,800.00",8," $230,400.00"
6507,Concrete,False,2,0,0,-59.51021967180891181, -30.0332140670823371," $42,600.00",2," $85,200.00"
9789,Iron,False,0,0,2,-58.83100914187428288,-27.47372185405822975," $62,000.00",6," $372,000.00"
1910,Bracket,False,0,0,2,-58.84570377492017457,-27.46450202347561387," $16,900.00",7," $118,300.00"
5559,Concrete,False,3,0,5,-58.05526619637693386,-29.79515902879101219," $42,600.00",8," $340,800.00"
2413,Concrete,True,0,0,0,-58.51089372256412702,-27.37542619059292193," $42,600.00",3," $127,800.00"
737,Bracket,False,3,0,2,-58.84797480896730804,-27.46734800573653601," $16,900.00",6," $101,400.00"
4953,Wood,True,5,0,0,-58.05660325356082296,-29.79242580365919935," $28,800.00",4," $115,200.00"
4950,Wood,False,2,0,0,-58.05663533999049974,-29.79310143759683172," $28,800.00",4," $115,200.00"
2321,Concrete,False,1,0,3,-58.51893230708119376,-27.37609529273240128," $42,600.00",6," $255,600.00"
2199,Concrete,True,1,0,0,-58.50715112116431982,-27.36537883210333177," $42,600.00",5," $213,000.00"
1930,Bracket,True,0,0,5,-58.84401978065558581,-27.46465832835901466," $16,900.00",6," $101,400.00"
5001,Concrete,False,0,0,0,-58.05521254460130365,-29.79212005917608508," $42,600.00",2," $85,200.00"
9617,Wood,False,0,0,1,-58.82928775159931689,-27.46844664909272282," $28,800.00",6," $172,800.00"
5799,Concrete,False,2,0,0,-58.04792592206396051,-29.79796111131414804," $42,600.00",5," $213,000.00"
4747,Wood,False,0,0,3,-58.83798013133708338,-27.46403100001585429," $28,800.00",5," $144,000.00"
6103,Concrete,False,0,0,0,-58.05254852870459814,-29.79756515375488846," $42,600.00",6," $255,600.00"
2977,Bracket,True,3,0,0,-58.06810020324357424,-29.78361003812092989," $16,900.00",5," $84,500.00"
9428,Concrete,False,4,0,6,-59.51740534621933421,-30.01607137357488853," $42,600.00",4," $170,400.00"
1781,Wood,False,0,0,1,-58.84182575984340957,-27.46866610423122523," $28,800.00",2," $57,600.00"
498,Wood,False,0,0,0,-58.84846939402340382,-27.47129556288114927," $28,800.00",5," $144,000.00"
6573,Concrete,False,2,0,0,-59.50871865270234196,-30.02205449532578996," $42,600.00",1," $42,600.00"
3724,Concrete,False,5,0,0,-58.05196800457697037,-29.78693449574609886," $42,600.00",1," $42,600.00"
34,Concrete,True,1,0,3,-58.51389123136036119,-27.37043276885795962," $42,600.00",8," $340,800.00"
3851,Wood,False,0,0,5,-58.8411688257569665 ,-27.46730725689524633," $28,800.00",3," $86,400.00"
3382,Concrete,True,4,0,0,-58.05766797046756267,-29.78376047422317185," $42,600.00",5," $213,000.00"
2243,Concrete,False,1,0,2,-58.51436990518140391,-27.37320539675294384," $42,600.00",1," $42,600.00"
9058,Concrete,False,7,0,6,-59.52483541178731485,-30.01930468624751924," $42,600.00",4," $170,400.00"
9041,Concrete,False,2,0,0,-59.52556061111480545,-30.02193248109242063," $42,600.00",4," $170,400.00"
2563,Concrete,False,1,0,0,-58.5108900913524721 ,-27.38038391275153671," $42,600.00",4," $170,400.00"
4263,Wood,False,2,0,0,-58.05546887676666046,-29.78919965505371437," $28,800.00",5," $144,000.00"
1166,Bracket,False,0,0,3,-58.84599409226256483,-27.47347641476165947," $16,900.00",7," $118,300.00"
1142,Bracket,True,0,0,0,-58.81653538955603722,-27.52456632746586607," $16,900.00",8," $135,200.00"
2478,Concrete,True,1,0,0,-58.50691713939161076,-27.37150372682075883," $42,600.00",7," $298,200.00"
5342,Concrete,False,0,0,5,-58.04982768580487829,-29.79590587921425993," $42,600.00",8," $340,800.00"
8937,Wood,False,0,0,2,-58.83259247046027696,-27.46235036295377085," $28,800.00",8," $230,400.00"
2612,Concrete,True,2,0,2,-58.51092983789330759, -27.3820534828080504," $42,600.00",1," $42,600.00"
2839,Concrete,True,3,0,1,-58.06405884736765444,-29.78248725975333855," $42,600.00",4," $170,400.00"
6462,Concrete,False,2,0,0,-59.5014492007195912 ,-30.02391965249493566," $42,600.00",3," $127,800.00"
9942,Bracket,True,0,0,1,-58.82872381734082268,-27.46297858981109741," $16,900.00",2," $33,800.00"
3330,Bracket,False,0,0,0,-58.06402793245813143,-29.78736346297707627," $16,900.00",1," $16,900.00"
4836,Concrete,True,4,0,1,-58.0463328692331757 ,-29.79485905376772692," $42,600.00",4," $170,400.00"
5806,Concrete,True,2,0,5,-58.04646680754129306,-29.79733568390887299," $42,600.00",7," $298,200.00"
7817,Wood,False,0,0,5,-58.83280154248433291,-27.47125377875219598," $28,800.00",2," $57,600.00"
6485,Concrete,False,2,0,0,-59.50719247618268781,-30.02692868896452794," $42,600.00",5," $213,000.00"
644,Wood,False,0,0,2,-58.84821642118185991,-27.46881819430857163," $28,800.00",1," $28,800.00"
6848,Wood,False,0,0,4,-58.83513435244779544,-27.47102760861117332," $28,800.00",5," $144,000.00"
7537,Concrete,True,0,0,4,-59.51774705196937987,-30.02422310416351792," $42,600.00",7," $298,200.00"
1865,Wood,False,0,0,6,-58.84334261585538428,-27.46701249809594714," $28,800.00",8," $230,400.00"
10331,Wood,False,0,0,0,-58.82750768474983971,-27.47293298456230559," $28,800.00",5," $144,000.00"
5572,Concrete,True,3,0,1,-58.05406667622023775,-29.79456301656393435," $42,600.00",8," $340,800.00"
10019,Wood,False,0,0,2,-58.82889447564832608,-27.46585858747211972," $28,800.00",1," $28,800.00"
6048,Wood,False,0,0,1,-58.8386487995464762 ,-27.47381811444182276," $28,800.00",2," $57,600.00"
6495,Concrete,False,2,0,0,-59.50975427981668275,-30.02829535003879968," $42,600.00",7," $298,200.00"
1901,Bracket,True,0,0,0,-58.84384975704830367,-27.46584298552355818," $16,900.00",5," $84,500.00"
7316,Concrete,False,0,0,5,-59.51524875594669339,-30.02500536905556316," $42,600.00",2," $85,200.00"
4998,Wood,False,4,0,0,-58.05520381077893433,-29.79057054867613985," $28,800.00",3," $86,400.00"
436,Wood,False,1,0,4,-58.85107127494160295,-27.47290130834588595," $28,800.00",1," $28,800.00"
7796,Concrete,True,2,0,0,-59.52320223636147034, -30.0250753692822947," $42,600.00",1," $42,600.00"
5782,Concrete,False,2,0,0,-58.0463539538779898 ,-29.79741321268934939," $42,600.00",1," $42,600.00"
6115,Concrete,True,3,0,0,-58.05364121481694895,-29.79712405640629669," $42,600.00",7," $298,200.00"
1493,Wood,False,0,0,3,-58.84660063441995703,-27.46609908999034033," $28,800.00",6," $172,800.00"
2126,Concrete,False,1,0,2,-58.50863135205733556,-27.36734320700828249," $42,600.00",5," $213,000.00"
8747,Concrete,False,2,0,0,-59.53151061851182391,-30.02593222576329524," $42,600.00",8," $340,800.00"
8113,Concrete,False,4,0,0,-59.51954929943172345,-29.99531139284363945," $42,600.00",7," $298,200.00"
2595,Concrete,True,1,0,1,-58.50989457084502732,-27.38227053254670196," $42,600.00",4," $170,400.00"
2186,Concrete,True,0,0,2,-58.50324566766643386,-27.36658463471803771," $42,600.00",1," $42,600.00"
5587,Concrete,False,3,0,5,-58.0539178492640815 ,-29.79336077114085768," $42,600.00",8," $340,800.00"
1988,Wood,True,0,0,3,-58.84139339706492677,-27.46283054517423139," $28,800.00",8," $230,400.00"
8779,Concrete,False,4,0,0,-59.53141213177227087,-30.02573829429465135," $42,600.00",1," $42,600.00"
7716,Concrete,True,0,0,5,-59.51653119264830849,-30.02583333540516008," $42,600.00",6," $255,600.00"
1180,Bracket,False,0,0,2,-58.84490885334852805,-27.47263144780825428," $16,900.00",5," $84,500.00"
7306,Concrete,False,0,0,1,-59.51494756727379354,4 -30.025955108053072," $42,600.00",3," $127,800.00"
568,Concrete,False,0,0,0,-58.84839954832565212,-27.47071253247652578," $42,600.00",4," $170,400.00"
4373,Concrete,False,4,0,0,-58.05823977319072782,-29.78781957288212112," $42,600.00",3," $127,800.00"
8395,Concrete,True,2,0,1,-59.52861775976498393,-30.02654817379002594," $42,600.00",5," $213,000.00"
4941,Concrete,False,4,0,2,-58.05465885587410924,-29.79324166592146739," $42,600.00",2," $85,200.00"
6861,Wood,False,0,0,10,-58.83548474721138888,-27.47110879978180975," $28,800.00",1," $28,800.00"
2550,Concrete,True,0,0,0,-58.51655363784743713,-27.37789205406296134," $42,600.00",8," $340,800.00"
7438,Concrete,False,0,0,3,-59.52154595384388358,-30.02538225113742243," $42,600.00",1," $42,600.00"
1121,Bracket,False,0,0,0,-58.81516033718430236,-27.52651951971136057," $16,900.00",7," $118,300.00"
9717,Bracket,False,0,1,0,-58.83192777195350232,-27.47033836447679889," $16,900.00",3," $50,700.00"
5655,Concrete,False,1,0,1,-58.0583861440018083 ,-29.79529954170833506," $42,600.00",7," $298,200.00"
4044,Iron,False,4,0,0,-58.05353682382643399,-29.78791686605065081," $62,000.00",5," $310,000.00"
10250,Wood,False,0,0,6,-58.8281175552061697 ,-27.47099090960845302," $28,800.00",4," $115,200.00"
4183,Bracket,False,0,0,5,-58.05243538338917375,-29.78932755119179632," $16,900.00",2," $33,800.00"
1878,Wood,False,0,0,1,-58.842592847092547 -,-27.46606031974938844," $28,800.00",7," $201,600.00"
8399,Concrete,False,2,0,0,-59.52911305723834801,-30.02722296904478938," $42,600.00",2," $85,200.00"
2947,Concrete,True,0,0,0,-58.06677693423411313,-29.78478467016945075," $42,600.00",6," $255,600.00"
4858,Concrete,False,3,0,5,-58.04603048421688527,-29.79413868377838526," $42,600.00",6," $255,600.00"
8758,Concrete,False,5,0,3,-59.5326334902934704 ,-30.02575990760895053," $42,600.00",5," $213,000.00"
2792,Concrete,False,3,0,0,-58.06051187094858079,-29.78090487620771043," $42,600.00",2," $85,200.00"
1145,Bracket,True,0,0,0,-58.81693400673476901,-27.52505611451199741," $16,900.00",6," $101,400.00"
378,Concrete,False,0,0,5,-58.85313794235307228,-27.46978500029971926," $42,600.00",8," $340,800.00"
2417,Concrete,True,0,0,0,-58.51010014517145663,-27.37480190986116568," $42,600.00",8," $340,800.00"
8343,Bracket,True,2,0,0,-59.52722269242119779,-30.02959207789964324," $16,900.00",3," $50,700.00"
10447,Bracket,False,0,0,3,-58.82857652858105268,-27.47538200979320777," $16,900.00",2," $33,800.00"
6594,Concrete,True,2,0,0,-59.51362107123025424,-30.03023643559401634," $42,600.00",8," $340,800.00"
7662,Bracket,False,0,0,0,-59.51656958256543817,-30.02767683298746704," $16,900.00",5," $84,500.00"
5041,Wood,False,4,0,1,-58.05665566594860394,-29.79112328776117735," $28,800.00",3," $86,400.00"
5494,Wood,False,0,0,0,-58.83839430154531414,-27.46843760035944726," $28,800.00",6," $172,800.00"
7810,Iron,False,0,1,3,-58.8334348435911636 ,-27.47060141373379594," $62,000.00",5," $310,000.00"
8485,Concrete,False,5,0,0,-59.53221382063640021,-30.02861109965491337," $42,600.00",4," $170,400.00"
4871,Concrete,False,4,0,1,-58.04762376636696786,-29.79151460369544679," $42,600.00",5," $213,000.00"
4498,Wood,False,0,0,0,-58.06017991022387292,-29.78907654021751483," $28,800.00",2," $57,600.00"
6687,Concrete,False,2,0,0,-59.51632732448085505,-30.02212738033793116," $42,600.00",2," $85,200.00"
3622,Concrete,False,0,0,0,-58.04557774421895289,-29.78741483074510299," $42,600.00",3," $127,800.00"
3182,Concrete,False,0,0,5,-58.06360270423110137,-29.79001996858904633," $42,600.00",2," $85,200.00"
9133,Wood,False,0,0,3,-58.82942804760974553,-27.46271485841749893," $28,800.00",6," $172,800.00"
6533,Concrete,False,4,0,0,-59.50873009166532057,-30.01687370570436642," $42,600.00",1," $42,600.00"
1814,Wood,False,0,0,1,-58.84301328445968693,-27.46716458033480279," $28,800.00",7," $201,600.00"
9821,Wood,False,0,0,2,-58.82975110730988888,-27.47249953515680332," $28,800.00",3," $86,400.00"
2734,Concrete,False,4,0,0,-58.05714307424032938, -29.7814160273295947," $42,600.00",4," $170,400.00"
3574,Concrete,True,2,0,5,-58.04867048832241494,-29.78440421298734719," $42,600.00",4," $170,400.00"
4686,Wood,False,3,0,2,-58.84034445792856616,-27.47300179000182752," $28,800.00",1," $28,800.00"
8021,Wood,False,0,0,2,-58.83379367472331722,-27.46675497648577391," $28,800.00",8," $230,400.00"
6281,Iron,False,0,0,5,-58.83949566842901646,-27.47351766341621015," $62,000.00",4," $248,000.00"
2878,Concrete,False,2,0,5,-58.0675846515629388 ,-29.78086494009184193," $42,600.00",3," $127,800.00"
9332,Concrete,False,2,0,0,-59.51970646450178748,-30.01750195403431576," $42,600.00",5," $213,000.00"
4475,Wood,False,0,0,2,-58.06142531148353925,-29.79012783980822121," $28,800.00",8," $230,400.00"
10283,Bracket,False,0,1,2,-58.82800288028528968,-27.47000085812435444," $16,900.00",3," $50,700.00"
9692,Wood,False,0,0,1,-58.83074946439526087,-27.47146911509471323," $28,800.00",4," $115,200.00"
2343,Concrete,True,3,0,0,-58.5168321883201088 ,-27.37596129661094579," $42,600.00",1," $42,600.00"
8786,Concrete,False,3,0,0,-59.53024781770435681,-30.02663919390205294," $42,600.00",7," $298,200.00"
9068,Concrete,True,1,0,1,-59.52475817757191834,-30.02076648265903458," $42,600.00",1," $42,600.00"
7944,Concrete,True,0,0,0,-59.51789834139125901,-29.99047414201567463," $42,600.00",8," $340,800.00"
5466,Wood,False,0,0,2,-58.83745666600212587,-27.46853146600564344," $28,800.00",5," $144,000.00"
1071,Bracket,True,0,0,0,-58.81699866162186652,-27.52647828861937285," $16,900.00",1," $16,900.00"
7769,Concrete,False,5,0,2,-59.52346293223761364,-30.02393315300724908," $42,600.00",3," $127,800.00"
2091,Concrete,False,0,0,1,-58.51406645755226066,-27.36510510857511846," $42,600.00",4," $170,400.00"
8571,Concrete,True,0,0,1,-59.5355006486177345 ,-30.02691798513245658," $42,600.00",3," $127,800.00"
7589,Iron,False,2,0,2,-59.52044737543380393,-30.02715358056514106," $62,000.00",2," $124,000.00"
5771,Concrete,False,0,0,0,-58.04544930683751858,-29.79723897713275349," $42,600.00",5," $213,000.00"
2207,Concrete,False,1,0,2,-58.50788848830870847,-27.36429910346954486," $42,600.00",4," $170,400.00"
214,Concrete,False,2,0,2,-58.50896351804470896,-27.37233774872388281," $42,600.00",2," $85,200.00"
5563,Wood,False,3,0,5,-58.05505490837229132,-29.79463786122410696," $28,800.00",2," $57,600.00"
2247,Concrete,True,1,0,3,-58.51439192501729281,-27.37336054346665293," $42,600.00",5," $213,000.00"
8594,Wood,False,0,0,4,-58.83464579071879541,-27.46219941417339072," $28,800.00",7," $201,600.00"
9152,Iron,True,0,0,0,-58.82832882421387666,-27.46226885924498973," $62,000.00",3," $186,000.00"
1538,Wood,False,0,0,6,-58.84214532938531761, -27.4730378478766184," $28,800.00",6," $172,800.00"
7165,Bracket,False,0,2,9,-58.83369475886278366,-27.47303003906180408," $16,900.00",1," $16,900.00"
7027,Wood,False,0,0,1,-58.83426827945672244,-27.47468938998341059," $28,800.00",1," $28,800.00"
10515,Wood,False,0,0,2,-58.82689118522240079,-27.46392706265534756," $28,800.00",2," $57,600.00"
6823,Wood,False,0,0,8,-58.83692266042037033,-27.46984510972607652," $28,800.00",5," $144,000.00"
7628,Concrete,False,0,0,4,-59.51761301225676704,-30.02795058609760304," $42,600.00",3," $127,800.00"
10165,Wood,False,0,0,10,-58.82736087124964541,-27.46949436365976638," $28,800.00",4," $115,200.00"
173,Concrete,False,0,0,0,-58.51052008550016836,-27.37111156337330797," $42,600.00",2," $85,200.00"
2280,Concrete,True,2,0,3,-58.51612363584332144,-27.37435693259946135," $42,600.00",1," $42,600.00"
4988,Concrete,False,5,0,0,-58.05638477592817281,-29.79050393334344804," $42,600.00",6," $255,600.00"
10445,Wood,False,0,0,4,-58.82828286413192842,-27.47524166270372703," $28,800.00",7," $201,600.00"
758,Bracket,False,0,0,3,-58.84804794929076621,-27.46679368843433977," $16,900.00",5," $84,500.00"
966,Bracket,True,0,0,1,-58.81767522814594429,-27.52257259587712923," $16,900.00",5," $84,500.00"
9824,Wood,False,0,0,4,-58.82968748031429129,-27.47198697810620871," $28,800.00",6," $172,800.00"
1345,Wood,False,0,0,1,-58.84500102704097912,-27.47010757526223657," $28,800.00",8," $230,400.00"
6072,Bracket,False,0,0,3,-58.83949728643069221,-27.47419797164523558," $16,900.00",5," $84,500.00"
10459,Bracket,False,0,0,9,-58.82746770837190553,-27.47595573305318695," $16,900.00",8," $135,200.00"
