inflation adjustment affects,account code,alternative account code,account name,disabling date ,enabled,enablement date,account ID,ID information,assets,credit,debits,liability ,net loss,net income,credit balance,opening credit balance,debit balance,opening debit balance,usual balance,account type,use accounting assistants,use additional unit
No,4.01.01.02.010,,FCI Santander Sale Result,,Yes,,473,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.01.01.02.011,,Sales Exchange Difference,,Yes,,541,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,1910450.02,270484.45,0.00,0.00,1639965.57,1639965.57,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.01.02.00.001,,Recovery for Claims,,Yes,,474,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.01.001,,General Administrative Expenses,,Yes,,475,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,50253.27,0.00,50253.27,0.00,0.00,0.00,50253.27,0.00,debtor,non-monetary,No,No
No,4.02.01.01.002,,Mobility and Travel,,Yes,,476,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,887022.27,0.00,887022.27,0.00,0.00,0.00,887022.27,0.00,debtor,non-monetary,No,No
No,4.02.01.01.003,,Postage and Parcels,,Yes,,477,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.01.004,,Accounting Fees,,Yes,,478,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,90700.00,0.00,90700.00,0.00,0.00,0.00,90700.00,0.00,debtor,non-monetary,No,No
No,4.02.01.01.005,,Legal Fees and Others,,Yes,,479,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.01.006,,Provincial Taxes,,Yes,,480,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.01.007,,National Taxes,,Yes,,481,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.01.008,,Stationery and Supplies,,Yes,,482,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,8296.36,0.00,8296.36,0.00,0.00,0.00,8296.36,0.00,debtor,non-monetary,No,No
No,4.02.01.01.009,,Insurance,,Yes,,483,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,114208.50,0.00,114208.50,0.00,0.00,0.00,114208.50,0.00,debtor,non-monetary,No,No
No,4.02.01.01.010,,Rentals,,Yes,,484,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.01.011,,Sealed,,Yes,,485,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.01.012,,Parking and Tolls,,Yes,,486,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,3845.07,0.00,3845.07,0.00,0.00,0.00,3845.07,0.00,debtor,non-monetary,No,No
No,4.02.01.01.013,,Tax on Gross Income,,Yes,,487,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.01.014,,Municipal Taxes,,Yes,,488,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,2267.48,0.00,2267.48,0.00,0.00,0.00,2267.48,0.00,debtor,non-monetary,No,No
No,4.02.01.01.015,,Income Taxes 000,,Yes,,489,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.01.016,,Administrative Salaries and Wages,,Yes,,490,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.01.017,,Administration Social Burdens,,Yes,,491,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.01.018,,Phone,,Yes,,492,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.01.019,,Municipal taxes,,Yes,,493,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.01.020,,Electric light,,Yes,,494,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,75815.74,0.00,75815.74,0.00,0.00,0.00,75815.74,0.00,debtor,non-monetary,No,No
No,4.02.01.01.021,,Directors' Fees,,Yes,,495,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.01.022,,Security Expenses,,Yes,,496,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,24459.60,0.00,24459.60,0.00,0.00,0.00,24459.60,0.00,debtor,non-monetary,Yes,No
No,4.02.01.01.023,,Contracted Fees,,Yes,,497,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,450000.00,2195600.00,0.00,1745600.00,0.00,0.00,0.00,1745600.00,0.00,debtor,non-monetary,No,No
No,4.02.01.01.024,,Donations,,Yes,,547,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.02.001,,General Marketing Expenses,,Yes,,498,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,15021.00,0.00,15021.00,0.00,0.00,0.00,15021.00,0.00,debtor,non-monetary,No,No
No,4.02.01.02.002,,Transport and Freight,,Yes,,499,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,449065.64,0.00,449065.64,0.00,0.00,0.00,449065.64,0.00,debtor,non-monetary,No,No
No,4.02.01.02.003,,Fuels and lubricants,,Yes,,500,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,36403.98,0.00,36403.98,0.00,0.00,0.00,36403.98,0.00,debtor,non-monetary,No,No
No,4.02.01.02.004,,Advertising and marketing,,Yes,,501,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,66590.91,0.00,66590.91,0.00,0.00,0.00,66590.91,0.00,debtor,non-monetary,No,No
No,4.02.01.02.005,,Commercial Commissions,,Yes,,502,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,34925.67,0.00,34925.67,0.00,0.00,0.00,34925.67,0.00,debtor,non-monetary,No,No
No,4.02.01.02.006,,Scale Expenses,,Yes,,503,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.02.007,,Deductions for LSG,,Yes,,504,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.03.001,,General Production Expenses,,Yes,,505,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,4025.04,0.00,4025.04,0.00,0.00,0.00,4025.04,0.00,debtor,non-monetary,No,No
No,4.02.01.03.002,,Technical Fees,,Yes,,506,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,16620.00,0.00,16620.00,0.00,0.00,0.00,16620.00,0.00,debtor,non-monetary,No,No
No,4.02.01.03.004,,Spare Parts and Repairs,,Yes,,507,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,184593.82,0.00,184593.82,0.00,0.00,0.00,184593.82,0.00,debtor,non-monetary,No,No
No,4.02.01.03.005,,Salaries and Production,,Yes,,508,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.03.006,,Social Security Contributions Production,,Yes,,509,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.03.007,,Fumigations and Other Work,,Yes,,510,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.03.008,,Leases Expense,,Yes,,511,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.03.009,,Local Repair,,Yes,,512,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.03.010,,Post Harvest Expenses,,Yes,,513,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.03.011,,RENATEA Contributions,,Yes,,514,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.03.012,,Uatre,,Yes,,515,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.03.013,,Compensation and Dismissals,,Yes,,516,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.03.014,,Vaccines and Medications,,Yes,,517,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.03.015,,Threshing Expenses,,Yes,,518,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.03.016,,Productive Social Work Contributions,,Yes,,519,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.03.017,,ART,,Yes,,520,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.03.018,,Livestock Expenses,,Yes,,521,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,1255255.00,0.00,1255255.00,0.00,0.00,0.00,1255255.00,0.00,debtor,non-monetary,No,No
No,4.02.01.03.019,,Depreciation for the year,,Yes,,522,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.03.020,,Repairs,,Yes,,523,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.03.021,,Machinery Repairs,,Yes,,524,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.03.022,,Truck Repair,,Yes,,525,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.04.001,,Lost Interest,,Yes,,526,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,413282.18,0.00,413282.18,0.00,0.00,0.00,413282.18,0.00,debtor,non-monetary,No,No
No,4.02.01.04.002,,Discounts Granted,,Yes,,527,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.04.003,,Banking expenses,,Yes,,528,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.04.004,,Bank interest,,Yes,,529,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.04.005,,Exchange Difference for Purchases,,Yes,,530,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,771619.27,6459290.60,0.00,5687671.33,0.00,0.00,0.00,5687671.33,0.00,debtor,non-monetary,No,No
No,4.02.01.04.006,,Tax on bank debits-credits,,Yes,,531,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.04.007,,Earned interests,,Yes,,532,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.04.008,,Fines,,Yes,,533,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.04.009,,Lost Interest City Loan,,Yes,,534,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.02.01.04.010,,Lost Interest DGR Plan,,Yes,,543,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,Yes
No,4.02.01.04.011,,Financial Commissions,,Yes,,554,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,58479.87,0.00,58479.87,0.00,0.00,0.00,58479.87,0.00,debtor,non-monetary,No,No
No,4.02.01.05.001,,Cost of Goods Sold,,Yes,,535,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.03.00.00.001,,Purchase of Seeds,,Yes,,536,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,5673220.26,37639605.21,-31966384.95,0.00,0.00,0.00,0.00,31966384.95,0.00,debtor,non-monetary,No,No
No,4.03.00.00.002,,Purchase of Agrochemicals and Fertilizers,,Yes,,537,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,3173660.86,77174665.82,-74001004.96,0.00,0.00,0.00,0.00,74001004.96,0.00,debtor,non-monetary,No,No
No,4.03.00.00.003,,Treasury Purchase,,Yes,,538,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,497213.92,-497213.92,0.00,0.00,0.00,0.00,497213.92,0.00,debtor,non-monetary,No,No
No,4.03.00.00.004,,Purchase of Corn,,Yes,,539,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
No,4.03.00.00.005,,Soybean Purchase,,Yes,,540,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
Yes,1.02.02.04.001,,Rolled Origin Value,,Yes,,411,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},984753.75,130316.75,1115070.50,0.00,0.00,0.00,0.00,0.00,984753.75,0.00,debtor,non-monetary,Yes,No
Yes,1.02.02.05.001,,Facilities,,Yes,,414,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},252662.35,0.00,252662.35,0.00,0.00,0.00,0.00,0.00,252662.35,0.00,debtor,non-monetary,No,No
Yes,2.01.03.00.007,,Car Insurance to Pay,,Yes,,552,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
Yes,2.01.04.00.011,,Municipal Patents to Pay,,Yes,,550,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
Yes,2.01.04.00.012,,Rents to Pay,,Yes,,553,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
Yes,2.01.04.00.013,,EMOS,,Yes,,559,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,debtor,non-monetary,No,No
Yes,2.01.04.00.014,,Obligations to pay NISSAN,,Yes,,560,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,400000.00,0.00,400000.00,0.00,0.00,400000.00,0.00,0.00,0.00,debtor,non-monetary,No,No
Yes,4.03.00.00.006,,Vehicle Pay Plan,,Yes,,558,{FAE63E72-EDBC-4424-BF36-F3BF29F84009},0.00,0.00,438218.16,-438218.16,0.00,0.00,0.00,0.00,438218.16,0.00,debtor,non-monetary,No,No
