Storehouse,Storage location,Product Code,Product Name,Model,Brand,Batch number,Inventory
Temp Warehouse,,B34C1553-2995-407B-AC0A-E1797C5DC843,IC,39301039,MOLEX,16930/1631+,1224
Temp Warehouse,,P01771,IC,TPS5450DDAR,TI,2036,1202
Temp Warehouse,,P36948,IC,ADV7179BCPZ,ADI,2020,1191
Temp Warehouse,,P29108,IC,ADuM2401CRWZ,ADI,2034/2031,1154
Temp Warehouse,,P28717,IC,MAX4246ASA+T,MAXIM,2008,1100
Temp Warehouse,,P24613,IC,TMS320F2802PZA-60,TI,2122,1080
Temp Warehouse,,P44770,IC,AD8309ARUZ,ADI,2050/2111,1062
Temp Warehouse,,P47284,IC,AD8034ARZ,ADI,2106+,1000
Temp Warehouse,,P38590,IC,BNX002-11,MURATA,2112,1000
Temp Warehouse,,P27883,IC,SPX29302T5-L/TR,EXAR,2049/2052,1000
Temp Warehouse,,P21996,IC,SG-8003CG,EPSON,18+,1000
Temp Warehouse,,P30615,IC,6N137-000E,AVAGO,2051,1000
Temp Warehouse,,P42775,IC,DAC124S085CIMM/NOPB,TI,2123,1000
Temp Warehouse,,P48203,IC,LM5001SD,TI,2111,1000
Temp Warehouse,,P00216,IC,NJM2761RB2-TE1,JRC,2012,1000
Temp Warehouse,,P48368,chip,74HC04D,Nexperia,2113,1000
Temp Warehouse,,P45403,Tantalum capacitor,TAJA336K010RNJ,AVX,2107,1000
Temp Warehouse,,P10115,IC,P6SMB150A,LITTELF,1740,1000
Temp Warehouse,,P43109,ESD diode,ES1D-E3/61T,VISHAY,20+,1000
Temp Warehouse,,P47174,IC,VES101M1ETR-0607,lelon (Taiwan Lilong),2039,1000
Temp Warehouse,,P19460,IC,CJ78L05,CJ,1909,1000
Temp Warehouse,,P12417,IC,BAV199LT1G,ON,1926,1000
Temp Warehouse,,P30777,diode,R3000,MDD,19+,1000
Temp Warehouse,,P34213,IC,TC164-FR-07150KL,YAGEO,1949,1000
Temp Warehouse,,3167BB93-C329-4B53-8106-4B27DD0C463C,IC,WM8775SEDS,WOLFSON,16+,995
Temp Warehouse,,P47217,IC,AD8302ARUZ,ADI,2114,994
Temp Warehouse,,592E1B06-3A5F-46C1-93B7-7A9CE6315734,IC,CY2318ANZPVXC-11,CYPRESS,0403+,990
Temp Warehouse,,D0D8EE06-6D15-4B5A-A807-8830EDFAC26A,IC,BK23000702-M,Junyao,16+,990
Temp Warehouse,,A20D7168-71AE-4B68-B6C5-DE1E917190A5,IC,导线,n/a,15+,960
Temp Warehouse,,P36658,IC,SN74LS244NSR,TI,1948,930
Temp Warehouse,,P45945,IC,BSC054N04NSG,INFINEON,2049,928
Temp Warehouse,,DCE417A0-C8C7-49F4-82DB-A39DAFB969F5,IC,"MMBTA92,215",NXP,1536+,920
Temp Warehouse,,P19642,IC,BTS452T,INFINEON,1901/1903,900
Temp Warehouse,,P45393,Logic IC,SN74LV4T125PWR,TI,2024,900
Temp Warehouse,,P39525,IC,74HC594DB,NXP,1950/2012,860
Temp Warehouse,,P05622,IC,DG406EWI+,MAXIM,2111,850
Temp Warehouse,,P47594,IC,REF2033AIDDCR,TI,2122,825
Temp Warehouse,,P09120,IC,TMP102AIDRL,TI,1710,820
Temp Warehouse,,P17685,IC,MAX6746KA31/V+T,MAXIM,1513,800
Temp Warehouse,,P19525,IC,TL431AIPK,TI,1904/1909,800
Temp Warehouse,,P45394,Logic IC,SN74LVC1G07DBVR,TI,20+,800
Temp Warehouse,,P34751,IC,NCP303LSN46T1G,ON,1336,800
Temp Warehouse,,P15421,IC,SI4835DDY-T1-GE3,VISHAY,1806,800
Temp Warehouse,,P45400,Power inductor,IHLP2525CZER220M11,Vishay,2107,799
Temp Warehouse,,P01133,,MCP3913A1-E/SS,MICROCHIP,1825,790
Temp Warehouse,,5A1AECB8-C1DB-4427-8BD1-9136E376CF42,IC,EC10QS10-TE12L,NIEC,15+,786
Temp Warehouse,,P29019,IC,ADR392BUJZ,AD,1940/1946,781
Temp Warehouse,,AB30571B-0635-47C8-B3ED-FD6B0AE98C66,IC,SLC05C,Senchip,1524+,780
Temp Warehouse,,P45154,IC,TPS22920YZPR,TI,2018,757
Temp Warehouse,,P48012,IC,XC6SLX25-2CSG324C,XILINX,2113/2117,736
Temp Warehouse,,P43451,MOS,IPD110N12N3,Infineon,2113/2116,711
Temp Warehouse,,P45446,IC,LMK04133SQ/NOPB,TI,1919,695
Temp Warehouse,,P14716,IC,SN74ALVC164245DGGR,TI,2042(C2,690
Temp Warehouse,,P44958,IC,CSD86350Q5D,Tl,1922,685
Temp Warehouse,,P48368,chip,74HC04D,Nexperia,2123,680
Temp Warehouse,,P48064,IC,STD20NF20,ST,2043,655
Temp Warehouse,,P12740,IC,CDCV304PWR,TI,16+MUST,655
Temp Warehouse,,P33548,IC,IPP110N20N3G,INFINEON,1951,650
Temp Warehouse,,78B24884-00AF-4B15-B10A-35042C4A9E0F,IC,RT7257GHZSP,RITECK,15+,650
Temp Warehouse,,61B97E6D-4649-427E-BA8C-93A18CCB4BA2,IC,PTVS13VP1UP,NXP,1031+,650
Temp Warehouse,,P48114,IC,XC6SLX16-2CSG324C,XIL,2109,630
Temp Warehouse,,C938AB38-0CAC-4794-BA29-40F0125CD720,IC,TPA3110D2PWP,TI,2121,610
Temp Warehouse,,P48174,IC,ACM2012-201-2P-T002,TDK,20+,600
Temp Warehouse,,P01989,,TC74HC573AF,TOSHIBA,813,591
Temp Warehouse,,P46196,Optocoupler,TLP185GB,TOSHIBA,1832,590
Temp Warehouse,,P45526,Logic IC,SN74LV1T34DBVR,TI,2047,575
Temp Warehouse,,P44967,MOS tube,BSC117N08NS5,INFINEON,2049/2101,569
Temp Warehouse,,P20503,IC,TLP293GB,TOSHIBA,2043,564
Temp Warehouse,,P20681,IC,SN74LVC1G3157DBVR,TI,2121,558
Temp Warehouse,,P45905,IC,LTM4630AIV,LT,2044/2046,540
Temp Warehouse,,P47820,IC,STM32F407VET6,ST,2118,540
Temp Warehouse,,P47163,IC,EP3C16F256C8N,ALTERA,2025,540
Temp Warehouse,,P14416,IC,TPS62230DRY,TI,1813,535
Temp Warehouse,,P40038,IC,AD9251BCPZ-20,ADI,2029,519
Temp Warehouse,,P28693,Variable capacitor chip,ADXL203CE,ADI,2038/2046/2048/2050,511
Temp Warehouse,,P22269,IC,KA7808ETU,ON,1829,510
Temp Warehouse,,P02361,IC,AD8626ARZ,ADI,2050,500
Temp Warehouse,,P33517,IC,DF12(5.0)-60DP-0.5V(86),HRS,Does not require,500
Temp Warehouse,,P48436,Integrated circuit chip IC,IRF7425TRPBF,Infineon / IR,2114+,500
Temp Warehouse,,C0EE801C-B105-4F32-8627-5C4EBF70ED94,IC,B32022A3223M,EPCOS,12+,500
Temp Warehouse,,P41150,digital potentiometer,3224W-1-103E,BOURNS,2116,500
Temp Warehouse,7,71E64939-38D8-40F0-9572-D8F0F7162810,IC,CD4081BM,TI,16+,500
Temp Warehouse,,P28724,IC,VND3NV04-E,ST,1818,500
Temp Warehouse,,P44999,IC,SN74HC11DR,TI,2116,500
Temp Warehouse,,P31738,multi-turn potentiometer,3296X-1-502LF,BOURNS,2124,500
Temp Warehouse,,P31736,multi-turn potentiometer,3296W-1-201LF,BOURNS,2101,500
Temp Warehouse,,P44342,IC,MA452750FR005MZ,EVEROHMS,20+,500
Temp Warehouse,,P01074,IC,ADM706ARZ,AD,1534+,500
Temp Warehouse,,P08871,IC,AT24C512C-SSHD,ATMEL,1805,500
Temp Warehouse,,P08635,IC,NCP3063BDR2G,ON,17+,500
Temp Warehouse,,348BC43F-176E-4C19-98C4-01444D69972A,IC,GRM32DF51H106ZA01L,MURA,1644+,500
Temp Warehouse,,P47173,IC,0453007.MR,LITTELFUSE,20+,500
Temp Warehouse,,7BFA5816-98B0-40DC-AD10-DEB675801D85,IC,LM393ADT,ST,12+,500
Temp Warehouse,,P46724,TVS diode,SMBJ20A-13-F,DIODES (US and Taiwan),2038,500
Temp Warehouse,,10D4DBEE-9D41-4CD3-BBDC-36D12E28592E,IC,MURS260T3G,ON,15+,500
Temp Warehouse,,P34014,Plug-in test point,插件测试点,N/A,20+,500
Temp Warehouse,,P34014,Plug-in test point,插件测试点,N/A,20+,500
Temp Warehouse,,67BDE457-E1F9-49D0-AEA6-078CB57322DF,IC,RSF100JB-73-4K7,Yageo,13+,500
Temp Warehouse,,P45366,IC,1SMA4732AG,SHIKUES,"
within two years",500
Temp Warehouse,,CB2AAA56-5568-488E-B0A8-2797C34A5060,IC,1N4746A,Fairchild,12+,500
Temp Warehouse,,P09584,MOS tube,SI2333DS,VISHAY,14+,490
Temp Warehouse,,P25983,IC,93LC66A-I/SN,MIC,1810/1813,488
Temp Warehouse,,P26774,IC,AD7768BSTZ,ADI,2047/2037,475
Temp Warehouse,,P45602,IC,ADA4851-2YRMZ,ADI,2051/2038,470
Temp Warehouse,,P42506,Chip resistor,MA452750FR010FZ,EVER OHMS (Tianer Technology),20+,470
Temp Warehouse,,P44725,ESD diode,DVIULC6-4SC6,ST,2039,460
Temp Warehouse,,P40828,Logic IC,74LVX14MX,ON,2049,455
Temp Warehouse,,7D0DF22E-AAC1-4E94-89C4-447E138CFD00,IC,600F150JT250XT,ATC,17+,454
Temp Warehouse,,P46722,Logic IC,SN74HC00DR,TI,20+,450
Temp Warehouse,,67BDE457-E1F9-49D0-AEA6-078CB57322DF,IC,RSF100JB-73-4K7,Yageo,13+,450
Temp Warehouse,,8B118E7B-E00B-4704-B1C9-9E9057DF58C9,IC,LTC1754ES6-5#TRPBF,LT,06+,440
Temp Warehouse,,P16871,IC,IRF9640PBF,VISHAY,1744/18+,438
Temp Warehouse,,P45944,IC,LM258ADR,TI,2118,437
Temp Warehouse,,P03058,IC,AMS1117-3.3,AMS,2036,425
Temp Warehouse,,P16399,IC,24LC64-I/SN,MICROCHIP,1909,419
Temp Warehouse,,P00818,IC,MT28GU01GAAA1EGC-0SIT,MICRON,1714,409
Temp Warehouse,,P45319,IC,ADUM1401ARWZ,ADI,2102/2103,407
Temp Warehouse,,P35269,IC,ADXL203CE,ADI,2050,401
Temp Warehouse,,P44769,IC,ADR441ARMZ,ADI,2043,400
Temp Warehouse,,P33567,IC,MSS6132-683MLC,Coilcraft,20+,400
Temp Warehouse,,P45394,Logic IC,SN74LVC1G07DBVR,TI,20+,400
Temp Warehouse,,P28723,IC,MBRB20H100CTT4G,ON,1936,400
Temp Warehouse,,P44354,IC,MC78M08CDTRKG,ON,19+,400
Temp Warehouse,,P37891,Ceramic capacitors,C2012X5R1E106KT000N,TDK,2105,400
Temp Warehouse,,P42451,electrolytic capacitor,EEEFK1V101XP,PANASONIC,20+,391
Temp Warehouse,,P23832,IC,IT6251,ITE,2034,390
Temp Warehouse,,P18133,IC,TPA3110D2PWP,TI,2121,390
Temp Warehouse,,0015FBCE-547A-4D46-A34E-DFD97740CB02,IC,600F0R1BT250XT,ATC,15+,382
Temp Warehouse,,P34313,protection diode,15KPA22CA,Littlefuse,2020,370
Temp Warehouse,,3057B968-471E-4EA1-ABFB-8DBAD2DEF426,IC,AT24C08C-XHM-T,ATMEI,1552+,368
Temp Warehouse,,P42929,IC,IPD110N12N3,INFINEON,2116,365
Temp Warehouse,,P00490,IC,B340A-13-F,DIODES,1703+,364
Temp Warehouse,,P40303,IC,ADP3336ARMZ,ADI,2044/2102,360
Temp Warehouse,,P47586,Fast recovery diode,MUR3060WTG,ON,20+,360
Temp Warehouse,,P08488,IC,TMP75CIDGKT,TI,17+/18+,360
Temp Warehouse,,P46372,IC,LTM8056IY#PBF,LT,2112,357
Temp Warehouse,,P39016,amplifier,AD8656ARMZ,ADI,2049,350
Temp Warehouse,,3E57009A-8B2E-4575-B405-DA1E09F44927,IC,2SC3736-T1,RENESAS,15+,345
Temp Warehouse,,57A44A03-82E0-43F7-9B19-379A48ACA839,*,MC10H176MEL,ON,702,342
Temp Warehouse,,D7C22169-AFEE-4647-8EF3-06153AC3C892,IC,HD74LS08FPEL,RENESAS,15+,331
Temp Warehouse,,1FC2F413-E4F2-4878-8F01-12968E0A816E,IC,SN74AVCH16T245GR,TI,1040+,329
Temp Warehouse,,P45537,Amplifier IC,OPA340NA,TI,1812,304
Temp Warehouse,,P15576,IC,640445-3,TE,1744,303
Temp Warehouse,,P44338,IC,AD8422ARZ,ADI,2023,300
Temp Warehouse,,P40543,IC,MAX319ESA+,MAX,2051,300
Temp Warehouse,,P33566,IC,MSS6132-563MLC,Coilcraft,20+,300
Temp Warehouse,,P19782,IC,SP3485EN-L/TR,EXAR,2108,300
Temp Warehouse,,P28219,IC,GCM32ER70J476ME19L,MURATA,1907,300
Temp Warehouse,,P41235,IC,EEE-FK1E331P,PANASONIC,20+,300
Temp Warehouse,,P48412,SMD passive crystal oscillator,TXM25M0004252DBC,TAE (Ya Jingxin),within two years,300
Temp Warehouse,,D6D946FF-2162-4E61-B56F-ACCDF4D7EE01,IC,RSF100JB-73-4K7,YA,14+,300
Temp Warehouse,,P36843,IC,0.1NF 3kv 10%,"
Fenghua",19+,300
Temp Warehouse,,P31585,IC,GRM188R61A226ME15D,MURATA,20+,300
Temp Warehouse,,DC54F47B-3356-4D84-853D-6A62BE40BF71,IC,1N4735A,ST,20+,300
Temp Warehouse,,P16093,IC,RC0201FR-0712KL,YAGEO,17+,300
Temp Warehouse,,P27029,SMD IC,SN74LVC1G3157DBVR,TI,2053,293
Temp Warehouse,,P08629,,IRF9640,IR,16+,290
Temp Warehouse,,1A535BE0-43A0-480E-B19F-E9469C8D73CF,IC,HK-2-G,MAC8,16+,286
Temp Warehouse,,P45643,IC,THS4521IDR,TI,1808,276
Temp Warehouse,,P35328,amplifier,ADTL084ARUZ,ADI,1930,270
Temp Warehouse,,P13970,IC,TLV3701IDBVR,TI,1745+,264
Temp Warehouse,,P15843,IC,DRV5053OAQDBZR,TI,1731,261
Temp Warehouse,,P42844,IC,LC4064V-75TN48C,LATTICE,2120,250
Temp Warehouse,,P30152,ATC high frequency capacitor,100B201JT300XT,ATC,1925+,250
Temp Warehouse,,P46956,IC,TMP112BIDRLT,TI,2115,250
Temp Warehouse,,P04292,IC,MAX3232CSE,MAXIM,1932,250
Temp Warehouse,,P46956,IC,TMP112BIDRLT,TI,2115,250
Temp Warehouse,,P05777,IC,TSI577-10GILV,IDT,1706,240
Temp Warehouse,,P37899,IC,LT1963AES8,LT,2020,240
Temp Warehouse,,P20641,IC,SN74CBTLV16212GR,TI,1828,240
Temp Warehouse,,A9FE51AC-D988-4BBD-ABB7-64844A0C2A44,Electronic switch chip,ADG509FBRWZ,AD,1421+,232
Temp Warehouse,,A2F6CCF2-4948-4A6D-BA30-C897D69F7C0D,IC,ZXMP6A18DN8TA,ON,1507+,230
Temp Warehouse,,P43559,MOS (field effect transistor),IRLR3105TRPBF,Infineon,2035,227
Temp Warehouse,,5B5F2AE0-930C-4AAF-9934-9A1356E0BE87,IC,TPS2552DBVR,TI,1519+,225
Temp Warehouse,,P33472,IC,OPA2211AIDRGR,TI,1909,224
Temp Warehouse,,9F3729E0-4F2B-42FB-8D5C-0D6789425A36,IC,SN74ALVCH16245DL,TI,2003/1719,223
Temp Warehouse,,P47906,IC,LAN8720A-CP-TR,SMSC,12+,217
Temp Warehouse,,P25086,IC,AM3358BZCZA80,TI,2017/2025,215
Temp Warehouse,,P14848,IC,OPA2277UA/2K5,TI,1644,214
Temp Warehouse,,P29108,IC,ADuM2401CRWZ,ADI,2034/2031,210
Temp Warehouse,,P41703,capacitance,0.01uf 2KV 20% 陶瓷直插,TDK,2125,207
Temp Warehouse,,P40715,Y2 safety capacitor,PME271YA4470MR30,KEMET,13+,205
Temp Warehouse,,P20454,IC,AD9528BCPZ,AD,2103/2117,202
Temp Warehouse,,P43252,MOS (field effect transistor),BSC054N04NSG,INFINEON,2041,202
Temp Warehouse,,P40452,IC,ISPLSI2032VE-110LTN-44,LATTCE,1442,200
Temp Warehouse,,P29472,,5177985-2,TE,2001/2009,200
Temp Warehouse,,P12275,IC,SP3070EEN,EXAR,1350,200
Temp Warehouse,,P46745,IC,TPS54020RUW,TI,2116,200
Temp Warehouse,,P48364,IC,TPS7A3001DGNR,TI,21+,200
Temp Warehouse,,P48415,IC,INA169NA,TI,20+,200
Temp Warehouse,,P14503,IC,MURB1620CTG,ON,1835,200
Temp Warehouse,,1A17A863-D28B-4510-8844-B7B3FE3068C3,IC,LM358P,TI,15+,200
Temp Warehouse,,P10645,IC,SN74HC164DR,TI,17+,200
Temp Warehouse,,P32802,IC,C566C-AFF-CU0W0251,CREE,1903,200
Temp Warehouse,,P47172,IC,0453010.MR,LITTELFUSE,2048,200
Temp Warehouse,,P32913,IC,IPEX天线座,NA,19+,200
Temp Warehouse,,P15863,IC,LQH32MN150J23L,MURATA,1910,200
Temp Warehouse,,12FE94A8-8F6C-44D1-AE0A-87CEAE1A78E8,IC,STPS340U,ST,1623/1628+,195
Temp Warehouse,,BD1EFA05-C86C-4371-9076-01655C8A37C5,IC,SKY67151-396LF,SKYWORK,17+,194
Temp Warehouse,,P00815,IC,SPX3819M5-L-1-8,EXAR,16+,190
Temp Warehouse,,3E8BCC7D-A81A-4C0B-A1C9-9FDDDC9AA6DE,IC,74HC04D,NXP,1331,188
Temp Warehouse,,99058E22-7705-407D-B7F3-1D53A56A7EB4,IC,SMBJ130A,Littelfuse,11+,185
Temp Warehouse,,07B7BFF1-5562-40A4-B900-0600B550A05D,IC,MAX211EEAI,MAXIM,10+,180
Temp Warehouse,,1D65FAE3-5107-4889-978C-B1108FE5D33B,IC,1051640001,Molex,15+,180
Temp Warehouse,,E3BC486B-29C1-42F6-AAF5-0E4E8E79E353,IC,MC78L05ABDG,ON,1338+,180
Temp Warehouse,,P11585,,SY8077AAC,SILERGY,17+,180
Temp Warehouse,,P44191,Power management IC,MC78M05BDTRKG,ON,1942,175
Temp Warehouse,,P26774,IC,AD7768BSTZ,ADI,2030,170
Temp Warehouse,,P17427,IC,450KXW100MEFC18X30,Rubycon,1702,170
Temp Warehouse,,6A03D324-9D59-4F64-A237-9D604B490EB9,IC,91036-150LF,FCI,1706+,160
Temp Warehouse,,P48282,IC,ACPL-W61L-500E,AVAGO,2014,160
Temp Warehouse,,P15577,IC,640445-4,TE,1711,153
Temp Warehouse,,P04780,IC,5CEFA5U19I7N,ALTERA,2025,152
Temp Warehouse,,P44359,IC,SN74LV1T04DBVR,TI,20+,150
Temp Warehouse,,P46723,Logic IC,SN74HC08DR,TI,20+,150
Temp Warehouse,,P48297,IC,A694B/2SYG/S530-E2,EVERLIGHT,20+,150
Temp Warehouse,,P07173,IC,P6SMB150A,Vishay,17+,150
Temp Warehouse,,BE7CC0D2-161F-4282-8BA5-BB58F39FEF25,IC,LM358P,TI,12,145
Temp Warehouse,,9715D14D-4D81-4D42-BB8B-73F5C221FBFC,IC,ROX2SJ3K3,TE,1620+,144
Temp Warehouse,,P33949,IC,TAJE476K035RNJ,AVX,2105,140
Temp Warehouse,,P38740,IC,AT24C512C-SSHD,MICROCHIP,1920,140
Temp Warehouse,,D1C78918-5689-4D1B-9196-788DFC737671,IC,74LVX3245MTCX,FSC,13+,139
Temp Warehouse,,P06550,IC,TSI577-10GILV,IDT,1718+,136
Temp Warehouse,,P34016,memory,W25Q128JVSIQ,WINBOND,2126,130
Temp Warehouse,,P26774,IC,AD7768BSTZ,ADI,2037,125
Temp Warehouse,,BE7CC0D2-161F-4282-8BA5-BB58F39FEF25,IC,LM358P,TI,10+,125
Temp Warehouse,,P35684,IC,AXT434124,PANASONIC,19+,120
Temp Warehouse,,19D96DE5-9D11-442F-88B1-67A8DF989AB5,IC,HDSP-F201,AVAGO,1531+,120
Temp Warehouse,,P20225,diode,STTH4R02U,ST,1448,120
Temp Warehouse,,P30746,IC,MLFA25FTC470K,STACKPOLEELECTRONICS,1836,120
Temp Warehouse,,P26312,IC,LM358DR2G,ON,16+,115
Temp Warehouse,,P41573,IC,AS4C256M16D3LB-12BCN,ALLIANCE,2102,114
Temp Warehouse,,P25983,IC,93LC66A-I/SN,MIC,1813,112
Temp Warehouse,,P42187,IC,IRG4PH40KDPBF,IR,2009,110
Temp Warehouse,,P48218,IC,TPS7A4901DRBR,TI,2016,107
Temp Warehouse,,P05536,IC,SP3232EEA,EXAR,1801,105
Temp Warehouse,,P48186,IC,3224W-1-504E,BOURNS,1931,104
Temp Warehouse,,CB50479C-CDF0-444F-B039-E96A4613D342,IC,91036-130LF,FCI,1706+,101
Temp Warehouse,,1D65FAE3-5107-4889-978C-B1108FE5D33B,IC,1051640001,Molex,15+,101
Temp Warehouse,,P10772,IC,34-080,REEL,21+,100
Temp Warehouse,,P10773,IC,33-080,REEL,21+,100
Temp Warehouse,,P11298,IC,TLE6368G2,Infineo,1810,100
Temp Warehouse,,P48118,IC,ADG711BRUZ,AD,1831,100
Temp Warehouse,,P42703,IC,DC800-102,N/A,20+,100
Temp Warehouse,,P42704,IC,DC500-102,N/A,20+,100
Temp Warehouse,,P37239,IC,744273501,WE,1821,100
Temp Warehouse,,P34246,IC,TPS54292PWPR,TI,1936,100
Temp Warehouse,,P47107,IC,LSF0108PWR,TI,20+,100
Temp Warehouse,,P48188,"
Integrated circuit chip IC",LM1117IDTX-3.3,TI,19+,100
Temp Warehouse,,P08379,IC,LM317DCYR,TI,20+,100
Temp Warehouse,,P14901,IC,LM7812CT,FSC,1805,100
Temp Warehouse,,P21027,IC,NSR0320MW2T1G,ON,2101,100
Temp Warehouse,,DDC1B336-84FC-4601-B225-EC03901BCEEA,IC,600F2R0BT250XT,ATC,17+,100
Temp Warehouse,,P48411,"
SMD passive crystal oscillator",Q24FA20H00491,EPSON,两年内,100
Temp Warehouse,,P08022,IC,NTD3055L104T4G,ON,16+,100
Temp Warehouse,,P48311,IC,1N914BWS,ON,1944+,100
Temp Warehouse,,P48301,IC,LQW21HNR68J00L,MURATA,20+,100
Temp Warehouse,,P02420,IC,MBR0540T1G,ON,16+,100
Temp Warehouse,,P48350,IC,MBR140SFT1G,ON,1749,100
Temp Warehouse,,P48312,IC,LCF1210-1R0J-T,EMTEK,20+,100
Temp Warehouse,,P31445,Adjustable linear regulated power supply,LM317T,ST,1818,100
Temp Warehouse,,D297B0DE-A05B-460D-A217-BD3765BB215D,IC,2SA1463,NEC,08+,100
Temp Warehouse,,P48335,IC,1812B564K251CT,WALSIN,20+,100
Temp Warehouse,,P48302,IC,VLS3012HBX-4R7M,TDK,2045,100
Temp Warehouse,,P48343,IC,GCM31MR71H105KA55L,Murata,2025,100
Temp Warehouse,,27710F0A-FFEB-448B-8F9F-DC92225E2997,IC,NC7NZ14K8X,FSC,16+,99
Temp Warehouse,,BCDED8E7-3D46-483A-BCD1-139718C53CC1,IC,292304-1,TE,1339+,96
Temp Warehouse,,P39308,IC,OPA2340UA/2K5,TI,2029,96
Temp Warehouse,,P27236,IC,LTM4644IY#PBF,ADI,2113,95
Temp Warehouse,,P42773,Common mode filter,744273501,WE,1821,95
Temp Warehouse,,P48002,IC,XC7VX690T-2FFG1927I,XIL,21+,94
Temp Warehouse,,4DCF1E6B-52E2-4C04-A627-0D0BA575BA66,IC,U74HC14L-S14-R,UTC,13+,94
Temp Warehouse,,P29107,IC,TPS71202DRCR,TI,2030,90
Temp Warehouse,,D4AB822C-38C8-4C7A-B937-5419CFB919FC,IC,EKY-350ELL681MK20S,UCC,12+,89
Temp Warehouse,,P47498,IC,SI53301-B-GMR,Silicon,2111,87
Temp Warehouse,,6973F2EA-0F07-4EFE-A315-DDBA58D659B7,IC,LMH1980MM/NOPB,TI,16+MUST,82
Temp Warehouse,,P09106,IC,TPS3895ADRY,TI,16+,81
Temp Warehouse,,70E21723-76DD-4513-9837-F3D54ABCD8C8,IC,CAT6219-330,ON,16+,80
Temp Warehouse,,P34017,Power handling,LT3845AEFE#TRPBF,ADI,2052,78
Temp Warehouse,,P28692,IC,FSA2567UMX,ON/Fairchild,1539,75
Temp Warehouse,,7EECB507-6B2F-4657-8114-C3DED8DDDD13,IC,PCF8563TS,NXP,1543+,75
Temp Warehouse,,3F70B213-B1FB-4B68-8FD6-2F1A6EE2A0DC,IC,MCMT21N102F250CT,MULTICOMP,14+,75
Temp Warehouse,,F074F216-A839-4202-9612-ACE0DEA72F43,IC,NLSV1T34AMX1TCG,ON,1527+,70
Temp Warehouse,,P12860,IC,ZM4733A-GS18,VISHAY,1840+,70
Temp Warehouse,,P47778,IC,TPS73601DCQ,TI,1810,69
Temp Warehouse,,P39281,IC,R4-210-C5L-BR-220V,HONGJU,19+,68
Temp Warehouse,,EE3CC55C-3F0A-4695-A7ED-E1F053BBFC8E,IC,39502000000,LITTELFUSE,13,65
Temp Warehouse,,P21924,IC,BT152X-600R,NXP,Does not require,65
Temp Warehouse,,P35282,IC,MIC2025-1YM,MICREL,1146,65
Temp Warehouse,,479143E5-82E0-4B9E-B407-4459818D693D,IC,0805CS-561XGLB,coilcraft,13+,64
Temp Warehouse,,P48400,IC,BTN8982TA,Infineon,2109,63
Temp Warehouse,,P43441,IC,EP4CE6E22C8N,ALTERA,2125,60
Temp Warehouse,,P48380,Temperature and humidity sensor,SHT40-AD1B-R2,SENSIRION,20+,60
Temp Warehouse,,P47107,IC,LSF0108PWR,TI,21+,60
Temp Warehouse,,P20613,IC,SN74LVC1G175DBVR,TI,10+,60
Temp Warehouse,,P40753,IC,TAJD107K016RNJ,AVX,2112,60
Temp Warehouse,,P48296,IC,MC33072ADR2G,ON,20+,60
Temp Warehouse,,P38551,IC,AD825ARZ,ADI,1923,58
Temp Warehouse,,P48410,SMD passive crystal oscillator,NX5032GA-8MHZ-STD-CSK-7,NDK,20+,55
Temp Warehouse,,P43940,IC,IRLR3105TRPBF,Infineo,2102,51
Temp Warehouse,,P43100,,STM32F103CBT6,ST,2040,50
Temp Warehouse,,P45335,IC,AD7768-4BSTZ,ADI,2103,50
Temp Warehouse,,P41311,TRANSLATOR,MC100EPT26D,ON,2018,50
Temp Warehouse,,P38706,IC,MPU-9250,INVENSENSE,1953,50
Temp Warehouse,,P16772,,AD5282BRUZ20,AD,2110,50
Temp Warehouse,,P15169,IC,3182.25,Littelfuse,Does not require,50
Temp Warehouse,,FFF67795-4B94-43EB-A11E-C2ECD30E763F,IC,20021121-00020C4LF,FCI,12+,50
Temp Warehouse,,P31020,DDR3,MT41K128M16JT-125:K,MICRON,17+,50
Temp Warehouse,,5B4DDB36-973D-4B04-A596-CF91948D1640,IC,1-338084-3,TE,1318+,50
Temp Warehouse,,P11345,IC,DS90CF386MTD,TI,18+,50
Temp Warehouse,,P44932,IC,DS90LV032ATM,TI,2017,50
Temp Warehouse,,P19623,IC,LM2596S-12,TI,18+,50
Temp Warehouse,,P15462,IC,OPA2340UA,TI,2027,50
Temp Warehouse,,P43431,IC,SN74AHC541PW,TI,20+,50
Temp Warehouse,,P06244,,PH0.5 H5.0 80P-Z,WOXCONN,16+,50
Temp Warehouse,,P32553,chip,HCPL-3120,AVAGO,1833,50
Temp Warehouse,,P09176,IC,TJA1051TK/3,NXP,1534,50
Temp Warehouse,,P48347,IC,GRM43DR73A333KW01L,Murata,2035,50
Temp Warehouse,,8EC0399F-E232-4828-AAF7-2280EF21B959,IC,M25P80-VMN6TP,Micron,1338+,50
Temp Warehouse,,P44123,IC,SMCJ100A-E3/57T,VISHAY(威世),2026,50
Temp Warehouse,,68D914A2-19CD-43A0-B3B0-5C952786BB60,IC,74HC245D,NXP,1516+,50
Temp Warehouse,,P26337,IC,BC860BW,Infineon,1746+,50
Temp Warehouse,,P44123,IC,SMCJ100A-E3/57T,VISHAY(威世),2017,48
Temp Warehouse,,P00851,IC,PT2257,Princeton,15+,45
