Checkout Date,Service Provider,Appointment Date,Customer,Service/Product/GC/Package/Membership/Class,Transaction Type,GiftCertificate No,Qty,Price,Tax,Tip,Disc,Amt paid,Cash,Check,GC redeem,Pkg,Mbsp,CC,BankAccount,Vagaro Pay Later,OtherAmount,IOU/Invoice,IOU/GC Status,Pnts Earned,Pnts Used,Pnts Refunded,Change Due
"Nov 2, 2023 3:40 PM",Service Provider,"Nov 2, 2023 3:00 PM",Customer,Womens Haircut,Services,,1,70,0,17.5,0,87.5,0,0,0,0,0,87.5,0,0,0,0,---,70,0,0,0
"Nov 2, 2023 2:23 PM",Service Provider,"Nov 2, 2023 1:00 PM",Customer,Root Color and a Blowout,Services,,1,90,0,0,0,90,0,0,0,0,0,90,0,0,0,0,---,90,0,0,0
"Nov 2, 2023 11:33 AM",Service Provider,"Nov 2, 2023 10:00 AM",Customer,Haircut and Root Color,Services,,1,125,0,25,0,150,110,0,0,0,0,40,0,0,0,0,---,125,0,0,0
"Nov 1, 2023 11:40 AM",Service Provider,"Nov 1, 2023 10:00 AM",Customer,Haircut and Root Color,Services,,1,125,0,25,0,150,0,0,0,0,0,150,0,0,0,0,---,125,0,0,0
"Oct 31, 2023 4:23 PM",Service Provider,"Oct 31, 2023 4:00 PM",Customer,Airbrush Spray Tanning,Services,,1,45,0,40,0,85,0,0,0,0,0,85,0,0,0,0,---,450,0,0,0
"Oct 27, 2023 6:33 PM",Service Provider,"Oct 27, 2023 5:15 PM",Customer,Haircut and Root Color,Services,,1,125,0,10,0,135,0,0,0,0,0,135,0,0,0,0,---,135,0,0,0
"Oct 27, 2023 4:48 PM",Service Provider,"Oct 27, 2023 4:30 PM",Customer,Womens Haircut,Services,,1,50,0,10,0,60,0,0,0,0,0,60,0,0,0,0,---,70,0,0,0
"Oct 27, 2023 3:45 PM",Service Provider,"Oct 27, 2023 3:00 PM",Customer,Hair Color (Roots),Services,,1,50,0,10,0,60,0,0,0,0,0,60,0,0,0,0,---,75,0,0,0
"Oct 27, 2023 11:20 AM",Service Provider,--,Customer,Handmade Earrings,In-House Products,,1,15,0.9,0,0,15.9,0,0,0,0,0,15.9,0,0,0,0,---,20,0,0,0
"Oct 27, 2023 11:20 AM",Service Provider,--,Customer,Head and Hair Heal Shampoo,In-House Products,,1,30,1.8,0,0,31.8,0,0,0,0,0,31.8,0,0,0,0,---,32,0,0,0
"Oct 27, 2023 11:20 AM",Service Provider,--,Customer,Birdie,In-House Products,,1,30,1.8,0,0,31.8,0,0,0,0,0,31.8,0,0,0,0,---,30,0,0,0
"Oct 27, 2023 11:20 AM",Service Provider,"Oct 27, 2023 10:00 AM",Customer,Womens Haircut,Services,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,70,0,0,0
"Oct 26, 2023 5:03 PM",Service Provider,"Oct 26, 2023 4:00 PM",Customer,Womens Haircut,Services,,1,70,0,17.5,0,87.5,0,0,0,0,0,87.5,0,0,0,0,---,70,0,0,0
"Oct 26, 2023 4:03 PM",Service Provider,"Oct 26, 2023 3:00 PM",Customer,Root Color and a Blowout,Services,,1,100,0,0,0,100,0,0,0,0,0,100,0,0,0,0,---,100,0,0,0
"Oct 26, 2023 12:25 PM",Service Provider,"Oct 26, 2023 11:00 AM",Customer,Hair Color (All Over),Services,,1,115,0,0,0,115,0,0,0,0,0,115,0,0,0,0,---,115,0,0,0
"Oct 26, 2023 12:25 PM",Service Provider,"Oct 26, 2023 12:45 PM",Customer,Womens Haircut,Services,,1,50,0,0,0,50,0,0,0,0,0,50,0,0,0,0,---,70,0,0,0
"Oct 26, 2023 12:25 PM",Service Provider,--,Customer,Handmade Earrings,In-House Products,,1,15,0.9,0,0,15.9,0,0,0,0,0,15.9,0,0,0,0,---,20,0,0,0
"Oct 25, 2023 7:31 PM",Service Provider,"Oct 25, 2023 12:30 PM",Customer,Womens Haircut,Services,RQILALLBWXFYTYMQ,1,70,0,0,0,70,0,0,70,0,0,0,0,0,0,0,---,70,0,0,0
"Oct 25, 2023 7:26 PM",Service Provider,"Oct 25, 2023 8:00 PM",Customer,Extra Product Charge,Services,,1,25,0,0,0,25,25,0,0,0,0,0,0,0,0,0,---,20,0,0,0
"Oct 25, 2023 7:26 PM",Service Provider,"Oct 25, 2023 5:30 PM",Customer,Haircut and Root Color,Services,,1,125,0,0,0,125,115,0,0,0,0,10,0,0,0,0,---,125,0,0,0
"Oct 25, 2023 5:38 PM",Service Provider,"Oct 25, 2023 4:00 PM",Customer,Glaze / Gloss / Toner,Services,,1,65,0,19.5,13,71.5,0,0,0,0,0,71.5,0,0,0,0,---,65,0,0,0
"Oct 25, 2023 5:38 PM",Service Provider,"Oct 25, 2023 4:30 PM",Customer,Womens Haircut,Services,,1,70,0,21,14,77,0,0,0,0,0,77,0,0,0,0,---,70,0,0,0
"Oct 25, 2023 2:52 PM",Service Provider,"Oct 25, 2023 1:30 PM",Customer,Womens Haircut,Services,,1,60,0,12,0,72,0,0,0,0,0,72,0,0,0,0,---,60,0,0,0
"Oct 25, 2023 2:52 PM",Service Provider,"Oct 25, 2023 2:30 PM",Customer,Glaze / Gloss / Toner,Services,,1,45,0,9,0,54,0,0,0,0,0,54,0,0,0,0,---,45,0,0,0
"Oct 25, 2023 12:31 PM",Service Provider,"Oct 25, 2023 10:00 AM",Customer,Keratin Treatment,Services,,1,275,0,55,0,330,0,0,0,0,0,330,0,0,0,0,---,275,0,0,0
"Oct 24, 2023 7:53 PM",Service Provider,"Oct 24, 2023 5:30 PM",Customer,Haircut and Highlights,Services,,1,175,0,26.25,0,201.25,0,0,0,0,0,201.25,0,0,0,0,---,175,0,0,0
"Oct 24, 2023 5:11 PM",Service Provider,"Oct 24, 2023 4:30 PM",Customer,Womens Haircut,Services,,1,60,0,18,0,78,0,0,0,0,0,78,0,0,0,0,---,60,0,0,0
"Oct 24, 2023 11:39 AM",Service Provider,"Oct 24, 2023 11:00 AM",Customer,Womens Haircut,Services,,1,60,0,10,0,70,0,0,0,0,0,70,0,0,0,0,---,60,0,0,0
"Oct 20, 2023 2:39 PM",Service Provider,"Oct 20, 2023 1:30 PM",Customer,Junior Haircut,Services,,1,35,0,7,0,42,0,0,0,0,0,42,0,0,0,0,---,35,0,0,0
"Oct 20, 2023 2:39 PM",Service Provider,"Oct 20, 2023 2:00 PM",Customer,Kids Haircut,Services,,1,25,0,5,0,30,0,0,0,0,0,30,0,0,0,0,---,25,0,0,0
"Oct 20, 2023 1:47 PM",Service Provider,"Oct 20, 2023 8:45 AM",Customer,Womens Haircut,Services,,1,70,0,0,0,70,0,0,0,0,0,70,0,0,0,0,---,70,0,0,0
"Oct 20, 2023 1:31 PM",Service Provider,"Oct 20, 2023 10:00 AM",Customer,Fashion Color Consultation,Services,,1,285,0,50,0,335,0,0,0,0,0,335,0,0,0,0,---,0,0,0,0
"Oct 20, 2023 1:31 PM",Service Provider,"Oct 20, 2023 1:30 PM",Customer,Womens Haircut,Services,,1,70,0,50,0,120,0,0,0,0,0,120,0,0,0,0,---,70,0,0,0
"Oct 20, 2023 9:58 AM",Service Provider,--,Customer,34,Invoices,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,Void,0,0,0,0
"Oct 19, 2023 7:06 PM",Service Provider,--,Customer,Birdie,In-House Products,,1,30,1.8,0,0,31.8,0,0,0,0,0,31.8,0,0,0,0,---,30,0,0,0
"Oct 19, 2023 7:06 PM",Service Provider,"Oct 19, 2023 5:00 PM",Customer,Haircut and Root Color,Services,,1,135,0,40.5,0,175.5,0,0,0,0,0,175.5,0,0,0,0,---,135,0,0,0
"Oct 19, 2023 12:40 PM",Service Provider,"Oct 19, 2023 11:00 AM",Customer,Haircut and Root Color,Services,,1,125,0,25,0,150,0,0,0,0,0,150,0,0,0,0,---,125,0,0,0
"Oct 18, 2023 3:02 PM",Service Provider,"Oct 18, 2023 2:30 PM",Customer,Mens Haircut,Services,,1,30,0,10,0,40,0,0,0,0,0,40,0,0,0,0,---,30,0,0,0
"Oct 18, 2023 1:08 PM",Service Provider,"Oct 18, 2023 11:00 AM",Customer,Accent Highlights,Services,,1,115,0,23,0,138,0,0,0,0,0,138,0,0,0,0,---,115,0,0,0
"Oct 18, 2023 1:08 PM",Service Provider,"Oct 18, 2023 1:30 PM",Customer,Toner,Services,,1,30,0,6,0,36,0,0,0,0,0,36,0,0,0,0,---,30,0,0,0
"Oct 18, 2023 11:02 AM",Service Provider,"Oct 18, 2023 10:00 AM",Customer,Womens Haircut,Services,,1,60,0,15,0,75,0,0,0,0,0,75,0,0,0,0,---,60,0,0,0
"Oct 17, 2023 3:44 PM",Service Provider,"Oct 17, 2023 12:00 PM",Customer,Keratin Treatment,Services,,1,250,0,62.5,0,312.5,0,0,0,0,0,312.5,0,0,0,0,---,250,0,0,0
"Oct 17, 2023 3:44 PM",Service Provider,"Oct 17, 2023 2:30 PM",Customer,Hair Color (Roots),Services,,1,50,0,12.5,0,62.5,0,0,0,0,0,62.5,0,0,0,0,---,85,0,0,0
"Oct 17, 2023 11:47 AM",Service Provider,"Oct 17, 2023 10:00 AM",Customer,Haircut and Root Color,Services,,1,125,0,18.75,0,143.75,0,0,0,0,0,143.75,0,0,0,0,---,135,0,0,0
"Oct 14, 2023 1:38 PM",Service Provider,"Oct 14, 2023 1:00 PM",Customer,Womens Haircut,Services,,1,60,0,15,0,75,0,0,0,0,0,75,0,0,0,0,---,60,0,0,0
"Oct 14, 2023 12:24 PM",Service Provider,"Oct 14, 2023 12:30 PM",Customer,Haircut and Highlights,Services,,1,185,0,46.25,0,231.25,0,0,0,0,0,231.25,0,0,0,0,---,185,0,0,0
"Oct 14, 2023 12:24 PM",Service Provider,"Oct 14, 2023 3:00 PM",Customer,Toner,Services,,1,30,0,7.5,0,37.5,0,0,0,0,0,37.5,0,0,0,0,---,30,0,0,0
"Oct 13, 2023 1:54 PM",Service Provider,"Oct 13, 2023 10:00 AM",Customer,Keratin Treatment,Services,,1,250,0,50,0,300,0,0,0,0,0,300,0,0,0,0,---,250,0,0,0
"Oct 13, 2023 1:54 PM",Service Provider,"Oct 13, 2023 1:30 PM",Customer,Hair Color (Roots),Services,,1,75,0,15,0,90,0,0,0,0,0,90,0,0,0,0,---,75,0,0,0
"Oct 12, 2023 4:31 PM",Service Provider,"Oct 12, 2023 3:30 PM",Customer,Womens Haircut,Services,,1,70,0,0,0,70,70,0,0,0,0,0,0,0,0,0,---,70,0,0,0
"Oct 12, 2023 3:12 PM",Service Provider,"Oct 12, 2023 2:45 PM",Customer,Mens Haircut,Services,,1,30,0,6,0,36,0,0,0,0,0,36,0,0,0,0,---,30,0,0,0
"Oct 12, 2023 2:19 PM",Service Provider,"Oct 12, 2023 12:45 PM",Customer,Haircut and Root Color,Services,,1,125,0,0,0,125,0,0,0,0,0,125,0,0,0,0,---,125,0,0,0
"Oct 12, 2023 11:45 AM",Service Provider,--,Customer,Eco Therapy Revive Shampoo,In-House Products,,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,0,2000,0,0
"Oct 12, 2023 11:41 AM",Service Provider,"Oct 12, 2023 10:00 AM",Customer,"Haircut, Root Color, and Highlights",Services,,1,175,0,43.75,0,218.75,0,0,0,0,0,218.75,0,0,0,0,---,195,0,0,0
"Oct 11, 2023 4:23 PM",Service Provider,"Oct 11, 2023 3:30 PM",Customer,Hair Color (Roots),Services,,1,75,0,15,0,90,0,0,0,0,0,90,0,0,0,0,---,85,0,0,0
"Oct 10, 2023 6:22 PM",Service Provider,"Oct 10, 2023 5:15 PM",Customer,Haircut and Root Color,Services,,1,125,0,0,0,125,0,0,0,0,0,125,0,0,0,0,---,125,0,0,0
"Oct 10, 2023 5:45 PM",Service Provider,"Oct 10, 2023 5:00 PM",Customer,Bang / Neck Trim,Services,,1,20,0,5,0,25,0,0,0,0,0,25,0,0,0,0,---,20,0,0,0
"Oct 10, 2023 4:32 PM",Service Provider,"Oct 10, 2023 4:00 PM",Customer,Mens Haircut,Services,,1,30,0,7.5,0,37.5,0,0,0,0,0,37.5,0,0,0,0,---,30,0,0,0
"Oct 10, 2023 3:54 PM",Service Provider,"Oct 10, 2023 2:45 PM",Customer,Root Color and a Blowout,Services,,1,90,0,0,0,90,0,0,0,0,0,90,0,0,0,0,---,100,0,0,0
"Oct 10, 2023 1:44 PM",Service Provider,"Oct 10, 2023 10:30 AM",Customer,Hairdreams Application,Services,,1,120,0,12.67,0,132.67,0,0,0,0,0,132.67,0,0,0,0,---,0,0,0,0
"Oct 10, 2023 1:44 PM",Service Provider,"Oct 10, 2023 12:30 PM",Customer,Hairdreams Removal,Services,,1,50,0,12.67,0,62.67,0,0,0,0,0,62.67,0,0,0,0,---,0,0,0,0
"Oct 10, 2023 1:44 PM",Service Provider,"Oct 10, 2023 2:45 PM",Customer,Bang / Neck Trim,Services,,1,20,0,12.67,0,32.67,0,0,0,0,0,32.67,0,0,0,0,---,20,0,0,0
"Oct 10, 2023 1:44 PM",Service Provider,--,Customer,Shipping,In-House Products,,1,60,0,0,0,60,0,0,0,0,0,60,0,0,0,0,---,5,0,0,0
"Oct 7, 2023 11:09 AM",Service Provider,"Oct 7, 2023 10:00 AM",Customer,Womens Haircut,Services,,1,60,0,12,0,72,0,0,0,0,0,72,0,0,0,0,---,60,0,0,0
"Oct 6, 2023 3:55 PM",Service Provider,"Oct 6, 2023 5:40 PM",Customer,Womens Haircut,Services,,1,50,0,0,0,50,50,0,0,0,0,0,0,0,0,0,---,70,0,0,0
"Oct 6, 2023 3:55 PM",Service Provider,"Oct 6, 2023 4:00 PM",Customer,Hair Color (All Over),Services,,1,115,0,0,0,115,65,0,0,0,0,50,0,0,0,0,---,115,0,0,0
"Oct 6, 2023 1:45 PM",Service Provider,"Oct 6, 2023 1:00 PM",Customer,Womens Haircut,Services,,1,70,0,14,0,84,0,0,0,0,0,84,0,0,0,0,---,70,0,0,0
"Oct 6, 2023 12:49 PM",Service Provider,"Oct 6, 2023 12:00 PM",Customer,Womens Haircut,Services,,1,70,0,21,0,91,0,0,0,0,0,91,0,0,0,0,---,70,0,0,0
"Oct 6, 2023 11:41 AM",Service Provider,"Oct 6, 2023 10:00 AM",Customer,Root Color and a Blowout,Services,,1,90,0,18,0,108,0,0,0,0,0,108,0,0,0,0,---,90,0,0,0
"Oct 6, 2023 11:41 AM",Service Provider,"Oct 6, 2023 12:00 PM",Customer,Brow Tint,Services,,1,15,0,3,0,3,0,0,0,0,0,3,0,0,0,0,---,0,1500,0,0
"Oct 5, 2023 5:12 PM",Service Provider,"Oct 5, 2023 3:30 PM",Customer,Partial Highlights,Services,,1,140,0,21,0,161,0,0,0,0,0,161,0,0,0,0,---,140,0,0,0
"Oct 5, 2023 3:35 PM",Service Provider,"Oct 5, 2023 1:00 PM",Customer,Haircut and Highlights,Services,,1,175,0,35,0,210,0,0,0,0,0,210,0,0,0,0,---,175,0,0,0
"Oct 5, 2023 3:35 PM",Service Provider,"Oct 5, 2023 3:30 PM",Customer,Toner,Services,,1,25,0,5,0,30,0,0,0,0,0,30,0,0,0,0,---,30,0,0,0
"Oct 5, 2023 11:45 AM",Service Provider,"Oct 5, 2023 10:00 AM",Customer,"Haircut, Root Color, and Highlights",Services,,1,195,0,48.75,0,243.75,0,0,0,0,0,243.75,0,0,0,0,---,195,0,0,0
"Oct 4, 2023 3:45 PM",Service Provider,"Oct 4, 2023 2:00 PM",Customer,Root Color and Highlights,Services,,1,185,0,37,0,222,0,0,0,0,0,222,0,0,0,0,---,185,0,0,0
"Oct 4, 2023 12:14 PM",Service Provider,"Oct 4, 2023 10:00 AM",Customer,Root Color and Highlights,Services,,1,165,0,33,0,198,0,0,0,0,0,198,0,0,0,0,---,165,0,0,0
"Oct 3, 2023 5:01 PM",Service Provider,"Oct 3, 2023 4:30 PM",Customer,Womens Haircut,Services,,1,50,0,10,0,60,0,0,0,0,0,60,0,0,0,0,---,70,0,0,0
"Oct 3, 2023 4:27 PM",Service Provider,"Oct 3, 2023 3:15 PM",Customer,Root Color and a Blowout,Services,,1,75,0,18.75,0,93.75,0,0,0,0,0,93.75,0,0,0,0,---,100,0,0,0
"Oct 3, 2023 3:15 PM",Service Provider,"Oct 3, 2023 1:30 PM",Customer,Haircut and Highlights,Services,,1,175,0,35,0,210,0,0,0,0,0,210,0,0,0,0,---,175,0,0,0
"Oct 3, 2023 1:24 PM",Service Provider,"Oct 3, 2023 10:00 AM",Customer,Halo Highlights,Services,,1,150,0,22.5,0,172.5,0,0,0,0,0,172.5,0,0,0,0,---,150,0,0,0
"Oct 3, 2023 1:24 PM",Service Provider,"Oct 3, 2023 12:30 PM",Customer,Womens Haircut,Services,,1,60,0,9,0,69,0,0,0,0,0,69,0,0,0,0,---,60,0,0,0
"Oct 3, 2023 1:24 PM",Service Provider,--,Customer,True Soft Conditioner,In-House Products,,1,28,1.68,0,0,29.68,0,0,0,0,0,29.68,0,0,0,0,---,28,0,0,0
"Oct 3, 2023 1:24 PM",Service Provider,--,Customer,Curlicue Cream,In-House Products,,1,28,1.68,0,0,29.68,0,0,0,0,0,29.68,0,0,0,0,---,33,0,0,0
"Sep 30, 2023 8:52 PM",Service Provider,--,Customer,Structure Repair Shampoo,In-House Products,,1,28,1.51,0,2.8,26.71,0,0,0,0,0,26.71,0,0,0,0,---,28,0,0,0
"Sep 30, 2023 8:52 PM",Service Provider,--,Customer,Structure Repair Conditioner,In-House Products,,1,28,1.51,0,2.8,26.71,0,0,0,0,0,26.71,0,0,0,0,---,28,0,0,0
"Sep 30, 2023 8:52 PM",Service Provider,--,Customer,Shipping,In-House Products,,1,5,0,0,0,5,0,0,0,0,0,5,0,0,0,0,---,5,0,0,0
"Sep 30, 2023 8:45 PM",Service Provider,--,Customer,33,Invoices,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.42,Void,0,0,0,0
"Sep 30, 2023 7:48 PM",Service Provider,--,Customer,RQILALLBWXFYTYMQ,Gift Cards,,1,70,0,0,0,70,0,0,0,0,0,70,0,0,0,0,---,0,0,0,0
"Sep 30, 2023 2:49 PM",Service Provider,"Sep 30, 2023 1:45 PM",Customer,Womens Haircut,Services,,1,60,0,0,0,60,0,0,0,0,0,60,0,0,0,0,---,60,0,0,0
"Sep 30, 2023 1:46 PM",Service Provider,"Sep 30, 2023 11:00 AM",Customer,"Haircut, Root Color, and Highlights",Services,,1,195,0,39,0,234,0,0,0,0,0,234,0,0,0,0,---,195,0,0,0
"Sep 30, 2023 11:39 AM",Service Provider,"Sep 30, 2023 11:00 AM",Customer,Root Color and Highlights,Services,,1,165,0,33,0,198,0,0,0,0,0,198,0,0,0,0,---,185,0,0,0
"Sep 29, 2023 6:07 PM",Service Provider,"Sep 29, 2023 4:30 PM",Customer,Hair Color (All Over),Services,,1,100,0,30,0,130,0,0,0,0,0,130,0,0,0,0,---,100,0,0,0
"Sep 29, 2023 3:50 PM",Service Provider,"Sep 29, 2023 3:00 PM",Customer,Hair Color (Roots),Services,,1,50,0,7.5,0,57.5,0,0,0,0,0,57.5,0,0,0,0,---,75,0,0,0
"Sep 29, 2023 2:04 PM",Service Provider,"Sep 29, 2023 12:30 PM",Customer,Hair Color (All Over),Services,,1,100,0,25,0,125,0,0,0,0,0,125,0,0,0,0,---,100,0,0,0
"Sep 29, 2023 10:42 AM",Service Provider,"Sep 29, 2023 10:00 AM",Customer,Womens Haircut,Services,,1,70,0,14,0,84,0,0,0,0,0,84,0,0,0,0,---,70,0,0,0
"Sep 28, 2023 12:47 PM",Service Provider,"Sep 28, 2023 12:00 PM",Customer,Mens Haircut,Services,,1,30,0,0,0,30,0,0,0,0,0,30,0,0,0,0,---,30,0,0,0
"Sep 28, 2023 10:43 AM",Service Provider,"Sep 28, 2023 10:15 AM",Customer,Mens Haircut,Services,,1,30,0,6,0,36,0,0,0,0,0,36,0,0,0,0,---,30,0,0,0
"Sep 27, 2023 4:33 PM",Service Provider,"Sep 27, 2023 1:00 PM",Customer,Hairdreams Application,Services,,1,15,0,0,0,15,0,0,0,0,0,15,0,0,0,0,---,0,0,0,0
"Sep 27, 2023 12:28 PM",Service Provider,"Sep 27, 2023 10:00 AM",Customer,Double Process,Services,,1,175,0,40,0,215,0,0,0,0,0,215,0,0,0,0,---,175,0,0,0
"Sep 27, 2023 12:28 PM",Service Provider,--,Customer,Dry Shampoo,In-House Products,,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,---,0,2000,0,0
"Sep 26, 2023 5:19 PM",Service Provider,"Sep 26, 2023 3:00 PM",Customer,"Haircut, Root Color, and Highlights",Services,,1,215,0,21.5,0,236.5,0,0,0,0,0,236.5,0,0,0,0,---,215,0,0,0
"Sep 26, 2023 2:44 PM",Service Provider,"Sep 26, 2023 2:00 PM",Customer,Womens Haircut,Services,,1,60,0,0,0,60,0,0,0,0,0,60,0,0,0,0,---,60,0,0,0
"Sep 26, 2023 1:20 PM",Service Provider,--,Customer,True Soft Conditioner,In-House Products,,1,15,0.9,0,0,15.9,0,0,0,0,0,15.9,0,0,0,0,---,28,0,0,0
"Sep 26, 2023 1:20 PM",Service Provider,--,Customer,True Soft Shampoo,In-House Products,,1,15,0.9,0,0,15.9,0,0,0,0,0,15.9,0,0,0,0,---,28,0,0,0
"Sep 26, 2023 1:18 PM",Service Provider,"Sep 26, 2023 12:00 PM",Customer,Haircut and Root Color,Services,,1,125,0,0,0,125,125,0,0,0,0,0,0,0,0,0,---,125,0,0,0
"Sep 26, 2023 11:28 AM",Service Provider,"Sep 26, 2023 10:00 AM",Customer,Haircut and Root Color,Services,,1,125,0,0,0,125,0,0,0,0,0,125,0,0,0,0,---,135,0,0,0
"Sep 26, 2023 11:28 AM",Service Provider,"Sep 26, 2023 12:00 PM",Customer,Brow Tint,Services,,1,15,0,0,0,15,0,0,0,0,0,15,0,0,0,0,---,15,0,0,0
"Sep 26, 2023 11:28 AM",Service Provider,--,Customer,Extreme Spray,In-House Products,,1,28,1.68,0,0,29.68,0,0,0,0,0,29.68,0,0,0,0,---,30,0,0,0
"Sep 23, 2023 3:53 PM",Service Provider,"Sep 23, 2023 1:00 PM",Customer,Baylayage,Services,,1,195,0,39,0,234,0,0,0,0,0,234,0,0,0,0,---,195,0,0,0
"Sep 23, 2023 3:53 PM",Service Provider,"Sep 23, 2023 4:15 PM",Customer,Womens Haircut,Services,,1,60,0,12,0,72,0,0,0,0,0,72,0,0,0,0,---,60,0,0,0
"Sep 23, 2023 3:53 PM",Service Provider,"Sep 23, 2023 5:15 PM",Customer,Extra Bowl of Color,Services,,1,15,0,3,0,18,0,0,0,0,0,18,0,0,0,0,---,0,0,0,0
"Sep 23, 2023 3:53 PM",Service Provider,"Sep 23, 2023 5:30 PM",Customer,Toner,Services,,1,25,0,5,0,30,0,0,0,0,0,30,0,0,0,0,---,0,0,0,0
"Sep 23, 2023 3:53 PM",Service Provider,"Sep 23, 2023 6:00 PM",Customer,Hair Color (Roots),Services,,1,75,0,15,0,90,0,0,0,0,0,90,0,0,0,0,---,75,0,0,0
"Sep 22, 2023 6:13 PM",Service Provider,"Sep 22, 2023 4:30 PM",Customer,Root Color and Highlights,Services,,1,165,0,49.5,0,214.5,0,0,0,0,0,214.5,0,0,0,0,---,165,0,0,0
"Sep 22, 2023 6:13 PM",Service Provider,"Sep 22, 2023 7:00 PM",Customer,Root Shadow/ Root Melt,Services,,1,75,0,22.5,0,97.5,0,0,0,0,0,97.5,0,0,0,0,---,75,0,0,0
"Sep 22, 2023 4:07 PM",Service Provider,"Sep 22, 2023 3:30 PM",Customer,Womens Haircut,Services,,1,60,0,0,0,60,60,0,0,0,0,0,0,0,0,0,---,60,0,0,0
"Sep 22, 2023 2:30 PM",Service Provider,"Sep 22, 2023 1:00 PM",Customer,Haircut and Root Color,Services,,1,125,0,25,0,150,0,0,0,0,0,150,0,0,0,0,---,125,0,0,0
"Sep 22, 2023 12:28 PM",Service Provider,"Sep 22, 2023 11:00 AM",Customer,Root Color and a Blowout,Services,,1,90,0,8.57,0,98.57,0,0,0,0,0,98.57,0,0,0,0,---,90,0,0,0
"Sep 22, 2023 12:28 PM",Service Provider,"Sep 22, 2023 12:30 PM",Customer,Bang / Neck Trim,Services,,1,15,0,1.43,0,1.43,0,0,0,0,0,1.43,0,0,0,0,---,0,1500,0,0
"Sep 22, 2023 10:40 AM",Service Provider,"Sep 22, 2023 10:00 AM",Customer,Womens Haircut,Services,,1,60,0,9,0,69,0,0,0,0,0,69,0,0,0,0,---,60,0,0,0
"Sep 12, 2023 4:25 PM",Service Provider,"Sep 12, 2023 3:00 PM",Customer,Root Color and a Blowout,Services,,1,90,0,18,0,108,0,0,0,0,0,108,0,0,0,0,---,90,0,0,0
"Sep 12, 2023 2:50 PM",Service Provider,"Sep 12, 2023 1:00 PM",Customer,"Haircut, Root Color, and Highlights",Services,,1,150,0,0,0,150,150,0,0,0,0,0,0,0,0,0,---,195,0,0,0
"Sep 8, 2023 1:35 PM",Service Provider,"Sep 8, 2023 2:45 PM",Customer,Mens Haircut,Services,,1,30,0,0,0,30,0,0,0,0,0,30,0,0,0,0,---,30,0,0,0
"Sep 8, 2023 1:35 PM",Service Provider,--,Customer,Invisidry Shampoo Travel Size,In-House Products,,1,16,0.96,0,0,16.96,0,0,0,0,0,16.96,0,0,0,0,---,16,0,0,0
"Sep 8, 2023 12:49 PM",Service Provider,"Sep 8, 2023 11:30 AM",Customer,Womens Haircut,Services,,1,60,0,12,0,72,0,0,0,0,0,72,0,0,0,0,---,60,0,0,0
"Sep 8, 2023 11:18 AM",Service Provider,"Sep 8, 2023 10:00 AM",Customer,Root Color and a Blowout,Services,,1,90,0,0,0,90,0,0,0,0,0,90,0,0,0,0,---,90,0,0,0
"Sep 7, 2023 2:31 PM",Service Provider,"Sep 7, 2023 1:00 PM",Customer,"Haircut, Root Color, and Highlights",Services,,1,175,0,35,0,210,0,0,0,0,0,210,0,0,0,0,---,195,0,0,0
"Sep 7, 2023 12:22 PM",Service Provider,"Sep 7, 2023 12:00 PM",Customer,Mens Haircut,Services,,1,30,0,3,0,33,0,0,0,0,0,33,0,0,0,0,---,30,0,0,0
"Sep 7, 2023 11:40 AM",Service Provider,"Sep 7, 2023 10:00 AM",Customer,Hair Color (All Over),Services,,1,100,0,20,0,120,0,0,0,0,0,120,0,0,0,0,---,100,0,0,0
"Sep 6, 2023 4:21 PM",Service Provider,"Sep 6, 2023 3:30 PM",Customer,Hair Color (Roots),Services,,1,75,0,25,0,100,0,0,0,0,0,100,0,0,0,0,---,75,0,0,0
"Sep 6, 2023 3:28 PM",Service Provider,"Sep 6, 2023 2:00 PM",Customer,Root Color and a Blowout,Services,,1,90,0,18,0,108,0,0,0,0,0,108,0,0,0,0,---,90,0,0,0
"Sep 6, 2023 1:29 PM",Service Provider,"Sep 6, 2023 12:00 PM",Customer,Haircut and Root Color,Services,,1,125,0,25,0,150,0,0,0,0,0,150,0,0,0,0,---,125,0,0,0
"Sep 6, 2023 11:35 AM",Service Provider,"Sep 6, 2023 10:00 AM",Customer,Haircut and Root Color,Services,,1,125,0,25,0,150,0,0,0,0,0,150,0,0,0,0,---,125,0,0,0
"Sep 6, 2023 11:35 AM",Service Provider,"Sep 6, 2023 12:00 PM",Customer,Toner,Services,,1,25,0,5,0,30,0,0,0,0,0,30,0,0,0,0,---,0,0,0,0
"Sep 5, 2023 2:10 PM",Service Provider,"Sep 5, 2023 12:00 PM",Customer,Haircut and Root Color,Services,,1,125,0,25,0,150,0,0,0,0,0,150,0,0,0,0,---,125,0,0,0
"Sep 5, 2023 12:25 PM",Service Provider,"Sep 5, 2023 10:00 AM",Customer,"Haircut, Root Color, and Highlights",Services,,1,195,0,0,0,195,100,0,0,0,0,95,0,0,0,0,---,195,0,0,0
